都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,附図番号
埼玉県,"白岡町,",ほ場整備,写測図化,1000,1.4KM2,埼玉県春日部土地改良事務所助言610613C0044,日東航空測量(株),"61.06.05,61.07.10",
埼玉県,"加須市,",ほ場整備,写測図化,1000,4.2KM2,埼玉県加須土地改良事務所助言610624C0053,日東航空測量(株),"61.06.17,61.09.30",610512
埼玉県,"桶川市,",河川計画,写測図化,1000,0.5KM2,埼玉県大宮土木事務所助言620123C0258,朝日航洋(株),"61.12.25,62.03.20",
埼玉県,"入間市,",都市計画,"写測修正,撮影","2500,,12500","44.8KM2,44.8KM2",埼玉県入間市助言610523C0026,セントラル航空測量(株),"61.05.01,61.08.31",610271
埼玉県,"熊谷市,東松山市,入間市,朝霞市,",郵便地図調整,"編集,編集,編集","5000,,10000,,25000","1400.6KM2,930.8KM2,2653.0KM2",郵政省関東郵政局助言610424C0008,直営,"61.05.20,62.03.25",
千葉県,"佐倉市,",総合計画,基準点,1級,115point,千葉県佐倉市助言620119C0228,(株)パスコ,"61.11.01,62.03.30",611859
千葉県,"千葉市,",土地区画整理,"基準点,基準点,平板","2級,,3級,,500","2point,30point,0.1KM2",千葉県千葉市助言620212C0274,房総測量(株),"62.02.02,62.07.31",
千葉県,"市原市,",道路台帳,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","59point,200point,350point,4.5KM2",千葉県市原市助言610520C0024,"(株)宮原測量,房州測量設計(株),太陽測量(株),(有)門前測量設計事務所,(株)サンユー測量設計,日東測量技研(株)","61.05.20,61.09.30",
千葉県,"市原市,",道路台帳,"基準点,基準点,平板","2級,,4級,,500","60point,5200point,6.5KM2",千葉県市原市助言610930C0150,"房州測量設計(株),日東測量技研(株),(株)宮原測量,太陽測量(株),アオイ測量技研(株),(有)門前測量設計事務所","61.10.01,62.02.27",
千葉県,"市原市,",道路台帳,"基準点,基準点,平板","2級,,3級,,500","13point,26point,10.0KM2",千葉県市原市助言620305C0286,"房州測量設計(株),(株)宮原測量,(有)門前測量設計事務所,日建工業(株)","62.02.14,62.03.25",
千葉県,"千葉市,",土地区画整理,"基準点,基準点,平板","3級,,4級,,500","14point,54point,0.5KM2",千葉県千葉市助言610813C0107,鈴木測量(株),"61.07.09,61.11.25",
千葉県,"千葉市,",道路台帳,"基準点,基準点,平板","3級,,4級,,500","6point,18point,1.8KM2",千葉県千葉市助言611217C0224,"鈴木測量(株),日経コンサルタント(株)","61.11.01,62.03.31",
千葉県,"鴨川市,",道路改良,"基準点,水準,平板","3級,,3級,,500","10point,1.5km,0.2KM2",千葉県鴨川土木事務所助言610627C0065,磯野測量(株),"61.06.13,61.07.12",
千葉県,"千葉市,",道路台帳,"基準点,基準点,平板","3級,,4級,,500","2point,0.4KM2,0.4KM2",千葉県千葉市助言620212C0275,"豊村測量(株),宅地開発測量設計(株)","62.02.03,62.03.31",
千葉県,"千葉市,",道路計画,"基準点,基準点","3級,,4級","21point,54point",千葉国道工事事務所助言610916C0134,(株)多摩都市総合設計,"61.07.01,61.09.11",
千葉県,"大栄町,",道路計画,"基準点,平板","4級,,500","28point,0.1KM2",千葉国道工事事務所助言620305C0292,ジャパン・コンサルタンツ(株),"61.10.02,62.03.25",
千葉県,"酒々井町,",道路台帳,"基準点,平板","4級,,500","400point,0.5KM2",千葉県酒々井町助言611020C0177,高木測量(株),"61.06.09,62.01.31",611426
千葉県,"大原町,",道路改良,基準点,4級,3point,千葉県大原土木事務所助言610813C0111,磯野測量(株),"61.07.10,61.10.31",
千葉県,"千葉市,銚子市,市川市,船橋市,館山市,木更津市,松戸市,野田市,佐原市,茂原市,成田市,佐倉市,東金市,八日市場市,旭市,習志野市,柏市,勝浦市,市原市,流山市,",地盤変動調査,水準,1級,2365.0km,千葉県助言611112C0195,"(株)八州,セントラル航業(株),京葉測量(株),(株)協立コンサルタンツ","61.11.10,62.03.25",611572
千葉県,"勝浦市,",ほ場整備,"水準,写測図化","3級,,1000","16.8km,5.4KM2",千葉県勝浦市助言611219C0232,(株)パスコ,"61.12.01,62.03.20",611795
千葉県,"千葉市,",道路台帳,平板,500,1.1KM2,千葉県助言610417C0004,(有)総武測量,"61.04.09,61.05.10",
千葉県,"千葉市,",土地区画整理,平板,500,0.2KM2,千葉県助言620212C0272,石川測量設計(株),"62.02.03,62.03.25",
千葉県,"柏市,流山市,",鉄道計画,"撮影,撮影,写測図化,写測図化","8000,,12500,,1000,,2500","15.0KM2,22.0KM2,1.7KM2,18.8KM2",日本国有鉄道東京第一工事局助言611015C0164,東日本航空(株),"61.10.06,62.01.19",611305*
千葉県,"松戸市,流山市,",河川計画,"撮影,写測図化","12500,,2500","8.4KM2,8.4KM2",埼玉県南部河川改修事務所助言611121C0205,アジア航測(株),"61.10.27,62.02.20",
千葉県,"佐倉市,",都市計画,"撮影,写測修正,編集","10000,,2500,,10000","102.3KM2,102.3KM2,102.3KM2",千葉県佐倉市助言610624C0055,朝日航洋(株),"61.05.27,61.12.20",610514
千葉県,"千葉市,市川市,船橋市,習志野市,市原市,浦安市,",鉄道計画,"撮影,撮影,写測図化","3000,,20000,,500","25.5KM2,73.8KM2,2.2KM2",日本鉄道建設公団東京支社助言611015C0167,朝日航洋(株),"61.09.22,62.01.21",611308*
千葉県,"千葉市,",道路台帳,写測図化,500,27.7KM2,千葉県千葉市助言611015C0163,"(株)パスコ,アジア航測(株),国際航業(株)","61.08.09,62.03.31",611304
千葉県,"富津市,",道路台帳,写測図化,1000,0.6KM2,千葉県富津市助言611218C0225,(株)パスコ,"61.10.30,62.03.20",
千葉県,"八街町,",下水道台帳,写測図化,500,0.3KM2,千葉県八街町助言620212C0273,(株)パスコ,"62.02.11,62.03.25",
千葉県,"松戸市,柏市,流山市,",導水路管理,"写測図化,写測図化","500,,2500","0.8KM2,4.2KM2",江戸川工事事務所助言610801C0114,アジア航測(株),"61.07.08,61.12.04",
千葉県,"長柄町,",道路台帳,写測図化,10000,47.0KM2,千葉県長柄町助言611020C0171,アジア航測(株),"61.09.01,61.10.31",611420
千葉県,"銚子市,",都市計画,"写測修正,編集,編集,編集,編集","2500,,2500,,10000,,25000,,50000","23.1KM2,55.7KM2,78.8KM2,78.8KM2,78.8KM2",千葉県銚子市助言611008C0160,アジア航測(株),"61.09.18,62.03.10",611259
千葉県,"市川市,館山市,鴨川市,浦安市,",郵便地図調整,"編集,編集,編集","5000,,10000,,25000","1400.6KM2,930.8KM2,2653.0KM2",郵政省関東郵政局助言610424C0008,直営,"61.05.20,62.03.25",
東京都,"品川区,目黒区,大田区,世田谷区,",総合計画,基準点,1級,59point,東京都助言610919C0147,(株)日測,"61.09.20,62.03.12",
東京都,"港区,品川区,目黒区,",鉄道計画,"基準点,撮影,写測図化","1級,,3000,,500","4point,3.0KM2,0.6KM2",東京都交通局助言611030C0181,(株)中庭測量コンサルタント,"61.11.01,62.02.28",
東京都,"千代田区,中央区,港区,新宿区,文京区,台東区,墨田区,江東区,",鉄道計画,"基準点,撮影,写測図化","1級,,3000,,500","9point,15.9KM2,5.0KM2",東京都交通局助言620123C0259,"(株)中庭測量コンサルタント,第一航業(株)","62.02.02,62.06.30",
東京都,"東大和市,",道路台帳,"基準点,基準点","1級,,2級","11point,38point",東京都東大和市助言611218C0222,大輝測量(株),"61.10.22,62.03.24",611787
東京都,"東村山市,",道路台帳,"基準点,基準点,平板","3級,,4級,,500","402point,1906point,1.4KM2",東京都東村山市助言610714C0081,"国際航業(株),大和測量(株),朝日測量設計(株),(株)中庭測量コンサルタント","61.04.24,61.11.29",
東京都,"葛飾区,",道路台帳,"基準点,基準点,平板","3級,,4級,,500","570point,2280point,1.7KM2",東京都葛飾区助言610404C0003,昭和測量工業(株),"61.04.20,61.12.28",
東京都,"瑞穂町,",道路計画,"基準点,基準点","3級,,4級","16point,50point",相武国道工事事務所助言610813C0115,大輝測量(株),"61.07.08,61.09.30",
東京都,"足立区,",地盤変動調査,水準,1級,110.0km,東京都足立区助言620123C0260,(株)オオバ,"62.02.02,62.03.15",612034
東京都,"中央区,港区,江東区,品川区,大田区,",地盤変動調査,水準,1級,240km,東京都港湾局助言611030C0187,(株)八州,"61.11.01,62.03.31",612045
東京都,"千代田区,中央区,港区,新宿区,文京区,台東区,墨田区,江東区,品川区,目黒区,大田区,世田谷区,渋谷区,中野区,杉並区,豊島区,北区,荒川区,板橋区,練馬区,",地盤変動調査,水準,1級,986.0km,東京都土木技術研究所助言611020C0172,"日本都市整備測量(株),東日本航空(株)","61.10.20,62.03.31",611421
東京都,"練馬区,",道路計画,路線,,1.5km,日本道路公団東京第二建設局練馬工事事務所助言611030C0180,大東測量設計(株),"61.10.30,62.03.31",
東京都,"江戸川区,",道路台帳,平板,500,1.9KM2,東京都江戸川区助言610707C0075,"新栄測量設計(株),(株)大洋測量設計社,(株)瑞穂測量設計事務所,(株)京葉区画整理協会,待野測量設計(株)","61.07.01,62.03.30",
東京都,"練馬区,",工業団地造成計画,平板,250,0.7KM2,東京都練馬区助言610506C0018,練馬測量業協同組合,"61.04.26,62.03.31",
東京都,"青梅市,",道路計画,縦横断,,14.2km,日本道路公団東京第二建設局川越工事事務所助言620108C0239,"(株)八州,アジア航測(株),(株)地計社,原土木設計工事事務所","61.12.20,62.12.31",
東京都,"多摩市,",都市計画,"撮影,写測図化","10000,,2500","20.7KM2,20.7KM2",東京都多摩市助言610714C0077,昭和測量工業(株),"61.05.02,61.10.31",610690
東京都,"新宿区,中野区,杉並区,豊島区,北区,板橋区,練馬区,立川市,武蔵野市,昭島市,小金井市,小平市,東村山市,国分寺市,田無市,保谷市,東大和市,清瀬市,東久留米市,武蔵村山市,",都市計画,"撮影,写測修正","10000,,2500","360.0KM2,360.0KM2",東京都助言610707C0070,(株)八州,"61.07.01,62.03.10",610605
東京都,"練馬区,",市街地再開発調査計画,"撮影,写測図化","4000,,500","0.2KM2,0.2KM2",東京都練馬区助言610618C0046,(株)パスコ,"61.05.13,61.09.04",
東京都,"東久留米市,",総合計画,"撮影,写測図化","4000,,500","13.0KM2,13.0KM2",東京都東久留米市助言610714C0079,(株)パスコ,"61.06.10,62.03.20",610692
東京都,"八丈町,",都市計画,"撮影,写測修正","12500,,2500","116.3KM2,68.3KM2",東京都助言610724C0098,(株)パスコ,"61.07.15,61.12.15",610767
東京都,"三宅村,",道路台帳,"撮影,写測図化","4000,,500","63.8KM2,1.7KM2",東京都三宅村助言610424C0010,アジア航測(株),"61.03.20,62.05.31",610117
東京都,"八王子市,昭島市,",道路計画,"撮影,写測図化","4000,,500","5.6KM2,0.4KM2",相武国道工事事務所助言610714C0086,アジア航測(株),"61.07.10,62.02.28",
東京都,"葛飾区,",河川計画,"撮影,写測図化","12500,,2500","8.4KM2,8.4KM2",埼玉県南部河川改修事務所助言611121C0205,アジア航測(株),"61.10.27,62.02.20",
東京都,"港区,",鉄道計画,"撮影,写測図化","4000,,500","0.6KM2,0.6KM2",東京都港湾局助言620305C0289,アジア航測(株),"62.02.04,62.03.30",
東京都,"新宿区,",道路計画,"撮影,写測図化,水準","4000,,500,,3級","2.7KM2,1.0KM2,2.7km",東京都第一街路整備事務所助言620116C0246,(株)中庭測量コンサルタント,"61.12.26,62.03.20",
東京都,"北区,足立区,",道路計画,"撮影,写測図化","3000,,500","2.3KM2,0.3KM2",東京都第六建設事務所助言611216C0219,三和航測(株),"61.12.01,62.03.02",
東京都,"千代田区,中央区,港区,江東区,品川区,大田区,葛飾区,江戸川区,",埋立地開発,"撮影,写測図化","15000,,5000","210.0KM2,61.0KM2",東京都港湾局助言610908C0137,おおとり航測(株),"61.08.05,62.02.23",611113*
東京都,"府中市,",都市計画,撮影,4000,27.6KM2,東京都府中市助言610918C0141,大輝測量(株),"61.11.01,61.12.27",611131
東京都,"葛飾区,",道路管理,"撮影,写測図化","4000,,500","1.6KM2,0.1KM2",東京都第五建設事務所助言620116C0245,三洋航測(株),"61.12.08,62.03.12",
東京都,"千代田区,中央区,港区,江東区,品川区,大田区,江戸川区,",鉄道計画,"撮影,撮影,写測図化","3000,,20000,,500","25.5KM2,73.8KM2,2.2KM2",日本鉄道建設公団東京支社助言611015C0167,朝日航洋(株),"61.09.22,62.01.21",611308*
東京都,"八王子市,",道路台帳,写測図化,500,27.0KM2,東京都八王子市助言610801C0116,(株)パスコ,"61.07.20,62.03.31",
東京都,"八王子市,町田市,福生市,多摩市,稲城市,秋川市,日の出町,五日市町,檜原村,奥多摩町,",郵便地図調整,"編集,編集","10000,,25000","386.7KM2,155.9KM2",郵政省東京郵政局助言610424C0009,直営,"61.05.01,62.03.31",
神奈川県,"津久井町,",道路台帳,"基準点,基準点,撮影,写測図化","1級フリー,,2級,,4000,,500","27point,36point,37.0KM2,3.2KM2",神奈川県津久井町助言610618C0049,(株)パスコ,"60.10.01,61.12.25",610477
神奈川県,"川崎市,",都市計画,基準点,1級,6point,神奈川県川崎市助言610506C0014,国際航業(株),"61.06.06,61.12.27",
神奈川県,"横浜市,",道路管理,"基準点,基準点,平板,平板","1級,,3級,,500,,1000","6point,60point,0.1KM2,0.1KM2",日本道路公団第三京浜道路管理事務所助言620324C0297,"(株)八州,大成エンジニアリング(株)","62.03.06,62.03.25",
神奈川県,"伊勢原市,",道路台帳,"基準点,基準点,水準","1級,,2級,,3級","11point,47point,8.0km",神奈川県伊勢原市助言610724C0099,アジア航測(株),"61.07.09,62.02.28",
神奈川県,"川崎市,",土地区画整理,"基準点,基準点,平板","2級,,3級,,500","5point,39point,0.5KM2",神奈川県川崎市助言610918C0133,(株)森下測量社,"61.09.10,62.03.10",
神奈川県,"相模原市,",道路台帳,"基準点,基準点,水準,平板","2級,,3級,,3級,,500","11point,238point,71.1km,7.5KM2",神奈川県相模原市助言610506C0012,小橋測量設計(株),"61.05.19,62.03.25",
神奈川県,"逗子市,",道路台帳,"基準点,写測図化","3級,,500","61point,4.4KM2",神奈川県逗子市助言610724C0103,国際航業(株),"61.07.15,62.03.10",
神奈川県,"厚木市,",道路台帳,"基準点,撮影,写測図化","3級,,4000,,500","149point,7.7KM2,5.3KM2",神奈川県厚木市助言610725C0110,アジア航測(株),"61.07.25,62.03.10",
神奈川県,"川崎市,",道路計画,"基準点,基準点,平板","3級,,4級,,500","3point,70point,0.1KM2",神奈川県川崎市助言610627C0061,川崎測量(株),"61.07.01,61.11.20",
神奈川県,"南足柄市,",道路台帳,"基準点,平板","4級,,500","100point,0.1KM2",神奈川県南足柄市助言610707C0074,(株)パスコ,"61.06.25,62.02.28",
神奈川県,"鎌倉市,",道路計画,"基準点,平板","4級,,500","1820point,0.6KM2",神奈川県鎌倉市助言610918C0138,"大東開発(株),昭和測量設計(株)","61.08.14,62.03.20",
神奈川県,"川崎市,",地盤変動調査,水準,1級,280.0km,神奈川県川崎市助言610927C0148,(株)八州,"61.10.01,62.03.31",611203
神奈川県,"海老名市,",地盤変動調査,水準,1級,66.0km,神奈川県海老名市助言610828C0132,(株)パスコ,"61.10.01,62.01.31",611015
神奈川県,"茅ケ崎市,",地盤変動調査,水準,1級,60.0km,神奈川県茅ケ崎市助言611112C0192,(株)パスコ,"61.11.01,62.03.15",611569
神奈川県,"横浜市,",地盤変動調査,水準,1級,600.0km,神奈川県横浜市助言611121C0204,(株)パスコ,"61.11.17,62.03.25",611598
神奈川県,"鎌倉市,",地盤変動調査,水準,1級,8.1km,神奈川県鎌倉市助言611121C0207,(株)パスコ,"61.11.25,62.03.31",611601
神奈川県,"綾瀬市,",下水道計画,水準,1級,36.0km,神奈川県綾瀬市助言610725C0109,三枝測量設計(株),"61.08.01,62.01.30",
神奈川県,"寒川町,",地盤変動調査,水準,1級,22.0km,神奈川県寒川町助言611016C0169,三枝測量設計(株),"61.11.01,62.03.20",611326
神奈川県,"藤沢市,",地盤変動調査,水準,1級,61.0km,神奈川県藤沢市助言611030C0178,三枝測量設計(株),"61.11.01,62.03.31",611491
神奈川県,"厚木市,",地盤変動調査,水準,1級,38.0km,神奈川県厚木市助言610930C0149,興亜測量(有),"61.11.01,62.03.31",611218
神奈川県,"平塚市,",地盤変動調査,水準,1級,127.2km,神奈川県平塚市助言611112C0194,(有)中央測量,"61.11.01,62.03.25",611571
神奈川県,"横浜市,",道路台帳,平板,500,5.2KM2,神奈川県横浜市助言610828C0127,"国際航業(株),(株)パスコ,第一航業(株),富士測量設計(株),(株)地計社,門倉測量(株)","61.08.01,62.02.28",
神奈川県,"川崎市,",道路台帳,平板・修正,500,142.6KM2,神奈川県川崎市助言611105C0188,"(有)三浦建設測量社,(株)澤山","61.10.27,62.03.02",
神奈川県,"山北町,",都市計画,"撮影,写測図化,写測修正","12500,,2500,,2500","21.5KM2,14.0KM2,7.5KM2",神奈川県山北町助言610627C0059,国際航業(株),"61.05.01,61.09.30",610583
