都道府県名,測量地域,測量目的,測量種別,等級・縮尺,事業量,計画機関,作業機関,実施時期,附図番号
岩手県,"山田町,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","25.0KM2,264.0KM2,2.6KM2,5.4KM2",岩手県山田町,(株)写測590521B0283,"59.05.16,60.10.31",590118
岩手県,"陸前高田市,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","20.0KM2,85.5KM2,9.4KM2,11.4KM2",岩手県陸前高田市,(株)写測590625B0375,"59.06.18,61.03.31",590493
岩手県,"川崎村,",道路台帳,撮影,8000,42.5KM2,岩手県川崎村,(株)パスコ590521B0292,"59.05.21,60.01.31",590119
岩手県,"盛岡市,",道路台帳,"撮影,写測図化","4000,,500","26.0KM2,10.7KM2",岩手県盛岡市,(株)パスコ590713B0464,"59.07.10,60.03.15",590510
岩手県,"葛巻町,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","70.3KM2,164.7KM2,3.0KM2,6.8KM2",岩手県葛巻町,(株)パスコ590706B0466,"59.07.10,60.10.30",590511
岩手県,"久慈市,",道路台帳,"撮影,写測図化","8000,,1000","300.0KM2,33.2KM2",岩手県久慈市,(株)パスコ591201B0612,"59.11.30,60.11.30",591281
岩手県,"住田町,",道路台帳,"撮影,写測図化","8000,,1000","218.3KM2,9.7KM2",岩手県住田町,アジア航測(株)591026B0578,"59.10.24,61.02.28",591065
岩手県,"普代村,",道路台帳,"撮影,写測図化,写測図化","4000,,1000,,500","104.0KM2,4.5KM2,2.8KM2",岩手県普代村,アジア航測(株)591026B0583,"59.10.27,60.12.25",591070
岩手県,"沢内村,和賀町,湯田町,",農地開発,"撮影,写測図化","20000,,5000","424.2KM2,9.6KM2",東北農政局北上地域総合開発調査事務所,アジア航測(株)591225B0631,"59.12.22,60.01.25",591418
岩手県,"盛岡市,葛巻町,岩手町,西根町,滝沢村,松尾村,玉山村,岩泉町,山形村,",森林計画,撮影,16000,1550.0KM2,岩手県,中庭測量(株)590613B0347,"59.05.25,59.07.30",590120
岩手県,"前沢町,",道路台帳,"撮影,写測図化","8000,,1000","72.7KM2,18.8KM2",岩手県前沢町,第一航業(株)590507B0203,"59.04.25,60.12.20",590117
岩手県,"千厩町,",管内図作成,"撮影,写測修正","20000,,10000","142.2KM2,89.8KM2",岩手県千厩町,第一航業(株)591102B0589,"59.10.29,60.02.28",591116
岩手県,"矢巾町,",道路台帳,"撮影,写測図化","8000,,1000","67.8KM2,30.9KM2",岩手県矢巾町,(社)岩手県土木技術センター600131B0014,"60.01.31,62.03.25",591555
岩手県,"大東町,",道路台帳,"撮影,写測図化","8000,,1000","485.2KM2,34.2KM2",岩手県大東町,朝日航洋(株)591019B0574,"59.10.15,61.01.31",591010
岩手県,"安代町,",道路台帳,"撮影,写測図化","8000,,1000","275.1KM2,10.0KM2",岩手県安代町,朝日航洋(株)590914B0547,"59.09.07,61.03.31",590780
岩手県,"大槌町,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","9.3KM2,139.2KM2,2.0KM2,8.4KM2",岩手県大槌町,朝日航洋(株)591015B0565,"59.10.03,61.08.31",590982
岩手県,"東山町,",道路台帳,"撮影,写測図化","8000,,1000","160.2KM2,17.8KM2",岩手県東山町,朝日航洋(株)591015B0567,"59.10.09,61.06.30",590984
岩手県,"野田村,",道路台帳,"撮影,写測図化","8000,,1000","172.0KM2,6.0KM2",岩手県野田村,朝日航洋(株)591015B0568,"59.10.09,60.10.31",590985
岩手県,"三陸町,",道路台帳,"撮影,写測図化","8000,,1000","114.9KM2,10.0KM2",岩手県三陸町,朝日航洋(株)590921B0549,"59.09.13,60.03.31",591050
岩手県,"大野村,",道路台帳,"撮影,撮影,写測図化,写測図化","8000,,4000,,1000,,500","278.1KM2,7.3KM2,34.2KM2,1.0KM2",岩手県大野村,朝日航洋(株)591109B0595,"59.10.29,60.12.20",591136
岩手県,"花巻市,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","23.0KM2,393.0KM2,2.2KM2,52.3KM2",岩手県花巻市,朝日航洋(株)591116B0603,"59.11.12,61.12.20",591185
岩手県,"北上市,湯田町,和賀町,",道路計画,"空三,写測図化",",,1000","61M,6.1KM2",日本道路公団仙台建設局横手工事事務所,"(株)パスコ,アジア航測(株)590921B0554","59.09.25,59.12.22",
岩手県,"胆沢町,",ダム計画,写測図化,2500,14.1KM2,新石淵ダム調査事務所,国際航業(株)590713B0487,"59.07.13,59.09.30",590600
岩手県,"新里村,岩泉町,",道路計画,写測図化,1000,1.7KM2,三陸国道工事事務所,国際航業(株)600208B0019,"60.01.29,60.03.20",
岩手県,"一戸町,",水路計画,写測図化,1000,2.0KM2,農林水産省東北農政局,(株)八州600219B0021,"60.02.16,60.03.31",
岩手県,"藤沢町,",道路台帳,写測図化,1000,24.7KM2,岩手県藤沢町,(株)写測590710B0441,"59.07.07,60.11.30",
岩手県,"一戸町,",ほ場整備,写測図化,1000,5.0KM2,岩手県一戸町,(株)パスコ590921B0548,"59.08.04,59.10.31",
岩手県,"水沢市,",道路計画,写測図化,1000,3.1KM2,岩手工事事務所,アジア航測(株)590817B0519,"59.07.25,59.10.31",
岩手県,"水沢市,",道路台帳,写測図化,1000,5.8KM2,岩手県水沢市,アジア航測(株)600225B0022,"60.02.22,61.02.10",
岩手県,"平泉町,",農村総合モデル事業計画図作成,"写測図化,写測修正,編集,編集","2500,,2500,,5000,,10000","24.5KM2,39.2KM2,63.7KM2,63.7KM2",岩手県平泉町,第一航業(株)591019B0576,"59.10.09,59.11.30",591012
岩手県,"江刺市,住田町,",道路計画,"写測図化,写測図化","1000,,2500","0.4KM2,3.8KM2",北上川ダム統合管理事務所,朝日航洋(株)590914B0544,"59.08.31,59.11.20",
岩手県,"盛岡市,二戸市,岩手町,滝沢村,玉山村,",鉄道計画,写測図化,500,1.8KM2,日本国有鉄道盛岡工事局,朝日航洋(株)591220B0626,"59.12.03,60.03.20",
岩手県,"山田町,",都市計画,"写測修正,写測図化","2500,,2500","18.5KM2,5.7KM2",岩手県山田町,(株)写測600123B0010,"60.01.28,60.03.31",591535
岩手県,"岩手県,",郵便地図調整,編集,25000,5000.0KM2,郵政省東北郵政局,直営590514B0260,"59.05.21,59.10.24",
宮城県,"七ケ宿町,",境界測量,"基準点,基準点","1級,,3級","2point,4point",宮城県七ケ宿町,国際航業(株)590921B0553,"59.09.11,59.09.30",
宮城県,"仙台市,",土地区画整理,"基準点,平板","1級,,500","7point,3.0KM2",宮城県仙台市,(株)パスコ590724B0492,"59.07.25,60.03.10",
宮城県,"塩竈市,",道路台帳,"基準点,平板","1級,,500","4point,0.1KM2",宮城県塩釜市,(株)富士測量590514B0259,"59.05.08,59.06.30",
宮城県,"富谷町,",道路台帳,"基準点,平板","1級,,500","20point,1.7KM2",宮城県富谷町,(株)富士測量590626B0380,"59.06.11,59.10.31",
宮城県,"仙台市,",道路台帳,"基準点,水準,平板","1級,,1級,,500","7point,68.7km,1.0KM2",宮城県仙台市,"米倉測量(株),(株)氏家測量事務所590405B0161","59.04.06,59.05.30",
宮城県,"大郷町,",道路台帳,"基準点,平板","1級,,500","23point,0.6KM2",宮城県大郷町,東北パシフィック測量調査(株)590626B0379,"59.06.20,59.12.10",590513
宮城県,"河南町,",土地区画整理,"基準点,平板","1級,,500","4point,0.5KM2",宮城県河南町,朝日航洋(株)600117B0007,"60.01.07,60.03.31",
宮城県,"大和町,",土地区画整理,"基準点,平板","2級,,500","7point,0.3KM2",宮城県大和町,(株)パスコ590905B0534,"59.08.20,60.03.10",
宮城県,"大和町,",土地区画整理,"基準点,平板","2級,,500","6point,0.6KM2",宮城県大和町,国際コンサルタント(株)590831B0527,"59.09.01,59.12.20",
宮城県,"仙台市,",土地区画整理,"基準点,水準,平板","3級,,3級,,500","10point,1.5km,0.6KM2",宮城県仙台市,(株)パスコ591217B0622,"59.12.12,60.02.28",
宮城県,"河北町,",道路台帳,"基準点,平板","3級,,500","40point,0.8KM2",宮城県河北町,岩倉測量設計(株)600123B0008,"59.11.24,61.12.20",591533
宮城県,"栗駒町,",道路台帳,"基準点,平板","3級,,500","73point,0.6KM2",宮城県栗駒町,岩倉測量設計(株)600123B0009,"59.11.19,61.10.31",591534
宮城県,"泉市,",道路台帳,"基準点,水準,平板","3級,,3級,,500","26point,4point,3.7KM2",宮城県泉市,"富士測量(株),佐野測量設計(株)590914B0541","59.10.01,62.03.31",590774
宮城県,"牡鹿町,",道路台帳,"基準点,平板","3級,,500","10point,1.5KM2",宮城県牡鹿町,富士測量(株)591220B0628,"59.12.13,60.03.20",
宮城県,"気仙沼市,",地盤変動調査,水準,1級,15.5km,宮城県気仙沼市,東日本航空(株)591102B0590,"59.11.01,59.11.30",591117
宮城県,"石巻市,",地盤変動調査,水準,1級,4point,宮城県石巻市,東日本航空(株)591109B0594,"59.11.05,60.01.31",591135
宮城県,"仙台市,",地盤変動調査,水準,1級,16.2km,宮城県仙台市,昭和測量工業(株)600205B0016,"60.02.10,60.02.28",591581
宮城県,"仙台市,塩竈市,名取市,多賀城市,岩沼市,宮城町,",地盤変動調査,水準,1級,194.6km,宮城県,(株)オオバ590817B0517,"59.08.10,60.03.31",590749
宮城県,"古川市,",地盤変動調査,水準,1級,20.1km,宮城県古川市,(株)協同測量社591121B0611,"59.12.01,59.12.20",591227
宮城県,"仙台市,",地盤変動調査,水準,1級,19.0km,宮城県仙台市,本州測量設計(株)591201B0613,"59.12.01,59.12.31",591282
宮城県,"豊里町,",道路台帳,"撮影,撮影,撮影,写測図化,写測図化,写測図化","4000,,8000,,25000,,500,,1000,,5000","30.8KM2,75.8KM2,79.3KM2,1.1KM2,8.9KM2,11.8KM2",宮城県豊里町,東日本航空(株)591015B0571,"59.10.15,61.01.20",590988
宮城県,"若柳町,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","20.3KM2,147.6KM2,0.4KM2,8.2KM2",宮城県若柳町,東日本航空(株)591030B0585,"59.10.23,60.03.25",591091
宮城県,"南方町,",道路台帳,"撮影,写測図化","8000,,1000","47.5KM2,10.4KM2",宮城県南方町,国際航業(株)590613B0324,"59.06.10,60.02.28",590107
宮城県,"東和町,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","6.0KM2,174.0KM2,1.7KM2,10.6KM2",宮城県東和町,国際航業(株)590710B0423,"59.06.30,60.12.25",590517
宮城県,"岩沼市,柴田町,角田市,丸森町,",河川管理,"撮影,写測図化","12500,,2500","170.6KM2,11.8KM2",仙台工事事務所,国際航業(株)600117B0006,"60.01.10,60.03.15",591492
宮城県,"本吉町,",道路台帳,"撮影,写測図化","8000,,1000","106.8KM2,22.0KM2",宮城県本吉町,(株)写測590521B0287,"59.05.21,61.03.15",590106
宮城県,"仙台市,",河川計画,"撮影,写測図化","4000,,500","1.2KM2,0.5KM2",仙台工事事務所,(株)パスコ590801B0510,"59.07.25,59.10.11",
宮城県,"宮城町,",都市計画,"撮影,写測図化","12500,,2500","33.0KM2,13.0KM2",宮城県宮城町,(株)パスコ590713B0465,"59.07.09,59.10.31",590518
宮城県,"河南町,",道路台帳,"撮影,写測図化","8000,,1000","64.0KM2,17.5KM2",宮城県河南町,(株)パスコ590801B0511,"59.07.31,60.11.30",590521
宮城県,"栗駒町,",農地開発,"撮影,写測図化","8000,,1000","6.0KM2,1.7KM2",宮城県栗駒町,(株)パスコ591109B0597,"59.11.12,60.02.10",591138
宮城県,"塩竈市,多賀城市,七ケ浜町,利府町,",都市計画,"撮影,写測図化,写測修正,編集,編集","12500,,2500,,2500,,20000,,10000","96.3KM2,93.4KM2,2.9KM2,96.3KM2,96.3KM2",宮城県塩釜市,(株)パスコ591121B0610,"59.10.25,60.02.28",591226
宮城県,"若柳町,",ほ場整備,"撮影,写測図化","8000,,1000","12.6KM2,5.7KM2",宮城県若柳町,(株)パスコ591205B0614,"59.11.30,60.03.15",591291
宮城県,"村田町,",道路台帳,"撮影,撮影,撮影,写測図化,写測図化,写測図化","4000,,8000,,25000,,500,,1000,,2500","8.0KM2,122.0KM2,210.0KM2,1.3KM2,10.2KM2,52.0KM2",宮城県村田町,(株)パスコ591217B0621,"59.12.14,61.04.20",591345
宮城県,"仙台市,",固定資産税の評価に資する。他,撮影,4000,238.0KM2,宮城県仙台市,(株)パスコ591225B0632,"59.12.24,60.02.28",591419
宮城県,"気仙沼市,",道路台帳,"撮影,写測図化","4000,,500","123.0KM2,17.6KM2",宮城県気仙沼市,"(株)パスコ,アジア航測(株)600111B0001","59.12.27,61.09.30",591474
宮城県,"鳴子町,",地滑り対策計画,"撮影,写測図化","8000,,1000","27.2KM2,2.1KM2",鳴子ダム管理所,(株)パスコ600117B0004,"60.01.09,60.03.20",591490
宮城県,"七ケ宿町,",道路台帳,"撮影,撮影,写測図化","4000,,8000,,1000","3.4KM2,84.6KM2,2.3KM2",宮城県七ケ宿町,アジア航測(株)590507B0213,"59.05.07,60.02.27",590103
宮城県,"仙台市,",道路計画,"撮影,写測図化","4000,,500","17.9KM2,2.1KM2",宮城県仙台市,アジア航測(株)590905B0530,"59.08.31,59.12.15",
宮城県,"仙台市,古川市,角田市,泉市,七ケ宿町,大和町,女川町,牡鹿町,",道路台帳,"撮影,写測図化","4000,,500","111.0KM2,5.0KM2",宮城県,アジア航測(株)590817B0524,"59.08.10,60.03.25",
宮城県,"中新田町,",ほ場整備,"撮影,写測図化","8000,,1000","25.3KM2,13.0KM2",宮城県中新田町,アジア航測(株)591220B0629,"59.12.21,60.03.19",591374
宮城県,"泉市,川崎町,秋保町,宮城町,大和町,小野田町,色麻町,",森林計画,撮影,16000,687.0KM2,宮城県,東北測量(株)590507B0219,"59.04.27,59.10.31",590104
宮城県,"女川町,",架橋計画,"撮影,写測図化","8000,,1000","15.0KM2,3.3KM2",宮城県女川町,パシフィックコンサルタンツ(株)591109B0592,"59.10.28,60.02.28",591133
宮城県,"中田町,",道路台帳,"撮影,写測図化","8000,,1000","12.2KM2,6.7KM2",宮城県中田町,セントラル航業(株)591015B0564,"59.10.08,60.01.20",590981
宮城県,"鳴子町,",ほ場整備,"撮影,写測図化","8000,,1000","8.1KM2,1.4KM2",宮城県鳴子町,セントラル航業(株)591116B0604,"59.11.16,60.03.25",591186
宮城県,"宮崎町,鳴子町,",ダム計画,"空三,写測図化",",,5000","11M,8.0KM2",東北農政局北上地域総合開発調査事務所,朝日航洋(株)591102B0588,"59.10.25,59.12.10",591115
宮城県,"亘理町,",道路計画,写測図化,1000,1.8KM2,仙台工事事務所,(株)パスコ590710B0422,"59.06.11,59.08.20",
宮城県,"登米町,",道路台帳,"写測図化,写測図化","500,,1000","1.0KM2,3.7KM2",宮城県登米町,(株)パスコ590724B0498,"59.07.13,60.03.25",
宮城県,"仙台市,",上水道計画,写測図化,500,0.8KM2,宮城県仙台市,(株)パスコ590831B0529,"59.08.27,59.11.30",
宮城県,"松島町,矢本町,",鉄道計画,写測図化,2500,1.5KM2,日本国有鉄道盛岡工事局仙台工事事務所,(株)パスコ591220B0627,"59.12.04,60.01.08",
宮城県,"仙台市,",土地区画整理,写測図化,1000,0.7KM2,宮城県仙台市,(株)パスコ600308B0026,"60.02.28,60.03.25",
宮城県,"松島町,矢本町,",道路計画,"写測図化,写測図化","1000,,2500","1.0KM2,3.0KM2",仙台工事事務所,朝日航洋(株)591225B0630,"59.11.01,60.02.20",
宮城県,"宮城県,",郵便地図調整,編集,25000,5000.0KM2,郵政省東北郵政局,直営590514B0260,"59.05.21,59.10.24",
秋田県,"南外村,",道路台帳,"基準点,平板","3級,,1000","43point,6.9KM2",秋田県南外村,"東邦技術(株),その他590405B0152","59.03.23,60.10.31",
秋田県,"協和町,",道路計画,"基準点,水準","1級,,1級","3point,0.2km",日本道路公団仙台建設局秋田工事事務所,東邦技術(株)590613B0336,"59.06.11,59.08.31",
秋田県,"雄勝町,",道路台帳,"基準点,平板","2級,,500","43point,7.7KM2",秋田県雄勝町,秋田県測量設計事業共同組合590921B0551,"59.09.25,60.11.30",591052
秋田県,"秋田市,",道路計画,"基準点,水準","3級,,3級","3point,2point",日本道路公団仙台建設局秋田工事事務所,仙台道路エンジニア(株)590914B0546,"59.09.14,59.12.22",
秋田県,"仙南村,",道路台帳,"撮影,写測図化","8000,,1000","90.2KM2,16.2KM2",秋田県仙南村,国際航業(株)590514B0251,"59.05.14,61.02.28",590122
秋田県,"飯田川町,",道路台帳,"撮影,写測図化","4000,,500","24.0KM2,2.4KM2",秋田県飯田川町,国際航業(株)590713B0490,"59.07.16,60.02.28",590528
秋田県,"森吉町,",道路台帳,"撮影,写測図化","8000,,1000","188.0KM2,7.2KM2",秋田県森吉町,国際航業(株)590725B0502,"59.07.23,60.02.28",590531
秋田県,"本荘市,雄和町,東由利町,大内町,神岡町,西仙北町,角館町,中仙町,協和町,南外村,大森町,",森林計画,撮影,20000,1057.0KM2,秋田県,(株)八州590625B0360,"59.06.11,59.09.30",590523
秋田県,"秋田市,",都市計画,"撮影,写測図化","3000,,500","12.1KM2,4.0KM2",地域振興整備公団秋田都市開発事務所,"(株)八州,伊藤測量調査事務所590710B0442","59.07.02,59.11.30",590598
