都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,付図番号
北海道,"音更町,",道路計画,基準点,2級,7point,帯広開発建設部助言021031A0511,新栄測量(株),"02.09.15,02.12.13",
北海道,"雄武町,",道道雄武興部線雄武道路測量設計,基準点,2級,4point,網走開発建設部助言020725A0298,平田技術コンサルタント(株),"02.06.28,02.10.15",
北海道,"北見市,訓子府町,",常盤地区第一号幹線道路設計,"基準点,基準点","2級,,3級","4point,7point",網走開発建設部北見農業事務所助言021201A0595,平田技術コンサルタント(株),"02.11.01,03.02.18",
北海道,"小樽市,",一般国道5号線銭函用地測量,"基準点,基準点","2級,,3級","2point,2point",小樽開発建設部助言020913A0421,北成測量コンサルタント(株),"02.09.12,02.10.25",
北海道,"雄武町,",道路計画,"基準点,基準点","2級,,3級","2point,6point",網走開発建設部助言020801A0321,サン測量設計(有),"02.08.01,02.09.30",
北海道,"江別市,",土地区画整理,"基準点,水準","2級,,3級","4point,4.0km",広島町虹が丘土地区画整理組合設立準備委員会助言030105A0610,(社)道農都市開発協会,"03.01.07,03.03.30",
北海道,"江別市,",土地区画整理,"基準点,水準","2級,,3級","8point,5.0km",江別市豊幌中央土地区画整理組合設立準備委員助言030105A0611,(社)道農都市開発協会,"03.01.07,03.03.30",
北海道,"江別市,",土地区画整理,"基準点,水準","2級,,3級","6point,6.0km",江別市東江別土地区画整理組合設立準備委員会助言030105A0612,(社)道農都市開発協会,"03.01.07,03.03.30",
北海道,"江別市,",土地区画整理,"基準点,水準","2級,,3級","4point,9.0km",江別市野幌東土地区画整理組合設立準備委員会助言030105A0613,(社)道農都市開発協会,"03.01.07,03.03.30",
北海道,"新十津川町,",学園通改良工事の用地測量,"基準点,基準点","2級,,3級","1point,2point",北海道札幌土木現業所助言020831A0389,植田測量(株),"02.08.13,02.11.14",
北海道,"網走市,",畑地総合バイロット斜網西部地区,基準点,2級,4point,網走開発建設部助言021221A0605,朝日航洋(株),"02.12.17,03.02.25",
北海道,"中標津町,",総合計画(ふるさと創生事業),基準点,2級,5point,北海道中標津町助言020524A0088,直営,"02.06.25,02.07.24",
北海道,"北見市,",土地区画整理,基準点,3級,0.1KM2,北見市北光第一土地区画整理組合助言020426A0012,(株)ズコーシャ,"02.08.01,02.11.30",
北海道,"北見市,",土地区画整理,基準点,3級,0.1KM2,北見市北光第二土地区画整理組合助言020426A0013,(株)ズコーシャ,"02.08.01,02.11.30",
北海道,"北見市,",土地区画整理,基準点,3級,0.1KM2,北見市北光第三土地区画整理組合助言020426A0014,(株)ズコーシャ,"02.08.01,02.11.30",
北海道,"深川市,",オキリカッブの沢川砂防工事,基準点,3級,3point,北海道札幌土木現業所助言020607A0142,(株)ズコーシャ,"02.05.28,02.09.28",
北海道,"札幌市,",砂防工事のための地形調査,基準点,3級,2point,北海道札幌土木現業所助言021113A0571,シン航空写真(株),"02.11.05,02.12.10",
北海道,"標津町,",道路計画,基準点,3級,13point,釧路開発建設部助言020531A0108,北海道開発コンサルタント(株),"02.06.01,02.09.30",
北海道,"札幌市,",土地区画整理,基準点,3級,19point,北海道札幌市助言020511A0040,(株)小岩測量,"02.06.01,02.11.30",
北海道,"北見市,",北見地区本沢系統用水路設計,基準点,3級,12point,網走開発建設部北見農業事務所助言021031A0512,(株)三祐コンサルタンツ,"02.08.09,02.12.06",
北海道,"清水町,",御影地区第52号道路設計等業務,基準点,3級,5point,帯広開発建設部帯広農業事務所助言020607A0130,北海航測(株),"02.05.13,02.08.31",
北海道,"黒松内町,",国有地(開拓財産)境界確定測量,"基準点,基準点","3級,,4級","7point,73point",北海道後志支庁助言020726A0306,"北海航測(株),(株)矢本測量","02.08.01,02.10.31",
北海道,"砂川市,赤平市,",灌漑排水事業(空知中央地区),基準点,3級,9.6km,札幌開発建設部岩見沢農業事務所助言020906A0402,北海航測(株),"02.08.17,02.11.20",
北海道,"南幌町,",道路改築のための道路計画図作成,基準点,3級,7point,北海道札幌土木現業所助言021113A0569,北海航測(株),"02.10.22,03.01.30",
北海道,"美唄市,",道道美唄炭山線未処理用地調査,基準点,3級,5point,北海道札幌土木現業所助言020717A0282,新和測量(株),"02.06.15,02.11.05",
北海道,"小樽市,",赤岩沢川砂防工事の内地形調査,基準点,3級,3point,北海道札幌土木現業所助言020704A0227,和光技研(株),"02.05.29,02.08.30",
北海道,"札幌市,",豊平川河川区域測量,基準点,3級,7point,北海道札幌土木現業所助言020831A0381,和光技研(株),"02.07.23,02.10.23",
北海道,"沼田町,",ボンボンニタシベツ川砂防工事,基準点,3級,6point,北海道札幌土木現業所助言020913A0417,和光技研(株),"02.08.13,02.11.30",
北海道,"妹背牛町,",増毛稲田線特改1種工事用地測量,基準点,3級,2point,北海道札幌土木現業所助言021018A0498,(株)光洋測量,"02.09.03,02.10.25",
北海道,"奈井江町,",道路区域設定用地測量,基準点,3級,4point,北海道札幌土木現業所助言021031A0518,北海道測量(株),"02.10.23,02.11.20",
北海道,"浜益村,",浜益川改修新田川工区用地測量,基準点,3級,3point,北海道札幌土木現業所助言020717A0281,(株)中田測量,"02.07.19,02.09.28",
北海道,"雨竜町,",署寒別雨竜線局部改良工事,基準点,3級,3point,北海道札幌土木現業所助言020725A0304,沼田測量設計(株),"02.07.23,02.08.10",
北海道,"新十津川町,",道道滝川浜益線区域測量,基準点,3級,9point,北海道札幌土木現業所助言021031A0517,沼田測量設計(株),"02.09.25,02.12.12",
北海道,"喜茂別町,",230号喜茂別町中山峠用地測量,"基準点,基準点","3級,,4級","5point,7point",小樽開発建設部助言020725A0302,北海道測量事業協同組合,"02.07.23,02.11.25",
北海道,"仁木町,",国道5号砥川交差点改良用地測量,基準点,3級,2point,小樽開発建設部助言020801A0317,北海道測量事業協同組合,"02.08.01,02.09.20",
北海道,"寿都町,",寿都町六条歩道造成用地測量,基準点,3級,2point,小樽開発建設部助言020806A0338,北海道測量事業協同組合,"02.08.03,02.09.20",
北海道,"泊村,",国道229臼別歩道造成用地測量,基準点,3級,5point,小樽開発建設部助言021105A0545,北海道測量事業協同組合,"02.11.02,03.01.30",
北海道,"佐呂間町,",道路計画,基準点,3級,6point,網走開発建設部助言030124A0615,"北海道測量事業協同組合,(株)ドボク管理","03.01.24,03.02.22",
北海道,"美唄市,",美唄炭山線落合地内局改工事,基準点,3級,4point,北海道札幌土木現業所助言020713A0273,(有)森工務所,"02.07.20,02.08.31",
北海道,"赤平市,",369右岸通改良工事用地測量,基準点,3級,2point,北海道札幌土木現業所助言021113A0570,(有)森工務所,"02.11.20,03.01.20",
北海道,"白糠町,",道路計画,基準点,3級,9point,釧路開発建設部助言020531A0101,(株)アサヒ建設コンサルタント,"02.06.01,02.09.30",
北海道,"奈井江町,",奈井江川小規模改修工事用地測量,基準点,3級,4point,北海道札幌土木現業所助言020831A0387,臥牛測量(株),"02.09.01,02.11.10",
北海道,"夕張市,",夕張川道単改修工事用地測量,基準点,3級,3point,北海道札幌土木現業所助言020806A0339,中央土木開発(株),"02.06.29,02.11.22",
北海道,"岩見沢市,",道路改築の道路計画図作成,基準点,3級,3point,北海道札幌土木現業所助言020704A0222,ロイヤル測量設計(株),"02.07.05,02.07.20",
北海道,"南幌町,",江別長沼線交通施設工事,基準点,3級,2point,北海道札幌土木現業所助言020713A0271,北海測量設計(株),"02.07.16,02.09.10",
北海道,"美唄市,",道路改築の道路計画図作成,基準点,3級,4point,北海道札幌土木現業所助言020906A0403,(株)アリヤス設計コンサルタント,"02.09.07,02.10.15",
北海道,"夕張市,",ホルカクルキ川改修工事用地測量,基準点,3級,3point,北海道札幌土木現業所助言020813A0361,(有)栄光測量設計社,"02.06.29,02.11.22",
北海道,"札幌市,",地図整備事業,"基準点,平板","3級,,500","134point,2.8KM2",北海道札幌市助言020613A0163,"(有)山本調査設計事務所,(株)武田測量設計事務所,(有)北開測量,日進測量(株),大東測地(株),新和技建(株)","02.06.04,03.02.03",
北海道,"厚田村,",高岡シップ地区ダム付替村道設計,基準点,3級,5point,札幌開発建設部助言021207A0600,(株)ドボク管理,"02.09.29,03.02.05",
北海道,"南幌町,",栗沢・南幌線三重橋架換工事測量,基準点,3級,7point,北海道札幌土木現業所助言020710A0243,北海道パブリックコンサルタント(株),"02.07.07,02.07.31",
北海道,"蘭越町,",道路改築の道路計画図作成,"基準点,水準","3級,,3級","4point,2point",北海道小樽土木現業所助言020905A0392,北海道パブリックコンサルタント(株),"02.09.03,02.11.30",
北海道,"三笠市,",道路改築の道路計画図作成,基準点,3級,2point,北海道札幌土木現業所助言020925A0446,北海道パブリックコンサルタント(株),"02.09.25,02.12.25",
北海道,"三笠市,",道路局部改良工事,"基準点,水準","3級,,3級","6point,5point",北海道札幌土木現業所助言020813A0362,北海道道路エンジニアリング(株),"02.08.21,02.08.30",
北海道,"豊頃町,",開拓財産幌岡地区用地測量,基準点,3級,11point,北海道十勝支庁助言020809A0358,東邦コンサルタント(株),"02.08.28,02.11.01",
北海道,"美唄市,",道路改築のための道路計画図作成,基準点,3級,2point,北海道札幌土木現業所助言020925A0448,(株)伊藤建設コンサルタント,"02.09.25,02.12.25",
北海道,"三笠市,",道路改築のための道路計画図作成,基準点,3級,20point,北海道札幌土木現業所助言020925A0449,(株)伊藤建設コンサルタント,"02.09.25,02.12.25",
北海道,"深川市,",境川道単改修工事の用地測量,基準点,3級,2point,北海道札幌土木現業所助言020704A0223,(株)グリーン土木開発,"02.06.29,02.10.15",
北海道,"北村,",月形峰延線歩道設置工事用地測量,基準点,3級,6point,北海道札幌土木現業所助言020919A0443,開成測量(株),"02.09.10,02.12.15",
北海道,"留萌市,",美葉牛川局部改良工事用地測量,基準点,3級,4point,北海道札幌土木現業所助言021031A0516,開成測量(株),"02.10.22,02.12.05",
北海道,"栗山町,",道路改築実測・設計(歩道造成),基準点,3級,2point,北海道札幌土木現業所助言020831A0388,(株)帝国設計事務所,"02.09.03,02.09.15",
北海道,"芦別市,",旭川芦別線交通施設工事用地測量,基準点,3級,2point,北海道札幌土木現業所助言020831A0380,北成測量コンサルタント(株),"02.08.29,02.10.04",
北海道,"広島町,",開発予定地の確定,"基準点,水準","3級,,3級","17point,6.2km",北海道広島町助言020604A0122,東和コンサルタント(株),"02.06.10,02.11.17",
北海道,"石狩町,",土地区画整理,基準点,3級,10point,石狩町花川南土地区画整理組合助言020426A0010,(有)西岡測量設計事務所,"02.04.24,02.07.31",
北海道,"赤平市,",道路改良のための用地平面図作成,基準点,3級,1point,北海道札幌土木現業所助言020712A0256,前田測量(株),"02.07.09,02.09.05",
北海道,"岩見沢市,",志文川局部改良工事用地測量,基準点,3級,2point,北海道札幌土木現業所助言020831A0379,(有)萩沢測量設計,"02.08.13,02.10.25",
北海道,"南幌町,",開拓財産特別事業夕張太地区用確,基準点,3級,0.1km,北海道空知支庁助言020913A0413,(有)本山測量事務所,"02.08.30,02.09.21",
北海道,"北竜町,",開拓財産小豆沢地区用地測量,基準点,3級,3.5km,北海道空知支庁助言020913A0416,(株)矢本測量,"02.09.06,02.10.04",
北海道,"岩見沢市,",岩見沢・月形線交通施設用地測量,基準点,3級,2point,北海道札幌土木現業所助言020927A0460,明成コンサルタント(株),"02.09.26,02.10.11",
北海道,"秩父別町,",沼田妹背牛線区域測量,基準点,3級,4point,北海道札幌土木現業所助言021017A0484,植田測量(株),"02.10.15,02.11.20",
北海道,"留寿都村,洞爺村,",灌漑排水事業大原地区基準点測量,基準点,3級,2point,室蘭開発建設部助言030212A0617,北海道農士コンサルタント(株),"02.09.05,03.02.28",
北海道,"雨竜町,",道路計画,基準点,3級,8point,北海道札幌土木現業所助言021031A0529,ダイシン設計(株),"02.10.01,02.12.20",
北海道,"新十津川町,",歩道造成工事の道路計画図作成,基準点,3級,5point,北海道札幌土木現業所助言020717A0286,北海道キング設計(株),"02.07.16,02.08.30",
北海道,"北見市,",土地区画整理,基準点,3級,10point,北海道北見市助言020426A0011,(株)山腰測量設計事務所,"02.04.20,02.07.31",
北海道,"美唄市,",美唄駅周辺土地区画整理事業,基準点,3級,4point,北海道美唄市助言021122A0593,(株)空知測量,"02.11.22,03.03.31",
北海道,"深川市,",多度志一己線特改1種工事,基準点,3級,4point,北海道札幌土木現業所助言020726A0312,三和測量(株),"02.07.26,02.08.31",
北海道,"深川市,",豊里深川線交通施設工事用地測量,基準点,3級,1point,北海道札幌土木現業所助言021031A0534,ユニオンデーターシステム(株),"02.09.17,02.12.05",
北海道,"夕張市,",夕張平取線道路局改工事,基準点,3級,4point,北海道札幌土木現業所助言020713A0272,新生測量(株),"02.07.15,02.07.31",
北海道,"栗山町,",角田栗山線交通施設工事用地測量,基準点,3級,1point,北海道札幌土木現業所助言020917A0435,(株)ノース測量研究所,"02.09.13,02.09.20",
北海道,"岩見沢市,",道路改築のための道路計画図作成,基準点,3級,2point,北海道札幌土木現業所助言020925A0447,(株)シビテック,"02.09.25,02.12.25",
北海道,"芦別市,",道路計画,基準点,3級,14point,札幌開発建設部助言020927A0456,日測技研(株),"02.09.25,02.12.21",
北海道,"仁木町,",上山道チェーン着脱所用地測量,基準点,3級,2point,小樽開発建設部助言020511A0033,(株)島口測量事務所,"02.05.15,02.06.22",
北海道,"芦別市,",芦別赤平線交通施設工事路線測量,基準点,3級,6point,北海道札幌土木現業所助言020616A0174,山本測量設計(株),"02.06.13,02.06.20",
北海道,"新十津川町,",新十津川西徳富急傾斜地対策工事,基準点,3級,2point,北海道札幌土木現業所助言021201A0596,(株)ケイジー技研,"02.10.22,03.03.15",
北海道,"中標津町,",南1丁目外構工事実測線及び用確,基準点,3級,1point,北海道中標津町助言020704A0220,(有)伊藤測量事務所,"02.06.30,02.07.31",
北海道,"足寄町,",茂ラワン地区開拓財産用地測量,基準点,4級,28point,北海道十勝支庁助言020813A0360,(株)ズコーシャ,"02.08.28,02.10.31",
北海道,"札幌市,",土地区画整理,"基準点,平板","4級,,500","40point,0.7KM2",札幌市東区東部土地区画整理組合助言020604A0123,(株)竹川測量,"02.04.25,02.12.20",
北海道,"足寄町,",開拓財産西足寄地区用地測量,基準点,4級,12point,北海道十勝支庁助言020813A0359,(株)細道測量,"02.08.28,02.10.11",
北海道,"穂別町,新冠町,古平町,",国有林野の境界整備,"基準点,路線","4級,,簡級","2point,5.1km",北海道営林局助言020417A0009,直営,"02.05.14,02.11.30",
北海道,"中頓別町,雄武町,苫前町,上川町,旭川市,南富良野町,占冠村,",国有林野の管理経営,"基準点,路線","4級,,簡級","12point,25.9km",旭川営林支局助言020514A0041,直営,"02.05.14,02.10.06",
北海道,"広尾町,白糠町,標津町,中標津町,弟子屈町,",国有林境界検測(多角測量),基準点,簡級,24.3km,帯広営林支局助言020607A0136,直営,"02.06.18,02.11.17",
北海道,"札幌市,江別市,石狩町,当別町,",地盤変動調査,水準,1級,58.0km,北海道石狩支庁助言020919A0445,大東測地(株),"02.09.25,02.11.30",901484
北海道,"札幌市,石狩町,",地盤変動調査,水準,1級,36.5km,北海道立地下資源調査所助言020927A0457,大東測地(株),"02.10.01,02.11.30",901569
北海道,"江別市,",地盤変動調査,水準,1級,9.5km,北海道江別市助言021012A0483,大東測地(株),"02.10.01,03.03.31",901757
北海道,"上砂川町,",赤平奈井江線改良工事用地測量,水準,3級,1point,北海道札幌土木現業所助言020831A0378,(有)松村工務店,"02.08.20,02.10.25",
北海道,"赤平市,",中部2号幹線実測線調査,水準,3級,2.1km,北海道札幌土木現業所助言020801A0318,東日本設計(株),"02.07.28,02.08.31",
北海道,"上富良野町,",都市計画,"撮影,写測図化,写測修正","12500,,2500,,2500","23.1KM2,5.0KM2,8.0KM2",北海道上富良野町助言020607A0131,東日本航空(株),"02.06.05,02.08.31",900390
北海道,"留萌市,北竜町,",ダム計画,"撮影,撮影,写測図化,写測図化,写測図化","8000,,12500,,2500,,5000,,1000","16.2KM2,72.3KM2,8.1KM2,7.0KM2,2.0KM2",留萌開発建設部助言020629A0211,国際航業(株),"02.06.29,02.09.29",900671
北海道,"愛別町,上川町,",道路計画,"撮影,写測図化,写測図化,写測図化","12500,,1000,,2500,,5000","36.3KM2,7.0KM2,9.6KM2,3.3KM2",旭川開発建設部助言020514A0042,(株)八州,"02.05.11,02.10.08",900170
北海道,"旭川市,東川町,美瑛町,",道路計画,"撮影,写測図化,写測図化","8000,,1000,,2500","16.3KM2,1.7KM2,2.4KM2",旭川開発建設部助言020519A0052,(株)八州,"02.05.30,02.10.16",900209
北海道,"増毛町,雨竜町,新十津川町,",道路計画,"撮影,写測図化","8000,,1000","30.0KM2,5.4KM2",札幌開発建設部助言020528A0096,(株)八州,"02.05.28,02.09.13",900285
北海道,"白糠町,阿寒町,",道路計画,"撮影,写測図化","12500,,2500","36.7KM2,1.7KM2",釧路開発建設部助言020531A0104,(株)八州,"02.06.01,02.11.30",900321
北海道,"標津町,",道路計画,"撮影,写測図化","12500,,2500","9.9KM2,1.5KM2",釧路開発建設部助言020531A0107,(株)八州,"02.06.01,02.11.30",900324
北海道,"斜里町,",道路計画,"撮影,写測図化","8000,,1000","8.2KM2,1.3KM2",網走開発建設部助言020710A0248,(株)八州,"02.06.25,02.09.25",900807
北海道,"釧路市,釧路町,",道路計画,"撮影,写測図化","8000,,1000","39.5KM2,4.4KM2",釧路開発建設部助言020712A0255,(株)八州,"02.07.10,02.10.31",900829
北海道,"様似町,",道路計画,"撮影,写測図化","8000,,1000","16.3KM2,1.8KM2",室蘭開発建設部助言020713A0278,(株)八州,"02.06.27,02.09.20",900874
北海道,"広尾町,",道路計画,"撮影,写測図化","12500,,2500","69.3KM2,5.0KM2",帯広開発建設部助言020801A0316,(株)八州,"02.07.27,02.10.31",901010
北海道,"美瑛町,上富良野町,",道路計画,"撮影,写測図化","8000,,2500","15.0KM2,2.5KM2",旭川開発建設部助言020806A0337,(株)八州,"02.07.10,02.10.16",901049
北海道,"留寿都村,洞爺村,",道路計画,"撮影,写測図化","8000,,1000","8.2KM2,0.8KM2",小樽開発建設部助言020912A0411,(株)八州,"02.09.14,03.01.30",901414
北海道,"門別町,新冠町,静内町,",道路計画,"撮影,写測図化","25000,,2500","105.8KM2,9.1KM2",室蘭開発建設部助言020919A0441,(株)八州,"02.09.12,02.11.30",901480
北海道,"札幌市,",道路計画,"撮影,写測図化","8000,,1000","17.7KM2,3.7KM2",札幌開発建設部助言021012A0470,(株)八州,"02.10.05,03.03.08",901744
北海道,"室蘭市,",区画整理,"撮影,写測図化","4000,,500","1.4KM2,0.4KM2",北海道室蘭市助言021012A0482,(株)八州,"02.10.11,03.03.05",
北海道,"蘭越町,ニセコ町,倶知安町,",道路計画,"撮影,写測図化","25000,,5000","132.2KM2,59.7KM2",小樽開発建設部助言021031A0513,(株)八州,"02.10.25,03.01.23",901903
北海道,"厚岸町,",道路計画,"撮影,写測図化","8000,,1000","16.3KM2,2.9KM2",釧路開発建設部助言021031A0514,(株)八州,"02.10.25,02.11.20",901904
北海道,"夕張市,",都市計画,"撮影,撮影,写測図化","25000,,12500,,5000","189.4KM2,303.6KM2,32.5KM2",北海道夕張市助言030226A0622,(株)八州,"02.10.10,03.03.31",902744
北海道,"美瑛町,美深町,名寄市,",道路計画,"撮影,写測図化,写測図化","8000,,1000,,2500","1.5KM2,4.5KM2,11.1KM2",旭川開発建設部助言020514A0043,(株)パスコ,"02.05.11,02.10.08",900171
北海道,"端野町,",道路計画,"撮影,写測図化","12500,,2500","32.0KM2,32.0KM2",網走開発建設部助言020519A0053,(株)パスコ,"02.05.21,02.07.24",900210
北海道,"深川市,沼田町,幌加内町,",道路計画,"撮影,写測図化","8000,,1000","6.8KM2,2.6KM2",札幌開発建設部助言020616A0173,(株)パスコ,"02.06.11,02.12.14",900527
北海道,"札幌市,",道路計画,"撮影,写測図化","8000,,1000","106.1KM2,21.7KM2",札幌開発建設部助言020707A0232,(株)パスコ,"02.07.02,04.02.28",900767
北海道,"稚内市,",道路計画,"撮影,写測図化","8000,,1000","6.8KM2,1.0KM2",稚内開発建設部助言020808A0350,(株)パスコ,"02.08.10,02.10.20",901113
北海道,"栗沢町,栗山町,",道路計画,"撮影,撮影,写測図化,写測図化","8000,,12500,,1000,,2500","9.5KM2,19.8KM2,1.8KM2,6.0KM2",札幌開発建設部助言020917A0433,(株)パスコ,"02.09.14,03.03.08",901463
北海道,"穂別町,",道路計画,"撮影,写測図化","8000,,2500","23.2KM2,5.6KM2",室蘭開発建設部助言020919A0442,(株)パスコ,"02.09.12,02.12.10",901481
北海道,"中札内村,更別村,忠類村,",道路計画,"撮影,写測図化","12500,,2500","56.1KM2,10.9KM2",帯広開発建設部助言021122A0594,(株)パスコ,"02.10.20,03.01.28",902168
北海道,"留萌市,北竜町,",1/1000道路計画図作成,"撮影,写測図化","8000,,1000","20.3KM2,3.8KM2",留萌開発建設部助言021227A0608,(株)パスコ,"02.12.17,03.03.31",902435
北海道,"浦幌町,",道路計画,"撮影,写測図化","8000,,1000","20.0KM2,2.0KM2",帯広開発建設部助言021031A0510,中央コンサルタント(株),"02.10.25,03.02.02",901900
北海道,"静内町,",都市計画,"撮影,写測修正,写測修正","8000,,1000,,2500","39.1KM2,8.6KM2,6.8KM2",北海道静内町助言020417A0005,"シン航空写真(株),新和測量(株)","02.05.01,02.09.30",900036
北海道,"白糠町,",都市計画,"撮影,写測図化","12500,,2500","78.3KM2,18.7KM2",北海道白糠町助言020519A0050,シン航空写真(株),"02.05.02,02.08.29",900207
北海道,"三石町,",道路改良,"撮影,写測図化","12500,,2500","13.3KM2,2.8KM2",室蘭開発建設部助言020831A0385,シン航空写真(株),"02.08.11,02.11.13",901307
北海道,"上川町,",ダム管理,撮影,12500,50.3KM2,旭川開発建設部助言021020A0501,シン航空写真(株),"02.09.14,02.10.31",901848
北海道,"留萌市,増毛町,雨竜町,新十津川町,浦臼町,月形町,厚田村,浜益村,当別町,釧路市,標茶町,釧路町,鶴居村,阿寒町,白糠町,音別町,浦幌町,",地域森林計画業務,撮影,20000,3770.0KM2,北海道林務部助言020607A0146,"北海航測(株),北海道航空(株)","02.05.28,02.11.30",900423
北海道,"蘭越町,ニセコ町,真狩村,留寿都村,喜茂別町,京極町,倶知安町,共和町,豊浦町,洞爺村,大滝村,",国営土地改良事業計画,"撮影,写測図化","25000,,5000","1066.0KM2,40.0KM2",小樽開発建設部助言020612A0158,北海航測(株),"02.06.01,02.10.31",900445
北海道,"札幌市,広島町,当別町,厚田村,新十津川町,",国営土地改良事業全体実施設計,"撮影,写測図化","8000,,1000","182.7KM2,1.5KM2",札幌開発建設部助言020620A0190,北海航測(株),"02.05.09,02.09.05",900575
北海道,"大野町,",土地改良,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","1.2KM2,34.6KM2,0.3KM2,1.3KM2",函館開発建設部助言020629A0215,北海航測(株),"02.06.15,02.10.15",900675
北海道,"真狩村,豊浦町,虻田町,洞爺村,",広域農道整備事業,"撮影,写測図化","20000,,5000","41.5KM2,12.6KM2",北海道胆振支庁助言020707A0236,北海航測(株),"02.06.29,02.09.10",900771
北海道,"歌登町,",国営土地改良事業の調査計画,"撮影,写測図化","4000,,500","3.6KM2,0.2KM2",稚内開発建設部助言020712A0270,北海航測(株),"02.07.15,02.09.03",900843
北海道,"中札内村,",中札内村現況把握,撮影,25000,292.1KM2,北海道中札内村助言020726A0307,北海航測(株),"02.07.21,02.09.28",901001
北海道,"芦別市,",班渓幌内山周辺地区現況図作成,"撮影,写測図化","8000,,2500","75.0KM2,23.4KM2",北海道芦別市助言020801A0313,北海航測(株),"02.07.02,02.08.31",901007
北海道,"美幌町,",下水道台帳,撮影,4000,28.9KM2,北海道美幌町助言020912A0409,三和航測(株),"02.09.01,02.11.30",901412
北海道,"占冠村,",経年変化修正(1/2500),"撮影,写測修正","12500,,2500","18.6KM2,8.0KM2",北海道占冠村助言030124A0616,(株)道測調査設計,"02.11.01,03.02.15",902544
北海道,"釧路町,",都市計画,"撮影,撮影,写測修正,写測図化,写測図化","12500,,30000,,2500,,2500,,10000","108.9KM2,380.9KM2,40.3KM2,18.3KM2,120.1KM2",北海道釧路町助言020511A0031,ユニオンデーターシステム(株),"02.04.10,02.11.15",900159
北海道,"旭川市,",都市計画,"撮影,写測修正,写測図化","12500,,2500,,2500","281.8KM2,84.9KM2,3.8KM2",北海道旭川市助言020816A0370,"ユニオンデーターシステム(株),(株)日興工務所","02.08.20,03.03.31",901201
北海道,"長沼町,",下水道計画・道路台帳・都市計画,"撮影,撮影,写測図化,写測図化,写測図化","4000,,8000,,500,,1000,,2500","5.0KM2,227.8KM2,2.7KM2,26.1KM2,15.5KM2",北海道長沼町助言021031A0535,ユニオンデーターシステム(株),"02.10.15,04.02.29",901934
