都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,自至時期,備考,2018.01.14修正
和歌山県,"南部町,",総合計画,"基準点,水準","2級,,2級","3point,1point","助言13.11.15F0178緑資源公団西部支社黒潮フルーツライン
建設事業所",内外エンジニアリング株式会社,"13.11.15
14.03.08",,
和歌山県,"九度山町,",ほ場整備,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","3point,4point,30point,0.1KM2",助言13.11.19F0184和歌山県土地改良事業団体連合会,写測エンジニアリング株式会社,"13.11.19
14.03.31",,
和歌山県,"日置川町,",ほ場整備,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","7point,5point,0.2KM2,0.2KM2",助言13.11.29F0194和歌山県土地改良事業団体連合会,テクノ冨貴株式会社,"13.12.01
14.03.31",,
和歌山県,"和歌山市,",下水道台帳,"カラー撮影,数値図修正","4000,,500","2.1KM2,0.7KM2",助言13.11.26F0204和歌山県　和歌山市,株式会社パスコ和歌山支店,"13.11.08
14.02.22",,
和歌山県,"南部川村,",総合計画,"基準点,基準点","2級,,4級","3point,11point","助言13.12.11F0216緑資源公団西部支社黒潮フルーツライン
建設事務所",株式会社熊野實測,"13.12.11
14.03.08",,
和歌山県,"岩出町,",下水道計画,"基準点,水準","3級,,3級","7point,7km",助言14.01.08F0258和歌山県,ワコウコンサルタント株式会社,"14.01.08
14.03.22",,
和歌山県,"印南町,",土地改良,"基準点,基準点,平板","2級,,3級,,500","1point,2point",助言14.01.08F0259和歌山県　印南町,未定,"14.02.01
14.03.31",,
和歌山県,"印南町,",総合計画,基準点,2級,4point,"助言14.02.18F0309緑資源公団西部支社黒潮フルーツライン
建設事業所",日化エンジニアリング株式会社,"14.02.20
14.03.15",,
和歌山県,"南部川村,",道路計画,基準点,2級,3point,"助言14.02.18F0310緑資源公団西部支社黒潮フルーツライン
建設事業所",太陽コンサルタンツ株式会社,"14.02.18
14.03.15",,
和歌山県,"橋本市,",下水道計画,"カラー撮影,数値図化","4000,,500","2.4KM2,0.5KM2",助言14.03.07F0318和歌山県　橋本市,アジア航測株式会社和歌山営業,"14.03.07
14.03.29",,
奈良県県境和歌山県,"五條市,県境和歌山市,岩出町,桃山町,打田町,粉河町,那賀町,かつらぎ町,高野口町,九度山町,橋本市,",河川管理,"カラー撮影,空三","8000,,","132KM2,97M",助言14.03.07F0319近畿地方整備局 和歌山工事事務所,国際航業株式会社近畿支店,"14.03.07
14.03.20",,
和歌山県,"岩出町,打田町,",下水道計画,数値図化,500,0.7KM2,助言14.03.07F0321和歌山県,株式会社パスコ和歌山支店,"14.02.19
14.03.29",,
和歌山県,"橋本市,",総合計画,"カラー撮影,カラー撮影,数値図修正,数値図修正","8000,,4000,,1000,,500","106.6KM2,13.6KM2,38KM2,38KM2",助言14.03.14F0336和歌山県　橋本市,国際航業株式会社和歌山営業所,"14.03.14
14.05.31",,
和歌山県,"橋本市,",都市計画,数値図修正,2500,110.2KM2,助言14.03.14F0337和歌山県　橋本市,アジア航測株式会社和歌山営業,"14.03.14
14.03.31",,
和歌山県,"和歌山市,",河川管理,"基準点,水準","3級,,3級","4point,10km",助言14.03.29F0363近畿地方整備局　和歌山工事事務所,ワコウコンサルタント株式会社,"14.03.29
14.04.30",,
鳥取県,"境港市,米子市,日吉津村,淀江町,大山町,名和町,中山町,岸本町,会見町,西伯町,溝口町,江府町,",森林計画,撮影,6000,733KM2,助言13.04.23G0004鳥取県,㈱ワールド　鳥取支店,"13.05.07
13.10.31",,
鳥取県,"岩美町,",ほ場整備,基準点,2級,2point,助言13.06.11G0031岩美町,鳥取県土地改良事業団体連合会,"13.06.18
13.12.31",,
鳥取県,"鳥取市,",ほ場整備,基準点,2級,2point,助言13.06.15G0034鳥取市,鳥取県土地改良事業団体連合会,"13.06.20
13.12.31",,
鳥取県,"鳥取市,河原町,用瀬町,",河川管理,"基準点,基準点","2級,,3級","34point,116point",助言13.06.27G0051中国地方整備局鳥取工事事務所,シンワ技研コンサルタント㈱,"13.06.27
13.10.31",,
鳥取県,"国府町,",ほ場整備,基準点,2級,1point,助言13.07.24G0086国府町,鳥取県土地改良事業団体連合会,"13.07.30
13.12.31",,
鳥取県,"東伯町,",ほ場整備,基準点,2級,2point,助言13.08.01G0099東伯町,鳥取県土地改良事業団体連合会,"13.07.31
13.12.31",,
鳥取県,"東郷町,",ほ場整備,基準点,2級,2point,助言13.08.08G0104東郷町,鳥取県土地改良事業団体連合会,"13.08.06
13.12.31",,
鳥取県,"境港市,",飛行場周辺測量,基準点,2級,1point,助言13.08.14G0116広島防衛施設局,㈱アサヒ測量設計事務所,"13.08.14
13.09.28",,
鳥取県,"淀江町,",都市計画,"カラー撮影,空三,数値図化,水準","12500,,12500,,2500,,簡級","25.8KM2,20M,25.8KM2,30km",助言13.08.14G0117淀江町,アサヒコンサルタント㈱,"13.08.14
14.02.28",,
鳥取県,"河原町,",ほ場整備,基準点,2級,2point,助言13.09.14G0158河原町,鳥取県土地改良事業団体連合会,"13.09.20
13.12.31",,
鳥取県,"国府町,",ほ場整備,基準点,2級,3point,助言13.09.14G0159国府町,鳥取県土地改良事業団体連合会,"13.09.20
13.12.31",,
鳥取県,"名和町,",土地改良,基準点,2級,2point,助言13.10.01G0179名和町土地改良区,鳥取県土地改良事業団体連合会,"13.10.01
13.12.31",,
鳥取県,"名和町,",ほ場整備,"基準点,基準点","3級,,4級","3point,42point",助言13.10.01G0184庄内土地改良区,ダイニチ技研㈱,"13.09.13
14.02.28",,
鳥取県,"淀江町,",下水道計画,"撮影,数値図修正","5000,,500","9.6KM2,1.4KM2",助言13.10.12G0195淀江町,㈱ウエスコ　米子支店,"13.10.01
13.11.30",,
鳥取県,"米子市,境港市,",鉄道計画,"基準点,基準点","1級,,2級","3point,3point",助言13.10.18G0200鳥取県米子土木事務所,"ジェイアール西日本コンサルタン
ツ㈱","13.10.30
14.03.20",,
鳥取県,"西伯町,",山地災害調査,撮影,8000,85.3KM2,助言13.10.24G0207鳥取県米子地方農林振興局,日本工営㈱,"13.09.28
13.12.20",,
鳥取県,"北条町,",ほ場整備,基準点,2級,4point,助言13.10.24G0209北条町土地改良区,鳥取県土地改良事業団体連合会,"13.10.22
13.12.31",,
鳥取県,"三朝町,",河川計画,"カラー撮影,空三,数値図化,水準","5000,,5000,,500,,簡級","11KM2,25M,1.2KM2,15.6km",助言13.10.24G0213鳥取県倉吉土木事務所,㈱ワールド　鳥取支店,"13.10.09
14.01.31",,
鳥取県,"三朝町,",河川計画,"基準点,基準点","2級,,3級","10point,11point",助言13.10.24G0214鳥取県倉吉土木事務所,アサヒコンサルタント㈱,"13.10.24
13.11.14",,
鳥取県,"三朝町,",総合計画,"カラー撮影,空三,数値図化,水準","10000,,10000,,2500,,簡級","12KM2,6M,3.1KM2,15.6km",助言13.10.24G0217鳥取県旧中部ダム予定地域振興協議会,㈱ワールド　鳥取支店,"13.07.23
14.01.16",,
兵庫県県境鳥取県,"浜坂町,県境岩美町,",道路計画,"基準点,基準点,基準点,水準","1級,,2級,,3級,,2級","6point,5point,8point,11km",助言13.11.01G0231鳥取県鳥取土木事務所,㈱ウエスコ　鳥取支社,"13.11.05
14.03.25",,
鳥取県,"米子市,",下水道計画,数値図化,500,1KM2,助言13.11.14G0242米子市,(株）ワールド鳥取支店,"13.10.27
14.03.07",,
鳥取県,"智頭町,",トンネル工事,基準点,3級,2point,助言13.11.14G0245中国地方整備局鳥取工事事務所,永和調査設計㈱,"13.11.14
13.11.30",,
鳥取県,"鳥取市,国府町,岩美町,福部村,郡家町,船岡町,河原町,八東町,若桜町,用瀬町,佐治村,智頭町,気高町,鹿野町,青谷町,",課税資料作,撮影,20000,1520KM2,助言13.11.14G0256広島国税局,㈱パスコ,"13.11.14
13.12.21",,
鳥取県,"三朝町,",ほ場整備,写測図化,1000,0.5KM2,助言13.11.27G0268三朝町,(株）ワールド,"13.10.15
13.12.20",,
鳥取県,"用瀬町,",河川計画,"カラー撮影,空三,数値図化","8000,,8000,,1000","7.4KM2,6M,2KM2",助言13.11.27G0274中国地方整備局鳥取工事事務所,㈱パスコ,"13.11.27
14.03.29",,
鳥取県,"東伯町,",下水道計画,数値図化,500,0.6KM2,助言13.12.13G0292東伯町,㈱ウエスコ　倉吉事務所,"13.11.28
14.01.10",,
鳥取県,"日南町,",総合計画,"基準点,基準点","2級,,3級","3point,4point",助言13.12.21G0294中国地方整備局日野川工事事務所,㈱ウエスコ,"13.11.14
14.02.28",,
鳥取県,"鳥取市,",宅地開発,基準点,3級,2point,助言14.01.10G0300鳥取県住宅供給公社,㈱ウエスコ　鳥取支社,"13.12.07
14.03.27",,
鳥取県,"西伯町,岸本町,会見町,溝口町,江府町,日野町,日南町,",森林計画,写真図,50000,74KM2,助言14.01.15G0312鳥取県,㈱ワールド　鳥取支店,"14.01.25
14.03.15",,
鳥取県,"日南町,",ほ場整備,基準点,2級,14point,助言14.01.17G0316日南町土地改良区,㈱広洋コンサルタント,"14.01.07
14.02.28",,
鳥取県,"米子市,",施設測量,基準点,2級,2point,助言14.01.17G0317広島防衛施設局,㈱アサヒ測量設計事務所,"14.01.21
14.03.22",,
鳥取県,"北条町,",都市計画,"カラー撮影,空三,数値図化,水準","12500,,12500,,2500,,簡級","20.9KM2,17M,7.2KM2,18km",助言14.01.17G0319北条町,㈱ワールド　鳥取支店,"13.12.29
14.03.25",,
鳥取県,"溝口町,",施設測量,"基準点,基準点","2級,,3級","2point,5point",助言14.01.23G0326環境省自然環境局山陰地区自然保護事務所,㈱エイトコンサルタント,"14.01.23
14.03.29",,
鳥取県,"米子市,境港市,",験潮所標高改,水準,1級,18km,助言14.02.05G0335鳥取地方気象台,写測エンジニアリング㈱　鳥取支,"14.02.05
14.02.28",,
鳥取県,"日南町,",河川管理,基準点,2級,2point,助言14.02.05G0338中国地方整備局日野川工事事務所,フクヨシエンジニアリング㈱,"14.01.07
14.03.25",,
鳥取県,"淀江町,",下水道台帳,"撮影,空三,水準","5000,,5000,,3級","9.5KM2,21M,12km",助言14.03.12G0356淀江町,㈱ウエスコ,"14.03.12
14.05.31",,
鳥取県,"大栄町,",都市計画,"カラー撮影,写測修正,既成図数値,数値図修正","12500,,2500,,2500,,2500","59.6KM2,29.7KM2,29.7KM2,6.5KM2",助言14.03.28G0371大栄町,西谷技術コンサルタント㈱,"16.03.10
13.12.17",,
島根県,"松江市,",道路台帳,"カラー撮影,写測修正,既成図数値化","5000,,500,,500","26.5KM2,26.5KM2,26.5KM2",助言13.05.09G0009松江市,"国際航業㈱　関西事業本部　中
国支店　山陰営業所","13.05.02
13.08.31",,
島根県,"三隅町,",都市計画,"カラー撮影,写測修正,カラー撮影,写測修正,既成図数値化,既成図数値化","12500,,2500,,25000,,5000,,2500,,5000","39.3KM2,14.8KM2,194.2KM2,128.1KM2,14.8KM2,128.1KM2",助言13.05.08G0010三隅町   ,㈱ワールド　浜田営業所,"13.05.08
14.04.30",,
島根県,"西郷町,",都市計画,"撮影,空三,数値図化,写測修正,編集","15000,,15000,,2500,,5000,,10000","122.3KM2,10M,10KM2,31KM2,122.3KM2",助言13.05.28G0014西郷町,㈱ジェクト山陰支社,"13.04.12
13.08.10",,
島根県,"横田町,",ほ場整備,"基準点,基準点,基準点","2級,,3級,,4級","3point,4point,0.1KM2",助言13.06.15G0033横田町,島根県土地改良事業団体連合会,"13.05.21
13.08.31",,
島根県,"浜田市,三隅町,",道路計画,数値図化,1000,1.5KM2,助言13.06.19G0036中国地方整備局浜田工事事務所,㈱ウエスコ,"13.06.02
13.11.15",,
島根県,"大田市,",ほ場整備,基準点,2級,4point,助言13.06.21G0040島根県川本農林振興センター,島根県土地改良事業団体連合会,"13.06.21
14.02.05",,
島根県,"玉湯町,",ほ場整備,基準点,3級,7point,助言13.06.27G0052玉湯町土地改良区,島根県土地改良事業団体連合会,"13.06.27
14.03.18",,
島根県,"江津市,",土地区画整,"基準点,基準点","3級,,4級",3point,助言13.07.03G0053江津市和木北部土地区画整理組合,㈱古川コンサルタント,"13.06.18
15.03.31",,
島根県,"木次町,",ほ場整備,"基準点,基準点","3級,,4級","2point,0.1KM2",助言13.07.05G0056島根県木次農林振興センター,島根県土地改良事業団体連合会,"13.07.01
13.12.20",,
島根県,"出雲市,",都市計画,"撮影,写測修正,既成図数値化","12500,,2500,,2500","91.5KM2,91.5KM2,91.5KM2",助言13.07.05G0058出雲市,アジア航測㈱　松江営業所,"13.07.05
15.02.14",,
島根県,"吉田村,",ほ場整備,"基準点,基準点,基準点","2級,,3級,,4級","8point,7point,0.3KM2",助言13.07.05G0059島根県木次農林振興センター,島根県土地改良事業団体連合会,"13.07.01
13.12.25",,
島根県,"木次町,",総合計画,"カラー撮影,カラー撮影","4000,,8000","31KM2,64.1KM2",助言13.07.05G0060木次町,㈱パスコ　島根営業所,"13.07.02
13.11.30",,
島根県,"都万村,",ほ場整備,"基準点,基準点,基準点","2級,,3級,,4級","2point,11point,0.5KM2",助言13.07.11G0062島根県隠岐支庁,島根県土地改良事業団体連合会,"13.07.10
13.11.15",,
島根県,"海士町,",ほ場整備,"基準点,基準点,基準点","2級,,3級,,4級","2point,6point,0.1KM2",助言13.07.11G0063島根県隠岐支庁,島根県土地改良事業団体連合会,"13.07.10
13.10.15",,
島根県,"斐川町,",ほ場整備,"基準点,基準点","3級,,4級","9point,0.6KM2",助言13.07.10G0065島根県出雲農林振興センター,島根県土地改良事業団体連合会,"13.07.09
14.02.05",,
島根県,"仁摩町,",都市計画,"カラー撮影,写測修正,既成図数値化","12500,,2500,,2500","39.3KM2,7.6KM2,7.6KM2",助言13.07.10G0067仁摩町,㈱ワールド　浜田営業所,"13.07.09
13.10.04",,
島根県,"頓原町,",ほ場整備,"基準点,基準点,基準点","2級,,3級,,4級","5point,5point,0.1KM2",助言13.07.13G0070島根県木次農林振興センター,島根県土地改良事業団体連合会,"13.07.16
14.02.10",,
島根県,"仁多町,",ほ場整備,基準点,2級,2point,助言13.07.13G0071島根県木次農林振興センター,島根県土地改良事業団体連合会,"13.07.19
14.02.10",,
島根県,"安来市,",土地区画整理,"基準点,基準点","2級,,3級","1point,5point","助言13.07.26G0090安来市和田南土地区画整理組合設立準備委員
会",(財)福岡土地区画整理協会,"13.07.26
13.08.31",,
島根県,"湖陵町,",ほ場整備,"基準点,基準点","2級,,3級","2point,4point",助言13.07.27G0093簸川郡湖陵町土地改良区,島根県土地改良事業団体連合会,"13.08.10
14.03.05",,
島根県,"安来市,",ほ場整備,"基準点,基準点,基準点","2級,,3級,,4級","2point,3point,0.2KM2",助言13.08.14G0118安来市土地改良区,島根県土地改良事業団体連合会,"13.08.14
14.03.31",,
島根県,"東出雲町,",土地区画整理,"基準点,基準点,基準点","2級,,3級,,4級","2point,5point,0.2KM2","助言13.08.23G0120東出雲町出雲郷南土地区画整理組合設立準備
委員会",都市区画センター㈱,"13.01.10
14.03.31",,
島根県,"松江市,",河川管理,"基準点,水準,縦横断","3級,,4級","22point,9.8km,15.3km",助言13.08.29G0132中国地方整備局出雲工事事務所,㈱共立エンジニヤ,"13.08.29
14.01.29",,
島根県,"大田市,",文化財調査,"カラー撮影,空三,写測図化","5000,,5000,,500","5KM2,14M,0.4KM2",助言13.09.05G0135大田市,国際航業㈱,"13.08.09
14.02.08",,
島根県,"松江市,",河川管理,"カラー撮影,空三,数値図化","10000,,10000,,2500","12.6KM2,20M,12.6KM2",助言13.09.05G0141中国地方整備局出雲工事事務所,国際航業㈱,"13.08.24
14.02.28",,
島根県,"安来市,",土地区画整,基準点,4級,8point,助言13.09.14G0155安来市飯島横屋土地区画整理組合,(財)福岡土地区画整理協会,"13.09.03
13.10.12",,
島根県,"益田市,",ほ場整備,"基準点,基準点,基準点","2級,,3級,,4級","9point,14point,0.2KM2",助言13.09.14G0156島根県益田農林振興センター,㈲松江測地社,"13.10.01
14.03.15",,
島根県,"江津市,",都市計画,既成図数値化,2500,54.2KM2,助言13.09.27G0162江津市,㈱ワールド　浜田営業所,"13.09.27
13.11.20",,
島根県,"江津市,",下水道計画,"カラー撮影,空三,写測図化","4000,,4000,,500","2KM2,6M,0.2KM2",助言13.09.27G0168江津市,㈱ワールド　浜田営業所,"13.09.27
13.12.20",,
島根県,"旭町,",下水道計画,"カラー撮影,空三,数値図化","4000,,4000,,500","7.9KM2,28M,0.5KM2",助言13.10.01G0178旭町,㈱ワールド　浜田営業所,"13.10.01
14.03.07",,
島根県,"日原町,柿木村,",ほ場整備,"基準点,基準点","2級,,3級","15point,18point",助言13.10.01G0185島根県益田農林振興センター,石州測量設計㈱,"13.10.01
14.03.15",,
島根県,"木次町,三刀屋町,",下水道計画,"撮影,空三,数値図化,水準","5000,,5000,,500,,3級","16KM2,33M,2.2KM2,17km",助言13.10.24G0211木次町三刀屋町公共下水道事務組合,㈱ウエスコ　島根支社,"13.10.03
14.03.20",,
島根県,"温泉津町,仁摩町,",道路計画,数値図化,1000,3.8KM2,助言13.10.24G0215中国地方整備局松江国道工事事務所,㈱エイトコンサルタント　松江支社,"13.10.22
14.03.29",,
島根県,"出雲市,",道路計画,基準点,3級,3point,助言13.10.30G0221出雲市,出雲グリーン㈱,"13.10.15
13.11.10",,
島根県,"大田市,",都市計画,"撮影,空三,水準,数値図化,既成図数値化,数値図修正","12500,,12500,,簡級,,2500,,2500,,2500","70KM2,39M,27km,9.9KM2,7.3KM2,7.3KM2",助言13.11.01G0229大田市,㈱ワールド　浜田営業所,"13.11.01
14.02.28",,
島根県,"津和野町,",道路計画,基準点,2級,6point,助言13.11.14G0241島根県津和野土木事務所,出雲グリーン㈱,"13.11.01
14.03.25",,
島根県,"松江市,八束町,美保関町,",土地改良,"基準点,水準","3級,,2級","20point,21km",助言13.11.14G0248中国四国農政局中海干拓建設事業所,復建調査設計㈱　岡山支店,"13.11.12
14.03.09",,
島根県,"広瀬町,",下水道計画,数値図化,500,0.8KM2,助言13.11.14G0257広瀬町,㈱ウエスコ,"13.11.14
14.02.25",,
島根県,"柿木村,",河川計画,基準点,2級,3point,助言13.11.22G0261島根県津和野土木事務所,㈱昭和測量設計事務所,"13.11.20
13.12.20",,
島根県,"玉湯町,",施設測量,基準点,2級,2point,助言13.11.27G0273広島防衛施設局,㈱アサヒ測量設計事務所,"13.11.05
14.03.08",,
鳥取県県境島根県,"米子市,境港市,県境松江市,安来市,東出雲町,",中海湖岸提,"水準,水準","2級,,","7.1km,84.2km",助言13.12.03G0283中国地方整備局出雲工事事務所   ,㈱ウエスコ,"13.12.03
14.03.22",,
島根県,"出雲市,",土地区画整,基準点,4級,0.3KM2,助言13.12.10G0287出雲市,(財)福岡土地区画整理協会,"13.12.07
14.03.29",,
島根県,"大田市,多伎町,",道路計画,数値図化,2500,4KM2,助言13.12.10G0290中国地方整備局松江国道工事事務所,㈱エイトコンサルタント　松江支社,"13.12.07
14.03.29",,
島根県,"西郷町,",下水道計画,水準,3級,19.5km,助言14.01.10G0303西郷町,内外エンジニアリング㈱,"14.01.10
14.01.31",,
島根県,"浜田市,",道路計画,基準点,3級,7point,助言14.01.09G0308島根県浜田土木建築事務所,㈱エイトコンサルタント,"14.01.09
14.03.23",,
島根県,"日原町,",地すべり対策,"撮影,空三,水準,写測図化","10000,,10000,,簡級,,2000","6.3KM2,3M,8km,1.3KM2",助言14.01.28G0331島根県,㈱ワールド,"13.11.02
14.03.20",,
島根県,"広瀬町,",下水道計画,"カラー撮影,空三,水準,数値図化,写測修正","5000,,5000,,簡級,,500,,500","4.7KM2,3M,1.6km,0.7KM2",助言14.03.12G0357広瀬町,㈱ウエスコ,"14.03.12
14.07.31",,
島根県,"松江市,鹿島町,島根町,美保関町,大社町,赤来町,安来市,",砂防計画,"空三,数値図化,座標変換","10000,,2500,,2500","294M,154.1KM2,154.1KM2",助言14.03.27G0364島根県松江土木建築事務所,国際航業㈱　山陰営業所,"14.03.27
14.07.12",,
鳥取県県境岡山県,"三朝町,県境津山市,上齋原村,奥津町,富村,鏡野町,阿波村,加茂町,久米町,旭町,中央町,柵原町,",森林計画,撮影,20000,770KM2,助言13.04.18G0003岡山県,"玉野総合コンサルタント㈱　岡山
事務所","13.04.18
13.11.30",,
岡山県,"倉敷市,総社市,船穂町,清音村,真備町,",河川計画,数値図修正,2500,52.9KM2,助言13.04.24G0006中国地方整備局岡山河川工事事務所,㈱パスコ　岡山支店,"13.04.18
13.10.31",,
岡山県,"玉野市,",１７条地図作,"基準点,基準点","3級,,4級","1point,14point",助言13.05.11G0012岡山地方法務局,㈲ウラカミ測量,"13.05.07
13.12.20",,
岡山県,"岡山市,",土地区画整,"基準点,基準点,水準,平板","3級,,4級,,3級,,500","3point,0.1KM2,2.5km,0.1KM2",助言13.06.04G0025（仮称）岡山市土田土地区画整理組合,㈱サンワコン　岡山支店,"13.04.20
13.11.30",,
岡山県,"金光町,鴨方町,",道路計画,"基準点,基準点","3級,,4級","12point,4.5KM2",助言13.06.04G0026中国地方整備局岡山国道工事事務所,西谷技術コンサルタント㈱,"13.03.14
13.10.31",,
岡山県,"岡山市,",河川計画,基準点,2級,7point,助言13.06.19G0038中国地方整備局岡山河川工事事務所,国際航業㈱,"13.06.19
13.09.28",,
岡山県,"高梁市,",下水道計画,"水準,数値図化","3級,,500","2.8km,0.5KM2",助言13.06.25G0048高梁市,㈱五星,"13.06.25
13.07.31",,
岡山県,"勝北町,",施設測量,基準点,2級,2point,助言13.07.27G0092広島防衛施設局,㈱アサヒ測量設計事務所,"13.07.30
13.10.31",,
岡山県,"瀬戸町,",下水道計画,"撮影,空三,基準点,水準,数値図化,写測修正","5000,,5000,,簡級,,簡級,,500,,500","6.9KM2,4M,3point,4km,0.1KM2,0.1KM2",助言13.08.08G0103瀬戸町,㈱ウエスコ,"13.08.01
14.03.29",,
岡山県,"早島町,",都市計画,基準点,3級,30point,助言13.08.14G0114早島町,復建調査設計㈱　岡山支社,"13.08.14
14.02.22",,
岡山県,"北房町,",ほ場整備,"基準点,基準点,基準点","2級,,3級,,4級","1point,0.6KM2,0.6KM2",助言13.08.21G0121北房町,㈲ナラサキシビルエンジニア,"13.08.17
13.12.25",,
岡山県,"哲多町,",土地改良,基準点,2級,1point,助言13.09.04G0139哲多町,㈱エイトコンサルタント　岡山支社,"13.07.25
13.10.31",,
岡山県,"長船町,",都市計画,"撮影,写測修正","12500,,2500","29.3KM2,3.2KM2",助言13.09.03G0140長船町,国際航業㈱　岡山営業所,"13.06.06
13.10.05",,
岡山県,"和気町,",ほ場整備,基準点,2級,4point,助言13.09.05G0143和気町,㈱なんば技研,"13.06.15
13.12.12",,
岡山県,"山陽町,",土地改良,基準点,2級,4point,助言13.09.27G0160山陽町,㈱なんば技研,"13.06.27
14.03.01",,
岡山県,"玉野市,",固定資産,カラー撮影,4000,103.5KM2,助言13.09.27G0165玉野市,㈱パスコ　岡山支店,"13.09.10
13.12.30",,
岡山県,"岡山市,",土地区画整,"基準点,基準点,基準点,水準","2級,,3級,,4級,,3級","4point,14point,3.8KM2,6.7km",助言13.09.27G0167岡山市,昭和㈱　岡山営業所,"13.09.17
14.03.15",,
岡山県,"鏡野町,",都市計画,基準点,2級,10point,助言13.09.27G0170鏡野町,㈱ウジョウ,"13.09.25
14.03.20",,
岡山県,"里庄町,",下水道台帳,数値図化,500,0.4KM2,助言13.10.12G0190里庄町,㈱日建技術コンサルタント,"13.10.12
14.02.15",,
岡山県,"岡山市,",河川計画,基準点,2級,3point,助言13.10.12G0191中国地方整備局岡山河川工事事務所,㈱荒谷建設コンサルタント,"13.10.09
13.12.27",,
岡山県,"備前市,",土地改良,基準点,2級,2point,助言13.10.12G0193備前市,㈱なんば技研,"13.07.23
13.12.21",,
岡山県,"北房町,",集落排水事業,"カラー撮影,空三,数値図化,写測修正","10000,,10000,,2500,,2500","95.8KM2,58M,20KM2,5.3KM2",助言13.10.18G0201北房町,㈱ウエスコ　高梁営業所,"13.10.15
14.03.10",,
岡山県,"美星町,",都市計画,写測修正,2500,72.7KM2,助言13.10.24G0208美星町,アジア航測㈱　岡山営業所,"13.09.06
14.03.20",,
岡山県,"邑久町,",ほ場整備,基準点,2級,2point,助言13.10.24G0216邑久町,㈱成和測量,"13.10.24
13.12.21",,
岡山県,"玉野市,",都市計画,"撮影,写測修正","12500,,2500","109.8KM2,103.6KM2",助言13.10.30G0223玉野市,㈱パスコ　岡山支店,"13.10.25
14.03.28",,
岡山県,"真備町,",ほ場整備,"基準点,基準点","2級,,3級","3point,2point",助言13.11.01G0228真備町,㈱ウジョウ,"13.09.21
14.01.31",,
岡山県,"落合町,",ほ場整備,"基準点,基準点,基準点","2級,,3級,,4級","2point,0.2KM2,0.2KM2",助言13.11.01G0233落合町,三栄建設コンサルタント㈱,"13.10.03
14.03.25",,
岡山県,"井原市,",ほ場整備,"基準点,基準点","2級,,4級","2point,",助言13.12.21G0236井原市,復建調査設計㈱　岡山支社,"13.11.01
14.03.29",,
岡山県,"井原市,",ほ場整備,"基準点,基準点","2級,,4級","2point,",助言14.01.10G0237井原市,㈱なんば技研,"13.11.01
14.03.29",,
岡山県,"井原市,",ほ場整備,"基準点,基準点","2級,,4級","1point,",助言13.12.26G0238井原市,新光技術開発㈱,"13.11.01
14.03.29",,
岡山県,"井原市,",ほ場整備,"基準点,基準点","2級,,4級","2point,",助言14.01.10G0239井原市,㈱ウエスコ,"14.01.10
14.03.29",,
岡山県,"山陽町,",都市計画,"カラー撮影,写測修正,数値図化","8000,,2500,,2500","54KM2,34.6KM2,34.6KM2",助言13.11.19G0258山陽町,朝日航洋㈱,"13.11.01
14.03.29",,
岡山県,"和気町,",下水道台帳,"撮影,空三,数値図化","4000,,4000,,500","2.4KM2,7M,0.1KM2",助言13.11.22G0263和気町,㈱パスコ,"13.11.16
14.03.25",,
岡山県,"北房町,",ほ場整備,基準点,2級,3point,助言13.12.03G0276北房町,㈲ナラサキシビルエンジニア,"13.11.13
14.03.20",,
岡山県,"玉野市,",下水道計画,"写測修正,既成図数値化","500,,500","0.4KM2,0.4KM2",助言13.12.03G0278玉野市,㈱パスコ,"13.11.30
14.02.28   ",,
岡山県,"岡山市,",道路計画,"基準点,水準,水準,カラー撮影,空三,座標変換","1級,,3級,,簡級,,4000,,4000","9point,15km,6km,6KM2,21M",助言14.01.10G0304中国地方整備局岡山国道工事事務所,㈱パスコ　岡山支店,"14.01.07
14.04.30",,
岡山県,"倉敷市,",固定資産,カラー撮影,8000,298.1KM2,助言14.01.09G0307倉敷市,アジア航測㈱　岡山営業所,"13.12.25
14.03.31",,
岡山県,"津山市,",ほ場整備,基準点,2級,3point,助言14.01.15G0311岡山県津山地方振興局,アールビーシーコンサルタント㈱,"13.12.14
14.01.31",,
岡山県,"総社市,",ほ場整備,基準点,2級,4point,助言14.01.17G0318総社市土地改良区,光和測量設計㈱,"14.01.15
14.03.01",,
岡山県,"岡山市,",土地区画整,"基準点,基準点","3級,,4級","3point,40point",助言14.01.23G0322岡山市,昭和㈱　岡山営業所,"14.01.21
14.03.31",,
岡山県,"倉敷市,",都市計画,基準点,3級,24point,助言14.01.23G0324倉敷市,㈱なんば技研,"13.11.02
14.03.15",,
岡山県,"美星町,",ほ場整備,"基準点,基準点","2級,,4級","3point,6point",助言14.01.28G0328美星土地改良区,㈱ウジョウ,"13.11.06
14.03.08",,
岡山県,"美星町,",ほ場整備,"基準点,基準点","2級,,4級","3point,4point",助言14.01.28G0329美星土地改良区,㈱ウジョウ,"13.11.06
14.03.08",,
岡山県,"美星町,",土地改良,"基準点,基準点,基準点","2級,,3級,,4級","6point,2point,25point",助言14.02.05G0337美星土地改良区,㈱ウジョウ,"13.11.29
14.03.08",,
