都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,自至時期,備考,2018.01.14修正
北海道,"苫前町,",道路台帳図補正測量,基準点,3級,5point,助言13.10.01A0357留萌開発建設部,北海道測量事業協同組合,"13.10.01
13.10.29",,
北海道,"東神楽町,",東川東神楽旭川線用地測量,基準点,3級,2point,助言13.10.01A0358北海道　旭川土木現業所,日測技研㈱,"13.10.01
13.11.30",,
北海道,"天塩町,",道路敷地測量,基準点,3級,12point,助言13.10.02A0359留萌開発建設部,北海道測量事業協同組合,"13.10.02
13.11.19",,
北海道,"湧別町,",湧別町特環公共下水道,"基準点,基準点","2級,,3級","1point,2point",助言13.10.02A0360北海道　網走土木現業所,㈲中野設計事務所,"13.10.05
13.11.30",,
北海道,"標津町,",海岸保全施設整備標津町,基準点,3級,3point,助言13.10.04A0361北海道　根室支庁,山下コンサルタント㈱,"13.10.04
14.03.15",,
北海道,"佐呂間町,",畑総佐呂間東部地区,基準点,3級,16point,助言13.10.04A0362北海道　網走支庁,㈱ドボク管理,"13.10.04
14.02.08",,
北海道,"岩見沢市,",河川計画岩見沢市,"基準点,基準点","2級,,3級","1point,3point",助言13.10.05A0363北海道　札幌土木現業所,パシフィックコンサルタンツ㈱,"13.10.05
14.03.25",,
北海道,"滝川市,",開拓財産敷地の確定測量,基準点,3級,11point,助言13.10.05A0364北海道　空知支庁,㈲伊藤測量事務所,"13.10.05
13.11.16",,
北海道,"鵡川町,",千歳鵡川線区域測量,基準点,2級,5point,助言13.10.05A0365北海道　室蘭土木現業所,㈲伊藤測量事務所,"13.10.05
14.02.12",,
北海道,"江別市,",野幌高架調査設計１,基準点,3級,12point,助言13.10.10A0366北海道　札幌土木現業所,日本交通技術㈱,"13.10.10
13.11.30",,
北海道,"江別市,",３．３．３０４南大通外,基準点,3級,8point,助言13.10.10A0367北海道　札幌土木現業所,北武コンサルタント㈱,"13.10.10
13.11.30",,
北海道,"千歳市,",用地測量調査千歳市,基準点,3級,3point,助言13.10.10A0368北海道　札幌土木現業所,㈱中田測量,"13.10.10
13.12.20",,
北海道,"豊頃町,",基準点移設豊頃町,"基準点,水準","2級,,2級","1point,2.3km",助言13.10.10A0369帯広開発建設部,㈲佐藤英光測量設計事務所,"13.10.10
13.10.30",,
北海道,"静内町,",古川環境整備工事,"基準点,基準点","2級,,3級","8point,13point",助言13.10.10A0370北海道　室蘭土木現業所,ロイヤルコンサルタント㈱,"13.10.10
13.11.30",,
北海道,"訓子府町,",訓子府津別線交安工事,基準点,3級,4point,助言13.10.10A0371北海道　網走土木現業所,㈱田宮設計事務所,"13.10.10
14.01.30",,
北海道,"沼田町,",中山間農地防災幌新,基準点,3級,8point,助言13.10.10A0372北海道　空知支庁,技研測量設計㈱,"13.10.10
13.12.05",,
北海道,"更別村,",開拓財産測量更別村,"基準点,基準点","2級,,3級","3point,12point",助言13.10.10A0373北海道　十勝支庁,㈱桜井測量,"13.10.10
14.02.19",,
北海道,"秩父別町,",秩父別川局部改良工事,基準点,3級,2point,助言13.10.10A0374北海道　札幌土木現業所,㈱大場測量,"13.10.10
13.10.30",,
北海道,"旭川市,",経緯度標ﾓﾆｭﾒﾝﾄ設置,基準点,1級,1point,助言13.10.10A0375北海道　上川支庁,㈱松村測量設計,"13.10.10
13.10.31",,
北海道,"北村,",道営土地総事業赤川,基準点,3級,42point,助言13.10.10A0376北海道　空知支庁,㈱よしだ設計コンサルタント,"13.10.10
13.11.20",,
北海道,"幌延町,",幌延町地図情報データベース作成,"カラー撮影,カラー撮影,数値図化,数値図化,写真図,写真図","10000,,4500,,1000,,500,,5000,,500","148KM2,8.1KM2,2.4KM2,1.2KM2,270KM2,3.6KM2",助言13.10.12A0377幌延町,㈱八州,"13.10.12
14.03.25",,
北海道,"札幌市,石狩市,",地盤変動調査,水準,1級,34.1km,助言13.10.11A0378北海道立地質研究所,大東測地㈱,"13.10.11
14.02.28",,
北海道,"八雲町,",河川改修工事,"カラー撮影,写測図化","8000,,1000","25.5KM2,1.5KM2",助言13.10.12A0379北海道　函館土木現業所,和光技研㈱,"13.10.12
13.12.20",,
北海道,"士別市,",西風連士別線外局改工事,基準点,3級,3point,助言13.10.12A0380北海道　旭川土木現業所,㈲小田島測量設計,"13.10.12
13.10.31",,
北海道,"深川市,",用水路改修深川市,基準点,3級,6point,助言13.10.15A0381北海道　空知支庁,㈱ルーラルエンジニア,"13.10.15
13.11.30",,
北海道,"旭川市,",かんがい排水基北地区,基準点,3級,13point,助言13.10.15A0382北海道　上川支庁,㈲小田島測量設計,"13.10.15
14.01.31",,
北海道,"札幌市,",豊平川区域測量,基準点,3級,9point,助言13.10.15A0383北海道　札幌土木現業所,新生測量設計㈱,"13.10.22
14.01.30",,
北海道,"泊村,",道路台帳整備泊村,基準点,3級,2point,助言13.10.15A0384小樽開発建設部,㈱ドボク管理,"13.10.15
13.11.15",,
北海道,"椴法華村,",道路敷地調査椴法華村,"基準点,基準点","1級,,3級","3point,3point",助言13.10.15A0385北海道　函館土木現業所,和光技研㈱,"13.10.15
13.12.10",,
北海道,"常呂町,",漁港敷地図ｻﾛﾏ湖,"基準点,基準点","2級,,3級","3point,3point",助言13.10.15A0386網走開発建設部,大起コンサルタント㈱,"13.10.15
14.01.31",,
北海道,"鷹栖町,",鷹栖末広通局部改良工事,"基準点,基準点","3級,,4級","1point,1point",助言13.10.17A0387北海道　旭川土木現業所,カワムラ測量設計㈱,"13.10.17
13.11.15",,
北海道,"新篠津村,",新沼２期地区農業用用水路,基準点,3級,11point,助言13.10.17A0388北海道　石狩支庁,㈱田西設計コンサル,"13.10.17
14.03.08",,
北海道,"本別町,",畑総東美里別地区,基準点,3級,20point,助言13.10.17A0389北海道　十勝支庁,㈱帝国設計事務所,"13.10.17
14.02.28",,
北海道,"中川町,",道道遠別中川線道路改良,基準点,3級,2point,助言13.10.18A0390北海道　旭川土木現業所,㈱グリーン土木開発,"13.10.18
13.12.01",,
北海道,"富良野市,",奈江富良野線,"基準点,基準点","3級,,4級","1point,1point",助言13.10.18A0391北海道　旭川土木現業所,㈱石田測量事務所,"13.10.18
13.11.15",,
北海道,"剣淵町,",温根別剣淵停車場線,"基準点,基準点","3級,,4級","2point,2point",助言13.10.18A0392北海道　旭川土木現業所,㈱協和設計測量,"13.10.18
13.12.14   ",,
北海道,"北見市,",道路台帳作成一般国道39号,基準点,2級,6point,助言13.10.23A0393網走開発建設部,シモクニ技術㈱,"13.10.23
13.11.20",,
北海道,"遠別町,",道路計画遠別町,基準点,3級,13point,助言13.10.23A0394北海道　留萌支庁,内外エンジニアリング㈱,"13.10.23
14.03.11",,
北海道,"松前町,",事業用地確定松前町,基準点,3級,10point,助言13.10.23A0395北海道　渡島支庁,道南測量設計㈱,"13.10.23
14.03.07",,
北海道,"小清水町,",国営畑地帯総合土地改良,"基準点,水準","3級,,3級","25point,18.2km",助言13.10.23A0396網走開発建設部,㈱フロンティア技研,"13.10.23
13.11.26",,
北海道,"小清水町,",国営畑地帯総合土地改良,"基準点,水準","3級,,3級","29point,7.7km",助言13.10.23A0397網走開発建設部,㈱三幸測量設計社,"13.10.23
13.11.26",,
北海道,"小清水町,",畑地帯総合土地改良,"基準点,水準","3級,,3級","11point,4km",助言13.10.23A0398網走開発建設部,北王コンサルタント㈱,"13.10.23
13.10.31",,
北海道,"小清水町,",畑地帯総合土地改良,"基準点,水準","3級,,3級",29point,助言13.10.23A0399網走開発建設部,太陽コンサルタンツ㈱,"13.10.23
13.11.16",,
北海道,"小清水町,",畑地帯総合土地改良,"基準点,水準","3級,,3級","26point,14.3km",助言13.10.23A0400網走開発建設部,㈱アルト技研,"13.10.23
13.10.31",,
北海道,"小清水町,",国営畑地帯総合土地改良,"基準点,水準","3級,,3級","24point,12.4km",助言13.10.23A0401網走開発建設部,㈱フロンティア技研,"13.10.23
13.11.30",,
北海道,"岩見沢市,",用水路整備岩見沢市,基準点,3級,16point,助言13.10.23A0402北海道　空知支庁,嵯峨測量設計㈱,"13.10.23
14.02.28",,
北海道,"東川町,東神楽町,美瑛町,",ダム計画,"カラー撮影,写測図化,写測修正","12500,,5000,,2500","71.4KM2,29.7KM2,13KM2",助言13.10.29A0403旭川開発建設部,㈱日興ジオテック,"13.10.29
14.02.05",,
北海道,"池田町,本別町,",河川計画,写測図化,2500,41.2KM2,助言13.10.29A0404帯広開発建設部,日測技研㈱,"13.10.29
14.02.18",,
北海道,"千歳市,",道路計画支笏湖線,"基準点,基準点,基準点","2級,,3級,,4級","2point,5point,23point",助言13.10.24A0405北海道　札幌土木現業所,沼田測量設計㈱,"13.10.29
14.01.30",,
北海道,"士別市,",ﾁｭｰﾌﾞｽ川河川区域調査,基準点,2級,3point,助言13.10.26A0406北海道　旭川土木現業所,㈱アサヒ建設コンサルタント,"13.10.26
14.01.31",,
北海道,"札幌市,",地盤沈下状況のは握,水準,1級,48.8km,助言13.10.26A0407札幌市,㈱中田測量,"13.10.26
14.02.28",,
北海道,"美唄市,",確定測量,基準点,3級,2point,助言13.10.26A0408美唄市,㈱空知コンサルタント,"13.10.26
13.12.25",,
北海道,"増毛町,",砂防計画,数値図化,2500,9.3KM2,助言13.10.29A0409北海道　留萌土木現業所,㈱シン技術コンサル,"13.10.29
14.03.20",,
北海道,"留辺蘂町,",総合計画,カラー撮影,12500,360.4KM2,助言13.10.29A0410留辺蘂町,㈱シン技術コンサル,"13.10.29
14.03.20",,
北海道,"中札内村,帯広市,",河川計画,"空三,数値図化,水準","12500,,2500,,簡級","23M,36.7KM2,19.8km",助言13.10.31A0411帯広開発建設部,㈱シン技術コンサル,"13.10.31
14.03.01",,
北海道,"増毛町,浜益村,",砂防計画,"数値図化,水準,空三","2500,,簡級,,15000","9.4KM2,7.5km,8M","助言13.10.31A0412
北海道　留萌土木現業所",北武コンサルタント㈱,"13.10.31
14.03.20",,
北海道,"妹背牛町,",国営北空知土地改良事業,基準点,3級,1point,助言13.10.30A0413札幌開発建設部,㈱北海道朝日航洋,"13.10.30
14.01.21",,
北海道,"猿払村,",一般国道238号猿払村,基準点,3級,3point,助言13.10.30A0414稚内開発建設部,北陽測量設計㈱,"13.10.30
13.11.16",,
北海道,"美唄市,",道々開発茶志内線特１工事,基準点,3級,3point,助言13.10.30A0415北海道　札幌土木現業所,北海航測㈱,"13.11.10
13.12.20",,
北海道,"千歳市,",道路計画図作成千歳市,基準点,3級,2point,助言13.10.30A0416北海道　札幌土木現業所,パブリックコンサルタント㈱,"13.10.30
13.12.10",,
北海道,"恵山町,",道路改良計画,基準点,3級,5point,助言13.10.30A0417北海道　函館土木現業所,㈱シビテック,"13.10.30
14.01.31",,
北海道,"湧別町,",遠軽芭露線道路敷地調査,基準点,3級,6point,助言13.10.30A0418北海道　網走土木現業所,㈲網走測量設計社,"13.10.30
14.01.21",,
北海道,"深川市,",砂防工事に伴う用地測量,基準点,3級,7point,助言13.11.02A0419北海道　札幌土木現業所,協立測量設計㈱,"13.11.02
13.11.26",,
北海道,"美唄市,",河川計画美唄市,基準点,3級,2point,助言13.11.02A0420北海道　札幌土木現業所,㈱牧野測量,"13.11.05
14.03.25",,
北海道,"深川市,",土地総調査設計１,基準点,3級,20point,助言13.11.02A0421北海道　空知支庁,㈱総合防災センター,"13.11.02
13.12.10",,
北海道,"北竜町,",土地総和調査設計１,基準点,3級,30point,助言13.11.02A0422北海道　空知支庁,㈱北開測地,"13.11.02
13.11.30",,
北海道,"豊頃町,",農道調査測量豊頃町,基準点,3級,10point,助言13.11.02A0423北海道　十勝支庁,アラヤ総合設計㈱,"13.11.02
14.03.20",,
北海道,"士幌町,",畑総事業農道整備,基準点,3級,6point,助言13.11.02A0424北海道　十勝支庁,東和工研㈱,"13.11.02
14.03.25",,
北海道,"美深町,",用地測量美深町,基準点,3級,5point,助言13.11.02A0425旭川開発建設部,新栄コンサルタント㈱,"13.11.02
14.01.11",,
北海道,"白老町,",都市計画,"カラー撮影,空三,数値図化","10000,,10000,,2500","62.2KM2,33M,7.8KM2",助言13.10.31A0426白老町,㈱シン技術コンサル,"13.10.31
14.02.08",,
北海道,"富良野市,",林相の調査研究,カラー撮影,25000,423.5KM2,助言13.11.01A0427東京大学附属演習林北海道演習林,㈱航空測量センター,"13.11.01
13.12.28",,
北海道,"美瑛町,",道道十勝岳温泉美瑛線,基準点,3級,3point,助言13.11.05A0428北海道　旭川土木現業所,㈱グリーン土木開発,"13.11.05
13.12.01",,
北海道,"佐呂間町,",河川計画佐呂間町,基準点,3級,13point,助言13.11.05A0429北海道　網走土木現業所,㈱巴設計,"13.11.05
14.01.30",,
北海道,"厚沢部町,",中山間厚沢部地区１,基準点,3級,8point,助言13.11.05A0430北海道　檜山支庁,北海航測㈱,"13.11.05
14.02.01",,
北海道,"札幌市,",北の沢川砂防工事,基準点,3級,2point,助言13.11.05A0431北海道　札幌土木現業所,蟻戸測量設計㈱,"13.11.05
14.02.25",,
北海道,"北見市,",河川管理北見市西部,基準点,2級,1point,助言13.11.05A0432北見市,㈱山腰測量設計事務所,"13.11.05
13.11.30",,
北海道,"虻田町,",砂防計画虻田町,基準点,3級,2point,助言13.11.05A0433北海道　室蘭土木現業所,㈱シン技術コンサル,"13.11.05
13.11.30",,
北海道,"上磯町,",上磯厚沢部線局改工事,基準点,3級,1point,助言13.11.08A0434北海道　函館土木現業所,㈱シー・イー・サービス,"13.11.08
14.01.31",,
北海道,"本別町,",明渠排水調査,"基準点,水準","3級,,4級","8point,1.3km",助言13.11.08A0435北海道　十勝支庁,平田技術コンサルタント㈱,"13.11.08
14.01.31",,
北海道,"士幌町,",畑地帯総合整備事業士幌町,基準点,3級,7point,助言13.11.08A0436北海道　十勝支庁   ,北王コンサルタント㈱,"13.11.08
14.03.25",,
北海道,"幕別町,",国営かんがい排水事業,基準点,3級,11point,助言13.11.08A0437帯広開発建設部,太陽コンサルタンツ㈱,"13.11.08
13.12.11",,
北海道,"幕別町,",国営かんがい排水事業西２号,基準点,3級,18point,助言13.11.08A0438帯広開発建設部,サンスイコンサルタント㈱,"13.11.08
14.02.04",,
北海道,"浦臼町,",道路計画一般国道275号,基準点,2級,2point,助言13.11.09A0439札幌開発建設部,㈱三友コンサルタント,"13.11.12
13.12.07",,
北海道,"北見市,",上常呂左岸築堤工事,基準点,3級,1point,助言13.11.12A0440網走開発建設部,㈱ドボク管理,"13.11.12
13.11.30",,
北海道,"当別町,",材木川局部改良工事,基準点,3級,3point,助言13.11.12A0441北海道　札幌土木現業所,フキタ測量設計㈱,"13.11.16
14.02.25",,
北海道,"浦臼町,",農道の用地測量,基準点,3級,1point,助言13.11.12A0442北海道　空知支庁,アラヤ総合設計㈱,"13.11.12
13.11.20",,
北海道,"網走市,斜里町,",検潮所球分体水準測量,水準,1級,39.1km,助言13.11.09A0443網走開発建設部,ライトハウス コンサルタンツ㈱,"13.11.09
13.12.10",,
北海道,"占冠村,",占冠その１地区境界確認,基準点,2級,4point,助言13.11.09A0444日本道路公団　帯広工事事務所,明成コンサルタント㈱,"13.11.09
13.11.30",,
北海道,"生田原町,",国営かんがい排水事業,基準点,3級,17point,助言13.11.09A0445網走開発建設部,太陽コンサルタンツ㈱,"13.11.09
14.03.15",,
北海道,"美唄市,",我路災害関連緊急地すべり,基準点,3級,6point,助言13.11.09A0446北海道　札幌土木現業所,平田技術コンサルタント㈱,"13.11.12
14.01.28",,
北海道,"北檜山町,",農地管理,"カラー撮影,空三","10000,,10000","321.2KM2,217M",助言13.11.12A0447北檜山町,北海航測㈱,"13.11.12
14.03.15",,
北海道,"厚岸町,釧路町,",道路計画,"カラー撮影,空三,水準","12500,,12500,,簡級","53KM2,16M,17km",助言13.11.12A0448釧路開発建設部,㈱ダイヤコンサルタント,"13.11.12
14.03.20",,
北海道,"今金町,",土地改良利別川一期地区,基準点,3級,8point,助言13.11.13A0449函館開発建設部,パブリックコンサルタント㈱,"13.11.15
14.01.18",,
北海道,"札幌市,",公共基準点の設置,基準点,2級,7point,助言13.11.13A0450札幌市,大東測地㈱,"13.11.13
14.02.19",,
北海道,"北見市,",河川台帳作成常呂川,基準点,3級,5point,助言13.11.13A0451網走開発建設部,㈲興測設計事務所,"13.11.15
14.02.21",,
北海道,"南茅部町,",道路計画,"基準点,基準点","2級,,3級","4point,6point",助言13.11.19A0452函館開発建設部,道南測量設計㈱,"13.11.19
14.03.18",,
北海道,"留寿都村,",農業集落排水事業,基準点,3級,2point,助言13.11.19A0453留寿都村,内外エンジニアリング㈱,"13.11.20
13.12.20",,
北海道,"妹背牛町,",増毛稲田線区域測量,"基準点,基準点","2級,,3級","1point,6point",助言13.11.19A0454北海道　札幌土木現業所,㈱深沢測量事務所,"13.11.26
14.02.18",,
北海道,"北見市,",道路計画北見常呂線,基準点,3級,2point,助言13.11.19A0455北海道　網走土木現業所,北林測量㈱,"13.11.19
14.01.31",,
北海道,"千歳市,",道路計画舞鶴追分線,"基準点,基準点","3級,,4級","5point,33point",助言13.11.19A0456北海道　札幌土木現業所,蟻戸測量設計㈱,"13.11.20
14.03.15",,
北海道,"雨竜町,",道路計画江部乙雨竜線,"基準点,基準点,基準点","2級,,3級,,4級","2point,3point,17point",助言13.11.19A0457北海道　札幌土木現業所,㈱中田測量,"13.11.20
14.02.25",,
北海道,"上磯町,木古内町,",道路計画,"カラー撮影,空三,水準,写測図化","8000,,8000,,簡級,,1000","27KM2,20M,6.5km,3KM2",助言13.11.19A0458函館開発建設部　函館道路事務所,朝日航洋㈱,"13.11.19
14.03.26",,
北海道,"厚岸町,",用地測量厚岸町,基準点,3級,2point,助言13.11.19A0459釧路開発建設部,㈲金子設計事務所,"13.11.19
13.12.17",,
北海道,"旭川市,比布町,当麻町,東川町,東神楽町,名寄市,",河川計画,"写測修正,数値図修正","2500,,2500","49.7KM2,19.7KM2",助言13.11.20A0460旭川開発建設部,㈱シン技術コンサル,"13.11.20
14.02.28",,
北海道,"浦幌町,中札内村,更別村,忠類村,大樹町,広尾町,",道路計画,"カラー撮影,空三,水準,数値図化,カラー撮影","12500,,12500,,簡級,,2500,,25000","33KM2,7M,6.5km,6KM2,304KM2",助言13.11.27A0461帯広開発建設部,㈱八州,"13.11.27
14.03.18",,
北海道,"長沼町,",土地総西長沼第２二期,基準点,3級,8point,助言13.11.22A0462北海道　空知支庁,拓新エンジニア㈱,"13.11.22
14.02.20",,
北海道,"登別市,",都市計画・森林計画,"数値図化,編集","2500,,5000","54KM2,107KM2",助言13.11.27A0463登別市,北海航測㈱,"13.11.27
14.03.15",,
北海道,"雨竜町,",土地総瑞穂調査２,基準点,3級,11point,助言13.11.27A0464北海道　空知支庁,嵯峨測量設計㈱,"13.11.27
14.01.30",,
北海道,"端野町,",畑総端野第２地区,基準点,3級,4point,助言13.11.28A0465北海道　網走支庁,㈱帝国設計事務所,"13.11.28
14.03.20",,
北海道,"釧路町,標茶町,",河川計画,"撮影,空三,水準,数値図化","12500,,12500,,簡級,,2500","202.7KM2,61M,47km,41.1KM2",助言13.11.28A0466釧路開発建設部,日測技研㈱,"13.11.28
14.03.18",,
北海道,"富良野市,",道路計画富良野市,"基準点,基準点","2級,,4級","15point,210point",助言13.11.28A0467旭川開発建設部,㈱土木技術コンサルタント,"13.11.28
14.02.15",,
北海道,"池田町,",利別川右岸利別築堤外,基準点,3級,2point,助言13.12.04A0468帯広開発建設部,北海道測量事業協同組合,"13.12.04
13.12.20",,
北海道,"江差町,",中山間北前船の里地区,基準点,3級,3point,助言13.12.04A0469北海道　檜山支庁,大地コンサルタント㈱,"13.12.04
14.03.20",,
北海道,"常呂町,",常呂海岸海岸保全,基準点,3級,4point,助言13.12.04A0470北海道　網走土木現業所,平田技術コンサルタント㈱,"13.12.04
14.03.25",,
北海道,"芦別市,",道路計画旭川芦別線,"基準点,基準点","3級,,4級","4point,20point",助言13.12.04A0471北海道　札幌土木現業所,北海航測㈱,"13.12.04
14.03.15",,
北海道,"清里町,",総合土地改良ﾊﾟｲﾛｯﾄ事業,"基準点,水準","3級,,3級","26point,18.2km",助言13.12.04A0472網走開発建設部,サンスイコンサルタント㈱,"13.12.04
14.01.31",,
北海道,"清里町,",総合土地改良ﾊﾟｲﾛｯﾄ事業,"基準点,水準","3級,,3級","61point,28km",助言13.12.04A0473網走開発建設部,太陽コンサルタンツ㈱,"13.12.04
14.01.31",,
北海道,"清里町,",国営かんがい排水事業,"基準点,水準","3級,,3級","27point,9.9km",助言13.12.04A0474網走開発建設部,㈱フロンティア技研,"13.12.04
13.12.25",,
北海道,"下川町,美深町,黒松内町,豊浦町,蘭越町,",森林計画,写真図,5000,270.2KM2,助言13.12.06A0475北海道,北海航測㈱,"13.12.26
14.03.15",,
北海道,"士幌町,",道路計画士幌町,基準点,2級,2point,助言13.12.06A0476北海道　帯広土木現業所,日測技研㈱,"13.12.06
13.12.20",,
北海道,"清里町,",畑地帯総合土地改良,"基準点,水準","3級,,3級","38point,13.7km",助言13.12.06A0477網走開発建設部,㈱ドボク管理,"13.12.06
14.01.31",,
北海道,"七飯町,大野町,上磯町,木古内町,知内町,",鉄道計画,カラー撮影,4000,34km,助言13.12.06A0478日本鉄道建設公団　札幌工事事務所,東武計画㈱,"13.12.06
13.12.17",,
北海道,"砂川市,",中山間一の沢調査設計３,基準点,3級,3point,助言13.12.10A0479北海道　空知支庁,㈱前谷土木設計事務所,"13.12.10
14.01.21",,
北海道,"積丹町,",美国川改修工事,基準点,3級,7point,助言13.12.11A0480北海道　小樽土木現業所,北武コンサルタント㈱,"13.12.11
14.03.20",,
北海道,"紋別市,",検潮所球分体調査,水準,1級,4.2km,"助言13.12.11A0481網走開発建設部　紋別港湾建設事務
所",㈱オホーツク設計,"13.12.11
14.02.08",,
北海道,"訓子府町,",用地測量訓子府町,基準点,3級,3point,助言13.12.19A0482北海道　網走土木現業所,㈱村越工務所,"13.12.19
14.03.11",,
北海道,"鵡川町,",かんがい排水事業,基準点,3級,7point,助言13.12.19A0483北海道　胆振支庁,㈱桜井測量,"13.12.19
14.03.25",,
北海道,"北広島市,",道路計画仁別大曲線,"基準点,基準点","2級,,3級","1point,6point",助言13.12.19A0484北海道　札幌土木現業所,和光技研㈱,"13.12.20
14.03.20",,
北海道,"北広島市,",道路計画仁別大曲線,"基準点,基準点,基準点","2級,,3級,,4級","1point,6point,22point",助言13.12.19A0485北海道　札幌土木現業所,㈱ズコーシャ,"13.12.20
14.03.20",,
北海道,"今金町,",土地改良今金町,"基準点,基準点","2級,,3級","7point,7point",助言13.12.19A0486函館開発建設部,北海道測量事業協同組合,"13.12.19
14.03.18",,
北海道,"由仁町,",土地改良由仁町,"基準点,基準点","3級,,4級","5point,6point",助言13.12.19A0487北海道　空知支庁,北海道調査補償㈱,"13.12.19
13.12.21",,
北海道,"清里町,",土地改良ﾊﾟｲﾛｯﾄ事業,"基準点,水準","3級,,3級","13point,7.9km",助言13.12.19A0488網走開発建設部,㈱三幸測量設計社,"13.12.19
14.01.31",,
北海道,"清里町,",土地改良ﾊﾟｲﾛｯﾄ事業,"基準点,水準","3級,,3級","21point,11.8km",助言13.12.19A0489網走開発建設部,㈱ズコーシャ,"13.12.19
14.02.25",,
北海道,"沼田町,",土地総担い手育成事業,基準点,3級,6point,助言13.12.19A0490北海道　空知支庁,㈱本山測量設計,"13.12.19
14.02.20",,
北海道,"音更町,",保安林境界測量,基準点,3級,6point,助言13.12.19A0491音更町,㈲スガワラ測量設計,"13.12.19
14.01.31",,
北海道,"瀬棚町,",敷地確定瀬棚町,基準点,3級,3point,助言13.12.19A0492函館開発建設部,建基コンサルタント㈱,"13.12.19
14.01.31",,
北海道,"恵庭市,",道路計画恵庭栗山線,"基準点,基準点","3級,,4級","5point,12point",助言13.12.21A0493北海道　札幌土木現業所,開成コンサルタント㈱,"13.12.25
14.03.20",,
北海道,"栗山町,",栗山幹線用水路設計等,基準点,3級,2point,助言13.12.21A0494札幌開発建設部,冨洋設計㈱,"13.12.21
13.12.25",,
北海道,"常呂町,",湛水防除共立川東地区,基準点,2級,2point,助言13.12.25A0495北海道　網走支庁,㈲網走測量設計社,"13.12.25
14.03.08",,
北海道,"椴法華村,",敷地確定椴法華村,基準点,3級,2point,助言13.12.25A0496函館開発建設部,㈱佐川測量社,"13.12.25
14.01.31",,
北海道,"知内町,",土地改良知内町,基準点,3級,5point,助言13.12.25A0497北海道　渡島支庁,㈱矢本測量,"13.12.25
14.01.12",,
北海道,"紋別市,",河川計画渚滑川,基準点,3級,9point,助言13.12.25A0498網走開発建設部,㈱三友コンサルタント,"13.12.25
14.02.12",,
北海道,"東川町,美瑛町,",砂防計画,数値図化,2500,61.2KM2,助言13.12.28A0499旭川開発建設部,㈱アサヒ建設コンサルタント,"13.12.14
14.03.13",,
北海道,"東川町,美瑛町,",砂防計画,数値図化,2500,57.5KM2,助言13.12.28A0500旭川開発建設部,㈱シン技術コンサル,"13.12.14
14.03.13",,
北海道,"伊達市,室蘭市,",歩道調査,基準点,3級,1point,助言13.12.28A0501室蘭開発建設部,道建コンサルタント㈱,"14.01.07
14.01.21",,
北海道,"知内町,上磯町,木古内町,",鉄道計画,"空三,写測図化","4000,,500","9M,0.4KM2",助言13.12.28A0502日本鉄道建設公団 札幌工事事務所,朝日航洋㈱,"13.11.22
14.03.01",,
北海道,"滝川市,",道路不用物件測量,基準点,3級,6point,助言13.12.28A0503札幌開発建設部,丸善設計興業㈱,"13.12.28
14.03.05",,
北海道,"釧路町,厚岸町,",道路計画,"数値図化,既成図数値化","2500,,2500","16.4KM2,3KM2",助言14.01.09A0504釧路開発建設部,㈱八州,"14.01.08
14.03.26",,
北海道,"上磯町,",大野上磯線交安工事,基準点,3級,6point,助言14.01.15A0505北海道　函館土木現業所,新生測量設計㈱,"14.01.15
14.01.31",,
北海道,"厚真町,",排水路設計,"基準点,基準点","2級,,3級","2point,10point",助言14.01.15A0506室蘭開発建設部,クリエイト設計㈱,"14.01.15
14.03.20",,
北海道,"追分町,",国営かんがい排水事業,"空三,水準,その他,写測図化,その他","20000,,簡級,,20000,,5000,,5000","14M,30km,10point,67KM2,67KM2","助言14.01.21A0507室蘭開発建設部　胆振東部農業開発
事業所",㈱北海道朝日航洋,"14.01.21
14.03.15",,
北海道,"松前町,",敷地確定松前町,基準点,3級,3point,助言14.01.16A0508函館開発建設部,川端測量設計㈱,"14.01.16
14.02.07",,
北海道,"恵庭市,",恵庭栗山線用地測量,基準点,3級,1point,助言14.01.21A0509北海道　札幌土木現業所,㈲馬追エンジニアリング,"14.01.21
14.03.15",,
北海道,"七飯町,",道路計画七飯町,"基準点,基準点","2級,,3級","7point,4point",助言14.01.22A0510函館開発建設部,㈱ノース技研,"14.01.25
14.03.18",,
北海道,"白老町,",歩道拡幅,基準点,2級,5point,助言14.01.22A0511室蘭開発建設部　室蘭道路事務所,㈱メイセイ・エンジニアリング,"14.01.28
14.02.08",,
北海道,"千歳市,",長都川局部改良工事,基準点,3級,1point,助言14.01.22A0512北海道　札幌土木現業所,紺谷測量㈱,"14.01.25
14.02.25",,
北海道,"美幌町,",網走川美幌右岸河川境界,"基準点,基準点","2級,,3級","1point,8point",助言14.01.25A0513網走開発建設部,嵯峨測量設計㈱,"14.01.25
14.02.21",,
北海道,"穂別町,",一般国道274号用地測量,基準点,3級,6point,助言14.01.30A0514室蘭開発建設部,北海道測量事業協同組合,"14.01.29
14.02.08",,
北海道,"追分町,",国営かんがい排水事業,基準点,2級,2point,助言14.01.30A0515室蘭開発建設部,アルスマエヤ㈱,"14.01.30
14.03.28",,
北海道,"羽幌町,",羽幌港検潮観測,水準,1級,1point,助言14.02.01A0516留萌開発建設部,小杉測量設計㈱,"14.02.01
14.02.28",,
