都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,付図番号
北海道,"江差町,",道路計画,"撮影,写測図化","8000,,1000","10.9KM2,2.1KM2",函館開発建設部助言030514A0065,(株)パスコ,"03.05.18,03.08.30",
北海道,"北見市,端野町,",道路計画,撮影,8000,50.4KM2,網走開発建設部助言030529A0121,(株)パスコ,"03.05.10,03.06.29",
北海道,"稚内市,猿払村,",道路計画,"撮影,写測図化","12500,,2500","19.8KM2,5.2KM2",稚内開発建設部助言030709A0286,(株)パスコ,"03.07.25,03.11.30",
北海道,"夕張市,",道路計画,"撮影,写測図化","12500,,2500","16.5KM2,5.1KM2",室蘭開発建設部助言030730A0343,(株)パスコ,"03.07.31,03.11.27",
北海道,"白糠町,",道路計画,"撮影,写測図化","8000,,1000","15.0KM2,0.9KM2",釧路開発建設部助言030820A0381,(株)パスコ,"03.08.09,03.11.30",
北海道,"静内町,三石町,",道路計画,"撮影,写測図化","12500,,2500","23.1KM2,2.3KM2",室蘭開発建設部助言030820A0383,(株)パスコ,"03.08.12,03.11.27",
北海道,"稚内市,",道路計画,"撮影,写測図化","8000,,1000","8.2KM2,0.8KM2",稚内開発建設部助言030907A0418,(株)パスコ,"03.09.10,04.02.20",911639
北海道,"蘭越町,ニセコ町,倶知安町,",道路計画,"撮影,撮影,写測図化,写測修正","25000,,20000,,5000,,5000","75.0KM2,110.0KM2,4.5KM2,22.4KM2",小樽開発建設部助言031105A0555,(株)パスコ,"03.10.10,04.02.05",912102
北海道,"忠類村,大樹町,広尾町,",道路計画,撮影,12500,57.8KM2,帯広開発建設部助言031112A0565,(株)パスコ,"03.10.19,04.02.24",912179
北海道,"旭川市,芦別市,上川町,",道路計画,"撮影,写測図化,写測図化","12500,,2500,,1000","42.6KM2,11.1KM2,6.4KM2",旭川開発建設部助言031121A0580,(株)パスコ,"03.10.14,04.02.27",912263
北海道,"興部町,佐呂間町,",道路計画,"撮影,空三,撮影,空三","8000,,8000,,12500,,12500","4.1KM2,3M,19.8KM2,6M",北海道開発局網走開発建設部助言031216A0600,(株)パスコ,"03.11.28,04.02.15",
北海道,"北見市,",都市計画,"撮影,撮影,写測図化","12500,,20000,,2500","303.0KM2,240.0KM2,73.0KM2",北海道北見市助言030821A0388,アジア航測(株),"03.07.24,04.07.22",911334
北海道,"女満別町,",上下水道,"撮影,空三,写測図化,写測修正","8000,,8000,,1000,,1000","30.0KM2,25M,9.0KM2,4.0KM2",北海道女満別町助言030902A0408,アジア航測(株),"03.09.02,04.02.29",911496
北海道,"厚真町,",都市計画,"撮影,写測図化,写測修正","12500,,2500,,2500","188.0KM2,3.7KM2,69.7KM2",北海道厚真町助言030403A0001,シン航空写真(株),"03.04.10,03.12.31",910014
北海道,"江差町,木古内町,",道路計画,撮影,25000,279.3KM2,函館開発建設部助言030513A0050,シン航空写真(株),"03.05.18,03.08.20",910201
北海道,"札幌市,",札幌市現況図作成,"撮影,写測図化","4000,,500","21.8KM2,3.5KM2",北海道札幌市助言030520A0086,"シン航空写真(株),ロイヤル測量設計(株)","03.05.25,03.12.20",910231
北海道,"室蘭市,",道路計画,撮影,8000,10.9KM2,室蘭開発建設部助言030722A0321,シン航空写真(株),"03.07.24,03.09.24",
北海道,"豊浦町,",道路計画,"撮影,写測図化","12500,,2500","16.5KM2,6.9KM2",室蘭開発建設部助言030905A0415,シン航空写真(株),"03.09.09,04.01.13",
北海道,"苫小牧市,",都市計画,"撮影,写測修正","12500,,2500","110.0KM2,20.5KM2",北海道苫小牧市助言030930A0461,シン航空写真(株),"03.09.30,04.02.17",911741
北海道,"白老町,",都市計画,"撮影,写測図化,写測修正","12500,,2500,,2500","195.0KM2,42.7KM2,82.2KM2",北海道白老町助言031105A0550,シン航空写真(株),"03.10.31,05.06.30",912098
北海道,"島牧村,",総合計画,"撮影,写測図化","8000,,1000","72.2KM2,5.3KM2",北海道島牧村助言030507A0022,"大橋調査(株),(株)八州","03.05.20,04.03.10",910132
北海道,"浦河町,",集落排水事業計画,"撮影,写測図化,写測修正","12500,,2500,,2500","18.5KM2,1.5KM2,4.0KM2",北海道浦河町助言030507A0023,北海航測(株),"03.04.24,03.07.12",
北海道,"上砂川町,奈井江町,",国営かんがい排水事業実施設計,"撮影,写測図化,写測修正,写測図化","8000,,1000,,1000,,2500","50.2KM2,1.3KM2,0.3KM2,5.8KM2",札幌開発建設部助言030604A0160,北海航測(株),"03.05.21,03.08.31",910484
北海道,"湧別町,",諸事業計画の為,"撮影,写測図化","8000,,1000","15.4KM2,8.0KM2",北海道湧別町助言030624A0210,北海航測(株),"03.05.01,03.09.30",910688
北海道,"大樹町,",都市計画,"撮影,撮影,写測図化,写測修正","4000,,10000,,2500,,2500","2.4KM2,51.0KM2,4.9KM2,19.2KM2",北海道大樹町助言030709A0285,北海航測(株),"03.05.20,03.11.20",910891
北海道,"津別町,",林業構造改善事業,"撮影,写真図","20000,,5000","609.8KM2,191.2KM2",津別町森林組合助言030808A0350,北海航測(株),"03.06.11,03.12.25",911225
北海道,"上士幌町,",下水道計画,"撮影,撮影,写測図化","4000,,12500,,2500","7.7KM2,20.7KM2,10.9KM2",北海道上士幌町助言030920A0446,北海航測(株),"03.08.23,03.12.16",911666
北海道,"知内町,",土地改良,撮影,25000,120.5KM2,函館開発建設部函館農業事務所助言030924A0455,北海航測(株),"03.09.13,04.01.31",911696
北海道,"中頓別町,",国営土地改良事業の調査計画,"撮影,写測図化","5000,,1000","24.0KM2,1.5KM2",稚内開発建設部助言031002A0466,北海航測(株),"03.07.26,03.11.15",
北海道,"紋別市,",林業構造改善事業,"撮影,写真図","20000,,5000","577.0KM2,115.0KM2",北海道紋別市助言031119A0575,北海航測(株),"03.10.02,04.03.19",912220
北海道,"北見市,訓子府町,",農地再編パイロット事業計画,撮影,8000,107.5KM2,網走開発建設部助言031203A0591,北海航測(株),"03.09.26,03.12.24",912377
北海道,"三石町,",下水道計画,"撮影,写測図化,空三","12500,,2500,,12500","11.5KM2,3.0KM2,5M",北海道三石町助言040127A0613,北海航測(株),"03.11.01,04.03.14",
北海道,"様似町,",下水道計画,"撮影,写測図化","12500,,2500","11.5KM2,3.7KM2",北海道様似町助言040131A0614,北海航測(株),"03.11.01,04.03.27",
北海道,"美幌町,",道路計画,"撮影,写測図化","8000,,1000","10.8KM2,1.7KM2",網走開発建設部助言030604A0153,三和航測(株),"03.05.16,03.08.23",
北海道,"札幌市,",ダム管理,"撮影,写測図化,編集","20000,,5000,,5000","50.6KM2,9.2KM2,4.0KM2",石狩川開発建設部豊平川ダム統合管理事務所助言030920A0444,三和航測(株),"03.08.30,03.12.27",911664
北海道,"帯広市,音更町,士幌町,新得町,芽室町,中札内村,大樹町,池田町,豊頃町,本別町,浦幌町,",河川管理,撮影,12500,977.0KM2,帯広開発建設部助言031023A0506,三和航測(株),"03.10.05,04.01.22",911957
北海道,"今金町,",農道台帳図作成,"撮影,写測図化","8000,,1000","28.0KM2,1.6KM2",北海道桧山支庁助言030716A0296,ロイヤル測量設計(株),"03.05.30,03.12.10",
北海道,"名寄市,中頓別町,歌登町,風連町,下川町,美深町,音威子府村,中川町,長万部町,寿都町,黒松内町,蘭越町,ニセコ町,倶知安町,共和町,岩内町,豊浦町,",地域森林計画(撮影),撮影,20000,2980.0KM2,北海道林務部助言030528A0102,"北海道航空(株),北海航測(株)","03.05.15,03.11.30",910319
北海道,"歌志内市,",都市計画,撮影,12500,95.7KM2,北海道歌志内市助言030820A0374,ユニオンデーターシステム(株),"03.07.22,03.09.14",911313
北海道,"稚内市,猿払村,",国営土地改良事業の調査計画,"撮影,写測図化,撮影,写測図化,撮影,写測図化","4000,,500,,8000,,1000,,10000,,2000","2.4KM2,0.4KM2,5.8KM2,0.4KM2,17.8KM2,4.0KM2",稚内開発建設部助言030701A0246,朝日航洋(株),"03.06.24,03.10.31",
北海道,"千歳市,夕張市,由仁町,長沼町,栗山町,",土地改良,"撮影,撮影,写測図化,写測図化,写測図化","4000,,12500,,500,,1000,,2500","7.4KM2,48.5KM2,0.5KM2,0.7KM2,16.2KM2",札幌開発建設部札幌農業事務所助言030829A0404,朝日航洋(株),"03.08.26,03.11.30",911480
北海道,"早来町,",都市計画,"撮影,写測図化","12500,,2500","232.0KM2,138.4KM2",北海道早来町助言030920A0447,朝日航洋(株),"03.09.28,04.03.10",911667
北海道,"八雲町,",農地再編パイロット事業,"撮影,写測図化","25000,,5000","185.4KM2,16.8KM2",函館開発建設部助言031030A0540,朝日航洋(株),"03.10.18,04.02.20",912088
北海道,"北見市,端野町,訓子府町,置戸町,常呂町,",常呂川河川改修計画,"撮影,写測図化","12500,,2500","270.6KM2,29.6KM2",網走開発建設部助言030723A0322,日測技研(株),"03.07.12,04.03.27",910978
北海道,"紋別市,",河川改修計画平面図作成,"空三,写測図化","12500,,2500","12M,4.2KM2",網走開発建設部助言030723A0323,三和航測(株),"03.07.12,03.12.09",
北海道,"美瑛町,",河川改修計画,"空三,写測図化","12500,,2500","20M,35.2KM2",旭川開発建設部助言030806A0360,三和航測(株),"03.08.09,03.12.03",911201
北海道,"美幌町,",下水道台帳,"空三,水準","4000,,3級","85M,27.5km",北海道美幌町助言030920A0445,三和航測(株),"03.08.29,03.12.25",
北海道,"幌延町,",ダム計画,"空三,写測図化,写測図化","10000,,2000,,5000","10M,1.4KM2,2.2KM2",留萌開発建設部助言031023A0500,三和航測(株),"03.10.04,03.12.12",
北海道,"旭川市,滝川市,妹背牛町,雨竜町,沼田町,幌加内町,",雨竜川治水計画,"空三,写測図化","12500,,2500","70M,65.1KM2",石狩川開発建設部助言030930A0460,日測技研(株),"03.07.03,03.11.30",911740
北海道,"夕張市,",道路計画,"写測図化,写測修正","5000,,5000","3.8KM2,8.6KM2",札幌開発建設部助言030514A0063,(株)八州,"03.05.15,03.11.15",
北海道,"門別町,新冠町,",道路計画,写測図化,5000,37.0KM2,室蘭開発建設部助言030517A0076,(株)八州,"03.04.27,03.07.31",910221
北海道,"豊富町,",道路計画,写測図化,1000,3.7KM2,稚内開発建設部助言030520A0088,(株)八州,"03.06.01,03.07.24",
北海道,"上ノ国町,木古内町,",道路計画,写測図化,5000,28.4KM2,函館開発建設部助言030823A0395,(株)八州,"03.08.30,04.03.06",
北海道,"新十津川町,",道路計画,写測図化,1000,1.8KM2,札幌開発建設部助言030829A0402,(株)八州,"03.08.28,03.12.20",
北海道,"幌延町,豊富町,",道路計画,写測図化,2500,7.0KM2,留萌開発建設部助言030924A0450,(株)八州,"03.09.18,03.10.31",
北海道,"丸瀬布町,白滝村,",道路計画,写測図化,2500,20.6KM2,網走開発建設部助言030930A0464,(株)八州,"03.09.18,03.11.05",
北海道,"釧路市,",道路計画,写測図化,1000,2.5KM2,釧路開発建設部助言031005A0475,(株)八州,"03.10.05,03.12.25",
北海道,"千歳市,長沼町,",道路計画,写測図化,1000,2.6KM2,札幌開発建設部助言030514A0061,(株)パスコ,"03.05.20,03.10.30",
北海道,"新冠町,静内町,",道路計画,写測図化,5000,40.7KM2,室蘭開発建設部助言030517A0077,(株)パスコ,"03.04.27,03.07.31",910222
北海道,"北見市,端野町,",道路計画,写測図化,1000,4.0KM2,網走開発建設部助言030624A0217,(株)パスコ,"03.06.25,03.10.20",
北海道,"浜益村,",道路計画,写測図化,1000,1.7KM2,札幌開発建設部滝川道路事務所助言030812A0370,(株)パスコ,"03.07.17,03.11.25",
北海道,"江差町,上ノ国町,",道路計画,写測図化,5000,25.5KM2,函館開発建設部助言031014A0480,(株)パスコ,"03.10.18,04.03.10",
北海道,"芦別市,",道路計画,写測図化,1000,1.7KM2,札幌開発建設部助言030515A0073,中央コンサルタント(株),"03.05.20,03.08.20",
北海道,"豊富町,",道路計画,写測図化,1000,3.4KM2,稚内開発建設部助言030520A0087,中央コンサルタント(株),"03.06.01,03.07.24",
北海道,"浦幌町,",道路計画,写測図化,1000,2.6KM2,帯広開発建設部助言030905A0412,中央コンサルタント(株),"03.09.09,03.11.21",
