都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,,,2018.01.09計算結果に基づく修正
広島県,,郵便地図調製,"平板,編集,編集","5000,,10000,,25000","69.1KM2,242.1KM2,723.9KM2",中国郵政局助言630819G0135,直営,"63.09.06,01.08.30",,,県削除
広島県,,郵便地図調製,"編集,編集,編集","5000,,10000,,25000","28.9KM2,164.3KM2,685.7KM2",中国郵政局助言630517G0022,直営,"63.05.24,01.02.25",,,県削除
広島県,,郵便地図調製,"編集,編集,編集","5000,,10000,,25000","13.1KM2,41.8KM2,221.6KM2",中国郵政局助言010204G0279,直営,"01.02.21,01.10.20",,,県削除
山口県,"熊毛町,",ほ場整備,基準点,2級,6point,山口県熊毛町助言010313G0305,アジア航測(株),"01.02.15,01.03.25",,,
山口県,"阿武町,",道路計画,"基準点,基準点,平板","2級,,4級,,1000","6point,1.5km,0.1KM2",山口県萩土木事務所助言630701G0076,(有)富士調査設計,"63.06.13,63.07.13",,,
山口県,"山口市,防府市,",道路計画,"基準点,水準","2級,,3級","16point,5.5km",山口工事事務所助言630721G0102,シンワ技研コンサルタント(株),"63.07.15,63.12.20",,,
山口県,"豊北町,",ほ場整備,"基準点,平板","2級,,500","5point,0.1KM2",豊北町土地改良区助言630421G0002,山口県土地改良事業団体連合会,"63.05.02,63.12.31",,,
山口県,"福栄村,",ほ場整備,"基準点,平板","2級,,1000","3point,0.4KM2",山口県萩土地改良事務所助言630517G0017,山口県土地改良事業団体連合会,"63.07.01,01.03.25",,,
山口県,"錦町,",ほ場整備,"基準点,平板","2級,,1000","4point,0.1KM2",山口県錦町助言630527G0027,山口県土地改良事業団体連合会,"63.05.20,01.01.31",,,
山口県,"長門市,",ほ場整備,"基準点,平板","2級,,500","15point,0.2KM2",山口県長門市助言630530G0044,山口県土地改良事業団体連合会,"63.06.10,01.01.31",,,
山口県,"豊田町,",ほ場整備,基準点,2級,26point,山口県下関土地改良事務所助言630624G0064,山口県土地改良事業団体連合会,"63.07.11,01.02.28",,,
山口県,"豊田町,",ほ場整備,"基準点,基準点","2級,,3級","5point,11point",山口県下関土地改良事務所助言630624G0065,山口県土地改良事業団体連合会,"63.07.11,01.02.28",,,
山口県,"宇部市,",ほ場整備,"基準点,基準点,平板","2級,,3級,,500","6point,7point,0.1KM2",宇部市末信土地改良区助言630722G0107,山口県土地改良事業団体連合会,"63.07.20,63.12.20",,,
山口県,"下関市,",ほ場整備,"基準点,平板","2級,,500","8point,0.3KM2",山口県下関土地改良事務所助言630819G0130,山口県土地改良事業団体連合会,"63.09.16,01.02.28",,,
山口県,"熊毛町,",ほ場整備,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","11point,1point,187point,0.3KM2",山口県熊毛町助言630824G0140,山口県土地改良事業団体連合会,"63.09.20,01.03.20",,,
山口県,"玖珂町,",ほ場整備,"基準点,平板","2級,,500","2point,0.1KM2",山口県玖珂町助言631208G0230,山口県土地改良事業団体連合会,"63.12.19,01.03.18",,,
山口県,"阿武町,",ほ場整備,"基準点,平板","2級,,1000","9point,0.4KM2",山口県阿武町助言631213G0235,山口県土地改良事業団体連合会,"63.12.08,01.03.15",,,
山口県,"阿武町,",ほ場整備,"基準点,平板","2級,,1000","5point,0.3KM2",山口県阿武町助言631213G0236,山口県土地改良事業団体連合会,"63.12.08,01.03.15",,,
山口県,"阿武町,",ほ場整備,"基準点,平板","2級,,1000","3point,0.1KM2",山口県阿武町助言631213G0237,山口県土地改良事業団体連合会,"63.12.08,01.03.15",,,
山口県,"阿武町,",ほ場整備,"基準点,平板","2級,,1000","2point,0.1KM2",山口県阿武町助言631221G0244,山口県土地改良事業団体連合会,"63.12.17,01.03.15",,,
山口県,"美和町,",ほ場整備,"基準点,平板","3級,,500","3point,0.1KM2",山口県美和町助言631110G0203,大和測量(株),"63.11.10,01.02.28",,,
山口県,"川上村,",ほ場整備,"基準点,平板","3級,,1000","3point,0.1KM2",山口県川上村助言631221G0245,大和測量(株),"63.12.20,01.03.20",,,
山口県,"宇部市,",土地区画整理,"基準点,水準,平板","3級,,3級,,500","6point,6point,0.2KM2",山口県宇部市助言010228G0294,サンヨーコンサルタント(株),"63.11.07,01.03.20",,,
山口県,"豊北町,",ほ場整備,"基準点,平板","3級,,500","6point,0.1KM2",豊北町土地改良区助言630421G0003,山口県土地改良事業団体連合会,"63.05.02,63.12.31",,,
山口県,"光市,",ほ場整備,"基準点,平板","3級,,500","1point,0.1KM2",光市常盤土地改良区助言630527G0026,山口県土地改良事業団体連合会,"63.05.17,63.08.31",,,
山口県,"阿東町,",ほ場整備,"基準点,平板","3級,,500","7point,0.3KM2",徳佐農業協同組合助言630727G0110,山口県土地改良事業団体連合会,"63.07.25,63.12.20",,,
山口県,"豊浦町,",ほ場整備,"基準点,平板","3級,,500","2point,0.1KM2",豊浦町土地改良区助言630808G0116,山口県土地改良事業団体連合会,"63.07.25,63.12.20",,,
山口県,"豊田町,",ほ場整備,基準点,3級,4point,山口県豊田町助言630819G0132,山口県土地改良事業団体連合会,"63.09.01,63.10.31",,,
山口県,"豊浦町,",ほ場整備,"基準点,平板","3級,,500","4point,0.1KM2",豊浦町土地改良区助言630909G0150,山口県土地改良事業団体連合会,"63.09.01,01.01.31",,,
山口県,"田万川町,",ほ場整備,"基準点,平板","3級,,1000","7point,0.3KM2",山口県田万川町助言631014G0180,山口県土地改良事業団体連合会,"63.10.20,01.03.25",,,
山口県,"光市,",土地区画整理,"基準点,平板","3級,,500","7point,0.1KM2",山口県光市助言631125G0221,ゼネラルコンサルタント(株),"63.12.01,01.02.28",,,
山口県,"玖珂町,",ほ場整備,"基準点,平板","3級,,500","2point,0.1KM2",山口県玖珂町助言631206G0229,山口県土地改良事業団体連合会,"63.12.19,01.03.18",,,
山口県,"田布施町,",ほ場整備,"基準点,平板","4級,,500","3.0km,0.1KM2",山口県田布施町助言630510G0010,山口県土地改良事業団体連合会,"63.05.10,63.07.31",,,
山口県,"柳井市,",ほ場整備,"基準点,平板","4級,,500","11.2km,0.1KM2",柳井市日積土地改良区助言630516G0018,山口県土地改良事業団体連合会,"63.06.01,63.07.31",,,
山口県,"光市,",ほ場整備,"基準点,平板","4級,,500","2.9km,0.1KM2",山口県光市助言630527G0025,山口県土地改良事業団体連合会,"63.05.17,63.08.31",,,
山口県,"美和町,",ほ場整備,"基準点,平板","4級,,1000","1.8km,0.1KM2",山口県美和町助言630530G0048,山口県土地改良事業団体連合会,"63.05.23,63.08.31",,,
山口県,"本郷村,",ほ場整備,"基準点,平板","4級,,1000","1.7km,0.1KM2",山口県本郷村助言630629G0073,山口県土地改良事業団体連合会,"63.07.01,63.08.31",,,
山口県,"豊浦町,",ほ場整備,"基準点,平板","4級,,500","2.5km,0.1KM2",豊浦町土地改良区助言630808G0115,山口県土地改良事業団体連合会,"63.07.25,63.12.20",,,
山口県,"秋芳町,",ほ場整備,"基準点,平板","4級,,500","1.7km,0.1KM2",山口県秋芳町助言631121G0211,山口県土地改良事業団体連合会,"63.11.18,01.03.10",,,
山口県,"田布施町,",土地区画整理,"水準,平板","3級,,500","1point,0.3KM2",山口県田布施町助言630624G0066,,"63.07.01,63.12.20",,,
山口県,"岩国市,美和町,",ダム計画,"水準,写測図化","3級,,1000","108point,8.8KM2",弥栄ダム工事事務所助言630926G0165,,"63.10.11,01.03.31",,,
山口県,"下関市,",ほ場整備,"水準,写測図化","3級,,1000","9.3km,0.4KM2",山口県下関市助言630729G0112,国際航業(株),"63.08.08,63.11.04",,,
山口県,"山口市,小郡町,",道路計画,水準,3級,7point,山口工事事務所助言630530G0039,(株)エイトコンサルタント,"63.05.17,63.07.31",,,
山口県,"山口市,",道路計画,水準,3級,9point,山口工事事務所助言630530G0040,中国開発調査(株),"63.05.17,63.07.31",,,
山口県,"徳山市,錦町,",ダム計画,水準,3級,6point,山口県岩国土木事務所助言630926G0166,(有)ナガワ工業,"63.09.12,63.10.11",,,
山口県,"宇部市,",土地区画整理,"水準,水準,平板","3級,,4級,,500","16point,32.9km,1.3KM2",山口県宇部市助言630620G0061,サンヨーコンサルタント(株),"63.06.20,63.10.31",,,
山口県,"山口市,",下水道計画,"水準,撮影,写測図化","3級,,4000,,500","13.7km,12.5KM2,0.9KM2",山口県山口市助言630720G0092,朝日航洋(株),"63.06.15,63.10.31",,,
山口県,"山口市,",都市計画,"水準,撮影,写測図化,編集","簡級,,12500,,2500,,10000","15.0km,34.5KM2,11.9KM2,1.1KM2",山口県山口市助言631101G0197,朝日航洋(株),"63.09.01,01.02.20",,,
山口県,"岩国市,",土地区画整理,"平板,基準点,基準点","500,,3級,,4級","0.5KM2,22point,195point",岩国市藤河土地区画整理組合助言630421G0005,(株)エイトコンサルタント,"63.06.01,63.10.31",,,
山口県,"下関市,",ほ場整備,平板,500,1.5KM2,山口県下関土地改良事務所助言630909G0147,山口県土地改良事業団体連合会,"63.09.16,01.02.28",,,
山口県,"柳井市,",ほ場整備,平板,500,0.1KM2,山口県柳井市助言631208G0231,山口県土地改良事業団体連合会,"63.12.05,01.03.03",,,
山口県,"油谷町,",ほ場整備,平板,1000,0.1KM2,山口県油谷町助言631221G0249,山口県土地改良事業団体連合会,"01.01.09,01.03.31",,,
山口県,"熊毛町,",ほ場整備,"撮影,写測図化","8000,,1000","17.9KM2,3.5KM2",山口県熊毛町助言630530G0045,,"63.06.01,63.12.20",,,
山口県,"防府市,徳地町,",河川管理,"撮影,写測図化","12500,,2500","52.9KM2,14.4KM2",山口工事事務所助言630701G0078,国際航業(株),"63.07.10,01.03.20",,,
山口県,"小野田市,",ほ場整備,"撮影,写測図化","8000,,1000","1.4KM2,1.0KM2",山口県小野田市助言631104G0198,国際航業(株),"63.10.25,01.01.31",,,
山口県,"徳山市,",都市計画,"撮影,写測図化","12500,,2500","123.0KM2,40.4KM2",山口県徳山市助言630629G0070,(株)パスコ,"63.06.27,01.03.20",,,
山口県,"徳山市,",下水道計画,"撮影,写測図化","4000,,500","4.9KM2,0.6KM2",山口県徳山市助言631014G0186,(株)パスコ,"63.10.11,01.03.10",,,
山口県,"新南陽市,",都市計画,"撮影,写測図化,編集","12500,,2500,,10000","41.4KM2,13.9KM2,13.9KM2",山口県新南陽市助言631114G0207,(株)パスコ,"63.11.02,01.02.28",,,
山口県,"柳井市,",都市計画,"撮影,カラー撮影,数値図化,写測修正","12500,,30000,,2500,,2500","9.2KM2,128.4KM2,9.4KM2,37.0KM2",山口県柳井市助言630728G0111,アジア航測(株),"63.07.11,01.01.31",,,
山口県,"光市,熊毛町,",ほ場整備,"撮影,写測図化","8000,,1000","18.5KM2,1.0KM2",山口県光市助言010127G0272,アジア航測(株),"64.01.05,01.03.20",,,
山口県,"美東町,",ほ場整備,"撮影,写測図化","8000,,1000","36.1KM2,5.7KM2",山口県美東町助言630526G0024,日本航業(株),"63.04.30,01.01.31",,,
山口県,"楠町,",都市計画,"撮影,写測図化","12500,,2500","27.7KM2,16.3KM2",山口県楠町助言631024G0194,日本航業(株),"63.10.07,01.02.28",,,
山口県,"阿武町,むつみ村,福栄村,",河川計画,"撮影,写測図化","12500,,2500","11.5KM2,4.8KM2",山口県萩土木事務所助言010228G0292,(株)広島航測コンサルタント,"63.12.16,01.03.20",,,
山口県,"下松市,",都市計画,"撮影,写測修正","12500,,2500","90.2KM2,26.6KM2",山口県下松市助言630527G0028,朝日航洋(株),"63.05.12,63.09.08",,,
山口県,"萩市,",都市計画,"撮影,写測図化","12500,,2500","28.1KM2,7.9KM2",山口県萩市助言631005G0172,朝日航洋(株),"63.09.05,63.12.19",,,
山口県,"徳山市,新南陽市,錦町,鹿野町,",森林計画,撮影,16000,265.0KM2,山口県助言630516G0019,社団法人日本林業技術協会,"63.05.06,63.06.30",,,
山口県,"徳山市,錦町,",ダム計画,"カラー撮影,写測図化","8000,,1000","47.3KM2,10.7KM2",山口県岩国土木事務所助言630629G0067,アジア航測(株),"63.06.13,63.12.09",,,
山口県,"油谷町,",ほ場整備,写測図化,1000,0.4KM2,山口県油谷町助言010308G0300,国際航業(株),"01.01.28,01.03.25",,,
山口県,"柳井市,",道路台帳,写測図化,1000,0.1KM2,山口県柳井市助言010327G0313,国際航業(株),"63.12.26,01.03.31",,,
山口県,"下関市,",下水道計画,写測図化,500,2.0KM2,山口県下関市助言630729G0113,(株)パスコ,"63.07.22,63.11.30",,,
山口県,"防府市,",下水道台帳,写測図化,500,0.3KM2,山口県防府市助言631014G0188,(株)パスコ,"63.10.01,01.02.28",,,
山口県,"防府市,",道路台帳,写測修正,500,0.5KM2,山口県防府市助言631213G0238,(株)パスコ,"63.12.15,01.03.25",,,
山口県,"徳山市,錦町,",ダム計画,"写測修正,写測修正,編集","2500,,5000,,10000","8.3KM2,8.3KM2,8.3KM2",山口県岩国土木事務所助言010125G0269,アジア航測(株),"63.11.22,01.02.20",,,
山口県,"美祢市,",都市計画,"写測修正,写測修正","2500,,10000","21.8KM2,224.9KM2",山口県美禰市助言630720G0099,朝日航洋(株),"63.06.03,63.08.31",,,地名修正
山口県,"平生町,",都市計画,"写測修正,写測修正","2500,,10000","21.7KM2,4.3KM2",山口県平生町助言631004G0173,朝日航洋(株),"63.09.01,63.10.20",,,
山口県,,郵便地図調製,"平板,編集,編集","5000,,10000,,25000","69.1KM2,242.1KM2,723.9KM2",中国郵政局助言630819G0135,直営,"63.09.06,01.08.30",,,県削除
山口県,,郵便地図調製,"編集,編集,編集","5000,,10000,,25000","28.9KM2,164.3KM2,685.7KM2",中国郵政局助言630517G0022,直営,"63.05.24,01.02.25",,,県削除
山口県,,郵便地図調製,"編集,編集,編集","5000,,10000,,25000","13.1KM2,41.8KM2,221.6KM2",中国郵政局助言010204G0279,直営,"01.02.21,01.10.20",,,県削除
徳島県,"脇町,",道路計画,"基準点,水準","1級,,3級","2point,2point",日本道路公団高松建設局脇町工事事務所助言631122H0062,(株)地計社,"63.11.25,01.03.11",,,
徳島県,"脇町,",道路計画,"基準点,水準","1級,,3級","3point,6point",日本道路公団高松建設局脇町工事事務所助言631122H0063,玉野総合コンサルタント(株),"63.11.25,01.03.11",,,
徳島県,"美馬町,",道路計画,"基準点,水準","1級,,3級","4point,5point",日本道路公団高松建設局脇町工事事務所助言631122H0064,(株)荒谷建設コンサルタント,"63.11.25,01.03.11",,,
徳島県,"徳島市,",土地区画整理,"基準点,基準点,基準点,水準,平板","2級,,3級,,4級,,3級,,500","8point,25point,470point,6.0km,1.0KM2",徳島県徳島市助言631130H0065,昭和株式会社,"63.12.01,01.03.25",,,
徳島県,"徳島市,鳴門市,松茂町,北島町,",堰構造物の変動調査,水準,1級,17.3km,水資源開発公団旧吉野川河口堰管理所助言631024H0055,(株)荒谷建設コンサルタント,"63.11.01,63.12.15",,,
徳島県,"徳島市,",総合計画,"撮影,写測修正,写測修正","8000,,500,,1000","3.4KM2,39.3KM2,3.0KM2",徳島県徳島市助言630628H0022,国際航業(株),"63.08.01,01.03.31",,,
徳島県,"阿南市,勝浦町,上勝町,佐那河内村,神山町,鷲敷町,相生町,上那賀町,木沢村,",森林計画,撮影,16000,423.0KM2,徳島県助言630416H0004,写測エンジニアリング(株),"63.05.01,63.07.31",,,
徳島県,"那賀川町,",ほ場整備,"撮影,写測図化","8000,,1000","5.4KM2,1.5KM2",徳島県那賀川町助言630719H0026,三和航測(株),"63.07.20,63.08.31",,,
徳島県,"脇町,",かんがい排水事業計画,"撮影,写測図化","8000,,2000","25.6KM2,10.5KM2",徳島県曽江谷土地改良事務所助言630602H0013,朝日航洋(株),"63.05.30,63.08.05",,,
徳島県,"徳島市,鳴門市,板野町,石井町,",道路計画,カラー撮影,20000,1770.0KM2,四国地方建設局助言630401H0001,(株)パスコ,"63.02.15,63.04.30",,,
徳島県,"阿南市,",道路計画,写測図化,1000,0.3KM2,徳島工事事務所助言630701H0023,国際航業(株),"63.06.28,63.07.30",,,
徳島県,"板野町,",道路計画,写測図化,2500,3.0KM2,徳島工事事務所助言630701H0024,アジア航測(株),"63.06.24,63.11.30",,,
徳島県,"鳴門市,池田町,",道路計画,写測図化,1000,1.0KM2,徳島工事事務所助言631024H0052,アジア航測(株),"63.10.09,01.01.20",,,
徳島県,"穴吹町,半田町,一宇村,上勝町,木沢村,山城町,",地すべり対策事業計画,"写測図化,撮影","2000,,8000","5.9KM2,19.2KM2",徳島県助言631024H0053,朝日航洋(株),"63.10.13,01.01.31",,,
徳島県,"鳴門市,板野町,上板町,土成町,市場町,阿波町,脇町,美馬町,三野町,三好町,井川町,三加茂町,",森林計画,写測修正,5000,653.2KM2,徳島県助言630421H0006,"アジア航測(株),(株)パスコ","63.05.01,63.09.30",,,
徳島県,"阿波町,脇町,山川町,穴吹町,美馬町,貞光町,半田町,三加茂町,三野町,三好町,井川町,池田町,",河川計画,写測修正,2500,45.5KM2,徳島工事事務所助言630506H0009,"アジア航測(株),国際航業(株)","63.04.28,63.06.20",,,
徳島県,"神山町,佐那河内村,勝浦町,上勝町,鷲敷町,相生町,木頭村,",森林計画,写測修正,5000,757.4KM2,徳島県助言630912H0040,"三和航測(株),(株)協同測量社","63.10.01,01.03.15",,,
徳島県,"阿南市,佐那河内村,勝浦町,上勝町,日和佐町,牟岐町,海南町,脇町,",郵便地図調製,"編集,編集","10000,,25000","473.4KM2,1205.1KM2",四国郵政局助言630513H0011,直営,"63.05.23,01.03.31",,,
香川県,"豊中町,",土地区画整理,"基準点,その他","2級,,500","4point,0.2KM2",香川県豊中町助言630416H0003,(株)五星測研,"63.03.25,63.08.31",,,
香川県,"丸亀市,善通寺市,",道路計画,"基準点,水準","3級,,3級","16point,4point",香川工事事務所助言631215H0072,(株)四電技術コンサルタント,"63.12.15,01.03.31",,,
香川県,"丸亀市,綾歌町,飯山町,満濃町,",河川計画,"撮影,写測図化","12500,,2500","87.6KM2,15.9KM2",香川工事事務所助言631223H0077,国際航業(株),"63.12.19,01.03.30",,,
香川県,"高松市,",都市計画,"撮影,写測修正,編集,編集","12500,,2500,,10000,,25000","261.0KM2,195.2KM2,195.2KM2,195.2KM2",香川県高松市助言630912H0039,(株)パスコ,"63.08.10,01.02.25",,,
香川県,"庵治町,",都市計画,"撮影,写測図化,写測修正","12500,,2500,,2500","35.0KM2,11.3KM2,2.7KM2",香川県庵治町助言630729H0029,アジア航測(株),"63.07.25,63.10.20",,,
香川県,"香川町,",都市計画,"撮影,写測修正","12500,,2500","60.0KM2,24.5KM2",香川県香川町助言631116H0061,アジア航測(株),"63.11.10,01.02.20",,,
香川県,"国分寺町,",都市計画,"撮影,写測修正","12500,,2500","65.1KM2,26.0KM2",香川県国分寺町助言631130H0067,アジア航測(株),"63.11.15,01.03.15",,,
香川県,"綾歌町,",総合計画,"撮影,写測図化","8000,,1000","27.4KM2,27.4KM2",香川県綾歌町助言630622H0019,三洋航測(株),"63.06.01,63.09.30",,,
香川県,"高松市,丸亀市,坂出市,善通寺市,豊中町,満濃町,長尾町,香南町,",道路計画,カラー撮影,20000,1770.0KM2,四国地方建設局助言630401H0001,(株)パスコ,"63.02.15,63.04.30",,,
香川県,"善通寺市,",道路計画,写測図化,1000,0.9KM2,香川工事事務所助言630513H0010,国際航業(株),"63.05.10,63.08.22",,,
香川県,"高松市,",下水道計画,写測図化,500,0.7KM2,香川県高松市助言630615H0017,国際航業(株),"63.06.10,63.11.02",,,
香川県,"琴平町,仲南町,",道路計画,写測図化,1000,0.5KM2,香川工事事務所助言010207H0084,(株)パスコ,"63.12.23,01.03.20",,,
香川県,"内海町,池田町,津田町,寒川町,詫間町,琴南町,満濃町,琴平町,",郵便地図調製,"編集,編集","10000,,25000","473.4KM2,1205.1KM2",四国郵政局助言630513H0011,直営,"63.05.23,01.03.31",,,
愛媛県,"川内町,重信町,松山市,砥部町,伊予市,",道路計画,"基準点,水準","1級,,3級","15point,22.1km",日本道路公団高松建設局松山工事事務所助言630602H0014,"三井共同建設コンサルタント(株),信和設計(株)","63.06.02,63.08.11",,,
愛媛県,"松山市,",土地区画整理,"基準点,基準点,水準,その他","2級,,3級,,3級,,250","3point,5point,7.5km,0.2KM2",松山広域都市計画事業勝岡土地区画整理事業助言630428H0008,(株)パスコ,"63.04.25,63.07.25",,,
愛媛県,"吉海町,",道路計画,"基準点,水準,縦横断","3級,,3級,,","25point,16.2km,16.2km",本州四国連絡橋公団第三建設局今治工事事務所助言631031H0057,(株)パスコ,"63.10.21,01.01.31",,,
愛媛県,"今治市,",道路計画,"基準点,水準","3級,,3級","11point,6point",本州四国連絡橋公団第三建設局今治工事事務所助言631024H0056,(株)エイトコンサルタント,"63.10.20,01.03.20",,,
愛媛県,"新居浜市,",下水道計画,水準,2級,29.0km,愛媛県新居浜市助言630927H0048,(株)パスコ,"63.09.06,01.03.20",,,
愛媛県,"柳谷村,",道路計画,"撮影,撮影,写測図化,写測図化","12500,,8000,,2500,,1000","59.5KM2,25.7KM2,18.6KM2,3.5KM2",中村工事事務所助言631116H0060,国際航業(株),"63.11.14,01.01.31",,,
愛媛県,"小松町,",都市計画,"撮影,写測修正","15000,,2500","52.5KM2,30.6KM2",愛媛県小松町助言631215H0075,国際航業(株),"63.12.13,01.03.20",,,
愛媛県,"今治市,",都市計画,"撮影,写測修正","15000,,2500","74.9KM2,74.9KM2",愛媛県今治市助言630622H0021,(株)パスコ,"63.06.18,01.01.31",,,
愛媛県,"重信町,川内町,",河川計画,"撮影,写測修正","8000,,1000","9.5KM2,4.3KM2",松山工事事務所助言010117H0079,アジア航測(株),"63.12.27,01.03.20",,,
愛媛県,"朝倉村,",ほ場整備,"撮影,写測図化","8000,,1000","9.5KM2,0.8KM2",愛媛県今治地方局助言630614H0016,三和航測(株),"63.06.20,63.08.23",,,
愛媛県,"西条市,",ほ場整備,"撮影,写測図化","8000,,1000","12.1KM2,0.4KM2",愛媛県西条地方局助言630830H0037,三和航測(株),"63.09.04,63.10.11",,,
愛媛県,"川之江市,",都市計画,"撮影,写測図化,写測修正","12500,,2500,,10000","99.6KM2,19.1KM2,69.1KM2",愛媛県川之江市助言010123H0080,三和航測(株),"01.01.27,01.06.30",,,
愛媛県,"松山市,今治市,東予市,丹原町,",道路計画,カラー撮影,20000,1770.0KM2,四国地方建設局助言630401H0001,(株)パスコ,"63.02.15,63.04.30",,,
愛媛県,"新居浜市,",都市計画,数値図化,2500,99.8KM2,愛媛県新居浜市助言631024H0054,(株)パスコ,"63.10.13,01.06.30",,,
愛媛県,"西条市,",下水道計画,写測図化,500,0.5KM2,愛媛県西条市助言631013H0051,国際航業(株),"63.10.08,63.11.25",,,
愛媛県,"今治市,東予市,小松町,朝倉村,玉川町,",道路計画,写測図化,2500,19.1KM2,松山工事事務所助言631031H0058,(株)パスコ,"63.10.24,63.12.10",,,
愛媛県,"重信町,",ほ場整備,写測図化,1000,2.5KM2,愛媛県松山地方局助言630822H0033,三和航測(株),"63.08.27,63.11.02",,,
愛媛県,"三崎町,",土地改良,写測図化,1000,5.0KM2,愛媛県八幡浜地方局助言631215H0074,三和航測(株),"63.12.15,01.02.28",,,
愛媛県,"伊予三島市,西条市,",郵便地図調製,"編集,編集","10000,,25000","473.4KM2,1205.1KM2",四国郵政局助言630513H0011,直営,"63.05.23,01.03.31",,,
愛媛県,"重信町,",土地区画整理,その他,500,0.3KM2,愛媛県重信町助言630830H0038,(株)南海コンサルタント,"63.09.05,63.12.26",,,
高知県,"中村市,",土地区画整理,"基準点,水準,平板","1級,,3級,,500","2point,1point,0.6KM2",高知県中村市助言631130H0066,国際航業(株),"63.11.26,01.03.25",,,
高知県,"高知市,",道路計画,"基準点,水準","1級,,3級","3point,4point",日本道路公団高松建設局高知工事事務所助言631223H0076,中央開発(株),"64.01.05,01.03.22",,,
高知県,"高知市,",土地区画整理,"基準点,基準点,水準,平板","2級,,3級,,3級,,500","2point,5point,10.0km,0.2KM2",高知県高知市助言631013H0049,国際航業(株),"63.10.05,01.02.28",,,
高知県,"高知市,",土地区画整理,"基準点,水準,平板","2級,,3級,,500","6point,1point,0.4KM2",(仮称)高知市初月土地区画整理組合助言010223H0085,関西土木(株),"01.02.20,01.12.31",,,
高知県,"伊野町,",土地区画整理,"基準点,平板","2級,,500","2point,0.2KM2",高知県伊野町助言630808H0027,都市開発コンサルタント(株),"63.09.01,01.03.30",,,
高知県,"西土佐村,",ほ場整備事業による確定測量,"基準点,平板","3級,,500","6point,0.1KM2",高知県西土佐村助言010308H0087,高知県土地改良事業団体連合会,"01.03.10,01.03.20",,,
高知県,"高知市,",土地区画整理,"基準点,その他","4級,,500","254point,0.6KM2",高知県高知市助言630622H0020,昭和測量工業(株),"63.06.27,01.06.20",,,
高知県,"高知市,",地盤変動調査,水準,1級,46.0km,高知県高知市助言631215H0073,(株)八州,"01.01.15,01.03.15",,,
高知県,"中村市,大方町,宿毛市,檮原町,",道路計画,"撮影,撮影,写測図化,写測図化","12500,,8000,,2500,,1000","59.5KM2,25.7KM2,18.6KM2,3.5KM2",中村工事事務所助言631116H0060,国際航業(株),"63.11.14,01.01.31",,,
高知県,"大川村,本川村,吾北村,池川町,吾川村,仁淀村,越知町,",森林計画,撮影,16000,751.0KM2,高知県助言630421H0007,(株)中庭測量コンサルタント,"63.04.28,63.10.30",,,
高知県,"香我美町,",ダム計画,"撮影,写測図化","8000,,1000","5.5KM2,0.8KM2",高知県南国土木事務所助言630822H0034,三和航測(株),"63.08.18,63.10.31",,,
高知県,"高知市,南国市,春野町,伊野町,",道路計画,カラー撮影,20000,1770.0KM2,四国地方建設局助言630401H0001,(株)パスコ,"63.02.15,63.04.30",,,
高知県,"土佐市,",河川計画,写測図化,1000,2.3KM2,高知工事事務所助言630610H0015,国際航業(株),"63.06.06,63.08.31",,,
高知県,"中村市,",道路計画,写測図化,1000,0.9KM2,土佐国道工事事務所助言010313H0089,国際航業(株),"01.03.07,01.03.30",,,
高知県,"窪川町,",農地造成,写測図化,1000,1.0KM2,中国四国農政局高幡開拓建設事業所助言630525H0012,朝日航洋(株),"63.04.29,63.06.25",,,
高知県,"窪川町,",農地開発,写測図化,1000,0.2KM2,中国四国農政局高幡開拓建設事業所助言010303H0086,朝日航洋(株),"01.03.04,01.03.25",,,
高知県,"高知市,",都市計画,写測修正,2500,8.8KM2,高知県助言010112H0078,国際航業(株),"01.01.09,01.01.31",,,
高知県,"中村市,",道路計画,写測修正,2500,5.5KM2,中村工事事務所助言630912H0042,朝日航洋(株),"63.09.09,63.10.31",,,
高知県,"土佐清水市,",郵便地図調製,"編集,編集","10000,,25000","473.4KM2,1205.1KM2",四国郵政局助言630513H0011,直営,"63.05.23,01.03.31",,,
福岡県,"久留米市,",土地区画整理,"基準点,基準点,基準点,水準,平板","1級,,2級,,3級,,2級,,500","2point,2point,10point,2point,0.4KM2",福岡県久留米市助言631011I0094,第一復建(株),"63.10.11,01.03.15",,,
福岡県,"大牟田市,",その他,基準点,2級,2point,福岡県大牟田市助言630523I0007,国際航業(株),"63.05.20,63.06.30",,,
福岡県,"北九州市,",河川管理,"基準点,水準","2級,,3級","40point,43point",福岡県北九州市助言630627I0021,(株)パスコ,"63.09.01,01.01.30",,,
福岡県,"福岡市,",土地区画整理,基準点,2級,2point,福岡市横浜土地区画整理組合助言630412I0001,(株)オリエンタルコンサルタンツ,"63.04.14,63.05.30",,,
福岡県,"三輪町,",土地区画整理,"基準点,基準点","2級,,3級","4point,2point",福岡県三輪町助言010213I0177,国土建設測量(株),"01.02.13,01.03.30",,,
福岡県,"三橋町,",土地区画整理,"基準点,基準点","2級,,3級","3point,11point",福岡県三橋町助言631128I0131,(財)福岡土地区画整理協会,"63.11.28,01.03.25",,,
