都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,,,2018.01.09計算結果に基づく修正
山形県,"長井市,",土地区画整理,平板,500,0.1KM2,山形県長井市助言630927B0144,(株)田村測量設計事務所,"63.07.28,63.09.30",,,
山形県,"小国町,",確定測量,平板,500,0.1KM2,小国町土地開発公社助言631012B0175,(株)田村測量設計事務所,"63.10.01,63.10.29",,,
山形県,"山形市,上山市,",森林計画,撮影,16000,198.0KM2,山形県助言630414B0001,(株)八州,"63.05.10,63.10.31",,,
山形県,"尾花沢市,村山市,新庄市,",道路計画,"撮影,写測図化","8000,,1000","37.0KM2,4.5KM2",山形工事事務所助言630907B0134,(株)パスコ,"63.09.01,01.02.28",,,
山形県,"寒河江市,西川町,",ダム管理,"撮影,撮影,写測図化,カラー撮影","8000,,12500,,2500,,8000","89.2KM2,50.8KM2,26.2KM2,89.0KM2",寒河江ダム工事事務所助言631012B0173,アジア航測(株),"63.09.20,01.01.31",,,
山形県,"東根市,",下水道計画,写測図化,500,0.6KM2,山形県東根市助言630509B0011,東日本航空(株),"63.04.30,63.07.30",,,
山形県,"酒田市,遊佐町,八幡町,平田町,",農地開発,"写測図化,写測図化","1000,,2500","2.5KM2,9.5KM2",東北農政局助言630530B0027,国際航業(株),"63.06.01,63.08.05",,,
山形県,"山形市,",道路計画,写測図化,2500,12.7KM2,山形県道路公社助言631212B0261,国際航業(株),"63.12.05,01.03.15",,,
山形県,"羽黒町,",土地改良,写測図化,1000,2.0KM2,山形県今野川土地改良区助言631212B0268,国際航業(株),"63.12.12,01.02.28",,,
山形県,"西川町,",ダム管理,写測図化,1000,1.6KM2,寒河江ダム工事事務所助言010201B0296,国際航業(株),"01.01.30,01.03.10",,,
山形県,"三川町,",道路計画,写測図化,1000,3.3KM2,酒田工事事務所助言630718B0073,アジア航測(株),"63.06.15,63.09.10",,,
山形県,"寒河江市,",都市計画,写測図化,1000,1.3KM2,山形県寒河江市助言631221B0272,アジア航測(株),"63.12.12,01.02.20",,,
山形県,"河北町,",都市計画,"写測図化,写測修正","10000,,10000","11.9KM2,39.5KM2",山形県河北町助言631109B0213,セントラル航空測量(株),"63.11.01,01.01.20",,,
山形県,"山形市,寒河江市,山辺町,中山町,",河川管理,写測修正,2500,6.4KM2,山形工事事務所助言630728B0095,アジア航測(株),"63.07.25,63.10.31",,,
山形県,"新庄市,",道路計画,写測修正,1000,0.1KM2,山形工事事務所助言631130B0244,(株)双葉建設コンサルタント,"63.10.20,01.02.10",,,
山形県,"村山市,長井市,",郵便地図調製,編集,10000,6955.0KM2,東北郵政局助言630419B0003,直営,"63.05.09,63.08.10",,,
福島県,"会津坂下町,西会津町,",道路計画,"基準点,水準,平板","1級,,3級,,500","10point,9point,4.0KM2",道路公団仙台建設局会津若松工事事務所助言630708B0065,(株)復建技術コンサルタント,"63.07.01,01.03.31",,,
福島県,"西会津町,",地すべり対策,"基準点,基準点","2級,,3級","6point,42point",福島県喜多方建設事務所助言630922B0143,(株)パスコ,"63.09.06,63.10.20",,,
福島県,"川内村,",道路計画,基準点,2級,9point,福島県原町建設事務所助言630928B0150,(株)東コンサルタント,"63.09.26,63.10.22",,,
福島県,"白河市,",土地区画整理,"基準点,平板","2級,,500","7point,0.5KM2",福島県白河市助言630512B0014,(財)福島県区画整理協会,"63.05.09,63.06.30",,,
福島県,"三春町,",土地区画整理,"基準点,平板","2級,,500","3point,0.2KM2",福島県三春町助言630627B0054,(財)福島県区画整理協会,"63.07.01,63.07.30",,,
福島県,"郡山市,",土地区画整理,"基準点,平板","2級,,500","11point,0.8KM2",福島県郡山市助言630712B0077,(財)福島県区画整理協会,"63.07.05,63.11.12",,,
福島県,"福島市,",土地区画整理,基準点,2級,9point,福島県住宅供給公社助言630718B0082,(財)福島県区画整理協会,"63.07.15,63.08.14",,,
福島県,"喜多方市,",土地区画整理,"基準点,平板","2級,,500","4point,0.3KM2",福島県喜多方市助言630805B0097,(財)福島県区画整理協会,"63.08.01,63.11.17",,,
福島県,"鏡石町,",土地区画整理,"基準点,平板","2級,,500","4point,0.2KM2",福島県鏡石町助言630811B0103,(財)福島県区画整理協会,"63.08.04,63.11.25",,,
福島県,"いわき市,",土地区画整理,基準点,2級,7point,福島県いわき市助言630813B0109,(財)福島県区画整理協会,"63.08.17,63.12.10",,,
福島県,"いわき市,",土地区画整理,"基準点,平板","2級,,500","2point,0.2KM2",いわき市内郷内町土地区画整理組合助言630813B0111,福島県区画整理協会,"63.08.18,63.12.01",,,
福島県,"会津坂下町,",土地区画整理,"基準点,平板","2級,,500","4point,0.1KM2",福島県会津坂下町助言631027B0198,(財)福島県区画整理協会,"63.10.10,63.12.31",,,
福島県,"本郷町,",土地区画整理,"基準点,平板","2級,,500","3point,0.2KM2",福島県本郷町助言631202B0253,福島県区画整理協会,"63.12.01,63.12.25",,,
福島県,"いわき市,",土地区画整理,"基準点,平板","2級,,500","2point,0.2KM2",いわき市常磐下船尾土地区画整理組合助言010227B0316,(財)福島県区画整理協会,"01.02.27,01.03.20",,,
福島県,"猪苗代町,",道路計画,基準点,3級,2point,郡山国道工事事務所助言630818B0115,国際航業(株),"63.08.07,63.09.20",,,
福島県,"福島市,",ダム計画,基準点,3級,28point,摺上川ダム工事事務所助言630811B0104,"(株)三和技術コンサルタント,佐藤技術(株)","63.08.01,63.11.14",,,
福島県,"いわき市,",国有林野所換の基準点測量,基準点,3級,3point,福島県いわき建設事務所助言630728B0093,日栄地質測量設計(株),"63.07.28,63.09.26",,,
福島県,"いわき市,",道路計画,"基準点,基準点","3級,,4級","3point,18point",磐城国道工事事務所助言631024B0189,日栄地質測量設計(株),"63.09.28,63.12.10",,,
福島県,"いわき市,",土地区画整理,"基準点,平板","3級,,500","10point,0.3KM2",いわき市平沼ノ内土地区画整理組合助言010227B0315,(財)福島県区画整理協会,"01.02.27,01.03.20",,,
福島県,"北塩原村,",ダム計画,"基準点,平板","4級,,1000","7point,0.3KM2",福島県喜多方建設事務所助言630720B0088,(株)興起測量設計事務所,"63.07.20,63.10.31",,,
福島県,"原町市,",地盤変動調査,水準,1級,44.0km,福島県原町市助言010214B0308,(株)福建コンサルタント,"01.02.08,01.03.15",,,
福島県,"郡山市,三春町,",ダム計画,水準,2級,4point,三春ダム工事事務所助言010214B0305,阿部測量(株),"01.01.30,01.03.10",,,
福島県,"郡山市,",下水道台帳,"水準,平板","3級,,500","73.5km,4.8KM2",福島県郡山市助言630914B0138,"阿部測量(株),(株)あさかエンジニアリング,(株)日本測地","63.09.01,63.10.23",,,
福島県,"いわき市,",公園計画,平板,500,1.0KM2,福島県いわき市助言010201B0300,(株)東コンサルタント,"01.01.09,01.03.20",,,
福島県,"いわき市,",地すべり対策,"撮影,写測図化","8000,,1000","12.9KM2,2.4KM2",福島県いわき林業事務所助言631122B0222,東日本航空(株),"63.11.01,63.12.20",,,
福島県,"福島市,",砂防計画,"撮影,写測図化","8000,,1000","7.0KM2,0.4KM2",福島県助言010227B0314,東日本航空(株),"01.02.10,01.03.25",,,
福島県,"只見町,",道路台帳,"撮影,写測図化","4000,,500","44.0KM2,0.4KM2",福島県只見町助言630617B0050,国際航業(株),"63.06.16,63.08.30",,,
福島県,"会津若松市,塩川町,",河川計画,"撮影,写測図化,撮影,写測図化","4000,,500,,4000,,500","3.4KM2,1.0KM2,2.4KM2,0.7KM2",阿賀川工事事務所助言631118B0218,国際航業(株),"63.11.10,01.03.25",,,
福島県,"いわき市,",常磐自動車道いわき地区平面図,"撮影,写測図化","7000,,1000","22.5KM2,3.2KM2",日本道路公団仙台建設局いわき工事事務所助言631125B0239,国際航業(株),"63.11.21,01.03.24",,,
福島県,"会津若松市,",都市計画,"撮影,写測図化","12500,,2500","10.0KM2,6.0KM2",福島県会津若松市助言010207B0302,国際航業(株),"01.02.03,01.03.20",,,
福島県,"檜枝岐村,",各種計画図,"撮影,写測図化","10000,,2500","11.7KM2,2.6KM2",福島県檜枝岐村助言630519B0016,(株)八州,"63.05.14,63.07.10",,,
福島県,"西会津町,",地すべり対策,"撮影,写測図化","4000,,2000","3.3KM2,3.2KM2",福島県喜多方建設事務所助言630602B0031,(株)パスコ,"63.05.30,63.08.20",,,
福島県,"いわき市,",都市計画,撮影,12500,469.8KM2,福島県いわき市助言630606B0036,(株)パスコ,"63.06.01,63.08.12",,,
福島県,"相馬市,",上水道計画,"撮影,写測図化,写測修正","4000,,500,,500","26.8KM2,0.5KM2,1.2KM2",福島県相馬市助言630914B0139,(株)パスコ,"63.08.15,63.10.31",,,
福島県,"伊南村,舘岩村,",河川計画,"撮影,写測図化","12500,,2500","37.5KM2,3.0KM2",阿賀川工事事務所助言631118B0221,(株)パスコ,"63.11.07,01.03.25",,,タイプミス修正
福島県,"広野町,双葉町,富岡町,大熊町,双葉町,浪江町,小高町,原町市,鹿島町,相馬市,新地町,",道路計画,"撮影,写測図化,写測修正,編集","12500,,5000,,5000,,10000","733.0KM2,62.4KM2,64.2KM2,234.1KM2",磐城国道工事事務所助言630617B0051,"アジア航測(株),(株)パスコ,おおとり航測(株)","63.05.11,63.08.31",,,
福島県,"白河市,東村,表郷村,棚倉町,塙町,矢祭町,浅川町,福島市,桑折町,保原町,霊山町,月舘町,飯野町,川俣町,東和町,",森林計画,撮影,16000,1832.0KM2,福島県助言631202B0247,(株)中庭測量コンサルタント,"63.10.01,01.03.20",,,タイプミス修正
福島県,"三島町,昭和村,",道路計画,"撮影,写測図化","8000,,1000","18.0KM2,4.2KM2",福島県会津若松建設事務所助言630927B0147,おおとり航測(株),"63.09.14,63.11.30",,,
福島県,"田島町,下郷町,",道路計画,"撮影,写測図化","12500,,2500","24.7KM2,6.0KM2",福島県田島建設事務所助言631019B0181,おおとり航測(株),"63.10.13,63.12.14",,,
福島県,"田島町,舘岩村,",道路計画,"撮影,写測図化","12500,,2500","28.2KM2,5.0KM2",福島県田島建設事務所助言631019B0180,おおとり航測(株),"63.10.13,63.12.14",,,タイプミス修正
福島県,"原町市,",都市計画,"撮影,写測図化,写測修正","12500,,2500,,2500","175.5KM2,76.9KM2,35.7KM2",福島県原町市助言630712B0074,新日本航測(株),"63.05.24,63.12.24",,,
福島県,"福島市,",ダム計画,撮影,8000,10.9KM2,摺上川ダム工事事務所助言010112B0285,朝日航洋(株),"63.12.10,01.01.31",,,
福島県,"郡山市,須賀川市,長沼町,岩瀬村,",農地開発,空三,,21M,東北農政局阿武隈地域総合開発調査事務所助言010227B0311,アジア航測(株),"01.01.30,01.03.30",,,
福島県,"いわき市,",土地改良,写測図化,1000,0.4KM2,福島県いわき農地事務所助言630708B0072,東日本航空(株),"63.06.28,63.07.17",,,
福島県,"福島市,",道路計画,"写測図化,編集","2500,,2500","4.3KM2,4.6KM2",福島県福島建設事務所助言010306B0323,東日本航空(株),"01.03.01,01.03.25",,,
福島県,"いわき市,",地すべり対策,写測図化,1000,1.8KM2,福島県助言010322B0326,東日本航空(株),"01.02.23,01.03.31",,,
福島県,"只見町,",ほ場整備,写測図化,1000,1.3KM2,福島県田島農地事務所助言630708B0063,国際航業(株),"63.07.01,63.08.23",,,
福島県,"大信村,",農地開発,写測図化,1000,2.7KM2,東北農政局矢吹開拓建設事業所助言630708B0067,国際航業(株),"63.07.08,63.10.23",,,
福島県,"矢吹町,",農地開発,写測図化,1000,0.9KM2,東北農政局矢吹開拓建設事業所助言630813B0108,国際航業(株),"63.07.28,63.10.26",,,
福島県,"郡山市,",農地開発,写測図化,1000,2.4KM2,東北農政局郡山東部開拓建設事業所助言630818B0117,国際航業(株),"63.08.10,63.10.11",,,
福島県,"郡山市,",配給水施設の維持管理,写測図化,500,0.8KM2,福島県郡山市助言630818B0118,国際航業(株),"63.08.20,63.10.20",,,
福島県,"猪苗代町,",農地開発,写測図化,1000,1.2KM2,福島県助言630805B0098,(株)八州,"63.07.14,63.10.10",,,
福島県,"郡山市,",農地開発,写測図化,1000,2.2KM2,東北農政局郡山東部開拓建設事業所助言010110B0281,(株)八州,"63.12.22,01.02.13",,,
福島県,"いわき市,",道路計画,写測図化,1000,1.4KM2,磐城国道工事事務所助言630602B0032,(株)パスコ,"63.05.27,63.08.20",,,
福島県,"本宮町,",公園計画,写測図化,1000,1.2KM2,福島県本宮町助言630614B0045,(株)パスコ,"63.06.11,63.07.29",,,
福島県,"桑折町,",環境調査,写測図化,2500,2.7KM2,福島県桑折町助言630811B0101,(株)パスコ,"63.08.01,63.08.31",,,
福島県,"相馬市,",ほ場整備,写測図化,1000,1.8KM2,福島県土地改良事業団体連合会助言630812B0100,(株)パスコ,"63.07.30,63.09.13",,,
福島県,"福島市,",砂防計画,"写測図化,編集","2500,,2500","2.3KM2,54.9KM2",福島工事事務所助言631006B0162,(株)パスコ,"63.09.28,63.12.20",,,
福島県,"いわき市,",下水道施設台帳,写測図化,500,0.7KM2,福島県いわき市助言631019B0184,(株)パスコ,"63.10.14,63.12.07",,,
福島県,"福島市,",河川計画,写測図化,1000,0.6KM2,福島県福島建設事務所助言631118B0220,(株)パスコ,"63.11.07,63.12.08",,,
福島県,"郡山市,",上水道管理,写測図化,500,1.2KM2,福島県郡山市助言010110B0276,(株)パスコ,"63.12.12,01.03.20",,,
福島県,"長沼町,",道路計画,写測図化,1000,0.6KM2,福島県助言010207B0301,(株)パスコ,"01.01.30,01.03.20",,,
福島県,"浪江町,葛尾村,",道路計画,写測図化,2500,8.9KM2,福島県助言010227B0310,(株)パスコ,"01.02.13,01.03.14",,,
福島県,"いわき市,",都市計画,"写測図化,写測修正","2500,,2500","43.9KM2,129.6KM2",福島県助言010322B0325,"(株)パスコ,おおとり航測(株)","63.11.01,01.04.20",,,
福島県,"福島市,",ダム計画,写測図化,1000,5.5KM2,摺上川ダム工事事務所助言630519B0015,"アジア航測(株),(株)パスコ","63.04.28,63.08.10",,,
福島県,"熱塩加納村,",道路改良,写測図化,1000,0.8KM2,福島県熱塩加納村助言631011B0168,アジア航測(株),"63.09.05,63.11.30",,,
福島県,"会津若松市,郡山市,猪苗代町,河東町,",河川計画,"写測図化,編集","2500,,10000","4.4KM2,32.4KM2",阿賀川工事事務所助言631019B0182,アジア航測(株),"63.10.14,63.12.04",,,
福島県,"喜多方市,山都町,",道路計画,写測図化,1000,1.3KM2,福島県喜多方建設事務所助言631027B0193,アジア航測(株),"63.10.14,63.12.26",,,
福島県,"浅川町,",社川流域状況把握,写測図化,5000,34.0KM2,福島工事事務所助言631125B0235,アジア航測(株),"63.11.01,63.12.26",,,
福島県,"郡山市,",上水道管理,写測図化,500,1.2KM2,福島県郡山市助言631216B0271,アジア航測(株),"63.11.17,01.03.06",,,
福島県,"天栄村,",農地開発,写測図化,1000,1.8KM2,東北農政局矢吹開拓建設事業所助言630708B0069,(株)大進精測,"63.06.29,63.10.06",,,
福島県,"平田村,",道路計画,写測図化,2500,4.7KM2,福島県郡山農地事務所助言630901B0127,おおとり航測(株),"63.07.25,63.10.22",,,
福島県,"天栄村,",農地開発,写測図化,1000,1.5KM2,東北農政局矢吹開拓建設事業所助言630708B0070,北日本技術(株),"63.06.29,63.10.03",,,
福島県,"大信村,",農地開発,写測図化,1000,2.3KM2,東北農政局矢吹開拓建設事業所助言630708B0068,太陽コンサルタンツ(株),"63.07.10,63.10.15",,,
福島県,"猪苗代町,",道路計画,"写測図化,写測修正","1000,,1000","1.0KM2,2.7KM2",郡山国道工事事務所助言630718B0081,朝日航洋(株),"63.07.04,63.08.30",,,
福島県,"矢吹町,",ほ場整備,写測図化,1000,2.3KM2,福島県土地改良事業団体連合会助言631006B0166,朝日航洋(株),"63.09.15,63.11.30",,,
福島県,"大信村,",ダム計画,写測図化,500,0.6KM2,東北農政局矢吹開拓建設事業所助言631212B0264,朝日航洋(株),"63.09.30,01.01.31",,,
福島県,"喜多方市,相馬市,原町市,北塩原村,塩川町,山都町,西会津町,高郷村,熱塩加納村,新地町,鹿島町,小高町,飯舘村,",森林基本図,写測修正,5000,1960.8KM2,福島県助言010214B0306,新日本航測(株),"01.01.23,01.03.25",,,タイプミス修正
福島県,"新地町,",郵便地図調製,編集,10000,6955.0KM2,東北郵政局助言630419B0003,直営,"63.05.09,63.08.10",,,
福島県,"飯舘村,浪江町,葛尾村,塙町,棚倉町,",郵便地図調製,編集,25000,1020.0KM2,東北郵政局助言630810B0112,直営,"63.09.27,63.10.31",,,タイプミス修正
茨城県,"高萩市,",道路計画,"基準点,水準","2級,,3級","5point,3point",農用地整備公団阿武隈八溝事務所助言631102C0202,国際航業(株),"63.10.21,63.11.20",,,
茨城県,"那珂町,",土地区画整理,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","5point,16point,195point,0.4KM2",茨城県那珂町助言630711C0071,昭和(株),"63.06.20,01.02.27",,,
茨城県,"三和町,",土地区画整理,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","9point,25point,412point,1.0KM2",茨城県三和町助言631102C0204,昭和(株),"63.09.13,01.03.25",,,
茨城県,"阿見町,",土地区画整理,"基準点,水準,平板","2級,,3級,,500","16point,7.5km,0.3KM2",茨城県阿見町助言631108C0217,大和測量(株),"63.10.25,01.03.20",,,
茨城県,"三和町,",土地区画整理,"基準点,水準,平板","2級,,3級,,500","10point,9.0km,0.5KM2",茨城県三和町助言631108C0218,大和測量(株),"63.10.17,01.03.25",,,
茨城県,"藤代町,",土地区画整理,"基準点,基準点,水準,平板","2級,,4級,,3級,,500","14point,60point,2.0km,0.1KM2",茨城県藤代町助言010209C0333,大和測量(株),"01.01.31,01.03.25",,,
茨城県,"千代田村,",土地区画整理,"基準点,水準,平板","2級,,3級,,500","3point,3point,0.2KM2",茨城県千代田村助言630628C0060,第一航業(株),"63.05.31,63.11.26",,,
茨城県,"伊奈町,谷和原村,",土地区画整理,基準点,2級,13point,茨城県助言010120C0292,(株)ミカミ,"63.10.27,01.03.15",,,
茨城県,"藤代町,",土地区画整理,"基準点,平板","2級,,500","10point,0.3KM2",茨城県藤代町助言010328C0377,(株)ミカミ,"01.01.25,01.03.31",,,
茨城県,"水戸市,",導水路計画,"基準点,基準点,水準","2級,,3級,,3級","14point,7point,13.0km",霞ケ浦導水工事事務所助言631125C0250,中央技術(株),"63.10.20,63.11.27",,,
茨城県,"北茨城市,",用地確定測量,"基準点,基準点,平板,編集","2級,,3級,,500,,1000","5point,19point,0.3KM2,0.3KM2",地域振興整備公団常磐支部助言630711C0053,地質基礎工業(株),"63.05.21,63.08.28",,,
茨城県,"古河市,",土地区画整理,基準点,2級,6point,茨城県古河市助言630725C0101,朝日航洋(株),"63.07.25,63.11.30",,,
茨城県,"取手市,",土地区画整理,"基準点,基準点,平板","3級,,4級,,500","7point,76point,0.2KM2",茨城県取手市助言010203C0286,昭和(株),"64.01.05,01.03.30",,,
茨城県,"土浦市,",土地区画整理,"基準点,基準点,平板","3級,,4級,,500","18point,105point,0.4KM2",茨城県土浦市助言630726C0100,大和測量(株),"63.07.19,01.01.22",,,
茨城県,"牛久市,",土地区画整理,"基準点,基準点,平板,編集","3級,,4級,,500,,1000","15point,85point,0.2KM2,0.2KM2",茨城県牛久市助言630722C0049,国土振興技術(株),"63.06.02,63.07.30",,,
茨城県,"土浦市,",地盤変動調査,水準,1級,70.0km,茨城県土浦市助言631128C0249,朝日航洋(株),"63.11.02,01.03.15",,,
茨城県,"古河市,水海道市,取手市,岩井市,総和町,五霞村,猿島町,境町,守谷町,藤代町,",地盤変動調査,水準,1級,474.0km,茨城県助言010203C0311,朝日航洋(株),"63.12.01,01.02.28",,,
茨城県,"猿島町,",総合計画,水準,3級,2point,茨城県猿島町助言010203C0318,(株)パスコ,"01.01.11,01.03.20",,,
茨城県,"大穂町,",土地改良,"水準,撮影,写測図化","3級,,8000,,1000","4.2km,7.8KM2,1.5KM2",茨城県土浦土地改良事務所助言631206C0260,北関東航測,"63.11.15,01.03.11",,,
茨城県,"麻生町,",ほ場整備,"水準,写測図化","4級,,1000","16.0km,4.0KM2",茨城県鉾田土地改良事務所助言010118C0284,朝日航洋(株),"63.12.15,01.03.20",,,
茨城県,"牛久市,",土地区画整理,平板,500,2.3KM2,住宅・都市整備公団つくば開発局助言630926C0165,(株)日測,"63.10.01,01.08.31",,,
茨城県,"大洋村,",総合計画,"撮影,写測図化","30000,,10000","46.5KM2,46.5KM2",茨城県大洋村助言630912C0143,東日本航空(株),"63.07.28,63.12.18",,,
茨城県,"岩瀬町,",道路計画,"撮影,写測図化","8000,,1000","1.1KM2,1.1KM2",常陸工事事務所助言010203C0329,東日本航空(株),"63.11.12,01.02.09",,,
茨城県,"総和町,",都市計画,"撮影,写測図化","12500,,2500","17.8KM2,17.8KM2",茨城県総和町助言630728C0103,国際航業(株),"63.07.10,01.03.10",,,
茨城県,"谷和原村,",都市計画,"撮影,写測図化","12500,,2500","27.9KM2,27.9KM2",茨城県助言010118C0282,国際航業(株),"63.11.29,01.03.15",,,
茨城県,"江戸崎町,",都市計画,"撮影,空三,写測図化","12500,,,,2500","52.8KM2,39M,23.0KM2",茨城県江戸崎町助言630525C0032,(株)八州,"63.04.22,63.09.20",,,
茨城県,"古河市,",下水道計画,"撮影,写測図化","4000,,500","1.7KM2,1.7KM2",茨城県古河市助言630607C0046,(株)八州,"63.04.30,63.11.10",,,
茨城県,"水戸市,",道路計画,"撮影,写測図化","8000,,1000","1.2KM2,1.2KM2",茨城県水戸市助言631128C0242,(株)写測,"63.11.15,01.03.15",,,
茨城県,"十王町,",都市計画,"撮影,写測修正","12500,,2500","39.0KM2,17.7KM2",茨城県助言010118C0283,(株)パスコ,"63.11.30,01.03.15",,,
茨城県,"笠間市,友部町,岩瀬町,",道路計画,"撮影,写測図化","12500,,2500","86.0KM2,16.4KM2",常陸工事事務所助言630819C0122,アジア航測(株),"63.07.13,63.11.09",,,
茨城県,"土浦市,",河川計画,"撮影,写測図化","8000,,1000","10.5KM2,2.5KM2",茨城県土浦土木事務所助言010118C0301,第一航業(株),"63.11.08,01.03.15",,,
茨城県,"水戸市,",道路台帳,"撮影,写測図化","4000,,500","22.0KM2,3.3KM2",茨城県水戸市助言630711C0080,"(株)ミカミ,第一航業(株)","63.06.09,64.01.04",,,
茨城県,"大宮町,",下水道台帳,"撮影,写測図化","4000,,500","3.2KM2,0.6KM2",茨城県大宮町助言630819C0119,三和航測(株),"63.08.09,63.12.17",,,
茨城県,"那珂町,",都市計画,"撮影,写測修正","20000,,5000","60.2KM2,60.2KM2",茨城県那珂町助言631206C0255,三和航測(株),"63.10.19,01.01.17",,,
茨城県,"結城市,",畑地基盤整備計画,"撮影,写測図化","8000,,1000","2.8KM2,2.8KM2",茨城県霞ケ浦用水事業推進事務所助言631223C0272,三和航測(株),"63.12.01,01.03.20",,,
茨城県,"神栖町,",都市計画,"撮影,写測図化","12500,,2500","81.1KM2,81.1KM2",茨城県神栖町助言630816C0111,朝日航洋(株),"63.07.13,63.12.20",,,
茨城県,"日立市,勝田市,",道路台帳,"撮影,写測図化","4000,,500","11.7KM2,0.9KM2",茨城県助言631213C0264,(財)茨城県建設技術公社,"63.11.30,01.03.15",,,
茨城県,"美野里町,",都市計画,"カラー撮影,写測修正","12500,,2500","150.0KM2,71.5KM2",茨城県美野里町助言631109C0212,(株)写測,"63.10.01,01.02.26",,,
茨城県,"石岡市,茨城町,美野里町,内原町,",導水路計画,"空三,写測図化",",,1000","24M,5.8KM2",霞ケ浦導水工事事務所助言010307C0366,(株)パスコ,"01.03.09,01.03.29",,,
茨城県,"古河市,取手市,総和町,五霞村,守谷町,",河川計画,"空三,写測図化",",,2500","4M,55.6KM2",利根川上流工事事務所助言631128C0232,アジア航測(株),"63.10.12,01.03.24",,,
茨城県,"茨城町,",導水路計画,"空三,写測図化",",,2500","15M,3.6KM2",霞ケ浦導水工事事務所助言630707C0075,第一航業(株),"63.07.05,01.03.31",,,
茨城県,"水海道市,岩井市,境町,守谷町,",河川計画,写測図化,2500,34.5KM2,利根川上流工事事務所助言010307C0365,アジア航測(株),"01.02.07,01.03.30",,,
茨城県,"牛久市,谷和原村,",道路計画,写測図化,2500,3.5KM2,常陸工事事務所助言631024C0186,第一航業(株),"63.08.27,63.11.24",,,
茨城県,"大宮町,",都市計画,写測図化,2500,3.2KM2,茨城県大宮町助言630525C0029,三和航測(株),"63.04.26,63.06.24",,,
茨城県,"茎崎町,",土地改良,"写測図化,水準","1000,,簡級","0.2KM2,15.0km",茨城県茎崎町助言630628C0057,三和航測(株),"63.06.01,63.07.10",,,
茨城県,"笠間市,",下水道計画,写測図化,500,0.6KM2,茨城県笠間市助言630711C0079,三和航測(株),"63.07.04,63.09.30",,,
茨城県,"北茨城市,",土地改良,写測図化,1000,2.5KM2,茨城県高萩土地改良事務所助言010120C0289,三和航測(株),"63.12.09,01.03.15",,,
茨城県,"石岡市,",導水路計画,写測図化,1000,5.1KM2,霞ケ浦導水工事事務所助言010307C0355,三和航測(株),"01.02.22,01.03.30",,,
茨城県,"谷和原村,",総合計画,写測修正,10000,34.2KM2,茨城県谷和原村助言630607C0045,三和航測(株),"63.05.17,63.08.20",,,
茨城県,"水戸市,",郵便地図調製,"編集,編集,編集","5000,,10000,,25000","930.9KM2,1423.7KM2,2779.6KM2",郵政省関東郵政局助言630425C0003,直営,"63.05.01,01.03.31",,,
栃木県,"宇都宮市,",土地区画整理,"基準点,基準点","1級,,2級","9point,4point",栃木県宇都宮市助言631109C0208,(株)福山コンサルタント,"63.11.01,63.12.20",,,
栃木県,"足利市,",土地区画整理,"基準点,基準点,基準点,平板","1級,,3級,,4級,,500","10point,38point,278point,0.8KM2",栃木県足利市助言630817C0110,晃洋設計測量(株),"63.05.23,01.03.30",,,
栃木県,"矢板市,",土地区画整理,基準点,2級,7point,栃木県矢板市助言631021C0181,八興測量(株),"63.10.15,01.01.31",,,
栃木県,"壬生町,",土地区画整理,"基準点,基準点","2級,,3級","4point,7point",栃木県壬生町助言010307C0352,八興測量(株),"01.02.01,01.03.31",,,
栃木県,"市貝町,",土地区画整理,"基準点,基準点,水準,平板","2級,,3級,,3級,,500","9point,16point,8.0km,0.4KM2",栃木県市貝町助言010304C0351,宇都宮測量(株),"01.02.15,01.03.31",,,
栃木県,"宇都宮市,",土地区画整理,"基準点,平板","2級,,500","11point,0.3KM2",宇都宮市平松本町第一土地区画整理組合助言631223C0279,協和測量設計(株),"63.12.16,01.05.31",,,
栃木県,"芳賀町,",空港計画,"基準点,水準","2級,,簡級","8point,9.0km",栃木県助言630914C0158,朝日航洋(株),"63.08.19,63.09.30",,,
栃木県,"黒磯市,",土地区画整理,基準点,4級,70point,栃木県黒磯市助言010203C0305,那須測量(株),"01.01.10,01.03.15",,,
栃木県,"西方村,粟野町,",工業団地造成計画,"基準点,平板","4級,,500","109point,1.5KM2",地域振興整備公団宇都宮開発所助言630718C0087,(株)総研,"63.06.14,63.10.31",,,
栃木県,"宇都宮市,足利市,佐野市,小山市,真岡市,上三川町,南河内町,河内町,二宮町,壬生町,石橋町,国分寺町,野木町,大平町,藤岡町,岩舟町,高根沢町,",地盤変動調査,水準,1級,504.0km,栃木県助言631128C0236,国際航業(株),"63.10.19,01.03.20",,,
栃木県,"矢板市,",下水道計画,"撮影,写測図化","4000,,500","8.8KM2,2.7KM2",栃木県矢板市助言630628C0062,東日本航空(株),"63.06.01,63.09.30",,,
栃木県,"那須町,黒羽町,西那須野町,塩原町,黒磯市,大田原市,矢板市,",森林計画,撮影,16000,942.0KM2,栃木県助言630601C0044,国際航業(株),"63.05.16,63.11.30",,,
栃木県,"藤原町,",都市計画,"撮影,写測修正","30000,,10000","88.3KM2,88.3KM2",栃木県藤原町助言631004C0167,国際航業(株),"63.08.06,01.02.01",,,
