都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,付図番号,2018.01.14修正
長野県,"佐久町,",都市計画,"カラー撮影,空三,写測図化","8000,,8000,,2500","81.1KM2,84M,20.0KM2",長野県佐久町助言040618C0049,新日本航業(株),"04.06.10,04.12.21",594,
長野県,"高森町,",都市計画,カラー撮影,10000,43.2KM2,長野県高森町助言050226C0379,朝日航洋(株),"05.01.20,05.03.31",2967,
長野県,"飯田市,",都市計画,"カラー撮影,写測修正","12500,,2500","200.0KM2,176.4KM2",長野県飯田市助言041009C0203,ジャステックコンサルタンツ(有),"04.10.10,06.03.25",1811,
長野県,"長野市,",都市計画,数値図化,2500,0.5KM2,長野県長野市助言040703C0071,(株)協同測量社,"04.06.11,04.07.20",,
長野県,"堀金村,",都市計画,"空三,写測図化,写測修正","12500,,2500,,2500","23M,18.7KM2,6.4KM2",長野県豊科建設事務所助言041217C0284,(株)パスコ,"04.11.02,05.03.10",2543,
長野県,"穂高町,",公園計画,"空三,写測図化","8000,,1000","8M,1.5KM2",長野県豊科建設事務所助言041110C0239,(株)協同測量社,"04.10.09,05.02.05",,
長野県,"安曇村,",道路計画,"空三,写測図化","12500,,2500","32M,30.8KM2",長野県松本建設事務所助言050126C0343,(株)協同測量社,"05.01.04,05.01.29",,
長野県,"小谷村,",道路計画,写測図化,1000,0.4KM2,長野国道工事事務所助言040827C0140,(株)協同測量社,"04.08.06,04.10.14",,
長野県,"辰野町,",都市計画,"写測図化,写測修正","2500,,2500","36.6KM2,33.9KM2",長野県伊那建設事務所助言040827C0144,(株)協同測量社,"04.08.03,05.02.08",1401,
長野県,"小海町,八千穂村,",道路計画,写測図化,1000,0.7KM2,長野県臼田建設事務所助言041208C0278,(株)協同測量社,"04.11.06,04.12.25",,
長野県,"伊那市,南箕輪村,楢川村,",道路計画,写測図化,1000,0.7KM2,飯田国道工事事務所助言040916C0168,中日本航空(株),"04.08.27,04.10.30",,
長野県,"上田市,",都市計画,"写測図化,撮影,空三","2500,,8000,,8000","27.0KM2,47.5KM2,47M",長野県上田市助言040424C0014,朝日航洋(株),"04.04.15,05.07.31",85,
長野県,"八千穂村,",農道台帳,写測図化,1000,0.1KM2,長野県八千穂村助言050121C0329,朝日航洋(株),"04.11.26,05.03.31",,
長野県,"喬木村,",農道台帳,写測図化,1000,0.3KM2,長野県喬木村助言050121C0330,朝日航洋(株),"04.11.26,05.03.19",,
長野県,"高森町,",農道台帳,"写測図化,撮影","1000,,10000","0.2KM2,0.2KM2",長野県高森町助言050121C0331,朝日航洋(株),"04.11.27,05.03.31",,
長野県,"望月町,",農道台帳,写測図化,1000,1.2KM2,長野県望月町助言050121C0337,朝日航洋(株),"04.11.26,05.05.31",,
長野県,"佐久市,御代田町,浅科村,北御牧村,",鉄道計画,写測修正,500,2.4KM2,日本鉄道建設公団北陸新幹線建設局助言040803C0112,東武計画(株),"04.08.06,04.10.30",,
長野県,"伊那市,",道路台帳,写測修正,1000,43.3KM2,長野県伊那市助言040428C0017,国際航業(株),"04.04.30,05.03.15",,
長野県,"箕輪町,",都市計画,写測修正,2500,41.5KM2,長野県伊那建設事務所助言040827C0141,(株)八州,"04.08.03,04.12.30",1398,
長野県,"伊那市,",都市計画,写測修正,2500,19.2KM2,長野県伊那建設事務所助言040827C0142,(株)協同測量社,"04.08.03,04.11.30",1399,
長野県,"高遠町,",都市計画,写測修正,2500,29.8KM2,長野県伊那建設事務所助言040827C0143,(株)協同測量社,"04.08.03,04.12.10",1400,
長野県,"穂高町,",都市計画,写測修正,2500,34.0KM2,長野県豊科建設事務所助言041124C0264,(株)協同測量社,"04.11.09,05.03.10",2307,
長野県,"佐久市,",都市計画,写測修正,2500,90.8KM2,長野県佐久市助言040909C0157,朝日航洋(株),"04.08.31,04.10.26",1546,
新潟県,"上越市,",土地区画整理,"基準点,基準点,基準点,水準,平板","1級,,3級,,4級,,3級,,500","2point,10point,212point,3.4km,0.5KM2",新潟県上越市助言040904D0089,(株)信和測量設計社,"04.08.08,04.10.05",,
新潟県,"糸魚川市,",土地区画整理,基準点,2級,5point,新潟県糸魚川市助言040604D0019,三和測量建設(株),"04.06.01,04.06.30",,
新潟県,"長岡市,",土地改良,"基準点,平板","2級,,500","6point,1.0KM2",信濃川左岸土地改良区助言040904D0087,(株)ナルサワコンサルタント,"04.07.31,05.03.07",,
新潟県,"頸城村,",土地改良,"基準点,平板","2級,,500","6point,3.4KM2",頸城土地改良区助言040904D0088,(株)ナルサワコンサルタント,"04.07.29,05.02.13",,
新潟県,"上越市,",土地区画整理,"基準点,平板","2級,,500","9point,0.1KM2",五智国府土地区画整理組合助言040518D0009,(株)都計測量社,"04.06.01,04.12.31",,
新潟県,"上越市,",土地区画整理,"基準点,基準点,平板","2級,,3級,,500","2point,3point,0.1KM2",上越市新町今池土地区画整理組合助言040804D0063,北野建設(株),"04.09.01,04.12.15",,
新潟県,"新潟市,",土地区画整理,"基準点,平板","2級,,500","4point,0.3KM2",小新梅田土地区画整理組合助言041117D0131,(株)総合都市開発,"04.11.16,05.01.30",,
新潟県,"十日町市,",土地区画整理,"基準点,平板","2級,,500","2point,0.2KM2",新潟県十日町市助言040827D0084,(株)宮内測量設計事務所,"04.08.27,04.10.31",,
新潟県,"長岡市,",土地区画整理,"基準点,水準","2級,,3級","6point,7.2km",日越土地区画整理組合助言050322D0161,(株)測量設計長部事務所,"62.11.20,08.12.31",,
新潟県,"上越市,",土地区画整理,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","2point,3point,80point,0.2KM2",上越市大学前土地区画整理組合助言041109D0124,(株)エス・ティー設計,"04.11.10,05.02.18",,
新潟県,"白根市,",道路計画,"基準点,水準","2級,,3級","6point,2.8km",新潟国道工事事務所助言041214D0143,(株)測技,"04.11.25,05.03.31",,
新潟県,"湯沢町,",砂防ダム国有地所管替基準点測量,基準点,3級,3point,湯沢砂防工事事務所助言041117D0133,(株)日測,"04.11.13,05.01.27",,
新潟県,"新井市,上越市,柿崎町,大潟町,",地盤変動調査,"水準,水準","1級,,2級","66.0km,82.0km",新潟県助言040727D0056,東武計画株式会社,"04.08.17,04.09.30",1104,
新潟県,"新潟市,新発田市,巻町,西川町,黒埼町,岩室村,",地盤変動調査,"水準,水準","1級,,2級","35.0km,48.0km",新潟県助言040727D0055,(株)パスコ,"04.08.17,04.09.30",1103,
新潟県,"上越市,",地盤変動調査,"水準,水準","1級,,2級","9.0km,23.0km",新潟県上越市助言040727D0052,中野測量航業(株),"04.08.25,04.09.20",1100,
新潟県,"新潟市,新発田市,白根市,豊栄市,京ヶ瀬村,笹神村,豊浦町,聖籠町,横越村,亀田町,黒埼町,",地盤変動調査,"水準,水準","1級,,2級","49.0km,100.0km",信濃川水系土地改良調査管理事務所長助言040727D0048,(株)信越測量設計事務所,"04.08.01,04.09.30",1096,
新潟県,"新潟市,新津市,",地盤変動調査,水準,1級,32.0km,信濃川下流工事事務所助言040827D0083,(株)北陸測量設計事務所,"04.09.01,04.10.10",1394,
新潟県,"大潟町,",地盤変動調査,"水準,水準","1級,,2級","6.0km,4.0km",新潟県大潟町助言040803D0064,(株)東邦コンサルタント,"04.08.21,04.10.31",1196,
新潟県,"塩沢町,六日町,大和町,",地盤変動調査,水準,2級,44.0km,新潟県助言040727D0058,(株)八州,"04.08.17,04.09.30",1106,
新潟県,"六日町,",地盤変動調査,水準,2級,16.0km,新潟県六日町助言040818D0078,(株)八州,"04.09.01,04.12.25",1342,
新潟県,"新潟市,",地盤変動調査,水準,2級,27.1km,新潟県新潟市助言040818D0079,(株)パスコ,"04.08.25,04.12.27",1344,
新潟県,"長岡市,柏崎市,",地盤変動調査,水準,2級,105.0km,新潟県助言040727D0057,旭調査設計(株),"04.08.17,04.09.30",1105,
新潟県,"長岡市,",地盤変動調査,水準,2級,20.0km,新潟県長岡市助言040803D0065,旭調査設計(株),"04.08.20,04.10.31",1197,
新潟県,"柏崎市,",地盤変動調査,水準,2級,29.0km,新潟県柏崎市助言040714D0041,(株)ナルサワコンサルタント,"04.08.20,04.08.31",941,
新潟県,"新潟市,聖籠町,",地盤変動調査,水準,2級,40.0km,運輸省第一港湾建設局新潟港工事事務所助言040727D0053,中野測量航業(株),"04.09.01,05.01.31",1101,
新潟県,"頸城村,",地盤変動調査,水準,2級,10.0km,新潟県頸城村助言040804D0071,中野測量航業(株),"04.08.21,04.09.30",1270,
新潟県,"安田町,",都市計画,"水準,空三,写測図化,写測修正","2級,,4000,,500,,2500","3.2km,13M,0.3KM2,8.1KM2",新潟県安田町助言041117D0128,中野測量航業(株),"04.11.11,05.03.06",,
新潟県,"糸魚川市,",下水道計画,"水準,撮影,写測図化","3級,,4000,,500","7point,17.1KM2,1.8KM2",新潟県糸魚川市助言050108D0150,中野測量航業(株),"04.11.24,05.03.23",,
新潟県,"青海町,",鉄道計画,"水準,空三,写測図化,写測修正","簡級,,4000,,500,,2500","1.5km,5M,0.1KM2,11.8KM2",日本鉄道建設公団北陸新幹線第二建設局助言041117D0129,(株)パスコ,"04.11.12,05.01.30",,
新潟県,"大和町,",河川管理,平板,500,0.1KM2,信濃川工事事務所助言041130D0139,(株)ナルサワコンサルタント,"04.11.10,04.12.29",,
新潟県,"長岡市,",農道台帳,"撮影,写測図化","8000,,1000","13.1KM2,0.2KM2",新潟県長岡市助言041221D0146,国際航業(株),"04.07.23,04.12.30",,
新潟県,"柏崎市,",ガス・水道菅配管計画,"撮影,写測図化","4000,,500","7.5KM2,1.4KM2",新潟県柏崎市助言040604D0016,(株)パスコ,"04.05.10,04.09.27",,
新潟県,"朝日村,",下水道計画,"撮影,写測図化","12500,,2500","160.4KM2,58.5KM2",新潟県朝日村助言040716D0047,(株)パスコ,"04.06.11,04.12.26",1051,
新潟県,"分水町,塩沢町,",河川計画,"撮影,写測図化","4000,,500","1.7KM2,0.7KM2",信濃川工事事務所助言041012D0112,アジア航測(株),"04.09.22,05.02.18",,
新潟県,"潟東村,",都市計画,"撮影,写測図化","12500,,2500","48.7KM2,24.0KM2",新潟県潟東村助言040529D0012,三和航測(株),"04.04.25,04.09.20",376,
新潟県,"広神村,",道路台帳,"撮影,写測図化","4000,,500","78.8KM2,6.0KM2",新潟県広神村助言040417D0002,中野測量航業(株),"04.04.01,06.05.02",93,
新潟県,"柿崎町,",都市計画,"撮影,写測図化","10000,,2500","27.5KM2,14.2KM2",新潟県柿崎町助言040417D0004,中野測量航業(株),"04.04.01,06.03.31",95,
新潟県,"豊栄市,",下水道計画,"撮影,写測図化","4000,,500","13.7KM2,57point",新潟県豊栄市助言040518D0008,中野測量航業(株),"04.05.05,09.03.31",,
新潟県,"堀之内町,",下水道計画,"撮影,写測図化","4000,,500","5.1KM2,0.9KM2",新潟県堀之内町助言040608D0023,中野測量航業(株),"04.05.25,04.09.07",,
新潟県,"松之山町,",下水道計画,"撮影,写測図化","12500,,2500","33.1KM2,5.7KM2",新潟県松之山町助言040707D0033,中野測量航業(株),"04.06.30,04.08.01",,
新潟県,"巻町,",都市計画,"撮影,写測修正","12500,,2500","76.4KM2,40.0KM2",新潟県巻町助言040804D0070,中野測量航業(株),"04.07.25,04.12.28",1269,
新潟県,"川西町,",下水道計画,"撮影,空三","4000,,4000","5.3KM2,22M",新潟県川西町助言040826D0080,中野測量航業(株),"04.08.20,04.10.18",,
新潟県,"寺泊町,",河川台帳,"撮影,写測図化","12500,,2500","11.6KM2,2.0KM2",新潟県与板土木事務所助言040917D0092,中野測量航業(株),"04.08.30,04.10.31",,
新潟県,"出雲崎町,",都市計画,"撮影,写測図化,写測修正","12500,,2500,,2500","23.1KM2,3.5KM2,1.8KM2",新潟県出雲崎町助言041002D0108,中野測量航業(株),"04.10.12,04.11.30",1764,
新潟県,"柏崎市,高柳町,",河川台帳,"撮影,写測図化","12500,,2500","51.0KM2,7.8KM2",新潟県柏崎土木事務所助言041013D0113,"中野測量航業(株),(株)オリジナルサーベー","04.10.07,04.11.14",,
新潟県,"上越市,柿崎町,吉川町,",河川台帳,"撮影,写測図化,水準","12500,,2500,,3級","106.7KM2,18.0KM2,53.8km",新潟県上越土木事務所助言041019D0118,"中野測量航業(株),朝日航洋(株),国際航業(株),(株)桑原測量社","04.10.12,05.03.25",2191,
新潟県,"小出町,",下水道計画,"撮影,写測図化","4000,,500","1.0KM2,1.0KM2",新潟県小出町助言041109D0125,中野測量航業(株),"04.11.01,05.02.14",,
新潟県,"津南町,",下水道計画,"撮影,写測図化,写測修正","12500,,2500,,2500","103.2KM2,13.8KM2,17.8KM2",新潟県津南町助言041130D0135,中野測量航業(株),"04.10.21,05.08.31",2368,
新潟県,"加治川村,",ほ場整備,"撮影,写測図化","8000,,1000","5.4KM2,3.2KM2",新潟県加治川村助言041208D0140,中野測量航業(株),"04.11.20,05.02.23",,
新潟県,"小出町,",都市計画,"撮影,写測図化","12500,,2500","61.8KM2,30.0KM2",新潟県小出町助言041208D0142,中野測量航業(株),"04.11.20,05.02.14",2427,
新潟県,"新井市,",下水道計画,"撮影,写測図化","4000,,500","11.5KM2,2.1KM2",新潟県新井市助言041214D0144,中野測量航業(株),"04.11.11,05.08.17",,
新潟県,"柏崎市,",都市計画,"撮影,写測図化,写測修正","12500,,2500,,2500","66.4KM2,19.6KM2,4.0KM2",新潟県柏崎市助言041214D0145,中野測量航業(株),"04.11.20,05.03.14",2472,
新潟県,"柿崎町,吉川町,浦川原村,",河川管理,"撮影,写測図化","12500,,2500","16.1KM2,9.4KM2",新潟県上越土木事務所助言040417D0001,(株)オリジナルサーベー,"04.03.10,04.03.30",,
新潟県,"新発田市,",下水道計画,"撮影,写測図化","4000,,500","3.0KM2,0.2KM2",新潟県新発田市助言040618D0026,(株)オリジナルサーベー,"04.06.05,04.12.11",,
新潟県,"十日町市,",ほ場整備,"撮影,写測図化","8000,,1000","19.9KM2,2.1KM2",新潟県十日町市助言040618D0028,(株)オリジナルサーベー,"04.05.26,04.10.02",,
新潟県,"糸魚川市,名立町,能生町,",総合計画,"撮影,撮影","8000,,15000","294.0KM2,294.0KM2",新潟県能生町助言040707D0031,(株)オリジナルサーベー,"04.05.26,04.10.31",880,
新潟県,"三川村,",都市計画,"撮影,写測図化","12500,,2500","252.0KM2,13.9KM2",新潟県三川村助言040826D0081,(株)オリジナルサーベー,"04.08.04,05.03.01",1390,
新潟県,"山北町,",河川管理,"撮影,写測図化","12500,,2500","18.6KM2,3.3KM2",新潟県村上土木事務所助言041012D0111,"(株)オリジナルサーベー,中野測量航業(株)","04.09.16,05.03.19",,
新潟県,"村松町,",都市計画,"撮影,写測図化,写測修正","12500,,2500,,2500","63.0KM2,13.5KM2,17.5KM2",新潟県村松町助言050108D0149,(株)オリジナルサーベー,"04.11.05,05.05.31",2659,
新潟県,"糸魚川市,青海町,",鉄道計画,"撮影,撮影,写測図化,写測修正","12500,,30000,,10000,,10000","76.9KM2,428.5KM2,12.3KM2,106.6KM2",日本鉄道建設公団北陸新幹線第二建設局助言041117D0130,朝日航洋(株),"04.11.12,05.02.28",2263,
新潟県,"荒川町,",都市計画,"撮影,写測図化","4000,,500","2.8KM2,0.3KM2",新潟県荒川町助言041029D0119,新潟巧測(株),"04.10.22,04.12.25",,
新潟県,"新潟市,西川町,巻町,横越村,京ヶ瀬村,水原町,安田町,笹神村,",道路計画,"カラー撮影,写測修正","10000,,2500","76.2KM2,13.2KM2",新潟国道工事事務所助言040803D0066,アジア航測(株),"04.06.30,04.10.27",,
新潟県,"朝日村,山北町,",道路計画,"空三,写測図化","25000,,5000","7M,54.0KM2",新潟国道工事事務所助言040918D0101,国際航業(株),"04.07.02,04.11.28",,
新潟県,"柏崎市,柿崎町,",道路計画,"空三,写測図化","12500,,2500","6M,4.0KM2",長岡国道工事事務所助言040818D0073,セントラル航業(株),"04.07.26,04.09.11",,
新潟県,"越路町,",農道台帳,"空三,写測図化","8000,,1000","48M,1.0KM2",新潟県越路町助言040818D0077,セントラル航業(株),"03.10.30,04.08.30",,
新潟県,"紫雲寺町,",都市計画,"空三,写測図化,写測修正","12500,,2500,,2500","2M,1.3KM2,2.7KM2",新潟県紫雲寺町助言040529D0013,中野測量航業(株),"04.05.06,04.07.29",,
新潟県,"中条町,",都市計画,"空三,写測図化","8000,,2500","7M,3.0KM2",新潟県中条町助言040610D0025,中野測量航業(株),"04.05.25,04.06.30",,
新潟県,"新井市,",都市計画,"空三,写測図化,写測修正","12500,,2500,,2500","42M,20.2KM2,40.0KM2",新潟県新井市助言040803D0061,中野測量航業(株),"04.06.20,06.03.31",1194,
新潟県,"吉川町,",河川台帳,"空三,写測図化","12500,,2500","14M,6.9KM2",新潟県上越土木事務所助言041029D0121,(株)オリジナルサーベー,"04.09.16,05.03.25",,
新潟県,"荒川町,",都市公園整備計画,"空三,写測図化","4000,,500","3M,0.1KM2",新潟県荒川町助言050218D0155,新潟巧測(株),"05.02.01,05.03.26",,
新潟県,"巻町,",道路計画,"写測図化,写測修正","1000,,1000","0.1KM2,1.1KM2",新潟国道工事事務所助言050108D0148,国際航業(株),"04.11.21,05.02.01",,
新潟県,"六日町,",下水道計画,写測図化,500,0.5KM2,新潟県六日町助言040707D0032,中野測量航業(株),"04.06.30,04.10.07",,
新潟県,"真野町,",下水道計画,写測図化,500,0.2KM2,新潟県真野町助言040727D0051,中野測量航業(株),"04.07.10,04.10.29",,
新潟県,"新津市,",都市計画,写測図化,2500,10.5KM2,新潟県新津市助言040604D0018,(株)オリジナルサーベー,"04.05.11,04.09.07",,
富山県,"小矢部市,",鉄道計画,基準点,1級,18point,日本鉄道建設公団北陸新幹線第二建設局助言041019D0114,アジア航測(株),"04.10.13,05.03.31",,
富山県,"富山市,",土地区画整理,"基準点,水準,平板","2級,,3級,,500","3point,3point,0.3KM2",富山県富山市助言040707D0034,三和測量建設(株),"04.07.01,04.11.30",,
富山県,"井波町,",土地区画整理,"基準点,水準,平板","2級,,3級,,500","8point,3point,0.1KM2",富山県助言040917D0096,三和測量建設(株),"04.08.05,04.10.20",,
富山県,"婦中町,",土地区画整理,"基準点,水準,平板","2級,,3級,,500","4point,3point,0.2KM2",富山県助言040917D0097,三和測量建設(株),"04.08.26,05.03.19",,
富山県,"富山市,",屋上ヘリポートの標点設定,基準点,2級,1point,富山県助言040417D0006,北陸航測(株),"04.04.16,04.05.26",,
富山県,"城端町,",都市計画,基準点,2級,12point,富山県城端町助言050125D0153,(株)上智,"04.11.28,05.01.29",,
富山県,"入善町,",土地区画整理,"基準点,水準,平板","2級,,3級,,500","3point,3point,0.1KM2",富山県助言041029D0122,(株)国土開発センター,"04.10.01,04.12.31",,
富山県,"宇奈月町,",砂防計画,"基準点,平板,編集","2級,,1000,,5000","2point,0.1KM2,0.1KM2",黒部工事事務所助言041208D0141,(財)林野弘済会,"04.11.21,05.02.13",,
富山県,"福野町,",都市計画,"基準点,水準","2級,,2級","35point,32.8km",富山県福野町助言040518D0010,(株)宏和測量,"04.05.20,04.09.30",,
富山県,"富山市,",験潮所基準水準点標高観測,水準,1級,8.1km,気象庁東京管区気象台富山地方気象台助言040925D0106,(株)国土開発センター,"04.10.05,04.12.10",,
富山県,"小矢部市,",現況図作成,"水準,空三,写測図化","簡級,,12500,,2500","13.0km,19M,5.9KM2",地域振興整備公団助言041117D0127,東武計画株式会社,"04.11.02,05.02.05",,
富山県,"黒部市,入善町,朝日町,",鉄道計画,"水準,空三,写測図化,写測修正","簡級,,4000,,500,,2500","1.5km,5M,0.1KM2,11.8KM2",日本鉄道建設公団北陸新幹線第二建設局助言041117D0129,(株)パスコ,"04.11.12,05.01.30",,
富山県,"八尾町,",地すべり対策,"撮影,写測図化","7000,,1000","7.2KM2,0.8KM2",富山県富山農地事務所助言040529D0014,国際航業(株),"04.05.01,04.07.31",,
富山県,"大沢野町,細入村,",総合計画,"撮影,写測図化","12500,,2500","80.0KM2,44.5KM2",富山工事事務所助言040727D0054,アジア航測(株),"04.06.27,04.11.23",,
富山県,"黒部市,入善町,朝日町,",河川台帳,"撮影,撮影,写測図化,写測図化","8000,,12500,,1000,,2500","205.4KM2,26.5KM2,4.0KM2,0.9KM2",富山県入善土木事務所助言040918D0102,北陸航測(株),"04.09.21,04.12.20",1624,
富山県,"城端町,",農業集落排水整備,"撮影,写測図化","4000,,500","21.6KM2,2.5KM2",富山県城端町助言041130D0136,北陸航測(株),"04.11.20,05.03.25",,
富山県,"高岡市,氷見市,",道路計画,"撮影,写測図化","8000,,1000","23.2KM2,2.4KM2",富山工事事務所助言040804D0069,セントラル航業(株),"04.07.04,04.10.31",,
富山県,"福野町,",下水道台帳,"撮影,写測図化","4000,,500","12.2KM2,6.9KM2",富山県福野町助言040818D0076,セントラル航業(株),"04.08.10,05.03.25",,
富山県,"福光町,",固定資産評価資料,撮影,5000,5.7KM2,富山県福光町助言040826D0082,セントラル航業(株),"04.08.20,05.02.20",,
富山県,"福光町,",下水道計画,"撮影,写測図化","10000,,2500","8.4KM2,2.9KM2",富山県福光町助言040827D0085,セントラル航業(株),"04.08.26,04.10.30",,
富山県,"大山町,",砂防計画,"撮影,写測図化","8000,,2500","6.8KM2,2.4KM2",立山砂防工事事務所助言040925D0105,中日本航空(株),"04.09.01,05.02.27",,
富山県,"城端町,",下水道平面図,"撮影,写測図化","4000,,500","9.4KM2,1.8KM2",富山県城端町助言041109D0123,(株)日本テクニカルセンター,"04.10.10,05.03.31",,
富山県,"魚津市,黒部市,入善町,朝日町,",鉄道計画,"撮影,撮影,写測図化,写測修正","12500,,30000,,10000,,10000","76.9KM2,428.5KM2,12.3KM2,106.6KM2",日本鉄道建設公団北陸新幹線第二建設局助言041117D0130,朝日航洋(株),"04.11.12,05.02.28",2263,
富山県,"氷見市,",下水道計画,"空三,写測図化","4000,,500","12M,0.5KM2",富山県氷見市助言040917D0094,(株)パスコ,"04.08.13,04.11.30",,
富山県,"庄川町,利賀村,",ダム計画,"空三,写測図化","10000,,2500","7M,4.0KM2",利賀ダム調査事務所助言040714D0039,中日本航空(株),"04.07.14,04.11.30",,
富山県,"高岡市,",下水道計画,写測図化,4000,6.4KM2,富山県高岡市助言040707D0030,北陸航測(株),"04.07.01,05.03.20",,
富山県,"魚津市,",下水道計画,写測図化,500,1.7KM2,富山県魚津市助言041029D0120,北陸航測(株),"04.11.01,05.10.30",,
富山県,"大山町,",砂防計画,写測図化,1000,1.7KM2,立山砂防工事事務所助言050226D0158,国土防災技術(株),"05.01.15,05.03.15",,
富山県,"大山町,",砂防計画,写測図化,1000,2.8KM2,立山砂防工事事務所助言050226D0157,(株)オリジナルサーベー,"05.01.15,05.03.16",,
富山県,"利賀村,庄川町,",ダム計画,写測図化,2500,28.4KM2,利賀ダム調査事務所助言050125D0152,中日本航空(株),"05.03.03,05.12.25",2778,
石川県,"金沢市,津幡町,",鉄道計画,基準点,1級,18point,日本鉄道建設公団北陸新幹線第二建設局助言041019D0114,アジア航測(株),"04.10.13,05.03.31",,
石川県,"金沢市,",土地区画整理,"基準点,平板","2級,,500","4point,0.1KM2",石川県助言040529D0011,三和測量建設(株),"04.05.15,04.06.30",,
石川県,"柳田村,",ダム計画,基準点,2級,7point,石川県輪島土木事務所助言040818D0074,セントラル航業(株),"04.07.30,04.10.30",,
石川県,"七尾市,",地盤変動調査,水準,1級,33.0km,石川県助言040917D0099,国際航業(株),"04.08.31,04.12.31",1621,
石川県,"七尾市,",地盤変動調査,水準,1級,9.0km,石川県七尾市助言050330D0164,国際航業(株),"04.08.01,05.03.30",3132,
石川県,"金沢市,小松市,松任市,根上町,寺井町,野々市町,津幡町,宇ノ気町,内灘町,美川町,",地盤変動調査,水準,1級,114.6km,石川県助言040917D0098,セントラル航業(株),"04.08.31,04.12.31",1620,
石川県,"七尾市,",都市計画,"水準,空三,写測図化,写測修正","簡級,,12500,,2500,,2500","10.0km,5M,4.4KM2,17.4KM2",石川県七尾市助言040917D0093,北日本測量(株),"04.09.10,05.06.30",1610,
石川県,"七尾市,",固定資産評価資料,撮影,5000,38.9KM2,石川県七尾市助言040925D0104,(株)パスコ,"04.05.22,06.04.15",1682,
石川県,"松任市,",固定資産評価資料,撮影,8000,59.9KM2,石川県松任市助言041130D0138,アジア航測(株),"04.10.22,06.03.31",2371,
石川県,"美川町,",都市計画,"撮影,撮影,写測図化,写測図化","4000,,12500,,500,,2500","16.9KM2,31.0KM2,0.6KM2,9.1KM2",石川県美川町助言041117D0132,(株)国土開発センター,"04.10.28,07.03.20",2265,
石川県,"加賀市,",都市計画,"撮影,写測図化","12500,,2500","151.6KM2,126.6KM2",石川県加賀市助言040716D0042,セントラル航業(株),"04.07.10,05.03.31",1046,
石川県,"柳田村,",農道台帳,"撮影,空三","8000,,8000","105.0KM2,254M",石川県柳田村助言040818D0075,セントラル航業(株),"04.07.30,04.12.20",1343,
石川県,"小松市,",農用地管理,"撮影,写測図化","15000,,2500","110.0KM2,35.0KM2",石川県小松市助言040917D0095,セントラル航業(株),"04.08.05,05.03.10",1617,
石川県,"金沢市,小松市,松任市,根上町,川北町,美川町,",海岸計画,撮影,12500,55.0KM2,金沢工事事務所助言041012D0109,中日本航空(株),"04.09.25,05.03.20",1851,
石川県,"金沢市,七尾市,小松市,加賀市,羽咋市,松任市,根上町,寺井町,辰口町,美川町,鶴来町,野々市町,津幡町,高松町,七塚町,宇ノ気町,志雄町,押水町,鳥屋町,鹿島町,",道路計画,撮影,15000,458.2KM2,金沢工事事務所助言050322D0162,中日本航空(株),"05.02.27,05.03.30",3100,
石川県,"松任市,",道路計画,"空三,写測図化","4000,,1000","15M,1.7KM2",金沢工事事務所助言041002D0107,(株)パスコ,"04.08.31,04.12.10",,
石川県,"富来町,",農道台帳,"空三,写測図化","8000,,1000","116M,0.8KM2",石川県富来町助言040716D0043,セントラル航業(株),"03.10.06,04.07.31",,
石川県,"門前町,",農道台帳,"空三,写測図化","10000,,1000","152M,2.0KM2",石川県門前町助言040716D0044,セントラル航業(株),"04.06.01,04.12.31",,
石川県,"輪島市,",農道台帳,"空三,写測図化","10000,,1000","316M,7.3KM2",石川県輪島市助言040716D0045,セントラル航業(株),"04.07.10,05.03.31",,
石川県,"羽咋市,",農道台帳,"空三,写測図化","10000,,1000","108M,2.4KM2",石川県羽咋市助言040716D0046,セントラル航業(株),"04.06.02,04.12.20",,
石川県,"珠洲市,",都市計画,写測修正,2500,196.2KM2,石川県珠洲市助言050322D0163,北日本測量(株),"05.03.01,05.07.30",3101,
福井県,"勝山市,",土地区画整理,"基準点,基準点,基準点,水準,水準,平板","2級,,3級,,4級,,3級,,4級,,500","10point,25point,438point,11.5km,21.7km,1.8KM2",福井県勝山市助言040925D0103,昭和(株),"04.09.10,05.09.09",,
福井県,"永平寺町,",道路計画,基準点,2級,3point,福井県福井土木事務所助言040707D0036,三和測量建設(株),"04.06.20,04.08.07",,
福井県,"武生市,",土地区画整理,"基準点,平板","2級,,500","10point,0.1KM2",塚町土地区画整理組合助言040608D0022,(株)帝国コンサルタント,"04.05.25,04.07.25",,
福井県,"春江町,坂井町,",空港計画,基準点,2級,5point,福井県福井空港建設調査事務所助言040608D0020,(有)日新企画設計,"04.06.08,04.07.31",,
福井県,"三方町,",農道台帳,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","15point,192point,283point,1.1KM2",福井県若狭事務所助言041130D0134,福井県土地改良事業団体連合会,"04.10.16,05.03.15",,
福井県,"上志比村,",道路計画,"基準点,水準","3級,,3級","9point,2.0km",福井県福井土木事務所助言050125D0151,東京コンサルタンツ(株),"04.12.08,05.03.31",,
福井県,"福井市,三国町,芦原町,金津町,丸岡町,春江町,坂井町,",地盤変動調査,"水準,水準","1級,,2級","22.1km,53.6km",福井県助言040917D0100,三和測量建設(株),"04.09.10,04.11.10",1622,
