都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,付図番号,2018.01.14修正
北海道,"北村,",土地改良(砂浜北工区用地測量),基準点,2級,5point,札幌開発建設部助言A0579,北海道測量事業協同組合,"1999.11.17,2000.02.18",,
北海道,"沼田町,",土地改良(中山間事業沼田地区),基準点,3級,7point,北海道空知支庁助言A0580,(株)よしだ測量設計,"1999.11.19,2000.02.29",,
北海道,"北見市,",河川改修工事(東相内地区),"基準点,基準点","2級,,3級","10point,17point",北海道網走土木現業所助言A0581,益村測量設計(株),"1999.06.04,2000.03.10",,
北海道,"置戸町,",畑総事業(北光第2地区),基準点,3級,12point,北海道網走支庁助言A0582,益村測量設計(株),"1999.11.02,2000.02.28",,
北海道,"端野町,",町道用地測量(三区地区),基準点,2級,2point,北海道端野町助言A0583,(株)泉澤測量設計,"1999.11.24,2000.01.31",,
北海道,"岩見沢市,",道路計画(12号中幌向),基準点,3級,4point,札幌開発建設部助言A0584,千廣測量(株),"1999.11.22,2000.02.04",,
北海道,"熊石町,",道路計画(227号熊石町大谷),基準点,3級,6point,函館開発建設部助言A0585,北海道測量事業協同組合,"1999.11.25,2000.02.04",,
北海道,"木古内町,",道路計画(大釜谷-釜谷地区),"基準点,基準点","2級,,3級","2point,2point",函館開発建設部函館道路事務所助言A0586,(株)開発工営社,"1999.12.01,2000.03.24",,
北海道,"虻田町,",土地改良(畑かんがい事業),基準点,3級,16point,北海道胆振支庁助言A0587,(株)山口技研コンサルタント,"1999.11.29,2000.01.31",,
北海道,"芦別市,",道路管理(芦別(停)線区域測量,"基準点,基準点","3級,,4級","4point,13point",北海道札幌土木現業所助言A0588,蟻戸測量設計(株),"1999.11.29,2000.02.21",,
北海道,"北広島市,",用地測量(自転車道整備工事),基準点,3級,4point,北海道札幌土木現業所助言A0589,平田技術コンサルタント(株),"1999.11.30,2000.02.14",,
北海道,"常呂町,",改良工事(北見常呂線),"基準点,基準点","3級,,4級","4point,11point",北海道網走土木現業所助言A0590,高野測量(有),"1999.11.08,2000.03.27",,
北海道,"美幌町,",農村総合整備事業,基準点,3級,5point,北海道網走支庁助言A0591,山下コンサルタント(株),"1999.11.15,2000.03.21",,
北海道,"門別町,",道路計画(日高自動車道門別町),基準点,3級,9point,室蘭開発建設部助言A0592,(株)タナカコンサルタント,"1999.11.10,1999.12.17",,
北海道,"音更町,",農道整備事業(旭地区),基準点,3級,3point,北海道十勝支庁助言A0593,(株)みずほ設計事務所,"1999.11.30,2000.01.31",,
北海道,"鹿追町,",中山間整備事業(鹿追町),基準点,3級,55point,北海道十勝支庁助言A0594,(株)香島コンサルタント,"1999.11.30,2000.02.10",,
北海道,"芽室町,",農道計画(芽室町伏美),基準点,3級,7point,北海道十勝支庁助言A0595,藤井測量設計(株),"1999.11.30,2000.01.26",,
北海道,"中標津町,",農道計画(中標津町),基準点,3級,15point,北海道根室支庁助言A0596,(株)松木測量設計,"1999.11.01,2000.02.02",,
北海道,"中標津町,",自作農財産用地(養老牛3地区),基準点,3級,11point,北海道根室支庁助言A0597,北武コンサルタント株式会社,"1999.12.01,2000.01.10",,
北海道,"別海町,",根室地域用水路(別海町),基準点,2級,2point,釧路開発建設部助言A0598,冨洋設計(株),"1999.11.15,1999.12.20",,
北海道,"千歳市,",樽前山火山噴火対策事業,基準点,2級,1point,北海道札幌土木現業所助言A0599,(株)タナカコンサルタント,"1999.12.01,2000.01.31",,
北海道,"札幌市,",河川計画(望月寒川改修),基準点,3級,2point,北海道札幌土木現業所助言A0600,北武コンサルタント株式会社,"1999.12.01,2000.01.10",,
北海道,"留辺蘂町,",道路計画(歩道設置留辺蘂町),基準点,3級,2point,北海道網走土木現業所助言A0601,(株)ドボク管理,"1999.11.29,2000.03.21",,
北海道,"美唄市,",河川管理,"基準点,基準点","2級,,3級","1point,1point",北海道札幌土木現業所助言A0602,新栄コンサルタント(株),"1999.11.02,2000.01.17",,
北海道,"北広島市,",大曲工業団地美しが丘線改築,基準点,3級,1point,北海道札幌土木現業所助言A0603,新和測量(株),"1999.12.03,2000.01.31",,
北海道,"常呂町,",河川計画(日吉川計画調査),基準点,3級,2point,北海道網走土木現業所助言A0605,(株)北杜設計,"1999.12.10,2000.03.24",,
北海道,"浜頓別町,",道路計画(浜頓別町),基準点,3級,5point,北海道宗谷支庁助言A0606,(株)扇,"1999.11.15,2000.01.28",,
北海道,"士別市,",河川計画(タヨロマ川改良工事),基準点,2級,1point,北海道旭川土木現業所助言A0607,(株)エル技術コンサルタント,"1999.10.14,1999.12.14",,
北海道,"士別市,","3,3,4南大通改良工事",基準点,3級,4point,北海道旭川土木現業所助言A0608,(株)アサヒ建設コンサルタント,"1999.08.23,1999.12.14",,
北海道,"厚田村,",下水道計画(浄化センター用地),基準点,3級,2point,北海道札幌土木現業所助言A0609,新栄コンサルタント(株),"1999.11.26,1999.12.17",,
北海道,"留萌市,",ダム計画(留萌ダム),基準点,2級,17point,留萌開発建設部助言A0610,(株)ケイジー技研,"1999.12.08,2000.01.25",,
北海道,"江別市,",道路管理(江別市),基準点,3級,1point,北海道江別市助言A0611,(有)井上開発技研,"1999.12.01,2000.03.15",,
北海道,"蘭越町,",国道5号(蘭越町用地測量),基準点,3級,2point,小樽開発建設部助言A0612,(株)ズコーシャ,"1999.12.09,1999.12.17",,
北海道,"女満別町,",道路計画(女満別町),基準点,3級,9point,北海道網走支庁助言A0613,大起コンサルタント(株),"1999.12.13,2000.02.10",,
北海道,"美瑛町,",農道整備改良工事(美瑛町地区),基準点,3級,2point,北海道上川支庁助言A0614,(株)ランドプランニング,"1999.11.25,2000.03.30",,
北海道,"東神楽町,美瑛町,",河川管理,"数値図化,水準","2500,,簡級","45.5KM2,72.7km",旭川開発建設部助言A0615,国際航業(株),"1999.10.27,2000.03.24",,
北海道,"小清水町,",土地改良(パイロット事業),基準点,3級,30point,網走開発建設部助言A0616,(株)ズコーシャ,"1999.12.16,2000.03.10",,
北海道,"白糠町,",林道台帳,"カラー撮影,空三,数値図化","10000,,10000,,1000","71.3KM2,34M,3.8KM2",北海道白糠町助言A0617,和光技研(株),"1999.11.29,2000.03.21",,
北海道,"奥尻町,",奥尻島線局改工事(無緑島),基準点,3級,2point,北海道函館土木現業所助言A0618,(株)構造技研,"1999.11.26,2000.03.24",,
北海道,"江差町,",中山間事業(江差地区),基準点,3級,7point,北海道檜山支庁助言A0619,(株)ズコーシャ,"1999.08.27,2000.03.10",,
北海道,"女満別町,",土地改良(オホーツク美女地区),基準点,3級,3point,北海道網走支庁助言A0620,北海道農業土木技術指導協同組合,"1999.12.22,2000.02.29",,
北海道,"苫小牧市,",土地区画整理(苫小牧市沼ノ端),基準点,3級,10point,苫小牧市ウトナイ土地区画整理組合助言A0621,(株)柴田測量設計事務所,"1999.12.27,2000.02.25",,
北海道,"京極町,",農地保全,基準点,3級,11point,北海道後志支庁助言A0622,北王コンサルタント(株),"1999.10.15,1999.12.28",,
北海道,"美瑛町,",しろがね地区(パイプライン測量,基準点,3級,9point,旭川開発建設部助言A0623,サンスイコンサルタント(株),"1999.10.27,2000.03.27",,
北海道,"美瑛町,",しろがね地区(パイプライン測量,基準点,3級,5point,旭川開発建設部助言A0624,冨洋設計(株),"1999.10.27,2000.03.27",,
北海道,"美瑛町,",土地改良(管水路測量),基準点,3級,5point,旭川開発建設部助言A0625,(株)三幸測量設計社,"1999.11.03,2000.03.27",,
北海道,"美瑛町,",しろがね地区(パイプライン測量,基準点,3級,12point,旭川開発建設部助言A0626,(株)フロンティア技研,"1999.11.03,2000.03.27",,
北海道,"当別町,",区域測量(当別町字幸町),基準点,3級,7point,北海道札幌土木現業所助言A0627,和光技研(株),"1999.12.20,2000.03.20",,
北海道,"北竜町,",路線測量(北竜町内),基準点,3級,7point,北海道空知支庁助言A0628,開成コンサルタント(株),"1999.12.22,2000.03.24",,
北海道,"西興部村,",土地改良(草地整備事業上興部),基準点,3級,2point,北海道網走支庁助言A0630,北海設計(株),"1999.12.06,2000.03.17",,
北海道,"常呂町,",道路計画(北見常呂線改良工事),基準点,3級,4point,北海道網走土木現業所助言A0631,平田技術コンサルタント(株),"1999.12.27,2000.03.30",,
北海道,"芽室町,",かんがい排水(南生幹線用水路),基準点,3級,11point,帯広開発建設部帯広農業事務所助言A0632,冨洋設計(株),"1999.10.27,2000.03.24",,
北海道,"芽室町,",かんがい排水(太陽幹線用水路),基準点,3級,10point,帯広開発建設部帯広農業事務所助言A0633,冨洋設計(株),"1999.08.11,2000.02.18",,
北海道,"苫小牧市,",道路計画(泉沢新千歳空港線),基準点,3級,3point,北海道札幌土木現業所助言A0636,ダイシン設計(株),"2000.01.11,2000.03.31",,
北海道,"恵庭市,",河川管理(柏木川改修工事),基準点,3級,3point,北海道札幌土木現業所助言A0637,(株)ケイジー技研,"2000.01.11,2000.02.28",,
北海道,"江差町,",土地改良(江差地区用地確定),基準点,3級,4point,北海道檜山支庁助言A0638,道南測量設計(株),"1999.12.16,2000.03.24",,
北海道,"函館市,",道路計画,写測図化,1000,5KM2,函館開発建設部助言A0640,(株)パスコ,"2000.01.05,2000.03.21",,
北海道,"北竜町,",土地改良(排水路整備),基準点,3級,4point,北海道空知支庁助言A0641,(株)ルーラルエンジニア,"1999.11.19,2000.03.24",,
北海道,"幌延町,",河川管理(天塩川河川敷測量),基準点,3級,6point,留萌開発建設部助言A0642,北海道測量事業協同組合,"1999.12.17,2000.03.24",,
北海道,"北広島市,",栗山北広島線交安工事用地測量,基準点,2級,2point,北海道札幌土木現業所助言A0643,(株)佐川測量社,"2000.01.14,2000.02.14",,
北海道,"木古内町,",中山間整備事業(みそぎの里),基準点,3級,5point,北海道渡島支庁助言A0644,北海道農業土木技術指導協同組合,"2000.01.14,2000.03.17",,
北海道,"紋別市,",紋別空港線道路敷地調査,基準点,2級,6point,北海道網走土木現業所助言A0645,サン測量設計(株),"2000.01.18,2000.03.21",,
北海道,"網走市,東藻琴村,",森林計画,写真図,5000,49.5KM2,北海道助言A0646,東邦コンサルタント(株),"2000.02.07,2000.03.24",,
北海道,"音更町,上士幌町,",河川管理(音更川基準点測量),"基準点,水準","3級,,2級","90point,60.5km",帯広開発建設部助言A0647,東和工研(株),"2000.01.20,2000.03.22",,
北海道,"平取町,",道路計画(用地測量),"基準点,基準点","2級,,3級","2point,8point",北海道室蘭土木現業所助言A0648,(株)ケーエッチアイ札幌第一測量,"1999.10.21,2000.01.21",,
北海道,"中札内村,",土地改良(かんがい排水事業),基準点,3級,14point,帯広開発建設部助言A0649,(株)フロンティア技研,"2000.01.14,2000.02.20",,
北海道,"中札内村,",土地改良(かんがい排水事業),基準点,3級,15point,帯広開発建設部助言A0650,(株)アルファ技研,"2000.01.14,2000.02.20",,
北海道,"中札内村,",土地改良(かんがい排水事業),基準点,3級,21point,帯広開発建設部助言A0651,太陽コンサルタンツ(株),"2000.01.14,2000.02.20",,
北海道,"中札内村,",土地改良(かんがい排水事業),基準点,2級,14point,帯広開発建設部助言A0652,北海道農業土木コンサルタント(株),"2000.01.14,2000.02.20",,
北海道,"津別町,",河川管理(シンケビホロ排水路),基準点,3級,4point,網走開発建設部助言A0657,サン技術コンサルタント(株),"2000.01.26,2000.03.11",,
北海道,"名寄市,",土地改良(草地整備名寄地区),基準点,3級,14point,北海道上川支庁助言A0658,(株)グリーン土木開発,"1999.11.25,2000.03.30",,
北海道,"芽室町,",幹線用水路設計(芽室地区),基準点,3級,6point,帯広農業事務所助言A0659,(株)フロンティア技研,"1999.11.27,2000.03.24",,
北海道,"札幌市,",土地区画整理,基準点,3級,6point,北海道札幌市助言A0666,和光技研(株),"1999.10.01,2000.02.28",,
北海道,"共和町,岩内町,蘭越町,",道路計画,"写測図化,写測図化","1000,,2500","0.7KM2,35.2KM2",小樽開発建設部助言A0667,(株)八州,"2000.01.31,2000.03.17",,
北海道,"幕別町,",かんがい排水事業(幕別地区),基準点,3級,5point,帯広農業事務所助言A0668,(株)水工エンジニアリング,"1999.12.22,2000.03.24",,
北海道,"当別町,",パンケチュウベシナイ川区域測量,基準点,3級,3point,北海道札幌土木現業所助言A0669,パブリックコンサルタント(株),"2000.02.07,2000.03.21",,
北海道,"中富良野町,",かんがい排水事業(鈴和工区),基準点,3級,12point,旭川開発建設部助言A0670,(株)フロンティア技研,"1999.11.20,2000.03.10",,
北海道,"中富良野町,",かんがい排水事業(吉井工区),基準点,3級,6point,旭川開発建設部助言A0671,北海道農業土木コンサルタント(株),"1999.11.29,2000.02.29",,
北海道,"上富良野町,美瑛町,",かんがい排水事業(北星上工区),基準点,3級,5point,旭川開発建設部助言A0672,冨洋設計(株),"1999.10.27,2000.03.24",,
北海道,"富良野市,中富良野町,",用水路測量(富良野市・中富良野,基準点,3級,16point,旭川開発建設部助言A0673,和光技研(株),"1999.07.15,2000.02.20",,
北海道,"中富良野町,",かんがい排水事業(空知川右岸),基準点,3級,12point,旭川開発建設部助言A0674,冨洋設計(株),"1999.12.22,2000.03.27",,
北海道,"平取町,",総合開発事業計画(沙流川),水準,2級,43km,室蘭開発建設部助言A0675,(株)タナカコンサルタント,"2000.02.03,2000.02.25",,
北海道,"伊達市,",道路計画(伊達市北黄金地区),基準点,3級,4point,室蘭道路事務所助言A0676,道建コンサルタント(株),"2000.01.18,2000.03.02",,
北海道,"士別市,風連町,",河川管理,数値図化,2500,39.5KM2,旭川開発建設部助言A0677,日測技研(株),"2000.01.19,2000.03.21",,
北海道,"名寄市,美深町,",河川管理,数値図化,2500,44.1KM2,旭川開発建設部助言A0678,(株)パスコ,"2000.01.19,2000.03.21",,
北海道,"富良野市,南富良野町,",河川管理,数値図化,2500,45.8KM2,旭川開発建設部助言A0679,(株)日興工務所,"2000.01.19,2000.03.21",,
北海道,"松前町,",3級基準点設置(茂草地区),基準点,3級,2point,函館開発建設部助言A0680,北海道測量事業協同組合,"2000.02.04,2000.02.29",,
北海道,"鹿部町,",道路計画,基準点,3級,13point,函館開発建設部八雲道路総合事業所助言A0682,(株)土木技術コンサルタント,"2000.02.22,2000.03.24",,
北海道,"別海町,",道路計画,"基準点,水準","2級,,3級","75point,57km",釧路開発建設部助言A0683,(株)小出コンサルタント,"2000.01.21,2000.03.30",,
北海道,"別海町,",道路計画,"基準点,水準","2級,,3級","72point,58.9km",釧路開発建設部助言A0684,北洋テクノ(株),"2000.01.21,2000.03.30",,
北海道,"足寄町,",砂防計画,写測図化,10000,15KM2,北海道釧路土木現業所助言A0685,中央コンサルタンツ(株),"2000.02.28,2000.03.21",,
北海道,"女満別町,",ほ場整備(住吉地区),基準点,3級,7point,網走開発建設部助言A0686,サン技術コンサルタント(株),"2000.02.28,2001.03.10",,
北海道,"芽室町,",土地改良(かんがい排水事業),基準点,3級,12point,帯広開発建設部帯広農業事務所助言A0701,太陽コンサルタンツ(株),"1999.12.04,2000.03.15",,
北海道,"芽室町,",土地改良(かんがい排水事業),基準点,3級,17point,帯広開発建設部帯広農業事務所助言A0702,北海道農業土木コンサルタント(株),"1999.12.04,2000.03.21",,
北海道,"芽室町,",土地改良(かんがい排水事業),基準点,3級,12point,帯広開発建設部帯広農業事務所助言A0703,北王コンサルタント(株),"1999.12.20,2000.03.21",,
北海道,"芽室町,",土地改良(かんがい排水事業),基準点,3級,3point,帯広開発建設部帯広農業事務所助言A0704,(株)東水エンジニアリング,"1999.10.27,2000.03.14",,
北海道,"津別町,",農地防災事業(小沼沢排水路),基準点,3級,13point,網走開発建設部助言A0705,北洋テクノ(株),"1999.11.25,2000.03.21",,
北海道,"厚真町,",土地改良(ほ場整備本郷地区),基準点,2級,10point,北海道胆振支庁助言A0706,北海道土地改良事業団体連合会,"2000.03.05,2000.03.25",,
北海道,"平取町,",土地改良(草地整備平取町),基準点,3級,18point,北海道日高支庁助言A0707,(株)桜井測量,"2000.02.14,2000.03.15",,
北海道,"稚内市,",土地改良,"写測図化,水準","5000,,簡級","20.7KM2,3.6km",稚内開発建設部助言A0708,北海航測(株),"2000.03.03,2000.03.24",,
北海道,"上川町,東川町,",砂防計画,"数値図化,水準","2500,,簡級","63.3KM2,35km",旭川開発建設部助言A0709,朝日航洋(株),"2000.02.25,2000.03.24",,
北海道,"平取町,",道路計画(平取町),基準点,3級,5point,室蘭開発建設部助言A0710,中央コンサルタンツ(株),"2000.03.13,2000.05.20",,
北海道,"苫小牧市,千歳市,白老町,",砂防計画,数値図化,2500,21KM2,室蘭開発建設部助言A0711,アジア航測(株),"1999.11.16,2000.03.24",,
北海道,"苫小牧市,",砂防計画,数値図化,2500,18.2KM2,室蘭開発建設部助言A0712,(株)シン技術コンサル,"1999.12.01,2000.03.24",,
北海道,"清里町,更別村,枝幸町,浜頓別町,千歳市,",用地測量(清里町外6地区),"基準点,基準点","2級,,3級","7point,28point",さけ・ます資源管理センター助言A0713,アジア航測(株),"2000.03.29,2000.11.30",,
北海道,"旭川市,士別市,富良野市,鷹栖町,当麻町,",土地改良(中山間事業),"カラー撮影,写真図,空三","10000,,2500","708.9KM2,1056.72KM2,850M",北海道助言A0714,中日本航空(株),"2000.04.03,2000.10.30",,
北海道,"池田町,",土地改良(畑総事業東台地区),基準点,3級,6point,北海道十勝支庁助言A0715,(株)香島コンサルタント,"2000.03.29,2000.07.31",,
北海道,"士幌町,",土地改良(畑総事業士幌南地区),基準点,3級,8point,北海道十勝支庁助言A0716,北海道農業土木技術指導協同組合,"2000.03.31,2000.07.31",,
青森県,"青森市,",地盤変動調査,"水準,水準","1級,,2級","3km,12km",青森県環境生活部助言B0005,未定,"1999.05.10,1999.06.10",,
青森県,"青森市,",都市,"水準,水準","1級,,2級","40km,40km",青森県青森市助言B0007,東北測量(株),"1999.05.25,1999.06.24",,
青森県,"空白,",郵便地図調整,"白地図等,白地図等","10000,,25000","1441KM2,6600KM2",東北郵政局助言B0008,直営,"1999.04.14,2000.03.17",,
青森県,"弘前市,",下水道計画,"撮影,写測図化","4000,,500","9.5KM2,1.1KM2",青森県弘前市助言B0009,(株)パスコ,"1999.04.16,1999.09.30",,
青森県,"十和田市,",その他,"撮影,空三,水準,写真図","20000,,簡級,,5000","98.1KM2,9M,15km,98.1KM2",青森県十和田土木事務所助言B0020,国際航業(株),"1999.05.13,1999.06.21",,
青森県,"五戸町,",下水道計画,写測図化,500,0.6KM2,青森県五戸町助言B0027,(株)パスコ,"1999.05.19,1999.07.26",,
青森県,"青森市,",土地区画整理,"基準点,基準点,数値図化","3級,,4級,,500","4point,60point,0.1KM2",青森市八ツ役土地区画整理組合助言B0034,みちのく計画,"1999.06.10,1999.12.10",,
青森県,"十和田市,三沢市,七戸町,百石町,六戸町,東北町,",総合計画,カラー撮影,12500,730KM2,(株)ワクニ助言B0037,(株)ワクニ,"1999.06.01,1999.06.30",,
青森県,"青森市,",地盤変動調査,水準,1級,9.7km,運輸省第2港湾建設局青森港湾工事事務所助言B0042,東北測量(株),"1999.06.01,1999.09.30",,
青森県,"蟹田町,",下水道計画,"撮影,水準,平板","4000,,簡級,,500","3.2KM2,4km,1.2KM2",青森県蟹田町助言B0050,(株)パスコ,"1999.06.09,1999.07.30",,
青森県,"青森市,",鉄道計画,"数値図化,空三,水準","2500,,簡級","2.7KM2,9M,15km",日本鉄道建設公団盛岡支社助言B0052,(株)パスコ,"1999.06.02,1999.10.01",,
青森県,十和田湖町,道路計画,"撮影,空三,写測図化","8000,,1000","41.8KM2,38M,21.3KM2",青森県十和田土木事務所助言B0059,東北測量(株),"1999.06.21,2000.03.25",,
青森県,"八戸市,",土地区画整理,"基準点,基準点","2級,,3級","7point,19point",青森県八戸市助言B0072,(株)コサカ技研,"1999.07.05,2000.01.31",,
青森県,"むつ市,",下水道台帳,"カラー撮影,空三,数値図化","4000,,500","4.7KM2,14M,1KM2",青森県むつ市助言B0074,(株)みちのく計画,"1999.06.25,2000.03.20",,
青森県,三沢市,土地区画整理,基準点,3級,12point,青森県三沢市助言B0076,(株)コサカ技研,"1999.07.05,2000.03.10",,
青森県,"青森市,",道路計画,"平板,基準点,基準点,路線","1000,,3級,,4級","0.2KM2,6point,27point,1.7km",青森県青森土木事務所助言B0088,(株)みちのく計画,"1999.07.05,1999.10.25",,
青森県,"青森市,",文化財調査,"数値図化,数値図化","1000,,500","0.2KM2,0.1KM2",青森市教育委員会助言B0121,(株)青森データシステム,"1999.08.13,1999.09.15",,
青森県,"むつ市,",道路計画,"撮影,写測図化,写測修正,空三,水準","25000,,5000,,5000,,簡級","105.8KM2,53.3KM2,14.7KM2,8M,24km",青森県むつ土木事務所助言B0131,東北測量(株),"1999.08.16,2000.01.31",,
青森県,"黒石市,",地すべり対策,"撮影,写測図化,空三,水準","10000,,2000,,簡級","8.2KM2,3.5KM2,5M,5.5km",青森県弘前土木事務所助言B0132,東北測量(株),"1999.08.16,1999.11.23",,
青森県,"八戸市,",地盤変動調査,水準,1級,56point,青森県八戸市助言B0139,(株)コサカ技研,"1999.09.01,2000.01.08",,
青森県,"蟹田町,",下水道計画,"空三,数値図化",500,"12M,0.1KM2",青森県蟹田町助言B0146,(株)パスコ,"1999.08.30,1999.10.20",,
青森県県境宮城県,"六ケ所村,三沢市,八戸市,県境鳴瀬町,",総合計画,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","1point,11point,0.2KM2,0.2KM2",防衛施設庁仙台防衛施設局助言B0149,"(株)三沢測量設計,(株)第一測量設計,(有)佐々木測量設計","1999.09.14,1999.10.08",,
青森県,"木造町,",下水道台帳,数値図化,1000,0.1KM2,青森県木造町助言B0164,(株)みちのく計画,"1999.09.06,2000.02.28",,
青森県,"東通村,",下水道計画,"平板,基準点,基準点,基準点,水準","500,,2級,,3級,,4級,,3級","0.1KM2,4point,3point,47point,2km",青森県東通村助言B0174,国際航業(株),"1999.09.24,2000.03.21",,
青森県,"藤崎町,",鉄道計画,平板,500,0.5KM2,東日本旅客鉄道(株)秋田支社設備部助言B0179,ジェイアール東日本コンサルタンツ(株),"1999.09.24,1999.11.20",,
青森県,"青森市,蓬田村,蟹田町,平舘村,",海岸保全,"カラー撮影,空三,水準","12500,,簡級","100KM2,32M,35km",東北地方建設局青森工事事務所助言B0188,朝日航洋(株),"1999.10.13,1999.12.20",,
青森県,"八戸市,",道路計画,"基準点,基準点,水準,路線,縦横断","3級,,4級,,3級","13point,67point,5km,4.2km,0.4KM2",東北地方建設局青森工事事務所助言B0189,パシフィックコンサルタンツ(株),"1999.10.13,2000.02.28",,
岩手県,"種市町,",下水道計画,"撮影,数値図化","4000,,500","11KM2,0.6KM2",岩手県種市町助言B0196,朝日航洋(株),"1999.10.20,1999.12.20",,
青森県,"黒石市,",総合計画,"編集,編集","500,,1000","16.8KM2,45.6KM2",青森県黒石市助言B0200,(株)みちのく計画,"1999.11.01,2000.03.31",,
青森県,"大鰐町,",道路台帳,"地上数値法,基準点,基準点","500,,3級,,4級","0.3KM2,36point,110point",青森県大鰐町助言B0217,(株)みちのく計画,"1999.11.05,2000.02.20",,
青森県,"碇ケ関村,",下水道計画,写測図化,500,0.3KM2,青森県碇ケ関村助言B0230,(株)パスコ,"1999.11.18,2000.02.10",,
青森県,"五所川原市,",道路計画,"撮影,写測図化,空三,水準","12500,,5000,,簡級","102.3KM2,16.3KM2,37M,27km",青森県五所川原土木事務所助言B0238,国際航業(株),"1999.12.06,2000.03.17",,
青森県,"三沢市,",都市,数値図化,2500,14.8KM2,青森県三沢市助言B0252,東北測量(株),"1999.12.15,2000.03.15",,
青森県,"弘前市,",農地開発,"カラー撮影,空三,水準,写測図化","10000,,簡級,,1000","16.5KM2,5M,15km,4.4KM2",青森県中南農村整備事務所助言B0256,(株)パスコ,"1999.12.15,2000.03.21",,
青森県,"青森市,",道路台帳,"基準点,平板","4級,,500","1.4KM2,1.4KM2",青森市助言B0260,(株)しんとう計測,"1999.12.24,2000.03.10",,
青森県,"鰺ヶ沢町,",下水道計画,写測図化,500,0.2KM2,鰺ヶ沢町助言B0269,(株)パスコ,"2000.01.12,2000.03.25",,
青森県,"今別町,",砂防計画,"白地図等,空三,水準","2500,,簡級","0.6KM2,2M,1.6km",青森県青森土木事務所助言B0347,国際航業(株),"2000.03.06,2000.03.25",,
青森県,"平内町,",砂防計画,"数値図化,空三,水準","2500,,簡級","4.5KM2,7M,12km",青森県青森土木事務所助言B0348,国際航業(株),"2000.03.06,2000.03.25",,
岩手県,"遠野市,",ダム計画,"基準点,基準点,水準,水準","3級,,4級,,3級,,4級","10point,92point,7.5km,3.4km",岩手県遠野地方振興局助言B0002,(株)タックエンジニアリング,"1999.04.07,1999.04.30",,
岩手県,"盛岡市,玉山村,岩手町,西根町,松尾村,滝沢村,",森林計画,撮影,20000,106.9KM2,岩手県助言B0004,東武計画(株),"1999.04.19,1999.10.31",,
岩手県,"新里村,",下水道計画,"撮影,写測図化","15000,,2500","68.1KM2,8.2KM2",岩手県新里村助言B0010,国際航業(株),"1999.04.22,1999.07.30",,
岩手県,"盛岡市,水沢市,花巻市,北上市,一関市,江刺市,紫波町,石鳥谷町,前沢町,花泉町,平泉町,",河川管理,数値図化,2500,275.4KM2,岩手工事事務所助言B0011,"アジア航測,中日本航空,第一航業,朝日航洋","1999.04.21,1999.07.23",,
岩手県,"山田町,",土地区画整理,地上数値法,500,0.5KM2,山田町助言B0012,(株)八州,"1999.04.22,1999.06.25",,
岩手県,"雫石町,",都市計画,写測修正,10000,133.2KM2,岩手県雫石町助言B0025,国際航業(株),"1999.05.13,1999.08.31",,
岩手県,"種市町,",総合計画,基準点,1級,1point,岩手県種市町助言B0030,(株)ハイマーテック,"1999.05.20,1999.06.18",,
岩手県,"大船渡市,",教育実習のための基準点設置,"基準点,基準点","3級,,3級","3point,0.8km",岩手県立大船渡農業高等学校助言B0033,中井測量設計(株),"1999.05.25,1999.06.17",,
岩手県,"滝沢村,",土地区画整理,"基準点,基準点,基準点,水準,水準","2級,,3級,,4級,,3級,,3級","1point,4point,79point,3km,4km",滝沢村狐洞土地区画整理組合助言B0039,昭和(株),"1999.05.31,1999.12.20",,
岩手県,"矢巾町,",下水道台帳,"数値図化,写測図化","500,,500","0.3KM2,0.8KM2",岩手県矢巾町助言B0049,アジア航測(株),"1999.06.09,1999.11.02",,
岩手県,"湯田町,",下水道計画,"カラー撮影,数値図化,空三,水準","4000,,500,,簡級","10.7KM2,0.5KM2,24M,9km",岩手県湯田町助言B0056,朝日航洋(株),"1999.06.02,1999.09.30",,
岩手県,"水沢市,",都市,写測修正,2500,23KM2,岩手県水沢市助言B0060,国際航業(株),"1999.06.21,1999.10.13",,
岩手県,"東和町,江刺市,宮守村,",道路計画,"基準点,水準,基準点,路線","2級,,3級,,4級","36point,17.9km,10KM2,27.6km",日本道路公団東北支社北上工事事務所助言B0063,"(株)吉田測量設計,アジア航測(株),(株)八州,(株)一測設計,第一航業(株),国際航業(株)","1999.05.20,2000.02.26",,
岩手県,"金ケ崎町,",農林水産,"撮影,写測修正",,"143.9KM2,24KM2",東北農政局北上土地改良調査管理事務所助言B0065,東武計画(株),"1999.06.21,1999.07.31",,
岩手県,"沢内村,",下水道計画,数値図化,500,1.2KM2,沢内村助言B0070,(株)ハイマーテック,"1999.06.15,1999.09.30",,
岩手県,大野村,下水道計画,"カラー撮影,数値図化,空三,水準","5000,,500,,簡級","11.6KM2,0.7KM2,18M,9.2km",岩手県大野村助言B0081,朝日航洋(株),"1999.07.02,2000.02.19",,
岩手県,"胆沢町,",道路計画,"基準点,基準点","2級,,3級","2point,4point",東北地方建設局胆沢ダム工事事務所助言B0087,(株)東開技術,"1999.07.01,2000.02.29",,
岩手県,"釜石市,",道路台帳,"空三,写測図化,水準,基準点","1000,,簡級,,3級","27M,0.4KM2,31km,4point",岩手県釜石市助言B0090,東武計画(株),"1999.06.21,1999.10.22",,
