都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,付図番号,2018.01.14修正
北海道,"札幌市,",厚別川小規模改修工事用地測量,基準点,3級,5point,北海道札幌土木現業所助言A0001,千廣測量(株),"1999.04.05,1999.07.26",,
北海道,"網走市,",土地改良畑総事業(南部地区),基準点,3級,5point,北海道網走支庁助言A0002,サン測量設計(株),"1999.04.19,1999.06.30",,
北海道,"函館市,",不動産登記法第17条地図作製,"基準点,基準点","2級,,3級","17point,32point",函館地方法務局助言A0007,(株)岡田測量事務所,"1999.04.20,1999.05.30",,
北海道,"猿払村,厚真町,浜頓別町,鵡川町,中頓別町,",森林計画,"撮影,撮影","20000,,20000","2290KM2,1485KM2",北海道助言A0008,北海航測(株),"1999.06.01,1999.10.31",,
北海道,"鷹栖町,",用地測量,"基準点,基準点,基準点","1級,,3級,,4級","5point,15point,60point",北海道旭川土木現業所助言A0009,旭川設計測量(株),"1999.04.05,1999.08.30",,
北海道,"岩内町,仁木町,共和町,余市町,",道路計画,"撮影,写測図化,撮影,写測修正","8000,,1000,,8000,,1000","32.6KM2,3KM2,10.8KM2,3.3KM2",小樽開発建設部助言A0010,(株)八州,"1999.04.26,1999.08.20",,
北海道,"歌志内市,",地すべり対策,基準点,3級,2point,北海道札幌土木現業所助言A0011,中央測建(株),"1999.03.10,1999.07.26",,
北海道,"岩見沢市,北広島市,江別市,栗沢町,千歳市,",河川管理,"カラー撮影,空三,その他","10000,,2500","542.3KM2,345M,410KM2",石狩川開発建設部助言A0012,(株)シン技術コンサル,"1999.04.21,2000.03.21",,
北海道,"池田町,",農地開発,基準点,3級,11point,北海道十勝支庁助言A0013,(株)富士雄設計コンサルタント,"1999.04.28,1999.09.30",,
北海道,"北村,",土地改良,基準点,3級,4point,北海道空知支庁助言A0014,(株)北開測地,"1999.04.28,1999.07.30",,
北海道,"赤平市,",農道整備事業(平岸東地区),基準点,3級,8point,北海道空知支庁助言A0015,技研測量設計(株),"1999.04.26,1999.09.30",,
北海道,"白糠町,",道路計画,基準点,3級,15point,北海道釧路支庁助言A0016,東邦コンサルタント(株),"1999.05.06,1999.09.30",,
北海道,"豊浦町,",道路計画平面図作成(豊浦町内),"撮影,空三,写測図化","8000,,8000,,1000","8.2KM2,6M,1.58KM2",室蘭開発建設部助言A0017,中央コンサルタンツ(株),"1999.04.30,1999.09.02",,
北海道,"平取町,",道路計画平面図作成(平取町内),"撮影,空三,写測図化","8000,,8000,,1000","5.4KM2,5.36KM2,0.7KM2",室蘭開発建設部助言A0018,中央コンサルタンツ(株),"1999.04.30,1999.09.02",,
北海道,"岩見沢市,",ため池等整備事業,基準点,3級,5point,北海道空知支庁助言A0020,(株)みずほ設計事務所,"1999.05.12,1999.06.30",,
北海道,"当別町,",ほ場整備事業(西浦地区),基準点,3級,12point,北海道石狩支庁助言A0021,ロイヤルコンサルタント(株),"1999.05.14,1999.06.25",,
北海道,"厚沢部町,",ほ場整備事業(江差地区),基準点,3級,4point,北海道桧山支庁助言A0022,道南測量設計(株),"1999.04.28,1999.07.30",,
北海道,"足寄町,",畑総事業(平和地区),基準点,3級,9point,北海道十勝支庁助言A0023,(株)細道測量,"1999.04.21,1999.09.30",,
北海道,"雨竜町,",ほ場整備(雨竜町地区),基準点,3級,2point,北海道空知支庁助言A0025,新栄測量(株),"1999.05.07,1999.08.10",,
北海道,"雨竜町,",ほ場整備(雨竜町地区),基準点,3級,2point,北海道空知支庁助言A0026,滝川測量設計(株),"1999.05.07,1999.07.30",,
北海道,"沼田町,",道道峠下沼田線の用地確定測量,"基準点,基準点","2級,,3級","1point,1point",北海道札幌土木現業所助言A0027,(有)篠田事務所,"1999.05.17,1999.06.30",,
北海道,"足寄町,",地籍調査,基準点,2級,6point,北海道足寄町助言A0028,(株)高崎,"1999.06.01,1999.08.25",,
北海道,"根室市,",道路計画根室市東梅～西浜町,基準点,2級,17point,釧路開発建設部助言A0029,北海道開発コンサルタント(株),"1999.05.12,1999.07.30",,
北海道,"岩見沢市,",ほ場整備(岩幌中地区),基準点,3級,7point,北海道空知支庁助言A0031,東日本設計(株),"1999.05.13,1999.09.30",,
北海道,"南幌町,",ほ場整備(鶴域地区),基準点,3級,8point,北海道空知支庁助言A0032,(株)みずほ設計事務所,"1999.05.17,1999.08.30",,
北海道,"長沼町,",ほ場整備(優勢西地区),基準点,3級,7point,北海道空知支庁助言A0033,東和工研(株),"1999.05.14,1999.08.31",,
北海道,"士幌町,",畑地帯総合整備事業,基準点,3級,9point,北海道十勝支庁助言A0034,(株)総合防災センター,"1999.03.24,1999.09.20",,
北海道,"湧別町,",農道整備事業(志撫子地区),基準点,3級,17point,北海道網走支庁助言A0035,北海道農業土木技術指導協同組合,"1999.05.14,1999.11.10",,
北海道,"上湧別町,",道路計画,基準点,3級,9point,北海道網走支庁助言A0036,(株)村越工務所,"1999.05.06,1999.07.26",,
北海道,"美唄市,北村,岩見沢市,栗沢町,",土地改良,"数値図化,写測修正,空三,その他","5000,,5000,,5000","71.7KM2,34.2KM2,6M,34.2KM2",札幌開発建設部助言A0037,北海航測(株),"1999.05.10,1999.09.10",,
北海道,"帯広市,",地盤沈下状況調査,水準,1級,17point,北海道帯広市助言A0038,(株)ズコーシャ,"1999.06.01,1999.09.30",,
北海道,"新篠津村,",土地改良(西篠津地区),基準点,3級,3point,北海道石狩支庁助言A0040,(株)矢本測量,"1999.05.10,1999.05.31",,
北海道,"浦河町,",畑総事業(荻伏地区1),基準点,3級,6point,北海道日高支庁助言A0041,(株)細道測量,"1999.05.17,1999.12.20",,
北海道,"中札内村,",農道特別事業,基準点,3級,8point,北海道十勝支庁助言A0042,(株)ルーラルエンジニア,"1999.05.13,1999.08.31",,
北海道,"佐呂間町,",畑総合整備事業(佐呂間西地区),基準点,3級,13point,北海道網走支庁助言A0043,北林測量(株),"1999.05.17,1999.08.31",,
北海道,"浜頓別町,",集乳農道(浜頓別南部地区),基準点,3級,15point,北海道宗谷支庁助言A0044,(株)富士測量,"1999.04.26,1999.07.23",,
北海道,"猿払村,",広域関連(浅茅野台地地区),基準点,3級,6point,北海道宗谷支庁助言A0045,北海航測(株),"1999.05.20,1999.06.15",,
北海道,"当別町,",都市計画,写測修正,2500,69.2KM2,北海道当別町助言A0046,(株)シン技術コンサル,"1999.04.30,1999.09.30",,
北海道,"岩見沢市,北村,",土地改良(空知中央地区),基準点,2級,4point,札幌開発建設部助言A0047,(株)泰康測量,"1999.06.02,1999.08.30",,
北海道,"北村,",土地改良(篠津中央地区),基準点,3級,3point,札幌開発建設部助言A0048,扶桑コンサルタント(株),"1999.05.20,1999.07.30",,
北海道,"新十津川町,",農道調査設計,基準点,3級,12point,北海道空知支庁助言A0049,(株)扇,"1999.05.21,1999.08.10",,
北海道,"東神楽町,",ほ場整備(忠栄高台上地区),基準点,3級,16point,北海道上川支庁助言A0050,北海道土地改良事業団体連合会,"1999.05.21,1999.08.20",,
北海道,"更別村,",畑総事業(更別西南地区),基準点,3級,12point,北海道十勝支庁助言A0051,山下コンサルタント(株),"1999.05.21,1999.08.31",,
北海道,"浦幌町,",畑総事業(合流地区),基準点,3級,10point,北海道十勝支庁助言A0052,東邦コンサルタント(株),"1999.05.21,1999.08.31",,
北海道,"別海町,",森林計画,"カラー撮影,空三","25000,,25000","1631.5KM2,1631.5KM2",北海道別海町助言A0053,北海航測(株),"1999.03.23,1999.12.30",,
北海道,"石狩市,",ふるさと農道,基準点,3級,7point,北海道石狩支庁助言A0054,(株)香島コンサルタント,"1999.05.17,1999.12.20",,
北海道,"恵庭市,",恵庭岳公園線特改1種工事,基準点,2級,1point,北海道札幌土木現業所助言A0055,(株)タケカワ総合コンサルタント,"1999.05.24,1999.07.26",,
北海道,"深川市,",中山間事業(音江東地区),基準点,3級,12point,北海道空知支庁助言A0056,(株)みずほ設計事務所,"1999.05.14,1999.07.16",,
北海道,"静内町,",シュッツナイ排水路設計,基準点,3級,9point,室蘭開発建設部助言A0057,冨洋設計(株),"1999.05.17,1999.05.28",,
北海道,"天塩町,",農道整備事業(南更岸地区),基準点,3級,12point,北海道留萌支庁助言A0058,北海道農業土木技術指導協同組合,"1999.05.18,1999.07.26",,
北海道,"上湧別町,",土地改良畑総事業(兵村地区),基準点,3級,9point,北海道網走支庁助言A0059,(株)ドボク管理,"1999.05.18,1999.07.26",,
北海道,"松前町,",土地改良中山間事業渡島西南,基準点,3級,8point,北海道渡島支庁助言A0060,北海道農業土木技術指導協同組合,"1999.05.18,1999.09.17",,
北海道,"深川市,",多度志川小規模改修工事,"基準点,基準点","2級,,3級","4point,14point",北海道札幌土木現業所助言A0061,協立測量設計(株),"1999.05.25,1999.08.30",,
北海道,"中頓別町,",集乳農道(中頓別2地区),基準点,3級,8point,北海道宗谷支庁助言A0062,新栄コンサルタント(株),"1999.04.26,1999.07.23",,
北海道,"浜頓別町,",集乳農道(浜頓別南部地区),基準点,3級,8point,北海道宗谷支庁助言A0063,農土技研(株),"1999.04.26,1999.07.23",,
北海道,"中札内村,",自然環境整備(ポロシリ・ビバイロ地区),基準点,3級,4point,北海道十勝支庁助言A0064,(株)安井測量設計事務所,"1999.05.24,1999.07.30",,
北海道,"ニセコ町,黒松内町,蘭越町,",道路計画,"撮影,空三,写測図化","12500,,2500","157.6KM2,56M,17KM2",小樽開発建設部助言A0065,(株)パスコ,"1999.05.20,1999.10.06",,
北海道,"幌加内町,",ため池等整備(下幌加内地区),基準点,3級,4point,北海道空知支庁助言A0067,(株)よしだ測量設計,"1999.05.24,1999.07.30",,
北海道,"北見市,",道路台帳(北見市西相内外),基準点,2級,7point,網走開発建設部助言A0068,益村測量設計(株),"1999.04.22,1999.09.08",,
北海道,"美幌町,",道路計画(美幌町美芳外),基準点,2級,3point,網走開発建設部助言A0069,(株)村越工務所,"1999.06.08,1999.10.04",,
北海道,"札幌市,石狩市,小樽市,",都市計画(現況図作成),"数値図化,その他","2500,,2500","254.2KM2,60.06KM2",北海道札幌市助言A0074,札幌総合情報センター(株),"1999.05.24,2000.03.31",,
北海道,"厚田村,",土地総事業(厚田村地区),基準点,3級,3point,北海道石狩支庁助言A0075,(株)ルーラルエンジニア,"1999.05.06,1999.06.30",,
北海道,"門別町,",畑総事業(福浜外1),基準点,3級,7point,北海道日高支庁助言A0076,(株)桜井測量,"1999.04.30,1999.08.30",,
北海道,"積丹町,",道路計画,基準点,4級,14point,小樽道路事務所助言A0077,(株)土木技術コンサルタント,"1999.06.01,1999.11.30",,
北海道,"更別村,",農道網(更別北地区),基準点,3級,7point,北海道十勝支庁助言A0078,(有)新東測量設計社,"1999.05.31,1999.12.20",,
北海道,"旭川市,深川市,",旭川多度志線改良工事,基準点,3級,2point,北海道旭川土木現業所助言A0079,(株)アサヒ建設コンサルタント,"1999.04.28,1999.12.06",,
北海道,"中頓別町,",集乳農道(中頓別1地区),基準点,3級,11point,北海道宗谷支庁助言A0080,ロイヤルコンサルタント(株),"1999.05.28,1999.06.30",,
北海道,"雄武町,",雄武川局部改良工事,基準点,3級,3point,北海道網走土木現業所助言A0083,平田技術コンサルタント(株),"1999.05.30,1999.12.24",,
北海道,"端野町,",道路台帳(国道39号),基準点,2級,2point,網走開発建設部助言A0084,(株)泉澤測量設計,"1999.06.10,1999.10.04",,
北海道,"足寄町,",畑総事業(平和地区),基準点,3級,4point,北海道十勝支庁助言A0085,東和工研(株),"1999.06.01,1999.08.30",,
北海道,"大樹町,",農道整備事業(大和地区),基準点,3級,18point,北海道十勝支庁助言A0086,丸菱測量設計(株),"1999.05.24,1999.10.20",,
北海道,"足寄町,",畑総事業(平和地区),基準点,3級,18point,北海道十勝支庁助言A0087,農土技研(株),"1999.05.20,1999.10.20",,
北海道,"標茶町,釧路町,鶴居村,釧路市,",河川管理,"カラー撮影,写測図化,空三","15000,,2500","113.8KM2,88.8KM2,24M",釧路開発建設部助言A0088,東邦コンサルタント(株),"1999.05.21,1999.12.16",,
北海道,"札幌市,",交差点実測線調査(厚別区),基準点,3級,3point,札幌道路事務所助言A0089,オシミ設計コンサルタント(株),"1999.04.23,1999.07.26",,
北海道,"戸井町,",地籍調査、下水道計画,"撮影,撮影,空三,写測図化","4000,,13000,,500","85M,2.56KM2",北海道戸井町助言A0090,北日本測地(株),"1999.06.01,1999.12.20",,
北海道,"上川町,",土地区画整理(市街地西部地区),"基準点,基準点","2級,,3級","2point,11point",北海道上川町助言A0092,(株)都市整備コンサルタント,"1999.05.24,1999.07.30",,
北海道,"本別町,",農道整備,基準点,3級,6point,北海道十勝支庁助言A0093,北海航測(株),"1999.06.04,1999.07.30",,
北海道,"音別町,",農道整備事業(川西地区),基準点,3級,12point,北海道釧路支庁助言A0094,山下コンサルタント(株),"1999.06.02,1999.09.30",,
北海道,"音別町,",農道事業(音別川西地区),基準点,3級,9point,北海道釧路支庁助言A0095,(株)松木測量設計,"1999.06.02,1999.09.30",,
北海道,"標茶町,",広域農道(釧北西地区),基準点,3級,5point,北海道釧路支庁助言A0096,山下コンサルタント(株),"1999.06.02,2000.03.01",,
北海道,"弟子屈町,",農道(美留和2期地区),基準点,3級,3point,北海道釧路支庁助言A0097,(株)松木測量設計,"1999.06.02,2000.03.06",,
北海道,"旭川市,",道路計画,基準点,2級,4point,北海道旭川土木現業所助言A0098,旭川設計測量(株),"1999.06.02,1999.10.29",,
北海道,"浦臼町,",中山間晩生内用地測量,基準点,3級,11point,北海道空知支庁助言A0099,(株)香島コンサルタント,"1999.06.02,1999.09.10",,
北海道,"石狩市,",土地改良畑総(高岡地区),基準点,3級,5point,北海道石狩支庁助言A0100,山下コンサルタント(株),"1999.06.03,1999.09.30",,
北海道,"士別市,",農道特別(多岐35線地区),基準点,3級,7point,北海道上川支庁助言A0101,(株)中神土木設計事務所,"1999.06.03,1999.09.14",,
北海道,"湧別町,",農道用地確定,"基準点,基準点","2級,,3級","6point,6point",北海道網走支庁助言A0102,益村測量設計(株),"1999.06.07,1999.10.04",,
北海道,"栗山町,",滝下由仁(停)線改良工事,"基準点,基準点","2級,,3級","2point,2point",北海道札幌土木現業所助言A0103,(有)西岡測量設計事務所,"1999.06.08,1999.06.30",,
北海道,"厚岸町,",道路計画(国道44号厚岸道路),"撮影,空三,写測図化","12500,,12500,,2500","46.2KM2,14M,16.78KM2",釧路開発建設部助言A0104,(株)八州,"1999.05.28,1999.10.29",,
北海道,"白糠町,",道路台帳,基準点,3級,11point,釧路開発建設部助言A0105,(株)小林測量設計事務所,"1999.05.21,1999.08.23",,
北海道,"朝日町,",ヌプリシロマナイ川砂防工事,基準点,3級,5point,北海道旭川土木現業所助言A0106,(株)光洋測量設計,"1999.06.07,1999.09.27",,
北海道,"士別市,",西岡ダム建設(原石山用地),基準点,3級,6point,北海道旭川土木現業所助言A0107,(財)林野弘済会,"1999.04.12,1999.07.12",,
北海道,"札幌市,",土地区画整理,基準点,3級,5point,札幌市中沼西土地区画整理組合設立準備委員会助言A0108,(社)道農都市開発協会,"1998.11.02,1999.07.30",,
北海道,"千歳市,",都市計画,"撮影,写測修正","12500,,2500","831.9KM2,124.8KM2",北海道千歳市助言A0109,(株)シン技術コンサル,"1999.05.26,2000.08.31",,
北海道,"美唄市,砂川市,赤平市,奈井江町,",土地改良,"写測修正,その他,数値図化","5000,,5000,,5000","68.3KM2,68.3KM2,57.6KM2",札幌開発建設部助言A0110,北海航測(株),"1999.06.08,1999.11.12",,
北海道,"沼田町,",道路計画,基準点,3級,6point,札幌開発建設部助言A0111,北海道開発コンサルタント(株),"1999.06.07,1999.06.30",,
北海道,"石狩市,",畑総事業(高岡地区),基準点,3級,5point,北海道石狩支庁助言A0112,内外エンジニアリング(株),"1999.05.24,1999.09.30",,
北海道,"福島町,",中山間事業(渡島西南地),基準点,3級,3point,北海道渡島支庁助言A0113,内外エンジニアリング(株),"1999.06.15,1999.09.17",,
北海道,"松前町,",路線計画,基準点,3級,3point,北海道渡島支庁助言A0114,(株)ノース技研,"1999.06.16,1999.09.17",,
北海道,"共和町,",用水路調査設計(リヤムナイ地区,基準点,3級,4point,北海道後志支庁助言A0115,(株)東亜エンジニアリング,"1999.06.15,1999.06.25",,
北海道,"恵庭市,",都市計画,"撮影,撮影,撮影,写測修正","8000,,12500,,15000,,5000","32.5KM2,148KM2,33.5KM2,46KM2",北海道恵庭市助言A0117,国際航業(株),"1999.04.26,2000.02.29",,
北海道,"鶴居村,標津町,",用地測量(鶴居村外1地区),"基準点,基準点","2級,,3級","2point,7point",さけ・ます資源管理センター所助言A0118,アジア航測(株),"1999.06.08,1999.12.10",,
北海道,"江別市,雨竜町,石狩市,妹背牛町,当別町,",河川管理,"数値図化,数値図化","5000,,2500","438.9KM2,55.2KM2",石狩川開発建設部助言A0119,三和航測(株),"1999.06.02,2000.02.29",,
北海道,"今金町,瀬棚町,",道路計画,基準点,3級,6point,函館開発建設部助言A0120,(株)東鵬開発,"1999.06.10,1999.09.10",,
北海道,"士幌町,",農道調査設計,基準点,3級,4point,北海道十勝支庁助言A0121,北武コンサルタント株式会社,"1999.06.07,1999.06.30",,
北海道,"芽室町,",農道整備事業(新生2地区),基準点,3級,9point,北海道十勝支庁助言A0122,(株)安井測量設計事務所,"1999.06.09,1999.09.30",,
北海道,"名寄市,",総畑事業(智恵文地区),基準点,3級,1point,北海道上川支庁助言A0123,マコト工営(株),"1999.05.26,1999.07.23",,
北海道,"美深町,",農道整備,基準点,3級,9point,北海道上川支庁助言A0124,(株)東亜エンジニアリング,"1999.06.15,1999.06.25",,
北海道,"厚岸町,",都市計画,基準点,2級,6point,北海道厚岸町助言A0125,(株)パスコ,"1999.07.05,1999.10.30",,
北海道,"初山別村,遠別町,",海岸保全,"カラー撮影,空三,写測図化","8000,,8000,,1000","8.7KM2,9M,2KM2",北海道留萌支庁助言A0126,北海航測(株),"1999.06.07,1999.09.20",,
北海道,"足寄町,",農道整備事業(足寄昭和地区),基準点,3級,6point,北海道十勝支庁助言A0127,北王コンサルタント(株),"1999.06.10,1999.09.30",,
北海道,"士幌町,",農道整備事業(富秋地区),基準点,3級,20point,北海道十勝支庁助言A0128,(株)安井測量設計事務所,"1999.06.09,1999.09.07",,
北海道,"足寄町,",農道整備(南芽登地区),基準点,3級,15point,北海道十勝支庁助言A0129,(株)香島コンサルタント,"1999.06.10,1999.11.10",,
北海道,"三石町,",土地改良(西蓬莱地区),基準点,3級,3point,北海道土地改良事業団体連合会助言A0130,北海道土地改良事業団体連合会,"1999.06.20,1999.08.20",,
北海道,"上磯町,",土地改良(押上地区),基準点,3級,4point,北海道土地改良事業団体連合会助言A0131,北海道土地改良事業団体連合会,"1999.06.20,1999.08.20",,
北海道,"豊頃町,",土地改良(十弗西地区),基準点,3級,5point,北海道土地改良事業団体連合会助言A0132,北海道土地改良事業団体連合会,"1999.06.20,1999.08.20",,
北海道,"東藻琴村,",土地改良(山園地区),基準点,3級,11point,北海道土地改良事業団体連合会助言A0133,北海道土地改良事業団体連合会,"1999.06.20,1999.08.20",,
北海道,"枝幸町,",土地改良(音標28号地区),基準点,3級,12point,北海道土地改良事業団体連合会助言A0134,北海道土地改良事業団体連合会,"1999.06.20,1999.08.20",,
北海道,"岩見沢市,北村,",土地改良(大願地区),基準点,3級,3point,北海道土地改良事業団体連合会助言A0135,北海道土地改良事業団体連合会,"1999.06.20,1999.08.20",,
北海道,"八雲町,",土地改良(立岩地区),基準点,3級,4point,北海道土地改良事業団体連合会助言A0136,北海道土地改良事業団体連合会,"1999.06.20,1999.08.20",,
北海道,"音別町,",土地改良(尺別原野地区),基準点,3級,2point,北海道土地改良事業団体連合会助言A0137,北海道土地改良事業団体連合会,"1999.06.20,1999.08.20",,
北海道,"別海町,",土地改良(北本別地区),基準点,3級,8point,北海道土地改良事業団体連合会助言A0138,北海道土地改良事業団体連合会,"1999.06.20,1999.08.20",,
北海道,"清水町,",土地改良(とかち高原の里地区),基準点,3級,15point,北海道十勝支庁助言A0139,東和工研(株),"1999.06.11,1999.11.30",,
北海道,"北竜町,",農地再編整備(美馬牛地区),基準点,3級,18point,札幌開発建設部助言A0142,(株)アルプス技術コンサルタント,"1999.05.19,1999.08.16",,
北海道,"共和町,",用水路調査(老古美地区),基準点,3級,13point,北海道後志支庁助言A0143,内外エンジニアリング(株),"1999.06.25,1999.09.30",,
北海道,"中頓別町,",集乳農道(中頓別第11地区),基準点,3級,10point,北海道宗谷支庁助言A0144,北海道農業土木技術指導協同組合,"1999.06.11,1999.07.23",,
北海道,"足寄町,",道営農道特別事業(西1線地区),基準点,3級,8point,北海道十勝支庁助言A0145,(株)富士雄設計コンサルタント,"1999.05.21,1999.08.31",,
北海道,"美幌町,",道路計画,基準点,3級,3point,北海道網走支庁助言A0146,(株)田西設計コンサル,"1999.06.15,1999.12.10",,
北海道,"岩見沢市,",道路整備,基準点,3級,13point,北海道空知支庁助言A0147,北海航測(株),"1999.06.14,1999.07.20",,
北海道,"音更町,",地籍調査,基準点,2級,7point,北海道音更町助言A0148,(株)八州,"1999.06.10,1999.09.30",,
北海道,"北村,",農道工事(北村地区),基準点,3級,3point,北海道空知支庁助言A0149,内外エンジニアリング(株),"1999.05.21,1999.12.20",,
北海道,"七飯町,",ほ場整備(区画整理),基準点,3級,11point,北海道渡島支庁助言A0150,北海道土地改良事業団体連合会,"1999.06.17,1999.09.20",,
北海道,"佐呂間町,",畑総事業(佐呂間西部),基準点,3級,39point,北海道網走支庁助言A0151,(株)中神土木設計事務所,"1999.06.15,1999.12.10",,
北海道,"美唄市,",地すべり対策(美唄市我路),基準点,3級,5point,北海道札幌土木現業所助言A0152,北武コンサルタント株式会社,"1999.06.15,1999.09.30",,
北海道,"江別市,",ほ場整備(東江別地区),基準点,3級,6point,北海道石狩支庁助言A0158,北海航測(株),"1999.06.16,2000.02.10",,
北海道,"福島町,",土地改良(渡島西南地区),基準点,3級,9point,北海道渡島支庁助言A0159,(株)矢本測量,"1999.06.20,1999.07.31",,
北海道,"札幌市,",道路計画(用地測量),基準点,3級,7point,北海道札幌土木現業所助言A0160,開成コンサルタント(株),"1999.06.02,1999.10.18",,
北海道,"豊頃町,",道路台帳(38号豊頃町),基準点,3級,8point,帯広開発建設部助言A0161,東和工研(株),"1999.06.16,1999.10.29",,
北海道,"沼田町,",土地改良(沼田地区),基準点,3級,26point,北海道空知支庁助言A0163,(株)北開測地,"1999.06.18,1999.10.30",,
北海道,"赤平市,",ほ場整備(赤平住吉地区),基準点,3級,6point,北海道空知支庁助言A0164,北王コンサルタント(株),"1999.06.21,1999.07.21",,
北海道,"北村,",土地改良(北村地区),基準点,3級,20point,北海道空知支庁助言A0165,(有)本山測量事務所,"1999.05.21,1999.08.31",,
北海道,"沼田町,",農道整備事業(恵比島地区),基準点,3級,5point,北海道空知支庁助言A0166,(株)田西設計コンサル,"1999.06.17,1999.08.31",,
北海道,"丸瀬布町,",都市計画,"撮影,撮影,空三,数値図化","8000,,20000,,8000,,1000","28.1KM2,236.38KM2,16M,2KM2",北海道丸瀬布町助言A0167,(株)道測調査設計,"1999.05.24,2000.12.20",,
北海道,"松前町,",道路計画(松前町),基準点,3級,9point,北海道渡島支庁助言A0168,北海航測(株),"1999.06.21,1999.07.30",,
北海道,"函館市,",農道整備(旭岡中央地区),基準点,3級,6point,北海道渡島支庁助言A0169,臥牛測量設計(株),"1999.05.27,1999.10.30",,
北海道,"深川市,",農地防災事業(更進地区),基準点,3級,13point,北海道空知支庁助言A0170,(株)ルーラルエンジニア,"1999.06.21,1999.07.17",,
北海道,"妹背牛町,",農道整備(妹背牛地区),基準点,3級,6point,北海道空知支庁助言A0171,嵯峨測量設計(株),"1999.04.16,1999.08.10",,
北海道,"初山別村,",ほ場整備事業(有明地区),基準点,3級,4point,北海道留萌支庁助言A0172,(株)みずほ設計事務所,"1999.06.25,1999.08.30",,
北海道,"旭川市,",農道整備(坊主山地区),基準点,3級,9point,北海道上川支庁助言A0173,(株)北建測量設計,"1999.06.18,1999.11.30",,
北海道,"長沼町,",土地改良(長沼第7支線用水路),基準点,3級,18point,札幌開発建設部助言A0174,(株)ズコーシャ,"1999.06.25,1999.08.10",,
北海道,"弟子屈町,",畑総事業(屈斜路地区),基準点,3級,6point,北海道釧路支庁助言A0175,山下コンサルタント(株),"1999.06.22,1999.11.10",,
北海道,"雨竜町,",農道用地(雨竜町北部),基準点,3級,8point,北海道空知支庁助言A0176,(株)扇,"1999.06.21,1999.08.20",,
北海道,"日高町,",274号避譲車線設置,基準点,3級,6point,室蘭開発建設部助言A0177,(株)柴田測量設計事務所,"1999.06.30,1999.09.10",,
北海道,"釧路市,",道路計画,"基準点,基準点","2級,,3級","2point,1point",釧路道路事務所助言A0178,北海道開発コンサルタント(株),"1999.06.21,1999.11.24",,
北海道,"当麻町,",農道整備(蝶ケ丘地区),基準点,3級,9point,北海道上川支庁助言A0180,(株)ヒロノ測建,"1999.06.25,2000.02.29",,
北海道,"芽室町,",畑総事業(雄馬別地区),基準点,3級,6point,北海道十勝支庁助言A0181,(株)みずほ設計事務所,"1999.06.28,1999.09.30",,
北海道,"鹿追町,",畑総事業(瓜幕中央地区),基準点,3級,5point,北海道十勝支庁助言A0182,(株)総合防災センター,"1999.06.25,1999.09.20",,
北海道,"当別町,",土地改良(篠津中央地区),基準点,3級,3point,札幌開発建設部助言A0183,北海道測量事業協同組合,"1999.06.28,1999.09.02",,
北海道,"南富良野町,",237号道路台帳,基準点,2級,3point,旭川開発建設部助言A0184,(株)泉澤測量設計,"1999.06.28,1999.07.22",,
北海道,"中富良野町,",農道整備(ベベルイ2号支線),基準点,3級,5point,北海道上川支庁助言A0185,やまざきコンサルタント(株),"1999.06.25,1999.07.30",,
北海道,"訓子府町,",農道整備事業(柏丘地区),基準点,3級,10point,北海道網走支庁助言A0186,サン測量設計(株),"1999.06.25,1999.12.20",,
北海道,"札幌市,",河川管理,"撮影,数値図化,空三,水準","10000,,2500,,簡級","133.3KM2,68.6KM2,84M,9km",石狩川開発建設部助言A0187,日測技研(株),"1999.06.23,2000.03.10",,
北海道,"岩見沢市,",道路不用物件測量,基準点,2級,1point,札幌開発建設部助言A0188,建基コンサルタント(株),"1999.05.26,1999.07.30",,
北海道,"西興部村,",239号(西興部村道路敷),基準点,2級,4point,網走開発建設部助言A0189,櫻井測量設計(株),"1999.05.27,1999.09.28",,
北海道,"滝上町,",幹線用水路(滝上地区),"基準点,基準点","2級,,3級","4point,4point",網走開発建設部助言A0190,(株)不二陸水工研,"1999.04.22,1999.11.30",,
北海道,"夕張市,",砂防計画(常盤4の沢川),基準点,2級,1point,北海道札幌土木現業所助言A0191,(株)大場測量,"1999.07.05,1999.08.30",,
北海道,"新十津川町,",徳富川改修工事,"基準点,基準点","3級,,4級","3point,42point",北海道札幌土木現業所助言A0192,(株)開発調査研究所,"1999.07.01,1999.08.02",,
北海道,"新十津川町,",中山間事業(西花月地区),基準点,3級,12point,北海道空知支庁助言A0193,北海道農業土木技術指導協同組合,"1999.06.28,1999.12.20",,
北海道,"当麻町,",農村総合整備事業(麻生地区),基準点,3級,9point,北海道上川支庁助言A0194,北海道農業土木技術指導協同組合,"1999.06.28,2000.01.28",,
北海道,"東神楽町,",ほ場整備(稲荷地区),基準点,3級,9point,北海道上川支庁助言A0195,新栄コンサルタント(株),"1999.06.28,1999.12.10",,
北海道,"稚内市,豊富町,",道路計画,"カラー撮影,空三,数値図化,水準","10000,,10000,,2500,,簡級","63.5KM2,30M,14.4KM2,27.5km",稚内開発建設部助言A0196,(株)シン技術コンサル,"1999.06.25,2000.02.10",,
北海道,"森町,",農道整備事業(常磐西地区),基準点,3級,3point,北海道森町助言A0197,内外エンジニアリング(株),"1999.07.05,1999.09.30",,
