都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,付図番号,,2018.01.10地名修正
千葉県,"野田市,",土地区画整理,"平板,基準点","500,,2級","0.6KM2,7point",住宅・都市整備公団首都圏都市開発本部助言600905C0262,"(株)森下測量社,成果610318審査***","60.09.01,61.01.31",,,
千葉県,"千葉市,",土地区画整理,"平板,基準点","500,,簡級","0.2KM2,0.2KM2",千葉県助言601202C0356,"石川測量設計(株),成果***審査***","60.12.04,61.03.25",,,
千葉県,"佐原市,",都市計画,"撮影,写測図化","12500,,2500","5.8KM2,5.8KM2",千葉県佐原市助言600531C0155,"国際航業(株),成果***審査***","60.04.25,60.07.13",600436,,
千葉県,"富津市,",都市計画,"撮影,写測修正","8000,,2500","45.7KM2,45.7KM2",千葉県富津市助言600527C0139,"(株)パスコ,成果610110審査***","60.05.01,60.10.15",600389,,
千葉県,"九十九里町,",都市計画,"撮影,写測図化","12500,,2500","22.8KM2,22.8KM2",千葉県九十九里町助言600626C0182,"(株)パスコ,成果***審査***","60.06.07,60.09.30",600597,,
千葉県,"関宿町,",道路台帳,"撮影,写測図化","4000,,500","29.9KM2,7.1KM2",千葉県関宿町助言600730C0229,"(株)パスコ,成果***審査***","60.06.25,61.03.15",600885,,
千葉県,"富浦町,",道路台帳,"撮影,写測図化","8000,,1000","25.5KM2,3.1KM2",千葉県富浦町助言601016C0300,"(株)パスコ,成果***審査***","60.10.02,61.10.31",601370,,
千葉県,"天津小湊町,",道路台帳,"撮影,写測図化","8000,,1000","44.5KM2,2.2KM2",千葉県天津小湊町助言601209C0363,"(株)パスコ,成果***審査***","60.12.04,61.08.31",601726,,
千葉県,"八街町,",都市計画,"撮影,写測図化","10000,,2500","75.5KM2,75.5KM2",千葉県八街町助言600820C0248,"アジア航測(株),成果***審査***","60.08.10,61.03.20",601027,,
千葉県,"流山市,",道路台帳,"撮影,写測図化","3000,,500","35.3KM2,35.3KM2",千葉県流山市助言601024C0306,"アジア航測(株),(株)パスコ,成果***審査***","60.09.25,62.01.31",601475,,
千葉県,"野田市,流山市,松戸市,市川市,",管内図作成,"撮影,撮影,写測修正,写測修正","12500,,8000,,2500,,1000","204.9KM2,66.7KM2,28.3KM2,3.6KM2",江戸川工事事務所助言610127C0396,"アジア航測(株),成果***審査***","60.12.28,61.03.20",,,
千葉県,"岬町,",水道管布設設計,"撮影,写測図化","12500,,2500","42.0KM2,42.0KM2",千葉県岬町助言600717C0212,"新日本設計(株),成果***審査***","60.07.20,60.09.15",600766,,
千葉県,"栗源町,",道路台帳,"撮影,写測図化","8000,,1000","51.0KM2,7.1KM2",千葉県栗源町助言600607C0143,"新日本測量設計(株),成果***審査***","60.04.30,60.09.30",600393,,
千葉県,"東金市,八街町,",土地改良,"撮影,写測図化","8000,,1000","24.8KM2,1.1KM2",千葉県成田土地改良事務所助言601114C0336,"コクサイ航測(株),成果***審査***","60.10.31,61.01.31",601616,,
千葉県,"鎌ケ谷市,",都市計画,"撮影,写測図化,編集","12500,,2500,,10000","20.5KM2,20.5KM2,20.5KM2",千葉県鎌ヶ谷市助言600930C0276,"朝日航洋(株),成果***審査***","60.09.10,61.02.17",601264,,
千葉県,"千葉市,",道路台帳,"カラー撮影,空三,水準","4000,,,,簡級","272.3KM2,1283M,582.0km",千葉県千葉市助言600905C0261,"(株)パスコ,成果610416審査***","60.08.02,60.12.28",601134,,
千葉県,"海上町,",ほ場整備,写測図化,1000,2.3KM2,千葉県干潟土地改良区助言601114C0335,"国際航業(株),成果***審査***","60.11.01,61.03.10",,,
千葉県,"千葉市,",道路台帳,写測図化,500,16.4KM2,千葉県千葉市助言601226C0383,"国際航業(株),(株)パスコ,成果***審査***","60.12.26,61.03.31",,,
千葉県,"木更津市,",都市計画,写測図化,2500,97.0KM2,千葉県木更津市助言600523C0131,"(株)パスコ,成果610123審査***","60.04.16,60.11.30",600375,,
千葉県,"一宮町,",農業集落排水事業,写測図化,500,1.1KM2,千葉県一宮町助言601018C0302,"(株)パスコ,成果610217審査***","60.09.24,60.10.31",,,
千葉県,"富津市,",道路台帳,写測図化,1000,1.0KM2,千葉県富津市助言601129C0355,"(株)パスコ,成果***審査***","60.10.12,61.03.15",,,
千葉県,"柏市,流山市,",北千葉導水事業,写測図化,500,0.6KM2,江戸川工事事務所助言600905C0260,"アジア航測(株),成果***審査***","60.08.07,60.11.14",,,
千葉県,"銚子市,佐原市,成田市,柏市,我孫子市,沼南町,印西町,栄町,下総町,神崎町,小見川町,東庄町,",管内図作成,"写測図化,写測修正,編集,写測図化,写測修正,写測図化","2500,,2500,,2500,,500,,500,,1000","1.0KM2,121.3KM2,13.6KM2,1.2KM2,3.3KM2,8.1KM2",利根川下流工事事務所助言601203C0357,"アジア航測(株),第一航業(株),国際航業(株),成果***審査***","60.11.06,61.03.20",,,
千葉県,"千葉市,",道路台帳,写測図化,500,1.8KM2,千葉県千葉市助言610314C0417,"アジア航測(株),成果***審査***","61.03.03,61.03.25",,,
千葉県,"栄町,",都市計画,写測図化,2500,34.4KM2,千葉県栄町助言600527C0142,"京葉測量(株),成果600914審査***","60.04.18,60.08.30",600392,,
千葉県,"神崎町,",ほ場整備,写測図化,1000,3.5KM2,社団法人千葉県農業開発公社東総地方事業所助言601209C0364,"コクサイ航測(株),成果***審査***","60.09.13,61.01.25",,,
千葉県,"千葉市,",都市計画,写測修正,2500,115.8KM2,千葉県千葉市助言600819C0239,"国際航業(株),成果***審査***","60.06.20,60.10.31",600986,,
千葉県,"勝浦市,",都市計画,"写測修正,写測修正","2500,,10000","33.9KM2,94.9KM2",千葉県勝浦市助言600614C0173,"(株)写測,成果600829審査***","60.05.11,60.06.29",600497,,
