都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,測量計画機関（助言番号）,測量作業機関,実施時期,,2018.01.14修正
石川県,"小松市,",土地区画整理,"数値図化,基準点測量,基準点測量","500,,２級,,３級","0.298KM2,6point,11point","小松市沖周辺土地区画整理組
合 
助言　　　H24.11.13  D0150","株式会社国土開発セン
ター ","H24.9.24 
H25.3.31",,
石川県県境福井県,"津幡町,県境敦賀市,",鉄道計画,"数値撮影(デジタル),同時調整","9.6,,","135KM2,135KM2","鉄道建設・運輸施設整備支援
機構鉄道建設本部大阪支社 
助言　　　H24.11.19  D0152",アジア航測株式会社 ,"H24.10.31 
H25.3.15",,
石川県,"小松市,",河川計画,"基準点測量,基準点測量","１級,,３級","4point,10point","北陸地方整備局金沢河川国道
事務所 
助言　　　H24.11.27  D0164","株式会社国土開発セン
ター ","H24.11.1 
H25.1.31",,
石川県,"能美市,",その他,"基準点測量,基準点測量","３級,,４級","3point,167point","法務省金沢地方法務局 
助言　　　H24.12.7  D0174","株式会社有川測量設計
事務所 ","H24.11.27 
H25.1.31",,
石川県,"珠洲市,",都市計画,数値図化,2500,10.1KM2,"石川県珠洲市 
助言　　　H24.12.11  D0175","株式会社北日本ジオグラ
フィ ","H24.10.16 
H25.3.15",,
石川県,"野々市市,",土地区画整理,"基準点測量,基準点測量","２級,,３級","4point,6point","野々市市柳町土地区画整理組
合設立準備委員会 
助言　　　H25.1.7  D0179","株式会社日本海コンサ
ルタント ","H25.1.7 
H25.6.28",,
石川県,"輪島市,",砂防計画,数値図化,2500,11KM2,"石川県奥能登土木総合事務所 
助言　　　H25.1.21  D0184","有限会社武田測量設計
事務所 ","H24.8.24 
H25.1.31",,
石川県,"金沢市,",土地区画整理,"基準点測量,基準点測量,基準点測量","１級,,２級,,３級","1point,6point,20point","金沢市戸板第二土地区画整理
組合 
助言　　　H25.2.4  D0191","株式会社日本海コンサ
ルタント ","H25.2.1 
H25.6.28",,
石川県,"七尾市,",都市計画,数値図化,2500,5.4KM2,"石川県七尾市 
助言　　　H25.2.28  D0196","株式会社北日本ジオグラ
フィ ","H25.2.21 
H25.3.22",,
石川県県境福井県,"能美市,白山市,加賀市,小松市,県境あわら市,",鉄道計画,"基準点測量,基準点測量,水準測量,復旧測量(基準点),復旧測量(基準点)","１級,,３級,,２級,,１級（改測）,,２級（改測）","38point,140point,65.7km,2point,1point","鉄道建設・運輸施設整備支援
機構鉄道建設本部大阪支社 
助言　　　H25.3.4  D0197","株式会社日本海コンサ
ルタント ","H25.3.4 
H25.6.30",,
石川県,"志賀町,",砂防計画,数値図化,2500,5.5KM2,"石川県中能登土木総合事務所 
助言　　　H25.3.28  D0200",石川都市開発株式会社 ,"H24.12.28 
H25.3.29",,
福井県,"池田町,",土地改良,"復旧測量(基準点),復旧測量(基準点),復旧測量(基準点)","２級,,３級,,４級","2point,6point,20point","福井県丹南農林総合事務所 
助言　　　H24.6.7  D0019","福井県土地改良事業団
体連合会 ","H23.1.10 
H24.7.2",,
福井県,"鯖江市,",土地改良,"復旧測量(基準点),復旧測量(基準点),復旧測量(基準点)","２級,,３級,,４級","4point,15point,44point","福井県丹南農林総合事務所 
助言　　　H24.6.7  D0020","福井県土地改良事業団
体連合会 ","H24.1.31 
H24.7.2",,
福井県,"越前町,",土地改良,"復旧測量(基準点),復旧測量(基準点),復旧測量(基準点)","２級,,３級,,４級","3point,7point,35point","福井県丹南農林総合事務所 
助言　　　H24.6.7  D0021","福井県土地改良事業団
体連合会 ","H23.1.10 
H24.7.2",,
福井県,"敦賀市,",道路計画,"基準点測量,基準点測量,基準点測量,基準点測量","１級,,２級,,３級,,４級","4point,4point,16point,76point","福井県嶺南振興局敦賀土木事
務所 
助言　　　H24.6.12  D0022","京福コンサルタント株式
会社 ","H24.6.7 
H24.8.3",,
福井県,"美浜町,",道路計画,"基準点測量,基準点測量,基準点測量","１級,,２級,,３級","5point,6point,7point","福井県嶺南振興局敦賀土木事
務所 
助言　　　H24.6.12  D0023","株式会社エイコー技術コ
ンサルタント ","H24.6.7 
H24.8.3",,
福井県,"福井市,",総合計画,"数値撮影(デジタル),写真地図作成(デジタルオルソ),数値図化","11,,1000,,1000","536.19KM2,536.19KM2,3.9KM2","福井県福井市 
助言　　　H24.6.28  D0042",株式会社パスコ ,"H24.6.20 
H25.3.31",,
福井県,"福井市,",土地区画整理,"復旧測量(基準点),復旧測量(基準点),復旧測量(基準点)","１級,,３級,,４級","9point,49point,683point","福井県福井市 
助言　　　H24.6.28  D0043",株式会社サンワコン ,"H23.9.27 
H24.7.31",,
福井県,"高浜町,",道路計画,"基準点測量,基準点測量,基準点測量,基準点測量,水準測量","１級,,２級,,３級,,４級,,３級","4point,4point,4point,77point,17.8km","福井県嶺南振興局小浜土木事
務所 
助言　　　H24.6.29  D0044","京福コンサルタント株式
会社 ","H24.7.2 
H24.10.1",,
福井県,"越前町,",土地改良,"基準点測量,基準点測量,基準点測量","500,,1000,,２級","0.371KM2,0.371KM2,5point","福井県丹南農林総合事務所 
助言　　　H24.7.23  D0055","福井県土地改良事業団
体連合会 ","H24.6.19 
H25.3.25",,
福井県,"福井市,",土地改良,"基準点測量,基準点測量,基準点測量","500,,1000,,２級","0.314KM2,0.314KM2,4point","福井県福井農林総合事務所 
助言　　　H24.7.31  D0058","福井県土地改良事業団
体連合会 ","H24.7.4 
H25.3.25",,
福井県,"勝山市,",その他,"数値撮影(デジタル),数値図化(同時調整含む)","12,,1000","0.85KM2,0.85KM2","福井県勝山市 
助言　　　H24.8.7  D0075",大和興業株式会社 ,"H24.8.6 
H24.10.31",,
福井県,"勝山市,",土地改良,"基準点測量,基準点測量,基準点測量","500,,２級,,４級","0.045KM2,2point,8point","福井県奥越農林総合事務所 
助言　　　H24.8.8  D0076","福井県土地改良事業団
体連合会 ","H24.6.19 
H25.3.22",,
福井県,"おおい町,",その他,"基準点測量,基準点測量,基準点測量,水準測量","１級,,２級,,３級,,３級","4point,4point,4point,9.9km","福井県嶺南振興局小浜土木事
務所 
助言　　　H24.8.9  D0083","株式会社若狭開発技術
センター ","H24.8.16 
H24.10.15   ",,
福井県,"あわら市,",土地改良,"基準点測量,基準点測量,基準点測量","500,,1000,,２級","0.504KM2,0.504KM2,7point","福井県坂井農林総合事務所 
助言　　　H24.9.5  D0099","福井県土地改良事業団
体連合会 ","H24.6.15 
H25.3.25",,
福井県,"高浜町,",総合計画,"数値撮影(デジタル),写真地図作成(デジタルオルソ)","10,,1000","72.2KM2,72.2KM2","福井県高浜町 
助言　　　H24.9.28  D0123",朝日航洋株式会社 ,"H24.9.1 
H24.12.31",,
福井県,"高浜町,",総合計画,"数値図化,修正測量","1000,,1000","1.7KM2,3.8KM2","福井県高浜町 
助言　　　H24.9.28  D0124",朝日航洋株式会社 ,"H24.9.1 
H24.12.31",,
福井県,"あわら市,福井市,",地盤変動調査,水準測量,２級,59.9km,"福井県 
助言　　　H24.10.1  D0126",株式会社サンワコン ,"H24.10.1 
H25.2.28",,
福井県,"福井市,",地盤変動調査,"水準測量,復旧測量(水準)","２級,,２級","118.17km,1point","福井県福井市 
助言　　　H24.10.11  D0136",株式会社サンワコン ,"H24.10.9 
H25.2.28",,
福井県,"大野市,",道路計画,"復旧測量(基準点),基準点測量,基準点測量,基準点測量,復旧測量(基準点)","３級,,１級,,３級,,２級,,１級","2point,3point,4point,5point,2point","近畿地方整備局福井河川国道
事務所 
助言　　　H24.10.15  D0138",復建調査設計株式会社 ,"H24.10.1 
H25.1.31",,
福井県,"大野市,",道路計画,"基準点測量,基準点測量,基準点測量","３級,,１級,,２級","13point,5point,1point","近畿地方整備局福井河川国道
事務所 
助言　　　H24.10.15  D0139","株式会社エイコー技術コ
ンサルタント ","H24.10.1 
H25.1.31",,
福井県,"あわら市,",河川管理,"その他,写真地図作成(デジタルオルソ),数値図化","撮影（アナログ）,,1000,,1000","10.5KM2,10.5KM2,0.23KM2","福井県あわら市 
助言　　　H24.10.25  D0145",国際航業株式会社 ,"H24.10.22 
H25.2.28",,
福井県,"越前町,",道路管理,"基準点測量,基準点測量,復旧測量(基準点)","３級,,４級,,２級（座標補正）","1point,5point,3point","近畿地方整備局福井河川国道
事務所 
助言　　　H24.11.14  D0153","株式会社帝国コンサルタ
ント ","H24.11.12 
H25.3.10",,
福井県,"大野市,",ダム計画,航空レーザ測量,1000,16.6KM2,"近畿地方整備局九頭竜川ダム
統合管理事務所 
助言　　　H24.11.30  D0166",株式会社パスコ ,"H24.11.20 
H25.2.28",,
福井県,"敦賀市,",道路管理,"修正測量,修正測量","500,,1000","1.46km,0.14km","福井県敦賀市 
助言　　　H24.12.7  D0172",株式会社パスコ ,"H24.12.7 
H25.3.15",,
福井県,"福井市,小浜市,",河川計画,"数値撮影(デジタル),同時調整","12500,,15","161.7KM2,161.7KM2","近畿地方整備局福井河川国道
事務所 
助言　　　H24.12.14  D0176",株式会社かんこう ,"H24.12.5 
H25.2.28",,
福井県,"福井市,",その他,基準点測量,４級,86point,"法務省福井地方法務局 
助言　　　H24.12.17  D0177","株式会社西岡設計事務
所 ","H24.12.10 
H25.2.28",,
福井県,"敦賀市,",道路計画,"基準点測量,基準点測量,基準点測量,復旧測量(基準点),水準測量","１級,,２級,,３級,,２級（改測）,,３級","2point,1point,6point,1point,1.98km","中日本高速道路株式会社名古
屋支社敦賀工事事務所 
助言　　　H25.1.25  D0186",株式会社ワカサコンサル ,"H25.1.10 
H25.7.1",,
福井県,"福井市,",地盤変動調査,水準測量,1級新設,6km,"福井県 
助言　　　H25.2.27  D0195",株式会社サンワコン ,"H25.2.18 
H25.3.15",,
福井県,"坂井市,",土地区画整理,基準点測量,３級,7point,"（仮称）春江随応寺東部土地区
画整理組合準備委員会 
助言　　　H25.3.14  D0199","株式会社春江エンジニア
リング ","H25.3.11 
H25.12.31",,
福井県,"福井市,",道路計画,"基準点測量,基準点測量,基準点測量,現地測量(数値地形図作成),数値図化,その他","１級,,３級,,４級,,500,,1000,,仮BM設置測量","6point,14point,503point,1.049KM2,0.284KM2,5.3km","福井県福井土木事務所 
助言　　　H25.3.29  D0202",光進企画調査株式会社 ,"H25.3.6 
H25.6.28",,
岐阜県,"各務原市,",都市計画,基準点測量,３級,3point,"岐阜県各務原市 
助言　　　H24.4.16  E0002","株式会社帝国建設コン
サルタント ","H24.4.9 
H24.4.27",,
岐阜県,"可児市,",総合計画,基準点測量,２級,1point,"岐阜県可児市 
助言　　　H24.4.19  E0006",株式会社林事務所 ,"H24.4.13 
H24.5.31",,
岐阜県,"土岐市,",土地区画整理,"基準点測量,基準点測量,基準点測量","２級,,３級,,４級","1point,5point,104point","土岐市妻木南部土地区画整理
組合 
助言　　　H24.4.26  E0012","株式会社帝国建設コン
サルタント ","H24.3.29 
H24.5.28",,
岐阜県,"池田町,",固定資産,"数値撮影(デジタル),数値図化(同時調整含む)","12,,1000","38.79KM2,38.79KM2","岐阜県池田町 
助言　　　H24.5.11  E0018",朝日航洋株式会社 ,"H24.4.25 
H25.3.19",,
岐阜県,"岐阜市,",土地区画整理,基準点測量,４級,121point,"岐阜市鷺山・下土居土地区画
整理組合 
助言　　　H24.5.23  E0022",株式会社朝日工営 ,"H24.5.2 
H24.5.31",,
岐阜県,"本巣市,",道路管理,修正測量,1000,6km,"岐阜県本巣市 
助言　　　H24.5.28  E0025","株式会社帝国建設コン
サルタント ","H24.5.28 
H25.3.22",,
岐阜県,"大垣市,",基準点管理,水準測量,２級,102km,"岐阜県大垣市 
助言　　　H24.6.1  E0029",大共測量株式会社 ,"H24.4.18 
H24.8.31",,
岐阜県,"各務原市,",その他,"基準点測量,用地測量","４級,,500","1point,0.004KM2","防衛省東海防衛支局 
助言　　　H24.6.13  E0031","東和コンサルタント株式
会社 ","H24.5.29 
H24.7.31",,
岐阜県,"各務原市,",基準点管理,基準点測量,座標補正,13point,"岐阜県各務原市 
助言　　　H24.6.13  E0032","東和コンサルタント株式
会社 ","H24.5.29 
H24.7.31",,
岐阜県,"羽島市,",基準点管理,基準点測量,３級,3point,"岐阜県羽島市 
助言　　　H24.6.12  E0035","大同コンサルタンツ株式
会社 ","H24.6.11 
H24.10.31",,
岐阜県,"美濃市,",総合計画,"数値撮影(デジタル),写真地図作成(デジタルオルソ)","14,,1000","117.05KM2,77.76KM2","岐阜県美濃市 
助言　　　H24.6.14  E0037",アジア航測株式会社 ,"H24.6.8 
H25.2.18",,
岐阜県,"土岐市,",基準点管理,復旧測量(基準点),その他,144point,"岐阜県土岐市 
助言　　　H24.6.14  E0038",株式会社上智 ,"H24.5.28 
H24.7.31",,
岐阜県,"高山市,",都市計画,"数値撮影(デジタル),修正測量,数値図化","12,,２５００,,1000","194.02KM2,150KM2,13.7KM2","岐阜県高山市 
助言　　　H24.6.27  E0040",株式会社パスコ ,"H24.6.20 
H25.3.8",,
岐阜県,"各務原市,",総合計画,"数値図化(同時調整含む),数値撮影(デジタル),修正測量,修正測量","１０００,,16,,１０００,,２５００","87.8KM2,87.8KM2,67.6KM2,87.8KM2","岐阜県各務原市 
助言　　　H24.7.4  E0046","株式会社帝国建設コン
サルタント ","H24.7.1 
H25.3.31",,
岐阜県,"東白川村,",道路計画,基準点測量,２級,1point,"岐阜県東白川村 
助言　　　H24.7.6  E0051","株式会社帝国建設コン
サルタント ","H24.6.19 
H24.11.22",,
岐阜県,"下呂市,",土地改良,"基準点測量,基準点測量,基準点測量","２級,,３級,,４級","1point,2point,15point","岐阜県下呂市 
助言　　　H24.7.9  E0054","株式会社飛州コンサルタ
ント ","H24.5.10 
H24.7.17",,
岐阜県,"美濃加茂市,",土地区画整理,基準点測量,３級,5point,"岐阜県美濃加茂市 
助言　　　H24.7.18  E0060",株式会社オオバ ,"H24.7.2 
H24.12.21",,
岐阜県,"白川町,",道路計画,基準点測量,３級,4point,"中部地方整備局岐阜国道事務
所 
助言　　　H24.7.18  E0061",株式会社イビソク ,"H24.7.17 
H24.9.28",,
岐阜県,"恵那市,",その他,"基準点測量,基準点測量","地籍図根三角点（座標補正）,,地籍図根多角点（座標補正）","566point,68351point","岐阜県恵那市 
助言　　　H24.7.24  E0066",株式会社上智 ,"H24.5.28 
H24.9.21",,
岐阜県,"多治見市,",その他,基準点測量,３級,4point,"岐阜県多治見市 
助言　　　H24.7.24  E0068","株式会社帝国建設コン
サルタント ","H24.6.21 
H24.11.30",,
岐阜県,"可児市,",都市計画,"修正測量,修正測量","2500（地形、地物等）,,1000（道路、家屋等）","87.6KM2,87.6KM2","岐阜県可児市 
助言　　　H24.7.23  E0069",国際航業株式会社 ,"H24.6.29 
H25.3.15",,
岐阜県,"瑞穂市,",都市計画,"修正測量,修正測量","２５００,,1000","28.19KM2,5.21KM2","岐阜県瑞穂市 
助言　　　H24.7.26  E0072",朝日航洋株式会社 ,"H24.6.29 
H25.1.31",,
岐阜県,"関市,",都市計画,"修正測量,地形図等成果の座標補正","2500,,2500","102KM2,102KM2","岐阜県関市 
助言　　　H24.7.27  E0074",アジア航測株式会社 ,"H24.7.23 
H25.3.15",,
岐阜県,"御嵩町,",総合計画,"数値撮影(デジタル),写真地図作成(デジタルオルソ)","18,,１０００","56.6KM2,56.6KM2","岐阜県御嵩町 
助言　　　H24.8.3  E0078",中日本航空株式会社 ,"H24.7.31 
H25.1.31",,
岐阜県,"安八町,輪之内町,笠松町,海津市,瑞穂市,羽島市,大垣市,岐阜市,",河川管理,"数値撮影(デジタル),写真地図作成(デジタルオルソ)","20,,2500","293KM2,293KM2","中部地方整備局木曽川上流河
川事務所 
助言　　　H24.8.3  E0080",株式会社フジヤマ ,"H24.8.3 
H25.1.18",,
岐阜県,"各務原市,",その他,"用地測量,基準点測量","250,,４級（座標補正）","0.002KM2,4point","防衛省東海防衛支局 
助言　　　H24.8.20  E0084","株式会社メイホーエンジ
ニアリング ","H24.8.16 
H24.11.30",,
岐阜県,"岐阜市,",都市計画,"地図編集,修正測量,地形図等成果の座標補正","10000,,２５００,,2500","202.98KM2,24.63KM2,24.63KM2","岐阜県岐阜市 
助言　　　H24.8.13  E0086","株式会社帝国建設コン
サルタント ","H24.7.20 
H25.3.11",,
岐阜県,"郡上市,",総合計画,"数値撮影(デジタル),写真地図作成(デジタルオルソ)","18,,1000","711KM2,","岐阜県郡上市 
助言　　　H24.8.13  E0087",中日本航空株式会社 ,"H24.7.10 
H24.12.20",,
岐阜県,"岐阜市,多治見市,中津川市,羽島市,各務原市,",総合計画,"修正測量,修正測量,修正測量","1000,,2500,,5000","102KM2,306.1KM2,568.5KM2","岐阜県 
助言　　　H24.8.17  E0093","株式会社帝国建設コン
サルタント ","H24.8.21 
H25.1.18",,
岐阜県,"御嵩町,",基準点管理,基準点測量,１級,11point,"岐阜県御嵩町 
助言　　　H24.8.20  E0094",株式会社林事務所 ,"H24.8.20 
H24.10.31",,
岐阜県,"可児市,",総合計画,"基準点測量,基準点測量","２級,,３級","3point,1point","岐阜県可児市 
助言　　　H24.8.20  E0095",株式会社林事務所 ,"H24.8.20 
H24.10.31",,
岐阜県,"美濃加茂市,",都市計画,"数値撮影(デジタル),修正測量,修正測量","12,,1000,,2500","74.81KM2,45.01KM2,45.1KM2","岐阜県美濃加茂市 
助言　　　H24.8.24  E0100",中日本航空株式会社 ,"H24.8.1 
H25.3.31",,
岐阜県,"高山市,",砂防計画,"修正測量,地形図等成果の座標補正,数値図化","2500,,2500,,2500","72.6KM2,471.8KM2,21.4KM2","北陸地方整備局神通川水系砂
防事務所 
助言　　　H24.8.28  E0101",日本海航測株式会社 ,"H24.7.20 
H25.1.31",,
岐阜県,"北方町,",土地区画整理,基準点測量,３級,7point,"北方町加茂土地区画整理組合 
助言　　　H24.8.29  E0102","株式会社帝国建設コン
サルタント ","H24.8.10 
H24.9.28",,
岐阜県,"白川村,",道路管理,"既成図数値化,数値図化,修正測量","１０００,,1000,,1000","5.41KM2,5.41KM2,5.41KM2","岐阜県白川村 
助言　　　H24.8.29  E0103",株式会社パスコ ,"H24.8.27 
H25.2.28",,
岐阜県,"郡上市,",ダム計画,"基準点測量,基準点測量","１級,,３級","5point,29point","岐阜県長良川上流河川開発工
事事務所 
助言　　　H24.9.5  E0109","株式会社帝国建設コン
サルタント ","H24.7.27 
H24.12.18",,
岐阜県,"瑞浪市,",道路計画,"基準点測量,基準点測量","２級（座標補正）,,３級","6point,3point","岐阜県瑞浪市 
助言　　　H24.9.20  E0119","株式会社帝国建設コン
サルタント ","H24.8.2 
H25.3.22",,
岐阜県,"高山市,",砂防計画,"航空レーザ測量,航空レーザ測量","1mメッシュ,,5mメッシュ","90KM2,90KM2","北陸地方整備局神通川水系砂
防事務所 
助言　　　H24.9.19  E0121",中日本航空株式会社 ,"H24.8.18 
H25.2.28",,
岐阜県,"下呂市,",道路計画,"航空レーザ測量,数値撮影(デジタル),数値図化(同時調整含む),写真地図作成(デジタルオルソ)",",,18,,２５００,,２５００","6KM2,20.1KM2,6KM2,6KM2","中部地方整備局高山国道事務
所 
助言　　　H24.9.24  E0129",中日本航空株式会社 ,"H24.9.4 
H24.12.21",,
岐阜県,"瑞浪市,",固定資産,"数値撮影(デジタル),写真地図作成(デジタルオルソ)","18,,1000","175KM2,175KM2","岐阜県瑞浪市 
助言　　　H24.9.25  E0131",中日本航空株式会社 ,"H24.10.3 
H25.3.31",,
岐阜県,"中津川市,",道路計画,基準点測量,３級,4point,"岐阜県中津川市 
助言　　　H24.10.2  E0132",株式会社テイコク ,"H24.10.1 
H25.3.25",,
岐阜県,"高山市,白川村,",砂防計画,"航空レーザ測量,航空レーザ測量","1mメッシュ,,5mメッシュ","270KM2,270KM2","北陸地方整備局神通川水系砂
防事務所 
助言　　　H24.10.1  E0135",株式会社パスコ ,"H24.9.4 
H25.2.28",,
岐阜県,"岐阜市,",道路管理,"数値図化,数値図化,既成図数値化,既成図数値化,修正測量,修正測量,地形図等成果の座標補正","1000,,500,,1000,,500,,1000,,500,,1000","0.588KM2,0.093KM2,0.81KM2,0.086KM2,12.4KM2,9.8KM2,6.96KM2","岐阜県岐阜市 
助言　　　H24.10.4  E0142",アジア航測株式会社 ,"H24.9.6 
H25.3.22",,
岐阜県,"本巣市,瑞穂市,",道路計画,"基準点測量,基準点測量,基準点測量,基準点測量","１級（改測）,,３級（新設）,,３級（改算）,,４級","7point,3point,32point,235point","中部地方整備局岐阜国道事務
所 
助言　　　H24.10.9  E0143","株式会社エイト日本技術
開発 ","H24.10.5 
H25.1.31",,
岐阜県県境愛知県,"安八町,輪之内町,神戸町,養老町,笠松町,岐南町,海津市,瑞穂市,羽島市,大垣市,県境江南市,一宮市,愛西市,稲沢市,",地盤変動調査,"水準測量,復旧測量(水準)","１級,,１級","92.3km,2point","中部地方整備局木曽川上流河
川事務所 
助言　　　H24.10.16  E0152",株式会社中部テック ,"H24.10.29 
H25.3.22",,
岐阜県,"高山市,白川村,",砂防計画,数値撮影(デジタル),20,411.7KM2,"北陸地方整備局神通川水系砂
防事務所 
助言　　　H24.10.17  E0158",株式会社パスコ ,"H24.10.15 
H25.2.28",,
岐阜県,"多治見市,",その他,基準点測量,街区多角点（節点）,163point,"岐阜県多治見市 
助言　　　H24.10.31  E0173","株式会社帝国建設コン
サルタント ","H24.10.25 
H24.12.28",,
岐阜県,"各務原市,",基準点管理,"基準点測量,基準点測量,基準点測量","１級（座標補正）,,２級（座標補正）,,３級（座標補正）","17point,2point,79point","岐阜県各務原市 
助言　　　H24.10.31  E0178","株式会社帝国建設コン
サルタント ","H24.8.20 
H24.12.14",,
岐阜県,"各務原市,",その他,基準点測量,３級,1point,"岐阜県各務原市 
助言　　　H24.10.31  E0179",株式会社テイコク ,"H24.9.21 
H25.3.25",,
岐阜県,"安八町,輪之内町,養老町,海津市,瑞穂市,羽島市,大垣市,",地盤変動調査,水準測量,１級,63.3km,"岐阜県 
助言　　　H24.11.2  E0192","大日コンサルタント株式
会社 ","H24.10.4 
H25.2.28",,
岐阜県,"海津市,",道路管理,"既成図数値化,地形図等成果の座標補正,修正測量","１０００,,,,","1129.7km,1129.7km,1.4km","岐阜県海津市 
助言　　　H24.11.7  E0198",株式会社パスコ ,"H24.11.7 
H25.1.18",,
岐阜県,"各務原市,",土地区画整理,基準点測量,４級座標補正,25point,"鵜沼駅東部土地区画整理組合 
助言　　　H24.11.14  E0204","大同コンサルタンツ株式
会社 ","H24.11.12 
H25.2.28",,
岐阜県,"岐阜市,",土地区画整理,基準点測量,３級,4point,"岐阜市正木西部土地区画整理
組合 
助言　　　H24.11.14  E0205",株式会社テイコク ,"H24.10.26 
H25.1.31",,
岐阜県,"山県市,関市,",砂防計画,航空レーザ測量,1mメッシュ、5mメッシュ,225KM2,"中部地方整備局越美山系砂防
事務所 
助言　　　H24.11.30  E0222",株式会社パスコ ,"H24.11.7 
H25.3.22",,
岐阜県,"可児市,",総合計画,基準点測量,３級,1point,"岐阜県可児市 
助言　　　H24.11.27  E0223",株式会社林事務所 ,"H24.11.20 
H25.1.31",,
岐阜県,"瑞浪市,",道路管理,数値図化,500,0.73km,"岐阜県瑞浪市 
助言　　　H24.11.30  E0230",株式会社テイコク ,"H24.10.21 
H24.12.21",,
岐阜県,"各務原市,",総合計画,基準点測量,３級,12point,"岐阜県各務原市 
助言　　　H24.12.6  E0241",株式会社テイコク ,"H24.11.1 
H24.12.14",,
岐阜県,"下呂市,",道路管理,"基準点測量,基準点測量,基準点測量,基準点測量","２級,,４級,,１級（座標補正）,,３級（座標補正）","1point,49point,2point,9point","国土交通省　中部地方整備局
高山国道事務所 
助言　　　H24.12.13  E0253",株式会社朝日工営 ,"H24.9.7 
H25.2.28",,
岐阜県,"岐阜市,",道路管理,修正測量,500,5.2km,"中部地方整備局岐阜国道事務
所 
助言　　　H24.12.28  E0257",株式会社アスコ ,"H24.11.12 
H25.3.12",,
岐阜県,"岐阜市,",固定資産,数値撮影(デジタル),12,202.89KM2,"岐阜県岐阜市 
助言　　　H24.12.21  E0258",アジア航測株式会社 ,"H24.12.25 
H25.2.28",,
岐阜県,"笠松町,",道路管理,"既成図数値化,地形図等成果の座標補正,修正測量","500,,,,500","1.8km,1.8km,1.8km","岐阜県笠松町 
助言　　　H24.12.21  E0265",株式会社パスコ ,"H24.12.20 
H25.3.29",,
岐阜県,"関市,",都市計画,基準点測量,４級,19point,"岐阜県関市 
助言　　　H24.12.28  E0274",ホームアシスト合同会社 ,"H24.12.25 
H25.3.15",,
岐阜県,"土岐市,",その他,基準点測量,４級,167point,"法務省岐阜地方法務局 
助言　　　H25.1.22  E0290",有限会社ミツヤ測量 ,"H25.1.14 
H25.2.28",,
岐阜県,"羽島市,",総合計画,基準点測量,３級,2point,"岐阜県岐阜土木事務所 
助言　　　H25.1.31  E0307","大同コンサルタンツ株式
会社 ","H25.2.6 
H25.3.15",,
岐阜県,"揖斐川町,",その他,基準点測量,１級（改測）,8point,"中部地方整備局木曽川上流河
川事務所 
助言　　　H25.2.1  E0309",株式会社テイコク ,"H25.1.25 
H25.2.25",,
岐阜県,"関市,",総合計画,"基準点測量,基準点測量","東北地方太平洋沖地震の座標補正(PatchJGD),,日本測地系から世界測地系への座標変換","4point,4point","国土交通省 中部地方整備局
岐阜国道事務所 
助言　　　H25.2.4  E0313",株式会社創信 ,"H24.10.24 
H25.3.15",,
岐阜県,"川辺町,",総合計画,基準点測量,(TKY2JGD)座標補正,8point,"岐阜県川辺町 
助言　　　H25.2.12  E0318","玉野総合コンサルタント
株式会社 ","H25.2.13 
H25.2.28",,
岐阜県,"御嵩町,土岐市,恵那市,瑞浪市,中津川市,多治見市,",道路管理,"数値撮影(デジタル),同時調整","6,,","82.6KM2,82.6KM2","中部地方整備局多治見砂防国
道事務所 
助言　　　H25.2.15  E0325",株式会社パスコ ,"H25.2.6 
H25.3.28",,
岐阜県,"御嵩町,",その他,基準点測量,３級,3point,"岐阜県御嵩町 
助言　　　H25.2.18  E0328",株式会社林事務所 ,"H25.2.13 
H25.3.29",,
岐阜県,"岐阜市,",総合計画,"基準点測量,基準点測量",",,３級","6point,1point","岐阜県岐阜市 
助言　　　H25.2.21  E0331","大日コンサルタント株式
会社 ","H25.2.8 
H25.3.29",,
岐阜県,"養老町,",道路管理,基準点測量,２級,1point,"中日本高速道路株式会社名古
屋支社岐阜工事事務所 
助言　　　H25.2.28  E0337","株式会社帝国コンサルタ
ント ","H25.1.23 
H25.5.22",,
岐阜県,"垂井町,",総合計画,"基準点測量,基準点測量","１級,,２級","8point,7point","岐阜県垂井町 
助言　　　H25.3.13  E0345",株式会社イビソク ,"H25.3.10 
H25.3.29",,
岐阜県,"美濃加茂市,",総合計画,"基準点測量,基準点測量","２級,,３級","1point,3point","岐阜県美濃加茂市 
助言　　　H25.3.15  E0351","大日コンサルタント株式
会社 ","H25.3.18 
H25.4.30",,
岐阜県,"大垣市,本巣市,関ケ原町,揖斐川町,",砂防計画,地形図等成果の座標補正,1mメッシュ,500KM2,"中部地方整備局越美山系砂防
事務所 
助言　　　H25.3.15  E0352",株式会社パスコ ,"H25.1.25 
H25.3.22",,
岐阜県,"多治見市,",土地区画整理,"基準点測量,基準点測量",",,","4point,10point","多治見住吉土地区画整理組合 
助言　　　H25.3.26  E0353",株式会社　ＳＳＴ ,"H25.3.25 
H25.9.25",,
岐阜県,"郡上市,山県市,各務原市,美濃市,関市,岐阜市,",森林計画,"数値撮影(デジタル),写真地図作成(デジタルオルソ)","36,,５０００","2138.3KM2,2138.3KM2","岐阜県 
助言　　　H25.3.26  E0355",アジア航測株式会社 ,"H25.4.11 
H25.11.29",,
静岡県,"静岡市,",道路計画,基準点測量,２級,4point,"中日本高速道路株式会社東京
支社清水工事事務所 
助言　　　H24.4.20  E0007",第一航業株式会社 ,"H24.4.6 
H24.8.15",,
