都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,測量計画機関（助言番号）,測量作業機関,実施時期,,2018.01.14修正
北海道,"岩見沢市,",その他,"基準点測量,路線測量","３級,,","7point,1.4km","北海道空知総合振興局 
助言　　　H24.10.9  A0444",株式会社シビテック ,"H24.10.2 
H24.12.10",,
北海道,"北斗市,八雲町,厚沢部町,黒松内町,長万部町,",その他,"基準点測量,基準点測量,基準点測量,水準測量","１級,,２級,,,,３級","11point,67point,10point,139km","鉄道建設・運輸施設整備支援
機構 
助言　　　H24.10.10  A0445","株式会社シン技術コンサ
ル ","H24.10.9 
H25.7.24",,
北海道,"ニセコ町,蘭越町,仁木町,倶知安町,赤井川村,小樽市,札幌市,",その他,"基準点測量,基準点測量,基準点測量,水準測量","１級,,２級,,３級,,３級","8point,20point,3point,102km","鉄道建設・運輸施設整備支援
機構 
助言　　　H24.10.10  A0446","株式会社シン技術コンサ
ル ","H24.9.25 
H25.7.24",,
北海道,"鷹栖町,",その他,基準点測量,３級,2point,"北海道上川総合振興局 
助言　　　H24.10.10  A0447","北海道キング設計株式
会社 ","H24.9.24 
H25.2.20",,
北海道,"上川町,",その他,"基準点測量,基準点測量","３級,,１級","1point,1point","北海道上川総合振興局 
助言　　　H24.10.10  A0448","北武コンサルタント株式
会社 ","H24.9.27 
H24.11.30",,
北海道,"留萌市,",その他,基準点測量,３級,2point,"北海道留萌振興局 
助言　　　H24.10.10  A0449","株式会社シン技術コンサ
ル ","H24.10.4 
H25.3.21",,
北海道,"厚真町,",その他,航空レーザ測量,1000,25.9KM2,"北海道胆振総合振興局 
助言　　　H24.10.12  A0450","株式会社タナカコンサル
タント ","H24.10.2 
H25.3.21",,
北海道,"上士幌町,",その他,基準点測量,３級,6point,"北海道開発局帯広開発建設部 
助言　　　H24.10.11  A0451",株式会社ドーコン ,"H24.10.5 
H24.10.30",,
北海道,"岩見沢市,",その他,基準点測量,３級,4point,"北海道空知総合振興局 
助言　　　H24.10.15  A0452",株式会社みずほ栄設計 ,"H24.10.5 
H25.3.11",,
北海道,"夕張市,",その他,基準点測量,３級,4point,"北海道開発局札幌開発建設部 
助言　　　H24.10.18  A0453","北成コンサルタント株式
会社 ","H24.10.10 
H24.12.10",,
北海道,"増毛町,",その他,航空レーザ測量,1000,0.005KM2,"北海道開発局留萌開発建設部
留萌開発事務所 
助言　　　H24.10.18  A0454","株式会社メイセイ・エンジ
ニアリング ","H24.10.3 
H25.1.28",,
北海道,"大空町,",その他,"基準点測量,路線測量","３級,,","2point,0.4km","北海道オホーツク総合振興局 
助言　　　H24.10.18  A0455",益村測量設計株式会社 ,"H24.9.19 
H25.1.30",,
北海道,"斜里町,",その他,基準点測量,１級,1point,"北海道開発局網走開発建設部
網走道路事務所 
助言　　　H24.10.18  A0456","株式会社構研エンジニア
リング ","H24.10.10 
H25.2.27",,
北海道,"芽室町,",その他,基準点測量,２級,6point,"北海道開発局帯広開発建設部 
助言　　　H24.10.18  A0457","スミセキ・ジオテクノ株式
会社 ","H24.10.11 
H25.1.17",,
北海道,"むかわ町,",その他,基準点測量,３級,2point,"北海道胆振総合振興局 
助言　　　H24.10.18  A0458","株式会社北海道農業建
設コンサルタント ","H24.10.12 
H24.11.30",,
北海道,"利尻町,礼文町,",その他,"基準点測量,基準点測量,基準点測量","１級,,２級,,３級","1point,5point,13point","北海道宗谷総合振興局 
助言　　　H24.10.18  A0459","北辰建設コンサルタント
株式会社 ","H24.10.10 
H25.3.15",,
北海道,"初山別村,",その他,基準点測量,３級,9point,"北海道開発局留萌開発建設部
羽幌道路事務所 
助言　　　H24.10.18  A0460","株式会社ダイヤコンサル
タント ","H24.10.22 
H24.12.10",,
北海道,"美唄市,",その他,基準点測量,１級,2point,"北海道空知総合振興局 
助言　　　H24.10.18  A0461","株式会社極東コンサルタ
ント ","H24.10.12 
H24.11.30",,
北海道,"別海町,",その他,基準点測量,３級,6point,"北海道開発局釧路開発建設部 
助言　　　H24.10.18  A0462",株式会社農土コンサル ,"H24.10.11 
H24.12.19",,
北海道,"別海町,",その他,基準点測量,３級,6point,"北海道開発局釧路開発建設部 
助言　　　H24.10.18  A0463","NTCコンサルタンツ株式
会社 ","H24.6.20 
H25.1.10",,
北海道,"別海町,",その他,基準点測量,３級,6point,"北海道開発局釧路開発建設部 
助言　　　H24.10.18  A0464","サンスイコンサルタント株
式会社 ","H24.10.11 
H25.1.30",,
北海道,"池田町,",その他,基準点測量,３級,2point,"北海道開発局帯広開発建設部 
助言　　　H24.10.18  A0465","株式会社フロンティア技
研 ","H24.10.13 
H24.11.9",,
北海道,"根室市,",その他,基準点測量,３級,2point,"北海道釧路総合振興局 
助言　　　H24.10.18  A0466","有限会社高橋測量事務
所 ","H24.10.22 
H25.1.30",,
北海道,"根室市,",その他,"基準点測量,基準点測量","１級,,３級","5point,8point","北海道釧路総合振興局 
助言　　　H24.10.18  A0467","北海道キング設計株式
会社 ","H24.10.12 
H25.3.21",,
北海道,"大空町,",その他,"基準点測量,基準点測量","１級,,３級","1point,3point","北海道オホーツク総合振興局 
助言　　　H24.10.18  A0468","株式会社中神土木設計
事務所 ","H24.10.12 
H25.3.21",,
北海道,"音更町,",その他,基準点測量,３級,10point,"北海道十勝総合振興局 
助言　　　H24.10.18  A0469","北王コンサルタント株式
会社 ","H24.10.13 
H25.2.8",,
北海道,"恵庭市,",都市計画,"数値図化,その他の応用測量","2500,,1000","95.25KM2,369km","北海道恵庭市 
助言　　　H24.10.18  A0470",株式会社ＧＩＳ北海道 ,"H24.9.18 
H25.3.29",,
北海道,"更別村,",その他,基準点測量,３級,4point,"北海道十勝総合振興局 
助言　　　H24.10.18  A0471",株式会社ケント技研 ,"H24.10.15 
H24.12.20",,
北海道,"島牧村,",その他,"基準点測量,基準点測量","１級,,３級","2point,2point","北海道後志総合振興局 
助言　　　H24.10.19  A0472",臥牛測量設計株式会社 ,"H24.10.15 
H24.11.30",,
北海道,"むかわ町,",その他,数値図化,2500,23.1KM2,"北海道開発局室蘭開発建設部 
助言　　　H24.10.29  A0473",株式会社ＧＩＳ北海道 ,"H24.10.5 
H25.2.12",,
北海道,"別海町,",その他,"基準点測量,基準点測量","１級,,３級","1point,5point","北海道釧路総合振興局 
助言　　　H24.10.19  A0474",株式会社津村測量設計 ,"H24.10.16 
H24.12.20",,
北海道,"新得町,",その他,基準点測量,３級,2point,"北海道十勝総合振興局 
助言　　　H24.10.19  A0475",東和工研株式会社 ,"H24.10.17 
H25.2.20",,
北海道,"北広島市,",その他,"基準点測量,基準点測量,基準点測量","４級,,２級,,３級","40point,3point,4point","北海道開発局札幌開発建設部 
助言　　　H24.10.22  A0476","株式会社タナカコンサル
タント ","H24.9.20 
H25.2.6",,
北海道,"遠軽町,",その他,基準点測量,２級,3point,"北海道オホーツク総合振興局 
助言　　　H24.10.24  A0477","サン技術コンサルタント
株式会社 ","H24.10.17 
H25.1.30",,
北海道,"別海町,",その他,基準点測量,３級,3point,"北海道開発局釧路開発建設部 
助言　　　H24.10.24  A0478",株式会社ドボク管理 ,"H24.10.3 
H24.12.20",,
北海道,"北広島市,",その他,"基準点測量,基準点測量","２級,,３級","1point,2point","北海道開発局札幌開発建設部 
助言　　　H24.10.25  A0479",株式会社中田測量 ,"H24.10.19 
H24.12.17",,
北海道,"美唄市,",その他,"基準点測量,水準測量","１級,,３級","10point,27km","北海道開発局札幌開発建設部
岩見沢農業事務所 
助言　　　H24.10.25  A0480",株式会社アルト技研 ,"H24.9.14 
H25.2.19",,
北海道,"美唄市,",その他,"基準点測量,水準測量","１級,,３級","6point,13.5km","北海道開発局札幌開発建設部
岩見沢農業事務所 
助言　　　H24.10.25  A0481","株式会社ランドプランニ
ング ","H24.10.19 
H25.2.19",,
北海道,"美唄市,",その他,"基準点測量,水準測量","１級,,３級","3point,10point","北海道開発局札幌開発建設部
岩見沢農業事務所 
助言　　　H24.10.25  A0482","北王コンサルタント株式
会社 ","H24.10.19 
H25.3.5",,
北海道,"美唄市,",その他,基準点測量,３級,1point,"北海道空知総合振興局 
助言　　　H24.10.25  A0483",ダイシン設計株式会社 ,"H24.10.19 
H24.11.30",,
北海道,"せたな町,",その他,基準点測量,３級,2point,"函館開発建設部 
助言　　　H24.10.24  A0484",株式会社エーティック ,"H24.11.5 
H25.2.19",,
北海道,"上富良野町,",その他,基準点測量,２級,4point,"北海道上川総合振興局 
助言　　　H24.10.26  A0485","北海道土木設計株式会
社 ","H24.10.18 
H24.11.30",,
北海道,"旭川市,",その他,基準点測量,２級,3point,"北海道上川総合振興局 
助言　　　H24.10.26  A0486",株式会社ドーコン ,"H24.10.29 
H25.3.21",,
北海道,"滝川市,",その他,基準点測量,３級,1point,"北海道空知総合振興局 
助言　　　H24.10.29  A0487",扇コンサル株式会社 ,"H24.10.20 
H24.11.30",,
北海道,"由仁町,",その他,基準点測量,３級,5point,"北海道空知総合振興局 
助言　　　H24.10.29  A0488",株式会社ケント技研 ,"H24.10.22 
H24.11.30",,
北海道,"陸別町,",その他,"基準点測量,基準点測量","１級,,３級","2point,1point","北海道十勝総合振興局 
助言　　　H24.10.30  A0489",株式会社田中測量設計 ,"H24.10.18 
H24.11.30",,
北海道,"芽室町,",その他,"基準点測量,基準点測量","１級,,３級","2point,2point","北海道十勝総合振興局 
助言　　　H24.10.30  A0490",株式会社ウィネット ,"H24.10.29 
H24.12.20",,
北海道,"大空町,",その他,"基準点測量,基準点測量","１級,,３級","1point,4point","北海道オホーツク総合振興局 
助言　　　H24.10.30  A0491","サン技術コンサルタント
株式会社 ","H24.10.19 
H25.3.29",,
北海道,"大空町,津別町,美幌町,網走市,",その他,"水準測量,数値撮影(デジタル)","簡級,,12","80.2km,161.2KM2","北海道オホーツク総合振興局 
助言　　　H24.10.30  A0492","株式会社シン技術コンサ
ル ","H24.11.1 
H25.3.19",,
北海道,"清里町,小清水町,",その他,"基準点測量,基準点測量","１級,,３級","4point,2point","北海道オホーツク総合振興局 
助言　　　H24.10.30  A0493","北王設計コンサルタント
株式会社 ","H24.10.24 
H24.12.21",,
北海道,"鹿追町,",その他,基準点測量,３級,2point,"北海道十勝総合振興局 
助言　　　H24.10.30  A0494",株式会社若松測量設計 ,"H24.10.23 
H24.11.30",,
北海道,"浦幌町,",その他,基準点測量,１級,1point,"北海道浦幌町 
助言　　　H24.10.30  A0495","菊地技術コンサルタント
株式会社 ","H24.10.23 
H24.12.15",,
北海道,"根室市,",その他,"基準点測量,基準点測量","１級,,３級","3point,4point","北海道釧路総合振興局 
助言　　　H24.10.30  A0496","有限会社サノ測量設計
社 ","H24.10.3 
H25.2.20",,
北海道,"雄武町,",その他,水準測量,２級,1point,"北海道オホーツク総合振興局 
助言　　　H24.10.30  A0497","メルテックコンサルタント
株式会社 ","H24.10.25 
H24.12.20",,
北海道,"共和町,",その他,"基準点測量,基準点測量","１級,,２級","1point,1point","北海道開発局小樽開発建設部 
助言　　　H24.10.30  A0498","株式会社北企画エンジニ
アリング ","H24.11.1 
H24.11.15",,
北海道,"新冠町,",その他,基準点測量,３級,4point,"北海道胆振総合振興局 
助言　　　H24.11.1  A0499",株式会社ケント技研 ,"H24.10.23 
H25.2.12",,
北海道,"室蘭市,",その他,基準点測量,３級,2point,"北海道胆振総合振興局 
助言　　　H24.10.30  A0500",株式会社下国測量 ,"H24.10.23 
H24.11.20",,
北海道,"松前町,",その他,"基準点測量,基準点測量","１級,,３級","2point,2point","北海道渡島総合振興局 
助言　　　H24.10.30  A0501",株式会社牧野測量 ,"H24.10.24 
H25.3.11",,
北海道,"安平町,",その他,基準点測量,１級,4point,"北海道開発局室蘭開発建設部 
助言　　　H24.10.30  A0502","中央コンサルタンツ株式
会社 ","H24.10.22 
H25.3.5",,
北海道,"由仁町,",その他,基準点測量,３級,1point,"北海道空知総合振興局 
助言　　　H24.10.29  A0503",株式会社本山測量設計 ,"H24.11.10 
H24.12.20",,
北海道,"石狩市,",その他,"基準点測量,基準点測量","３級,,２級","1point,1point","北海道空知総合振興局 
助言　　　H24.11.1  A0504",株式会社北土興測 ,"H24.10.26 
H25.1.30",,
北海道,"石狩市,",その他,"基準点測量,基準点測量","３級,,２級","1point,1point","北海道空知総合振興局 
助言　　　H24.11.1  A0505","株式会社ハイデックス和
島 ","H24.10.26 
H24.11.9",,
北海道,"函館市,",その他,基準点測量,２級,1point,"北海道渡島総合振興局 
助言　　　H24.11.1  A0506","株式会社山調住建コン
サルタント ","H24.10.30 
H24.12.20",,
北海道,"函館市,",その他,"基準点測量,基準点測量","１級,,３級","1point,1point","北海道渡島総合振興局 
助言　　　H24.11.1  A0507   ",株式会社ツカサ技研 ,"H24.10.26 
H25.1.21",,
北海道,"網走市,",その他,"基準点測量,基準点測量,基準点測量","１級,,３級,,４級","1point,3point,5point","北海道オホーツク総合振興局 
助言　　　H24.10.30  A0508",益村測量設計株式会社 ,"H24.10.10 
H25.3.21",,
北海道,"中川町,",その他,基準点測量,３級,3point,"北海道上川総合振興局 
助言　　　H24.11.1  A0509","株式会社協和コンサルタ
ント ","H24.10.24 
H24.12.20",,
北海道,"士別市,",その他,基準点測量,３級,1point,"北海道開発局旭川開発建設部 
助言　　　H24.11.1  A0510","三共測量コンサルタント
株式会社 ","H24.10.26 
H25.1.7",,
北海道,"大空町,",その他,基準点測量,３級,1point,"北海道開発局網走開発建設部 
助言　　　H24.11.6  A0511",株式会社ドボク管理 ,"H24.10.25 
H25.3.4",,
北海道,"佐呂間町,",その他,"数値撮影(デジタル),写真地図作成(デジタルオルソ),同時調整","12,,1000,,","145.5KM2,39.3KM2,387point","北海道オホーツク総合振興局 
助言　　　H24.11.6  A0512","株式会社シン技術コンサ
ル ","H24.11.1 
H25.2.28",,
北海道,"遠軽町,",その他,"基準点測量,基準点測量,路線測量","１級,,３級,,","1point,2point,0.4km","北海道オホーツク総合振興局 
助言　　　H24.11.6  A0513",株式会社カワムラ ,"H24.10.30 
H24.12.20",,
北海道,"根室市,",その他,"基準点測量,基準点測量","３級,,２級","10point,3point","北海道釧路総合振興局 
助言　　　H24.11.6  A0514",株式会社津村測量設計 ,"H24.10.3 
H25.2.20",,
北海道,"浜中町,",その他,基準点測量,1級,2point,"北海道釧路総合振興局 
助言　　　H24.11.6  A0515",株式会社松木測量設計 ,"H24.10.29 
H25.3.11",,
北海道,"安平町,",その他,基準点測量,２級,3point,"北海道開発局室蘭開発建設部 
助言　　　H24.11.1  A0516","株式会社イーエス総合研
究所 ","H24.8.24 
H25.2.19",,
北海道,"新篠津村,",その他,基準点測量,２級,1point,"北海道空知総合振興局 
助言　　　H24.11.5  A0517","北武コンサルタント株式
会社 ","H24.9.28 
H25.3.11",,
北海道,"湧別町,",その他,基準点測量,２級,3point,"北海道開発局網走開発建設部 
助言　　　H24.11.6  A0518",株式会社アルト技研 ,"H24.10.18 
H25.3.8",,
北海道,"鹿追町,",その他,基準点測量,３級,2point,"北海道十勝総合振興局 
助言　　　H24.11.6  A0519","有限会社旭東測量設計
社 ","H24.10.31 
H25.1.30",,
北海道,"湧別町,",その他,"基準点測量,基準点測量","１級,,３級","9point,40point","北海道オホーツク総合振興局 
助言　　　H24.11.7  A0520","株式会社中神土木設計
事務所 ","H24.11.1 
H25.3.25",,
北海道,"湧別町,",その他,"基準点測量,基準点測量","１級,,３級","8point,46point","北海道オホーツク総合振興局 
助言　　　H24.11.7  A0521","株式会社中神土木設計
事務所 ","H24.11.1 
H25.3.25",,
北海道,"厚沢部町,",その他,"基準点測量,基準点測量","１級,,３級","1point,1point","北海道渡島総合振興局 
助言　　　H24.11.6  A0522","株式会社シン技術コンサ
ル ","H24.11.1 
H25.3.11",,
北海道,"函館市,",その他,"基準点測量,基準点測量","１級,,３級","1point,2point","北海道渡島総合振興局 
助言　　　H24.11.6  A0523","株式会社アース設計事
務所 ","H24.10.31 
H25.1.21",,
北海道,"士幌町,",その他,基準点測量,２級,2point,"北海道開発局帯広開発建設部 
助言　　　H24.11.12  A0524","パブリックコンサルタント
株式会社 ","H24.10.31 
H24.11.30",,
北海道,"天塩町,",その他,基準点測量,３級,4point,"北海道開発局留萌開発建設部 
助言　　　H24.11.7  A0525",新和測量株式会社 ,"H24.10.30 
H24.11.30",,
北海道,"小平町,",その他,基準点測量,３級,3point,"北海道開発局留萌開発建設部
留萌開発事務所 
助言　　　H24.11.7  A0526",株式会社開発工営社 ,"H24.10.26 
H25.2.12",,
北海道,"弟子屈町,標茶町,釧路町,釧路市,",その他,カラー撮影(フィルム),12500,628.9KM2,"北海道開発局釧路開発建設部 
助言　　　H24.11.12  A0527",日測技研株式会社 ,"H24.10.13 
H25.2.18",,
北海道,"中富良野町,",その他,"基準点測量,基準点測量","１級,,３級","1point,1point","北海道上川総合振興局 
助言　　　H24.11.7  A0528",中央測建株式会社 ,"H24.10.31 
H25.2.20",,
北海道,"剣淵町,",その他,基準点測量,１級,3point,"北海道士別市 
助言　　　H24.11.7  A0529","株式会社アクセスフィー
ルド ","H24.11.1 
H24.11.30",,
北海道,"余市町,",その他,基準点測量,３級,2point,"北海道後志総合振興局 
助言　　　H24.11.6  A0530",株式会社シビテック ,"H24.11.5 
H25.1.31",,
北海道,"広尾町,",その他,"数値撮影(デジタル),空中三角測量","12,,2500","16.39KM2,6.7KM2","北海道開発局帯広開発建設部 
助言　　　H24.11.12  A0531",国際航業株式会社 ,"H24.11.7 
H25.2.7",,
北海道,"芽室町,",その他,"数値図化,基準点測量",２級,5point,"北海道十勝総合振興局 
助言　　　H24.11.12  A0532","株式会社ルーラルエンジ
ニア ","H24.11.2 
H25.3.19",,
北海道,"黒松内町,",その他,基準点測量,３級,4point,"北海道後志総合振興局 
助言　　　H24.11.12  A0533",北山測量設計株式会社 ,"H24.11.5 
H25.1.30",,
北海道,"岩見沢市,",その他,基準点測量,３級,6point,"北海道空知総合振興局 
助言　　　H24.11.12  A0534","株式会社創生コンサルタ
ント ","H24.11.6 
H25.3.28",,
北海道,"鶴居村,",その他,"基準点測量,基準点測量","２級,,３級","5point,2point","北海道釧路総合振興局 
助言　　　H24.11.14  A0535","東邦コンサルタント株式
会社 ","H24.11.10 
H24.12.30",,
北海道,"増毛町,",その他,基準点測量,３級,3point,"北海道留萌振興局 
助言　　　H24.11.12  A0536","株式会社イズム・グリー
ン ","H24.11.2 
H25.1.30",,
北海道,"留萌市,小平町,",その他,"基準点測量,基準点測量","１級,,３級","1point,6point","北海道留萌振興局 
助言　　　H24.11.12  A0537",株式会社ズコーシャ ,"H24.11.12 
H25.3.21",,
北海道,"旭川市,",基準点管理,基準点測量,３級,1point,"北海道旭川市 
助言　　　H24.11.12  A0538",株式会社フジ土木設計 ,"H24.8.31 
H25.2.28   ",,
北海道,"江差町,",その他,"基準点測量,基準点測量","２級,,２級","1point,2point","函館開発建設部 
助言　　　H24.11.14  A0539",株式会社ノース技研 ,"H24.11.8 
H25.3.19",,
北海道,"洞爺湖町,",道路計画,基準点測量,３級,2point,"北海道洞爺湖町 
助言　　　H24.11.14  A0540",応用設計株式会社 ,"H24.11.9 
H24.11.30",,
北海道,"厚真町,",その他,基準点測量,３級,5point,"北海道胆振総合振興局 
助言　　　H24.11.14  A0541",日章測量設計株式会社 ,"H24.11.12 
H25.2.28",,
北海道,"新得町,",その他,"基準点測量,基準点測量,基準点測量","１級,,２級,,３級","2point,2point,3point","北海道十勝総合振興局 
助言　　　H24.11.14  A0542",新和測量株式会社 ,"H24.11.9 
H25.3.21",,
北海道,"音更町,",その他,基準点測量,３級,2point,"北海道開発局帯広開発建設部 
助言　　　H24.11.14  A0543","株式会社小出コンサルタ
ント ","H24.11.9 
H25.3.18",,
北海道,"白糠町,釧路市,",その他,"基準点測量,基準点測量,基準点測量","１級,,２級,,３級","2point,2point,3point","北海道釧路総合振興局 
助言　　　H24.11.14  A0544",株式会社松木測量設計 ,"H24.11.10 
H25.3.21",,
北海道,"釧路市,",その他,基準点測量,４級,36point,"北海道開発局釧路開発建設部 
助言　　　H24.11.14  A0545",株式会社津村測量設計 ,"H24.11.9 
H25.2.18",,
北海道,"標茶町,厚岸町,",その他,"カラー撮影(フィルム),数値図化,既成図数値化,数値図化,空中三角測量,水準測量","12500,,2500,,2500,,1000,,,,簡級","82.8KM2,16.8KM2,18.3KM2,2.7KM2,25point,39.7km","北海道開発局釧路開発建設部 
助言　　　H24.11.26  A0546",株式会社八州 ,"H24.8.30 
H25.1.21",,
北海道,"増毛町,",その他,基準点測量,３級,3point,"北海道留萌振興局 
助言　　　H24.11.14  A0547","株式会社シー・イー・
サービス ","H24.11.6 
H25.3.21",,
北海道,"黒松内町,",その他,"基準点測量,基準点測量","１級,,３級","2point,2point","北海道後志総合振興局 
助言　　　H24.11.14  A0548","パシフィックコンサルタン
ツ株式会社 ","H24.11.15 
H24.12.15",,
北海道,"根室市,",その他,"基準点測量,基準点測量,基準点測量,路線測量","１級,,３級,,４級,,","1point,3point,46point,2km","北海道開発局釧路開発建設部
根室道路事務所 
助言　　　H24.11.26  A0549",株式会社プラテック ,"H24.11.13 
H25.2.21",,
北海道,"中標津町,",その他,"基準点測量,基準点測量","１級,,２級","1point,1point","北海道釧路総合振興局 
助言　　　H24.11.26  A0550",中央測建株式会社 ,"H24.11.19 
H25.1.30",,
北海道,"中川町,美深町,名寄市,",河川計画,"基準点測量,基準点測量,水準測量","１級,,２級,,２級","10point,43point,46km","北海道開発局旭川開発建設部 
助言　　　H24.11.19  A0551","株式会社土木開発セン
ター ","H24.11.21 
H25.3.15",,
北海道,"浜頓別町,",その他,基準点測量,１級,14point,"北海道開発局稚内開発建設部 
助言　　　H24.11.19  A0552",株式会社農土コンサル ,"H24.11.14 
H24.12.28",,
北海道,"稚内市,豊富町,幌延町,",その他,航空レーザ測量,0.5mメッシュ,117KM2,"環境省北海道地方環境事務所 
助言　　　H24.11.19  A0553",朝日航洋株式会社 ,"H24.11.1 
H25.3.29",,
北海道,"札幌市,",その他,"基準点測量,基準点測量","３級,,１級","1point,4point","北海道開発局札幌開発建設部
札幌河川事務所 
助言　　　H24.11.22  A0554","株式会社イズム・グリー
ン ","H24.11.26 
H25.2.4",,
北海道,"札幌市,",その他,基準点測量,１級,6point,"北海道札幌市 
助言　　　H24.11.27  A0555",大西測量設計株式会社 ,"H24.11.14 
H25.2.2",,
北海道,"七飯町,",その他,"基準点測量,基準点測量","１級,,２級","6point,1point","函館開発建設部 
助言　　　H24.11.26  A0556","北成コンサルタント株式
会社 ","H24.11.16 
H25.1.31",,
北海道,"滝上町,",その他,基準点測量,２級,4point,"北海道開発局網走開発建設部
興部道路事務所 
助言　　　H24.11.26  A0557","株式会社山腰測量設計
事務所 ","H24.11.16 
H24.12.7",,
北海道,"八雲町,",その他,"基準点測量,基準点測量","１級,,３級","1point,3point","北海道渡島総合振興局 
助言　　　H24.11.26  A0558","北海道土木設計株式会
社 ","H24.11.19 
H25.1.30",,
北海道,"清水町,",その他,"基準点測量,基準点測量","２級,,３級","1point,1point","北海道開発局帯広開発建設部
帯広道路事務所 
助言　　　H24.11.26  A0559","平田技術コンサルタント
株式会社 ","H24.11.17 
H24.12.15",,
北海道,"浜中町,",その他,基準点測量,２級,5point,"北海道釧路総合振興局 
助言　　　H24.11.26  A0560","有限会社金子設計事務
所 ","H24.11.21 
H25.3.21",,
北海道,"京極町,",その他,基準点測量,３級,2point,"北海道後志総合振興局 
助言　　　H24.11.27  A0561","株式会社田西設計コン
サル ","H24.11.19 
H25.3.21",,
北海道,"北見市,",その他,"基準点測量,路線測量","３級,,","2point,0.48km","北海道オホーツク総合振興局 
助言　　　H24.11.28  A0562",株式会社カワムラ ,"H24.11.21 
H25.3.19",,
北海道,"釧路市,",その他,"基準点測量,基準点測量","３級,,１級","2point,1point","北海道釧路総合振興局 
助言　　　H24.11.28  A0563","株式会社小出コンサルタ
ント ","H24.11.26 
H25.2.20",,
北海道,"栗山町,",その他,基準点測量,３級,3point,"北海道空知総合振興局 
助言　　　H24.11.26  A0564","株式会社帝国設計事務
所 ","H24.11.21 
H25.3.21",,
北海道,"千歳市,",その他,基準点測量,３級,1point,"北海道千歳市 
助言　　　H24.11.27  A0565",株式会社池田測量設計 ,"H24.11.27 
H24.12.17",,
北海道,"岩見沢市,",その他,"基準点測量,基準点測量","１級,,３級","2point,1point","北海道空知総合振興局 
助言　　　H24.11.27  A0566",株式会社ケント技研 ,"H24.12.5 
H25.1.10",,
北海道,"名寄市,",その他,基準点測量,３級,3point,"北海道上川総合振興局 
助言　　　H24.11.28  A0567","新栄コンサルタント株式
会社 ","H24.10.15 
H25.3.20",,
北海道,"天塩町,遠別町,",その他,"基準点測量,基準点測量","１級,,３級","4point,3point","北海道留萌振興局 
助言　　　H24.11.28  A0568","株式会社シー・イー・
サービス ","H24.11.26 
H25.3.21",,
北海道,"森町,",その他,基準点測量,３級,3point,"北海道渡島総合振興局 
助言　　　H24.11.30  A0569",株式会社中田測量 ,"H24.11.22 
H24.12.10",,
北海道,"池田町,豊頃町,",その他,"基準点測量,水準測量","２級,,２級","1point,18km","北海道開発局帯広開発建設部 
助言　　　H24.11.29  A0570","株式会社福田水文セン
ター ","H24.11.9 
H24.12.10",,
北海道,"幌加内町,沼田町,北竜町,雨竜町,妹背牛町,浦臼町,月形町,栗山町,長沼町,由仁町,奈井江町,南幌町,新篠津村,当別町,石狩市,北広島市,恵庭市,深川市,砂川市,滝川市,千歳市,三笠市,赤平市,江別市,美唄市,岩見沢市,札幌市,",その他,"修正測量,修正測量","2500,,5000","113.54KM2,3.95KM2","北海道開発局札幌開発建設部 
助言　　　H24.11.30  A0571","株式会社シン技術コンサ
ル ","H24.11.15 
H25.3.28",,
北海道,"陸別町,足寄町,",その他,"数値撮影(デジタル),数値図化,同時調整","12,,1000,,","8.19KM2,,18.18KM2,21point","北海道開発局帯広開発建設部 
助言　　　H24.12.3  A0572",国際航業株式会社 ,"H24.11.30 
H25.2.21",,
北海道,"新ひだか町,",その他,"基準点測量,基準点測量","１級,,３級","2point,1point","森林総合研究所森林農地整備
センター 
助言　　　H24.11.30  A0573",株式会社日高測量 ,"H24.11.27 
H24.12.28",,
北海道,"奥尻町,",その他,"基準点測量,基準点測量","１級,,３級","3point,7point","北海道渡島総合振興局 
助言　　　H24.11.30  A0574",協友測量設計株式会社 ,"H24.11.26 
H25.3.25",,
北海道,"音更町,",その他,"基準点測量,基準点測量","２級,,３級","1point,3point","北海道十勝総合振興局 
助言　　　H24.12.3  A0575","株式会社開発調査研究
所 ","H24.11.28 
H25.2.28",,
北海道,"札幌市,",その他,基準点測量,３級,2point,"北海道開発局札幌開発建設部
札幌河川事務所 
助言　　　H24.12.4  A0576",株式会社ケイジー技研 ,"H24.11.14 
H25.1.28",,
北海道,"古平町,",その他,"基準点測量,基準点測量","１級,,３級","1point,5point","北海道開発局小樽開発建設部 
助言　　　H24.12.3  A0577","北海道道路エンジニアリ
ング株式会社 ","H24.11.27 
H25.3.21",,
北海道,"別海町,",その他,"基準点測量,基準点測量","２級,,１級","1point,1point","北海道釧路総合振興局 
助言　　　H24.12.3  A0578",株式会社プラテック ,"H24.10.17 
H25.3.11",,
北海道,"稚内市,",その他,基準点測量,３級,4point,"北海道宗谷総合振興局 
助言　　　H24.12.3  A0579","アトラス・サーベイ株式会
社 ","H24.11.27 
H25.2.20",,
北海道,"森町,",その他,基準点測量,３級,2point,"北海道渡島総合振興局 
助言　　　H24.12.4  A0580",株式会社ノース技研 ,"H24.11.28 
H25.2.28",,
北海道,"八雲町,",その他,数値図化,2500,20.56KM2,"北海道八雲町 
助言　　　H24.12.4  A0581",北海航測株式会社 ,"H24.11.5 
H25.3.20",,
