都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,付図番号,,2018.01.09修正
北海道,"清里町,",道路計画,基準点,1級,6point,網走開発建設部助言620805A0380,北海道測量事業協同組合,"62.08.29,62.12.21",,,
北海道,"網走市,",ダム計画,基準点,1級,4point,網走開発建設部助言621026A0614,北海道測量事業協同組合,"62.10.24,62.12.22",,,
北海道,"札幌市,",環境整備,基準点,1級,1point,北海道札幌市助言620917A0499,(株)総合開発技術コンサルタント,"62.09.10,62.09.24",,,
北海道,"網走市,小清水町,",排水路計画,基準点,1級,5point,網走開発建設部助言630106A0677,サン測量設計(有),"62.12.17,63.02.24",,,
北海道,"斜里町,",道路計画,"基準点,基準点","1級,,3級","4point,7point",網走開発建設部助言620713A0324,(株)土木技術コンサルタント,"62.06.30,62.09.21",,,
北海道,"清里町,",土地改良(小清水地区),基準点,1級,4point,網走開発建設部助言620917A0508,北海道農士コンサルタント(株),"62.09.01,62.11.30",,,
北海道,"札幌市,",公共基準点(移設),基準点,1級,1point,北海道札幌市助言620521A0122,北海道石狩地域都市施設事務所,"62.06.10,62.07.30",,,
北海道,"札幌市,",河川計画(厚別川),"基準点,平板","2級,,1000","6point,0.3KM2",札幌土木現業所助言620917A0504,サンコーコンサルタント(株),"62.09.25,62.10.25",,,
北海道,"遠別町,",道路計画,基準点,2級,7point,留萌開発建設部助言620522A0136,北海道開発コンサルタント(株),"62.06.01,62.08.10",,,
北海道,"札幌市,",土地区画整理,"基準点,平板","2級,,2500","22point,2.0KM2",北海道札幌市助言620605A0176,北日本測地(株),"62.05.22,62.09.08",,,
北海道,"札幌市,",土地区画整理(丘珠第1地区),基準点,2級,37point,北海道札幌市助言620911A0491,"北日本測地(株),(株)竹川測量","62.05.19,62.11.06",,,
北海道,"札幌市,",土地区画整理(富丘北地区),基準点,2級,17point,北海道札幌市助言620911A0493,"北日本測地(株),(株)佐川測量社,和光技研(株),フキタ測量設計(株)","62.06.15,62.12.11",,,
北海道,"札幌市,",土地区画整理(百合が原、太平),基準点,2級,28point,北海道札幌市助言620911A0494,"(株)竹川測量,(株)松木測量,(株)小岩測量,(株)協和測量社","62.05.02,62.09.14",,,
北海道,"札幌市,",公共基準点(復旧),基準点,2級,4point,北海道札幌市助言621117A0650,大東測地(株),"62.11.15,62.12.24",,,
北海道,"札幌市,",土地区画整理,基準点,2級,39point,北海道札幌市助言620610A0202,(株)佐川測量社,"62.05.28,62.07.14",,,
北海道,"網走市,",道路計画,基準点,2級,4point,網走開発建設部助言620702A0270,北海道測量事業協同組合,"62.06.27,62.09.14",,,
北海道,"中標津町,",道路計画,"基準点,基準点","2級,,3級","3point,4point",釧路開発建設部助言620929A0525,北海道測量事業協同組合,"62.10.05,62.12.20",,,
北海道,"標茶町,",河川計画,"基準点,基準点","2級,,3級","2point,2point",釧路開発建設部助言621005A0537,北海道測量事業協同組合,"62.10.12,62.12.10",,,
北海道,"湧別町,",道路計画,基準点,2級,5point,網走開発建設部助言621022A0601,北海道測量事業協同組合,"62.10.24,62.12.25",,,
北海道,"音別町,",河川計画,基準点,2級,4point,釧路開発建設部助言621211A0674,北海道測量事業協同組合,"62.11.20,63.02.27",,,
北海道,"白糠町,",河川計画,基準点,2級,3point,釧路開発建設部助言630108A0690,北海道測量事業協同組合,"63.01.07,63.03.12",,,
北海道,"女満別町,",道路計画,"基準点,基準点","2級,,3級","6point,6point",網走開発建設部北見農業事務所助言630316A0707,前谷測量設計(株),"63.03.03,63.03.24",,,
北海道,"根室市,",道路計画,基準点,2級,7point,釧路開発建設部助言621026A0612,(株)小林測量設計事務所,"62.11.09,62.12.25",,,
北海道,"端野町,",道路計画(一般国道39号),基準点,2級,5point,網走開発建設部助言620706A0284,(株)ドボク管理事務所,"62.05.30,62.09.26",,,
北海道,"音別町,",都市基準点設置,基準点,2級,7point,北海道音別町助言620610A0198,東邦コンサルタント(株),"62.06.08,62.08.31",,,
北海道,"紋別市,",道路実測線調査,基準点,2級,4point,網走開発建設部助言620702A0263,平田測量設計(株),"62.06.17,62.09.02",,,
北海道,"栗沢町,",道路計画,基準点,2級,2point,北海道栗沢町助言620623A0248,(株)東亜エンジニアリング,"62.06.22,62.07.20",,,
北海道,"網走市,",道路計画(国道238号),"基準点,基準点","2級,,3級","5point,6point",網走開発建設部助言620706A0285,北路産業(株),"62.05.30,62.09.26",,,
北海道,"雄武町,",道路計画,"基準点,基準点","2級,,3級","3point,3point",網走開発建設部助言620713A0343,北路産業(株),"62.06.20,62.09.17",,,
北海道,"網走市,小清水町,東藻琴村,",農地開発,"基準点,基準点","2級,,3級","5point,9point",網走開発建設部助言630316A0706,朝日航洋(株),"63.02.06,63.03.16",,,
北海道,"音別町,",河川計画,基準点,2級,2point,釧路開発建設部助言621211A0675,(株)共立技研,"62.11.20,63.02.27",,,
北海道,"雄武町,",道路計画,基準点,2級,2point,網走開発建設部助言620713A0341,(株)田西設計コンサルタント,"62.06.30,62.08.10",,,
北海道,"札幌市,",土地区画整理(屯田地区),基準点,2級,29point,北海道札幌市助言620911A0492,"北日本コンサルタント(株),北日本測地(株),(株)野崎事務所,(株)協和測量社,(株)松木測量,(株)竹川測量","62.05.25,62.11.27",,,
北海道,"斜里町,",道路計画(斜里地区),基準点,3級,4point,網走開発建設部助言620820A0424,(株)北海道測量図工社,"62.08.20,62.11.30",,,
北海道,"共和町,","ほ場整備,下梨地区換地確定",基準点,3級,3point,北海道後志支庁助言620522A0140,北日本測地(株),"62.05.27,63.03.10",,,
北海道,"網走市,",ダム計画,基準点,3級,5point,網走開発建設部助言621026A0615,東建地質調査(株),"62.11.07,63.01.11",,,
北海道,"札幌市,",地図整備事業,"基準点,平板","3級,,500","158point,3.6KM2",北海道札幌市助言620820A0435,"(株)竹川測量,道興建設コンサルタンツ(株),(株)松木測量,(株)北海道技術コンサルタント,(株)石橋測量,三洋測量(有)","62.07.20,63.01.14",,,
北海道,"足寄町,",開拓財産(西足寄地区),"基準点,基準点,平板","3級,,4級,,2500","19point,20point,9.4KM2",北海道十勝支庁助言620805A0388,北海航測(株),"62.08.06,62.11.24",,,
北海道,"津別町,",排水路用地,基準点,3級,3point,網走開発建設部助言620623A0230,北海道測量事業協同組合,"62.06.22,62.08.04",,,
北海道,"佐呂間町,",道路計画(幌岩道路),基準点,3級,4point,網走開発建設部助言620723A0307,北海道測量事業協同組合,"62.07.04,62.09.01",,,
北海道,"枝幸町,",開拓財産,"基準点,基準点","3級,,4級","4point,3point",北海道宗谷支庁助言620929A0516,(株)やまざき測量設計事務所,"62.09.19,62.11.04",,,
北海道,"帯広市,",開拓財産(川西村・岩内地区),"基準点,基準点,平板","3級,,4級,,2500","3point,12point,1.6KM2",北海道十勝支庁助言620805A0386,山下測量(株),"62.08.06,62.10.24",,,
北海道,"足寄町,",開拓財産(西足寄地区),"基準点,基準点,平板","3級,,4級,,2500","5point,12point,2.5KM2",北海道十勝支庁助言620805A0389,北王コンサルタント(株),"62.08.06,62.11.05",,,
北海道,"千歳市,",開拓財産,"基準点,基準点,平板","3級,,4級,,2500","17point,45point,55.7KM2",北海道石狩支庁助言620917A0500,"ロイヤル測量設計(株),三砂測量設計(株),北海道パブリックコンサルタント(株)","62.09.23,62.12.13",,,
北海道,"中標津町,",開拓財産,"基準点,基準点","3級,,4級","6point,48point",北海道根室支庁助言620820A0440,(株)小林測量設計事務所,"62.08.14,62.11.16",,,
北海道,"陸別町,",開拓財産(陸別地区),"基準点,基準点,平板","3級,,4級,,2500","3point,12point,8.2KM2",北海道十勝支庁助言620805A0390,(株)香島測量設計事務所,"62.08.06,62.11.24",,,
北海道,"東藻琴村,",道路計画,基準点,3級,7point,網走開発建設部助言620713A0342,(株)ドボク管理事務所,"62.06.13,62.09.21",,,
北海道,"美幌町,",道路計画,基準点,3級,11point,網走開発建設部助言630301A0705,(株)ドボク管理事務所,"62.09.26,63.03.25",,,
北海道,"標茶町,",開拓財産,基準点,3級,4point,北海道釧路支庁助言630106A0684,北海道パブリックコンサルタント(株),"62.12.05,63.01.19",,,
北海道,"石狩町,当別町,",道路改良(望来当別線),基準点,3級,2point,札幌土木現業所助言620820A0427,北海道道路エンジニアリング(株),"62.08.15,63.03.20",,,
北海道,"帯広市,",開拓財産(川西村・岩内地区),"基準点,基準点,平板","3級,,4級,,2500","6point,15point,2.1KM2",北海道十勝支庁助言620805A0387,東邦コンサルタント(株),"62.08.06,62.11.09",,,
北海道,"釧路町,",開拓財産,基準点,3級,8point,北海道釧路支庁助言630106A0680,東邦コンサルタント(株),"62.12.04,63.01.18",,,
北海道,"蘭越町,",道路計画,"基準点,平板","3級,,","3point,2.0KM2",北海道蘭越町助言620818A0360,北山測量設計(株),"62.06.23,62.09.30",,,
北海道,"岩見沢市,栗沢町,",河川管理(幌向川),"基準点,平板","3級,,1000","2point,2.6KM2",札幌土木現業所助言620601A0154,開成測量(株),"62.05.25,62.07.20",,,
北海道,"津別町,",農地開発(活汲地区),基準点,3級,1point,網走開発建設部助言621022A0571,高木測量設計(株),"62.10.13,62.11.04",,,
北海道,"帯広市,",道路計画,基準点,3級,5.2km,帯広開発建設部助言620623A0226,(株)土木技術コンサルタント,"62.05.30,62.09.26",,,
北海道,"紋別市,",道路計画,基準点,3級,7point,網走開発建設部助言620713A0325,(株)土木技術コンサルタント,"62.06.30,62.09.21",,,
北海道,"小平町,",開拓財産(川上本流地区),"基準点,基準点","3級,,4級","6point,23point",北海道留萌支庁助言620805A0393,(株)矢本測量,"62.08.14,62.11.11",,,
北海道,"網走市,",道路計画,基準点,3級,4point,網走開発建設部助言620713A0340,(株)田宮設計事務所,"62.07.06,62.09.17",,,
北海道,"黒松内町,","農地開発,南後志地区換地確定",基準点,3級,1point,北海道後志支庁助言620522A0139,北海道土地改良団体連合会,"62.06.15,63.03.10",,,
北海道,"苫前町,豊富町,中頓別町,枝幸町,幌延町,上川町,愛別町,深川市,小平町,遠別町,",森林計画(境界測量),"基準点,路線","簡級,,","12point,32.1km",旭川営林支局助言620511A0053,直営,"62.05.11,62.10.31",,,
北海道,"浜益村,夕張市,赤井川村,札幌市,古平町,積丹町,",森林計画(境界整備),"基準点,路線","簡級,,","2point,40.6km",北海道営林局助言620518A0063,直営,"62.05.11,62.12.31",,,
北海道,"札幌市,江別市,石狩町,当別町,",地盤変動調査,水準,1級,63.0km,北海道石狩支庁助言620929A0530,大東測地(株),"62.09.30,62.11.30",621290,,
北海道,"札幌市,石狩町,",地盤変動調査,水準,1級,38.0km,北海道地下資源調査所助言621005A0546,大東測地(株),"62.09.24,62.11.30",621378,,
北海道,"江別市,",地盤変動調査,水準,1級,9.5km,北海道江別市助言621022A0570,大東測地(株),"62.10.01,63.03.31",621510,,
北海道,"札幌市,",地盤変動調査,水準,1級,53.4km,北海道札幌市助言621022A0562,大東測地(株),"62.10.12,62.12.20",621512,,
北海道,"滝川市,赤平市,芦別市,富良野市,",道路計画,水準,1級,32point,札幌開発建設部滝川道路事務所助言621007A0529,日測技研(株),"62.09.19,62.12.18",,,
北海道,"奈井江町,",道路計画,"水準,平板","3級,,1000","1point,",北海道奈井江町助言620831A0448,和光技研(株),"62.08.24,62.09.20",,,
北海道,"芦別市,",道路計画,水準,3級,10point,札幌土木現業所助言620713A0339,北海道土木設計(株),"62.08.17,62.11.30",,,
北海道,"別海町,弟子屈町,厚岸町,",森林計画,路線,簡級,26.0km,帯広営林支局助言620526A0146,直営,"62.07.01,62.10.09",,,
北海道,"芦別市,",観光開発(星の降る里ワールド),平板,500,0.3KM2,北海道芦別市助言621111A0642,シン航空写真(株),"62.10.10,62.12.20",,,
北海道,"札幌市,",土地区画整理,平板,1000,0.2KM2,北海道札幌市助言620702A0268,(株)竹川測量,"62.06.12,62.08.20",,,
北海道,"上川町,",農地開発(旭ケ丘地区),平板,1000,1.9KM2,北海道上川支庁助言620706A0279,(株)富士測量,"62.06.19,63.03.15",,,
北海道,"名寄市,",土地改良,平板,1000,0.4KM2,北海道上川支庁助言620706A0278,(株)富士測量,"62.06.19,63.03.15",,,
北海道,"剣淵町,",ほ場整備(藤本地区),平板,1000,5.6KM2,北海道上川支庁助言620706A0277,"(有)小田島測量設計,(株)やまざき測量設計事務所","62.06.19,63.03.19",620644,,
北海道,"更別村,",開拓財産(更別、勢雄地区),"平板,基準点,基準点","2500,,3級,,4級","0.5KM2,2point,4point",北海道十勝支庁助言620911A0462,山下コンサルタント(株),"62.09.10,62.10.20",,,
北海道,"生田原町,佐呂間町,",道路計画,"撮影,写測図化","12500,,2500","23.2KM2,4.4KM2",網走開発建設部助言620617A0205,国際航業(株),"62.05.23,62.08.20",620455,,
北海道,"瀬棚町,",道路計画,"撮影,写測図化","8000,,1000","23.7KM2,0.3KM2",網走開発建設部助言620713A0328,国際航業(株),"62.07.01,62.10.05",620699,,
北海道,"芦別市,上川町,美瑛町,","道路計画,三国・美瑛・丸子道路","撮影,写測図化,撮影,写測図化,撮影,写測図化","8000,,1000,,12500,,2500,,15000,,2500","5.5KM2,0.6KM2,29.8KM2,3.0KM2,42.8KM2,2.0KM2",旭川開発建設部助言620522A0131,(株)八州,"62.05.25,62.09.30",620236,,
北海道,"標津町,中標津町,鶴居村,","道路計画,薫別、上幌呂、中標津","撮影,写測図化","8000,,1000","12.3KM2,2.5KM2",釧路開発建設部助言620601A0158,(株)八州,"62.06.10,62.09.25",620313,,
北海道,"由仁町,",道路計画(国道234号),"撮影,写測図化","15000,,2500","19.0KM2,7.9KM2",札幌開発建設部助言620601A0161,(株)八州,"62.06.06,62.09.25",620314,,
北海道,"夕張市,由仁町,厚真町,",道路計画,"撮影,写測図化","8000,,1000","13.6KM2,1.9KM2",札幌開発建設部助言6206●A0249,(株)八州,"62.06.27,62.09.16",620500,,
北海道,"上ノ国町,知内町,",道路計画,"撮影,写測図化","8000,,1000","19.1KM2,1.2KM2",函館開発建設部助言620713A0331,(株)八州,"62.07.01,62.10.20",620693,,
北海道,"東藻琴村,美幌町,留辺蘂町,置戸町,",道路計画,"撮影,写測図化,撮影","8000,,1000,,12500","12.3KM2,3.0KM2,9.9KM2",網走開発建設部助言620713A0323,(株)八州,"62.06.22,62.09.21",620703,,
北海道,"本別町,浦幌町,",道路計画,"撮影,写測図化","8000,,1000","10.9KM2,1.0KM2",帯広開発建設部助言620713A0319,(株)八州,"62.07.03,62.09.16",620704,,
北海道,"今金町,",道路計画,"撮影,写測図化","12500,,2500","26.4KM2,5.7KM2",函館開発建設部助言620820A0410,(株)八州,"62.08.08,62.12.10",620973,,
北海道,"猿払村,",道路計画,"撮影,撮影,写測図化,写測図化","12500,,8000,,2500,,1000","29.7KM2,16.3KM2,4.7KM2,1.0KM2",稚内開発建設部助言620831A0449,(株)八州,"62.08.17,62.11.07",,,
北海道,"島牧村,",道路計画,撮影,12500,16.5KM2,小樽開発建設部助言620831A0453,(株)八州,"62.08.25,62.12.01",621097,,
北海道,"広尾町,",道路台帳,"撮影,撮影,写測図化,写測図化","8000,,4000,,1000,,500","399.6KM2,18.3KM2,23.8KM2,4.3KM2",北海道広尾町助言620911A0476,"(株)八州,北海航測(株)","62.08.01,64.03.20",621170,,
北海道,"江別市,当別町,長沼町,南幌町,",道路計画(国道275、337),"撮影,撮影,写測図化,写測図化","12500,,8000,,2500,,1000","26.4KM2,8.1KM2,9.5KM2,1.5KM2",札幌開発建設部助言620917A0501,(株)八州,"62.09.26,63.01.20",621195,,
北海道,"恵庭市,沼田町,",道路計画,"撮影,写測図化","8000,,1000","32.6KM2,7.2KM2",札幌開発建設部助言621022A0584,(株)八州,"62.10.17,64.12.10",621513,,
北海道,"夕張市,",道路計画,"撮影,撮影,写測図化","8000,,12500,,2500","13.6KM2,254.1KM2,2.7KM2",北海道夕張市助言621022A0606,(株)八州,"62.10.24,63.01.15",621529,,
北海道,"岩見沢市,",都市計画,"撮影,写測修正","12500,,2500","114.2KM2,73.3KM2",北海道岩見沢市助言620605A0181,(株)パスコ,"62.06.01,62.10.15",620352,,
北海道,"苫前町,羽幌町,遠別町,幌延町,",道路計画,"撮影,写測図化,写測図化","12500,,2500,,1000","26.4KM2,1.2KM2,1.2KM2",留萌開発建設部助言620617A0206,(株)パスコ,"62.05.30,62.11.05",,,
北海道,"斜里町,雄武町,",道路計画,"撮影,撮影,写測図化","12500,,8000,,1000","138.6KM2,17.7KM2,0.7KM2",網走開発建設部助言620617A0204,(株)パスコ,"62.05.23,62.09.09",620454,,
北海道,"稚内市,",道路計画,"撮影,写測図化,写測図化","12500,,2500,,1000","33.0KM2,6.0KM2,1.0KM2",稚内開発建設部助言620706A0275,(株)パスコ,"62.06.20,62.10.27",620645,,
北海道,"大成町,北檜山町,",道路計画,"撮影,写測図化","8000,,1000","13.6KM2,0.5KM2",函館開発建設部助言620820A0411,(株)パスコ,"62.08.08,62.12.10",620974,,
北海道,"富良野市,南富良野町,",森林計画,撮影,25000,423.0KM2,東京大学農学部付属演習林北海道演習林助言620820A0438,(株)パスコ,"62.08.17,62.11.30",620981,,
北海道,"留寿都村,洞爺村,",道路計画,"撮影,写測図化","12500,,2500","9.9KM2,2.7KM2",小樽開発建設部助言620831A0452,(株)パスコ,"62.08.25,62.12.01",621098,,
北海道,"日高町,",道路計画,"撮影,写測図化","8000,,1000","2.7KM2,0.5KM2",室蘭開発建設部助言621005A0543,(株)パスコ,"62.09.17,63.01.20",,,
北海道,"厚真町,",道路計画,撮影,12500,29.7KM2,室蘭開発建設部助言621022A0587,(株)パスコ,"62.09.30,62.12.10",621516,,
北海道,"釧路市,",都市計画,"撮影,写測図化","30000,,10000","219.0KM2,120.0KM2",北海道釧路市助言620805A0402,アジア航測(株),"62.07.21,63.03.20",620930,,
北海道,"美幌町,",農作物作付調査,"撮影,写測図化,赤外撮影","25000,,5000,,10000","565.0KM2,100.0KM2,565.0KM2",札幌国税局助言620820A0417,アジア航測(株),"62.07.27,62.09.30",620975,,
北海道,"風連町,",道路台帳,"撮影,写測図化","8000,,1000","313.0KM2,18.0KM2",北海道風連町助言620820A0434,アジア航測(株),"62.07.20,63.03.25",620979,,
北海道,"旭川市,芦別市,",道路計画,"撮影,写測図化","12500,,2500","26.4KM2,8.9KM2",札幌開発建設部助言620820A0439,中央コンサルタント(株),"62.08.29,62.12.15",620978,,
北海道,"今金町,",道路計画,"撮影,写測図化","12500,,2500","36.3KM2,10.8KM2",函館開発建設部助言620713A0329,シン航空写真(株),"62.07.01,62.10.20",620691,,
北海道,"栗山町,",道路計画,"撮影,写測図化","12500,,2500","36.8KM2,17.8KM2",札幌土木現業所助言621022A0588,シン航空写真(株),"62.10.05,62.11.30",621515,,
北海道,"雄武町,興部町,紋別市,滝上町,西興部村,上ノ国町,知内町,松前町,福島町,",森林計画,撮影,20000,3318.0KM2,北海道林務部助言620522A0141,"北海航測(株),北海道航空(株)","62.06.01,62.10.31",620234,,
北海道,"浦河町,",都市計画,"撮影,写測図化,編集,編集","12500,,2500,,5000,,10000","89.0KM2,6.0KM2,6.0KM2,6.0KM2",北海道浦河町助言620623A0231,北海航測(株),"62.05.01,62.07.29",620498,,
北海道,"生田原町,佐呂間町,遠軽町,丸瀬布町,",農地開発,"撮影,撮影,写測図化","10000,,25000,,5000","20.8KM2,293.2KM2,17.0KM2",網走開発建設部助言620617A0211,三和航測(株),"62.06.05,62.09.26",620445,,
北海道,"女満別町,美幌町,",道路計画,"撮影,写測図化","12500,,2500","29.8KM2,6.3KM2",網走開発建設部助言620617A0212,三和航測(株),"62.05.23,62.08.20",620446,,
北海道,"旭川市,",空港計画,"撮影,写測図化","12500,,2500","37.0KM2,20.0KM2",北海道旭川市助言630128A0696,セントラル航業(株),"62.11.09,63.03.30",622109,,
北海道,"上砂川町,",総合計画,"撮影,写測図化","8000,,1000","20.3KM2,3.8KM2",北海道上砂川町助言621028A0616,三砂測量設計(株),"62.09.18,62.12.20",621622,,
北海道,"愛別町,上川町,当麻町,",森林計画,撮影,16000,560.0KM2,北海道林務部助言620521A0113,北海道航空(株),"62.05.14,62.11.30",620231,,
北海道,"芽室町,",道路台帳,"撮影,写測図化","8000,,1000","411.8KM2,51.0KM2",北海道芽室町助言620414A0671,ユニオンデーターシステム(株),"62.04.25,63.05.23",620022,,
北海道,"恵庭市,",道路計画,"撮影,写測図化","8000,,1000","9.6KM2,3.1KM2",札幌土木現業所助言621022A0558,ユニオンデーターシステム(株),"62.09.21,62.11.20",621509,,
北海道,"池田町,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","5.2KM2,249.0KM2,2.2KM2,25.8KM2",北海道池田町助言620511A0051,"朝日航洋(株),(株)中央測研","62.05.15,63.03.25",620154,,
北海道,"浦幌町,",農地開発,"撮影,写測図化","6000,,1000","92.0KM2,0.1KM2",帯広開発建設部助言620520A0101,朝日航洋(株),"62.06.13,62.08.30",620221,,
北海道,"大野町,八雲町,",農地開発,"撮影,写測図化,撮影","6000,,1000,,10000","105.4KM2,0.2KM2,42.3KM2",函館開発建設部助言620713A0296,朝日航洋(株),"62.06.20,62.10.07",620707,,
北海道,"上富良野町,南富良野町,",土地改良,"撮影,写測図化","8000,,1000","13.6KM2,1.4KM2",旭川開発建設部助言620728A0375,朝日航洋(株),"62.06.20,62.08.07",620867,,
北海道,"別海町,",下水道計画,"撮影,写測図化","12500,,2500","52.2KM2,6.3KM2",北海道別海町助言620728A0370,朝日航洋(株),"62.07.01,62.08.31",620868,,
北海道,"美唄市,岩見沢市,北村,栗沢町,南幌町,",農地開発,"撮影,写測図化","20000,,5000","510.5KM2,61.0KM2",札幌開発建設部助言621005A0532,朝日航洋(株),"62.09.05,62.11.25",621381,,
北海道,"厚沢部町,",土地改良,"撮影,写測図化","20000,,5000","106.6KM2,52.2KM2",函館開発建設部助言621022A0574,朝日航洋(株),"62.10.05,62.11.30",621514,,
北海道,"札幌市,広島町,長沼町,",河川計画(伏籠川外7河川),"撮影,写測図化","12500,,2500","118.8KM2,28.9KM2",石狩川開発建設部助言620713A0300,日測技研(株),"62.07.06,62.12.10",620705,,
北海道,"函館市,上磯町,大野町,",都市計画,"カラー撮影,写測修正","12500,,2500","230.0KM2,142.0KM2",北海道函館市助言620911A0471,(株)パスコ,"62.08.10,64.03.20",621169,,
北海道,"美幌町,",農業構造改善事業,カラー撮影,10000,335.6KM2,北海道美幌町助言620831A0450,アジア航測(株),"62.08.24,62.09.30",621099,,
北海道,"虻田町,豊浦町,黒松内町,長万部町,",道路計画,写測図化,1000,12.8KM2,日本道路公団札幌建設局室蘭工事事務所助言620723A0355,国際航業(株),"62.07.06,62.10.22",,,
北海道,"中富良野町,",市街図作成,写測図化,5000,8.5KM2,北海道中富良野町助言621116A0632,国際航業(株),"62.10.29,62.12.15",621737,,
北海道,"豊浦町,",道路計画,写測図化,1000,6.5KM2,日本道路公団札幌建設局室蘭工事事務所助言620929A0498,(株)オオバ,"62.08.08,62.11.05",621287,,
北海道,"恵庭市,千歳市,追分町,由仁町,夕張市,",道路計画,写測図化,1000,22.1KM2,日本道路公団札幌建設局千歳調査事務所助言620605A0177,"(株)八州,アジア航測(株)","62.06.20,62.10.30",620349,,
北海道,"幌延町,",都市計画,"写測図化,写測図化","1000,,2500","3.6KM2,3.6KM2",北海道幌延町助言620605A0167,(株)八州,"62.05.30,62.07.15",620351,,
北海道,"厚真町,",道路計画,写測図化,2500,11.9KM2,室蘭開発建設部助言630129A0698,(株)八州,"63.01.13,63.03.25",622143,,
北海道,"阿寒町,",道路計画(上布伏内道路),写測図化,1000,1.9KM2,釧路開発建設部助言620601A0159,(株)パスコ,"62.05.29,62.08.29",,,
北海道,"音威子府村,",道路計画,写測図化,1000,1.3KM2,旭川開発建設部助言620623A0219,(株)パスコ,"62.06.06,62.08.07",,,
北海道,"熊石町,八雲町,",道路計画,写測図化,2500,17.0KM2,函館開発建設部助言620713A0330,(株)パスコ,"62.07.01,62.10.20",620692,,
北海道,"虻田町,豊浦町,",道路計画,写測図化,1000,5.2KM2,日本道路公団札幌建設局室蘭工事事務所助言620929A0497,(株)パスコ,"62.08.05,62.11.02",621286,,
北海道,"大野町,",都市計画,写測図化,2500,44.3KM2,北海道大野町助言621007A0548,(株)パスコ,"62.09.10,63.03.15",621416,,
北海道,"厚真町,",道路計画,写測図化,1000,0.4KM2,室蘭開発建設部助言621202A0655,(株)パスコ,"62.11.05,63.02.10",,,
北海道,"鷹栖町,",地域開発計画,写測図化,1000,13.9KM2,北海道鷹栖町助言621202A0658,(株)パスコ,"62.11.16,64.03.31",621842,,
北海道,"上磯町,",都市計画,写測図化,2500,16.5KM2,北海道上磯町助言630108A0692,(株)パスコ,"62.11.06,63.03.20",622021,,
北海道,"釧路市,",都市計画,写測図化,2500,116.0KM2,北海道釧路市助言620805A0403,アジア航測(株),"62.07.21,63.03.20",620928,,
北海道,"紋別市,滝上町,",水力発電計画,写測図化,5000,59.2KM2,新エネルギー財団助言620827K0421,アジア航測(株),"62.08.03,62.10.15",621057*,,
北海道,"上士幌町,足寄町,",道路計画,"写測図化,写測図化","1000,,2500","1.2KM2,0.6KM2",帯広開発建設部助言620831A0455,シン航空写真(株),"62.08.25,62.10.14",,,
北海道,"大成町,北檜山町,",道路計画,写測図化,1000,1.0KM2,函館開発建設部助言621005A0520,シン航空写真(株),"62.09.18,62.12.10",,,
北海道,"中札内村,",道路台帳,写測図化,1000,17.5KM2,北海道中札内村助言620518A0080,北海航測(株),"62.04.23,63.01.31",620176,,
北海道,"歌登町,",土地改良,"写測図化,写測修正","5000,,5000","12.7KM2,5.2KM2",稚内開発建設部助言620713A0298,北海航測(株),"62.06.30,62.08.28",,,
北海道,"深川市,沼田町,秩父別町,妹背牛町,北竜町,雨竜町,",土地改良,写測図化,5000,250.0KM2,札幌開発建設部助言621022A0592,北海航測(株),"62.10.15,62.11.30",621525,,
北海道,"芦別市,","都市計画,森林計画","写測図化,写測図化,編集,編集","2500,,5000,,2500,,5000","21.6KM2,21.6KM2,2.2KM2,2.2KM2",北海道芦別市助言621202A0657,北海航測(株),"62.11.30,62.12.20",621841,,
北海道,"留萌市,",河川計画,写測図化,2500,14.8KM2,留萌開発建設部助言620626A0261,三和航測(株),"62.06.26,62.12.20",620523,,
北海道,"比布町,愛別町,",河川計画(石狩川),写測図化,2500,25.6KM2,旭川開発建設部助言620713A0301,三和航測(株),"62.07.18,62.11.30",620706,,
北海道,"紋別市,",河川計画,写測図化,2500,8.1KM2,網走開発建設部助言620831A0454,三和航測(株),"62.08.08,63.01.14",621096,,
北海道,"白滝村,",ダム計画,写測図化,2000,0.3KM2,網走開発建設部助言621005A0531,三和航測(株),"62.09.01,62.10.16",,,
北海道,"音更町,",道路計画,写測図化,1000,0.7KM2,帯広開発建設部助言621207A0666,三和航測(株),"62.11.14,63.01.22",,,
北海道,"幕別町,音更町,池田町,豊頃町,芽室町,清水町,新得町,",河川改修計画,写測図化,2500,153.1KM2,帯広開発建設部助言621022A0595,北海道測量事業協同組合,"62.10.19,63.03.28",621526,,
北海道,"門別町,",土地改良,写測図化,1000,0.9KM2,室蘭開発建設部助言620728A0373,クリエイト設計(株),"62.08.01,62.10.31",,,
北海道,"門別町,",上下水道,"写測図化,写測図化","500,,1000","5.2KM2,1.1KM2",北海道門別町助言620605A0197,ユニオンデーターシステム(株),"62.06.15,63.03.30",620350,,
北海道,"遠軽町,",道路台帳,写測図化,1000,0.5KM2,北海道遠軽町助言630106A0687,ユニオンデーターシステム(株),"62.12.14,63.05.31",,,
北海道,"猿払村,",土地改良,写測図化,5000,9.5KM2,稚内開発建設部助言620706A0274,朝日航洋(株),"62.06.25,62.09.10",620660,,
北海道,"浜中町,",農地開発,写測図化,5000,7.5KM2,釧路開発建設部助言620723A0350,朝日航洋(株),"62.07.16,62.09.30",620781,,
