都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,付図番号,,2018.01.09修正
山口県,"防府市,",道路台帳,"撮影,写測修正","4000,,500","136.0KM2,0.6KM2",山口県防府市助言621119G0211,(株)パスコ,"62.11.10,63.03.20",621810,,
山口県,"阿東町,",ほ場整備,"撮影,写測図化","8000,,1000","5.7KM2,0.4KM2",山口県阿東町助言6207●G0095,日本航業(株),"62.07.10,62.08.29",620771,,
山口県,"豊北町,",ほ場整備,"撮影,写測図化","8000,,1000","3.8KM2,0.2KM2",山口県豊北町助言630126G0260,セントラル航業(株),"63.01.20,63.03.30",622154,,
山口県,"豊北町,",漁港管理,撮影,8000,22.8KM2,山口県豊北町助言630309G0292,セントラル航業(株),"63.03.01,63.03.31",622347,,
山口県,"錦町,鹿野町,徳地町,阿東町,",森林計画,撮影,16000,643.0KM2,島根県助言620507G0019,(社)日本林業技術協会,"62.05.19,62.09.21",620134*,,
山口県,"山陽町,",都市計画,"撮影,写測修正","12500,,2500","40.5KM2,6.0KM2",山口県山陽町助言621208G0225,日本国土地図出版,"62.10.09,63.01.30",621986,,
山口県,"山口市,旭村,",文化財調査,"撮影,写測図化","4000,,500","3.4KM2,0.3KM2",山口県旭村助言621001G0170,朝日航洋(株),"62.08.01,63.02.20",621325,,
山口県,"山口市,",下水道計画,"撮影,写測図化,写測修正","4000,,500,,500","6.0KM2,0.4KM2,1.9KM2",山口県山口市助言621026G0189,朝日航洋(株),"62.07.20,63.01.30",621580,,
山口県,"山口市,小郡町,",都市計画,"撮影,写測図化,写測修正,写測修正","12500,,2500,,2500,,10000","45.0KM2,8.7KM2,2.9KM2,11.6KM2",山口県山口市助言621201G0220,朝日航洋(株),"62.10.14,63.03.16",621817,,
山口県,"平生町,",都市計画,撮影,12500,36.2KM2,山口県平生町助言621202G0222,朝日航洋(株),"62.10.20,62.12.20",621983,,
山口県,"美祢市,",都市計画,"撮影,撮影","12500,,30000","36.0KM2,224.9KM2",山口県美禰市助言621216G0234,朝日航洋(株),"62.11.18,62.12.25",621995,,地名修正
山口県,"防府市,",河川計画,"カラー撮影,写測図化","12500,,2500","71.1KM2,21.9KM2",山口工事事務所助言620824G0135,国際航業(株),"62.09.20,63.03.20",621076,,
山口県,"柳井市,",道路計画,写測図化,1000,0.3KM2,山口県柳井市助言620527G0035,国際航業(株),"62.06.01,62.07.15",,,
山口県,"下関市,",都市計画,"写測図化,写測修正,編集,編集","2500,,10000,,10000,,25000","59.6KM2,50.6KM2,171.0KM2,221.6KM2",山口県下関市助言620615G0048,(株)パスコ,"62.06.09,62.12.08",620476,,
山口県,"徳山市,",道路台帳,"写測図化,写測図化","500,,1000","0.4KM2,8.9KM2",山口県徳山市助言620714G0082,(株)パスコ,"62.06.29,63.03.25",620758,,
山口県,"下関市,",下水道計画,写測図化,500,2.0KM2,山口県下関市助言620820G0119,(株)パスコ,"62.07.30,62.11.20",,,
山口県,"防府市,",下水道台帳,写測図化,500,0.4KM2,山口県防府市助言621109G0203,(株)パスコ,"62.10.01,63.02.29",,,
山口県,"下関市,",下水道計画,写測図化,500,0.4KM2,山口県下関市助言630311G0295,(株)パスコ,"63.02.29,63.03.30",,,
山口県,"東和町,",都市計画,写測図化,1000,2.0KM2,山口県大島土木事務所助言630112G0252,アジア航測(株),"63.01.08,63.03.20",,,
山口県,"阿武町,",道路計画,写測図化,1000,0.9KM2,山口県萩土木事務所助言630304G0288,アジア航測(株),"63.02.01,63.03.28",,,
山口県,"田布施町,",河川計画,写測図化,1000,1.3KM2,山口県柳井土木事務所助言630330G0303,アジア航測(株),"63.01.27,63.03.31",,,
山口県,"萩市,阿武町,福栄村,",河川台帳,写測図化,2500,2.8KM2,山口県萩土木事務所助言630212G0272,(株)広島航測コンサルタント,"62.11.25,63.02.29",,,
山口県,"阿武町,",道路計画,写測図化,1000,0.4KM2,山口工事事務所助言620622G0055,朝日航洋(株),"62.06.18,62.07.31",,,
山口県,"新南陽市,",下水道計画,写測図化,500,0.8KM2,山口県新南陽市助言620706G0077,朝日航洋(株),"62.07.01,62.09.30",,,
山口県,"山口県,",郵便地図調製,編集,25000,388.3KM2,中国郵政局助言620508G0020,直営,"62.05.26,63.03.20",,,
山口県,"山口県,",郵便地図調製,"編集,編集,編集","5000,,10000,,25000","29.5KM2,436.1KM2,781.8KM2",中国郵政局助言620727G0106,直営,"62.08.17,63.07.20",,,
香川県,"坂出市,",道路計画,"撮影,撮影,カラー撮影","5000,,10000,,20000","6.9KM2,107.6KM2,1306.4KM2",岡山国道工事事務所助言630330G0301,(株)パスコ,"63.02.20,63.03.31",622389*,,
徳島県,"東祖谷山村,",森林計画,撮影,16000,1067.0KM2,高知県助言620430H0004,国際航業(株),"62.04.20,62.07.31",620100*,,
徳島県,"西祖谷山村,",地すべり対策,"撮影,写測修正","8000,,1000","16.5KM2,4.6KM2",吉野川砂防工事事務所助言630202H0072,国際航業(株),"63.01.30,63.03.30",622123,,
徳島県,"海南町,海部町,宍喰町,日和佐町,牟岐町,",森林計画,撮影,16000,385.0KM2,徳島県助言620420H0003,日本航業(株),"62.04.24,62.07.31",620047,,
徳島県,"東祖谷山村,西祖谷山村,",自然公園整備計画(植生調査),"カラー撮影,写測図化","12500,,2500","48.7KM2,3.0KM2",徳島県助言620619H0020,国際航業(株),"62.06.13,62.10.20",620465,,
徳島県,"池田町,三好町,井川町,三野町,三加茂町,美馬町,半田町,貞光町,脇町,穴吹町,山川町,阿波町,市場町,川島町,鴨島町,吉野町,上板町,石井町,板野町,徳島市,",河川管理,"カラー撮影,カラー撮影","12500,,8000","299.4KM2,11.0KM2",徳島工事事務所助言620925H0052,国際航業(株),"62.09.15,62.12.20",621266,,
徳島県,"佐那河内村,木頭村,山城町,",地すべり対策,"写測図化,撮影","2000,,12500","3.3KM2,9.4KM2",徳島県助言620619H0019,(株)パスコ,"62.06.07,62.07.15",620464,,
徳島県,"阿南市,",河川計画,"写測図化,写測修正,編集","2500,,2500,,10000","1.3KM2,13.9KM2,21.7KM2",徳島工事事務所助言620626H0023,アジア航測(株),"62.06.25,62.09.30",620525,,
徳島県,"勝浦町,",土地改良,写測図化,1000,3.3KM2,徳島農林事務所助言621113H0061,アジア航測(株),"62.10.25,62.12.22",621698,,
徳島県,"井川町,三加茂町,",農地開発,"写測図化,写測修正","5000,,5000","1.0KM2,0.6KM2",徳島県助言620603H0013,(株)チェリーコンサルタント,"62.06.10,62.07.15",,,
徳島県,"徳島市,石井町,藍住町,板野町,上板町,吉野町,市場町,阿波町,鴨島町,川島町,山川町,",河川計画,写測修正,2500,47.4KM2,徳島工事事務所助言630209H0074,国際航業(株),"63.02.05,63.03.30",622170,,
徳島県,"徳島市,鳴門市,松茂町,北島町,藍住町,板野町,上板町,",河川計画,写測修正,2500,32.7KM2,徳島工事事務所助言630209H0073,アジア航測(株),"63.02.05,63.03.25",622169,,
徳島県,"徳島市,小松島市,石井町,鴨島町,川島町,山川町,美郷村,",森林計画,写測修正,5000,245.3KM2,徳島県助言621120H0063,写測エンジニアリング(株),"62.12.01,63.03.31",621753,,
徳島県,"阿南市,羽ノ浦町,由岐町,日和佐町,牟岐町,",森林計画,写測修正,5000,430.7KM2,徳島県助言621120H0064,朝日航洋(株),"62.12.01,63.03.31",621754,,
徳島県,"阿南市,",都市計画,写測修正,2500,73.0KM2,徳島県阿南市助言630315H0080,(株)航空撮影センター,"63.02.17,63.09.30",622352,,
徳島県,"木頭村,",郵便地図調製,"編集,編集,編集","5000,,10000,,25000","30.0KM2,228.5KM2,440.0KM2",四国郵政局助言620623H0022,直営,"62.07.06,62.09.14",,,
徳島県,"阿波町,三野町,池田町,三加茂町,",郵便地図調製,"編集,編集","5000,,10000","10.0KM2,413.1KM2",四国郵政局助言620911H0047,直営,"62.09.28,62.11.20",,,
香川県,"香川町,香南町,綾上町,綾南町,",空港計画,基準点,2級,13point,第三港湾建設局高松港工事事務所助言620728H0032,復建調査設計(株),"62.08.01,62.08.31",,,
香川県,"三木町,志度町,津田町,",道路計画,"基準点,水準","2級,,3級","28point,23.0km",香川工事事務所助言630120H0070,復建調査設計(株),"62.12.22,63.03.30",,,
香川県,"高松市,",港湾計画,基準点,2級,7point,第三港湾建設局高松港工事事務所助言630309H0079,復建調査設計(株),"63.03.07,63.03.31",,,
香川県,"高松市,",土地区画整理,"基準点,基準点,水準,その他","2級,,3級,,3級,,500","5point,13point,3point,0.1KM2",香川県高松市助言630111H0068,(株)南海コンサルタント,"63.01.11,63.03.31",,,
香川県,"高松市,",土地区画整理,"基準点,基準点,水準,平板","2級,,3級,,3級,,500","5point,27point,11.5km,0.9KM2",香川県高松市助言630111H0069,(株)南海コンサルタント,"63.01.20,63.03.31",,,
香川県,"庵治町,",森林計画,基準点,3級,6point,高知営林局助言620401H0001,直営,"62.04.20,62.08.30",,,
香川県,"三木町,",農地基盤整備,撮影,8000,42.0KM2,香川県三木町助言630309H0078,国際航業(株),"63.02.29,63.03.30",622314,,
香川県,"坂出市,",鉄道立体交差計画,"撮影,写測図化","4000,,500","3.7KM2,0.3KM2",香川県坂出土木事務所助言621130H0065,(株)パスコ,"62.11.24,63.01.05",621790,,
香川県,"高松市,",下水道計画,"カラー撮影,写測図化","4000,,500","2.4KM2,1.5KM2",香川県高松市助言620821H0035,朝日航洋(株),"62.08.12,62.12.10",,,
香川県,"満濃町,",公園計画,写測図化,1000,3.6KM2,国営讃岐まんのう公園工事事務所助言620609H0014,国際航業(株),"62.06.01,62.08.31",620414,,
香川県,"琴平町,",道路計画,写測図化,1000,0.5KM2,香川工事事務所助言620711H0030,国際航業(株),"62.06.30,62.09.30",,,
香川県,"大内町,",郵便地図調製,"編集,編集,編集","5000,,10000,,25000","30.0KM2,228.5KM2,440.0KM2",四国郵政局助言620623H0022,直営,"62.07.06,62.09.14",,,
香川県,"観音寺市,",郵便地図調製,"編集,編集","5000,,10000","10.0KM2,413.1KM2",四国郵政局助言620911H0047,直営,"62.09.28,62.11.20",,,
愛媛県,"今治市,",道路計画,基準点,2級,8point,松山工事事務所助言620701H0024,(株)エイトコンサルタント,"62.07.06,62.09.30",,,
愛媛県,"松山市,北条市,",道路計画,基準点,2級,11point,松山工事事務所助言620508H0009,(株)芙蓉調査設計事務所,"62.05.30,62.09.30",,,
愛媛県,"新居浜市,",道路計画,基準点,2級,7point,松山工事事務所助言620703H0026,(株)芙蓉調査設計事務所,"62.07.01,62.10.31",,,
愛媛県,"砥部町,",道路計画,基準点,3級,2point,松山工事事務所助言620701H0025,(株)荒谷建設コンサルタント,"62.07.10,62.08.10",,,
愛媛県,"伊予三島市,",道路計画,基準点,3級,15point,富郷ダム工事事務所助言620615H0016,"(株)芙蓉調査設計事務所,復建調査設計(株)","62.06.15,62.11.30",,,
愛媛県,"今治市,吉海町,",橋梁計画,平板,500,0.5KM2,本州四国連絡橋公団第三建設局今治工事事務所助言620903H0042,アジア航測(株),"62.08.20,62.11.16",,,
愛媛県,"重信町,",土地区画整理,平板,500,0.3KM2,愛媛県重信町助言620711H0028,(株)南海コンサルタント,"62.06.25,63.03.31",,,
愛媛県,"柳谷村,",道路改良,"撮影,写測図化,写測図化","12500,,2500,,1000","39.7KM2,2.2KM2,0.4KM2",中村工事事務所助言621019H0056,国際航業(株),"62.10.14,63.01.30",621442*,,
愛媛県,"松山市,",都市計画,"撮影,写測修正","4000,,500","41.4KM2,26.5KM2",愛媛県松山市助言620908H0044,"(株)パスコ,国際航業(株)","62.09.09,63.01.31",621125,,
愛媛県,"今治市,吉海町,宮窪町,",道路計画,"撮影,写測修正","20000,,5000","72.4KM2,24.1KM2",本州四国連絡橋公団第三建設局今治工事事務所助言630209H0075,アジア航測(株),"63.01.14,63.02.29",622171,,
愛媛県,"松山市,伊予市,重信町,川内町,砥部町,久万町,広田村,中山町,双海町,小田町,内子町,河辺村,野村町,美川村,柳谷村,面河村,",森林計画,撮影,16000,1044.0KM2,愛媛県助言620603H0011,(株)協同測量社,"62.05.22,62.06.30",620328,,
愛媛県,"重信町,",ほ場整備,"撮影,写測図化","8000,,1000","13.9KM2,0.2KM2",愛媛県松山地方局助言621113H0062,三和航測(株),"62.11.20,63.01.20",621699,,
愛媛県,"肱川町,河辺村,",河川開発,"写測図化,写測図化","1000,,2500","7.0KM2,24.0KM2",大洲工事事務所助言621110H0060,国際航業(株),"62.11.05,63.03.30",621673,,
愛媛県,"砥部町,",道路計画,"写測図化,写測図化","1000,,2500","1.1KM2,1.1KM2",松山工事事務所助言620810H0034,(株)パスコ,"62.08.11,62.08.20",,,
愛媛県,"松山市,",道路計画,写測図化,1000,0.2KM2,松山工事事務所助言630201H0071,(株)パスコ,"63.02.05,63.03.15",,,
愛媛県,"瀬戸町,",かんがい排水事業計画平面図作成,写測図化,1000,2.2KM2,愛媛県八幡浜地方局助言620827H0038,三和航測(株),"62.07.21,62.09.28",,,
愛媛県,"北条市,",都市計画,"写測修正,写測修正","2500,,10000","36.0KM2,66.3KM2",愛媛県北条市助言620728H0033,国際航業(株),"62.07.09,62.11.05",620831,,
愛媛県,"丹原町,",都市計画,写測修正,2500,33.9KM2,愛媛県丹原町助言620925H0049,(株)パスコ,"62.09.15,63.03.20",621263,,
愛媛県,"吉田町,城川町,野村町,伊予三島市,",郵便地図調製,"編集,編集,編集","25000,,10000,,5000","183.0KM2,90.7KM2,8.0KM2",四国郵政局助言620508H0008,直営,"62.05.18,62.06.07",,,
愛媛県,"松山市,",郵便地図調製,"編集,編集,編集","5000,,10000,,25000","30.0KM2,228.5KM2,440.0KM2",四国郵政局助言620623H0022,直営,"62.07.06,62.09.14",,,
愛媛県,"砥部町,",郵便地図調製,"編集,編集","5000,,10000","10.0KM2,413.1KM2",四国郵政局助言620911H0047,直営,"62.09.28,62.11.20",,,
高知県,"高知市,",土地区画整理,"基準点,基準点,水準,平板","2級,,3級,,3級,,500","3point,16point,2point,0.6KM2",高知県高知市助言620608H0012,昭和測量工業(株),"62.06.15,62.09.15",,,
高知県,"中村市,",空港計画,"基準点,基準点,水準,水準","2級,,3級,,2級,,3級","9point,6point,4.2km,0.7km",高知県助言621208H0067,(株)総合建設コンサルタント,"62.12.01,62.12.31",,,
高知県,"春野町,",土地区画整理,"基準点,平板","2級,,500","4point,0.1KM2",高知県春野町助言630324H0082,都市開発コンサルタント(株),"63.04.01,63.12.25",,,
高知県,"夜須町,",道路計画,"基準点,路線","3級,,","4point,2.4km",土佐国道工事事務所助言620715H0031,(株)エイトコンサルタント,"62.07.08,62.12.15",,,
高知県,"須崎市,",道路計画,基準点,3級,7point,土佐国道工事事務所助言620821H0036,(株)五星測研,"62.08.20,62.10.14",,,
高知県,"高知市,伊野町,",取水に係る導水トンネル工事計画,"基準点,水準","3級,,3級","17point,14.6km",高知市水道局助言620528H0010,日本シールドエンジニアリング(株),"62.06.01,63.02.28",,,
高知県,"土佐清水市,",土地区画整理,平板,500,0.6KM2,高知県土佐清水市助言620522H0007,都市開発コンサルタント(株),"62.06.01,63.03.31",,,
高知県,"土佐清水市,",土地区画整理,平板,500,0.6KM2,高知県土佐清水市助言620522H0005,都市開発コンサルタント(株),"62.06.01,63.03.31",,,
高知県,"土佐清水市,",観光開発(リゾートゾーン計画),平板,1000,0.2KM2,高知県土佐清水市助言620522H0006,直営,"62.05.10,62.06.10",,,
高知県,"土佐町,大川村,吾北村,本山町,南国市,土佐山田町,大豊町,香北町,物部村,",森林計画,撮影,16000,1067.0KM2,高知県助言620430H0004,国際航業(株),"62.04.20,62.07.31",620100*,,
高知県,"檮原町,佐賀町,",道路改良,"撮影,写測図化,写測図化","12500,,2500,,1000","39.7KM2,2.2KM2,0.4KM2",中村工事事務所助言621019H0056,国際航業(株),"62.10.14,63.01.30",621442*,,
高知県,"土佐町,大川村,",植生調査,カラー撮影,20000,314.9KM2,高知県本山土木事務所助言621105H0059,三和航測(株),"62.10.13,63.02.05",621650,,
高知県,"大月町,大方町,三原村,",開拓計画,写測図化,1000,4.7KM2,中国四国農政局高知西南開拓建設事業所助言620827H0037,国際航業(株),"62.08.10,62.10.05",,,
高知県,"高知市,伊野町,春野町,",都市計画,"写測図化,写測修正","2500,,2500","1.1KM2,18.6KM2",高知県助言620911H0046,国際航業(株),"62.09.01,62.10.26",621134,,
高知県,"池川町,",道路計画,写測図化,2500,10.0KM2,高知工事事務所助言620925H0050,国際航業(株),"62.09.16,63.01.20",621264,,
高知県,"中村市,",河川計画,写測図化,1000,0.3KM2,中村工事事務所助言620929H0054,国際航業(株),"62.09.24,62.11.10",,,
高知県,"香我美町,夜須町,室戸市,",道路計画,写測図化,1000,0.5KM2,土佐国道工事事務所助言620929H0053,(株)パスコ,"62.09.12,62.12.10",,,
高知県,"越知町,",道路計画,写測図化,1000,0.6KM2,土佐国道工事事務所助言620711H0029,アジア航測(株),"62.07.02,62.11.30",,,
高知県,"伊野町,日高村,東津野村,佐賀町,",郵便地図調製,"編集,編集,編集","5000,,10000,,25000","30.0KM2,228.5KM2,440.0KM2",四国郵政局助言620623H0022,直営,"62.07.06,62.09.14",,,
高知県,"高知市,南国市,",郵便地図調製,"編集,編集","5000,,10000","10.0KM2,413.1KM2",四国郵政局助言620911H0047,直営,"62.09.28,62.11.20",,,
福岡県,"大野城市,",都市計画,基準点,1級,24point,福岡県大野城市助言620709I0026,国際航業(株),"62.07.10,62.10.24",,,
福岡県,"北九州市,",都市計画,"基準点,水準","2級,,3級","55point,35point",福岡県北九州市助言630113I0114,(株)パスコ,"63.01.25,63.03.25",,,
福岡県,"福岡市,",土地区画整理,基準点,2級,1point,福岡市泉土地区画整理組合助言630108I0107,第一復建(株),"63.01.10,63.02.10",,,
福岡県,"豊前市,",土地区画整理,"基準点,水準,平板","2級,,3級,,500","3point,4.0km,0.3KM2",福岡県豊前市助言621022I0063,(財)福岡土地区画整理協会,"62.10.23,63.01.10",,,
福岡県,"久留米市,",土地区画整理,"基準点,水準,平板","2級,,2級,,500","3point,10.0km,0.7KM2",福岡県久留米市助言621022I0064,(財)福岡土地区画整理協会,"62.10.19,63.02.28",,,
福岡県,"那珂川町,",土地区画整理,"基準点,平板","2級,,500","3point,0.1KM2",那珂川町中原土地区画整理組合助言621120I0080,(財)福岡土地区画整理協会,"62.11.21,62.12.25",,,
福岡県,"柳川市,大川市,瀬高町,大和町,三橋町,高田町,",地盤変動調査,水準,1級,83.0km,福岡県助言621224I0102,大和測量(株),"62.12.26,63.03.25",621959,,
福岡県,"大牟田市,久留米市,柳川市,大川市,大和町,三橋町,高田町,",地盤変動調査,水準,1級,125.0km,福岡県筑後農林事務所助言630205I0134,大和測量(株),"63.02.06,63.03.22",622163*,,
福岡県,"久留米市,筑後市,大川市,城島町,大木町,瀬高町,",地盤変動調査,"水準,水準","1級,,2級","82.0km,114.2km",筑後川工事事務所助言630125I0123,"大成測量設計(株),高崎測量設計(株)","63.01.27,63.03.19",622107*,,
福岡県,"前原町,",河川管理,平板,500,0.6KM2,福岡県前原町助言621203I0090,大成測量設計(株),"62.12.05,63.03.20",,,
福岡県,"前原町,",道路台帳,"平板,写測修正","500,,500","0.1KM2,0.4KM2",福岡県前原町助言630203I0132,大成測量設計(株),"63.02.05,63.03.25",,,
福岡県,"久留米市,",道路台帳,平板・修正,500,0.8KM2,福岡県久留米市助言621130I0085,大成測量設計(株),"62.11.30,63.03.03",,,
福岡県,"夜須町,",道路台帳,平板・修正,500,0.4KM2,福岡県夜須町助言630113I0113,大成測量設計(株),"63.01.14,63.03.22",,,
福岡県,"若宮町,",道路台帳,平板・修正,500,0.2KM2,福岡県若宮町助言630209I0135,大成測量設計(株),"63.02.10,63.03.31",,,
福岡県,"大牟田市,",都市計画,"撮影,写測修正","12500,,2500","128.0KM2,82.7KM2",福岡県大牟田市助言621120I0081,国際航業(株),"62.11.24,63.03.31",621756,,
福岡県,"香春町,勝山町,",道路計画,"撮影,写測図化","12500,,2500","23.1KM2,5.4KM2",北九州国道工事事務所助言621225I0104,国際航業(株),"62.12.28,63.03.30",621973,,
福岡県,"飯塚市,",都市計画,"撮影,写測修正","12500,,2500","91.7KM2,91.7KM2",福岡県飯塚市助言620522I0008,(株)パスコ,"62.05.25,62.10.31",620330,,
福岡県,"飯塚市,",文化財調査,"撮影,写測図化","4000,,1000","0.7KM2,0.2KM2",福岡県飯塚市助言620615I0012,(株)パスコ,"62.06.18,62.08.31",,,
福岡県,"北九州市,苅田町,",総合計画,"撮影,写測図化,編集","20000,,10000,,20000","204.8KM2,28.0KM2,136.0KM2",運輸省第四港湾建設局北九州港工事事務所助言630201I0125,(株)パスコ,"63.01.30,63.03.23",622125,,
福岡県,"椎田町,",都市計画,"撮影,写測図化,写測修正,編集,編集","12500,,2500,,2500,,10000,,25000","60.0KM2,13.7KM2,5.1KM2,18.8KM2,18.8KM2",福岡県椎田町助言630120I0119,アジア航測(株),"63.01.25,63.03.24",622100,,
福岡県,"玄海町,",総合計画,"撮影,写測修正","12500,,2500","34.7KM2,3.8KM2",福岡県玄海町助言630122I0122,セントラル航業(株),"63.01.25,63.03.30",622106,,
福岡県,"久留米市,",下水道台帳,"撮影,写測修正","8000,,1000","42.5KM2,18.2KM2",久留米市企業局水道部助言620624I0019,大成測量設計(株),"62.06.25,62.10.14",620473,,
福岡県,"福岡市,",都市計画,"撮影,写測修正,編集","4000,,500,,1000","4.1KM2,1.9KM2,1.9KM2",福岡県福岡市助言621029I0069,大成測量設計(株),"62.10.30,63.03.15",621611,,
福岡県,"久留米市,",都市計画,"撮影,写測修正","10000,,2500","123.9KM2,98.4KM2",福岡県久留米市助言621029I0070,大成測量設計(株),"62.10.30,63.03.25",621612,,
福岡県,"北九州市,中間市,",砂防計画,"撮影,写測図化","7000,,1000","3.4KM2,0.8KM2",福岡県北九州土木事務所助言621106I0072,大成測量設計(株),"62.11.07,62.12.20",621700,,
福岡県,"高田町,",道路台帳,"撮影,写測図化","8000,,1000","8.0KM2,0.3KM2",福岡県高田町助言621217I0099,大成測量設計(株),"62.12.18,63.03.31",621919,,
福岡県,"城島町,",道路台帳,"撮影,写測図化","4000,,500","1.6KM2,0.3KM2",福岡県城島町助言630120I0116,大成測量設計(株),"63.01.21,63.04.30",,,
福岡県,"黒木町,",道路台帳,"撮影,写測図化","8000,,1000","15.0KM2,0.4KM2",福岡県黒木町助言630203I0131,大成測量設計(株),"63.02.05,63.03.25",622160,,
福岡県,"甘木市,杷木町,朝倉町,三輪町,夜須町,小石原村,宝珠山村,",森林計画,撮影,16000,394.0KM2,福岡県助言620506I0003,(社)日本林業技術協会,"62.05.06,62.09.30",620196,,
福岡県,"穂波町,",都市計画,"撮影,写測図化,編集","12500,,2500,,10000","25.2KM2,13.1KM2,25.2KM2",福岡県穂波町助言620904I0047,西日本航業(株),"62.09.05,62.12.25",621110,,
福岡県,"浮羽町,",都市計画,"撮影,写測修正,編集","25000,,5000,,10000","90.1KM2,90.1KM2,90.1KM2",福岡県浮羽町助言6206●I0015,アジア建設コンサルタント(株),"62.07.01,62.09.10",620469,,
福岡県,"福岡市,春日市,大野城市,太宰府市,宇美町,篠栗町,志免町,新宮町,古賀町,久山町,粕屋町,",現況空中写真カラーモザイク,カラー撮影,15000,334.2KM2,海の中道海浜公園工事事務所助言620819I0038,国際航業(株),"62.08.21,62.09.10",621015,,地名修正
福岡県,"大野城市,",都市計画,"カラー撮影,写測修正,編集,編集,編集","12500,,2500,,5000,,10000,,25000","87.3KM2,26.9KM2,26.9KM2,26.9KM2,26.9KM2",福岡県大野城市助言621126I0083,国際航業(株),"62.11.26,63.12.26",621775,,
福岡県,"福岡市,前原町,二丈町,",道路計画,カラー撮影,8000,62.6KM2,福岡国道工事事務所助言630331I0148,(株)パスコ,"63.03.22,63.03.30",630003*,,
福岡県,"宗像市,",都市計画,"カラー撮影,写測修正,編集,編集,編集","12500,,2500,,5000,,10000,,25000","165.9KM2,76.7KM2,76.7KM2,76.7KM2,76.7KM2",福岡県宗像市助言620529I0009,アジア航測(株),"62.06.01,62.12.10",620331,,
福岡県,"福間町,",都市計画,"カラー撮影,写測修正,編集,編集,編集","12500,,2500,,5000,,10000,,30000","66.4KM2,29.5KM2,29.5KM2,29.5KM2,29.5KM2",福岡県福間町助言621118I0077,アジア航測(株),"62.11.20,63.03.25",621733,,
福岡県,"福岡市,",都市計画,"カラー撮影,写測修正","12500,,2500","550.0KM2,26.1KM2",福岡県福岡市助言621026I0066,東亜測量(株),"62.10.21,63.03.20",621557,,
福岡県,"前原町,",都市計画,カラー撮影,10000,104.5KM2,福岡県前原町助言620619I0016,大成測量設計(株),"62.06.22,62.07.31",620470,,
福岡県,"北九州市,",都市計画,"写測図化,写測修正,編集,編集,編集,編集","2500,,2500,,5000,,10000,,25000,,30000","23.5KM2,47.1KM2,70.6KM2,70.6KM2,70.6KM2,70.6KM2",福岡県北九州市助言620926I0054,(株)パスコ,"62.09.30,63.03.22",621274,,
福岡県,"直方市,",都市計画,"写測修正,編集,編集,編集","2500,,5000,,10000,,20000","61.6KM2,61.6KM2,61.6KM2,61.6KM2",福岡県直方市助言630122I0120,(株)パスコ,"63.01.25,63.06.06",622104,,
福岡県,"大和町,高田町,",道路計画,写測修正,1000,2.2KM2,福岡国道工事事務所助言620820I0044,東亜測量(株),"62.08.21,62.10.30",,,
福岡県,"小郡市,",ほ場整備,写測修正,1000,0.7KM2,福岡県小郡市助言620819I0041,大成測量設計(株),"62.08.21,62.09.11",,,
福岡県,"高田町,",道路計画,写測修正,1000,1.8KM2,福岡国道工事事務所助言620819I0042,大成測量設計(株),"62.08.21,62.10.31",,,
福岡県,"福岡県,",郵便地図調製,"編集,編集","10000,,25000","361.0KM2,2133.0KM2",九州郵政局助言620624I0020,直営,"62.06.25,63.03.27",*,,
佐賀県,"佐賀市,鹿島市,諸富町,川副町,東与賀町,久保田町,大和町,神埼町,千代田町,三日月町,牛津町,芦刈町,北方町,大町町,江北町,白石町,福富町,有明町,塩田町,",地盤変動調査,"水準,水準","1級,,2級","130.0KM2,130.0KM2",佐賀県助言630120I0117,国際航業(株),"63.01.21,63.03.31",622098,,
佐賀県,"諸富町,",地盤変動調査,水準,1級,125.0km,福岡県筑後農林事務所助言630205I0134,大和測量(株),"63.02.06,63.03.22",622163*,,
佐賀県,"佐賀市,神埼町,千代田町,三田川町,北茂安町,三根町,上峰村,",地盤変動調査,"水準,水準","1級,,2級","82.0km,114.2km",筑後川工事事務所助言630125I0123,"大成測量設計(株),高崎測量設計(株)","63.01.27,63.03.19",622107*,,
佐賀県,"牛津町,",地盤変動調査,水準,2級,4.8km,佐賀県牛津町助言630201I0127,アジア航測(株),"63.02.05,63.03.31",622127,,
佐賀県,"牛津町,芦刈町,北方町,大町町,江北町,白石町,福富町,",地盤変動調査,水準,2級,55.0km,武雄工事事務所助言630209I0136,東亜測量(株),"63.02.10,63.03.10",622194,,
佐賀県,"江北町,",道路台帳,平板・修正,1000,0.2KM2,佐賀県江北町助言630122I0121,大成測量設計(株),"63.01.25,63.03.10",,,
佐賀県,"武雄市,",都市計画,"撮影,写測修正","20000,,5000","207.0KM2,129.0KM2",佐賀県武雄市助言620622I0018,(株)パスコ,"62.06.28,62.10.30",620472,,
佐賀県,"唐津市,",下水道計画,"撮影,写測修正","12500,,2500","57.9KM2,10.7KM2",佐賀県唐津市助言620917I0051,(株)パスコ,"62.09.25,62.11.30",621200,,
佐賀県,"伊万里市,",土地改良,"撮影,写測図化","4000,,500","4.4KM2,0.2KM2",佐賀県伊万里市助言621215I0092,アジア建設コンサルタント(株),"62.12.15,63.01.20",621904,,
佐賀県,"塩田町,",都市計画,カラー撮影,12500,67.1KM2,佐賀県塩田町助言620723I0030,(株)パスコ,"62.07.30,62.09.08",620825,,
