都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,付図番号,,地域修正,05_地域修正,～の有無,2018.01.11地名修正
秋田県,,広域調査,写測,10000,210.0KM2,金属鉱業事業団,大同航測,"54.11.8,55.3.15",833,,測量地域修正,,,
秋田県,大森町,農業開発,"撮影,写測","25000,,5000","193.0KM2,14.3KM2",東北農政局雄物川水系農業水利調査事務所,アジア航測,"54.7.1,54.11.30",,,,郡削除,,
秋田県,角館町,ほ場整備,"写測,写測,写測","1000,,5000,,10000","3.0KM2,3.0KM2,3.0KM2",角館町,東北測量,"54.10.17,55.3.20",,写測修正,,郡削除,,
秋田県,大館市,道路計画,"撮影,撮影,写測,写測","4000,,8000,,500,,1000","2.7KM2,12.2KM2,0.2KM2,2.2KM2",東北地建能代工事事務所,国際航業,"54.11.10,55.3.15",,,,,,
秋田県,本荘市,森林調査,写図,5000,93.8KM2,秋田県,中庭測量,"54.11.1,55.2.10",859,,,,,
秋田県,角館町,森林調査,写図,5000,112.5KM2,秋田県,東北測量,"54.11.1,55.2.10",860,,,郡削除,,
秋田県,能代市,河川計画,写測,2500,10.7KM2,東北地建能代工事事務所,東洋航空事業,"54.11.8,55.3.15",,,,,,
秋田県,神岡町,管内図作成,"撮影,写測","20000,,5000","34.9KM2,34.9KM2",神岡町,パシフイック航業,"54.11.27,55.3.15",958,,,郡削除,,
秋田県,"秋田市,河辺町,雄和町",都市計画,写測,2500,179.5KM2,秋田県,"中庭測量,写測","54.10.5,55.3.25",959,,,郡削除,,
秋田県,雄和町,道路台帳,撮影,8000,137.0KM2,雄和町,パシフイック航業,"54.12.24,55.3.20",999,,,郡削除,,
秋田県,雄和町,河川計画,写測,2500,4.2KM2,東北地建秋田工事事務所,東北測量,"54.10.20,55.2.29",,,,郡削除,,
秋田県,天王町,道路台帳,"撮影,写測","8000,,1000","40.3KM2,7.8KM2",天王町,東日本航空,"55.3.10,58.3.9",1291,,,郡削除,,
山形県,山形市,道路計画,縦横断,,6.5km,日本道路公団仙台建設局,アジア航測,"54.6.4,54.10.31",,,,,,
山形県,長井市,森林計画,写図,5000,217.5KM2,山形県,東洋航空事業,"54.5.2,55.3.10",164,,,郡削除,,
山形県,大蔵村,道路台帳,"撮影,写測","8000,,1000","105.0KM2,5.8KM2",大蔵村,国際航業,"54.4.25,55.3.31",225,,,郡削除,,
山形県,戸沢村,道路台帳,"撮影,写測","8000,,1000","157.0KM2,4.0KM2",戸沢村,国際航業,"54.4.20,55.3.31",226,,,郡削除,,
山形県,尾花沢市,道路現況図,"撮影,写測","8000,,1000","280.0KM2,9.0KM2",尾花沢市,パシフイック航業,"54.6.20,55.12.20",239,,,,,
山形県,真室川町,道路計画,"撮影,写測","8000,,1000","8.2KM2,0.5KM2",東北地建山形工事事務所,東日本航空,"54.5.31,54.8.20",252,,,郡削除,,
山形県,酒田市,都市計画,"撮影,写測新規,写測修正","8000,,2500,,2500","150.0KM2,5.6KM2,51.7KM2",酒田市,パシフイック航業,"54.6.29,55.3.25",273,写測修正,,,,
山形県,上山市,道路改築,基準点,,4.3km,東北地建山形工事事務所,(株)大洋測量設計社,"54.7.10,54.9.30",,,,,,
山形県,"真室川町,金山町",砂防計画,写測,5000,21.8KM2,東北地建新庄工事事務所,東洋航空事業,"54.7.17,54.10.31",380,,,郡削除,,
山形県,立川町,砂防計画,"写測,写測,写測","1000,,2500,,5000","2.1KM2,6.8KM2,17.9KM2",東北地建新庄工事事務所,国際航業,"54.7.20,54.10.31",,,,郡削除,,
山形県,西川町,砂防計画,写測,5000,52.1KM2,東北地建新庄工事事務所,セントラル航空測量,"54.7.25,54.11.12",396,,,郡削除,,
山形県,,河川計画,写測修正,2500,27.6KM2,東北地建新庄工事事務所,セントラル航空測量,"54.7.17,54.10.31",397,写測修正,,川,,
山形県,村山市,下水道計画,"撮影,写測","3500,,500","4.4KM2,2.6KM2",村山市,セントラル航空測量,"54.7.25,56.10.25",,,,,,
山形県,戸沢村,総合計画,"写測新規,写測修正","5000,,5000","10.3KM2,11.4KM2",東北地建新庄工事事務所,パシフイック航業,"54.7.30,54.10.31",458,写測修正,,郡削除,,平沢村は戸沢村のミスか
山形県,上山市,道路台帳,"撮影,撮影,写測,写測","4000,,8000,,500,,1000","17.6KM2,241.0KM2,2.5KM2,9.7KM2",上山市,パシフイック航業,"54.8.30,56.12.20",553,,,,,
山形県,米沢市,地盤沈下,水準,,9.6km,米沢市,東邦技術,"54.9.20,54.10.20",671,,,,,
山形県,長井市,道路台帳,"撮影,写測","8000,,1000","190.0KM2,20.0KM2",長井市,パシフイック航業,"54.11.19,57.3.20",862,,,,,
山形県,朝日村,道路台帳,"撮影,写測","8000,,1000","130.6KM2,6.3KM2",朝日村,アジア航測,"54.10.1,55.9.30",1073,,,郡削除,,
福島県,新鶴村,ほ場整備,"撮影,写測","8000,,1000","32.5KM2,5.1KM2",福島県,パシフイック航業,"54.4.16,54.7.14",7,,,郡削除,,
福島県,郡山市,ほ場整備,写測,1000,10.0KM2,福島県,国際航業,"54.4.16,54.7.14",8,,,,,
福島県,磐梯町,ほ場整備,撮影,8000,23.8KM2,福島県,八洲測量,"54.4.16,54.7.14",9,,,郡削除,,
福島県,"舘岩村,田島町,下郷町,伊南村,南郷村,昭和村",森林調査,撮影,16000,1271.0KM2,福島県,中庭測量,"54.5.1,54.10.31",109,,測量地域修正,郡削除,,地名修正
福島県,金山町,国有林野経営,"図根,境界",",,","12point,25.0km",前橋営林局,林業土木コンサルタンツ,"54.6,54.11",,,,郡削除,,
福島県,"白河市,東村,表郷村",森林計画,写図,5000,135.0KM2,福島県,東北測量,"54.5.24,54.8.20",157,,,郡削除,,
福島県,船引町,道路計画,"撮影,写測","8000,,1000","25.0KM2,2.0KM2",福島県郡山建設事務所,パシフイック航業,"54.6.5,54.9.30",159,,,郡削除,,
福島県,郡山市,道路計画,写測,1000,2.8KM2,福島県郡山建設事務所,おおとり航測,"54.6.5,54.9.30",,,,,,
福島県,郡山市,道路計画,写測,2500,5.0KM2,福島県郡山建設事務所,おおとり航測,"54.6.5,54.9.30",,,,,,
福島県,小野町,道路計画,写測,2500,8.2KM2,福島県郡山建設事務所,おおとり航測,"54.6.5,54.9.30",,,,郡削除,,
福島県,"喜多方市,西会津町",地すべり対策,写測,2000,1.5KM2,福島県会津若松農地事務所,パシフイック航業,"54.7.15,54.9.10",,,,郡削除,,
福島県,双葉町,総合計画,"撮影,写測","25000,,10000","84.9KM2,51.5KM2",双葉町,東日本航空,"54.7.10,55.3.20",296-1,,,郡削除,,
福島県,双葉町,道路台帳,"撮影,写測","8000,,1000","60.5KM2,8.0KM2",双葉町,東日本航空,"54.7.10,55.3.20",296-2,,,郡削除,,
福島県,大玉村,道路台帳,"撮影,写測","8000,,1000","60.3KM2,14.4KM2",大玉村,東日本航空,"54.7.16,55.3.20",335,,,郡削除,,
福島県,福島市,農地計画,写測,1000,0.9KM2,福島市,東日本航空,"54.7.19,54.9.10",,,,,,
福島県,いわき市,道路計画,写測,5000,14.4KM2,福島県いわき建設事務所,アジア航測,"54.7.21,54.11.7",394,,,,,
福島県,福島市,道路計画,写測,1000,1.8KM2,東北地建福島工事事務所,パシフイック航業,"54.7.30,54.10.15",,,,,,
福島県,鏡石町,下水道事業,"撮影,写測","4000,,500","5.0KM2,0.4KM2",鏡石町,アジア航測,"54.8.1,54.11.30",,,,郡削除,,
福島県,"会津高田町,下郷町",道路計画,写測,2500,5.0KM2,福島県会津若松建設事務所,おおとり航測,"54.9.1,54.12.1",,,,郡削除,,
福島県,三島町,都市計画,写測,10000,90.0KM2,三島町,おおとり航測,"54.8.20,54.10.31",572,,,郡削除,,
福島県,郡山市,道路計画,写測,2500,10.0KM2,福島県福島建設事務所,おおとり航測,"54.8.20,54.10.31",,,,,,
福島県,"二本松市,安達町",都市計画,"撮影,写測新規,写測修正","12000,,2500,,2500","138.0KM2,13.5KM2,57.4KM2",福島県,東日本航空,"54.9.4,55.1.5",575,写測修正,,郡削除,,
福島県,田島町,国有林野経営,"図根,境界",",,","4point,4.0km",前橋営林局,林業土木コンサルタンツ,"54.9.30,54.11.15",,,,郡削除,,
福島県,原町市,農地開発,写測,1000,0.7KM2,福島県,パシフイック航業,"54.10.5,54.11.23",,,,,,
福島県,福島市,道路計画,写測,1000,2.5KM2,福島県福島建設事務所,東日本航空,"54.9.28,54.11.26",,,,,,
福島県,塙町,道路計画,写測,2500,4.5KM2,福島県白河建設事務所,おおとり航測,"54.10.20,54.12.20",,,,郡削除,,
福島県,会津若松市,下水道台帳,写測,500,7.4KM2,会津若松市,写測,"54.10.1,55.10.31",,,,,,
福島県,川俣町,道路改良,写測,2500,5.0KM2,福島県福島建設事務所,おおとり航測,"54.10.30,55.1.20",,,,郡削除,,
福島県,新鶴村,ダム計画,"図根,境界",",,","3point,10.0km",福島県会津若松農地事務所,(財)林野弘済会,"54.11.5,54.12.25",,,,郡削除,,
福島県,猪苗代町,都市計画,写測,2500,6.3KM2,猪苗代町,おおとり航測,"54.12.1,55.1.31",,,,郡削除,,
福島県,郡山市,道路計画,写測,2500,5.6KM2,福島県郡山建設事務所,おおとり航測,"54.12.15,55.3.15",,,,,,
福島県,"楢葉町,広野町,川内村,大熊町,富岡町",河川台帳,写測,2500,29.8KM2,福島県原町建設事務所,おおとり航測,"54.12.20,55.2.29",,,,郡削除,,地名修正
福島県,いわき市,高速道路計画,基準点,,2point,日本道路公団仙台建設局,アジア航測,"55.1.6,55.3.24",,,,,,
福島県,原町市,地盤沈下,水準,,44.0km,原町市,福建コンサルタント,"55.2.15,55.3.15",1233,,,,,
福島県,福島市,道路計画,"撮影,写測","4000,,500","3.1KM2,0.3KM2",東北地建福島工事事務所,アジア航測,"54.12.21,55.3.21",,,,,,
福島県,いわき市,地すべり調査,"撮影,写測","8000,,1000","4.0KM2,1.0KM2",福島県いわき建設事務所,三和航測,"55.2.20,55.3.25",,,,,,
茨城県,水海道市,道路台帳,"撮影,写測","8000,,1000","80.0KM2,38.2KM2",水海道市,国際航業,"54.4.5,54.12.25",74,,,,,
茨城県,下館市,道路台帳,"撮影,写測","8000,,1000","86.1KM2,6.9KM2",下館市,国際航業,"54.4.25,54.10.20",136,,,,,
茨城県,谷和原村,区画整理,"多角,平板,平板,平板",",,500,,1000,,2500","12point,1.1KM2,1.1KM2,1.1KM2",日本住宅公団首都圏宅地開発本部,大和測量,"54.7.1,55.6.30",,写測修正,,郡削除,,
茨城県,岩井市,下水道事業,写測,500,0.9KM2,岩井市,セントラル航空測量,"54.6.18,54.10.17",,,,,,
茨城県,美野里町,道路台帳,"撮影,写測","8000,,1000","61.5KM2,36.0KM2",美野里町,第一航業,"54.6.20,55.3.20",298,,,郡削除,,
茨城県,玉里村,道路台帳,"撮影,写測","8000,,1000","15.0KM2,15.0KM2",玉里村,国際航業,"54.8.13,55.3.12",507,,,郡削除,,
茨城県,"北茨城市,高萩市",総合計画,平板,500,1.0KM2,地域振興整備公団常盤支部,おおとり航測,"54.9.10,54.11.20",,,,,,
茨城県,日立市,道路現況図,"撮影,写測","6000,,1000","72.2KM2,6.0KM2",茨城県,茨城県建設コンサルタント,"54.9.10,55.3.25",,,,他削除,,
茨城県,総和町,道路台帳,"撮影,写測","8000,,1000","53.3KM2,25.7KM2",総和町,国際航業,"54.9.11,55.12.3",621,,,郡削除,,
茨城県,結城市,道路計画,写測,1000,1.0KM2,関東地建常陸工事事務所,第一航業,"54.8.17,54.11.14",,,,,,
茨城県,千代川村,道路台帳,"撮影,写測","8000,,1000","19.3KM2,7.5KM2",千代川村,第一航業,"54.10.9,55.3.16",801,,,郡削除,,
茨城県,那珂町,都市計画,"撮影,写測","12500,,2500","9.9KM2,3.3KM2",那珂町,三和航測,"54.11.16,54.12.31",834,,,郡削除,,
茨城県,常陸太田市,街路計画,"撮影,写測","12500,,2500","9.9KM2,3.3KM2",常陸太田市,三和航測,"54.11.16,54.12.31",848,,,,,
茨城県,"北茨城市,高萩市,日立市,十王町",河川計画,写測,1000,15.1KM2,茨城県,(社)茨城県建設コンサルタント,"54.10.1,55.3.25",,,,郡削除,,
茨城県,神栖町,(修正)都市計画,"撮影,写測","12500,,2500","79.3KM2,79.3KM2",神栖町,国際航業,"54.11.1,55.3.25",925,,,郡削除,,
茨城県,水戸市,ほ場整備,"撮影,写測","8000,,1000","27.0KM2,3.0KM2",茨城県水戸土地改良事務所,三上測量設計事務所,"54.12.20,55.2.20",956,,,,,
茨城県,千代田村,都市計画,"撮影,写測","12500,,2500","49.3KM2,15.0KM2",千代田村,第一航業,"54.9.25,54.12.15",962,,,郡削除,,
茨城県,古河市,都市計画,"撮影,写測","12500,,2500","43.5KM2,21.0KM2",古河市,八洲測量,"54.12,55.2.29",971,,,,,
茨城県,大洗町,ほ場整備,"撮影,写測","8000,,1000","10.1KM2,3.0KM2",茨城県水戸土地改良事務所,三上測量設計事務所,"55.1.8,55.3.10",1052,,,郡削除,,
茨城県,大穂町,下水道計画,"撮影,写測","4000,,500","1.8KM2,0.1KM2",大穂町,パシフイック航業,"54.12.10,55.3.31",,,,郡削除,,
茨城県,勝田市,都市計画,"確定,確定","500,,1000","0.1KM2,0.1KM2",勝田市,画地測量設計,"54.11.28,55.2.15",,写測修正,,,,
茨城県,"大宮町,瓜連町",都市計画,"撮影,撮影,写測,写測","15000,,30000,,2500,,10000","49.0KM2,96.0KM2,12.0KM2,15.0KM2",茨城県,アジア航測,"54.12,55.3.25",1157,,,郡削除,,
茨城県,友部町,都市計画,"撮影,撮影,写測,写測","15000,,30000,,2500,,10000","40.6KM2,148.0KM2,10.4KM2,58.2KM2",茨城県,東洋航空事業,"54.12.28,55.3.25",1158,,,郡削除,,
茨城県,"五霞村,石下町,利根町",都市計画,"撮影,撮影,写測,写測","15000,,30000,,2500,,10000","10.0KM2,179.0KM2,3.6KM2,92.2KM2",茨城県,国際航業,"54.12.28,55.3.24",1159,,,郡削除,,
茨城県,東海村,都市計画,"撮影,写測","15000,,2500","35.5KM2,27.0KM2",茨城県,パシフイック航業,"54.12.28,55.3.25",1160,,,郡削除,,
茨城県,"阿見町,美浦村",都市計画,"撮影,写測","15000,,2500","64.5KM2,20.0KM2",茨城県,八洲測量,"54.12.28,55.3.25",1161,,,郡削除,,
茨城県,筑波町,土地改良,"撮影,写測","8000,,1000","22.0KM2,6.4KM2",茨城県土浦土地改良事務所,アジア航測,"54.12.27,55.3.25",,,,郡削除,,
茨城県,利根町,土地改良,"撮影,写測","8000,,1000","4.7KM2,3.6KM2",茨城県江戸崎土地改良事務所,第一航業,"54.12.28,55.3.10",,,,郡削除,,
茨城県,友部町,都市計画,"撮影,写測","15000,,2500","67.5KM2,23.1KM2",友部町,東洋航空事業,"54.12.25,55.3.30",1223,,,郡削除,,
茨城県,守谷町,土地改良,"撮影,写測","8000,,1000","11.7KM2,2.8KM2",茨城県土浦土地改良事務所,東洋航空事業,"55.1.8,55.3.25",,,,郡削除,,
茨城県,水戸市,都市計画,"撮影,写測","15000,,2500","48.5KM2,13.6KM2",水戸市,東洋航空事業,"55.1.15,55.3.31",1257,,,,,
茨城県,東海村,都市計画,写測,2500,2.4KM2,東海村,パシフイック航業,"55.1.20,55.3.31",,,,郡削除,,
茨城県,下妻市,道路台帳,"撮影,写測","8000,,1000","61.1KM2,5.6KM2",下妻市,国際航業,"54.11.29,55.3.31",1322,,,,,
茨城県,藤代町,道路台帳,"撮影,写測","8000,,1000","32.2KM2,23.4KM2",藤代町,国際航業,"54.12.28,56.3.31",1323,,,郡削除,,
茨城県,茨城町,道路台帳,撮影,8000,120.8KM2,茨城町,国際航業,"54.12.15,55.3.25",1334,,,郡削除,,
茨城県,"勝田市,水戸市",道路台帳,"撮影,写測","8000,,1000","3.0KM2,1.4KM2",水戸土木事務所,太平洋航業(株),"55.3.1,55.3.30",,,,地名修正,,
茨城県,那珂町,道路台帳,"撮影,写測","6000,,1000","82.7KM2,82.7KM2",那珂町,茨城県建設コンサルタント,"55.2.1,55.4.30",1378,,,全域削除,,
栃木県,小山市,区画整理,写測,1000,0.9KM2,栃木県住宅供給公社,東日本航空,"54.4.6,54.5.5",,,,,,
栃木県,宇都宮市,森林計画,撮影,20000,1545.0KM2,栃木県,国際航業,"54.4.28,54.11.30",145,,測量地域修正,,,
栃木県,"栗山村,今市市",国有林野経営,"図根,境界",",,","5point,8.2km",前橋営林局,自営,"54.6,54.7",,,,郡削除,,
栃木県,真岡市,下水道計画,"撮影,写測","3000,,500","4.5KM2,2.2KM2",真岡市,協和測量設計,"54.5.10,54.11.30",,,,,,
栃木県,鹿沼市,ダム建設,"撮影,写測","8000,,1000","20.0KM2,3.0KM2",水資源開発公団思川開発調査所,パシフイック航業,"54.6.1,54.10.22",260,,,,,
栃木県,小山市,街路計画,"撮影,写測","4000,,500","16.0KM2,2.4KM2",小山市,パシフイック航業,"54.6.10,54.10.31",,,,,,
栃木県,今市市,国有林野経営,"図根,境界",",,","5point,3.0km",前橋営林局,群馬測量,"54.6.6,54.7.30",,,,,,
栃木県,"藤原町,今市市",鉄道建設,写測,2500,13.2KM2,日本鉄道建設公団東京支社,アジア航測,"54.6.21,54.8.9",361,,,郡削除,,
栃木県,西方村,道路台帳,"撮影,写測","8000,,1000","67.0KM2,5.0KM2",西方村,国際航業,"54.6下,55.2.15",399,,,郡削除,,
栃木県,藤原町,国有林野経営,境界,,3.0km,前橋営林局,群馬測量,"54.8.1,54.9.20",,,,郡削除,,
栃木県,粟野町,国有林野経営,"境界,図根",",,","27.1km,20point",前橋営林局,林業土木コンサルタンツ,"54.9.25,55.3.5",,,,郡削除,,
栃木県,栗山村,発電水力調査,写図,5000,5.8KM2,通商産業省資源エネルギー庁公益事業部,アジア航測,"54.10.20,54.11.20",,,測量地域修正,,,
栃木県,馬頭町,道路台帳,撮影,8000,151.3KM2,馬頭町,国際航業,"54.10.22,54.12.20",916,,,郡削除,,
栃木県,南那須町,道路台帳,撮影,4000,80.3KM2,南那須町,国際航業,"54.10.29,55.1.31",924,,,郡削除,,
栃木県,"足利市,佐野市,小山市,藤岡町,野木町,岩舟町",地盤沈下,水準,,253.0km,栃木県,国際航業,"54.12.1,55.1.31",968,,,郡削除,,
栃木県,足利市,都市計画,"撮影,写測","12500,,2500","107.0KM2,107.0KM2",足利市,国際航業,"54.8.21,55.2.28",1061,,,,,
栃木県,鹿沼市,ダム計画,平板,500,0.9KM2,水資源開発公団思川開発調査所,パシフイック航業,"54.10.15,55.3.28",,,,,,
栃木県,"益子町,茂木町,市貝町,烏山町,南那須町",農業水利調査,写測,1000,2.0KM2,関東農政局利根川水系農業水利調査事務所,八洲測量,"54.10.22,55.1.29",,,,郡削除,,地名修正
栃木県,二宮町,道路台帳,"撮影,写測","8000,,1000","90.0KM2,9.0KM2",二宮町,国際航業,"54.12.25,57.3.31",1219,,,郡削除,,
栃木県,佐野市,道路台帳,"撮影,写測","8000,,1000","74.1KM2,1.3KM2",佐野市,国際航業,"55.1.4,55.3.31",1222,,,,,
栃木県,烏山町,道路台帳,"撮影,写測","8000,,1000","92.4KM2,12.2KM2",鳥山町,国際航業,"55.1.23,56.12.20",1252,,,郡削除,,地名修正
栃木県,二宮町,道路計画,写測,5000,11.8KM2,関東地建宇都宮国道工事事務所,国際航業,"54.10.21,55.3.18",,,,郡削除,,
