都道府県名,測量地域,測量目的,測量種別,縮尺･等級,事業量,計画機関,作業機関,自至時期,2018.01.14修正,
奈良県,"下市町,",都市計画,"座標変換,カラー撮影,写測修正","2500,,15000,,2500","62.0KM2,48.0KM2,13.6KM2","奈良県下市町
助言H16.9.9F0138",(株)ワールド,"H16.7.1
H16.12.10",,
奈良県,"大和高田市,御所市,香芝市,新庄町,當麻町,上牧町,王寺町,広陵町,河合町,",砂防計画,数値図化,2500,47.5KM2,"奈良県高田土木事務所
助言H16.9.29F0155","三和航測(株)
(株)ウェスコ","H16.9.1
H16.12.22",,
奈良県,"奈良市,大和高田市,大和郡山市,天理市,橿原市,桜井市,御所市,香芝市,安堵町,川西町,三宅町,田原本町,高取町,明日香村,新庄町,當麻町,上牧町,王寺町,広陵町,河合町,",土地改良(水路平面図作成),"空三,数値図化",",,500","731M,0.7KM2","近畿農政局大和紀伊平野農業水利
事務所
助言H16.10.18F0182",(株)パスコ,"H16.7.27
H17.3.23",,
奈良県,"王寺町,",都市計画,"カラー撮影,座標変換,既成図数値化,数値図修正","12500,,2500,,2500,,2500","7point,24point,0.1KM2","奈良県王寺町
助言H16.10.19F0186",アジア航測(株),"H16.10.7
H16.12.28",,
奈良県,"奈良市,都祁村,",座標変換,"座標変換,座標変換","2級,,3級","43point,114point","奈良県北部農林振興事務所
助言H16.10.25F0189",奈良県土地改良事業団体達合会,"H16.9.8
H17.3.28",,
奈良県,"大宇陀町,菟田野町,榛原町,室生村,曽爾村,御杖村,東吉野村,",砂防計画,数値図化,2500,117.2KM2,"奈良県大宇陀土木事務所
助言H16.10.29F0195","アジア航測(株)
(株)サンョーナイスコーポレー
ション
内外エンジニアリング(株)
(株)アスコ","H16.10.18
H16.12.27",,
奈良県,"大塔村,",道路改良工事,"座標変換,基準点","2級,,3級","4point,6point","奈良県五條土木事務所
助言H16.10.29F0199",南和測量(有),"H16.7.23
H16.11.22",,
奈良県,"斑鳩町,",下水道台帳,"基準点,基準点","2級,,3級","3point,10point","奈良県斑鳩町
助言H16.11.9F0206",内外エンジニアリング(株),"H16.10.20
H17.3.25",,
奈良県,"橿原市,",道路台帳,"既成図数値化,平板･修正,既成図数値化","500,,500,,500","2.6KM2,0.2KM2,2.6KM2","奈良県橿原市
助言H16.11.9F0207",アジア航測(株),"H16.11.5
H17.3.25",,
奈良県,"奈良市,天理市,都祁村,",砂防計画,数値図化,2500,65.6KM2,"奈良県奈良土木事務所
助言H16.11.19F0226","国際航業(株)
アジア航測(株)
(株)パスコ","H16.11.12
H16.12.28",,
奈良県,"奈良市,",管理地調査,基準点,3級,2point,"大阪防衛施設局
助言H16.11.29F0239",(株)都市企画設計コンサルタント,"H16.9.4
H17.1.31",,
奈良県,"奈良市,",ほ場整備,基準点,3級,6point,"奈良県北部農林振興事務所
助言H16.12.8F0248",奈良県土地改良事業団体連合会,"H16.9.8
H17.3.28",,
奈良県,"橿原市,",固定資産,"カラー撮影,写測修正","10000,,1000","39.5KM2,39.5KM2","奈良県橿原市
助言H16.12.20F0256",国際航業(株),"H16.12.14
H17.3.18",,
奈良県,"田原本町,",固定資産,カラー撮影,8000,21.1KM2,"奈良県田原本町
助言H16.12.14F0257",(株)パスコ,"H16.11.17
H17.3.31",,
奈良県,"榛原町,",固定資産,"カラー撮影,カラー撮影","8000,,4000","64.4KM2,","奈良県榛原町
助言H16.12.22F0265",(株)パスコ,"H16.11.12
H17.3.31",,
奈良県,"大淀町,",固定資産,カラー撮影,8000,59.2KM2,"奈良県大淀町
助言H17.1.5F0274",(株)ワールド,"H16.12.20
H17.3.23",,
奈良県,"田原本町,",下水道計画,水準,2級,1.8km,"奈良県田原本町
助言H17.1.5F0275",(株)パスコ,"H16.12.20
H17.3.25",,
奈良県,"天理市,",ほ場整備,"基準点,基準点","3級,,4級","7point,61point","奈良県北部晨林振興事務所
助言H17.1.6F0279",奈良県土地改良事業団体連合会,"H16.12.20
H18.3.25",,
奈良県,"川上村,",ダム管理,"カラー撮影,座標変換,数値図修正","10000,,2500,,2500","68.0KM2,14.1KM2,14.1KM2","近畿地方整備局紀の川ダム統合管理
事務所
助言H17.1.6F0283",国際航業(株),"H16.12.22
H17.3.10",,
奈良県,"大和郡山市,",道路敷地調査,基準点,2級,5point,"近畿地方整備局奈良国道事務所
助言H17.1.11F0286",(株)アスコ,"H16.12.17
H17.3.10",,
奈良県,"大宇陀町,",固定資産,カラー撮影,8000,"7point,24point,0.1KM2","奈良県大宇陀町
助言H17.1.11F0287",(株)パスコ,"H16.11.12
H17.3.31",,
奈良県,"新庄町,當麻町,",固定資産,"カラー撮影,ディジタルオルソ","8000,,1000","33.7KM2,33.7KM2","奈良県葛城市
助言H17.1.13F0298",アジア航測(株),"H16.12.25
H17.1.31",,
奈良県,"高取町,",農業水利事業,基準点,3級,4point,"近畿晨政局大和紀伊平野晨業水利
事務所
助言H17.1.24F0301",内外エンジニアリング(株),"H17.1.24
H17.3.25",,
大阪府県境奈良県,"柏原市,県境奈良市,大和郡山市,天理市,香芝市,三郷町,斑鳩町,安堵町,川西町,三宅町,上牧町,王寺町,広陵町,河合町,",河川調査,航空レーザ,,60.0KM2,"近畿地方整備局大和川河川事務所
助言H17.1.19F0341",国際航業(株),"H16.10.28
H17.3.18",,
奈良県,"橿原市,",国道敷地調査,"基準点,基準点,基準点,基準点,その他","１級,,2級,,3級,,4級,,境界測量","1point,2point,2point,22point,0.1KM2","近畿地方整備局奈良国道事務所
助言H17.2.3F0354",(株)アクトコンサルタント,"H17.1.26
H17.3.25",,
奈良県,"天理市,",道路計画,"基準点,基準点,基準点","１級,,2級,,3級","1point,2point,3point","近畿地方整備局奈良国道事務所
助言H17.2.14F0369",(株)新都市二十一,"H17.1.26
H17.3.25",,
奈良県,"五條市,",道路計画,"基準点,基準点,地上数値法","3級,,4級,,250","3point,15point,0.1KM2","奈良県五條市
助言H17.2.28F0380",川井技術設計(株),"H17.2.21
H17.3.31",,
奈良県,"天理市,",土地区画整理,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","4point,4point,110point,0.2KM2","奈良県天理市
助言H17.3.23F0434",(有)アトラスプラン,"H17.1.27
H17.3.31",,
奈良県,"大和高田市,大和郡山市,天理市,橿原市,桜井市,御所市,葛城市,川西町,三宅町,田原本町,高取町,明日香村,広陵町,",文化財調査,カラー撮影,8000,258.0KM2,"奈良文化財研究所
助言H17.3.25F0435",アジア航測(株),"H17.3.25
H17.3.31",,
奈良県,"大和高田市,",下水道計画,基準点,2級,14point,"奈良県大和高田市
助言H17.3.30F0438",智原測量設計(株),"H17.2.1
H17.6.30",,
奈良県県境三重県,"都祁村,山添村,菟田野町,榛原町,室生村,曽爾村,御杖村,東吉野村,県境名張市,美杉村,飯高町,",森林計画,撮影,20000,500.0KM2,"奈良県
助言H17.3.29F0447",(株)ワールド,"H17.4.11
H17.12.22",,
和歌山県,"九度山町,",座標変換,座標変換,1000,"3.9KM2,130.0km","和歌山県九度山町
助言H16.4.13F0006",(株)かんこう,"H15.9.6
H16.5.31",,
和歌山県,"白浜町,",ほ場整備,"基準点,地上数値法","4級,,500","7point,24point,0.1KM2","和歌山県土地改良事業団体連合会
助言H16.5.6F0015",(有)鈴木測量設計,"H16.5.10
H16.7.31",,
和歌山県,"和歌山市,",不動産登記法第17条地図作製,"基準点,基準点,基準点,地上数値法","2級,,3級,,4級,,500","4point,9point,121point,0.1KM2","和歌山地方法務局
助言H16.5.19F0025",(有)瀬村建築測量事務所,"
H16.5.1

H17.3.31",,
和歌山県,"御坊市,",都市計画,"カラー撮影,写真図,既成図数値化,数値図修正,座標変換","10000,,1000,,2500,,2500,,2500","43.8KM2,43.8KM2,43.8KM2,43.8KM2,43.8KM2","和歌山県御坊市
助言H16.5.28F0027",(株)パスコ,"H16.4.13
H17.3.15",,
和歌山県,"吉備町,",固定資産,カラー撮影,8000,36.4KM2,"和歌山県吉備町
助言H16.6.15F0041",(株)パスコ,"H16.6.20
H16.7.31",,
和歌山県,"海南市,",固定資産,"カラー撮影,カラー撮影","4000,,8000",",","和歌山県海南市
助言H16.6.22F0043",(株)パスコ,"H16.6.18
H16.7.31",,
和歌山県,"高野町,",都市計画,"空三,数値図化",2500,"3M,3.0KM2","和歌山県高野町
助言H16.6.30F0057",(株)かんこう,"H16.6.28
H16.10.26",,
和歌山県,"岩出町,",固定資産,カラー撮影,4000,25.1KM2,"和歌山県岩出町
助言H16.7.5F0058",(株)パスコ,"H16.7.5
H16.8.20",,
和歌山県,"金屋町,",固定資産,カラー撮影,8000,119.4KM2,"和歌山県金屋町
助言H16.7.5F0061",(株)パスコ,"H16.7.10
H16.8.31",,
和歌山県,"粉河町,",固定資産,カラー撮影,4000,15.5KM2,"和歌山県粉河町
助言H16.7.5F0062",(株)パスコ,"H16.7.8
H16.8.20",,
和歌山県,"橋本市,",下水道計画,"座標変換,既成図数値化,カラー撮影,数値図化,数値図修正","500,,500,,4000,,500,,500","0.2KM2,0.1KM2,2.4KM2,0.5KM2,0.1KM2","和歌山県橋本市
助言H16.7.9F0069",写測エンジニアリング(株),"H16.7.9
H16.10.29",,
和歌山県,"田辺市,",座標変換,座標変換,3級,6point,"和歌山県田辺市
助言H16.7.30F0085",玉野総合コンサルタント(株),"H16.7.30
H16.9.30",,
和歌山県,"本宮町,",配水管系統図作成,"カラー撮影,写測図化,空三","12500,,2500,,","18.2KM2,0.6KM2,3M","和歌山県本宮町
助言H16.8.16F0111",(株)パスコ,"H16.8.16
H16.11.19",,
和歌山県,"田辺市,",農地開発,"基準点,基準点,地上数値法","3級,,4級,,500","10point,91point,0.3KM2","和歌山県西牟婁振興局
助言H16.9.9F0140",(株)初山,"H16.10.5
H17.3.30",,
和歌山県,"御坊市,",ほ場整備,"基準点,基準点,基準点","2級,,3級,,4級","2point,6point,43point","名田周辺土地改良区
助言H16.9.22F0149",(株)初山,"H16.10.1
H17.3.31",,
和歌山県,"日置川町,",海岸計画,数値図化,2500,1.7KM2,"和歌山県西牟婁振興局
助言H16.9.29F0151",国際航業(株),"H16.7.9
H17.3.31",,
和歌山県,"橋本市,",ほ場整備,"基準点,地上数値法","4級,,500","124point,0.2KM2","和歌山県土地改良事業団休連合会
助言H16.10.1F0162",(株洪和,"H16.10.10
H17.3.31",,
和歌山県,"和歌山市,",土地区画整理,"基準点,水準","3級,,3級","9point,6.3km","和歌山県和歌山市
助言H16.10.4F0167",ワコウコンサルタント(株),"H16.8.25
H17.3.15",,
和歌山県,"新宮市,",都市計画,数値図修正,2500,"7point,24point,0.1KM2","和歌山県新宮市
助言H16.10.13F0177",富士測量(株),"H16.10.13
H16.11.4",,
和歌山県,"和歌山市,",都市計画,"カラー撮影,数値図修正","12500,,2500","29.8KM2,11.9KM2","和歌山県和歌山市
助言H16.10.25F0191",アジア航測(株),"H16.10.1
H17.3.29",,
和歌山県,"印南町,",ほ場整備,"基準点,基準点,地上数値法","3級,,4級,,500","30point,151point,0.3KM2","和歌山県土地改良事業団体連合会
助言H16.10.27F0196",前本技術コンサルタント,"H16.10.29
H17.3.31",,
和歌山県,"川辺町,",農地開発,"基準点,基準点,基準点,地上数値法","2級,,3級,,4級,,500","4point,7point,70point,0.1KM2","和歌山県川辺町
助言H16.11.19F0225",(有)牟婁測量設計,"H16.12.5
H17.1.17",,
和歌山県,"橋本市,高野口町,",固定資産,"カラー撮影,カラー撮影","4000,,8000","13.6KM2,130.2KM2","和歌山県橋本市
助言H16.11.24F0231",国際航業(株),"H16.11.15
H16.12.31",,
和歌山県,"みなべ町,印南町,",総合計画,基準点,2級,6point,"独立行政法人緑資源機構黒潮
ﾌﾙｰﾂﾗｲﾝ建設事業所
助言H17.1.19F0300",若鈴コンサルタンツ(株),"H17.1.4
H17.3.10",,
和歌山県,"和歌山市,",地籍調査,"基準点,基準点","街区三角点,,街区多角点","13.8KM2,16.3KM2","土地･水資源局国土調査課
助言H17.1.21F0338","ワコウコンサルタント(株)
和建技術(株)
(株)石井コンサルタント","H16.10.27
H17.2.28",,
和歌山県,"和歌山市,",地籍調査,"基準点,基準点","街区三角点,,街区多角点","8.9KM2,15.2KM2","土地･水資源局国土調査課
助言H17.1.21F0339","(株)近代技研
(株)近畿コンサルタント","H16.10.27
H17.2.18",,
和歌山県,"和歌山市,",地籍調査,"基準点,基準点","街区三角点,,街区多角点","8.6KM2,10.4KM2","土地･水資源局国土調査課
助言H17.1.21F0340","和歌山航測(株)
(株)センダイエ部コンサルタント
和歌山測量(株)","H16.10.27
H17.1.25",,
和歌山県,"和歌山市,",下水道台帳,"カラー撮影,数値図修正,座標変換,水準","4000,,500,,500,,3級","1.3KM2,0.6KM2,0.6KM2,2.5km","和歌山県和歌山市
助言H17.1.26F0349",写測エンジニアリング(株),"H17.1.28
H17.3.16",,
和歌山県,"御坊市,田辺市,新宮市,南部町,印南町,上富田町,串本町,那智勝浦町,古座町,",道路管理,カラー撮影,4000,13.9KM2,"近畿地方整備局紀南河川国道事務所
助言H17.2.14F0371",中日本航空(株),"H16.12.1
H17.3.25",,
和歌山県,"田辺市,中辺路町,大塔村,本宮町,",砂防計画,数値図化,2500,35.5KM2,"和歌山県
助言H17.3.14F0383",国際航業(株),"H17.2.28
H17.3.31",,
和歌山県,"印南町,",ほ場整備,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","1point,3point,48point,0.1KM2","独立行政法人緑資源機構黒潮
ﾌﾙｰﾂﾗｲﾝ建設事業所
助言H17.3.8F0389",前本技術コンサルタント,"H17.3.7
H17.3.14",,
和歌山県,"和歌山市,打田町,岩出町,日高町,",道路台帳,"基準点,基準点,水準,平板･修正","2級,,4級,,3級,,500","36point,332point,18.4km,1.3KM2","近畿地方整備局和歌山河川国道
事務所
助言H17.3.16F0429",アジア航測(株),"H17.1.10
H17.3.18",,
和歌山県,"御坊市,田辺市,新宮市,南部町,印南町,上富田町,串本町,那智勝浦町,古座町,",道路管理,数値図修正,500,0.6KM2,"近畿地方整備局紀南河川国道事務所
助言H17.3.25F0436",中日本航空(株),"H17.1.18
H17.3.28",,
和歌山県,"和歌山市,海南市,打田町,桃山町,貴志川町,岩出町,",河川管理,"カラー撮影,ディジタルオルソ","10000,,2500","90.0KM2,90.0KM2","近畿地方整備局和歌山河川国道
事務所
助言H17.3.29F0444",中日本航空(株),"H17.3.9
H17.3.31",,
和歌山県,"田辺市,",総合計画,"基準点,基準点","2級,,3級","7point,24point,0.1KM2","和歌山県田辺市
助言H17.3.31F0450",和歌山航測(株),"H16.10.18
H17.4.20",,
鳥取県,"倉吉市,大栄町,",ほ場整備,"座標変換,基準点","2級,,2級","4point,4point","大倉土地改良区
助言H16.4.12G0005",鳥取県土地改良事業団体達合会,"H16.4.9
H16.12.20",,
鳥取県,"若桜町,八東町,船岡町,用瀬町,佐治村,智頭町,",森林計画,撮影,16000,847.0KM2,"鳥取県
助言H16.4.19G0008",朝日航洋(株),"H16.5.10
H16.10.31",,
鳥取県県境広島県,"日南町,県境西城町,",道路計画,"数値図化,直接定位計算","1000,,1000","5.0KM2,5.0KM2","中国地方整備局三次河川国道事務所
助言H16.4.30G0011",(株)パスコ,"H16.4.13
H16.6.30",,
鳥取県,"船岡町,",ほ場整備,基準点,2級,1point,"鳥取県船岡町
助言H16.5.28G0024",鳥取県土地改良事業団体連合会,"H16.5.28
H16.12.31",,
鳥取県,"西伯町,",ほ場整備,基準点,2級,2point,"鳥取県西伯町
助言H16.6.8G0033",鳥取県土地改良事業団体連合会,"H16.6.8
H17.3.25",,
鳥取県,"日野町,",ほ場整備,基準点,2級,4point,"鳥取県日野町
助言H16.6.14G0041",鳥取県土地改良事業団体連合会,"H16.6.14
H17.3.25",,
鳥取県,"日野町,",地籍調査,基準点,地籍図根点,,"鳥取県日野町
助言H16.6.14G0042",鳥取県土地改良事業団体連合会,"H16.6.14
H17.3.18",,
鳥取県,"東郷町,",地籍調査,基準点,地籍図根点,,"鳥取県東郷町
助言H16.6.24G0055",鳥取県土地改良事業団体連合会,"H16.6.24
H17.3.20",,
鳥取県,"三朝町,",地籍調査,基準点,地籍図根点,,"鳥取県三朝町
助言H16.6.24G0056",鳥取県土地改良事業団体連合会,"H16.6.24
H16.12.20",,
鳥取県,"岩美町,",ほ場整備,"基準点,基準点,基準点","2級,,3級,,4級","6point,1point,0.8KM2","大谷土地改良区
助言H16.7.6G0072",鳥取県土地改良事業団体連合会,"H16.7.6
H16.12.31",,
鳥取県,"東郷町,",地籍調査,基準点,地籍図根点,,"鳥取県東郷町
助言H16.7.8G0075",西谷技術コンサルタント(株),"H16.7.8
H17.2.28",,
鳥取県,"鳥取市,",ほ場整備,"基準点,基準点,基準点","2級,,3級,,4級","2point,2point,0.2KM2","鳥取県鳥取市
助言H16.7.13G0084",鳥取県土地改良事業団体連合会,"H16.7.13
H16.12.31",,
鳥取県,"赤碕町,",基盤整備事業,"座標変換,基準点,基準点","1級,,2級,,4級","1point,3point,0.1KM2","鳥取県赤碕町
助言H16.8.10G0115",ダイニチ技研(株),"H16.7.14
H17.1.31",,
鳥取県,"岩美町,",下水道計画,"カラー撮影,空三,数値図化,水準","5000,,500,,500,,3級","6.3KM2,12M,0.1KM2,5.4km","鳥取県岩美町
助言H16.8.10G0117",(株)ウェスコ,"H16.8.5
H17.3.25",,
鳥取県,"鳥取市,",地盤変動調査,水準,１級,14.0km,"鳥取県
助言H16.8.17G0121",サイトウコンサルタント(株),"H16.9.1
H16.9.30",,
鳥取県,"赤碕町,",地籍調査,基準点,地籍図根点,,"鳥取県赤碕町
助言H16.8.25G0125",西谷技術コンサルタント(株),"H16.8.25
H17.2.18",,
鳥取県,"八東町,",地籍調査,基準点,地籍図根点,,"鳥取県八東町
助言H16.8.26G0131",西谷技術コンサルタント(株),"H16.8.26
H17.3.22",,
鳥取県,"関金町,",地籍調査,基準点,地籍図根点,,"鳥取県関金町
助言H16.8.26G0132",西谷技術コンサルタント(株),"H16.8.26
H17.3.10",,
鳥取県,"三朝町,",地籍調査,基準点,地籍図根点,,"鳥取県三朝町
助言H16.8.31G0137",西谷技術コンサルタント(株),"H16.8.31
H17.3.10",,
鳥取県,"郡家町,",地籍調査,基準点,地籍図根点,,"鳥取県郡家町
助言H16.9.8G0147",西谷技術コンサルタント(株),"H16.9.8
H17.3.25",,
鳥取県,"琴浦町,",航空写真撮影,カラー撮影,10000,139.9KM2,"鳥取県琴浦町
助言H16.9.8G0148",(株)ジェクト中国,"H16.9.6
H16.10.31",,
鳥取県,"鳥取市,",国道の維持管理,"水準,水準","3級,,4級","3.8km,3.0km","中国地方整備局鳥取河川国道事務所
助言H16.9.13G0150",シンワ技研コンサルタント(株),"H16.9.13
H16.10.31",,
鳥取県,"米子市,",下水道計画,数値図化,500,0.3KM2,"鳥取県米子市
助言H16.10.5G0165",(株)ワールド,"H16.10.5
H16.12.17",,
鳥取県,"湯梨浜町,",都市計画,"空三,数値図化,水準","2500,,2500,,簡級","18M,14.6KM2,10.0km","鳥取県湯梨浜町
助言H16.10.26G0187",写測エンジニアリング(株),"H16.10.1
H16.12.28",,
鳥取県,"鳥取市,",課税評価,撮影,20000,847.0KM2,"広島国税局
助言H16.11.19G0228",(株)日航コンサルタント,"H16.10.1
H16.12.31",,
鳥取県,"鳥取市,智頭町,船岡町,",森林計画,"ディジタルオルソ,空三","5000,,5000","87.0KM2,87.0KM2","鳥取県
助言H16.11.30G0238",朝日航洋(株),"H16.12.15
H17.3.15",,
鳥取県,"鳥取市,日南町,日野町,南部町,中山町,八東町,若桜町,智頭町,大山町,名和町,湯梨浜町,",砂防計画,"カラー撮影,空三,数値図化","10000,,2500,,2500","152.0KM2,651M,122.0KM2","鳥取県
助言H16.11.30G0239","国際航業(株)
(株)ウェスコ","H16.11.25
H17.6.30",,
鳥取県,"倉吉市,",道路計画,"カラー撮影,空三,数値図化","8000,,1000,,1000","11.0KM2,9M,2.7KM2","鳥取県中部総合事務所
助言H16.12.14G0263",西谷技術コンサルタント(株),"H16.12.15
H17.3.25",,
鳥取県,"鳥取市,",地籍調査,"基準点,基準点","街区三角点,,街区多角点","16.4KM2,16.4KM2","土地?水資源局国土調査課
助言H17.1.7G0276",サイトウコンサルタント(株),"H16.9.27
H17.1.17",,
鳥取県,"鳥取市,",地籍調査,座標変換,2級,3point,"鳥取県鳥取地方県土整備局
助言H17.3.29G0341",サイトウコンサルタント(株),"H16.9.27
H17.3.31",,
鳥取県,"鳥取市,",地籍調査,座標変換,１級,1point,"鳥取県鳥取市
助言H17.3.29G0354",サイトウコンサルタント(株),"H16.9.27
H17.3.31",,
鳥取県,"鳥取市,",地籍調査,座標変換,2級,5point,"中国地方整備局鳥取河川国道事務所
助言H17.3.29G0367",サイトウコンサルタント(株),"H16.9.27
H17.3.31",,
島根県,"津和野町,",下水道計画,数値図化,500,0.4KM2,"島根県津和野町
助言H16.4.6G0003",(株)ワールド,"H16.4.6
H16.5.31",,
島根県,"東出雲町,",ほ場整備,"基準点,基準点","3級,,4級","14point,0.4KM2","島根県松江晨林振興センター
助言H16.5.11G0015",島根県土地改良事業団体連合会,"H16.6.15
H17.3.30",,
島根県,"大田市,",ほ場整備,"基準点,基準点","3級,,4級","6point,0.5KM2","島根県川本農林振興センター大田耕地
事業所
助言H16.5.12G0016",島根県土地改良事業団体連合会,"H16.6.15
H17.3.30",,
島根県,"吉田村,",ほ場整備,"基準点,基準点","3級,,4級","7point,0.1KM2","島根県木次晨林振興センター
助言H16.5.13G0017",島根県土地改良事業団体連合会,"H16.6.15
H17.3.30",,
島根県,"頓原町,赤来町,仁多町,",森林計画,撮影,20000,110.0KM2,"島根県
助言H16.5.26G0021",(株)パスコ,"H16.4.28
H16.10.31",,
島根県,"桜江町,",ほ場整備,"基準点,基準点","3級,,4級","1point,0.1KM2","島根県川本晨林振興センター
助言H16.6.2G0027",島根県土地改良事業団体連合会,"H16.8.2
H17.3.18",,
島根県,"松江市,",道路設計及び地籍調査,基準点,3級,12point,"島根県高規格道路事務所
助言H16.6.14G0038",(株)共立エンジニヤ,"H16.6.14
H17.3.25",,
島根県,"吉田村,",地籍調査,基準点,地籍図根点,,"島根県吉田村
助言H16.6.14G0039",(有)松江測地社,"H16.6.14
H16.9.30",,
島根県,"浜田市,",道路計画,基準点,3級,3point,"中国地方整備局浜田河川国道事務所
助言H16.6.14G0044",中電技術コンサルタント(株),"H16.6.11
H16.12.20",,
島根県,"旭町,",地籍調査,"座標変換,基準点","地籍図根点,,地籍図根点",13point,"島根県旭町
助言H16.6.17G0046",(有)松江測地社,"H16.6.17
H16.12.20",,
島根県,"匹見町,",地籍調査,基準点,地籍図根点,,"島根県匹見町
助言H16.6.17G0050",(有)松江測地社,"H16.6.17
H17.3.31",,
島根県,"匹見町,",地籍調査,基準点,地籍図根点,,"島根県匹見町
助言H16.6.17G0051",(有)松江測地社,"H16.6.17
H17.3.31",,
島根県,"海士町,",ほ場整備,"基準点,基準点","3級,,4級","7point,0.1KM2","島根県隠岐支庁
助言H16.6.18G0053",島根県土地改良事業団体連合会,"H16.6.25
H17.3.15",,
島根県,"羽須美村,",県営中山間地域総合整備事業,"基準点,基準点","2級,,3級","2point,2point","島根県
助言H16.6.28G0063",島根県土地改良事業団休連合会,"H16.8.2
H17.3.30",,
島根県,"大田市,",下水道計画,"カラー撮影,空三,数値図化,水準","4000,,500,,500,,簡級",847.0KM2,"島根県大田市
助言H16.7.6G0073",(株)ジェクト中国,"H16.6.24
H16.9.30",,
島根県,"浜田市,三隅町,",道路計画,座標変換,1000,9.0KM2,"中国地方整備局浜田河川国道事務所
助言H16.7.8G0079",(株)ウェスコ,"H16.7.1
H17.2.28",,
島根県,"斐川町,",土地区画整理,"座標変換,座標変換,基準点,基準点","2級,,3級,,3級,,4級","2point,1point,3point,70point","斐川町神立土地区画整理組合
助言H16.7.9G0080",(財)福岡土地区画整理協会,"H16.7.9
H16.12.31",,
島根県,"頓原町,",ほ場整備,"基準点,基準点","3級,,4級","3point,0.1KM2","島根県木次晨林振興センター
助言H16.7.9G0082",島根県土地改良事業団体連合会,"H16.7.1
H16.12.10",,
島根県,"頓原町,",ほ場整備,"基準点,基準点","3級,,4級","7point,0.1KM2","島根県木次晨林振興センター
助言H16.7.9G0083",島根県土地改良事業団体連合会,"H16.7.1
H16.12.10",,
島根県,"江津市,",ほ場整備,"基準点,基準点","3級,,4級","4point,0.1KM2","島根県浜田晨林振興センター
助言H16.7.13G0086",島根県土地改良事業団体連合会,"H16.7.20
H17.3.31",,
島根県,"出雲市,",土地区画整理,"座標変換,基準点","3級,,4級","5point,30point","出雲市築山土地区画整理組合
助言H16.7.20G0092",(財)福岡土地区画整理協会,"H16.7.20
H16.10.25",,
島根県,"松江市,",地籍調査,基準点,地籍図根点,,"島根県松江市
助言H16.7.26G0099",(株)アトラス,"H16.7.26
H17.1.31",,
島根県,"都万村,",地籍調査,"座標変換,基準点","地籍図根点,,地籍図根点",3point,"島根県都万村
助言H16.7.26G0101",(有)松江測地社,"H16.9.6
H17.1.28",,
島根県,"松江市,",地籍調査,基準点,地籍図根点,,"島根県松江市
助言H16.8.3G0107",(株)ジェクト中国,"H16.6.10
H17.1.31",,
島根県,"西郷町,",地籍調査,"座標変換,基準点","地籍図根点,,地籍図根点",30point,"島根県西郷町
助言H16.8.10G0116",(有)松江測地社,"H16.8.5
H17.3.15",,
島根県,"佐田町,",地籍調査,基準点,地籍図根点,,"島根県佐田町
助言H16.8.25G0126",(有)松江測地社,"H16.8.25
H17.1.17",,
島根県,"頓原町,",地籍調査,"座標変換,基準点","地籍図根点,,地籍図根点",13point,"島根県頓原町
助言H16.8.25G0128",(有)松江測地社,"H16.8.25
H17.3.31",,
島根県,"益田市,匹見町,",道路計画,基準点,2級,4point,"島根県益田土木建築事務所
助言H16.8.27G0135",(株)大建コンサルタント,"H16.9.1
H17.1.4",,
島根県,"松江市,",地籍調査,基準点,地籍図根点,,"島根県松江市
助言H16.9.2G0141",(有)松江測地社,"H16.9.2
H17.3.31",,
島根県,"西郷町,",地籍調査,基準点,地籍図根点,,"島根県西郷町
助言H16.9.13G0151","(社)島根県公共嘱託登記土地家
屋調査士会","H16.9.7
H17.3.15",,
島根県,"鹿島町,",灯台移設に伴う基準点測量,基準点,2級,2point,"島根県松江水産事務所
助言H16.9.15G0153",中電技術コンサルタント(株),"H16.9.21
H16.10.25",,
島根県,"旭町,",地籍調査,座標変換,,19point,"島根県旭町
助言H16.10.12G0167",(有)松江測地社,"H16.10.12
H17.2.10",,
島根県,"六日市町,",ほ場整備,"基準点,基準点,基準点","2級,,3級,,4級","8point,12point,21.3KM2","島根県益田晨林振興センター
助言H16.10.12G0168",オリェンタル測量(株),"H16.10.8
H17.3.23",,
島根県,"益田市,",確定測量,"基準点,基準点,基準点","2級,,3級,,4級","4point,5point,0.1KM2","島根県益田晨林振興センター
助言H16.10.18G0177",(株)岡崎測量,"H16.10.18
H17.3.23",,
島根県,"斐川町,",ほ場整備,"基準点,基準点","3級,,4級","12point,0.4KM2","島根県出雲晨林振興センター
助言H16.10.22G0181",島根県土地改良事業団休連合会,"H16.11.1
H17.3.30",,
島根県,"柿木村,",ほ場整備,"基準点,基準点,基準点","2級,,3級,,4級","2point,7point,23point","島根県益田晨林振興センター
助言H16.10.26G0192",石州測量設計(株),"H16.10.25
H17.3.23",,
島根県,"邑南町,",地籍調査,座標変換,地籍図根点,847.0KM2,"島根県邑南町
助言H16.10.28G0198",(有)松江測地社,"H16.10.28
H17.3.18",,
島根県,"大東町,",総合計画,"カラー撮影,直接定位計算,数値図化","20000,,5000,,5000","321.6KM2,152.2KM2,152.2KM2","島根県大東町
助言H16.11.17G0216",(株)ワールド,"H16.11.17
H17.1.31",,
