都道府県名,測量地域,測量目的,測量種別,縮尺･等級,事業量,計画機関,作業機関,自至時期,2018.01.14修正,
群馬県,"黒保根村,東村,大間々町,",砂防計画,数値図化,2500,32.2KM2,"群馬県桐生土木事務所
助言H16.10.8C0231",中日本航空(株),"H16.10.4
H16.12.6",,
群馬県,"前橋市,",道路計画,"基準点,平板","4級,,250","4point,0.1KM2","高崎河川国道事務所
助言H16.10.13C0235",東武計画(株),"H16.9.13
H17.3.18",,
群馬県,"利根村,片品村,",砂防計画,数値図化,2500,85.8KM2,"群馬県沼田土木事務所
助言H16.10.13C0236",(株)測研,"H16.2.21
H16.12.24",,
群馬県,"利根村,",土地改良,"基準点,基準点,基準点","2級,,3級,,4級","10point,67point,208point","群馬県
助言H16.10.21C0249",プロフア設計(株),"H16.10.15
H17.3.22",,
群馬県,"前橋市,",世界測地系への座標変換,"基準点,座標変換","１級,,2級","5point,12point","群馬県前橋市
助言H16.10.25C0257",関東測量(株),"
H16.10.19

H16.11.16",,
群馬県,"板倉町,",都市計画,"カラー撮影,空三,数値図化","10000,,10000,,2500","41.8KM2,55M,41.8KM2","群馬県板倉町
助言H16.10.29C0261",(株)GIS関東群馬支店,"H16.10.25
H17.3.25",,
群馬県,"子持村,赤城村,北橘村,吉岡町,榛東村,伊香保町,",砂防計画,数値図化,2500,88.1KM2,"群馬県渋川土木事務所
助言H16.11.11C0281",利根コンサルタント(株),"H16.2.25
H17.1.31",,
群馬県,"大間々町,",固定資産調査,"カラー撮影,空三","8000,,8000","48.1KM2,89M","群馬県大間々町
助言H16.11.25C0299",アクリーグ(株),"H16.11.30
H17.2.28",,
群馬県,"館林市,伊勢崎市,新町,境町,玉村町,尾島町,新田町,板倉町,明和町,千代田町,大泉町,邑楽町,前橋市,高崎市,太田市,藤岡市,吉井町,東村,薮塚本町,",地盤変動調査,水準,１級,520.0km,"群馬県
助言H16.12.3C0329",(株)パスコ,"H16.11.16
H17.2.28",,
群馬県,"宮城村,粕川村,新里村,",用水改築地形測量,"水準,","2級,,","19.0km,6point","水資源機構群馬用水総合事業所
助言H16.12.3C0330","(株)地測設計
アコン測量設計(株)","H16.11.26
H17.3.18",,
群馬県,"館林市,",ほ場整備,"座標変換,基準点,基準点","2級,,3級,,4級","5point,20point,139point","群馬県
助言H16.12.8C0341",群馬県土地改良事業団体連合会,"H16.10.4
H17.2.25",,
群馬県,"高崎市,",世界測地系への座標変換,"座標変換,座標変換","１級,,2級","137point,182point","群馬県高崎市
助言H16.12.13C0358","(株)冨永調査事務所
東洋測量設計(株)
藤和航測(株)","
H16.10.29

H17.2.9",,
群馬県,"安中市,下仁田町,松井田町,",砂防計画,"数値図化,撮影,ディジタルオルソ","2500,,12500,,","48.9KM2,55.5KM2,178.5KM2","群馬県富岡土木事務所
助言H17.1.6C0379",アジア航測(株),"H16.11.11
H17.9.30",,
群馬県,"赤堀町,",土地改良,"基準点,基準点","3級,,4級","4point,17point","赤堀町
助言H17.1.6C0402",群馬県土地改良事業団体連合会,"H17.1.6
H17.1.20",,
群馬県,"館林市,",固定資産評価資料,カラー撮影,ADS4020cm,61.0KM2,"群馬県館林市
助言H17.1.12C0418",(株)パスコ,"H16.11.1
H17.3.30",,
群馬県,"富士見村,",固定資産評価資料,カラー撮影,ADS4020cm,70.4KM2,"群馬県富士見村
助言H17.1.12C0419",(株)パスコ,"H16.11.1
H17.3.20",,
群馬県,"子持村,",固定資産評価資料,カラー撮影,ADS4020cm,40.3KM2,"群馬県子持村
助言H17.1.12C0420",(株)パスコ,"H16.11.1
H17.3.25",,
群馬県,"甘楽町,",固定資産評価資料,カラー撮影,ADS4020cm,58.6KM2,"群馬県甘楽町
助言H17.1.12C0421",(株)パスコ,"H16.11.1
H17.3.20",,
群馬県,"吾妻町,",固定資産評価資料,カラー撮影,ADS4020cm,125.3KM2,"群馬県吾妻町
助言H17.1.12C0422",(株)パスコ,"H16.11.1
H17.3.25",,
群馬県,"境町,",固定資産評価資料,カラー撮影,ＵＣＤ８ｃｍ,31.3KM2,"群馬県境町
助言H17.1.12C0423",(株)パスコ,"H16.11.1
H17.3.25",,
群馬県,"尾島町,",固定資産評価資料,カラー撮影,ADS4020cm,19.3KM2,"群馬県尾島町
助言H17.1.12C0424",(株)パスコ,"H16.11.1
H17.3.20",,
群馬県,"新田町,",固定資産評価資料,カラー撮影,ADS4020cm,38.2KM2,"群馬県新田町
助言H17.1.12C0425",(株)パスコ,"H16.11.1
H17.3.20",,
群馬県,"薮塚本町,",固定資産評価資料,カラー撮影,ADS4020cm,21.0KM2,"群馬県薮塚本町
助言H17.1.12C0426",(株)パスコ,"H16.11.1
H17.3.20",,
群馬県,"笠懸町,",固定資産評価資料,カラー撮影,ADS4020cm,88.1KM2,"群馬県笠懸町
助言H17.1.12C0427",(株)パスコ,"H16.11.1
H17.3.20",,
群馬県,"板倉町,",固定資産評価資料,カラー撮影,ADS4020cm,41.8KM2,"群馬県板倉町
助言H17.1.12C0428",(株)パスコ,"H16.11.1
H17.3.20",,
群馬県,"明和町,",固定資産評価資料,カラー撮影,ADS4020cm,19.7KM2,"群馬県明和町
助言H17.1.12C0429",(株)パスコ,"H16.11.15
H17.3.25",,
群馬県,"大泉町,",固定資産評価資料,カラー撮影,ADS4020cm,17.9KM2,"群馬県大泉町
助言H17.1.12C0430",(株)パスコ,"H16.11.1
H17.3.25",,
群馬県,"邑楽町,",固定資産評価資料,カラー撮影,ADS4020cm,31.1KM2,"群馬県邑楽町
助言H17.1.12C0431",(株)パスコ,"H16.11.1
H17.3.20",,
群馬県,"高崎市,",地籍調査,"基準点,基準点","街区三角点,,街区多角点","13.6KM2,13.6KM2","土地･水資源局国土調査課
助言H17.1.20C0494","協和テクノ(株)
(株)桜井測量設計
(株)小出測量設計事務所","H16.10.29
H17.3.25",,
群馬県,"高崎市,",地籍調査,"基準点,基準点","街区三角点,,街区多角点","12.2KM2,12.2KM2","土地･水資源局国土調査課
助言H17.1.20C0495","(株)高崎測量
朝日測量(株)
新井調査設計(株)","H16.10.29
H17.3.25",,
群馬県,"高崎市,",地籍調査,"基準点,基準点","街区三角点,,街区多角点","11.9KM2,11.9KM2","土地･水資源局国土調査課
助言H17.1.20C0496","(株)冨永調査事務所
東洋測量設計(株)
藤和航測(株)","H16.10.29
H17.3.22",,
群馬県,"鬼石町,",固定資産評価資料,カラー撮影,ADS4020cm,52.5KM2,"群馬県鬼石町
助言H17.1.20C0510",(株)パスコ,"H16.12.22
H17.3.25",,
群馬県,"藤岡市,",固定資産評価資料,カラー撮影,ADS4020cm,127.6KM2,"群馬県藤岡市
助言H17.2.1C0534",(株)パスコ,"H16.11.1
H17.3.25",,
群馬県,"伊勢崎市,",固定資産評価資料,カラー撮影,ＵＣＤ８ｃｍ,65.2KM2,"群馬県伊勢崎市
助言H17.2.1C0535",(株)パスコ,"H16.11.1
H17.3.14",,
群馬県,"榛名町,",砂防計画,数値図化,2500,25.4KM2,"群馬県高崎土木事務所
助言H17.2.3C0545",(株)地測設計,"H16.11.12
H17.7.31",,
群馬県,"前橋市,",土地区画整理,"基準点,基準点","3級,,4級","4point,32point","群馬県前橋市
助言H17.2.16C0560",三陽測量(株),"H17.2.11
H17.3.22",,
群馬県,"前橋市,",都市計画,カラー撮影,12500,98.9KM2,"群馬県前橋市
助言H17.2.17C0566",昭和(株),"H17.1.27
H17.3.22",,
群馬県,"前橋市,",道路計画,路線,,3.1km,"高崎河川国道事務所
助言H17.2.22C0571",三井共同建設コンサルタント(株),"H17.2.21
H17.3.15",,
群馬県県境埼玉県,"神流町,鬼石町,県境神泉村,",ダム計画,"カラー撮影,航空レーザ",8000,"35.6KM2,35.6KM2","利根川水系総合調査事務所
助言H17.3.9C0598",中日本航空(株),"H17.2.25
H17.4.20",,
群馬県,"榛名町,",土地改良,"基準点,基準点,基準点","2級,,3級,,4級","1point,4point,12point","群馬県
助言H17.3.22C0614",群馬県土地改良事業団体連合会,"H17.3.15
H17.3.31",,
茨城県県境群馬県県境埼玉県県境千葉県,"取手市,岩井市,守谷市,総和町,五霞町,県境伊勢崎市,板倉町,尾島町,大泉町,明和町,千代田町,県境本庄市,羽生市,栗橋町,大利根町,県境柏市,野田市,我孫子市,",河川管理,"基準点,水準","2級,,3級","85point,50.0km","利根川上流河川事務所
助言H17.3.22C0615",基礎地盤コンサルタンツ(株),"H16.12.8
H17.3.31",,
群馬県,"大間々町,太田市,前橋市,黒保根村,板倉町,",砂防計画,数値図化,2500,88.1KM2,"群馬県桐生土木事務所
助言H17.3.28C0627",技研測量設計(株),"H16.12.3
H17.8.15",,
埼玉県,"東松山市,",土地区画整理,基準点,3級,6point,"都市基盤整備公団埼玉地域支社

助言H16.4.2C0001",(株)オオバ,"H16.4.1

H16.9.22",,
埼玉県,"狭山市,",都市計画,基準点,2級,1point,"埼玉県狭山市
助言H16.4.15C0005",(株)細田測量設計,"H16.4.5
H16.6.30",,
埼玉県,"桶川市,坂戸市,鶴ヶ島市,川島町,",道路計画,"カラー撮影,数値図化","5000,,1000","7.9KM2,7.9KM2","大宮国道事務所
助言H16.4.28C0011",中日本航空(株),"H16.3.23
H16.6.30",,
埼玉県,"新座市,",土地区画整理(出来型確認測量),"座標変換,基準点,基準点,平板","１級,,3級,,4級,,500","3point,3point,20point,0.1KM2","新座市野火止七丁目地区土地区画
整理組合
助言H16.4.28C0015",昭和(株),"H16.5.1
H16.8.31",,
埼玉県,"川口市,",土地区画整理,"基準点,基準点","3級,,4級","3point,18point","川口市根堤土地区画整理組合
助言H16.4.28C0016",(株)大洋画地,"H16.4.28
H16.12.24",,
埼玉県,"さいたま市,",都市計画,"空三,数値図化","10000,,1000","9M,1.5KM2","埼玉県さいたま市
助言H16.5.12C0029",国際航業(株),"H16.5.10
H16.5.28",,I修正
埼玉県,"日高市,",道路台帳,平板,500,0.1KM2,"埼玉県日高市
助言H16.5.12C0031",西武測量設計(株),"H16.4.26
H16.5.28",,
埼玉県,"川越市,",固定資産税調査,カラー撮影,4000,109.2KM2,"埼玉県川越市
助言H16.5.20C0041",(株)パスコ,"H16.4.26
H16.6.30",,
埼玉県,"玉川村,",都市計画,"カラー撮影,空三,写真図","20000,,,,2500","14.4KM2,,14.4KM2","埼玉県玉川村
助言H16.5.20C0042",(株)パスコ,"H16.4.28
H16.7.30",,
埼玉県,"所沢市,",土地区画整理,"基準点,基準点,平板","3級,,4級,,500","3point,8point,0.1KM2","所沢市山口土地区画整理組合
助言H16.5.21C0044",平成都市技研(株),"H16.6.1
H16.12.31",,
埼玉県,"川口市,",土地区画整理,平板,500,0.4KM2,"埼玉県川口市
助言H16.5.31C0047",(株)大洋画地,"H16.6.1
H16.12.24",,
埼玉県,"川里町,",都市計画,"カラー撮影,数値図修正","10000,,2500","12.0KM2,12.0KM2","埼玉県川里町
助言H16.5.31C0052",(株)パスコ,"H16.4.28
H16.7.30",,
埼玉県,"所沢市,",都市計画,"カラー撮影,数値図修正,座標変換","10000,,2500,,2500","72.0KM2,72.0KM2,72.0KM2","埼玉県所沢市
助言H16.6.1C0055",朝日航洋(株),"H16.5.13
H17.2.28",,
埼玉県,"東松山市,",土地区画整理,"基準点,平板","4級,,500","65point,0.1KM2","埼玉県東松山市
助言H16.6.1C0056",昭和(株),"H16.6.7
H16.10.29",,
埼玉県,"新座市,",土地区画整理,"基準点,基準点,基準点,基準点,水準,水準","１級,,2級,,3級,,4級,,3級,,4級","1point,1point,5point,24point,2.1km,1.6km","埼玉県新座市
助言H16.6.2C0057",昭和(株),"H16.5.27
H16.11.30",,
埼玉県,"桶川市,",ほ場整備,"座標変換,座標変換,座標変換","4級(改測),,4級(変換),,筆境(変換)",88.1KM2,"埼玉県さいたま農林振興センター
助言H16.6.10C0065",(株)ヤマト測建,"H16.6.3
H16.10.29",,
埼玉県,"滑川町,",道路台帳,基準点,１級,42point,"埼玉県滑川町
助言H16.6.17C0066",高瀬測量設計(株),"H15.3.10
H18.3.30",,
埼玉県,"大利根町,",都市計画,基準点,2級,38point,"埼玉県大利根町
助言H16.6.10C0069",昭和(株),"H16.6.10
H16.8.31",,
埼玉県,"川口市,",土地区画整理,"基準点,基準点","3級,,4級","9point,187point","埼玉県川口市
助言H16.6.16C0070",(株)大洋画地,"H16.9.1
H17.3.31",,
埼玉県,"坂戸市,",都市計画,基準点,１級,35point,"埼玉県坂戸市
助言H16.6.23C0084",西武測量設計(株),"H16.5.28
H16.11.25",,
埼玉県,"三郷市,八潮市,",不動産登記法第17条地図作製,"基準点,基準点","2級,,3級","1point,12point","さいたま地方法務局
助言H16.6.30C0094",株式会社ランドマーク,"H16.6.10
H17.3.31",,
埼玉県,"さいたま市,",土地区画整理,"座標変換,座標変換,座標変換,基準点","１級,,3級,,4級,,3級","4point,21point,101point,133point","埼玉県さいたま市
助言H16.6.30C0096",昭和(株),"H16.7.1
H17.2.28",,
埼玉県,"上尾市,",土地区画整理,"座標変換,座標変換,座標変換,座標変換","2級,,3級,,4級,,500","1point,36point,508point,0.9KM2","埼玉県上尾市
助言H16.7.23C0122",昭和(株),"H16.7.22
H16.12.25",,
埼玉県,"さいたま市,",土地区画整理,"基準点,基準点,平板,座標変換","3級,,4級,,出来形確認,,出来形確認","5point,15point,0.1KM2,0.1KM2","埼玉県住宅供給公社
助言H16.7.30C0129",(株)ヤマト測建,"H16.7.1
H16.9.30",,
埼玉県,"戸田市,",都市計画,基準点,3級,267point,"埼玉県戸田市
助言H16.8.2C0133",(有)旭測量設計,"H16.6.18
H17.3.26",,
埼玉県,"越谷市,",地籍調査,平板,500,3.1KM2,"埼玉県越谷市
助言H16.8.3C0139",(株)パスコ,"H16.8.1
H17.3.25",,
埼玉県,"川本町,",都市計画,"座標変換,基準点","１級,,１級","4point,11point","埼玉県川本町
助言H16.8.3C0140",昭和(株),"H16.7.29
H16.10.29",,
埼玉県,"本庄市,",世界測地系への座標変換,座標変換,3級,28point,"都市再生機構本庄都市開発事務所
助言H16.8.9C0146",昭和(株),"H16.3.1
H16.8.30",,
埼玉県,"宮代町,",土地区画整理,"基準点,基準点,水準","3級,,4級,,3級","9point,45point,2.5km","埼玉県宮代町
助言H16.8.17C0148",東武計画(株),"H16.8.26
H16.11.19",,
埼玉県,"毛呂山町,越生町,鳩山町,",砂防計画,数値図化,2500,20.9KM2,"埼玉県飯能県土整備事務所
助言H16.8.17C0149","日本工営(株)
国際航業(株)","H15.10.10
H16.10.30",,
埼玉県,"蓮田市,",土地区画整理,"平板,平板","500,,出来形確認","0.2KM2,0.2KM2","埼玉県蓮田市
助言H16.8.18C0153",昭和(株),"H16.8.10
H17.2.28",,
埼玉県,"さいたま市,",都市計画,カラー撮影,4000,168.3KM2,"埼玉県さいたま市
助言H16.8.24C0162",(株)パスコ,"H16.8.23
H17.3.18",,
埼玉県,"川越市,",固定資産税調査,"数値図化,数値図修正,座標変換,写真図","500,,1000,,2500,,1000","109.0KM2,109.0KM2,109.0KM2,109.0KM2","埼玉県川越市
助言H16.8.25C0167",(株)パスコ,"H16.4.26
H17.3.22",,
埼玉県,"菖蒲町,",都市計画,"基準点,座標変換","3級,,3級","51point,475point","埼玉県菖蒲町
助言H16.8.25C0169",太平洋航業(株),"H16.7.26
H17.2.15",,
埼玉県,"川越市,",土地区画整理(出来形確認測量),"基準点,基準点,基準点,座標変換,平板","2級,,3級,,4級,,2級(改測),,500",88.1KM2,"川越市大塚新田第二土地区画整理組
合
助言H16.9.1C0171",昭和(株),"H16.8.23
H17.3.15",,
埼玉県,"岩槻市,",都市計画,"カラー撮影,数値図化","10000,,2500","49.2KM2,49.2KM2","埼玉県岩槻市
助言H16.9.1C0172",アジア航測(株),"H16.7.14
H17.3.18",,
埼玉県,"越谷市,",都市計画,数値図修正,2500,60.3KM2,"埼玉県越谷市
助言H16.9.1C0173",アジア航測(株),"H16.8.10
H17.3.15",,
埼玉県,"栗橋町,",道路台帳,"基準点,基準点","3級,,4級","12point,56point","埼玉県栗橋町
助言H16.9.1C0177",東武計画(株),"H16.7.7
H16.12.24",,
埼玉県,"春日部市,",地籍調査,基準点,図根多角点,0.2KM2,"埼玉県春日部市
助言H16.9.1C0180",(株)パスコ,"H16.9.1
H17.1.31",,
埼玉県,"行田市,",土地区画整理,"基準点,基準点,地上数値法","3級,,4級,,500","8point,62point,0.3KM2","埼玉県行田市
助言H16.9.3C0183",埼玉県住宅供給公社,"H16.9.1
H16.12.1",,
埼玉県,"戸田市,",都市計画,"カラー撮影,数値図化,編集,写真図","DMC,,2500,,10000,,2500","18.2KM2,18.2KM2,18.2KM2,18.2KM2","埼玉県戸田市
助言H16.9.10C0186",国際航業(株),"H16.9.3
H17.3.22",,
埼玉県,"吉見町,",都市計画,基準点,3級,30point,"埼玉県吉見町
助言H16.9.8C0187",新日本測量設計(株),"H16.9.21
H17.3.4",,
埼玉県,"入間市,",土地区画整理,"基準点,基準点,地上数値法","3級,,4級,,500","3point,33point,0.1KM2","埼玉県入間市
助言H16.9.8C0188",(株)八州,"H16.7.8
H16.12.15",,
埼玉県,"さいたま市,",土地区画整理,"基準点,基準点,基準点","１級,,3級,,4級","3point,12point,0.1KM2","さいたま市中尾不動谷･駒前土地区画
整理組合
助言H16.9.28C0206",有限会社酒井測量設計,"H16.10.1
H17.9.30",,
埼玉県,"飯能市,",都市計画,"カラー撮影,数値図修正,座標変換","10000,,2500,,2500","10.0KM2,10.0KM2,74.4KM2","埼玉県飯能市
助言H16.9.30C0213",(株)パスコ,"H16.8.18
H17.1.17",,
埼玉県,"和光市,",土地区画整理,"基準点,基準点,平板","3級,,4級,,500","4point,73point,0.2KM2","埼玉県和光市
助言H16.10.8C0221",共和コンサルタント(株),"H16.8.2
H17.3.31",,
埼玉県,"坂戸市,",都市計画,"基準点,基準点","2級,,3級","62point,339point","埼玉県坂戸市
助言H16.10.8C0230","兼六測量設計(株)
太平洋航業(株)","H16.9.27
H17.1.31",,
埼玉県,"幸手市,",道路台帳,基準点,4級,43point,"埼玉県幸手市
助言H16.10.13C0234",(株)サクラプランニング,"H16.7.13
H17.2.28",,
埼玉県,"さいたま市,",都市計画,"カラー撮影,数値図化,数値図化","4000,,500,,2500","168.3KM2,168.3KM2,168.3KM2","埼玉県さいたま市
助言H16.10.13C0237",(株)パスコ,"H16.10.6
H17.3.18",,
埼玉県,"日高市,",土地区画整理,基準点,3級,12point,"埼玉県日高市
助言H16.10.13C0238",(株)八州,"H16.10.10
H17.3.31",,
埼玉県,"入間市,",都市計画,"基準点,水準","2級,,3級",88.1KM2,"埼玉県入間市
助言H16.10.14C0241",(有)ナミキ測量設計,"H16.12.1
H17.3.18",,
埼玉県,"和光市,",道路･水道台帳,基準点,3級,51point,"埼玉県和光市
助言H16.10.19C0243",昭和(株),"H16.10.20
H17.3.31",,
埼玉県,"上尾市,",土地区画整理,"座標変換,座標変換","3級,,4級","19point,125point","埼玉県上尾市
助言H16.10.21C0252",昭和(株),"H16.10.25
H17.3.25",,
埼玉県,"さいたま市,",土地区画整理,"基準点,基準点,基準点","2級,,3級,,4級","4point,9point,137point","埼玉県さいたま市
助言H16.10.29C0263",カツミテクノ(株),"H16.11.1
H17.3.21",,
埼玉県,"本庄市,",土地区画整理,基準点,3級,14point,"埼玉県本庄市
助言H16.10.29C0265",昭和(株),"H16.10.15
H17.3.10",,
埼玉県,"鳩山町,",都市計画,"カラー撮影,数値図修正,座標変換,編集,編集","12500,,2500,,2500,,10000,,25000","25.7KM2,25.7KM2,25.7KM2,25.7KM2,25.7KM2","埼玉県鳩山町
助言H16.11.5C0271",東武計画(株),"H16.9.28
H17.2.28",,
埼玉県,"新座市,",固定資産資料,カラー撮影,6500,22.8KM2,"埼玉県新座市
助言H16.11.11C0288",東武計画(株),"H16.4.1
H17.3.31",,
埼玉県,"富士見市,",都市計画,"座標変換,座標変換,座標変換","１級(改測),,１級(改算),,2級(改算)","4point,13point,70point","埼玉県富士見市
助言H16.11.29C0313",国際航業(株),"H16.11.18
H17.3.10",,
埼玉県,"三郷市,",世界測地系への座標変換,"座標変換,座標変換","１級,,2級","29point,91point","埼玉県三郷市
助言H16.12.3C0331",国際航業(株),"H16.12.1
H17.3.10",,
埼玉県,"さいたま市,草加市,越谷市,幸手市,所沢市,川越市,桶川市,熊谷市,羽生市,深谷市,本庄市,鴻巣市,戸田市,三郷市,春日部市,加須市,行田市,朝霞市,北川辺町,栗橋町,",地盤変動調査,水準,１級,800.0km,"埼玉県
助言H16.12.3C0335","国際航業(株)
アジア航測(株)","H16.11.30
H17.3.18",,
埼玉県,"さいたま市,川口市,",道路敷地調査,"基準点,基準点,基準点,基準点","１級,,2級,,3級,,4級","4point,4point,13point,186point","北首都国道事務所
助言H16.12.8C0337","大成測量(株)
関東工営(株)
(株)ヤチホ
朝日航洋(株)","H16.10.7
H17.2.28",,
埼玉県,"戸田市,",公園台帳,座標変換,3級,15point,"埼玉県戸田市
助言H16.12.8C0340",(株)水建コンサルタント,"H16.11.11
H17.3.15",,
埼玉県,"さいたま市,",地盤変動調査,水準,１級,92.0km,"埼玉県さいたま市
助言H16.12.8C0342",国際航業(株),"H16.11.22
H17.3.18",,
埼玉県,"川口市,",土地区画整理,"基準点,基準点","3級,,4級","28point,253point","埼玉県川口市
助言H16.12.10C0348",太平洋航業(株),"H16.11.12
H18.3.24",,
埼玉県,"さいたま市,",道路台帳,"基準点,基準点,基準点","2級,,3級,,4級","7point,12point,130point","大宮国道事務所
助言H16.12.10C0351",(株)トデック,"H16.11.29
H17.12.25",,
埼玉県,"深谷市,岡部町,",道路台帳,"基準点,基準点,基準点,平板･修正","2級,,3級,,4級,,500",88.1KM2,"大宮国道事務所
助言H16.12.10C0352",井田起業(株),"H16.10.9
H17.3.17",,
埼玉県,"大里町,",都市計画,基準点,2級,15point,"埼玉県大里町
助言H16.12.13C0355",新日本測量設計(株),"H16.12.13
H17.3.18",,
埼玉県,"花園町,",固定資産調査,カラー撮影,8000,15.8KM2,"埼玉県花園町
助言H16.12.21C0359",アクリーグ(株),"H16.12.13
H17.3.20",,
埼玉県,"和光市,",土地区画整理,基準点,4級,106point,"埼玉県和光市
助言H16.12.21C0367",昭和(株),"H16.12.1
H17.3.31",,
埼玉県,"名栗村,",総合計画,"カラー撮影,数値図化,既成図数値化,編集,編集,編集","20000,,5000,,5000,,10000,,25000,,50000","58.6KM2,21.4KM2,37.2KM2,58.6KM2,58.6KM2,58.6KM2","埼玉県飯能市
助言H17.1.7C0391",(株)パスコ,"H16.11.18
H17.2.28",,
埼玉県,"深谷市,",固定資産調査,カラー撮影,4000,69.4KM2,"埼玉県深谷市
助言H17.1.7C0396",朝日航洋(株),"H16.12.8
H17.3.25",,
埼玉県,"伊奈町,",土地区画整理,"基準点,基準点","2級,,3級","11point,29point","埼玉県伊奈新都市建設事務所
助言H17.1.6C0399",昭和(株),"H16.11.29
H17.3.25",,
埼玉県,"越谷市,",土地区画整理,基準点,4級,28point,"越谷市
助言H17.1.6C0400",昭和(株),"H17.1.6
H17.3.31",,
埼玉県,"さいたま市,岩槻市,",総合計画,カラー撮影,10000,220.0KM2,"埼玉県さいたま市
助言H17.1.12C0416",朝日航洋(株),"H16.12.28
H17.2.15",,
埼玉県,"狭山市,",道路台帳,基準点,3級,12point,"狭山市
助言H17.1.12C0417",朝日航洋(株),"H16.12.13
H17.3.31",,
埼玉県,"鶴ヶ島市,",都市計画,"基準点,座標変換","2級,,2級","1point,1point","埼玉県鶴ケ島市
助言H17.1.12C0433",(株)セントラル測量,"H16.12.20
H17.1.31",,
埼玉県,"吹上町,",固定資産評価資料,カラー撮影,ADS4020cm,15.0KM2,"埼玉県吹上町
助言H17.1.18C0443",(株)パスコ,"H16.11.7
H17.3.25",,
埼玉県,"さいたま市,",浄水場･配水場地盤高調査,水準,１級,30.5km,"埼玉県さいたま市
助言H17.1.13C0449",(株)宮原設計測量,"H16.12.20
H17.2.28",,
埼玉県,"上尾市,",道路台帳,"基準点,基準点,基準点","2級,,3級,,4級","4point,6point,26point","大宮国道事務所
助言H17.1.18C0457",第一測量設計(株),"H17.1.11
H17.3.8",,
埼玉県,"春日部市,越谷市,",地籍調査,"基準点,基準点","街区三角点,,街区多角点","29.5KM2,29.5KM2","土地･水資源局国土調査課
助言H17.1.20C0481","富士測地(株)
(株)アタル開発
(株)サクラプランニング","H16.10.5
H17.3.25",,
埼玉県,"江南町,",土地境界査定,基準点,2級,17point,"埼玉県江南町
助言H17.1.20C0506",関東測量(株),"H17.1.12
H17.3.11",,
埼玉県,"三芳町,",固定資産評価資料,カラー撮影,ADS4020cm,15.3KM2,"埼玉県三芳町
助言H17.1.20C0508",(株)パスコ,"H16.10.21
H17.3.20",,
埼玉県,"八潮市,越谷市,草加市,",道路敷地調査,"基準点,基準点","3級,,4級","21point,192point","北首都国道事務所
助言H17.1.25C0518","協立測量(株)
カツミテクノ(株)","H17.1.4
H17.3.31",,
埼玉県,"川口市,",土地区画整理,地上数値法,500,0.1KM2,"埼玉県川口市
助言H17.1.28C0528",(株)大洋画地,"H17.2.1
H17.3.25",,
埼玉県,"上福岡市,",道路台帳,基準点,2級,12point,"埼玉県上福岡市
助言H17.1.28C0529",国際航業(株),"H16.12.1
H17.2.28",,
埼玉県,"春日部市,",土地区画整理,"基準点,地上数値法","4級,,500",88.1KM2,"春日部駅西口南土地区画整理組合
助言H17.2.1C0530",(株)都市開発コンサルタント,"H17.1.17
H17.2.28",,
埼玉県,"草加市,三郷市,",河川管理,"基準点,地上数値法,縦横断","4級,,500,,","24point,0.1KM2,1.5km","江戸川河川事務所
助言H17.2.2C0540",日南技術(株),"H16.12.18
H17.2.28",,
埼玉県,"日高市,",道路台帳,平板,500,0.1KM2,"埼玉県日高市
助言H17.2.2C0544",西武測量設計(株),"H16.12.24
H17.3.25",,
埼玉県,"小川町,",土地区画整理,"基準点,基準点,地上数値法","3級,,4級,,500","4point,17point,0.1KM2","小川町小川北土地区画整理組合
助言H17.2.4C0548",埼玉県住宅供給公社,"H17.2.1
H17.4.28",,
埼玉県,"熊谷市,",土地区画整理,"座標変換,基準点,基準点,地上数値法","2級,,3級,,4級,,500","3point,3point,49point,0.1KM2","埼玉県熊谷市
助言H17.2.10C0550",昭和(株),"H17.2.3
H18.3.31",,
埼玉県,"幸手市,",道路台帳,"基準点,基準点,基準点","2級,,3級,,4級","9point,14point,156point","大宮国道事務所
助言H17.2.10C0552",(株)ニツコー,"H16.10.9
H17.3.17",,
埼玉県,"花園町,熊谷市,鴻巣市,東松山市,志木市,坂戸市,川越市,さいたま市,",河川管理,カラー撮影,12500,172.0KM2,"荒川上流河川事務所
助言H17.2.16C0558",東武計画(株),"H17.2.8
H17.4.28",,
埼玉県,"三郷市,",不動産登記法第17条地図作製,基準点,3級,8point,"さいたま地方法務局
助言H17.2.16C0559","埼玉公共嘱託登記土地家屋調査
士協会","H16.12.20
H17.3.31",,
埼玉県,"さいたま市,",道路台帳,"基準点,基準点,基準点","2級,,3級,,4級","8point,10point,200point","大宮国道事務所
助言H17.2.16C0561",大成測量(株),"H16.10.9
H17.3.17",,
埼玉県,"桶川市,",土地区画整理,"基準点,基準点,基準点,水準,地上数値法","2級,,3級,,4級,,3級,,500","2point,11point,151point,5.7km,0.3KM2","桶川市下日出谷西土地区画整理組合
助言H17.2.16C0562",昭和(株),"H17.2.15
H17.9.30",,
埼玉県,"さいたま市,",都市計画,数値図化,500,0.2KM2,"埼玉県さいたま市
助言H17.2.17C0565",(株)パスコ,"H17.1.25
H17.3.25",,
埼玉県,"春日部市,",固定資産評価用,カラー撮影,ADS4020cm,37.8KM2,"埼玉県春日部市
助言H17.2.22C0574",(株)パスコ,"H16.12.1
H17.3.31",,
