都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,測量計画機関（助言番号）,測量作業機関,実施時期,,2018.01.14修正
岐阜県,"大垣市,",都市計画,"数値撮影(デジタル),修正測量,写真地図作成(デジタルオルソ)","12,,2500,,1000","83.14KM2,83.14KM2,83.14KM2","岐阜県大垣市 
助言　　　H25.7.9  E0059",株式会社パスコ ,"H25.7.4 
H26.3.5",,
岐阜県,"御嵩町,",都市計画,"修正測量,地図編集","1000,,2500","56.61KM2,56.61KM2","岐阜県御嵩町 
助言　　　H25.7.17  E0069",中日本航空株式会社 ,"H25.7.12 
H26.2.28",,
岐阜県,"多治見市,",その他,基準点測量,２級,3point,"岐阜県多治見市 
助言　　　H25.7.17  E0070",株式会社テイコク ,"H25.6.10 
H25.11.29",,
岐阜県,"瑞浪市,",総合計画,基準点測量,２級,3point,"岐阜県瑞浪市 
助言　　　H25.7.29  E0078",鵜飼計測株式会社 ,"H25.8.12 
H25.9.30",,
岐阜県,"岐阜市,",その他,"基準点測量,基準点測量,基準点測量,用地測量","２級,,３級,,４級,,境界確定測量図","3point,2point,0.08KM2,0.022KM2","岐阜県岐阜市 
助言　　　H25.7.29  E0080",有限会社小野事務所 ,"H25.7.25 
H26.3.14",,
岐阜県,"七宗町,",固定資産,"数値撮影(デジタル),写真地図作成(デジタルオルソ)","16,,1000","90.47KM2,90.47KM2","岐阜県七宗町 
助言　　　H25.8.2  E0083",株式会社中測技研 ,"H25.6.19 
H26.1.8",,
岐阜県,"池田町,大野町,揖斐川町,関ケ原町,垂井町,養老町,海津市,本巣市,瑞穂市,可児市,各務原市,関市,高山市,大垣市,岐阜市,",総合計画,"修正測量,修正測量,修正測量","1000,,2500,,5000","86.51KM2,350KM2,1395KM2","岐阜県 
助言　　　H25.8.12  E0086","セントラル・スペーシャル・
テクノロジー株式会社","H25.8.8 
H26.1.10",,
岐阜県,"美濃市,",都市計画,"地形図等成果の座標補正,数値図化,修正測量","2500,,2500,,2500","45.56KM2,0.5KM2,45.56KM2","岐阜県美濃市 
助言　　　H25.8.12  E0091",アジア航測株式会社 ,"H25.7.31 
H26.3.25",,
岐阜県,"本巣市,",都市計画,"数値撮影(デジタル),写真地図作成(デジタルオルソ),数値図化","20,,2500,,2500","41.74KM2,41.74KM2,41.74KM2","岐阜県本巣市 
助言　　　H25.8.13  E0096",中日本航空株式会社 ,"H25.8.5 
H26.3.25",,
岐阜県,"安八町,",固定資産,"数値撮影(デジタル),写真地図作成(デジタルオルソ)","18,,1000","18.18KM2,18.18KM2","岐阜県安八町 
助言　　　H25.8.13  E0097",中日本航空株式会社 ,"H25.5.29 
H26.3.31",,
岐阜県,"大野町,",固定資産,"数値撮影(デジタル),写真地図作成(デジタルオルソ)","18,,1000","34.18KM2,34.18KM2","岐阜県大野町 
助言　　　H25.8.13  E0098",中日本航空株式会社 ,"H25.4.1 
H26.3.31",,
岐阜県,"可児市,",総合計画,基準点測量,３級,1point,"岐阜県可児市 
助言　　　H25.8.16  E0100",株式会社林事務所 ,"H25.8.7 
H25.9.30",,
岐阜県,"岐阜市,",都市計画,修正測量,2500,34.62KM2,"岐阜県岐阜市 
助言　　　H25.8.19  E0101",株式会社テイコク ,"H25.7.29 
H26.2.28",,
岐阜県,"川辺町,",都市計画,"数値撮影(デジタル),修正測量,修正測量,写真地図作成(デジタルオルソ)","16,,1000,,2500,,2500","41.18KM2,11.45KM2,0.41KM2,41.18KM2","岐阜県川辺町 
助言　　　H25.8.21  E0106","玉野総合コンサルタント
株式会社 ","H25.8.12 
H26.2.26",,
岐阜県,"笠松町,",都市計画,"数値撮影(デジタル),写真地図作成(デジタルオルソ),修正測量","12,,1000,,2500","10.36KM2,10.36KM2,8.8KM2","岐阜県笠松町 
助言　　　H25.8.27  E0114",株式会社中測技研 ,"H25.7.24 
H26.3.14",,
岐阜県,"土岐市,多治見市,",河川管理,"基準点測量,基準点測量","１級,,３級","17point,31point","中部地方整備局庄内川河川事
務所 
助言　　　H25.8.29  E0117",株式会社テイコク ,"H25.6.24 
H26.3.30",,
岐阜県,"各務原市,",総合計画,"数値撮影(デジタル),修正測量,地図編集","16,,1000,,2500","87.8KM2,67.6KM2,87.8KM2","岐阜県各務原市 
助言　　　H25.9.2  E0118",株式会社テイコク ,"H25.8.1 
H26.3.31",,
岐阜県,"岐阜市,",総合計画,基準点測量,４級,24point,"岐阜県岐阜市 
助言　　　H25.9.3  E0121","大日コンサルタント株式
会社 ","H25.9.2 
H26.3.24",,
岐阜県,"下呂市,",道路管理,"基準点測量,基準点測量,基準点測量","１級（座標補正）,,３級（座標補正）,,４級","2point,11point,35point","中部地方整備局　高山国道事
務所 
助言　　　H25.9.3  E0122","株式会社興栄コンサルタ
ント ","H25.8.28 
H25.12.20",,
岐阜県,"美濃加茂市,",総合計画,基準点測量,２級,1point,"岐阜県美濃加茂市 
助言　　　H25.9.11  E0129","大日コンサルタント株式
会社 ","H25.9.30 
H25.12.20",,
岐阜県,"養老町,",固定資産,"数値撮影(デジタル),写真地図作成(デジタルオルソ)","18,,1000","72.14KM2,72.14KM2","岐阜県養老町 
助言　　　H25.9.12  E0130",中日本航空株式会社 ,"H25.4.25 
H26.3.24",,
岐阜県,"八百津町,",都市計画,"数値撮影(デジタル),写真地図作成(デジタルオルソ),修正測量","18,,1000,,2500","128.81KM2,128.81KM2,12.64KM2","岐阜県八百津町 
助言　　　H25.9.26  E0144",中日本航空株式会社 ,"H25.9.13 
H26.3.20",,
岐阜県,"神戸町,",都市計画,修正測量,2500,18.77KM2,"岐阜県神戸町 
助言　　　H25.10.3  E0158",株式会社パスコ ,"H25.9.27 
H26.3.21",,
岐阜県,"下呂市,",森林計画,航空レーザ測量,500,505KM2,"岐阜県 
助言　　　H25.10.11  E0165",株式会社パスコ ,"H25.9.26 
H26.3.20",,
岐阜県県境愛知県,"坂祝町,池田町,大野町,揖斐川町,安八町,輪之内町,神戸町,養老町,笠松町,岐南町,海津市,本巣市,瑞穂市,可児市,各務原市,美濃加茂市,羽島市,大垣市,岐阜市,県境扶桑町,愛西市,稲沢市,江南市,犬山市,一宮市,",河川管理,MMS計測,1000,363km,"中部地方整備局木曽川上流河
川事務所 
助言　　　H25.10.17  E0167",株式会社パスコ ,"H25.10.16 
H26.2.28",,
岐阜県,"大垣市,養老町,垂井町,関ケ原町,",森林計画,航空レーザ測量,500,339KM2,"岐阜県 
助言　　　H25.10.17  E0170",中日本航空株式会社 ,"H25.9.26 
H26.3.20",,
岐阜県,"恵那市,",ダム計画,"数値撮影(デジタル),数値図化","12,,2500","18.5KM2,18.5KM2","中部地方整備局矢作ダム管理
所 
助言　　　H25.10.22  E0176",株式会社パスコ ,"H25.10.21 
H26.3.27",,
岐阜県,"池田町,大野町,揖斐川町,",森林計画,航空レーザ測量,500,552KM2,"岐阜県 
助言　　　H25.10.28  E0189",朝日航洋株式会社 ,"H25.9.26 
H26.3.20",,
岐阜県,"海津市,",都市計画,基準点測量,２級,7point,"国土交通省中部地方整備局木
曽川下流河川事務所 
助言　　　H25.10.29  E0191",株式会社三洋開発 ,"H25.9.10 
H26.1.31",,
岐阜県,"岐阜市,",道路管理,"地形図等成果の座標補正,修正測量,修正測量,既成図数値化","500,,500,,1000,,1000","6.6KM2,38.6KM2,11.3KM2,4.7KM2","岐阜県岐阜市 
助言　　　H25.10.31  E0195",アジア航測株式会社 ,"H25.10.16 
H26.3.20",,
岐阜県,"可児市,",道路管理,修正測量,1000,6.9KM2,"岐阜県可児市 
助言　　　H25.11.1  E0196",国際航業株式会社 ,"H25.10.16 
H26.3.25",,
岐阜県,"安八町,輪之内町,笠松町,海津市,瑞穂市,羽島市,大垣市,岐阜市,",地盤変動調査,水準測量,１級,118km,"岐阜県 
助言　　　H25.11.1  E0197","株式会社メイホーエンジ
ニアリング ","H25.10.8 
H26.2.28",,
岐阜県,"瑞穂市,",道路管理,修正測量,1000,8.55km,"岐阜県瑞穂市 
助言　　　H25.11.8  E0206",株式会社中測技研 ,"H25.10.25 
H26.3.25",,
岐阜県,"山県市,",総合計画,基準点測量,３級,23point,"国土交通省土地・建設産業局 
助言　　　H25.11.11  E0207","大日コンサルタント株式
会社 ","H25.10.21 
H26.2.5",,
岐阜県県境愛知県,"養老町,笠松町,岐南町,海津市,瑞穂市,羽島市,大垣市,県境江南市,一宮市,",地盤変動調査,水準測量,１級,93.2km,"中部地方整備局木曽川上流河
川事務所 
助言　　　H25.11.12  E0212",株式会社中部テック ,"H25.10.31 
H26.3.20",,
岐阜県,"東白川村,白川町,八百津町,七宗町,川辺町,下呂市,恵那市,",砂防計画,航空レーザ測量,"1000,,5000",816KM2,"中部地方整備局越美山系砂防
事務所 
助言　　　H25.11.13  E0215",アジア航測株式会社 ,"H25.10.25 
H26.3.28",,
岐阜県,"中津川市,恵那市,",森林計画,航空レーザ測量,500,545.4KM2,"岐阜県 
助言　　　H25.11.14  E0216",アジア航測株式会社 ,"H25.9.26 
H26.3.20",,
岐阜県,"羽島市,",土地区画整理,"基準点測量,基準点測量,基準点測量,基準点測量,基準点測量","２級（再設）,,２級（座標補正）,,３級（再設）,,３級（座標補正）,,４級","1point,1point,4point,5point,85point","岐阜県羽島市 
助言　　　H25.11.15  E0218",株式会社オオバ ,"H25.11.11 
H26.3.14",,
岐阜県,"高山市,飛騨市,下呂市,",道路計画,"数値撮影(デジタル),数値図化","18,,2500","147KM2,25KM2","中部地方整備局高山国道事務
所 
助言　　　H25.12.4  E0241",中日本航空株式会社 ,"H25.11.22 
H26.2.28",,
岐阜県,"坂祝町,",都市計画,"数値撮影(デジタル),修正測量","12,,2500","12.9KM2,12.9KM2","岐阜県坂祝町 
助言　　　H25.12.5  E0243",株式会社パスコ ,"H25.11.29 
H26.3.20",,
岐阜県,"川辺町,坂祝町,各務原市,美濃加茂市,岐阜市,",道路管理,"数値撮影(デジタル),数値図化","8,,500","15.49KM2,0.69KM2","中部地方整備局岐阜国道事務
所 
助言　　　H25.12.6  E0245",朝日航洋株式会社 ,"H25.11.20 
H26.3.20",,
岐阜県,"恵那市,瑞浪市,多治見市,",道路管理,数値図化,500,0.4KM2,"中部地方整備局多治見砂防国
道事務所 
助言　　　H25.12.5  E0246",株式会社テイコク ,"H25.11.25 
H26.2.28",,
岐阜県,"岐阜市,",総合計画,数値撮影(デジタル),12,202.9KM2,"岐阜県岐阜市 
助言　　　H25.12.10  E0253",アジア航測株式会社 ,"H25.12.25 
H26.3.4",,
岐阜県,"養老町,",その他,基準点測量,２級,2point,"岐阜県養老町 
助言　　　H25.12.27  E0279",大高理工株式会社 ,"H25.12.25 
H26.2.14",,
岐阜県,"岐阜市,",基準点管理,基準点測量,２級,1point,"岐阜県岐阜市 
助言　　　H26.1.8  E0281","大日コンサルタント株式
会社 ","H26.1.6 
H26.3.24",,
岐阜県,"大垣市,",基準点管理,基準点測量,２級,1point,"岐阜県大垣市 
助言　　　H26.1.8  E0282",協和設計株式会社 ,"H25.12.25 
H26.2.28",,
岐阜県,"岐阜市,",基準点管理,"基準点測量,基準点測量,基準点測量","１級,,２級,,３級","5point,30point,223point","岐阜県岐阜市 
助言　　　H26.1.29  E0309","大日コンサルタント株式
会社 ","H25.12.16 
H26.3.20",,
岐阜県,"北方町,笠松町,岐南町,本巣市,瑞穂市,各務原市,羽島市,岐阜市,",河川管理,数値撮影(デジタル),18,405KM2,"岐阜県岐阜土木事務所 
助言　　　H26.1.30  E0312",株式会社テイコク ,"H26.1.24 
H26.3.20",,
岐阜県,"多治見市,",その他,"基準点測量,基準点測量,基準点測量","２級,,３級,,４級","2point,6point,0.35KM2","法務省岐阜地方法務局 
助言　　　H26.2.5  E0318",鵜飼計測株式会社 ,"H25.10.24 
H26.2.28",,
岐阜県,"瑞浪市,",道路管理,"MMS計測,数値図化","500,,500","0.7km,0.7km","岐阜県瑞浪市 
助言　　　H26.2.17  E0326",株式会社テイコク ,"H26.2.7 
H26.3.20",,
岐阜県,"下呂市,",道路計画,航空レーザ測量,1000,9.7KM2,"中部地方整備局高山国道事務
所 
助言　　　H26.2.25  E0341",中日本航空株式会社 ,"H26.1.17 
H26.3.20",,
岐阜県,"可児市,",総合計画,基準点測量,３級,1point,"岐阜県可児市 
助言　　　H26.3.5  E0350",株式会社林事務所 ,"H26.3.1 
H26.3.28",,
岐阜県,"瑞浪市,",都市計画,基準点測量,３級（座標変換・補正）,23point,"岐阜県瑞浪市 
助言　　　H26.3.14  E0356","玉野総合コンサルタント
株式会社 ","H26.1.30 
H26.3.20",,
岐阜県,"安八町,",都市計画,"既成図数値化,修正測量,地図編集","1000,,1000,,2500","18.2KM2,9KM2,18.2KM2","岐阜県安八町 
助言　　　H26.3.25  E0362",中日本航空株式会社 ,"H25.10.2 
H26.3.27",,
岐阜県,"可児市,",総合計画,基準点測量,３級,4point,"岐阜県可児市 
助言　　　H26.4.3  E0366",株式会社林事務所 ,"H26.4.1 
H26.4.30",,
静岡県,"静岡市,",総合計画,基準点測量,３級,1point,"静岡県静岡市 
助言　　　H25.4.15  E0005",昭和設計株式会社 ,"H25.4.17 
H25.5.31",,
静岡県,"菊川市,掛川市,",地盤変動調査,水準測量,１級,122.2km,"静岡県 
助言　　　H25.4.12  E0007",株式会社日豊 ,"H25.4.2 
H26.3.26",,
静岡県,"浜松市,",総合計画,"基準点測量,水準測量","２級,,３級","29point,27.1KM2","静岡県 
助言　　　H25.4.30  E0010",株式会社フジヤマ ,"H25.3.23 
H25.7.31",,
静岡県,"湖西市,",土地改良,"基準点測量,基準点測量","２級,,３級","1point,1point","新所クラミ土地改良事業共同施
行 
助言　　　H25.6.5  E0032","静岡県土地改良事業団
体連合会 ","H25.5.27 
H26.3.31",,
静岡県,"浜松市,",都市計画,"数値撮影(デジタル),数値図化(同時調整含む),航空レーザ測量","8,,500,,500","3KM2,2.1KM2,2.1KM2","静岡県浜松市 
助言　　　H25.6.7  E0035",株式会社フジヤマ ,"H25.6.10 
H25.8.20",,
静岡県,"掛川市,",総合計画,基準点測量,３級,2point,"静岡県掛川市 
助言　　　H25.6.28  E0054","不二総合コンサルタント
株式会社 ","H25.7.1 
H25.9.30",,
静岡県,"藤枝市,",都市計画,修正測量,2500,26.75KM2,"静岡県藤枝市 
助言　　　H25.7.12  E0061",アジア航測株式会社 ,"H25.6.21 
H25.11.30",,
静岡県,"菊川市,",固定資産,数値撮影(デジタル),16,94.24KM2,"静岡県菊川市 
助言　　　H25.7.12  E0066",株式会社パスコ ,"H25.7.1 
H26.3.31",,
静岡県,"牧之原市,",固定資産,数値撮影(デジタル),16,111.68KM2,"静岡県牧之原市 
助言　　　H25.7.12  E0067",株式会社パスコ ,"H25.6.15 
H26.3.31",,
静岡県,"浜松市,",道路管理,数値図化,500,0.287KM2,"静岡県浜松市 
助言　　　H25.7.24  E0074",株式会社フジヤマ ,"H25.7.25 
H26.2.14",,
静岡県,"沼津市,",道路計画,"基準点測量,基準点測量","１級,,３級","6point,37point","静岡県東部農林事務所 
助言　　　H25.7.26  E0076","静岡コンサルタント株式
会社 ","H25.7.17 
H25.10.31",,
静岡県,"吉田町,",固定資産,"数値撮影(デジタル),写真地図作成(デジタルオルソ)","10,,1000","20.8KM2,20.8KM2","静岡県吉田町 
助言　　　H25.8.12  E0084",株式会社フジヤマ ,"H25.8.12 
H26.3.17",,
静岡県,"焼津市,",総合計画,基準点測量,３級,6point,"静岡県焼津市 
助言　　　H25.8.13  E0088",旭測量設計株式会社 ,"H25.6.7 
H26.3.10",,
静岡県,"下田市,",道路計画,基準点測量,２級,7point,"中部地方整備局沼津河川国道
事務所 
助言　　　H25.8.13  E0095","静岡コンサルタント株式
会社 ","H25.8.1 
H26.3.14",,
静岡県,"伊豆市,",固定資産,数値撮影(デジタル),16,363.97KM2,"静岡県伊豆市 
助言　　　H25.8.22  E0109",株式会社パスコ ,"H25.9.1 
H26.3.20",,
静岡県,"川根本町,静岡市,",砂防計画,航空レーザ測量,500,1310KM2,"中部地方整備局静岡河川事務
所 
助言　　　H25.8.27  E0115",株式会社パスコ ,"H25.8.26 
H26.2.28",,
静岡県,"掛川市,",総合計画,基準点測量,３級,5point,"静岡県掛川市 
助言　　　H25.8.30  E0120","不二総合コンサルタント
株式会社 ","H25.9.1 
H25.10.31",,
静岡県,"湖西市,",総合計画,基準点測量,３級,1point,"静岡県湖西市 
助言　　　H25.9.3  E0123",株式会社フジヤマ ,"H25.9.2 
H25.11.29",,
静岡県,"小山町,",固定資産,数値撮影(デジタル),12,80.6KM2,"静岡県小山町 
助言　　　H25.9.10  E0127",株式会社パスコ ,"H25.9.20 
H26.3.27",,
静岡県,"島田市,",その他,"数値撮影(デジタル),数値図化","8,,500","0.048KM2,0.048KM2","静岡県島田市 
助言　　　H25.9.11  E0128",株式会社フジヤマ ,"H25.9.10 
H26.3.10",,
静岡県,"小山町,",その他,基準点測量,２級,3point,"静岡県小山町 
助言　　　H25.9.18  E0138",株式会社フジヤマ ,"H25.7.25 
H26.1.20",,
静岡県,"三島市,富士宮市,御殿場市,裾野市,長泉町,小山町,",砂防計画,航空レーザ測量,1000,480KM2,"中部地方整備局富士砂防事務
所 
助言　　　H25.9.27  E0146",中日本航空株式会社 ,"H25.8.28 
H26.3.19",,
静岡県,"河津町,",固定資産,数値撮影(デジタル),12,100.79KM2,"静岡県河津町 
助言　　　H25.9.27  E0147",株式会社パスコ ,"H25.9.15 
H26.2.28",,
静岡県,"南伊豆町,",固定資産,数値撮影(デジタル),12,110.59KM2,"静岡県南伊豆町 
助言　　　H25.9.27  E0148",株式会社パスコ ,"H25.9.15 
H26.2.28",,
静岡県,"西伊豆町,",固定資産,数値撮影(デジタル),12,105.52KM2,"静岡県西伊豆町 
助言　　　H25.9.30  E0149",株式会社パスコ ,"H25.8.8 
H26.2.28",,
静岡県,"松崎町,",固定資産,数値撮影(デジタル),12,85.22KM2,"静岡県松崎町 
助言　　　H25.9.30  E0150",株式会社パスコ ,"H25.9.15 
H26.2.28",,
静岡県,"下田市,",固定資産,数値撮影(デジタル),12,104.7KM2,"静岡県下田市 
助言　　　H25.9.30  E0151",株式会社パスコ ,"H25.9.15 
H26.2.28",,
静岡県,"東伊豆町,",固定資産,数値撮影(デジタル),12,77.83KM2,"静岡県東伊豆町 
助言　　　H25.9.30  E0152",株式会社パスコ ,"H25.8.8 
H26.2.28",,
静岡県,"清水町,",その他,基準点測量,４級,0.4KM2,"法務省静岡地方法務局 
助言　　　H25.10.1  E0153","公益社団法人静岡県公
共嘱託登記土地家屋調
査士協会 ","H25.10.1 
H26.2.12",,
静岡県,"静岡市,",土地区画整理,基準点測量,４級,111point,"静岡県静岡市 
助言　　　H25.10.7  E0159","玉野総合コンサルタント
株式会社 ","H25.10.7 
H27.3.13",,
静岡県,"吉田町,島田市,静岡市,",河川管理,MMS計測,1000,110km,"中部地方整備局静岡河川事務
所 
助言　　　H25.10.17  E0166",国際航業株式会社 ,"H25.9.6 
H25.11.29",,
静岡県,"伊豆の国市,",総合計画,基準点測量,３級,24point,"静岡県伊豆の国市 
助言　　　H25.10.28  E0181","協和コンサルタント株式
会社 ","H25.5.29 
H26.1.20",,
静岡県,"富士宮市,",固定資産,"数値撮影(デジタル),写真地図作成(デジタルオルソ)","12,,2500","315.1KM2,315.1KM2","静岡県富士宮市 
助言　　　H25.11.1  E0202",国際航業株式会社 ,"H25.10.15 
H26.3.31",,
静岡県,"函南町,富士宮市,",道路管理,"数値撮影(デジタル),数値図化","8,,500","13.8KM2,1.2KM2","中部地方整備局静岡国道事務
所 
助言　　　H25.11.8  E0208",株式会社アスコ ,"H25.10.31 
H26.3.20",,
静岡県,"浜松市,",固定資産,"数値撮影(デジタル),写真地図作成(デジタルオルソ)","14,,1000","514.6KM2,514.6KM2","静岡県浜松市 
助言　　　H25.11.11  E0210",株式会社フジヤマ ,"H25.12.1 
H26.3.31",,
静岡県,"静岡市,",土地区画整理,基準点測量,４級,28point,"静岡県静岡市 
助言　　　H25.11.12  E0213",株式会社静岡サン設計 ,"H25.11.18 
H26.3.31",,
静岡県,"島田市,",総合計画,"数値撮影(デジタル),写真地図作成(デジタルオルソ)","12.5,,1000","315.9KM2,315.9KM2","静岡県島田市 
助言　　　H25.11.12  E0214",株式会社フジヤマ ,"H25.11.15 
H26.3.22",,
静岡県,"富士市,",固定資産,数値撮影(デジタル),20,217.82KM2,"静岡県富士市 
助言　　　H25.11.19  E0221",株式会社パスコ ,"H25.12.1 
H26.2.28",,
静岡県,"森町,",固定資産,"数値撮影(デジタル),写真地図作成(デジタルオルソ)","16,,1000","133.8KM2,133.8KM2","静岡県森町 
助言　　　H25.11.20  E0224",株式会社フジヤマ ,"H25.12.20 
H26.3.20",,
静岡県,"小山町,",土地改良,"基準点測量,基準点測量","２級,,３級","1point,7point","静岡県東部農林事務所 
助言　　　H25.11.27  E0231","静岡県土地改良事業団
体連合会 ","H25.6.29 
H26.3.10",,
静岡県,"静岡市,",砂防計画,航空レーザ測量,1000,217KM2,"中部地方整備局静岡河川事務
所 
助言　　　H25.11.29  E0233",中日本航空株式会社 ,"H25.11.14 
H26.3.17",,
静岡県,"御殿場市,",土地改良,"基準点測量,基準点測量","２級,,３級","1point,1point","富士裾野東部土地改良区 
助言　　　H25.12.10  E0240","静岡県土地改良事業団
体連合会 ","H25.11.19 
H26.3.19",,
静岡県,"牧之原市,島田市,",空港計画,数値撮影(デジタル),12,38.2KM2,"静岡県静岡空港管理事務所 
助言　　　H25.12.9  E0249",株式会社パスコ ,"H25.12.10 
H26.3.20",,
静岡県,"三島市,",総合計画,基準点測量,２級,1point,"静岡県三島市 
助言　　　H25.12.11  E0250","静岡コンサルタント株式
会社 ","H25.12.2 
H26.3.15",,
静岡県,"清水町,函南町,伊豆の国市,伊豆市,三島市,沼津市,",河川管理,航空レーザ測量,1000,109.3KM2,"中部地方整備局沼津河川国道
事務所 
助言　　　H25.12.20  E0258",株式会社パスコ ,"H25.10.16 
H26.2.28",,
静岡県,"裾野市,清水町,長泉町,",固定資産,"数値撮影(デジタル),写真地図作成(デジタルオルソ)","15,,1000","126.3KM2,126.3KM2","静岡県裾野市 
助言　　　H25.12.20  E0261",朝日航洋株式会社 ,"H25.10.22 
H26.3.25",,
静岡県,"磐田市,",固定資産,数値撮影(デジタル),8,164.1KM2,"静岡県磐田市 
助言　　　H25.12.20  E0263","株式会社浜名湖国際頭
脳センター ","H25.12.20 
H26.3.31",,
静岡県,"袋井市,磐田市,",地盤変動調査,水準測量,１級,42.8km,"静岡県くらし・環境部環境局 
助言　　　H25.12.27  E0268","玉野総合コンサルタント
株式会社 ","H25.12.6 
H26.2.28",,
静岡県,"菊川市,掛川市,",河川計画,航空レーザ測量,500,41KM2,"中部地方整備局浜松河川国道
事務所 
助言　　　H26.1.7  E0277",中日本航空株式会社 ,"H25.12.20 
H26.2.20",,
静岡県,"浜松市,",道路計画,基準点測量,２級,12point,"静岡県浜松市 
助言　　　H26.1.9  E0288",株式会社フジヤマ ,"H25.11.20 
H26.2.28",,
静岡県,"静岡市,",都市計画,修正測量,2500,6KM2,"静岡県静岡市 
助言　　　H26.1.8  E0289",株式会社パスコ ,"H25.12.12 
H26.3.21",,
静岡県,"磐田市,",道路管理,"数値撮影(デジタル),数値図化","9,,500","6KM2,1KM2","中部地方整備局浜松河川国道
事務所 
助言　　　H26.1.9  E0291",中日本航空株式会社 ,"H25.11.26 
H26.3.28",,
静岡県県境愛知県,"菊川市,掛川市,磐田市,浜松市,県境豊根村,",河川管理,MMS計測,1000,241.8km,"中部地方整備局浜松河川国道
事務所 
助言　　　H26.1.10  E0292",株式会社パスコ ,"H26.1.10 
H26.2.28",,
静岡県,"浜松市,",土地区画整理,基準点測量,３級,3point,"浜松市西美薗西土地区画整理
組合 
助言　　　H26.1.17  E0294",昭和設計株式会社 ,"H26.1.20 
H26.2.28",,
静岡県,"浜松市,",その他,基準点測量,２級,4point,"静岡県浜松市 
助言　　　H26.1.21  E0300",株式会社フジヤマ ,"H26.1.15 
H26.3.25",,
静岡県,"磐田市,",道路管理,"MMS計測,修正測量","1000,,1000","10km,10km","静岡県磐田市 
助言　　　H26.1.21  E0303",国際航業株式会社 ,"H25.11.1 
H26.3.27",,
静岡県,"長泉町,",都市計画,修正測量,2500,26.5KM2,"静岡県長泉町 
助言　　　H26.1.21  E0305",朝日航洋株式会社 ,"H26.1.14 
H26.3.25",,
静岡県,"静岡市,焼津市,牧之原市,吉田町,",海岸保全,"航空レーザ測量,航空レーザ測量","1000,,5000","2.8KM2,2.8KM2","中部地方整備局静岡河川事務
所 
助言　　　H26.1.30  E0311",株式会社パスコ ,"H26.1.24 
H26.3.25",,
静岡県,"下田市,",道路管理,復旧測量(基準点),３級,1point,"静岡県下田市 
助言　　　H26.1.31  E0313","株式会社ウエマツコンサ
ルティング ","H26.3.4 
H26.3.15",,
静岡県,"静岡市,",土地区画整理,基準点測量,４級,11point,"富士見工業株式会社 
助言　　　H26.2.5  E0316","不二総合コンサルタント
株式会社 ","H26.2.1 
H26.3.31",,
静岡県,"掛川市,",総合計画,基準点測量,２級,2point,"静岡県掛川市 
助言　　　H26.2.5  E0319","株式会社松井測量設計
事務所 ","H26.2.3 
H26.3.14",,
静岡県,"磐田市,",道路管理,"基準点測量,基準点測量,水準測量","２級,,３級,,３級","4point,34point,11.3km","中部地方整備局浜松河川国道
事務所 
助言　　　H26.2.5  E0320",中日本航空株式会社 ,"H25.12.25 
H26.3.28",,
静岡県,"掛川市,",総合計画,"数値撮影(デジタル),数値図化","8,,500","1.4KM2,1.4KM2","静岡県掛川市 
助言　　　H26.2.7  E0321",株式会社フジヤマ ,"H26.2.3 
H26.3.14",,
静岡県,"静岡市,三島市,伊豆市,伊豆の国市,",砂防計画,数値図化,2500,9.26KM2,"静岡県 
助言　　　H26.2.17  E0324","中日本航空株式会社 
朝日航洋株式会社 
アジア航測株式会社 
三和航測株式会社 ","H25.10.16 
H26.3.14",,
静岡県,"静岡市,",総合計画,MMS計測,500,227km,"静岡県静岡市 
助言　　　H26.2.17  E0325",株式会社パスコ ,"H26.2.12 
H26.3.17",,
静岡県,"長泉町,",総合計画,基準点測量,３級,15point,"静岡県長泉町 
助言　　　H26.2.12  E0327",東静測量設計株式会社 ,"H26.2.6 
H26.3.14",,
静岡県,"磐田市,掛川市,袋井市,御前崎市,",海岸保全,航空レーザ測量,1000,22.1KM2,"静岡県 
助言　　　H26.2.17  E0328",株式会社パスコ ,"H26.1.31 
H26.3.28",,
静岡県,"磐田市,浜松市,",河川計画,航空レーザ測量,500,25KM2,"中部地方整備局浜松河川国道
事務所 
助言　　　H26.2.17  E0329",朝日航洋株式会社 ,"H26.2.5 
H26.3.27",,
静岡県,"磐田市,",総合計画,基準点測量,３級,2point,"静岡県磐田市 
助言　　　H26.2.21  E0331",株式会社フジヤマ ,"H26.2.10 
H26.3.20",,
静岡県,"菊川市,",総合計画,基準点測量,３級,1point,"静岡県菊川市 
助言　　　H26.2.21  E0332",株式会社フジヤマ ,"H26.2.1 
H26.3.7",,
静岡県,"南伊豆町,",砂防計画,数値図化,2500,2.17KM2,"静岡県 
助言　　　H26.2.27  E0345","玉野総合コンサルタント
株式会社 ","H26.1.20 
H26.5.30",,
静岡県,"函南町,伊豆の国市,裾野市,御殿場市,富士市,富士宮市,三島市,沼津市,",森林計画,地図編集,5000,624KM2,"静岡県 
助言　　　H26.2.28  E0348",株式会社パスコ ,"H26.1.20 
H26.3.20",,
静岡県,"掛川市,",その他,"基準点測量,基準点測量","２級,,３級","3point,5point","静岡県企業局 
助言　　　H26.3.11  E0353","不二総合コンサルタント
株式会社 ","H26.3.17 
H26.6.30",,
