都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,測量計画機関（助言番号）,測量作業機関,実施時期,,2018.01.14修正
北海道,"知内町,",河川計画,"基準点測量,基準点測量","１級,,３級","6point,20point","北海道渡島総合振興局 
助言　　　H23.9.2  A0293",和光技研株式会社 ,"H23.8.1 
H23.11.30",,
北海道,"礼文町,利尻町,",土地改良,"基準点測量,基準点測量","１級,,３級","5point,10point","北海道宗谷総合振興局 
助言　　　H23.9.2  A0294",株式会社畑測量設計 ,"H23.7.26 
H23.12.14",,
北海道,"蘭越町,",河川管理,"基準点測量,基準点測量,基準点測量","１級,,２級,,３級","3point,2point,12point","北海道開発局小樽開発建設部 
助言　　　H23.9.2  A0295",ＨＲＳ株式会社 ,"H23.7.20 
H23.11.29",,
北海道,"礼文町,",道路計画,基準点測量,３級,3point,"北海道宗谷総合振興局 
助言　　　H23.9.2  A0296","パブリックコンサルタント
株式会社 ","H23.8.30 
H24.2.20",,
北海道,"稚内市,",道路用地,基準点測量,３級,4point,"北海道宗谷総合振興局 
助言　　　H23.9.2  A0297","株式会社協和コンサルタ
ント ","H23.8.30 
H23.11.30",,
北海道,"長沼町,",土地改良,基準点測量,３級,9point,"北海道空知総合振興局 
助言　　　H23.9.5  A0298",株式会社グリーン測量 ,"H23.8.27 
H24.1.30",,
北海道,"長沼町,",土地改良,基準点測量,３級,11point,"北海道空知総合振興局 
助言　　　H23.9.5  A0299","株式会社よしだ設計コン
サルタント ","H23.8.27 
H24.1.27",,
北海道,"羽幌町,",道路計画,"基準点測量,基準点測量","１級,,３級","2point,2point","北海道留萌振興局 
助言　　　H23.9.5  A0300",株式会社ドーコン ,"H23.8.30 
H23.11.30",,
北海道,"伊達市,",農地開発,基準点測量,２級,7point,"北海道胆振総合振興局 
助言　　　H23.9.5  A0301","道建コンサルタント株式
会社 ","H23.8.30 
H24.3.9",,
北海道,"南富良野町,",道路計画,"基準点測量,基準点測量","１級,,３級","1point,4point","北海道上川総合振興局 
助言　　　H23.9.5  A0302","北王設計コンサルタント
株式会社 ","H23.9.5 
H23.10.31",,
北海道,"新冠町,",道路用地,基準点測量,３級,4point,"北海道胆振総合振興局 
助言　　　H23.9.5  A0303","アサヒコンサルタント株式
会社 ","H23.8.31 
H23.11.10",,
北海道,"音威子府村,中川町,枝幸町,美深町,名寄市,雄武町,岩内町,下川町,倶知安町,共和町,蘭越町,ニセコ町,黒松内町,寿都町,長万部町,豊浦町,",森林計画,モノクロ撮影(フィルム),20000,3236KM2,"北海道 
助言　　　H23.9.7  A0304","東北測量株式会社 
株式会社北海道朝日航
洋 ","H23.9.6 
H24.2.15",,
北海道,"佐呂間町,",河川計画,"基準点測量,基準点測量","２級,,３級","2point,5point","北海道オホーツク総合振興局 
助言　　　H23.9.7  A0305","北武コンサルタント株式
会社 ","H23.6.22 
H24.2.20",,
北海道,"岩見沢市,",土地改良,基準点測量,３級,2point,"北海道空知総合振興局 
助言　　　H23.9.7  A0306",拓新エンジニア株式会社 ,"H23.8.15 
H24.2.10",,
北海道,"北広島市,",道路管理,基準点測量,３級,3point,"北海道開発局札幌開発建設部 
助言　　　H23.9.7  A0307","株式会社東亜エンジニア
リング ","H23.9.15 
H23.11.22",,
北海道,"南幌町,",土地改良,基準点測量,３級,15point,"北海道空知総合振興局 
助言　　　H23.9.7  A0308","パブリックコンサルタント
株式会社 ","H23.9.1 
H24.2.29",,
北海道,"南幌町,",河川管理,基準点測量,３級,1point,"北海道開発局札幌開発建設部 
助言　　　H23.9.7  A0309","共和コンサルタント株式
会社 ","H23.9.2 
H23.11.22",,
北海道,"長沼町,",土地改良,"基準点測量,水準測量","１級,,３級","7point,17.4km","北海道開発局札幌開発建設部 
助言　　　H23.9.7  A0310","サン技術コンサルタント
株式会社 ","H23.9.2 
H24.2.20",,
北海道,"長沼町,",土地改良,"基準点測量,水準測量","１級,,３級","6point,16.4km","北海道開発局札幌開発建設部 
助言　　　H23.9.7  A0311","株式会社ランドプランニ
ング ","H23.9.2 
H24.2.20",,
北海道,"長沼町,",土地改良,"基準点測量,水準測量","１級,,３級","5point,15.2km","北海道開発局札幌開発建設部 
助言　　　H23.9.7  A0312","株式会社田西設計コン
サル ","H23.9.2 
H24.2.20",,
北海道,"江別市,新篠津村,",道路用地,基準点測量,３級,3point,"北海道空知総合振興局 
助言　　　H23.9.8  A0313",株式会社牧野測量 ,"H23.9.2 
H23.11.30",,
北海道,"北見市,",土地改良,基準点測量,３級,12point,"北海道オホーツク総合振興局 
助言　　　H23.9.8  A0314","大起コンサルタント株式
会社 ","H23.9.1 
H23.12.9",,
北海道,"枝幸町,稚内市,",農道計画,基準点測量,３級,6point,"北海道宗谷総合振興局 
助言　　　H23.9.8  A0315","株式会社よしだ設計コン
サルタント ","H23.7.26 
H24.2.10",,
北海道,"中川町,",農地開発,基準点測量,３級,10point,"北海道上川総合振興局 
助言　　　H23.9.8  A0316","株式会社葵開発コンサ
ル ","H23.9.10 
H23.11.30",,
北海道,"斜里町,",道路計画,基準点測量,３級,8point,"北海道斜里町 
助言　　　H23.9.8  A0317","株式会社中神土木設計
事務所 ","H23.9.1 
H23.9.30",,
北海道,"札幌市,",地盤変動調査,水準測量,１級,76.1km,"北海道札幌市 
助言　　　H23.9.8  A0318",日測技研株式会社 ,"H23.8.19 
H24.3.10",,
北海道,"森町,今金町,",砂防計画,"基準点測量,基準点測量,数値撮影(デジタル),航空レーザ測量,数値図化,数値図化(同時調整含む)","１級,,３級,,12,,１０００,,１０００,,１０００","1point,2point,5.41KM2,5.41KM2,0.1KM2,24point","北海道渡島総合振興局 
助言　　　H23.9.12  A0319   ",北海航測株式会社 ,"H23.6.14 
H24.1.20",,
北海道,"下川町,名寄市,東川町,東神楽町,美瑛町,",河川管理,"カラー撮影(フィルム),修正測量","１２５００,,２５００","159.6KM2,43.12KM2","北海道開発局旭川開発建設部 
助言　　　H23.9.12  A0320",三和航測株式会社 ,"H23.8.25 
H24.2.20",,
北海道,"小樽市,",道路計画,基準点測量,３級,2point,"北海道開発局小樽開発建設部 
助言　　　H23.9.12  A0321","株式会社東亜エンジニア
リング ","H23.9.15 
H23.11.30",,
北海道,"仁木町,",道路管理,"基準点測量,基準点測量","１級,,３級","2point,1point","北海道開発局小樽開発建設部 
助言　　　H23.9.12  A0322",株式会社エーティック ,"H23.9.3 
H23.12.9",,
北海道,"美瑛町,",道路計画,基準点測量,３級,5point,"北海道美瑛町 
助言　　　H23.9.12  A0323",旭川設計測量株式会社 ,"H23.9.2 
H24.2.20",,
北海道,"南富良野町,",砂防計画,"基準点測量,基準点測量","１級,,３級","1point,2point","北海道上川総合振興局 
助言　　　H23.9.12  A0324",株式会社ネクシス光洋 ,"H23.9.6 
H24.1.30",,
北海道,"深川市,",道路計画,基準点測量,３級,1point,"北海道空知総合振興局 
助言　　　H23.9.12  A0325","北海道土木設計株式会
社 ","H23.9.26 
H23.10.29",,
北海道,"羽幌町,",その他,"基準点測量,基準点測量","１級,,３級","1point,2point","北海道留萌振興局 
助言　　　H23.9.12  A0326","北海道道路エンジニアリ
ング株式会社 ","H23.9.6 
H23.11.30",,
北海道,"美瑛町,",道路計画,基準点測量,３級,6point,"北海道美瑛町 
助言　　　H23.9.12  A0327","株式会社アサヒ建設コン
サルタント ","H23.9.1 
H24.2.20",,
北海道,"幕別町,",都市計画,"基準点測量,基準点測量","３級,,４級","2point,4point","北海道幕別町 
助言　　　H23.9.13  A0328",高橋測量設計株式会社 ,"H23.7.21 
H23.12.9",,
北海道,"仁木町,",河川計画,基準点測量,３級,5point,"北海道後志総合振興局 
助言　　　H23.9.13  A0329","北成コンサルタント株式
会社 ","H23.8.17 
H24.3.21",,
北海道,"美深町,",河川管理,基準点測量,２級,3point,"北海道開発局旭川開発建設部 
助言　　　H23.9.13  A0330",旭川設計測量株式会社 ,"H23.9.8 
H23.12.2",,
北海道,"美瑛町,",河川計画,基準点測量,３級,7point,"北海道上川総合振興局 
助言　　　H23.9.13  A0331","新栄コンサルタント株式
会社 ","H23.9.8 
H23.11.10",,
北海道,"猿払村,",農地開発,基準点測量,２級,2point,"北海道開発局稚内開発建設部 
助言　　　H23.9.13  A0332","株式会社三幸測量設計
社 ","H23.9.8 
H24.2.7",,
北海道,"猿払村,",農地開発,基準点測量,２級,3point,"北海道開発局稚内開発建設部 
助言　　　H23.9.13  A0333",株式会社農土コンサル ,"H23.9.8 
H24.2.14",,
北海道,"旭川市,",土地改良,基準点測量,３級,3point,"北海道上川総合振興局 
助言　　　H23.9.13  A0334","エヌユーコンサルタント株
式会社 ","H23.9.9 
H23.10.28",,
北海道,"標茶町,",土地改良,基準点測量,２級,4point,"北海道釧路総合振興局 
助言　　　H23.9.13  A0335",有限会社荒川測量社 ,"H23.9.8 
H24.2.29",,
北海道,"根室市,",道路管理,"基準点測量,基準点測量","１級,,３級","1point,2point","北海道釧路総合振興局 
助言　　　H23.9.13  A0336","小林技術コンサルタント
株式会社 ","H23.9.9 
H24.2.10",,
北海道,"函館市,",道路用地,"基準点測量,基準点測量","１級,,３級","1point,1point","北海道開発局函館開発建設部 
助言　　　H23.9.13  A0337","株式会社玉川測量設計
事務所 ","H23.9.7 
H23.10.28",,
北海道,"別海町,",道路計画,基準点測量,３級,4point,"北海道別海町 
助言　　　H23.9.13  A0338",岩浅測量設計有限会社 ,"H23.9.9 
H23.10.31",,
北海道,"旭川市,",土地改良,基準点測量,３級,3point,"北海道上川総合振興局 
助言　　　H23.9.13  A0339",株式会社三陽測量設計 ,"H23.9.9 
H23.10.28",,
北海道,"紋別市,",河川管理,基準点測量,３級,1point,"北海道開発局網走開発建設部 
助言　　　H23.9.13  A0340",高野測量有限会社 ,"H23.9.9 
H23.12.16",,
北海道,"喜茂別町,",砂防計画,基準点測量,３級,3point,"北海道後志総合振興局 
助言　　　H23.9.14  A0341",島口測量設計株式会社 ,"H23.9.20 
H23.9.30",,
北海道,"鹿追町,",農地開発,基準点測量,２級,2point,"北海道開発局帯広開発建設部 
助言　　　H23.9.15  A0342",株式会社アルト技研 ,"H23.9.12 
H24.3.9",,
北海道,"北竜町,",河川管理,基準点測量,１級,2point,"北海道空知総合振興局 
助言　　　H23.9.15  A0343","株式会社東亜エンジニア
リング ","H23.9.14 
H23.10.20",,
北海道,"苫前町,",道路計画,基準点測量,１級,2point,"北海道開発局留萌開発建設部 
助言　　　H23.9.21  A0344","株式会社タナカコンサル
タント ","H23.9.20 
H24.1.31",,
北海道,"猿払村,",道路用地,基準点測量,３級,2point,"北海道宗谷総合振興局 
助言　　　H23.9.21  A0345",北陽測量設計株式会社 ,"H23.9.15 
H23.11.10",,
北海道,"北見市,",道路計画,"基準点測量,基準点測量","３級,,４級","3point,4point","北海道オホーツク総合振興局 
助言　　　H23.9.21  A0346",株式会社大道測量設計 ,"H23.9.15 
H23.11.30",,
北海道,"津別町,",道路計画,"基準点測量,基準点測量","１級,,２級","2point,2point","北海道オホーツク総合振興局 
助言　　　H23.9.21  A0347",株式会社シビテック ,"H23.9.15 
H24.2.20",,
北海道,"函館市,",道路管理,"基準点測量,基準点測量","１級,,３級","2point,2point","北海道渡島総合振興局 
助言　　　H23.9.21  A0348",協友測量設計株式会社 ,"H23.9.15 
H24.1.30",,
北海道,"旭川市,",地籍調査,基準点測量,３級,2point,"北海道旭川市 
助言　　　H23.9.21  A0349","株式会社ダイイチプラニ
ング ","H23.9.15 
H23.10.31",,
北海道,"岩見沢市,",河川管理,基準点測量,３級,2point,"北海道開発局札幌開発建設部 
助言　　　H23.9.21  A0350","株式会社タケカワ総合コ
ンサルタント ","H23.9.16 
H23.12.12",,
北海道,"函館市,",道路用地,"基準点測量,基準点測量","１級,,３級","2point,2point","北海道渡島総合振興局 
助言　　　H23.9.21  A0351",川端測量設計株式会社 ,"H23.9.16 
H24.2.20",,
北海道,"名寄市,",土地改良,基準点測量,３級,2point,"北海道上川総合振興局 
助言　　　H23.9.21  A0352",かたやま測量株式会社 ,"H23.9.14 
H23.10.25",,
北海道,"遠別町,",道路計画,基準点測量,３級,7point,"北海道留萌振興局 
助言　　　H23.9.21  A0353","株式会社ランドプランニ
ング ","H23.9.15 
H24.1.30",,
北海道,"月形町,当別町,",土地改良,"基準点測量,カラー撮影(フィルム),数値図化","３級,,８０００,,１０００","38point,9.45KM2,1.72KM2","北海道石狩振興局 
助言　　　H23.9.21  A0354","株式会社帝国設計事務
所 ","H23.9.17 
H24.2.10",,
北海道,"岩見沢市,",土地改良,基準点測量,３級,21point,"北海道空知総合振興局 
助言　　　H23.9.21  A0355","株式会社ルーラルエンジ
ニア ","H23.9.16 
H24.2.29",,
北海道,"奥尻町,",道路計画,基準点測量,３級,4point,"北海道渡島総合振興局 
助言　　　H23.9.28  A0356",株式会社測土開発 ,"H23.9.21 
H24.2.29",,
北海道,"ニセコ町,",道路管理,基準点測量,３級,4point,"北海道後志総合振興局 
助言　　　H23.9.28  A0357",株式会社みずほ栄設計 ,"H23.9.22 
H23.12.20",,
北海道,"沼田町,",道路管理,基準点測量,３級,25point,"北海道空知総合振興局 
助言　　　H23.9.29  A0358","株式会社北海道水工コ
ンサルタンツ ","H23.9.22 
H23.12.20",,
北海道,"名寄市,",その他,基準点測量,２級,1point,"北海道名寄市 
助言　　　H23.9.29  A0359","グローバルプラネット有
限会社 ","H23.10.3 
H24.1.31",,
北海道,"北見市,",地籍調査,復旧測量(基準点),２級,4point,"北海道北見市 
助言　　　H23.9.29  A0360",北見市 ,"H23.9.14 
H23.11.16",,
北海道,"札幌市,",都市計画,修正測量,2500,249KM2,"北海道札幌市 
助言　　　H23.9.29  A0361","株式会社シン技術コンサ
ル ","H23.9.2 
H24.1.31",,
北海道,"小清水町,",土地改良,基準点測量,３級,2point,"北海道オホーツク総合振興局 
助言　　　H23.10.4  A0362",株式会社ドボク管理 ,"H23.10.15 
H23.11.29",,
北海道,"清水町,",河川管理,"基準点測量,水準測量","２級,,２級","1point,4km","北海道開発局帯広開発建設部 
助言　　　H23.10.4  A0363","株式会社北開水工コン
サルタント ","H23.9.27 
H23.12.2",,
北海道,"札幌市,",道路計画,"数値撮影(デジタル),数値図化,修正測量,写真地図作成(デジタルオルソ)","４０００,,５００,,１０００,,５００","3.2KM2,0.4KM2,1.1KM2,3.2KM2","北海道開発局札幌開発建設部 
助言　　　H23.10.4  A0364",株式会社パスコ ,"H23.9.27 
H23.12.19",,
北海道,"札幌市,",砂防計画,基準点測量,３級,1point,"北海道開発局札幌開発建設部 
助言　　　H23.10.4  A0365","スミセキ・ジオテクノ株式
会社 ","H23.10.3 
H23.11.25",,
北海道,"別海町,",道路計画,基準点測量,３級,1point,"北海道釧路総合振興局 
助言　　　H23.10.4  A0366",株式会社アクアソーケン ,"H23.8.31 
H24.3.21",,
北海道,"美唄市,",土地改良,基準点測量,３級,7point,"北海道空知総合振興局 
助言　　　H23.10.4  A0367","株式会社ルーラルエンジ
ニア ","H23.9.28 
H23.11.30",,
北海道,"北広島市,",都市計画,"数値図化,修正測量","２５００,,２５００","17.26KM2,101.28KM2","北海道北広島市 
助言　　　H23.10.4  A0368","株式会社シン技術コンサ
ル ","H23.9.20 
H24.3.17",,
北海道,"稚内市,",道路計画,基準点測量,３級,1point,"北海道宗谷総合振興局 
助言　　　H23.10.4  A0369","建基コンサルタント株式
会社 ","H23.10.3 
H23.11.10",,
北海道,"士別市,",河川計画,基準点測量,２級,8point,"北海道上川総合振興局 
助言　　　H23.10.4  A0370","日本データーサービス株
式会社 ","H23.9.29 
H24.3.12",,
北海道,"愛別町,",道路計画,基準点測量,３級,3point,"北海道上川総合振興局 
助言　　　H23.10.6  A0371",株式会社シビテック ,"H23.9.9 
H24.3.12",,
北海道,"中標津町,",道路計画,基準点測量,３級,2point,"北海道中標津町 
助言　　　H23.10.6  A0372","有限会社伊藤測量事務
所 ","H23.10.1 
H23.10.28",,
北海道,"標津町,",道路管理,"基準点測量,基準点測量","１級,,３級","2point,2point","北海道釧路総合振興局 
助言　　　H23.10.6  A0373","有限会社金子設計事務
所 ","H23.9.29 
H24.1.30",,
北海道,"別海町,",土地改良,基準点測量,３級,9point,"北海道開発局釧路開発建設部 
助言　　　H23.10.6  A0374","株式会社フロンティア技
研 ","H23.9.29 
H24.1.30",,
北海道,"別海町,",土地改良,基準点測量,３級,6point,"北海道開発局釧路開発建設部 
助言　　　H23.10.6  A0375","株式会社フロンティア技
研 ","H23.9.29 
H24.1.30",,
北海道,"厚岸町,",道路計画,基準点測量,３級,17point,"北海道厚岸町 
助言　　　H23.10.6  A0376","明治コンサルタント株式
会社 ","H23.9.29 
H24.3.10",,
北海道,"むかわ町,",道路用地,基準点測量,３級,1point,"北海道胆振総合振興局 
助言　　　H23.10.6  A0377",株式会社胆振 ,"H23.9.30 
H23.11.21",,
北海道,"むかわ町,",道路計画,基準点測量,３級,2point,"北海道胆振総合振興局 
助言　　　H23.10.6  A0378","開成コンサルタント株式
会社 ","H23.9.30 
H23.11.21",,
北海道,"奥尻町,",道路計画,基準点測量,３級,5point,"北海道渡島総合振興局 
助言　　　H23.10.6  A0379","株式会社シー・イー・
サービス ","H23.10.3 
H24.3.21",,
北海道,"新冠町,",道路計画,基準点測量,３級,2point,"北海道胆振総合振興局 
助言　　　H23.10.6  A0380","日本データーサービス株
式会社 ","H23.10.1 
H24.2.20",,
北海道,"夕張市,",道路計画,基準点測量,３級,2point,"北海道空知総合振興局 
助言　　　H23.10.12  A0381",ダイシン設計株式会社 ,"H23.10.4 
H23.10.20",,
北海道,"中札内村,",河川管理,基準点測量,３級,11point,"北海道開発局帯広開発建設部 
助言　　　H23.10.12  A0382","有限会社松田測量設計
事務所 ","H23.9.16 
H24.1.13",,
北海道,"蘭越町,",道路計画,基準点測量,３級,3point,"北海道開発局小樽開発建設部 
助言　　　H23.10.12  A0383","北海道道路エンジニアリ
ング株式会社 ","H23.10.5 
H23.11.30",,
北海道,"士別市,",砂防計画,"基準点測量,基準点測量","１級,,３級","2point,2point","北海道上川総合振興局 
助言　　　H23.10.12  A0384","株式会社三洋コンサルタ
ント ","H23.10.4 
H24.3.21",,
北海道,"豊頃町,",河川管理,"基準点測量,基準点測量","１級,,３級","3point,14point","北海道開発局帯広開発建設部 
助言　　　H23.10.12  A0385","株式会社タナカコンサル
タント ","H23.9.27 
H23.11.2",,
北海道,"長沼町,",道路計画,基準点測量,２級,16point,"北海道開発局札幌開発建設部 
助言　　　H23.10.12  A0386","株式会社富士建設コン
サル ","H23.10.11 
H23.11.11",,
北海道,"津別町,",道路計画,基準点測量,３級,2point,"北海道オホーツク総合振興局 
助言　　　H23.10.12  A0387",株式会社北杜設計 ,"H23.10.4 
H24.3.19",,
北海道,"芽室町,帯広市,",河川管理,"基準点測量,水準測量","２級,,２級","2point,6km","北海道開発局帯広開発建設部 
助言　　　H23.10.12  A0388",東和工研株式会社 ,"H23.10.5 
H23.12.19",,
北海道,"帯広市,",河川管理,基準点測量,１級,2point,"北海道開発局帯広開発建設部 
助言　　　H23.10.12  A0389","株式会社土木技術コン
サルタント ","H23.10.5 
H24.1.27",,
北海道,"遠軽町,北見市,",道路計画,"基準点測量,基準点測量,水準測量","１級,,３級,,３級","1point,2point,1point","北海道開発局網走開発建設部 
助言　　　H23.10.12  A0390",株式会社ドボク管理 ,"H23.10.12 
H23.12.5",,
北海道,"更別村,",道路管理,基準点測量,３級,6point,"北海道十勝総合振興局 
助言　　　H23.10.12  A0391","株式会社シー・イー・
サービス ","H23.10.5 
H24.2.10",,
北海道,"島牧村,",道路管理,基準点測量,３級,9point,"北海道開発局小樽開発建設部 
助言　　　H23.10.12  A0392","株式会社山調住建コン
サルタント ","H23.10.6 
H23.10.30",,
北海道,"大空町,",道路計画,基準点測量,３級,2point,"北海道オホーツク総合振興局 
助言　　　H23.10.19  A0393",石井測量設計株式会社 ,"H23.8.24 
H23.11.30",,
北海道,"豊頃町,",道路計画,"基準点測量,基準点測量","１級,,３級","2point,8point","北海道十勝総合振興局 
助言　　　H23.10.19  A0394",東和工研株式会社 ,"H23.10.6 
H24.3.12",,
北海道,"八雲町,",道路用地,基準点測量,３級,2point,"北海道渡島総合振興局 
助言　　　H23.10.19  A0395",西武測量株式会社 ,"H23.10.7 
H24.3.12",,
北海道,"北見市,",河川管理,基準点測量,３級,2point,"北海道オホーツク総合振興局 
助言　　　H23.10.19  A0396","サン技術コンサルタント
株式会社 ","H23.9.21 
H24.1.31",,
北海道,"黒松内町,",道路計画,"基準点測量,基準点測量","１級,,３級","1point,5point","北海道後志総合振興局 
助言　　　H23.10.17  A0397","北海道キング設計株式
会社 ","H23.10.17 
H24.1.30",,
北海道,"岩見沢市,",土地改良,基準点測量,３級,6point,"北海道空知総合振興局 
助言　　　H23.10.17  A0398","新栄コンサルタント株式
会社 ","H23.9.14 
H24.3.19",,
北海道,"札幌市,",道路計画,基準点測量,３級,12point,"北海道開発局札幌開発建設部 
助言　　　H23.10.17  A0399","建基コンサルタント株式
会社 ","H23.10.3 
H23.11.30",,
北海道,"南幌町,長沼町,",道路計画,基準点測量,２級,14point,"北海道開発局札幌開発建設部 
助言　　　H23.10.17  A0400","北成コンサルタント株式
会社 ","H23.10.13 
H23.11.13",,
北海道,"枝幸町,",道路用地,基準点測量,３級,2point,"北海道開発局稚内開発建設部 
助言　　　H23.10.17  A0401",荒木測量設計株式会社 ,"H23.10.13 
H23.11.24",,
北海道,"雄武町,",土地改良,基準点測量,３級,7point,"北海道オホーツク総合振興局 
助言　　　H23.10.17  A0402","株式会社ルーラルエンジ
ニア ","H23.10.14 
H24.1.30",,
北海道,"雄武町,",その他,"基準点測量,基準点測量","１級,,３級","1point,1point","北海道オホーツク総合振興局 
助言　　　H23.10.17  A0403",石井測量設計株式会社 ,"H23.8.31 
H24.3.30",,
北海道,"島牧村,",砂防計画,基準点測量,１級,4point,"北海道後志総合振興局 
助言　　　H23.10.17  A0404",北海航測株式会社 ,"H23.10.5 
H23.11.30",,
北海道,"神恵内村,",道路管理,基準点測量,１級,1point,"北海道後志総合振興局 
助言　　　H23.10.17  A0405","株式会社アトラスエンヂ
ニア ","H23.9.21 
H23.11.30",,
北海道,"むかわ町,",道路計画,"基準点測量,基準点測量","１級,,３級","2point,2point","北海道胆振総合振興局 
助言　　　H23.10.17  A0406",有限会社苫小牧測量社 ,"H23.10.13 
H23.11.21",,
北海道,"池田町,",道路計画,基準点測量,３級,7point,"北海道十勝総合振興局 
助言　　　H23.10.20  A0407","北武コンサルタント株式
会社 ","H23.10.21 
H24.3.19",,
北海道,"黒松内町,長万部町,",道路計画,基準点測量,３級,2point,"北海道後志総合振興局 
助言　　　H23.10.20  A0408",有限会社大野測量 ,"H23.10.14 
H23.12.20",,
北海道,"池田町,",道路計画,基準点測量,３級,6point,"北海道十勝総合振興局 
助言　　　H23.10.20  A0409","平田技術コンサルタント
株式会社 ","H23.10.15 
H24.3.19",,
北海道,"むかわ町,",道路計画,"基準点測量,基準点測量","１級,,３級","2point,1point","北海道胆振総合振興局 
助言　　　H23.10.24  A0410","株式会社タナカコンサル
タント ","H23.9.28 
H24.1.20",,
北海道,"北斗市,八雲町,長万部町,蘭越町,豊浦町,ニセコ町,倶知安町,赤井川村,",鉄道計画,数値撮影(デジタル),6,33KM2,"鉄道建設・運輸施設整備支援
機構 
助言　　　H23.10.24  A0411","玉野総合コンサルタント
株式会社 ","H23.10.6 
H24.3.5",,
北海道,"北見市,",道路管理,基準点測量,３級,5point,"北海道オホーツク総合振興局 
助言　　　H23.10.24  A0412",益村測量設計株式会社 ,"H23.10.5 
H24.3.19",,
北海道,"寿都町,",道路管理,基準点測量,１級,2point,"北海道開発局小樽開発建設部 
助言　　　H23.10.24  A0413",矢野設計株式会社 ,"H23.10.18 
H23.12.13",,
北海道,"遠別町,初山別村,",道路計画,基準点測量,３級,3point,"北海道開発局留萌開発建設部 
助言　　　H23.10.24  A0414","中央コンサルタンツ株式
会社 ","H23.10.17 
H23.12.30",,
北海道,"蘭越町,",道路計画,基準点測量,３級,2point,"北海道後志総合振興局 
助言　　　H23.10.24  A0415","株式会社協和コンサルタ
ント ","H23.10.18 
H23.12.20",,
北海道,"奥尻町,",道路用地,"基準点測量,基準点測量","１級,,３級","1point,4point","北海道渡島総合振興局 
助言　　　H23.10.25  A0416",協友測量設計株式会社 ,"H23.10.19 
H24.2.29   ",,
北海道,"奥尻町,",道路用地,基準点測量,３級,11point,"北海道渡島総合振興局 
助言　　　H23.10.25  A0417",協友測量設計株式会社 ,"H23.10.19 
H24.2.29",,
北海道,"猿払村,",ほ場整備,基準点測量,２級,6point,"北海道開発局稚内開発建設部 
助言　　　H23.10.25  A0418",アルスマエヤ株式会社 ,"H23.10.18 
H24.2.29",,
北海道,"芦別市,",道路計画,基準点測量,２級,3point,"北海道空知総合振興局 
助言　　　H23.10.25  A0419",株式会社シビテック ,"H23.10.18 
H23.12.22",,
北海道,"苫前町,",道路計画,"基準点測量,基準点測量","１級,,３級","1point,3point","北海道留萌振興局 
助言　　　H23.10.25  A0420","北海道キング設計株式
会社 ","H23.10.14 
H23.12.20",,
北海道,"釧路町,",砂防計画,"基準点測量,基準点測量,水準測量","１級,,３級,,３級","2point,1point,3.5km","北海道釧路総合振興局 
助言　　　H23.10.25  A0421","株式会社北海道技術コ
ンサルタント ","H23.10.13 
H23.12.22",,
北海道,"中標津町,",道路用地,"基準点測量,基準点測量","１級,,３級","2point,2point","北海道釧路総合振興局 
助言　　　H23.10.25  A0422","株式会社日建エンヂニア
リング ","H23.10.19 
H24.1.30",,
北海道,"増毛町,",道路計画,基準点測量,３級,3point,"北海道留萌振興局 
助言　　　H23.10.25  A0423",小杉測量設計株式会社 ,"H23.10.4 
H24.1.30",,
北海道,"沼田町,",道路計画,"基準点測量,基準点測量","１級,,３級","1point,4point","北海道空知総合振興局 
助言　　　H23.10.25  A0424","北海道キング設計株式
会社 ","H23.10.27 
H23.12.20",,
北海道,"石狩市,",その他,"既成図数値化,修正測量","２５００,,２５００","0.59KM2,0.59KM2","北海道空知総合振興局 
助言　　　H23.10.25  A0425","共和コンサルタント株式
会社 ","H23.10.24 
H24.3.21",,
北海道,"羽幌町,苫前町,",道路計画,"基準点測量,基準点測量","１級,,３級","2point,3point","北海道留萌振興局 
助言　　　H23.10.27  A0426",株式会社エーティック ,"H23.10.20 
H24.3.12",,
北海道,"網走市,",その他,水準測量,１級,2.9km,"気象庁網走地方気象台 
助言　　　H23.10.27  A0427",東和工研株式会社 ,"H23.10.21 
H23.11.30",,
北海道,"北竜町,",河川管理,"基準点測量,基準点測量","１級,,３級","1point,2point","北海道空知総合振興局 
助言　　　H23.10.27  A0428",株式会社豊水設計 ,"H23.10.24 
H23.12.30",,
北海道,"猿払村,",河川計画,基準点測量,３級,2point,"北海道宗谷総合振興局 
助言　　　H23.10.25  A0429","株式会社開発調査研究
所 ","H23.10.20 
H23.1.30",,
北海道,"今金町,せたな町,",河川管理,モノクロ撮影(フィルム),12500,268KM2,"北海道開発局函館開発建設部 
助言　　　H23.10.25  A0430",日測技研株式会社 ,"H23.10.24 
H24.1.23",,
北海道,"北斗市,",河川管理,"基準点測量,基準点測量","１級,,３級","2point,4point","北海道渡島総合振興局 
助言　　　H23.10.25  A0431","共和コンサルタント株式
会社 ","H23.11.2 
H24.3.12",,
北海道,"礼文町,",道路計画,基準点測量,３級,10point,"北海道宗谷総合振興局 
助言　　　H23.10.25  A0432","北海道土木設計株式会
社 ","H23.10.4 
H23.11.30",,
北海道,"礼文町,",道路計画,基準点測量,３級,3point,"北海道宗谷総合振興局 
助言　　　H23.10.25  A0433",旭川設計測量株式会社 ,"H23.10.6 
H23.12.20",,
