都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,測量計画機関（助言番号）,測量作業機関,実施時期,,2018.01.14修正
北海道,"岩見沢市,",土地改良,基準点測量,３級,9point,"北海道空知総合振興局 
助言　　　H23.6.3  A0065",株式会社本山測量設計 ,"H23.6.10 
H23.7.10",,
北海道,"新十津川町,",土地改良,基準点測量,３級,28point,"北海道空知総合振興局 
助言　　　H23.6.3  A0066","株式会社北海道農業建
設コンサルタント ","H23.5.27 
H23.11.30",,
北海道,"幕別町,",道路計画,基準点測量,３級,2point,"北海道幕別町 
助言　　　H23.6.3  A0067","大開技術コンサルタント
株式会社 ","H23.5.30 
H23.8.30",,
北海道,"羅臼町,",砂防計画,"基準点測量,基準点測量","１級,,３級","1point,1point","北海道釧路総合振興局 
助言　　　H23.6.3  A0068","共和コンサルタント株式
会社 ","H23.5.18 
H23.8.30",,
北海道,"寿都町,",その他,基準点測量,３級,3point,"北海道開発局小樽開発建設部 
助言　　　H23.6.3  A0069",植田測量株式会社 ,"H23.5.18 
H23.10.25",,
北海道,"新十津川町,",土地改良,基準点測量,３級,23point,"北海道空知総合振興局 
助言　　　H23.6.3  A0070",株式会社みずほ栄設計 ,"H23.5.27 
H24.3.19",,
北海道,"上士幌町,",砂防計画,"数値撮影(デジタル),数値図化","12,,１０００","10.6KM2,2.6KM2","北海道十勝総合振興局 
助言　　　H23.6.3  A0071","株式会社シン技術コンサ
ル ","H23.5.31 
H23.9.30",,
北海道,"札幌市,",その他,"基準点測量,基準点測量","３級,,４級","6point,41point","北海道札幌市 
助言　　　H23.6.8  A0072","株式会社タケカワ総合コ
ンサルタント ","H23.5.27 
H24.3.15",,
北海道,"旭川市,",道路計画,基準点測量,３級,1point,"北海道旭川市 
助言　　　H23.6.8  A0073","株式会社富士建設コン
サル ","H23.6.13 
H23.6.30",,
北海道,"中標津町,",道路計画,"基準点測量,基準点測量,路線測量","２級,,３級,,","1point,2point,1.1km","北海道中標津町 
助言　　　H23.6.8  A0074","株式会社日建エンヂニア
リング ","H23.5.31 
H23.8.31",,
北海道,"滝川市,",砂防計画,基準点測量,３級,3point,"北海道空知総合振興局 
助言　　　H23.6.9  A0075","株式会社北海道技術コ
ンサルタント ","H23.5.31 
H23.8.31",,
北海道,"標茶町,",河川管理,基準点測量,２級,1point,"北海道開発局釧路開発建設部 
助言　　　H23.6.9  A0076",有限会社平井測研 ,"H23.6.20 
H23.11.29",,
北海道,"新十津川町,",土地改良,基準点測量,３級,12point,"北海道空知総合振興局 
助言　　　H23.6.9  A0077","株式会社東亜エンジニア
リング ","H23.6.1 
H23.9.30",,
北海道,"森町,",道路計画,基準点測量,１級,4point,"北海道渡島総合振興局 
助言　　　H23.6.9  A0078","株式会社シー・イー・
サービス ","H23.12.25 
H24.1.30",,
北海道,"幕別町,",道路計画,基準点測量,３級,5point,"北海道幕別町 
助言　　　H23.6.9  A0079","菊地技術コンサルタント
株式会社 ","H23.5.19 
H23.10.7",,
北海道,"斜里町,",道路管理,"基準点測量,数値図化","４級,,５００","25point,0.1KM2","北海道斜里町 
助言　　　H23.6.14  A0080",株式会社ＧＩＳ北海道 ,"H23.5.28 
H24.3.15",,
北海道,"岩内町,",都市計画,"数値撮影(デジタル),数値図化(同時調整含む),数値図化,修正測量,写真地図作成(デジタルオルソ)","20,,２５００,,２５００,,２５００,,２５００","23.3KM2,48point,5.3KM2,18KM2,23.3KM2","北海道岩内町 
助言　　　H23.6.14  A0081",株式会社シン技術コンサル ,"H23.5.16 
H24.1.21",,
北海道,"新十津川町,",土地改良,基準点測量,３級,22point,"北海道空知総合振興局 
助言　　　H23.6.10  A0082","パブリックコンサルタント
株式会社 ","H23.6.3 
H23.12.15",,
北海道,"旭川市,",その他,基準点測量,３級,1point,"北海道旭川市 
助言　　　H23.6.10  A0083","株式会社土木開発セン
ター ","H23.6.4 
H23.7.20",,
北海道,"新ひだか町,",砂防計画,基準点測量,１級,2point,"北海道胆振総合振興局 
助言　　　H23.6.10  A0084","株式会社タナカコンサル
タント ","H23.5.18 
H23.8.30",,
北海道,"上士幌町,",農道計画,基準点測量,３級,5point,"北海道上士幌町 
助言　　　H23.6.10  A0085",株式会社ズコーシャ ,"H23.6.4 
H23.10.31",,
北海道,"喜茂別町,",その他,"基準点測量,基準点測量","１級,,３級","2point,4point","北海道開発局小樽開発建設部 
助言　　　H23.6.10  A0086","大開技術コンサルタント
株式会社 ","H23.6.20 
H23.7.19",,
北海道,"新冠町,",砂防計画,"基準点測量,基準点測量","２級,,３級","3point,5point","北海道胆振総合振興局 
助言　　　H23.6.10  A0087","アサヒコンサルタント株式
会社 ","H23.5.18 
H23.10.31",,
北海道,"積丹町,",その他,基準点測量,３級,1point,"北海道開発局小樽開発建設部 
助言　　　H23.6.10  A0088","株式会社山調住建コン
サルタント ","H23.5.18 
H24.3.15",,
北海道,"白糠町,",土地改良,基準点測量,２級,2point,"北海道釧路総合振興局 
助言　　　H23.6.10  A0089",株式会社松木測量設計 ,"H23.6.7 
H23.9.30",,
北海道,"共和町,",河川計画,基準点測量,３級,5point,"北海道後志総合振興局 
助言　　　H23.6.10  A0090",有限会社柴崎測量 ,"H23.6.27 
H23.10.31",,
北海道,"古平町,",その他,基準点測量,３級,1point,"北海道開発局小樽開発建設部 
助言　　　H23.6.10  A0091","株式会社アトラスエンヂ
ニア ","H23.6.9 
H23.10.18",,
北海道,"別海町,",海岸保全,基準点測量,３級,8point,"北海道釧路総合振興局 
助言　　　H23.6.14  A0092","有限会社サノ測量設計
社 ","H23.6.7 
H23.9.30",,
北海道,"北見市,",その他,"基準点測量,基準点測量","２級,,３級","1point,2point","北海道オホーツク総合振興局 
助言　　　H23.6.14  A0093","メルテックコンサルタント
株式会社 ","H23.6.9 
H23.9.30",,
北海道,"遠軽町,",河川計画,"基準点測量,基準点測量","１級,,３級","1point,3point","北海道オホーツク総合振興局 
助言　　　H23.6.14  A0094   ",益村測量設計株式会社 ,"H23.6.1 
H24.1.31",,
北海道,"遠軽町,",土地改良,"基準点測量,基準点測量,基準点測量,路線測量","２級,,３級,,４級,,","1point,2point,9point,0.48km","北海道オホーツク総合振興局 
助言　　　H23.6.14  A0095",櫻井測量設計株式会社 ,"H23.6.10 
H24.1.30",,
北海道,"新得町,",河川管理,基準点測量,３級,2point,"北海道十勝総合振興局 
助言　　　H23.6.14  A0096",東和工研株式会社 ,"H23.6.10 
H23.7.29",,
北海道,"標津町,",道路計画,"基準点測量,基準点測量","１級,,２級","3point,2point","北海道開発局釧路開発建設部 
助言　　　H23.6.14  A0097","東邦コンサルタント株式
会社 ","H23.6.10 
H23.8.22",,
北海道,"浦臼町,",農地開発,"数値撮影(デジタル),数値図化(同時調整含む),写真地図作成(デジタルオルソ)","20,,２５００,,２５００","99KM2,104point,71.9KM2","北海道浦臼町 
助言　　　H23.6.17  A0098","株式会社シン技術コンサ
ル ","H23.6.9 
H24.2.20",,
北海道,"豊富町,",農地開発,基準点測量,２級,3point,"北海道開発局稚内開発建設部 
助言　　　H23.6.17  A0099",株式会社農土コンサル ,"H23.6.10 
H23.11.22",,
北海道,"幌加内町,",土地改良,基準点測量,３級,5point,"北海道上川総合振興局 
助言　　　H23.6.17  A0100","新栄コンサルタント株式
会社 ","H23.5.31 
H23.12.9",,
北海道,"深川市,",砂防計画,"基準点測量,基準点測量,水準測量,数値撮影(デジタル),数値図化,数値図化","２級,,３級,,４級,,13,,１０００,,２５００","2point,5point,9.5km,10.5KM2,0.6KM2,2.8KM2","北海道空知総合振興局 
助言　　　H23.6.17  A0101","株式会社シン技術コンサ
ル ","H23.5.2 
H24.2.20",,
北海道,"北見市,",総合計画,基準点測量,３級,15point,"北海道北見市 
助言　　　H23.6.17  A0102","株式会社山腰測量設計
事務所 ","H23.6.11 
H23.11.30",,
北海道,"洞爺湖町,",道路用地,基準点測量,２級,2point,"北海道開発局室蘭開発建設部 
助言　　　H23.6.21  A0103","道建コンサルタント株式
会社 ","H23.6.13 
H23.8.18",,
北海道,"利尻町,",砂防計画,"基準点測量,基準点測量","１級,,３級","2point,6point","北海道宗谷総合振興局 
助言　　　H23.6.21  A0104",和光技研株式会社 ,"H23.6.11 
H24.3.21",,
北海道,"白糠町,",道路計画,基準点測量,３級,9point,"北海道白糠町 
助言　　　H23.6.21  A0105",ダイシン設計株式会社 ,"H23.6.20 
H23.7.30",,
北海道,"新得町,",農地開発,"基準点測量,基準点測量","１級,,３級","3point,5point","北海道十勝総合振興局 
助言　　　H23.6.21  A0106",東和工研株式会社 ,"H23.6.9 
H24.1.30",,
北海道,"厚岸町,",その他,"基準点測量,基準点測量","１級,,３級","1point,1point","北海道釧路総合振興局 
助言　　　H23.6.21  A0107","有限会社金子設計事務
所 ","H23.6.10 
H23.8.31",,
北海道,"喜茂別町,",砂防計画,"数値撮影(デジタル),数値図化","12,,１０００","2.7KM2,0.4KM2","北海道後志総合振興局 
助言　　　H23.6.21  A0108","株式会社シン技術コンサ
ル ","H23.6.1 
H23.10.31",,
北海道,"稚内市,",土地改良,"基準点測量,基準点測量","１級,,３級","2km,4km","北海道宗谷総合振興局 
助言　　　H23.6.20  A0109",株式会社Ai測地コンサル ,"H23.6.9 
H23.9.30",,
北海道,"小樽市,",砂防計画,"基準点測量,基準点測量","２級,,３級","1point,4point","北海道後志総合振興局 
助言　　　H23.6.21  A0110","オオハシコンサルタント
株式会社 ","H23.6.22 
H23.7.20",,
北海道,"函館市,",砂防計画,"基準点測量,基準点測量","２級,,３級","3point,3point","北海道渡島総合振興局 
助言　　　H23.6.21  A0111","株式会社玉川測量設計
事務所 ","H23.6.15 
H23.9.30",,
北海道,"紋別市,",河川計画,基準点測量,３級,2point,"北海道オホーツク総合振興局 
助言　　　H23.6.21  A0112",新成設計株式会社 ,"H23.6.15 
H23.8.30",,
北海道,"厚真町,",土地改良,"基準点測量,基準点測量","３級,,４級","50point,148point","北海道胆振総合振興局 
助言　　　H23.6.21  A0113","株式会社山口技研コン
サルタント ","H23.6.16 
H24.3.15",,
北海道,"札幌市,",その他,基準点測量,３級,3point,"北海道空知総合振興局 
助言　　　H23.6.21  A0114","株式会社シン技術コンサ
ル ","H23.6.14 
H23.11.30",,
北海道,"雨竜町,",土地改良,基準点測量,３級,17point,"北海道空知総合振興局 
助言　　　H23.6.21  A0115",嵯峨測量設計株式会社 ,"H23.6.20 
H23.9.30",,
北海道,"雨竜町,",土地改良,基準点測量,３級,11point,"北海道空知総合振興局 
助言　　　H23.6.21  A0116",株式会社北開測地 ,"H23.6.14 
H24.1.20",,
北海道,"小樽市,",道路計画,基準点測量,３級,8point,"北海道後志総合振興局 
助言　　　H23.6.23  A0117","北海道土木設計株式会
社 ","H23.6.15 
H23.9.30",,
北海道,"新ひだか町,",農道計画,基準点測量,３級,5point,"北海道日高振興局 
助言　　　H23.6.23  A0118","株式会社細道コンサルタ
ント ","H23.5.31 
H24.3.21",,
北海道,"別海町,",土地改良,"基準点測量,基準点測量","２級,,３級","19point,2point","北海道根室振興局 
助言　　　H23.6.23  A0119",岩浅測量設計有限会社 ,"H23.6.15 
H24.2.29",,
北海道,"共和町,倶知安町,",道路用地,"基準点測量,基準点測量","１級,,３級","4point,7point","北海道開発局小樽開発建設部 
助言　　　H23.6.23  A0120",大東測地株式会社 ,"H23.6.22 
H23.8.22",,
北海道,"七飯町,",河川管理,"基準点測量,基準点測量","１級,,３級","2point,7point","北海道渡島総合振興局 
助言　　　H23.6.23  A0121",株式会社東鵬開発 ,"H23.6.27 
H23.8.20",,
北海道,"滝川市,",土地改良,基準点測量,３級,10point,"北海道空知総合振興局 
助言　　　H23.6.23  A0122","株式会社創生コンサルタ
ント ","H23.6.17 
H24.2.29",,
北海道,"滝川市,",土地改良,基準点測量,３級,9point,"北海道空知総合振興局 
助言　　　H23.6.23  A0123",技研測量設計株式会社 ,"H23.6.17 
H24.2.29",,
北海道,"釧路市,",河川用地,"基準点測量,基準点測量","１級,,３級","1point,5point","北海道釧路総合振興局 
助言　　　H23.6.24  A0124","株式会社郡土木コンサ
ルタント ","H23.6.17 
H23.10.20",,
北海道,"長沼町,",ほ場整備,基準点測量,３級,12point,"北海道空知総合振興局 
助言　　　H23.6.24  A0125",拓新エンジニア株式会社    ,"H23.6.21 
H23.12.9",,
北海道,"知内町,",道路管理,"基準点測量,基準点測量","１級,,３級","2point,2point","北海道渡島総合振興局 
助言　　　H23.6.24  A0126","株式会社シン技術コンサ
ル ","H23.6.18 
H24.3.21",,
北海道,"雨竜町,",土地改良,基準点測量,３級,6point,"北海道空知総合振興局 
助言　　　H23.6.24  A0127","株式会社東亜エンジニア
リング ","H23.6.21 
H23.12.20",,
北海道,"当麻町,",道路管理,基準点測量,３級,1point,"北海道上川総合振興局 
助言　　　H23.6.28  A0128",株式会社阿部工測 ,"H23.6.22 
H23.9.20",,
北海道,"深川市,沼田町,",河川管理,基準点測量,３級,7point,"北海道空知総合振興局 
助言　　　H23.6.28  A0129",株式会社リブテック ,"H23.6.20 
H23.7.29",,
北海道,"別海町,",道路計画,基準点測量,３級,2point,"北海道別海町 
助言　　　H23.7.1  A0130",ダイシン設計株式会社 ,"H23.6.25 
H23.8.31",,
北海道,"夕張市,",河川管理,"基準点測量,基準点測量","１級,,３級","3point,15point","北海道企業局 
助言　　　H23.7.1  A0131",株式会社北開測地 ,"H23.6.24 
H24.1.30",,
北海道,"登別市,",河川管理,基準点測量,３級,3point,"北海道胆振総合振興局 
助言　　　H23.6.30  A0132",株式会社下国測量 ,"H23.7.1 
H23.9.20",,
北海道,"遠軽町,",河川計画,"基準点測量,基準点測量","１級,,３級","1point,5point","北海道オホーツク総合振興局 
助言　　　H23.6.30  A0133","北武コンサルタント株式
会社 ","H23.5.18 
H24.2.29",,
北海道,"中標津町,",道路計画,基準点測量,３級,2point,"北海道中標津町 
助言　　　H23.6.30  A0134","有限会社伊藤測量事務
所 ","H23.5.10 
H23.7.31",,
北海道,"千歳市,",土地区画整理,"基準点測量,基準点測量,基準点測量","２級,,３級,,４級","1point,7point,130point","千歳市おさつ駅みどり台土地区
画整理組合 
助言　　　H23.6.30  A0135",有限会社坂口測量 ,"H23.6.28 
H23.9.30",,
北海道,"札幌市,",砂防計画,"基準点測量,基準点測量","１級,,３級","5point,5point","北海道開発局札幌開発建設部 
助言　　　H23.6.30  A0136","スミセキ・ジオテクノ株式
会社 ","H23.4.29 
H23.11.25",,
北海道,"沼田町,",土地改良,"基準点測量,基準点測量","１級,,３級","2point,30point","北海道空知総合振興局 
助言　　　H23.6.30  A0137",株式会社みずほ栄設計 ,"H23.6.25 
H24.3.19",,
