都道府県名,測量地域,測量目的,測量種別,縮尺･等級,事業量,計画機関,作業機関,自至時期,
茨城県,"水戸市,",土地区画整理,"基準点,基準点,基準点,平板","１級,,3級,,4級,,500","3point,6point,74point,0.1KM2","水戸市
助言H15.12.9C0332",(株)ミカミ,"H15.12.5
H16.3.15",
茨城県,"土浦市,",都市計画,座標変換,2級,20point,"土浦市
助言H15.12.24C0352",大栄測量設計(株),"H15.11.12
H16.2.19",
茨城県,"空白,",地盤変動調査,水準,１級,460.0km,"茨城県
助言H16.1.6C0382",(株冲庭測量コンサルタント,"H15.12.11
H16.3.31",
茨城県,"大洗町,",都市計画,"カラー撮影,空三,数値図化,写測修正,既成図数値化","11000,,11000,,2500,,2500,,2500","23.2KM2,5M,3.3KM2,19.9KM2,19.9KM2","茨城県大洗町
助言H16.1.8C0393",(株)八州,"H15.12.12
H16.3.19",
茨城県,"鹿嶋市,",土地区画整理,"座標変換,基準点,基準点","2級,,3級,,4級","5point,22point,440point","鹿嶋市
助言H16.1.26C0418",(株)下川設計,"H16.1.20
H16.3.25",
茨城県,"取手市,",砂防計画,"空三,数値図化","15000,,2500","35M,20.3KM2","茨城県竜ケ崎土木事務所
助言H16.1.26C0419",三和航測(株),"H15.8.20
H16.3.25",
茨城県,"結城市,",土地区画整理,"基準点,基準点,平板","3級,,4級,,500","3point,10point,0.1KM2","結城市
助言H16.2.4C0433",(株)双葉,"H16.2.1
H16.3.20",
茨城県,"明野町,真壁町,",土地改良,"基準点,基準点","3級,,4級","20point,100point","茨城県下館土地改良事務所
助言H16.2.12C0447","茨城県土地改良事業団体達
合会","H15.12.26
H16.3.25",
茨城県,"境町,",土地区画整理,"基準点,基準点,平板","3級,,4級,,500","8point,95point,0.2KM2","境町陽光台土地区画整理組合
助言H16.2.17C0460",大和測量(株),"H16.2.20
H16.4.30",
茨城県,"水海道市,",その他(畑地帯総合,基準点,3級,19point,"茨城県下館土地改良事務所
助言H16.2.18C0465","茨城県土地改良事業団体達
合会","H15.1.24
H16.3.31",
茨城県,"明野町,",ほ場整備,基準点,3級,6point,"茨城県下館土地改良事務所
助言H16.2.18C0466","茨城県土地改良事業団体達
合会","H15.1.21
H16.3.31",
茨城県,"北茨城市,",砂防計画,"空三,数値図化","10000,,2500","126M,76.3KM2","茨城県高萩土木事務所
助言H16.2.26C0475",アジア航測(株),"H16.1.29
H16.3.15",
茨城県,"御前山村,桂村,常北町,",森林計画,写測修正,5000,117.9KM2,"茨城県
助言H16.2.27C0481",三和航測(株),"H15.12.27
H16.3.29",
茨城県,"八郷町,",砂防計画,数値図化,2500,45.8KM2,"茨城県土浦土木事務所
助言H16.3.29C0512",国際航業(株),"H16.3.1
H16.6.30",
栃木県,"鹿沼市,粟野町,",砂防計画,数値図化,2500,16.0KM2,"栃木県鹿沼土木事務所
助言H15.4.22C0005",宇都宮測量(株),"H15.3.10
H15.7.30",
栃木県,"大田原市,",土地区画整理(座標変換),"座標変換,座標変換,座標変換","2級,,3級,,4級","3point,14point,265point","栃木県大田原市
助言H15.4.18C0010",協和測量設計(株),"H15.3.6
H15.5.30",
栃木県,"足尾町,",森林計画,基準点,2級,2point,"関東森林管理局
助言H15.5.23C0044",群馬測量(株),"H15.5.22
H15.6.30",
栃木県,"宇都宮市,",法務省不動産登記法第17条地図作成,"基準点,基準点","2級,,3級","4point,14point","宇都宮地方法務局
助言H15.6.16C0064","(社)栃木県公共嘱託登記土地
家屋調査士協会","H15.6.1
H16.3.31",
栃木県,"栃木市,",砂防計画,数値図化,2500,28.0KM2,"栃木県栃木土木事務所
助言H15.6.25C0071",日研測量(株),"H14.12.4
H15.8.30",
栃木県,"石橋町,",都市計画,"カラー撮影,数値図化","10000,,2500","22.4KM2,22.4KM2","栃木県石橋町
助言H15.7.8C0102",那須測量(株),"H15.5.30
H16.3.10",
栃木県,"塩谷町,",下水道計画,"カラー撮影,空三,数値図化","5000,,5000,,500","5.7KM2,9M,0.6KM2","栃木県塩谷町
助言H15.7.30C0126",日研測量(株),"H15.7.17
H15.10.15",
栃木県,"足利市,",固定資産調査,カラー撮影,10000,177.8KM2,"栃木県足利市
助言H15.8.19C0145",アクリーグ(株),"H15.7.25
H16.3.31",
栃木県,"栗山村,足尾町,",砂防計画,数値図化,2500,30.0KM2,"栃木県日光土木事務所
助言H15.8.19C0148",東亜サーベイ(株),"H14.12.5
H15.9.30",
栃木県,"鹿沼市,",土地区画整理,"基準点,基準点,基準点","2級,,3級,,4級","4point,7point,23point","栃木県鹿沼市
助言H15.9.3C0167",晃洋設計測量(株),"H15.6.25
H16.3.25",
栃木県,"氏家町,高根沢町,芳賀町,市貝町,茂木町,益子町,真岡市,宇都宮市,二宮町,小山市,野木町,",砂防計画,"空三,数値図化","12500,,2500","192M,11.7KM2","栃木県真岡土木事務所
助言H15.9.5C0171","(株)篠原設計
(株)なほく","H14.12.2
H15.10.31",
栃木県,"宇都宮市,",都市計画,"カラー撮影,数値図修正,座標変換","10000,,2500,,2500","312.2KM2,120.7KM2,191.5KM2","栃木県宇都宮市
助言H15.9.26C0189",(株)パスコ,"H15.8.22
H16.3.26",
栃木県,"烏山町,",砂防計画,数値図化,2500,38.4KM2,"栃木県烏山土木事務所
助言H15.9.26C0196",日研測量(株),"H15.9.1
H16.3.10",
栃木県,"真岡市,",土地区画整理,平板,500,0.1KM2,"真岡市下高間木土地区画整理組合
助言H15.10.8C0217",(株)山都,"H15.10.6
H16.1.31",
栃木県,"日光市,栗山村,",砂防計画,数値図化,2500,64.5KM2,"日光砂防事務所
助言H15.10.17C0228",国際航業(株),"H15.7.26
H16.3.19",
栃木県,"那須町,",都市計画,"カラー撮影,空三,数値図化","12500,,12500,,2500","35.5KM2,20M,18.3KM2","栃木県那須町
助言H15.10.21C0245",那須測量(株),"H15.9.19
H16.2.12",
栃木県,"市貝町,益子町,茂木町,",砂防計画,"空三,数値図化","10000,,2500","136M,24.7KM2","栃木県真岡土木事務所
助言H15.11.4C0266",(株)篠原設計,"H15.6.2
H16.2.20",
栃木県,"空白,",地盤変動調査,水準,１級,475.0km,"栃木県
助言H15.11.25C0304",昭和(株),"H15.12.1
H16.3.31",
栃木県,"日光市,今市市,栗山村,藤原町,塩谷町,",河川計画,カラー撮影,12500,502.0KM2,"下館河川事務所
助言H15.12.16C0340",中日本航空(株),"H15.12.1
H16.1.30",
栃木県,"芳賀町,",固定資産調査,カラー撮影,12500,70.2KM2,"栃木県芳賀町
助言H15.12.24C0350",アクリーグ(株),"H15.12.18
H16.1.31",
栃木県,"都賀町,",固定資産調査,カラー撮影,10000,30.5KM2,"栃木県都賀町
助言H16.1.6C0379",アクリーグ(株),"H15.12.26
H16.1.31",
栃木県,"今市市,",都市計画,"撮影,数値図化","10000,,2500","4.1KM2,4.1KM2","栃木県今市市
助言H16.1.8C0390",(株)栃木都市計画センター,"H15.11.21
H16.6.30",
栃木県,"黒磯市,南那須町,大田原市,黒羽町,",砂防計画,"空三,数値図化","12500,,2500","397M,13.8KM2","栃木県大田原土木事務所
助言H16.1.8C0391",日研測量(株),"H15.12.2
H16.3.10",
栃木県,"上河内町,",土地区画整理,"基準点,基準点,基準点","2級,,3級,,4級","4point,8point,64point","栃木県上河内町
助言H16.1.27C0425",晃洋設計測量(株),"H16.1.16
H16.5.31",
栃木県,"大田原市,",工業団地面積確定,"基準点,基準点,基準点,基準点","１級,,2級,,3級,,4級","1point,1point,8point,155point","栃木県土地開発公社
助言H16.2.12C0437",(株)なほく,"H15.10.31
H16.3.8",
栃木県,"足利市,",都市計画,"数値図化,数値図化","2500,,10000","81.7KM2,177.8KM2","栃木県足利市
助言H16.2.12C0441",国際航業(株),"H15.11.4
H16.3.20",
栃木県,"宇都宮市,",土地区画整理,"基準点,基準点,座標変換,座標変換","3級,,4級,,１級,,2級","2point,37point,9point,4point","宇都宮市
助言H16.2.12C0443",協和測量設計(株),"H16.2.1
H16.3.25",
栃木県,"矢板市,塩谷町,",砂防計画,数値図化,2500,12.0KM2,"栃木県矢板土木事務所
助言H16.2.27C0450",協和測量設計(株),"H16.2.2
H16.7.30",
栃木県,"栃木市,岩舟町,",砂防計画,数値図化,2500,23.0KM2,"栃木県栃木土木事務所
助言H16.2.27C0482","(有)栃木県用地補償コンサル
タント","H15.11.14
H16.9.20",
栃木県,"粟野町,",砂防計画,数値図化,2500,17.5KM2,"栃木県鹿沼土木事務所
助言H16.3.9C0498",オリェンタル技術開発(株),"H15.11.26
H16.10.31",
栃木県,"西方町,",砂防計画,数値図化,2500,20.0KM2,"栃木県鹿沼土木事務所
助言H16.3.9C0499",宇都宮測量(株),"H15.11.26
H16.10.31",
栃木県,"佐野市,",土地区画整理,"基準点,基準点","3級,,4級","12point,89point","佐野市高萩南部土地区画整理組合
助言H16.3.15C0501",(株)ハ興,"H15.12.26
H16.3.25",
群馬県,"富士見村,",地籍調査(座標変換),座標変換,地籍図根点,70.4KM2,"群馬県富士見村
助言H15.4.18C0001",技研測量設計(株),"H14.11.6
H15.7.31",
茨城県県境千葉県県境埼玉県県境栃木県県境群馬県,"取手市,守谷市,岩井市,境町,古河市,総和町,県境柏市,野田市,我孫子市,関宿町,県境羽生市,栗橋町,県境野木町,藤岡町,県境板倉町,尾島町,大泉町,明和町,千代田町,境町,",河川管理,水準,2級,388.0km,"利根川上流工事事務所
助言H15.4.18C0003",共和コンサルタント(株),"H15.3.8
H15.12.25",
群馬県,"渋川市,北橘村,子持村,小野上村,伊香保町,吉岡町,東村,",砂防計画,"数値図化,写真図","2500,,2500","61.5KM2,61.5KM2","群馬県渋川土木事務所
助言H15.4.24C0015",関東測量(株),"H15.1.22
H15.7.15",
群馬県,"吉井町,",その他(街路事業),"座標変換,基準点,基準点","2級,,2級,,3級","2point,3point,5point","群馬県藤岡土木事務所
助言H15.4.25C0016",(株)高崎測量,"H15.2.28
H15.7.31",
群馬県,"六合村,",森林計画,基準点,3級,4point,"関東森林管理局
助言H15.4.25C0017",技研測量設計(株),"H15.4.20
H15.10.20",
群馬県,"沼田市,",ほ場整備,"基準点,基準点,基準点","2級,,3級,,4級","6point,9point,58point","群馬県
助言H15.5.8C0022","群馬県土地改良事業団体達
合会","H15.5.1
H15.5.15",
群馬県,"高崎市,",都市計画,"カラー撮影,空三,数値図化","10000,,10000,,2500","110.7KM2,132M,110.7KM2","群馬県高崎市
助言H15.5.7C0024",国際航業(株),"H15.4.1
H16.3.31",
群馬県,"北橘村,富士見村,赤城村,利根村,黒保根村,新里村,粕川村,宮城村,大胡町,前橋市,",砂防計画,"数値図化,写真図","2500,,2500","55.9KM2,95.5KM2","群馬県前橋土木事務所
助言H15.5.8C0026",技研測量設計(株),"H15.1.22
H15.8.13",
群馬県,"高崎市,安中市,倉渕村,榛名町,箕郷町,群馬町,松井田町,",森林計画,カラー撮影,20000,579.0KM2,"群馬県
助言H15.5.12C0028",(株)協同測量社,"H15.4.18
H15.11.7",
群馬県,"藤岡市,吉井町,鬼石町,",砂防計画,数値図化,2500,21.7KM2,"群馬県藤岡土木事務所
助言H15.5.21C0039",(株)パスコ,"H15.3.13
H15.7.15",
群馬県,"長野原町,",砂防計画,"数値図化,写真図","2500,,2500","95.4KM2,155.2KM2","群馬県中之条土木事務所
助言H15.6.11C0060",アジア航測(株),"H15.1.23
H15.7.15",
群馬県,"富岡市,",砂防計画,"数値図化,写真図","2500,,2500","42.9KM2,120.8KM2","群馬県富岡土木事務所
助言H15.6.25C0070",利根コンサルタント(株),"H15.2.15
H15.7.15",
群馬県,"前橋市,",住宅団地造成,"基準点,基準点,基準点,座標変換","2級,,3級,,4級,,2級","1point,1point,19point,4point","前橋工業団地造成組合
助言H15.6.30C0079",アコン測量設計(株),"H15.6.10
H15.10.31",
群馬県,"利根村,",森林計画,基準点,3級,3point,"関東森林管理局
助言H15.6.30C0088",石沢測量設計(株),"H15.6.20
H15.10.11",
群馬県,"沼田市,子持村,赤城村,",道路計画,"基準点,基準点,カラー撮影,数値図化","2級,,3級,,4000,,500","6point,7point,2.4KM2,0.6KM2","高崎河川国道事務所
助言H15.6.30C0095",技研測量設計(株),"H15.7.1
H15.8.29",
群馬県,"利根村,",森林計画,基準点,3級,5point,"関東森林管理局
助言H15.7.3C0100",(株)森林テクニクス前橋支店,"H15.7.1
H15.8.31",
群馬県,"藤岡市,",都市計画,写測修正,2500,13.5KM2,"群馬県藤岡市
助言H15.7.9C0108",セントラル航空測量(株),"H15.6.13
H15.10.31",
群馬県,"前橋市,",都市計画,数値図修正,2500,215.8KM2,"群馬県前橋市
助言H15.7.9C0110","朝日航洋(株)
(株)中庭測量コンサルタント
(株)プライムプラン","H15.7.4
H16.3.15",
群馬県,"榛名町,",砂防計画,"基準点,基準点","2級,,4級","5point,167point","利根川水系砂防事務所
助言H15.7.16C0116",(株)アーク測量設計,"H15.7.16
H15.11.15",
群馬県,"東村,",土地改良,"基準点,基準点,基準点","2級,,3級,,4級","3point,13point,62point","群馬県東村
助言H15.8.1C0128","群馬県土地改良事業団体達
合会","H15.8.1
H15.12.20",
群馬県県境栃木県,"桐生市,太田市,館林市,大間々町,板倉町,邑楽町,県境足利市,佐野市,藤岡町,",河川管理,数値図修正,2500,99.0KM2,"渡良瀬川河川事務所
助言H15.9.3C0166",(株)写測,"H15.6.13
H15.11.21",
群馬県,"沼田市,",土地改良(確定測量),"基準点,基準点,基準点","2級,,3級,,4級","11point,46point,288point","群馬県
助言H15.9.11C0172","群馬県土地改良事業団体達
合会","H15.10.1
H16.3.15",
群馬県,"桐生市,",都市計画,"カラー撮影,写測修正,座標変換","12500,,2500,,2500","30.8KM2,30.8KM2,30.8KM2","群馬県桐生市
助言H15.9.18C0183",(株)ジャステック,"H15.9.3
H16.1.30",
群馬県,"渋川市,子持村,赤城村,",水資源開発,"座標変換,座標変換,基準点,基準点,水準","2級,,3級,,3級,,4級,,2級","49point,4point,5point,260point,16.6km","水資源開発公団群馬用水総合事務所
助言H15.9.26C0190","(株)高崎測量
(株)オーテーシー","H15.8.5
H16.1.21",
群馬県,"安中市,",ほ場整備,"座標変換,基準点,基準点,基準点","2級,,2級,,3級,,4級","2point,1point,12point,50point","安中市
助言H15.10.2C0197","群馬県土地改良事業団体連
合会","H15.10.20
H15.12.20",
群馬県,"吾妻町,",ほ場整備,"座標変換,基準点,基準点,基準点","2級,,2級,,3級,,4級","4point,4point,47point,92point","群馬県
助言H15.10.2C0198","群馬県土地改良事業団体連
合会","H15.10.1
H16.3.15",
群馬県,"群馬町,",土地改良,"座標変換,座標変換,座標変換","2級,,3級,,4級","4point,30point,69point","群馬町
助言H15.11.12C0287","群馬県土地改良事業団体達
合会","H15.12.1
H15.12.10",
群馬県,"北橘村,富士見村,吉岡町,前橋市,渋川市,子持村,",河川管理(群馬用水),水準,2級,30.6km,"独立行政法人水資源機構群馬用水総
合事業所
助言H15.11.25C0303","三守測量(株)
石渾測量設計(株)
東亜測量設計(株)","H15.10.22
H16.1.6",
群馬県県境埼玉県,"高崎市,藤岡市,玉村町,新町,鬼石町,県境上里町,神川町,",河川管理,基準点,3級,352point,"高崎河川国道事務所
助言H15.12.1C0320","藤和航測(株)
(株)地測設計
開発技術(株)","H15.9.30
H16.3.19",
群馬県,"館林市,伊勢崎市,新町,境町,玉村町,尾島町,新田町,板倉町,明和町,千代田町,邑楽町,前橋市,高崎市,太田市,藤岡市,吉井町,東村,薮塚本町,大泉町,",地盤変動調査,水準,１級,560.0km,"群馬県
助言H15.12.3C0321",国際航業(株),"H15.11.10
H16.3.19",
群馬県,"富岡市,",土地区画整理,"基準点,基準点","3級,,4級","4point,45point","富岡市
助言H15.12.24C0353",関東測量(株),"H15.11.17
H16.3.19",
群馬県,"中之条町,",下水道計画,"カラー撮影,空三,数値図化","5000,,5000,,500","2.2KM2,44M,2.2KM2","群馬県中之条町
助言H15.12.26C0376",藤和航測(株),"H15.12.15
H16.3.20",
群馬県,"箕郷町,群馬町,",榛名幹線下流部改築,"水準,平板,水準,路線","4級,,500,,2級","56point,0.1KM2,16.3km,0.2km","水資源機構群馬用水総合事業所
助言H15.12.26C0377",昭和設計(株),"H15.11.27
H16.3.5",
群馬県,"黒保根村,",国有林境界測量,基準点,3級,5point,"関東地方整備局渡良瀬川河川事務所
助言H16.1.14C0401",(株)地測設計,"H15.8.23
H16.3.10",
群馬県,"前橋市,",都市計画,座標変換,2級,304point,"前橋市
助言H16.1.26C0413",関東測量(株),"H15.12.18
H16.3.12",
群馬県,"渋川市,",地籍調査,座標変換,図根多角点,51.6KM2,"群馬県渋川市
助言H16.1.27C0423",(有)和泉測量,"H15.12.18
H16.3.10",
群馬県,"松井田町,",ダム計画,"座標変換,座標変換,座標変換","１級,,2級,,3級","3point,22point,4point","群馬県増田川ダム建設事務所
助言H16.2.12C0438",技研測量設計(株),"H16.2.1
H16.3.15",
