都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,測量計画機関（助言番号）,測量作業機関,実施時期
新潟県,"村上市,",都市計画,数値図化,2500,6.6KM2,"新潟県村上市 
助言　　　H26.11.6  D0138",株式会社オリス ,"H26.8.23 
H27.3.20"
新潟県,"新発田市,",砂防計画,"基準点測量,基準点測量,路線測量","２級,,４級,,","4point,32point,0.87km","北陸地方整備局飯豊山系砂防
事務所 
助言　　　H26.11.10  D0139",株式会社平成測量 ,"H26.10.28 
H26.12.12"
新潟県,"関川村,",砂防計画,"基準点測量,基準点測量,路線測量","２級,,４級,,","2point,60point,1km","北陸地方整備局飯豊山系砂防
事務所 
助言　　　H26.11.10  D0140","有限会社石山測量設計
事務所 ","H26.10.28 
H26.12.30"
新潟県,"上越市,",下水道計画,"数値図化,修正測量","500,,500","0.37KM2,0.13KM2","新潟県上越市 
助言　　　H26.11.14  D0143","株式会社ナカノアイシス
テム ","H26.10.28 
H27.3.13"
新潟県,"新発田市,",砂防計画,"基準点測量,基準点測量","２級,,４級","3point,32point","北陸地方整備局飯豊山系砂防
事務所 
助言　　　H26.11.12  D0145",株式会社平成測量 ,"H26.11.5 
H26.12.12"
新潟県,"湯沢町,南魚沼市,",砂防計画,"数値撮影(デジタル),同時調整","16,,1000","380KM2,380KM2","北陸地方整備局湯沢砂防事務
所 
助言　　　H26.11.14  D0146",アジア航測株式会社 ,"H26.9.12 
H27.1.23"
新潟県,"新潟市,",土地区画整理,基準点測量,２級,4point,"女池上山土地区画整理組合 
助言　　　H26.11.17  D0147",株式会社総合都市開発 ,"H26.11.25 
H27.1.30"
新潟県,"佐渡市,",空港計画,航空レーザ測量,500,5.38KM2,"新潟県佐渡地域振興局 
助言　　　H26.11.20  D0150",アジア航測株式会社 ,"H26.10.23 
H27.3.13"
新潟県,"関川村,",土地改良,基準点測量,２級,14point,"新潟県村上地域振興局 
助言　　　H26.12.2  D0153",新潟巧測株式会社 ,"H26.10.30 
H27.12.18"
新潟県,"新潟市,",道路計画,"基準点測量,基準点測量,基準点測量,数値撮影(デジタル),数値図化(同時調整含む)","１級,,２級,,３級,,9,,500","2point,15point,44point,26.1KM2,1.1KM2","新潟県新潟市 
助言　　　H26.12.10  D0155","株式会社ナカノアイシス
テム ","H26.6.10 
H27.3.13"
新潟県,"三条市,",都市計画,"修正測量,地形図等成果の座標補正","2500,,2500","24KM2,408KM2","新潟県三条市 
助言　　　H27.1.8  D0162",朝日航洋株式会社 ,"H26.12.5 
H27.3.20"
新潟県,"糸魚川市,上越市,",河川管理,航空レーザ測量,500,10.2KM2,"北陸地方整備局高田河川国道
事務所 
助言　　　H27.1.8  D0163",アジア航測株式会社 ,"H26.9.29 
H27.1.30"
新潟県,"糸魚川市,",道路計画,"基準点測量,基準点測量,現地測量(数値地形図作成),路線測量","２級,,４級,,1000,,","3point,10point,0.027KM2,0.3km","北陸地方整備局高田河川国道
事務所 
助言　　　H27.1.14  D0165",保坂測量株式会社 ,"H26.12.9 
H27.2.27"
新潟県,"新潟市,",その他,基準点測量,４級,0.41KM2,"法務省新潟地方法務局 
助言　　　H27.1.22  D0167",渡辺測量株式会社 ,"H26.8.22 
H28.2.29"
新潟県,"新潟市,",都市計画,修正測量,2500,34.64KM2,"新潟県新潟市 
助言　　　H27.2.16  D0173",株式会社オリス ,"H27.1.27 
H27.3.13"
新潟県,"新発田市,",下水道管理,基準点測量,３級,1point,"新潟県新発田市 
助言　　　H27.2.20  D0174","株式会社新和測量設計
事務所    ","H27.2.20 
H27.3.25"
新潟県,"上越市,",河川計画,"数値撮影(デジタル),数値図化(同時調整含む)","18,,2500","83KM2,16.8KM2","北陸地方整備局高田河川国道
事務所 
助言　　　H27.2.20  D0175","株式会社ナカノアイシス
テム ","H26.9.19 
H27.2.27"
新潟県,"上越市,",地すべり対策,"数値撮影(デジタル),数値図化(同時調整含む)","18,,2500","307.7KM2,10.72KM2","新潟県上越地域振興局 
助言　　　H27.3.2  D0176",株式会社オリス ,"H27.1.23 
H27.10.30"
新潟県,"長岡市,",土地区画整理,基準点測量,４級,48point,"東栄土地区画整理組合 
助言　　　H27.3.12  D0178",株式会社長測 ,"H27.4.1 
H28.3.31"
新潟県,"妙高市,",砂防計画,数値図化,2500,11.3KM2,"上越地域振興局妙高砂防事務
所 
助言　　　H27.3.12  D0179",アジア航測株式会社 ,"H26.10.29 
H27.3.15"
新潟県,"妙高市,",砂防計画,数値図化,2500,10KM2,"上越地域振興局妙高砂防事務
所 
助言　　　H27.3.12  D0180",アジア航測株式会社 ,"H26.10.29 
H27.3.15"
新潟県,"妙高市,",砂防計画,数値図化,2500,21.3KM2,"上越地域振興局妙高砂防事務
所 
助言　　　H27.3.12  D0181",アジア航測株式会社 ,"H27.1.13 
H27.3.15"
新潟県県境富山県,"糸魚川市,県境魚津市,滑川市,富山市,高岡市,射水市,上市町,黒部市,小矢部市,入善町,朝日町,",その他,"数値撮影(デジタル),数値図化(同時調整含む)","2500,,2500","147.5KM2,24.5KM2","鉄道建設・運輸施設整備支援機
構 
助言　　　H27.3.20  D0182",アジア航測株式会社 ,"H27.3.16 
H27.9.3"
新潟県県境長野県,"糸魚川市,妙高市,上越市,県境長野市,飯山市,",その他,"数値撮影(デジタル),同時調整","20,,2500","66.369KM2,66.369KM2","鉄道建設・運輸施設整備支援機
構鉄道建設本部北陸新幹 
助言　　　H27.3.24  D0183","写測エンジニアリング株
式会社 ","H27.3.3 
H27.10.2"
富山県,"富山市,",道路計画,基準点測量,４級,12point,"北陸地方整備局富山河川国道
事務所 
助言　　　H26.4.28  D0004","株式会社新日本コンサル
タント ","H26.4.25 
H26.8.29"
富山県,"富山市,",基準点管理,復旧測量(基準点),街区多角点,1point,"富山県富山市 
助言　　　H26.5.29  D0011","株式会社寺島コンサルタ
ント ","H26.5.28 
H26.7.28"
富山県,"南砺市,",総合計画,"数値撮影(デジタル),同時調整,写真地図作成(デジタルオルソ)","20,,1000,,20","298.56KM2,298.56KM2,298.56KM2","富山県南砺市 
助言　　　H26.5.30  D0012","株式会社ナカノアイシス
テム ","H26.5.20 
H26.12.10"
富山県,"砺波市,",下水道計画,"基準点測量,基準点測量,復旧測量(基準点)","２級,,３級,,２級","14point,12point,4point","富山県砺波市 
助言　　　H26.6.25  D0019",株式会社上智 ,"H26.6.10 
H26.7.31"
富山県,"黒部市,魚津市,朝日町,入善町,",総合計画,"カラー撮影(フィルム),同時調整,写真地図作成(デジタルオルソ)","15000,,1000,,2500","450KM2,450KM2,192KM2","富山県黒部市 
助言　　　H26.7.9  D0035",日本海航測株式会社 ,"H26.5.26 
H26.12.26"
富山県,"入善町,",都市計画,"同時調整,数値図化,数値図化,地図編集,地図編集","2500,,2500,,5000,,5000,,10000","71.3KM2,11KM2,50.9KM2,11KM2,35KM2","富山県入善町 
助言　　　H26.7.25  D0046",株式会社エー・ピー・エス ,"H26.7.9 
H26.11.28"
富山県,"朝日町,",都市計画,基準点測量,２級,3point,"富山県朝日町 
助言　　　H26.8.6  D0061","株式会社日本海コンサル
タント ","H26.7.28 
H26.12.20"
富山県,"富山市,",総合計画,"数値撮影(デジタル),数値撮影(デジタル),写真地図作成(デジタルオルソ),写真地図作成(デジタルオルソ)","20,,31.25,,1000,,2500","355.68KM2,384.36KM2,355.68KM2,740.04KM2","富山県富山市 
助言　　　H26.8.6  D0062",日本海航測株式会社 ,"H26.6.19 
H27.2.10"
富山県,"南砺市,",都市計画,"数値図化,地図編集","2500,,10000","159KM2,159KM2","富山県南砺市 
助言　　　H26.8.12  D0071",青光社 ,"H26.7.22 
H27.3.27"
富山県,"高岡市,",固定資産,"数値撮影(デジタル),同時調整,写真地図作成(デジタルオルソ)","10,,1000,,1000","209.4KM2,209.4KM2,209.4KM2","富山県高岡市 
助言　　　H26.9.8  D0100",国際航業株式会社 ,"H26.8.26 
H26.12.26"
富山県,"富山市,",道路計画,"基準点測量,基準点測量","２級,,４級","15point,143point","北陸地方整備局富山河川国道
事務所 
助言　　　H26.9.18  D0107",株式会社明和 ,"H26.9.22 
H27.2.20"
富山県,"富山市,",道路計画,"基準点測量,基準点測量","２級,,４級","12point,171point","北陸地方整備局富山河川国道
事務所 
助言　　　H26.9.29  D0117","株式会社日本海コンサル
タント ","H26.9.22 
H26.12.25"
富山県,"朝日町,入善町,射水市,黒部市,滑川市,氷見市,魚津市,高岡市,富山市,",海岸保全,数値撮影(デジタル),29,274.4KM2,"富山県 
助言　　　H26.10.1  D0120",株式会社エー・ピー・エス ,"H26.10.6 
H26.11.28"
富山県,"魚津市,",土地区画整理,"復旧測量(基準点),基準点測量","３級,,４級","5point,38point","富山県魚津市 
助言　　　H26.10.17  D0126",株式会社サンワコン ,"H26.10.27 
H27.3.20"
富山県,"高岡市,",地籍調査,基準点測量,３級,24point,"国土交通省土地・建設産業局地
籍整備課 
助言　　　H26.11.12  D0144",株式会社利水社 ,"H26.10.21 
H27.2.9"
富山県,"射水市,",土地改良,"基準点測量,基準点測量","２級,,４級","10point,120point","富山県高岡農林振興センター 
助言　　　H26.12.2  D0154",株式会社協和 ,"H26.7.14 
H27.3.5"
富山県,"立山町,射水市,小矢部市,砺波市,高岡市,富山市,",河川計画,復旧測量(基準点),１級,205point,"北陸地方整備局富山河川国道
事務所 
助言　　　H26.12.9  D0156   ","北陸コンサルタント株式
会社 ","H26.4.1 
H27.3.31"
富山県,"富山市,",土地改良,"基準点測量,基準点測量","１級,,４級","2point,3point","富山県富山農林振興センター 
助言　　　H26.12.15  D0157","富山県土地改良事業団
体連合会 ","H26.8.8 
H27.3.10"
富山県,"南砺市,",河川管理,航空レーザ測量,1000,2.8KM2,"富山県砺波土木センター 
助言　　　H26.12.15  D0159",アジア航測株式会社 ,"H26.10.10 
H26.12.19"
富山県,"高岡市,",都市計画,修正測量,2500,12KM2,"富山県高岡市 
助言　　　H27.1.22  D0166",株式会社エー・ピー・エス ,"H26.12.15 
H27.3.20"
富山県,"小矢部市,",土地区画整理,"復旧測量(基準点),復旧測量(基準点),基準点測量","２級,,３級,,３級","4point,7point,,1point","小矢部市石動駅南土地区画整
理組合 
助言　　　H27.1.28  D0169","株式会社新日本コンサル
タント ","H26.9.9 
H27.3.25"
富山県,"富山市,",基準点管理,復旧測量(基準点),３級,1point,"富山県富山市 
助言　　　H27.3.25  D0184","株式会社寺島コンサルタ
ント ","H27.3.20 
H27.6.12"
石川県,"七尾市,",道路計画,基準点測量,２級,1point,"石川県七尾市 
助言　　　H26.5.29  D0010",株式会社津田測量 ,"H26.4.30 
H26.9.30"
石川県,"志賀町,",道路計画,"基準点測量,基準点測量","１級,,２級","2point,3point","石川県志賀町 
助言　　　H26.6.12  D0013","株式会社国土開発セン
ター ","H26.6.2 
H26.11.25"
石川県,"白山市,",固定資産,"数値撮影(デジタル),同時調整","12,,1000","226.08KM2,226.08KM2","石川県白山市 
助言　　　H26.6.20  D0017","株式会社パスコ　石川支
店 ","H26.6.17 
H26.10.31"
石川県,"野々市市,",土地区画整理,"基準点測量,基準点測量","２級,,３級","6point,15point","野々市市北西部土地区画整理
組合 
助言　　　H26.6.24  D0020","株式会社日本海コンサル
タント ","H26.6.23 
H26.10.30"
石川県,"羽咋市,",土地改良,"復旧測量(基準点),基準点測量,基準点測量","２級,,３級,,４級","10point,19point,162point","石川県中能登農林総合事務所 
助言　　　H26.6.25  D0021",羽咋測量設計株式会社 ,"H26.6.5 
H26.12.25"
石川県,"津幡町,",その他,基準点測量,２級,3point,"石川県津幡町 
助言　　　H26.7.1  D0025","株式会社国土開発セン
ター ","H26.7.1 
H26.12.19"
石川県,"七尾市,",土地改良,"復旧測量(基準点),基準点測量,基準点測量,復旧測量(基準点),その他","２級,,３級,,４級,,３級,,確定測量","5point,3point,121point,11point,","石川県中能登農林総合事務所 
助言　　　H26.7.3  D0030",新開測量有限会社 ,"H26.6.23 
H26.12.25"
石川県,"志賀町,",土地改良,"復旧測量(基準点),復旧測量(基準点),基準点測量,基準点測量","２級,,３級,,３級,,４級","8point,11point,4point,173point","石川県中能登農林総合事務所 
助言　　　H26.7.9  D0037","有限会社高山測量設計
事務所 ","H26.7.3 
H26.12.25"
石川県,"七尾市,",その他,"数値図化,修正測量,空中三角測量","2500,,2500,,","0.94KM2,1.26KM2,","石川県中能登土木総合事務所 
助言　　　H26.7.14  D0040",羽咋測量設計株式会社 ,"H26.7.2 
H26.10.31"
石川県,"七尾市,",地盤変動調査,水準測量,１級,33km,"石川県 
助言　　　H26.7.18  D0044",株式会社地域みらい ,"H26.8.1 
H26.11.30"
石川県,"七尾市,",道路計画,基準点測量,２級,1point,"石川県七尾市 
助言　　　H26.7.18  D0045",株式会社津田測量 ,"H26.7.2 
H26.8.29"
石川県,"白山市,",砂防計画,数値図化,2500,0.2KM2,"石川県石川土木総合事務所 
助言　　　H26.7.25  D0050","株式会社北日本ジオグラ
フィ ","H26.8.1 
H26.8.29"
石川県,"金沢市,内灘町,",固定資産,"数値撮影(デジタル),同時調整","12,,1000","263.87KM2,263.87KM2","石川県金沢市 
助言　　　H26.7.31  D0051","セントラル航業株式会社 
国際航業株式会社 ","H26.7.15 
H26.11.30"
石川県,"中能登町,",土地改良,"基準点測量,復旧測量(基準点),基準点測量","３級,,３級,,４級","7point,7point,58point","石川県中能登農林総合事務所 
助言　　　H26.7.31  D0053",新開測量有限会社 ,"H26.6.18 
H26.12.25"
石川県,"白山市,",道路計画,基準点測量,２級,4point,"石川県白山市 
助言　　　H26.7.31  D0054","株式会社国土開発セン
ター ","H26.7.7 
H27.3.10"
石川県,"志賀町,",固定資産,"数値撮影(デジタル),同時調整","12,,1000","246.55KM2,246.55KM2","石川県志賀町 
助言　　　H26.7.31  D0055","株式会社パスコ　石川支
店 ","H26.8.1 
H27.3.31"
石川県,"津幡町,",土地改良,"数値図化,水準測量","1000,,３級","0.72KM2,10point","石川県県央農林総合事務所 
助言　　　H26.8.6  D0056","株式会社北日本ジオグラ
フィ ","H26.8.1 
H26.9.30"
石川県,"能登町,",土地改良,基準点測量,２級,13point,"石川県奥能登農林総合事務所 
助言　　　H26.8.4  D0057","有限会社武田測量設計
事務所 ","H26.7.17 
H26.12.10"
石川県,"羽咋市,",土地改良,"基準点測量,基準点測量","２級,,３級","6point,9point","石川県中能登農林総合事務所 
助言　　　H26.8.7  D0064",羽咋測量設計株式会社 ,"H26.7.30 
H26.9.10"
石川県,"津幡町,",土地改良,"基準点測量,基準点測量","２級,,３級","9point,11point","石川県県央農林総合事務所 
助言　　　H26.8.8  D0066",株式会社利水社 ,"H26.8.1 
H26.10.31"
石川県,"七尾市,",地盤変動調査,水準測量,１級,9.8km,"石川県七尾市 
助言　　　H26.8.20  D0072",株式会社地域みらい ,"H26.8.1 
H26.11.30"
石川県,"能美市,",土地区画整理,"基準点測量,基準点測量","２級,,３級","11point,8point","石川県 
助言　　　H26.8.19  D0077","株式会社日本海コンサル
タント ","H26.8.18 
H27.2.27"
石川県,"白山市,金沢市,",地盤変動調査,水準測量,１級,67km,"石川県 
助言　　　H26.8.19  D0079","株式会社国土開発セン
ター ","H26.8.18 
H26.10.31"
石川県,"七尾市,",土地改良,"基準点測量,基準点測量","２級,,３級","9point,9point","石川県中能登農林総合事務所 
助言　　　H26.8.21  D0082",石川都市開発株式会社 ,"H26.7.17 
H26.12.25"
石川県,"七尾市,",道路計画,MMS計測,500,18km,"石川県七尾市 
助言　　　H26.9.8  D0096","株式会社日本海コンサル
タント 
株式会社パスコ　石川支
店 ","H26.9.1 
H26.9.30"
石川県,"小松市,",土地改良,基準点測量,４級,55point,"石川県南加賀農林総合事務所 
助言　　　H26.9.10  D0102","エービーコンサルタント株
式会社 ","H26.9.1 
H27.3.20"
石川県,"金沢市,",都市計画,修正測量,1000,243.49KM2,"石川県金沢市 
助言　　　H26.9.11  D0103",セントラル航業株式会社 ,"H26.8.6 
H27.3.20"
石川県,"白山市,",砂防計画,"航空レーザ測量,数値撮影(デジタル),同時調整","1000,,21.3,,2500","78.5KM2,90KM2,90KM2","北陸地方整備局金沢河川国道
事務所 
助言　　　H26.9.12  D0104",朝日航洋株式会社 ,"H26.8.4 
H26.12.15"
石川県,"金沢市,",土地区画整理,基準点測量,２級,4point,"金沢市副都心北部大河端土地
区画整理組合 
助言　　　H26.9.18  D0108",株式会社東洋設計 ,"H26.8.21 
H26.11.28"
石川県県境岐阜県,"白山市,県境白川村,",その他,航空レーザ測量,2500,17KM2,"北陸地方整備局金沢河川国道
事務所 
助言　　　H26.9.25  D0110",中日本航空株式会社 ,"H26.9.6 
H27.1.20"
石川県,"能美市,",土地区画整理,基準点測量,３級,6point,"石川県 
助言　　　H26.9.25  D0115","株式会社日本海コンサル
タント ","H26.9.16 
H27.2.27"
石川県,"加賀市,能美市,",砂防計画,数値図化,2500,0.2KM2,"石川県南加賀土木総合事務所 
助言　　　H26.10.2  D0119","株式会社北日本ジオグラ
フィ ","H26.9.1 
H26.12.10"
石川県,"金沢市,かほく市,",砂防計画,"数値図化,修正測量","2500,,2500","3.62KM2,0.7KM2","石川県県央土木総合事務所 
助言　　　H26.10.7  D0121",日本海航測株式会社 ,"H26.6.19 
H26.10.31"
石川県,"七尾市,",土地改良,"基準点測量,基準点測量,基準点測量","２級,,３級,,４級","4point,11point,100point","石川県中能登農林総合事務所 
助言　　　H26.10.7  D0122",株式会社津田測量 ,"H26.10.1 
H26.12.25"
石川県,"白山市,",土地区画整理,"基準点測量,基準点測量","２級,,３級","1point,5point","石川県白山市 
助言　　　H26.10.10  D0123","株式会社日本海コンサル
タント ","H26.10.1 
H27.3.10"
石川県,"小松市,",その他,"カラー撮影(フィルム),同時調整,数値図化,MMS計測","4000,,500,,500,,500","3.5KM2,3.5KM2,0.33KM2,12.77km","石川県小松市 
助言　　　H26.10.21  D0127",日本海航測株式会社 ,"H26.9.16 
H27.3.31"
石川県,"中能登町,",土地改良,"基準点測量,基準点測量,基準点測量","２級,,３級,,４級","3point,16point,51point","石川県中能登農林総合事務所 
助言　　　H26.10.31  D0134",株式会社地域みらい ,"H26.8.1 
H26.12.25"
石川県,"七尾市,",土地改良,"基準点測量,基準点測量","２級,,３級","8point,14point","石川県中能登農林総合事務所 
助言　　　H26.10.31  D0135",株式会社津田測量 ,"H26.9.10 
H26.12.25"
石川県,"金沢市,野々市市,",河川管理,"基準点測量,基準点測量,数値図化","３級,,４級,,1000","9point,24point,0.13KM2","石川県安原・高橋川工事事務所 
助言　　　H26.11.12  D0141",セントラル航業株式会社 ,"H26.10.15 
H26.12.19"
石川県県境福井県,"加賀市,県境あわら市,鯖江市,南越前町,越前市,敦賀市,福井市,",鉄道計画,航空レーザ測量,1000,3.95KM2,"鉄道建設・運輸施設整備支援機
構鉄道建設本部大阪支社 
助言　　　H26.11.14  D0142",株式会社ウエスコ ,"H26.11.4 
H27.3.20"
石川県,"白山市,能美市,川北町,",河川管理,"基準点測量,基準点測量","１級,,３級","28point,131point","北陸地方整備局金沢河川国道
事務所 
助言　　　H26.11.17  D0148","株式会社新日本コンサル
タント ","H26.11.14 
H27.3.20"
石川県,"白山市,",土地区画整理,"基準点測量,基準点測量,カラー撮影(フィルム),同時調整","２級,,３級,,5000,,500","5point,11point,20KM2,20KM2","白山市横江町土地区画整理組
合 
助言　　　H26.12.9  D0151","株式会社日本海コンサル
タント ","H26.11.18 
H27.3.31"
石川県,"小松市,加賀市,能美市,",砂防計画,数値図化,2500,0.3KM2,"石川県南加賀土木総合事務所 
助言　　　H27.1.5  D0160",株式会社テクノマップ ,"H26.12.8 
H27.3.20"
石川県,"白山市,金沢市,",河川管理,基準点測量,３級,4point,"石川県安原・高橋川工事事務所 
助言　　　H27.1.14  D0164",株式会社生田測量 ,"H26.12.9 
H27.3.27"
石川県,"金沢市,",その他,基準点測量,４級,279point,"法務省金沢地方法務局 
助言　　　H27.1.22  D0168","株式会社石野測量事務
所 ","H27.1.26 
H27.2.27"
石川県,"白山市,",土地区画整理,"基準点測量,基準点測量","２級,,３級","1point,4point","白山市曽谷町土地区画整理組
合 
助言　　　H27.2.3  D0171","株式会社日本海コンサル
タント ","H27.2.13 
H27.4.30"
石川県,"輪島市,",土地改良,"基準点測量,基準点測量,基準点測量","２級,,３級,,４級","2point,7point,36point","輪島市土地改良区 
助言　　　H27.2.10  D0172",株式会社旭 ,"H26.11.11 
H27.9.30"
石川県,"七尾市,",都市計画,"数値図化,修正測量","2500,,2500","10.2KM2,7.51KM2","石川県七尾市 
助言　　　H27.3.2  D0177","株式会社北日本ジオグラ
フィ ","H27.2.23 
H27.3.20"
石川県,"金沢市,白山市,野々市市,津幡町,",鉄道計画,"数値撮影(デジタル),同時調整","25,,2500","134KM2,134KM2","鉄道建設・運輸施設整備支援機
構鉄道建設本部大阪支社 
助言　　　H27.3.30  D0185",中日本航空株式会社 ,"H27.3.23 
H27.8.3"
福井県,"福井市,",土地区画整理,基準点測量,４級,260point,"福井県福井市 
助言　　　H26.4.24  D0003",株式会社サンワコン ,"H26.4.15 
H26.9.30"
福井県,"坂井市,",道路計画,基準点測量,２級,8point,"福井県三国土木事務所 
助言　　　H26.6.27  D0023",中央測量設計株式会社 ,"H26.6.23 
H26.9.16"
福井県,"高浜町,",土地改良,"基準点測量,基準点測量,基準点測量,その他","２級,,３級,,４級,,確定測量","7point,30point,62point,0.474KM2","福井県嶺南振興局 
助言　　　H26.7.2  D0027","福井県土地改良事業団
体連合会    ","H24.7.2 
H27.3.20"
福井県,"若狭町,小浜市,",道路管理,"基準点測量,基準点測量,基準点測量,基準点測量,現地測量(数値地形図作成)","１級,,２級,,３級,,４級,,500","8point,6point,49point,56point,12.9KM2","中日本高速道路株式会社名古
屋支社敦賀工事事務所 
助言　　　H26.7.3  D0028",キタイ設計株式会社 ,"H25.11.19 
H27.6.21"
福井県,"若狭町,敦賀市,",道路管理,"基準点測量,基準点測量,基準点測量,基準点測量,現地測量(数値地形図作成)","１級,,２級,,３級,,４級,,500","7point,8point,40point,56point,8.6KM2","中日本高速道路株式会社名古
屋支社敦賀工事事務所 
助言　　　H26.7.3  D0029","株式会社協和コンサルタ
ンツ ","H25.11.6 
H26.10.31"
福井県,"池田町,",土地改良,"基準点測量,基準点測量","２級,,４級","2point,8point","福井県池田町 
助言　　　H26.7.18  D0041","福井県土地改良事業団
体連合会 ","H26.8.19 
H26.8.29"
福井県,"大野市,",その他,"基準点測量,基準点測量","１級,,３級","19point,7point","近畿地方整備局九頭竜川ダム
統合管理事務所 
助言　　　H26.7.25  D0047","内外エンジニアリング株
式会社 ","H26.7.4 
H27.1.30"
福井県,"高浜町,",土地区画整理,"復旧測量(基準点),基準点測量,基準点測量","２級,,３級,,４級","3point,3point,20point","福井県高浜町 
助言　　　H26.8.19  D0078",株式会社サンワコン ,"H26.8.21 
H27.3.30"
福井県,"福井市,",総合計画,"数値撮影(デジタル),同時調整,修正測量,写真地図作成(デジタルオルソ)","12,,1000,,1000,,1000","536.19KM2,536.19KM2,5.76KM2,536.19KM2","福井県福井市 
助言　　　H26.8.20  D0080",国際航業株式会社 ,"H26.8.13 
H27.2.27"
福井県,"鯖江市,",固定資産,"数値撮影(デジタル),同時調整,写真地図作成(デジタルオルソ)","11,,1000,,16","84.75KM2,84.75KM2,84.75KM2","福井県鯖江市 
助言　　　H26.8.20  D0081","株式会社パスコ　関西事
業部 ","H26.8.14 
H27.3.25"
福井県,"越前市,",総合計画,"数値撮影(デジタル),同時調整,写真地図作成(デジタルオルソ)","12,,1000,,1000","230.75KM2,230.75KM2,230.75KM2","福井県越前市 
助言　　　H26.9.17  D0105",国際航業株式会社 ,"H26.10.1 
H27.3.6"
福井県,"坂井市,",総合計画,"修正測量,修正測量","1000,,2500","127.59KM2,82.32KM2","福井県坂井市 
助言　　　H26.9.18  D0109","株式会社パスコ　福井支
店 ","H26.9.10 
H27.1.30"
福井県,"福井市,",土地改良,"基準点測量,基準点測量,基準点測量","２級,,３級,,４級","3point,18point,41point","福井県福井農林総合事務所 
助言　　　H26.9.25  D0114","福井県土地改良事業団
体連合会 ","H26.8.27 
H27.3.25"
福井県,"小浜市,",道路計画,基準点測量,２級,2point,"近畿地方整備局福井河川国道
事務所 
助言　　　H26.10.27  D0128","株式会社エイコー技術コ
ンサルタント ","H26.10.20 
H27.2.28"
福井県,"若狭町,",固定資産,"数値撮影(デジタル),同時調整,写真地図作成(デジタルオルソ)","12.5,,1000,,1000","178.65KM2,178.65KM2,178.65KM2","福井県若狭町 
助言　　　H26.10.28  D0132",朝日航洋株式会社 ,"H26.9.5 
H27.3.25"
福井県,"福井市,",地盤変動調査,水準測量,１級,12km,"福井県 
助言　　　H26.11.10  D0137",株式会社日新企画設計 ,"H26.11.10 
H27.2.20"
福井県,"福井市,",土地改良,基準点測量,２級,3point,"福井県福井農林総合事務所 
助言　　　H26.11.20  D0149","福井県土地改良事業団
体連合会 ","H26.11.13 
H27.3.25"
福井県,"福井市,",その他,基準点測量,４級,163point,"法務省福井地方法務局 
助言　　　H26.11.27  D0152","株式会社西岡設計事務
所 ","H26.12.3 
H27.2.27"
福井県,"敦賀市,",道路管理,基準点測量,２級,2point,"中日本高速道路株式会社名古
屋支社敦賀工事事務所 
助言　　　H26.12.15  D0158",株式会社ワカサコンサル ,"H26.11.19 
H27.2.8"
福井県,"大野市,",土地改良,"基準点測量,基準点測量","３級,,４級","19point,38point","福井県奥越農林総合事務所 
助言　　　H27.1.7  D0161","福井県土地改良事業団
体連合会 ","H24.6.19 
H27.3.27"
福井県,"敦賀市,",道路管理,"MMS計測,MMS計測","500,,1000","3.15km,0.68km","福井県敦賀市 
助言　　　H27.2.2  D0170","株式会社パスコ　福井支
店 ","H27.1.27 
H27.3.31"
岐阜県,"美濃加茂市,下呂市,川辺町,七宗町,八百津町,白川町,東白川村,",森林計画,"数値撮影(デジタル),写真地図作成(デジタルオルソ)","40,,5000","1469.25KM2,1469.25KM2","岐阜県 
助言　　　H26.4.9  E0001",アジア航測株式会社 ,"H26.4.23 
H26.11.14"
岐阜県,"山県市,",固定資産,"数値撮影(デジタル),同時調整","16,,1000","222.04KM2,222.04KM2","岐阜県山県市 
助言　　　H26.5.1  E0010",アジア航測株式会社 ,"H26.4.21 
H27.3.26"
岐阜県,"恵那市,",固定資産,"数値撮影(デジタル),写真地図作成(デジタルオルソ)","12,,1000","507.19KM2,507.19KM2","岐阜県恵那市 
助言　　　H26.5.26  E0020",国際航業株式会社 ,"H26.5.15 
H26.9.30"
岐阜県,"岐阜市,",土地区画整理,"基準点測量,基準点測量","３級,,４級","2point,34point","岐阜県岐阜市 
助言　　　H26.5.27  E0023","玉野総合コンサルタント
株式会社 ","H26.5.19 
H26.6.2"
岐阜県,"本巣市,",道路管理,修正測量,1000,4km,"岐阜県本巣市 
助言　　　H26.5.27  E0024",株式会社テイコク ,"H26.5.26 
H27.3.20"
岐阜県,"垂井町,",固定資産,"数値撮影(デジタル),同時調整","12,,1000","57.14KM2,57.14KM2","岐阜県垂井町 
助言　　　H26.5.27  E0025",朝日航洋株式会社 ,"H26.5.16 
H26.12.26"
岐阜県,"揖斐川町,",固定資産,"数値撮影(デジタル),同時調整","16,,1000","248.16KM2,248.16KM2","岐阜県揖斐川町 
助言　　　H26.5.30  E0029",朝日航洋株式会社 ,"H26.5.16 
H26.11.14"
岐阜県,"各務原市,",その他,"用地測量,基準点測量","250又は500,,４級","0.0013KM2,5point","防衛省東海防衛支局 
助言　　　H26.6.11  E0036",株式会社オオバ ,"H26.6.7 
H26.9.1"
岐阜県,"空白,",総合計画,"修正測量,修正測量,修正測量","1000,,2500,,5000","38km,345.49KM2,1836.51KM2","岐阜県 
助言　　　H26.6.11  E0037","(株)メイホーエンジニアリ
ング","H26.6.12 
H27.1.16"
