都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,付図番号
北海道,"余市町,",農道計画,基準点,2級,4point,北海道後志支庁助言081121A0512,ロイヤルコンサルタント(株),"08.11.25,08.11.30",
北海道,"南茅部町,",道路計画,基準点,2級,3point,函館開発建設部助言081022A0435,(株)ノース技研,"08.08.30,08.11.07",
北海道,"別海町,",道路計画,基準点,2級,8point,北海道別海町助言080520A0027,(株)小林測量設計事務所,"08.05.20,08.10.31",
北海道,"清水町,芽室町,",廃川敷地測量,基準点,2級,4point,帯広開発建設部助言080722A0230,(有)旭東測量設計社,"08.07.22,08.11.10",
北海道,"稚内市,",土地改良,基準点,2級,3point,北海道宗谷支庁助言080523A0033,(株)ランドプランニング,"08.06.01,08.07.31",
北海道,"栗山町,",土地改良,基準点,2級,8point,北海道空知支庁助言080614A0116,(株)みずほ設計事務所,"08.06.10,08.08.30",
北海道,"苫小牧市,",土地区画整理,基準点,2級,6point,苫小牧市ウトナイ土地区画整理組合助言080722A0236,(株)タナカコンサルタント,"08.07.22,08.09.30",
北海道,"厚真町,",ダム計画,"基準点,基準点","2級,,3級","15point,80point",北海道室蘭土木現業所助言080822A0324,(株)タナカコンサルタント,"08.08.20,09.03.10",
北海道,"知内町,木古内町,",農道計画,基準点,2級,23point,北海道渡島支庁助言081105A0470,北海道農業土木技術指導協同組合,"08.10.30,09.03.18",
北海道,"寿都町,",海岸保全,基準点,2級,8point,北海道後志支庁助言080925A0390,北海道農業土木技術指導協同組合,"08.09.24,09.02.20",
北海道,"美唄市,",河川計画,"基準点,基準点","2級,,3級","2point,5point",北海道札幌土木現業所助言080722A0229,(株)伊藤建設コンサルタント,"08.06.18,08.11.20",
北海道,"江差町,上ノ国町,",道路計画,基準点,2級,4point,函館開発建設部助言081118A0507,北洋コンサルタント(株),"08.11.15,09.01.13",
北海道,"音更町,",河川計画,"基準点,水準","2級,,2級","27point,27point",帯広開発建設部助言080913A0368,シモクニ技術(株),"08.04.10,08.12.20",
北海道,"雄武町,",道路計画,基準点,2級,2point,網走開発建設部助言081028A0463,平田技術コンサルタント(株),"08.09.26,08.12.24",
北海道,"函館市,",大学用地測量,基準点,2級,4point,北海道函館市助言090123A0583,吉田測量興業(株),"09.01.24,09.05.30",
北海道,"門別町,",道路計画,基準点,2級,8point,苫小牧道路事務所助言081206A0535,オシミ設計コンサルタント(株),"08.12.05,09.03.20",
北海道,"美唄市,",道路計画,"基準点,基準点","2級,,3級","2point,8point",北海道札幌土木現業所助言081022A0432,明成コンサルタント(株),"08.10.14,08.11.30",
北海道,"小樽市,",国有財産境界測量,"基準点,基準点","2級,,3級","3point,3point",小樽開発建設部助言080806A0294,(株)泰康測量,"08.08.12,08.10.09",
北海道,"滝川市,",道路計画,"基準点,基準点","2級,,3級","1point,1point",北海道札幌土木現業所助言080910A0363,(株)大場測量,"08.09.17,08.11.25",
北海道,"釧路市,",不動産登記法第17条地図作製,基準点,2級,6point,釧路地方法務局助言090331A0608,共栄技研(株),"09.04.01,09.05.10",
北海道,"旭川市,",不動産登記法第17条地図作製,"基準点,基準点","2級,,3級","7point,47point",旭川地方法務局助言080422A0009,石井測量設計(株),"08.05.01,08.05.31",
北海道,"赤平市,芦別市,",土地改良,基準点,2級,30point,札幌開発建設部助言081203A0523,(株)フロンティア技研,"08.10.01,09.03.10",
北海道,"恵庭市,",道路計画,"基準点,基準点","2級,,3級","5point,4point",北海道札幌土木現業所助言080910A0364,新生測量設計(株),"08.09.25,08.11.10",
北海道,"恵庭市,",道路計画,"基準点,基準点","2級,,3級","2point,2point",北海道札幌土木現業所助言090123A0581,新生測量設計(株),"08.10.20,09.03.17",
北海道,"端野町,",土地改良,基準点,3級,7point,北海道網走支庁助言080607A0074,内外エンジニアリング(株),"08.05.24,08.09.10",
北海道,"浜頓別町,",農道計画,基準点,3級,16point,北海道宗谷支庁助言080722A0240,内外エンジニアリング(株),"08.07.17,08.09.30",
北海道,"豊浦町,",農道計画,基準点,3級,9point,北海道胆振支庁助言080725A0250,内外エンジニアリング(株),"08.07.29,08.08.20",
北海道,"名寄市,",土地改良,基準点,3級,7point,北海道上川支庁助言081009A0410,内外エンジニアリング(株),"08.10.07,08.10.31",
北海道,"北檜山町,",農道計画,基準点,3級,16point,北海道檜山支庁助言081121A0514,内外エンジニアリング(株),"08.09.27,09.03.10",
北海道,"鶴居村,",土地改良,基準点,3級,7point,北海道釧路支庁助言081121A0515,内外エンジニアリング(株),"08.11.25,08.12.10",
北海道,"愛別町,",道路計画,基準点,3級,8point,北海道旭川土木現業所助言081105A0483,(株)ズコーシャ,"08.11.01,09.01.27",
北海道,"帯広市,",農道計画,基準点,3級,11point,北海道十勝支庁助言080520A0028,(株)ズコーシャ,"08.04.30,08.07.30",
北海道,"本別町,",農道計画,基準点,3級,8point,北海道十勝支庁助言080530A0048,(株)ズコーシャ,"08.05.22,08.08.15",
北海道,"別海町,",農道計画,基準点,3級,12point,北海道別海町助言080705A0190,(株)ズコーシャ,"08.07.08,08.11.29",
北海道,"大樹町,",農道計画,基準点,3級,16point,北海道十勝支庁助言080822A0316,(株)ズコーシャ,"08.09.05,08.11.08",
北海道,"新篠津村,",道路計画,"基準点,基準点","3級,,4級","7point,20point",北海道札幌土木現業所助言081009A0415,(株)ズコーシャ,"08.10.14,08.12.16",
北海道,"芽室町,",河川管理,基準点,3級,2point,帯広河川事務所助言081203A0532,(株)ズコーシャ,"08.10.05,08.12.13",
北海道,"常呂町,",道路計画,基準点,3級,18point,北海道網走支庁助言090225A0597,(株)ズコーシャ,"09.02.17,09.03.31",
北海道,"雨竜町,",道路計画,"基準点,基準点","3級,,4級","7point,25point",北海道札幌土木現業所助言080722A0241,(株)シン技術コンサル,"08.07.22,08.10.31",
北海道,"余市町,",土地改良,"基準点,基準点","3級,,4級","9point,10point",北海道後志支庁助言080628A0161,大橋調査(株),"08.03.15,08.09.30",
北海道,"岩内町,",道路計画,"基準点,基準点","3級,,4級","2point,9point",北海道岩内町助言080731A0266,大橋調査(株),"08.06.18,08.08.30",
北海道,"稚内市,",公共牧場整備事業,基準点,3級,10point,北海道宗谷支庁助言090120A0578,宗谷測量(株),"09.01.20,09.03.10",
北海道,"大野町,",ダム計画,基準点,3級,4point,函館開発建設部助言081118A0508,(財)林業土木コンサルタンツ,"08.11.14,09.02.05",
北海道,"朝日町,",道路計画,基準点,3級,12point,北海道朝日町助言080613A0108,旭川設計測量(株),"08.06.11,08.07.31",
北海道,"士別市,",土地改良,基準点,3級,15point,北海道上川支庁助言080614A0127,旭川設計測量(株),"08.04.25,08.07.31",
北海道,"占冠村,",道路計画,基準点,3級,6point,北海道旭川土木現業所助言080903A0352,旭川設計測量(株),"08.08.30,08.10.31",
北海道,"札幌市,",土地区画整理,基準点,3級,8point,札幌市東区東部土地区画整理組合助言080731A0279,(株)タケカワ総合コンサルタント,"08.07.01,08.10.31",
北海道,"幌加内町,",土地改良,基準点,3級,5point,北海道空知支庁助言080614A0115,北海航測(株),"08.05.24,09.02.28",
北海道,"帯広市,",農道計画,基準点,3級,19point,北海道十勝支庁助言080614A0121,北海航測(株),"08.06.17,08.06.28",
北海道,"深川市,",農道計画,基準点,3級,11point,北海道空知支庁助言080704A0176,北海航測(株),"08.06.19,08.11.29",
北海道,"幕別町,",農道計画,基準点,3級,22point,北海道十勝支庁助言080729A0263,北海航測(株),"08.06.24,09.01.31",
北海道,"上湧別町,",土地改良,基準点,3級,10point,北海道網走支庁助言080920A0382,北海航測(株),"08.08.30,08.12.05",
北海道,"三石町,",農道計画,基準点,3級,6point,北海道日高支庁助言081203A0524,北海航測(株),"08.12.10,09.03.10",
北海道,"平取町,",農道計画,基準点,3級,7point,北海道日高支庁助言080722A0235,新和測量(株),"08.06.27,08.10.11",
北海道,"秩父別町,",道路計画,基準点,3級,6point,北海道札幌土木現業所助言081009A0411,新和測量(株),"08.09.18,08.12.02",
北海道,"旭川市,",道路計画,基準点,3級,3point,北海道旭川土木現業所助言081022A0434,新和測量(株),"08.10.11,08.11.25",
北海道,"美唄市,芦別市,",道路計画,基準点,3級,8point,岩見沢道路事務所助言081114A0502,(株)ダイヤコンサルタント,"08.11.20,08.12.20",
北海道,"小平町,",道路計画,基準点,3級,6point,留萌開発事務所助言081203A0526,(株)ダイヤコンサルタント,"08.07.19,08.12.25",
北海道,"芦別市,",道路計画,基準点,3級,12point,滝川道路事務所助言090120A0576,(株)ダイヤコンサルタント,"09.01.17,09.03.07",
北海道,"豊富町,",土地改良,基準点,3級,8point,北海道宗谷支庁助言081028A0465,(株)富士測量,"08.10.24,09.02.21",
北海道,"置戸町,",農道計画,基準点,3級,3point,北海道網走支庁助言080530A0056,(株)富士測量,"08.04.26,08.07.31",
北海道,"東川町,",農道計画,基準点,3級,12point,北海道上川支庁助言080726A0259,(株)富士測量,"08.06.27,08.10.15",
北海道,"旭川市,",河川計画,"基準点,水準","3級,,3級","7point,3point",北海道旭川土木現業所助言081106A0489,(株)富士測量,"08.11.01,09.03.19",
北海道,"和寒町,",道路計画,基準点,3級,4point,北海道旭川土木現業所助言081126A0520,(株)富士測量,"08.11.21,09.03.10",
北海道,"中札内村,",国営かんがい排水事業,"基準点,基準点","3級,,4級","3point,34point",帯広開発建設部助言080731A0276,和光技研(株),"08.06.08,08.12.10",
北海道,"新篠津村,",土地改良,基準点,3級,6point,札幌開発建設部助言081211A0543,和光技研(株),"08.08.02,09.02.10",
北海道,"新十津川町,",河川計画,基準点,3級,31point,北海道札幌土木現業所滝川出張所助言090107A0569,和光技研(株),"08.06.20,09.01.30",
北海道,"歌志内市,",道路計画,基準点,3級,2point,北海道札幌土木現業所助言090206A0590,和光技研(株),"08.12.18,09.03.24",
北海道,"留辺蘂町,",総合計画,基準点,3級,31point,北海道留辺蘂町助言080523A0036,(株)極東コンサルタント,"08.05.10,08.12.13",
北海道,"夕張市,",河川計画,基準点,3級,4point,北海道札幌土木現業所助言080704A0181,(株)極東コンサルタント,"08.06.18,08.08.19",
北海道,"歌登町,",河川計画,基準点,3級,4point,北海道宗谷支庁助言081002A0400,(株)極東コンサルタント,"08.10.01,08.11.25",
北海道,"千歳市,",道路計画,"基準点,基準点","3級,,4級","12point,103point",北海道札幌土木現業所助言080809A0314,(株)牧野測量,"08.08.12,08.11.25",
北海道,"砂川市,",道路計画,"基準点,基準点","3級,,4級","4point,12point",北海道札幌土木現業所助言081028A0462,蟻戸測量設計(株),"08.11.01,08.12.16",
北海道,"千歳市,",道路計画,"基準点,基準点","3級,,4級","3point,6point",北海道札幌土木現業所助言081203A0529,(株)蟻戸測量,"08.12.02,09.03.10",
北海道,"札幌市,",土地区画整理,基準点,3級,10point,北海道札幌市助言080722A0242,大東測地(株),"08.07.20,08.11.30",
北海道,"女満別町,",農道計画,基準点,3級,21point,北海道網走支庁助言080613A0103,(有)益村測量事務所,"08.05.31,09.01.31",
北海道,"士別市,",土地改良,基準点,3級,3point,北海道上川支庁助言080614A0117,(有)益村測量事務所,"08.05.23,08.07.31",
北海道,"芽室町,",土地改良,基準点,3級,6point,北海道十勝支庁助言080624A0150,(有)益村測量事務所,"08.06.03,08.10.31",
北海道,"女満別町,",土地改良,基準点,3級,22point,北海道網走支庁助言090212A0592,(有)益村測量事務所,"08.10.14,09.03.17",
北海道,"本別町,",土地改良,基準点,3級,10point,北海道十勝支庁助言080607A0062,(株)十勝測量設計社,"08.05.27,08.06.10",
北海道,"斜里町,",土地改良,基準点,3級,19point,北海道網走支庁助言080514A0019,東和工研(株),"08.05.13,08.09.30",
北海道,"音更町,",農道計画,基準点,3級,17point,北海道十勝支庁助言080610A0087,東和工研(株),"08.06.07,08.08.16",
北海道,"帯広市,",農道計画,基準点,3級,10point,北海道十勝支庁助言080624A0151,東和工研(株),"08.06.03,08.09.30",
北海道,"白糠町,",農道計画,基準点,3級,15point,北海道釧路支庁助言080709A0199,東和工研(株),"08.07.05,08.12.10",
北海道,"豊頃町,",道路計画,基準点,3級,6point,北海道帯広土木現業所助言080725A0252,東和工研(株),"08.07.22,08.11.29",
北海道,"音更町,",土地改良,基準点,3級,11point,北海道十勝支庁助言080910A0357,東和工研(株),"08.07.22,08.10.31",
北海道,"岩見沢市,",土地改良,基準点,3級,8point,北海道空知支庁助言081002A0401,東和工研(株),"08.06.19,08.12.10",
北海道,"千歳市,",土地改良,基準点,3級,8point,北海道石狩支庁助言081024A0454,東和工研(株),"08.06.28,09.03.21",
北海道,"幕別町,",河川計画,基準点,3級,15point,帯広河川事務所助言081203A0531,東和工研(株),"08.06.01,08.12.20",
北海道,"千歳市,",道路計画,基準点,3級,9point,北海道札幌土木現業所助言081023A0443,(株)佐川測量社,"08.10.16,08.11.25",
北海道,"栗山町,",河川計画,"基準点,撮影,写測図化","3級,,8000,,1000","16point,6.8KM2,0.9KM2",北海道札幌土木現業所助言080920A0386,北武コンサルタント株式会社,"08.10.02,08.11.29",
北海道,"標茶町,",農道計画,基準点,3級,3point,北海道釧路支庁助言080716A0224,(財)林野弘済会,"08.07.10,08.09.30",
北海道,"知内町,",道路計画,基準点,3級,6point,函館開発建設部助言081028A0459,北海道測量事業協同組合,"08.11.01,08.12.20",
北海道,"松前町,",道路計画,基準点,3級,2point,函館開発建設部助言081121A0511,北海道測量事業協同組合,"08.11.29,09.01.17",
北海道,"八雲町,",土地改良,基準点,3級,6point,函館開発建設部助言081203A0528,北海道測量事業協同組合,"08.12.13,09.02.25",
北海道,"函館市,",職員宿舎敷地確定測量,基準点,3級,2point,函館開発建設部助言090218A0594,北海道測量事業協同組合,"09.02.21,09.03.24",
北海道,"南幌町,",道路計画,基準点,3級,7point,北海道札幌土木現業所助言081105A0477,(有)苫小牧測量社,"08.11.05,08.12.18",
北海道,"本別町,",土地改良,基準点,3級,10point,北海道十勝支庁助言081015A0428,丸菱測量設計(株),"08.10.15,08.12.20",
北海道,"本別町,",土地改良,基準点,3級,4point,北海道十勝支庁助言081126A0516,丸菱測量設計(株),"08.11.26,09.02.28",
北海道,"登別市,",室蘭道路事務所敷地確定測量,基準点,3級,1point,室蘭開発建設部助言080716A0226,(株)胆振,"08.07.03,08.08.07",
北海道,"厚沢部町,",土地改良,基準点,3級,3point,北海道檜山支庁助言081105A0469,(株)田西設計コンサル,"08.10.16,08.11.10",
北海道,"佐呂間町,",土地改良,基準点,3級,4point,北海道網走支庁助言080530A0049,(株)田西設計コンサル,"08.05.24,08.07.31",
北海道,"標茶町,",土地改良,基準点,3級,21point,北海道釧路支庁助言080530A0052,(株)田西設計コンサル,"08.06.03,08.07.25",
北海道,"積丹町,",農道計画,基準点,3級,8point,北海道後志支庁助言080610A0082,(株)田西設計コンサル,"08.05.22,08.08.30",
北海道,"常呂町,",土地改良,基準点,3級,12point,北海道網走支庁助言080610A0086,(株)田西設計コンサル,"08.06.10,09.01.31",
北海道,"深川市,",ほ場整備,基準点,3級,10point,北海道空知支庁助言080709A0195,(株)田西設計コンサル,"08.07.01,08.07.30",
北海道,"当別町,新篠津村,",農道計画,基準点,3級,4point,北海道石狩支庁助言080710A0210,(株)田西設計コンサル,"08.06.20,08.10.04",
北海道,"本別町,",土地改良,基準点,3級,11point,北海道十勝支庁助言080722A0247,(株)田西設計コンサル,"08.07.01,08.12.10",
北海道,"別海町,",道路計画,基準点,3級,5point,北海道別海町助言080731A0267,(株)田西設計コンサル,"08.07.29,08.11.29",
北海道,"幌加内町,",道路計画,基準点,3級,4point,北海道札幌土木現業所助言080830A0337,(株)田西設計コンサル,"08.08.10,08.09.30",
北海道,"北檜山町,",土地改良,基準点,3級,4point,北海道檜山支庁助言081118A0509,(株)田西設計コンサル,"08.10.24,09.03.10",
北海道,"美唄市,",土地改良,基準点,3級,9point,北海道空知支庁助言081219A0553,(株)田西設計コンサル,"08.12.01,09.03.14",
北海道,"斜里町,",道路計画,基準点,3級,8point,網走開発建設部助言090225A0600,(株)田西設計コンサル,"09.02.24,09.03.25",
北海道,"南幌町,",土地改良,基準点,3級,10point,北海道空知支庁助言080614A0125,アルスマエヤ(株),"08.06.07,08.08.30",
北海道,"北村,",土地改良,基準点,3級,6point,札幌開発建設部助言090106A0558,アルスマエヤ(株),"08.08.23,09.02.10",
北海道,"端野町,",土地改良,基準点,3級,9point,北海道網走支庁助言080806A0286,北見設計測量(株),"08.08.02,08.09.30",
北海道,"端野町,",農道計画,基準点,3級,4point,北海道網走支庁助言080806A0288,北見設計測量(株),"08.08.02,08.09.30",
北海道,"上湧別町,",土地改良,基準点,3級,9point,北海道網走支庁助言080920A0383,北見設計測量(株),"08.09.02,08.11.29",
北海道,"深川市,",ほ場整備,基準点,3級,8point,北海道空知支庁助言080722A0239,やまざきコンサルタント(株),"08.07.19,08.10.31",
北海道,"美瑛町,",農地開発,基準点,3級,9point,北海道上川支庁助言080822A0319,やまざきコンサルタント(株),"08.08.19,08.11.18",
北海道,"清里町,",農道計画,基準点,3級,17point,北海道網走支庁助言080610A0081,(株)村越工務所,"08.06.12,09.01.31",
北海道,"白滝村,",道路計画,基準点,3級,6point,北海道網走土木現業所助言080715A0220,(株)村越工務所,"08.07.22,08.09.30",
北海道,"常呂町,",土地改良,基準点,3級,10point,北海道網走支庁助言081114A0500,(株)村越工務所,"08.11.11,09.03.21",
北海道,"女満別町,",土地改良,基準点,3級,12point,北海道網走支庁助言090212A0593,(株)村越工務所,"08.11.25,09.03.17",
北海道,"音更町,",農道計画,基準点,3級,7point,北海道十勝支庁助言080523A0030,(株)北開水工コンサルタント,"08.05.20,08.09.20",
北海道,"豊富町,",土地改良,基準点,3級,3point,北海道宗谷支庁助言080514A0017,山下コンサルタント(株),"08.05.13,08.07.31",
北海道,"標茶町,",農道計画,基準点,3級,5point,北海道釧路支庁助言080520A0023,山下コンサルタント(株),"08.05.20,08.09.25",
北海道,"士別市,",ほ場整備,基準点,3級,6point,北海道上川支庁助言080523A0029,山下コンサルタント(株),"08.04.25,08.07.31",
北海道,"新得町,",農道計画,基準点,3級,24point,北海道十勝支庁助言080624A0142,山下コンサルタント(株),"08.06.10,08.09.30",
北海道,"士幌町,",土地改良,基準点,3級,12point,北海道十勝支庁助言080722A0248,山下コンサルタント(株),"08.07.01,08.10.31",
北海道,"沼田町,",ほ場整備,基準点,3級,3point,北海道空知支庁助言080809A0305,山下コンサルタント(株),"08.07.17,08.11.29",
北海道,"標茶町,",農道計画,基準点,3級,16point,北海道釧路支庁助言080830A0333,山下コンサルタント(株),"08.08.01,09.01.31",
北海道,"釧路市,",農道計画,基準点,3級,3point,北海道釧路支庁助言080614A0130,(株)郡土木コンサルタント,"08.06.14,08.08.30",
北海道,"深川市,",ほ場整備,基準点,3級,7point,北海道空知支庁助言080509A0015,(株)北開測地,"08.05.15,08.08.30",
北海道,"雨竜町,",ほ場整備,基準点,3級,16point,北海道空知支庁助言080621A0134,(株)北開測地,"08.06.24,08.09.30",
北海道,"北竜町,",ほ場整備,基準点,3級,11point,北海道空知支庁助言080624A0144,(株)北開測地,"08.06.29,08.09.30",
北海道,"深川市,",ほ場整備,基準点,3級,15point,北海道空知支庁助言080710A0204,(株)北開測地,"08.07.15,08.10.30",
北海道,"蘭越町,",土地改良,基準点,3級,5point,北海道後志支庁助言080822A0325,サンスイコンサルタント(株),"08.08.23,08.09.02",
北海道,"常呂町,",排水機場設計,基準点,3級,2point,網走開発建設部助言090324A0607,サンスイコンサルタント(株),"08.08.01,09.03.31",
北海道,"本別町,",土地改良,基準点,3級,3point,北海道十勝支庁助言080705A0188,(株)アサヒ建設コンサルタント,"08.07.08,08.11.29",
北海道,"士別市,",ダム計画,"基準点,撮影","3級,,8000","6point,5.5KM2",北海道旭川土木現業所助言080830A0340,(株)アサヒ建設コンサルタント,"08.06.24,08.10.21",
北海道,"岩見沢市,",土地改良,基準点,3級,12point,北海道空知支庁助言080628A0159,三砂測量設計(株),"08.06.20,08.09.30",
北海道,"新十津川町,",道路計画,"基準点,基準点","3級,,4級","2point,2point",北海道札幌土木現業所助言080822A0318,三砂測量設計(株),"08.08.26,08.09.10",
北海道,"標茶町,",土地改良,基準点,3級,7point,北海道釧路支庁助言080830A0347,(株)小出コンサルタント,"08.08.01,08.10.28",
北海道,"長沼町,",ほ場整備,基準点,3級,2.2km,北海道空知支庁助言080520A0024,嵯峨測量設計(株),"08.05.20,08.07.31",
北海道,"豊浦町,",土地改良,基準点,3級,3point,北海道胆振支庁助言080805A0282,嵯峨測量設計(株),"08.07.02,08.11.15",
北海道,"沼田町,",道路計画,基準点,3級,2point,北海道札幌土木現業所助言080702A0170,(株)石橋測量,"08.06.11,08.08.19",
北海道,"今金町,",農地開発,基準点,3級,3point,北海道檜山支庁助言080520A0021,臥牛測量設計(株),"08.05.20,08.09.30",
北海道,"八雲町,",土地改良,基準点,3級,10point,北海道渡島支庁助言080624A0141,臥牛測量設計(株),"08.06.15,08.09.30",
北海道,"岩見沢市,",河川計画,基準点,3級,4point,北海道札幌土木現業所助言080830A0331,臥牛測量設計(株),"08.08.23,08.08.31",
北海道,"雄武町,",農道計画,基準点,3級,5point,北海道網走支庁助言081105A0476,北王コンサルタント(株),"08.11.05,09.03.10",
北海道,"別海町,",農道計画,基準点,3級,4point,北海道別海町助言080610A0088,北王コンサルタント(株),"08.06.10,08.11.29",
北海道,"豊富町,",明渠排水事業,基準点,3級,11point,稚内農業事務所助言080704A0174,北王コンサルタント(株),"08.07.01,08.07.31",
北海道,"今金町,",農地開発,基準点,3級,4point,北海道檜山支庁助言080920A0384,北王コンサルタント(株),"08.09.26,08.12.20",
北海道,"風連町,",土地改良,基準点,3級,6point,北海道上川支庁助言080930A0393,北王コンサルタント(株),"08.09.20,09.03.24",
北海道,"京極町,",地すべり対策,基準点,3級,24point,北海道後志支庁助言081024A0456,北王コンサルタント(株),"08.08.10,08.11.20",
北海道,"足寄町,",農道計画,基準点,3級,11point,北海道十勝支庁助言081219A0554,北王コンサルタント(株),"08.12.10,09.03.19",
北海道,"倶知安町,",土地改良,基準点,3級,9point,北海道後志支庁助言080715A0221,(株)細道測量,"08.07.15,08.09.02",
北海道,"士幌町,",道路計画,基準点,3級,9point,北海道十勝支庁助言080809A0310,(株)細道測量,"08.08.09,08.09.30",
北海道,"門別町,",土地改良,基準点,3級,6point,北海道日高支庁助言081023A0446,(株)細道測量,"08.10.22,08.11.05",
北海道,"浦河町,",土地改良,基準点,3級,16point,北海道日高支庁助言081126A0517,(株)細道測量,"08.11.26,08.12.25",
北海道,"平取町,",土地改良,基準点,3級,5point,沙流土地改良区助言081203A0521,(株)細道測量,"08.10.05,09.01.31",
北海道,"浦河町,",農道計画,基準点,3級,6point,北海道日高支庁助言090106A0559,(株)細道測量,"08.12.26,09.02.28",
北海道,"訓子府町,",土地改良,基準点,3級,21point,北海道網走支庁助言080410A0003,(株)中神土木設計事務所,"08.04.09,08.08.30",
北海道,"本別町,",土地改良,基準点,3級,4point,北海道十勝支庁助言080704A0182,(株)中神土木設計事務所,"08.07.02,08.09.30",
北海道,"置戸町,",道路計画,基準点,3級,4point,北海道網走土木現業所助言081009A0422,(株)中神土木設計事務所,"08.10.08,08.12.20",
北海道,"余市町,",土地改良,基準点,3級,4point,北海道後志支庁助言081219A0557,(株)中神土木設計事務所,"08.11.15,08.12.30",
北海道,"浜頓別町,",農道計画,基準点,3級,4point,北海道宗谷支庁助言080523A0034,ロイヤルコンサルタント(株),"08.06.01,08.07.31",
