都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,自至時期,
愛知県,"瀬戸市,",土砂災害防止対策,写測図化,1000,0.1KM2,助言H18.3.2E0344尾張建設事務所,中日本航空(株),"H18.2.27
H18.3.24",
愛知県,"小牧市,",道路台帳,平板・修正,500,0.2KM2,助言H18.3.2E0345愛知県小牧市,アジア航測(株),"H17.12.5
H18.3.22",
愛知県,"碧南市,",河川管理,水準,２級,22.7km,助言H18.3.13E0347中部地方整備局豊橋河川事務所,アマノコンサルタント(株),"H18.3.1
H18.3.30",
愛知県,"安城市,",土地区画整理,"基準点,基準点,基準点","２級,,３級,,４級","15point,60point,600point",助言H18.3.13E0349安城市,中央コンサルタンツ(株),"H18.3.1
H18.3.31",
愛知県,"安城市,",改測,基準点,２級,4point,助言H18.3.13E0352安城市,(株)愛河調査設計,"H17.9.16
H18.3.30",
愛知県,"名古屋市,",街区点測量,基準点,街区点,27.2KM2,助言H18.3.20E0354国土交通省土地・水資源局国土調査課,玉野総合コンサルタント(株),"H17.12.20
H18.3.31",
愛知県,"名古屋市,",街区点測量,基準点,街区点,24.1KM2,助言H18.3.20E0355国土交通省土地・水資源局国土調査課,三協調査設計(株),"H17.12.20
H18.3.31",
愛知県,"刈谷市,豊明市,安城市,",街区点測量,基準点,街区点,30.1KM2,助言H18.3.20E0356国土交通省土地・水資源局国土調査課,藤コンサル(株),"H17.12.22
H18.3.31",
愛知県,"豊田市,",街区点測量,基準点,街区点,31.4KM2,助言H18.3.20E0357国土交通省土地・水資源局国土調査課,(株)拓工,"H17.12.22
H18.3.31",
愛知県,"東海市,",街区点測量,基準点,街区点,14.5KM2,助言H18.3.20E0358国土交通省土地・水資源局国土調査課,三協調査設計(株),"H17.12.22
H18.3.31",
愛知県,"碧南市,西尾市,高浜市,",街区点測量,基準点,街区点,28.5KM2,助言H18.3.20E0359国土交通省土地・水資源局国土調査課,久松測量設計(株),"H17.12.22
H18.3.31",
愛知県,"一宮市,津島市,岩倉市,師勝町,",街区点測量,基準点,街区点,22.8KM2,助言H18.3.20E0360国土交通省土地・水資源局国土調査課,(株)オオバ,"H17.12.21
H18.3.31",
愛知県,"小牧市,瀬戸市,尾張旭市,",街区点測量,基準点,街区点,35.9KM2,助言H18.3.20E0361国土交通省土地・水資源局国土調査課,若鈴コンサルタンツ(株),"H17.12.20
H18.3.31",
愛知県,"春日井市,",街区点測量,基準点,街区点,32.1KM2,助言H18.3.20E0362国土交通省土地・水資源局国土調査課,(株)朝日設計事務所,"H17.12.17
H18.3.31",
愛知県,"名古屋市,",都市計画,基準点,１級,1point,助言H18.3.20E0364名古屋市,(株)サンキ,"H18.2.27
H18.3.31",
愛知県,"碧南市,",土地区画整理,"基準点,基準点","３級,,４級","3point,33point",助言H18.3.20E0366碧南札木土地区画整理組合,玉野総合コンサルタント(株),"H18.3.10
H18.5.31",
愛知県,"名古屋市,",土地区画整理（座標変,"基準点,基準点","３級,,４級","4point,3point",助言H18.3.20E0367名古屋市赤松北部土地区画整理組合,中部地域整備(株),"H18.3.10
H18.6.25",
愛知県,"豊田市,",砂防計画,写測図化,2500,36.6KM2,助言H18.3.22E0368豊田加茂建設事務所,アジア航測(株),"H18.3.20
H18.3.20",
愛知県,"豊田市,",砂防計画,写測図化,2500,45.0KM2,助言H18.3.22E0369豊田加茂建設事務所,アジア航測(株),"H18.1.13
H18.4.28",
愛知県,"岡崎市,西尾市,一色町,",道路計画,"カラー撮影,ディジタルオルソ","10000,,2500","45.0KM2,45.0KM2",助言H18.3.30E0371西三河建設事務所,国際航業(株),"H18.2.24
H18.3.30",
愛知県,"刈谷市,東浦町,武豊町,東海市,知多市,常滑市,美浜町,南知多町,",河川図作成,写測図化,1000,5.4KM2,助言H18.3.30E0372知多建設事務所,"朝日航洋(株)
中日本航空(株)","H18.2.23
H18.4.30",
三重県,"松阪市,",土地区画整理,"基準点,数値図化","２級,,500","2point,0.1KM2",助言H17.4.26E0003松阪市第一農住組合,(株)新日,"H17.4.15
H17.6.30",
三重県,"芸濃町,",下水道計画,"基準点,基準点,水準","２級,,３級,,３級","6point,37point,7.5km",助言H17.6.15E0028芸濃町,(財)三重県建設技術センター,"H17.6.10
H17.7.30",
三重県,"津市,",第14条地図作製,"基準点,地上数値法","４級,,500","145point,0.3KM2",助言H17.7.1E0034津地方法務局,(有)左近測地,"H17.4.1
H18.3.31",
三重県,"桑名市,",土地改良,"基準点,基準点","３級,,４級","3point,19point",助言H17.7.1E0042桑名市,（株）川崎測量,"H17.6.27
H17.8.31",
三重県,"川越町,",下水道計画,基準点,２級,1point,助言H17.7.28E0055川越町,三重測量(株),"H17.7.15
H17.8.31",
三重県,"桑名市,",確定測量,基準点,２級,4point,助言H17.7.28E0062三重県北勢県民局桑名農政部,三重県土地改良事業団体連合会,"H17.8.1
H18.3.24",
三重県,"南島町,",確定測量,基準点,２級,2point,助言H17.8.3E0066南島町,三重県土地改良事業団体連合会,"H17.8.1
H18.3.20",
三重県,"南島町,",確定測量,基準点,２級,3point,助言H17.8.3E0067南島町,三重県土地改良事業団体連合会,"H17.8.1
H18.3.20",
三重県,"伊勢市,二見町,御薗村,小俣町,玉城町,度会町,南勢町,大宮町,明和町,多気町,勢和村,大台町,",河川計画,"カラー撮影,写測修正,ディジタルオルソ,航空レーザ","10000,,2500,,10000,,","202.7KM2,22.6KM2,202.7KM2,50.0KM2",助言H17.8.4E0069三重河川国道事務所,国際航業(株),"H17.4.15
H17.9.26",
三重県,"名張市,青山町,美杉村,",砂防計画,写測図化,2500,141.0KM2,助言H17.8.5E0077木津川上流河川事務所,(株)GIS関西,"H17.7.1
H18.3.31",
三重県,"空白,",都市計画,"カラー撮影,数値図修正,数値図修正,座標変換,座標変換","10000,,1000,,2500,,1000,,2500","10.3KM2,2.0KM2,6.0KM2,2.0KM2,6.0KM2",助言H17.8.22E0080朝日町,中日本航空(株),"H17.8.1
H18.3.30",
三重県,"四日市市,",公共基準点改測,基準点,２級,2point,助言H17.8.18E0084四日市市,丸栄調査設計(株),"H17.7.4
H17.9.30",
三重県県境奈良県,"上野市,青山町,大山田村,県境月ケ瀬村,",砂防計画,写測図化,2500,60.0KM2,助言H17.8.25E0094木津川上流河川事務所,(株)オオバ,"H17.8.2
H18.3.9",
三重県,"上野市,青山町,白山町,",砂防計画,写測図化,2500,51.0KM2,助言H17.8.25E0095木津川上流河川事務所,(株)アイ・エヌ・エー,"H17.8.3
H18.2.18",
三重県,"多気町,",道路台帳,"既成図数値化,平板・修正","1000,,1000","370.4KM2,38.2KM2",助言H17.9.2E0096多気町,アジア航測(株),"H17.6.25
H17.11.30",
三重県,"木曽岬町,",総合計画,カラー撮影,10000,12.2KM2,助言H17.8.29E0097木曽岬町,中日本航空(株),"H17.6.29
H18.3.24",
三重県県境奈良県,"白山町,青山町,上野市,名張市,県境山添村,",砂防計画,写測図化,2500,60.0KM2,助言H17.9.9E0106木津川上流河川事務所,東武計画(株),"H17.7.30
H18.2.24",
三重県,"桑名市,",道路計画,"基準点,基準点,基準点,水準,路線,平板","２級,,３級,,４級,,３級,,500,,","1point,3point,14point,1.7km,0.4km,0.1KM2",助言H17.9.27E0117桑名市,（株）川崎測量,"H17.9.26
H17.11.24",
三重県,"志摩市,",下水道計画,"基準点,基準点,基準点,水準,地上数値法","２級,,３級,,４級,,４級,,500","4point,18point,200point,7.0km,0.7KM2",助言H17.10.12E0127志摩市,(有)テクノスリー,"H17.9.29
H18.1.31",
三重県,"松阪市,",確定測量,基準点,２級,1point,助言H17.10.13E0133松阪地方県民局農政商工部,三重県土地改良事業団体連合会,"H17.9.30
H18.3.17",
三重県,"玉城町,",下水道計画,基準点,２級,2point,助言H17.10.17E0140玉城町,三重県土地改良事業団体連合会,"H17.10.11
H18.2.28",
三重県,"桑名市,川越町,四日市市,木曽岬町,",地盤変動調査,水準,１級,113.0km,助言H17.10.17E0141三重県,加藤コンサルタント（株）,"H17.10.11
H18.3.17",
三重県,"名張市,",固定資産税,"カラー撮影,ディジタルオルソ","10000,,","129.8KM2,129.8KM2",助言H17.10.18E0145名張市,国際航業(株),"H17.6.10
H18.3.28",
三重県,"四日市市,",土地区画整理,"基準点,基準点,地上数値法","２級,,３級,,500","1point,6point,0.1KM2",助言H17.10.27E0152四日市市,(株)オオバ,"H17.10.20
H18.2.14",
三重県,"美杉村,",砂防計画（座標変換含）,"基準点,基準点,基準点","２級,,３級,,４級","1point,1point,50point",助言H17.11.14E0173近畿地方整備局木津川上流河川事務所,(株)ダイヤコンサルタント,"H17.11.10
H17.12.25",
三重県,"亀山市,",確定測量,基準点,２級,2point,助言H17.11.16E0176北勢県民局農政商工部,三重県土地改良事業団体連合会,"H17.10.20
H18.3.16",
三重県,"伊賀市,",ほ場整備,"基準点,地上数値法","２級,,500",2point,助言H17.11.16E0180伊賀県民局農政商工部,(株)共同技術コンサルタント,"H17.11.7
H17.12.26",
三重県,"松阪市,",総合計画,"カラー撮影,写測図化,写測修正,座標変換,ディジタルオルソ","8000,,1000,,1000,,1000,,1000","632.8KM2,73.9KM2,142.9KM2,142.9KM2,632.8KM2",助言H17.11.16E0182松阪市,(株)パスコ,"H17.9.29
H20.2.28",
三重県,"桑名市,",地籍調査,"基準点,基準点","街区三角点,,街区多角点","10.0KM2,10.0KM2",助言H17.11.18E0202国土交通省土地・水資源局国土調査課,(株)共同技術コンサルタント,"H17.8.25
H18.1.10",
三重県,"津市,",地籍調査,"基準点,基準点","街区三角点,,街区多角点","21.2KM2,21.2KM2",助言H17.11.18E0203国土交通省土地・水資源局国土調査課,南海カツマ（株）,"H17.8.25
H17.11.28",
三重県,"伊勢市,尾鷲市,",地籍調査,"基準点,基準点,基準点","街区三角点,,街区多角点,,街区点","14.8KM2,14.8KM2,14.8KM2",助言H17.11.18E0215国土交通省土地・水資源局国土調査課,(株)三重中央コンサルタント,"H17.9.28
H18.3.17",
三重県,"亀山市,伊賀市,",地籍調査,"基準点,基準点,基準点","街区三角点,,街区多角点,,街区点","7.3KM2,7.3KM2,7.3KM2",助言H17.10.18E0216国土交通省土地・水資源局国土調査課,三重測量(株),"H17.9.28
H18.2.3",
三重県,"松阪市,多気町,鈴鹿市,亀山市,津市,伊勢市,",境界杭等座標化測量,"基準点,基準点","２級,,３級","54point,374point",助言H17.11.30E0225中部地方整備局三重河川国道事務所,(株)弘洋コンサルタンツ,"H17.9.29
H18.3.10",
三重県,"川越町,",総合計画,"基準点,基準点,水準","２級,,３級,,２級","29point,99point,23.0km",助言H17.11.30E0228川越町,中日本航空(株),"H17.11.28
H18.2.28",
三重県,"桑名市,",土地区画整理,基準点,４級,18point,助言H17.11.30E0229桑名市,(株)オオバ,"H17.12.12
H18.2.28",
三重県,"菰野町,",デジタルオルソ作成,"カラー撮影,ディジタルオルソ","8000,,1000","106.9KM2,106.9KM2",助言H17.12.8E0246菰野町,玉野総合コンサルタント(株),"H17.11.11
H18.3.31",
三重県,"四日市市,",都市計画,座標変換,2500,205.2KM2,助言H17.12.8E0248四日市市,(株)パスコ,"H17.10.24
H18.3.14",
三重県,"伊賀市,",ほ場整備,"基準点,基準点,基準点,地上数値法","２級,,３級,,４級,,500","1point,2point,13point,0.1KM2",助言H17.12.9E0251伊賀町土地改良区,(株)共同技術コンサルタント,"H17.12.5
H17.12.26",
三重県,"四日市市,",土地区画整理,"基準点,地上数値法","４級,,500","11point,0.1KM2",助言H17.12.9E0254四日市市午起土地区画整理組合,(株)サンヨーナイスコーポレーショ,"H17.10.28
H18.3.15",
三重県,"宮川村,",地籍調査,基準点,標定点,,"
助言H17.12.14E0258宮川村",南海測量設計(株),"H17.9.1
H18.3.20",
三重県,"松阪市,",確定測量,基準点,２級,4point,助言H17.12.19E0269松阪地方県民局農政商工部,三重県土地改良事業団体連合会,"H17.12.19
H18.3.17",
三重県,"いなべ市,",地籍調査,基準点,図根三角,12point,助言H18.1.5E0278いなべ市,南海測量設計(株),"H17.12.26
H18.3.20",
三重県,"いなべ市,",総合計画,"カラー撮影,写測修正,写測修正,写測図化,ディジタルオルソ","8000,,2500,,1000,,1000,,1000","219.6KM2,47.9KM2,25.5KM2,29.8KM2,219.6KM2",助言H18.1.13E0282いなべ市,国際航業(株),"H17.9.3
H18.3.17",
三重県,"いなべ市,",土地改良,"基準点,地上数値法","２級,,500","1point,0.1KM2",助言H18.1.19E0298南山土地改良事業共同施行設立準備委員会,(株)新日,"H18.1.13
H18.3.24",
三重県,"伊賀市,",確定測量,"基準点,基準点","３級,,４級","2point,9point",助言H18.2.10E0300三重県伊賀県民局農政商工部,三重県土地改良事業団体連合会,"H17.12.22
H18.3.20",
三重県,"津市,鈴鹿市,",道路台帳,"カラー撮影,写測図化,直接定位計算","4000,,500","2.2KM2,2.2KM2","助言H18.2.8E0314
三重河川国道事務所",中日本航空(株),"H18.1.30
H18.3.20",
三重県,"津市,",農道台帳,"カラー撮影,写測図化,空三","10000,,1000,,","0.3KM2,0.3KM2,3Ｍ",助言H18.2.8E0315津地方県民局農水商工部,中日本航空(株),"H18.1.31
H18.3.22",
三重県,"四日市市,",道路台帳,"基準点,基準点","２級,,３級","4point,5point",助言H18.2.10E0321三重河川国道事務所,三重測量設計(株),"H18.2.6
H18.3.20",
三重県,"四日市市,",街区点測量,基準点,街区点,31.8KM2,助言H18.3.20E0353国土交通省土地・水資源局国土調査課,丸栄調査設計(株),"H17.10.29
H18.3.31",
三重県,"桑名市,",街区点測量,基準点,街区点,10.0KM2,助言H18.3.20E0363国土交通省土地・水資源局国土調査課,"(株)イビソク
(株)三進","H17.12.26
H18.3.31",
三重県,"空白,",道路台帳,"平板・修正,写測修正,カラー撮影,座標変換","1000,,1000,,8000,,1000","0.4KM2,2.0KM2,139.8KM2,2.4KM2",助言H18.3.31E0373三重県,"(財)三重県建設技術センター
(株)かんこう
アジア航測(株)
(株)パスコ
(有)ダイトオ測量設計
(有)大起設計所
(有)林エンジニアリング
(株)東海測量
(有)山川測量設計
(株)福田測量社
(株)大和総合企画
(有)南勢テクノ
（有）テクノプラン
南測量設計事務所
(有)御紀測量","H17.11.21
H18.4.24",
滋賀県,"甲賀市,",下水道計画,"基準点,地上数値法","4級,,500","106point,0.3KM2","滋賀県甲賀市
助言H17.6.1F0017",(株)新洲,"H17.4.4
H17.6.30",
滋賀県,"大津市,",総合計画,基準点,4級,60point,"滋賀県大津市
助言H17.7.28F0060",正和設計(株),"H17.7.4
H17.10.17",
滋賀県,"能登川町,",都市計画,"カラー撮影,数値図化","10000,,2500","32.0KM2,2.5KM2","滋賀県能登川町
助言H17.8.3F0070",(株)パスコ,"H17.7.4
H18.1.25",
滋賀県,"甲賀市,",下水道計画,"基準点,地上数値法","4級,,500","88point,0.2KM2","滋賀県甲賀市
助言H17.8.11F0079",(株)新洲,"H17.6.15
H18.2.28",
滋賀県,"甲良町,",下水道台帳,"座標変換,数値図化","500,,500","0.1KM2,0.4KM2","滋賀県甲良町
助言H17.9.2F0089",(株)パスコ,"H17.8.22
H18.3.28",
滋賀県,"彦根市,",下水道管理,"座標変換,カラー撮影,数値図化,空三","500,,5000,,500,,","0.9KM2,9.9KM2,0.6KM2,12M","滋賀県彦根市
助言H17.8.31F0098",(株)石居設計,"H17.6.30
H18.1.17",
滋賀県,"甲賀市,",下水道計画,"基準点,地上数値法","4級,,500","85point,0.2KM2","滋賀県甲賀市
助言H17.9.5F0103",富二設計コンサルティング(株),"H17.2.22
H17.10.31",
滋賀県,"野洲市,",固定資産,カラー撮影,4000,61.5KM2,"滋賀県野洲市
助言H17.9.26F0126",(株)パスコ,"H17.9.16
H17.12.20",
滋賀県,"大津市,",道路台帳,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","2point,17point,130point,0.2KM2","滋賀県大津市
助言H17.9.27F0127",正和設計(株),"H17.8.8
H17.11.25",
滋賀県,"守山市,",土地区画整理,"基準点,基準点,基準点,地上数値法","2級,,3級,,4級,,500","3point,8point,42point,0.1KM2","守山市今宿･古高土地区画整理組合
助言H17.10.14F0154",(株)サンワコン,"H17.8.1
H18.3.24",
滋賀県,"甲良町,",下水道台帳,"座標変換,数値図化","500,,500","0.1KM2,0.7KM2","滋賀県甲良町
助言H17.10.18F0156",(株)パスコ,"H17.11.1
H18.2.28",
滋賀県,"草津市,",ほ場整備,"基準点,基準点,基準点,地上数値法","2級,,3級,,4級,,1000","4point,6point,23point,0.3KM2","滋賀県草津市
助言H17.10.24F0165",(有)谷口測量設計,"H17.8.10
H18.3.15",
滋賀県,"大津市,志賀町,",総合計画,"カラー撮影,ディジタルオルソ,数値図修正,数値図化,数値図修正,座標変換","10000,,1000,,1000,,2500,,2500,,2500","374.1KM2,374.1KM2,302.3KM2,26.3KM2,45.4KM2,5.3KM2","滋賀県大津市
助言H17.10.24F0168",国際航業(株),"H17.10.3
H18.3.19",
滋賀県,"守山市,",土地区画整理,"基準点,基準点,地上数値法","3級,,4級,,500","11point,50point,0.1KM2","守山市金森土地区画整理組合
助言H17.11.2F0171",(株)サンワコン,"H17.9.20
H18.3.24",
滋賀県,"大津市,",道路台帳,基準点,１級,3point,"滋賀県大津市
助言H17.11.10F0178",野間トレース,"H17.10.14
H17.12.22",
滋賀県,"大津市,",道路台帳,基準点,１級,2point,"滋賀県大津市
助言H17.11.10F0179",(有)井門測量,"H17.10.14
H17.12.22",
滋賀県,"日野町,",下水道計画,"カラー撮影,空三","5000,,","9.9KM2,22M","滋賀県日野町
助言H17.11.17F0203",内外エンジニアリング(株),"H17.10.27
H17.11.30",
滋賀県,"守山市,",都市再生街区基本調査,"基準点,基準点,基準点","街区三角点,,街区多角点,,街区点基本","4.1KM2,4.9KM2,5.9KM2","土地･水資源局国土調査課
助言H17.12.9F0224",滋賀県シビル建設コンサルタント,"H17.9.16
H18.1.16",
滋賀県県境京都府,"栗東市,県境向日市,",都市再生街区基本調査,"基準点,基準点,基準点","街区三角点,,街区多角点,,街区点基本","6.5KM2,7.7KM2,4.1KM2","土地･水資源局国土調査課
助言H17.12.9F0233",キタイ設計(株),"H17.10.5
H18.3.13",
滋賀県,"甲賀市,",導水路改修計画,"基準点,水準","3級,,3級","3point,1.5km","近畿晨政局淀川水系土地改良調査管理事務所
助言H17.12.7F0258",(株)中部日本測量社,"H17.11.7
H18.3.29",
滋賀県,"日野町,",下水道計画,数値図化,500,1.4KM2,"滋賀県日野町
助言H17.12.21F0277",内外エンジニアリング(株),"H17.12.1
H18.3.30",
滋賀県,"日野町,",下水道計画,数値図化,500,0.2KM2,"滋賀県日野町
助言H17.12.21F0278",玉野総合コンサルタント(株),"H17.12.1
H18.3.30",
滋賀県,"大津市,彦根市,長浜市,栗東市,甲賀市,野洲市,湖南市,高島市,永源寺町,米原町,近江町,虎姫町,木之本町,西浅井町,マキノ町,朽木村,新旭町,",道路計画,カラー撮影,12500,442.9KM2,"近畿地方整備局滋賀国道事務所
助言H17.12.21F0279",中日本航空(株),"H17.10.1
H18.3.30",
滋賀県,"大津市,草津市,守山市,栗東市,野洲市,湖南市,",河川計画,航空レーザ,,21.4KM2,"近畿地方整備局琵琶湖河川事務所
助言H17.12.22F0280",(株)パスコ,"H17.11.14
H18.3.10",
滋賀県,"近江八幡市,",固定資産,カラー撮影,10000,77.0KM2,"滋賀県近江八幡市
助言H18.1.10F0287",朝日航洋(株),"H17.11.14
H18.3.10",
滋賀県,"安土町,",固定資産,カラー撮影,8000,24.3KM2,"滋賀県安土町
助言H18.1.10F0289",朝日航洋(株),"H17.11.20
H18.3.31",
滋賀県,"大津市,彦根市,長浜市,近江八幡市,草津市,守山市,野洲市,高島市,能登川町,",施設変動調査,水準,2級,57.6km,"独立行政法人水資源機構琵琶湖開発総合管理所
助言H18.1.11F0308",(株)オーテーシー,"H17.12.13
H18.3.24",
滋賀県,"野洲市,",農道台帳,数値図化,1000,3.7KM2,"滋賀県野洲市
助言H18.1.17F0318",アジア航測(株),"H17.12.19
H18.3.24",
滋賀県,"大津市,",道路台帳,"基準点,基準点","3級,,4級","5point,145point","滋賀県大津市
助言H18.1.17F0320",(株)サンセイ,"H17.12.16
H18.3.24",
滋賀県,"大津市,草津市,守山市,栗東市,野洲市,湖南市,",河川管理,"カラー撮影,空三,数値図化","12500,,,,2500","67.0KM2,6M,8.0KM2","近畿地方整備局琵琶湖河川事務所
助言H18.2.6F0337",(株)GIS関西,"H18.1.26
H18.3.20",
滋賀県,"秦荘町,愛知川町,",都市計画,"座標変換,数値図修正,既成図数値化,編集","2500,,2500,,2500,,2500","38.0KM2,38.0KM2,12.9KM2,16.0KM2","滋賀県愛知川町
助言H18.2.13F0383",朝日航洋(株),"H17.11.14
H18.2.21",
滋賀県,"大津市,志賀町,",道路台帳,"基準点,基準点,基準点,水準,カラー撮影,数値図化","１級,,3級,,4級,,3級,,4000,,500","16point,67point,45point,22.1km,19.3KM2,2.2KM2","近畿地方整備局滋賀国道事務所
助言H18.2.16F0388",アジア航測(株),"H18.2.10
H18.3.31",
滋賀県,"大津市,",道路計画,"基準点,路線,平板","4級,,,,500","14point,0.7km,0.1KM2","滋賀県
助言H18.2.15F0390",(株)モリタ,"H18.2.6
H18.3.20",
滋賀県,"大津市,",教育施設整備,"基準点,地上数値法","4級,,500","3point,0.1KM2","滋賀県大津市
助言H18.2.15F0391",びわこエンジニアリング(株),"H18.2.6
H18.3.28",
滋賀県,"大津市,",道路計画,"基準点,平板,路線","4級,,500,,","4point,0.1KM2,0.2km","滋賀県
助言H18.2.20F0393",(株)モリタ,"H18.2.6
H18.3.20",
滋賀県,"虎姫町,",都市計画,"座標変換,既成図数値化,数値図修正","2500,,2500,,2500","9.5KM2,9.5KM2,9.5KM2","滋賀県虎姫町
助言H18.3.20F0430",日本空間情報技術(株),"H17.10.20
H18.3.31",
滋賀県,"大津市,",総合計画,基準点,2級,1point,"滋賀県大津市
助言H18.3.28F0434",(有)井門測量,"H18.3.28
H18.3.31",
滋賀県,"大津市,",道路計画,"基準点,地上数値法","4級,,250","9point,0.1KM2","滋賀県大津市
助言H18.3.28F0435",(株)江口測量設計事務所,"H18.3.16
H18.3.31",
京都府,"京丹後市,",ほ場整備,"座標変換,座標変換,座標変換,基準点","2級,,3級,,4級,,4級","4point,11point,50point,24point","京都府丹後土地改良事務所
助言H17.4.13F0002",内外エンジニアリング(株),"H17.3.23
H17.7.31",
京都府,"京田辺市,",ほ場整備,"基準点,基準点,平板","3級,,4級,,500","5point,42point,0.2KM2","京都府山城土地改良事務所
助言H17.5.13F0009",都コンサルタント(株),"H17.5.17
H18.3.30",
京都府,"福知山市,",ほ場整備,"基準点,基準点,地上数値法","１級,,4級,,1000","2point,20point,0.1KM2","京都府福知山市
助言H17.5.18F0012",内外エンジニアリング(株),"H17.5.16
H17.8.31",
京都府,"加悦町,岩滝町,野田川町,",固定資産,カラー撮影,8000,106.0KM2,"京都府野田川町
助言H17.5.23F0013",アジア航測(株),"H17.4.14
H17.5.31",
京都府,"亀岡市,",都市計画,写測修正,2500,9.0KM2,"京都府亀岡市
助言H17.6.17F0025",(株)かんこう,"H17.6.13
H17.11.26",
京都府,"福知山市,",都市計画･道路台帳,"数値図化,数値図化","1000,,2500","0.6KM2,14.4KM2","京都府福知山市
助言H17.7.11F0043",国際航業(株),"H17.7.5
H18.3.31",
京都府,"丹波町,",ほ場整備,"基準点,基準点,基準点,地上数値法","2級,,3級,,4級,,500","6point,12point,80point,0.4KM2","独立行政法人緑資源機構南丹建設事業所
助言H17.7.15F0047",内外エンジニアリング(株),"H17.7.19
H17.12.16",
京都府,"福知山市,",座標変換,座標変換,10000,80.0KM2,"京都府福知山市
助言H17.7.20F0053",アジア航測(株),"H17.7.14
H17.8.15",
京都府,"京都市,",農地防災事業(地盤沈,水準,2級,7.6km,"近畿晨政局巨椋池晨地防災事業所
助言H17.7.20F0054",(株)ケーシック,"H17.7.19
H17.7.31",
京都府,"福知山市,綾部市,",河川管理･計画,"航空レーザ,カラー撮影,数値図化,ディジタルオルソ",",,10000,,2500,,2500","56.0KM2,56.0KM2,40.4KM2,40.4KM2","近畿地方整備局福知山河川国道事務所
助言H17.8.3F0063",アジア航測(株),"H17.6.9
H18.1.10",
京都府,"京都市,",公園施設整備,基準点,4級,14point,"京都府京都土木事務所
助言H17.8.22F0082",(株)キクチコンサルタント,"H17.8.22
H17.10.12",
京都府,"加悦町,",下水道計画,"座標変換,カラー撮影,数値図修正","500,,5000,,500","3.4KM2,9.5KM2,3.4KM2","京都府加悦町
助言H17.8.11F0083",(株)ウェスコ,"H17.7.19
H17.9.30",
京都府,"宇治市,",都市計画,"カラー撮影,数値図化,ディジタルオルソ","10000,,2500,,2500","67.6KM2,67.6KM2,67.6KM2","京都府宇治市
助言H17.8.11F0085",アジア航測(株),"H17.6.10
H18.3.24",
京都府,"園部町,",宅地開発,"基準点,基準点,基準点,水準,地上数値法,座標変換","2級,,3級,,4級,,3級,,500,,2級","7point,9point,50point,2.0km,0.2KM2,5point","京都府
助言H17.8.22F0088",(株)三和技術コンサルタント,"H17.8.8
H18.3.7",
京都府,"瑞穂町,",ほ場整備,"座標変換,基準点,基準点,地上数値法","3級,,2級,,4級,,500","1point,2point,25point,0.1KM2","京都府瑞穂町
助言H17.9.2F0106",(株)新技術,"H17.7.23
H17.9.30",
京都府,"綾部市,",都市計画,"写測修正,既成図数値化","2500,,2500","13.1KM2,13.1KM2","京都府綾部市
助言H17.9.14F0114",富士測量(株),"H17.8.25
H18.2.20",
京都府,"京丹後市,",管理敷地調査,"基準点,基準点","１級,,2級","2point,2point","大阪防衛施設局
助言H17.9.15F0115",(株)京都イングス,"H17.9.12
H18.1.31",
京都府,"空白,",総合計画,"カラー撮影,ディジタルオルソ","10000,,2500","5148.0KM2,5148.0KM2","京都府
助言H17.9.26F0129","国際航業(株)
(株)パスコ
アジア航測(株)","H17.9.22
H18.3.31",
京都府,"福知山市,舞鶴市,丹波町,瑞穂町,三和町,",座標変換,座標変換,3級,56point,"近畿地方整備局福知山河川国道事務所
助言H17.9.27F0130",阪神測量(株),"H17.8.23
H17.10.18",
京都府,"京田辺市,",土地区画整理,"座標変換,座標変換,水準","2級,,3級,,2級","10point,15point,17.0km","独立行政法人都市再生機構関西文化学術研究都市事業本郎
助言H17.9.27F0131",牧草コンサルタンツ(株),"H17.9.20
H17.10.30",
京都府,"京丹後市,",土地改良,"基準点,基準点","2級,,4級","3point,30point","京都府京丹後市
助言H17.10.3F0138",(株)北斗エンジニアリング,"H17.9.13
H18.3.31",
京都府,"園部町,",農道台帳,"基準点,基準点","１級,,2級","32point,28point","京都府園部町
助言H17.10.14F0155",(株)京都イングス,"H17.10.15
H18.2.28",
京都府,"福知山市,",固定資産,カラー撮影,7000,264.2KM2,"京都府福知山市
助言H17.10.18F0157",朝日航洋(株),"H17.9.26
H18.3.31",
京都府,"八幡市,",固定資産,カラー撮影,4000,24.4KM2,"京都府八幡市
助言H17.10.18F0159",(株)かんこう,"H17.9.8
H17.11.25",
京都府,"宇治市,",道路台帳,"撮影,空三,写測修正,座標変換,座標変換","4000,,,,500,,500,,1000","20.6KM2,20M,0.3KM2,16.9KM2,3.8KM2","京都府宇治市
助言H17.10.19F0160",アジア航測(株),"H17.9.1
H18.2.28",
京都府,"京都市,",消防関連データ作成,"座標変換,写測修正,既成図数値化","2500,,2500,,2500","137.8KM2,83.6KM2,137.8KM2","京都府京都市
助言H17.11.14F0191",富士測量(株),"H17.11.1
H17.12.28",
京都府,"京丹後市,",道路計画,"基準点,基準点,水準,水準","１級,,2級,,１級,,2級","3point,4point,3.0km,3.0km","京都府丹後土木事務所
助言H17.11.14F0195",(株)京都イングス,"H17.11.7
H18.2.28",
