都道府県名,測量地域,測量目的,測量種別,縮尺･等級,事業量,計画機関,作業機関,自至時期
山形県,"小国町,",砂防計画,数値図化,2500,50.4KM2,"北陸地方整備局飯豊山系砂防事務所
助言　　　H18.10.16　B 0144",(株)パスコ,"H18.9.27
H19.3.20"
山形県,"庄内町,",砂防計画,"基準点,座標変換,座標変換","3級,,１級,,3級","2point,1point,1point","東北地方整備局新庄河川事務所長
助言　　　H18.10.17　B 0150",北光コンサル(株),"　H18.8.8
H18.12.11"
山形県,"米沢市,",地盤変動調査,水準,2級,47.0km,"米沢市
助言　　　H18.10.16　B 0151",(株)春日測量設計,"H18.10.13
H19.1.31"
山形県,"新庄市,",道路計画,数値図化,1000,0.5KM2,"東北地方整備局山形河川国道事務所
助言　　　H18.10.16　B 0153",(株)福山コンサルタント,"H18.10.17
H18.12.25"
山形県,"鶴岡市,",法務省登記所備付地図作成,"基準点,平板","４級,,500","182point,0.3KM2","山形地方法務局
助言　　　H18.10.19　B 0159",(有)サイトウ測量,"H18.10.16
H19.3.31"
山形県,"鶴岡市,",総合計画,"基準点,基準点","2級,,3級","3point,15point","環境省東北地方環境事務所
助言　　　H18.10.30 B 0162",国際航業(株),"H18.7.12
H18.12.20"
山形県,"山形市,",地盤変動調査,水準,2級,47.3km,"山形市
助言　　　H18.10.30 B 0168",(株)田村測量設計事務所,"H18.11.1
H19.2.28"
山形県,"米沢市,",総合計画,"座標変換,座標変換","2級,,3級","1point,3point","米沢市
助言　　　H18.11.1　B 0171",新和設計(株),"H18.10.30
H18.12.20"
山形県,"米沢市,",砂防計画,ディジタルオルソ,2500,12.7KM2,"山形県
助言　　　H18.11.8 B 0174",国際航業(株),"H18.10.31
H18.12.20"
山形県,"新庄市,天童市,東根市,南陽市,長井市,金山町,",道路計画,基準点,3級,15point,"東北地方整備局山形河川国道事務所
助言　　　H18.11.7　B 0180",(株)復建技術コンサルタント,"H18.9.20
H19.3.15"
山形県,"酒田市,",総合計画,基準点,3級,64point,"酒田市
助言　　　H18.11.7　B 0181","(株)庄内測量設計舎
大和工営(株)","H18.10.30
H18.12.20"
山形県,"天童市,",総合計画,基準点,2級,17point,"天童市
助言　　　H18.11.7　B 0182",(株)成和技術,"H18.9.15
H18.11.27"
山形県,"山形市,",土地区画整理,基準点,4級,13point,"独立行政法人都市再生機構山形都市開発事
助言　　　H18.11.7　B 0187",(株)寒河江測量設計事務所,"H18.10.20
H18.11.6"
山形県,"鶴岡市,酒田市,",砂防計画,"水準,数値図化,空三","簡級,,2500,,2500","10.0km,5.7KM2,3M","山形県
助言　　　H18.11.15　B 0190",セントラル航空測量(株),"H18.10.18
H19.1.26"
山形県,"鶴岡市,",道路計画,"基準点,基準点,水準","2級,,4級,,3級","11point,127point,11.4km","東北地方整備局酒田河川国道事務所
助言　　　H18.12.19　B 0213",セントラルコンサルタント(株),"H18.11.13
H19.2.19"
山形県,"鶴岡市,金山町,真室川町,",砂防計画,"水準,数値図化,空三","簡級,,2500,,2500","165.7km,30.6KM2,311M","東北地方整備局新庄河川事務所
助言　　　H19.1.29　B 0224",朝日航洋(株),"H18.11.9
H19.3.23"
山形県,"鶴岡市,庄内町,",河川管理,"水準,カラー撮影,数値図化,空三","簡級,,10000,,2000,,2000","15.5km,8.5KM2,0.6KM2,4M","山形県
助言　　　H19.1.30 B 0228",朝日航洋(株),"H19.1.15
H19.3.26"
山形県,"東根市,",道路計画,"水準,数値図化,空三","簡級,,1000,,1000","12.3km,0.6KM2,3M","東根市
助言　　　H19.2.19　B 0232",(株)パスコ,"H19.2.2
H19.3.12"
山形県,"尾花沢市,大石田町,舟形町,大蔵村,",河川管理,"水準,水準","2級,,3級","7.7km,34.6km","東北地方整備局新庄河川事務所長
助言　　　H19.2.22　B 0236",(株)春日測量設計,"H18.12.20
H19.3.22"
福島県,"相馬市,原町市,富岡町,大熊町,双葉町,浪江町,小高町,鹿島町,飯舘村,葛尾村,川内村,",森林計画,撮影,20000,1868.0KM2,"福島県
助言　　　　H18.5.8 B 0008",(株)ナカノアイシステム,"H18.5.10
H18.10.31"
福島県,"南相馬市,浪江町,双葉町,",砂防計画,"水準,数値図化,空三,ディジタルオルソ","簡級,,2500,,2500,,2500","72.0km,1.9KM2,109M,39.0KM2","福島県相双建設事務所
助言　　　H18.6.26　B 0034",新日本航測(株),"H18.5.29
H19.1.31"
福島県,"会津若松市,",14条第1項地図作成,"基準点,基準点,基準点","2級,,3級,,4級","3point,4point,0.3KM2","福島地方法務局
助言　　　H18.7.10 B 0040","(社)福島県公共嘱託登記土地家
屋調査士協会","H18.6.26
H19.3.31"
福島県,"会津若松市,",ほ場整備,基準点,2級,7point,"福島県会津晨林事務所
助言　　　H18.7.19　B 0052",福島県土地改良事業団体連合会,"H18.7.24
H19.3.20"
福島県,"相馬市,田村市,南相馬市,広野町,楢葉町,川内村,大熊町,双葉町,葛尾村,",河川計画,航空レーザ,レーザ計測,400.0KM2,"福島県相双建設事務所
助言　　　　H18.8.1　B 0058",国際航業(株),"H18.7.20
H19.1.11"
福島県,"南会津町,檜枝岐村,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","3.0KM2,28.0KM2","福島県南会津建設事務所
助言　　　H18.7.27　B 0059",(株)八州,"　H18.8.1
H18.12.28"
福島県,"三春町,",固定資産,"カラー撮影,ディジタルオルソ,直接定位計算","8000,,500,,8000","141.5KM2,72.8KM2,147point","三春町
助言　　　H18.7.28 B 0063",(株)パスコ,"H18.7.24
H19.3.31"
福島県,"浅川町,",ほ場整備,基準点,3級,10point,"福島県県中晨林事務所
助言　　　　H18.8.7 B 0069",福島県土地改良事業団体連合会,"H18.8.7
H19.3.20"
福島県,"郡山市,",道路台帳,"数値図修正,座標変換","500,,500","471.8KM2,471.8KM2","郡山市
助言　　　　H18.8.8 B 0077","国際航業(株)
(株)パスコ
(株)昭和技術設計事務所
(有)県南測量設計センター
(株)東日路政コンサルタント
阿部測量(株)
(株)開成測量設計社
(有)大誠興測
日本技術設計コンサルタント(株)
(株)日本測地コンサルタント
(株)郡山測量設計社
(有)増子測量設計事務所","H18.8.3
H19.2.28"
福島県,"会津若松市,会津坂下町,柳津町,三島町,会津美里町,",砂防計画,"水準,カラー撮影,数値図化,空三,ディジタルオルソ","簡級,,10000,,2500,,2500,,2500","123.7km,152.2KM2,6.3KM2,88M,48.0KM2","福島県会津若松建設事務所
助言　　　H18.8.22　B 0086",(株)写測,"H18.5.10
H18.11.13"
福島県,"会津若松市,",河川計画,航空レーザ,レーザ計測,6.0KM2,"福島県会津若松建設事務所
助言　　　H18.8.30 B 0089",アジア航測(株),"　H18.8.7
H18.10.27"
福島県,"いわき市,田村市,鮫川村,古殿町,小野町,広野町,川内村,",河川計画,航空レーザ,レーザ計測,450.0KM2,"福島県いわき建設事務所
助言　　　H18.9.11　B 0103",国際航業(株),"H18.7.20
H19.3.16"
福島県,"新地町,",道路計画,"基準点,水準","2級,,3級","10point,4.1km","東日本高速道路株式会社東北支社相馬工事
助言　　　H18.9.14 B 0104",昭和(株),"H18.9.15
H18.12.31"
福島県,"福島市,",都市計画,数値図化,10000,69.7KM2,"福島市
助言　　　H18.9.12 B 0108",東武計画(株),"H18.9.15
H18.12.15"
福島県,"鏡石町,",土地区画整理,座標変換,2級,4point,"鏡石町
助言　　　H18.9.14 B 0111",(財)福島県区画整理協会,"H18.9.11
H19.3.31"
福島県,"伊達市,",地籍調査,基準点,2級,1point,"伊達市
助言　　　H18.9.26 B 0121","東北測地設計(株)
(株)阿部測量設計事務所
東邦測地(有)","H18.9.21
H18.12.4"
福島県,"福島市,",自作農財産の位置の特定,"基準点,基準点","2級,,3級","7point,11point","福島県
助言　　　H18.9.26　B 0124","(社)福島県公共嘱託登記土地家
屋調査士協会","H18.9.15
H19.3.20"
福島県,"会津若松市,",ほ場整備,"基準点,平板","2級,,500","2point,0.3KM2","福島県会津南部ほ場整備事務所
助言　　　H18.10.5 B 0126",福島県土地改良事業団体連合会,"H18.10.10
　H19.3.2"
福島県,"南会津町,",ほ場整備,基準点,2級,3point,"福島県南会津晨林事務所長
助言　　　H18.10.6 B 0138",福島県土地改良事業団体連合会,"H18.10.12
　H19.3.2"
福島県,"金山町,",ほ場整備,基準点,2級,2point,"福島県会津晨林事務所
助言　　　H18.10.6　B 0139",福島県土地改良事業団体連合会,"H18.9.25
H19.3.20"
福島県,"矢祭町,",道路計画,数値図化,1000,1.0KM2,"福島県県南建設事務所
助言　　　H18.10.16　B 0152",国際航業(株),"H18.10.16
H18.11.30"
福島県,"いわき市,",砂防計画,数値図化,2500,0.6KM2,"福島県いわき建設事務所
助言　　　H18.10.17　B 0156",川崎地質(株),"H18.11.1
H19.2.28"
福島県,"いわき市,",砂防計画,数値図化,2500,0.1KM2,"福島県いわきj建設事務所
助言　　　H18.10.17　B 0157",(株)建設技術研究所,"H18.11.1
H19.2.28"
福島県,"いわき市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","2.9KM2,42.8KM2","福島県いわき建設事務所
助言　　　H18.10.17　B 0158",アジア航測(株),"H18.11.1
H19.2.28"
福島県,"南相馬市,富岡町,大熊町,",道路計画,"水準,カラー撮影,数値図化,空三","簡級,,8000,,1000,,1000","17.7km,23.0KM2,7.0KM2,18M","東北地方整備局磐城国道事務所
助言　　　H18.10.30 B 0165",朝日航洋(株),"H18.9.28
H19.1.31"
福島県,"いわき市,",道路計画,"基準点,基準点,水準","2級,,3級,,2級","5point,8point,7.5km","東北地方整備局磐城国道事務所
助言　　　H18.11.7　B 0178",(株)復建技術コンサルタント,"H18.9.29
H19.2.28"
福島県,"福島市,",道路計画,"水準,撮影,数値図化,空三","簡級,,5000,,500,,500","7.5km,2.7KM2,0.7KM2,5M","東北地方整備局福島河川国道事務所
助言　　　H18.11.8 B 0179",(株)パスコ,"H18.10.26
H19.1.26"
福島県,"南相馬市,",ほ場整備,基準点,2級,8point,"福島県相双晨林事務所
助言　　　H18.11.7　B 0186",福島県土地改良事業団体連合会,"H18.11.6
H19.3.20"
福島県,"郡山市,",道路計画,"基準点,水準","3級,,3級","１７point,9.3km","東北地方整備局郡山国道事務所
助言　　　H18.11.15　B 0189",(株)興起測量設計事務所,"H18.10.15
　H19.2.9"
福島県,"本宮町,",都市計画,数値図化,2500,9.4KM2,"福島県県北建設事務所
助言　　　H18.11.21　B 0194",国際航業(株),"H18.10.25
H19.2.28"
福島県,"会津若松市,",道路計画,基準点,3級,3point,"東北地方整備局郡山国道事務所
助言　　　H18.12.4 B 0201",セントラルコンサルタント(株),"H18.11.20
H19.1.26"
福島県,"白沢村,",ほ場整備,基準点,2級,2point,"福島県県北晨林事務所
助言　　　H18.12.4 B 0203",福島県土地改良事業団体連合会,"H18.12.1
H19.3.15"
福島県,"いわき市,",都市計画,"数値図化,数値図修正,座標変換","2500,,2500,,2500","68.8KM2,245.3KM2,214.4KM2","福島県いわき建設事務所
助言　　　H18.12.5　B 0204",(株)パスコ,"H18.12.1
H19.3.20"
福島県,"郡山市,",都市計画,"数値撮影,数値図化,直接定位計算","10000,,2500,,2500","270.2KM2,27.0KM2,698point","福島県県中建設事務所
助言　　　H19.2.19　B 0227",国際航業(株),"H18.12.1
H19.3.26"
福島県,"喜多方市,北塩原村,西会津町,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","15.1KM2,30.0KM2","福島県喜多方建設事務所
助言　　　　H19.3.2 B 0242",(株)パスコ,"H18.6.30
H19.3.26"
福島県,"南相馬市,",固定資産,"カラー撮影,ディジタルオルソ,直接定位計算","10000,,1000,,1000","240.0KM2,240.0KM2,671point","南相馬市
助言　　　　H19.3.6 B 0243",アジア航測(株),"H19.2.2
H19.6.30"
福島県,"郡山市,",土地区画整理,"基準点,基準点,座標変換,座標変換,座標変換","3級,,4級,,2級,,3級,,4級","2point,65point,3point,5point,45point","福島県住宅供給公社
助言　　　H19.3.19　B 0249",(株)国際開発コンサルタンツ,"H19.1.7
H19.7.31"
茨城県,"常陸太田市,",土地区画整理,基準点,3級,5point,"常陸太田市滝坂土地区画整理組合
助言　　　　H18.5.8　C 0014",(株)ミカミ,"H18.5.1
H18.8.25"
茨城県,"日立市,",土地区画整理,"基準点,基準点,基準点","１級,,3級,,4級","3point,6point,40point","日立市川尻観音前土地区画整理組合
助言　　　H18.5.19　C 0026",(株)ミカミ,"H18.5.15
H18.8.24"
茨城県,"筑西市,桜川市,取手市,龍ケ崎市,",道路計画,"カラー撮影,数値図化","8000,,1000","35.9KM2,7.6KM2","常陸河川国道事務所
助言　　　H18.6.12　C 0051",永和開発サーベイ(株),"H18.5.19
H18.9.29"
茨城県,"稲敷市,",都市計画,数値図化,2500,8.5KM2,"茨城県　稲敷市
助言　　　H18.6.12　C 0052",(株)パスコ,"H18.4.29
H18.8.28"
茨城県,"稲敷市,",都市計画,"既成図数値化,数値図修正","10000,,10000","178.1KM2,178.1KM2","茨城県　稲敷市
助言　　　H18.6.12　C 0053",(株)パスコ,"H18.4.29
H18.8.28"
茨城県,"筑西市,",道路計画,"基準点,平板","4級,,500","55point,0.2KM2","常陸河川国道事務所
助言　　　H18.7.20　C 0091",(株)下川設計,"　H18.6.7
H18.12.15"
茨城県,"坂東市,",都市計画,"カラー撮影,数値図化,数値図修正","10000,,2500,,2500","123.2KM2,18.0KM2,1.8KM2","茨城県　坂東市
助言　　　H18.7.24　C 0093",国際航業(株),"H18.7.13
H19.3.20"
茨城県,"阿見町,",都市計画,数値図化,2500,22.0KM2,"茨城県　阿見町
助言　　　H18.7.24　C 0094",朝日航洋(株),"H18.7.15
H18.11.28"
茨城県,"大子町,常陸太田市,常陸大宮市,城里町,",森林計画,撮影,16000,954.0KM2,"茨城県
助言　　　H18.7.27　C 0104",(株冲庭測量コンサルタント,"　H18.5.9
H18.10.31"
茨城県,"日立市,東海村,常陸太田市,",河川管理,"縦横断,縦横断,深浅","簡級,,簡級,,簡級","25.4km,135point,62point","常睦河川国道事務所
助言　　　H18.8.10　C 0111",宇都宮測量(株),"H18.8.21
H19.2.28"
茨城県,"水戸市,",固定資産調査,カラー撮影,12500,217.5KM2,"茨城県　水戸市
助言　　　H18.8.25　C 0124",朝日航洋(株),"H18.7.21
H19.3.15"
茨城県,"日立市,",道路計画,"基準点,基準点,縦横断","１級,,3級","3point,10point,4.7km","常陸河川国道事務所
助言　　　H18.8.28　C 0130",昭和測量(株),"　H18.9.1
H18.12.15"
茨城県,"土浦市,",都市計画,"基準点,水準,平板,縦横断","4級,,3級,,","8point,2point,0.1KM2,0.2km","土浦市
助言　　　H18.8.30　C 0137",(株)国土測量,"H18.9.1
H19.1.26"
茨城県,"つくば市,",固定資産,数値図化,1000,284.1KM2,"茨城県　つくば市
助言　　　　H18.9.1　C 0142",(株)パスコ,"　H18.4.7
H18.10.31"
茨城県,"つくば市,",農地開発,"平板,基準点,基準点,基準点","500,,2級,,3級,,4級","0.3KM2,8point,5point,0.3KM2","茨城県土浦土地改良事務所
助言　　　　H18.9.5　C 0145",茨城県土地改良事業団休連合会,"H18.7.12
H19.3.22"
茨城県,"桜川市,",固定資産,"航空レーザ,数値撮影",",,8000","179.8KM2,179.8KM2","桜川市
助言　　　H18.10.3　C 0191",国際航業(株),"H18.9.26
H19.2.28"
茨城県,"桜川市,",砂防計画,"空三,数値図化","15000,,2500","108point,93.0KM2","茨城県筑西土木事務所
助言　　　H18.10.16　C 0204",朝日航洋(株),"H18.10.10
H19.3.15"
茨城県,"桜川市,",基準点の整備,"基準点,基準点","１級,,2級","7point,12point","茨城県　桜川市
助言　　　H18.10.18　C 0208",やまと技研(株),"H18.10.12
H19.2.28"
茨城県,"ひたちなか市,",漁港整備,水準,2級,2point,"茨城県大洗港湾事務所
助言　　　H18.10.24　C 0224",(株)ミカミ,"H18.10.23
H18.11.25"
茨城県県境栃木県,"ひたちなか市,水戸市,那珂市,城里町,常陸大宮市,日立市,東海村,那珂市,常陸太田市,大洗町,県境茂木町,那須塩原市,那須烏山市,那珂川町,大田原市,",河川管理,水準,2級,420.0km,"常陸河川国道事務所
助言　　　H18.10.30　C 0231",第一航業(株),"H18.9.5
H19.3.30"
茨城県,"神栖市,",砂防計画,"空三,数値図化","12500,,12500","6point,3.0KM2","茨城県潮来土木事務所
助言　　　H18.11.7　C 0244",三和航測(株),"H18.9.2
H19.3.15"
