都道府県名,測量地域,測量目的,測量種別,"縮尺･,,等級",事業量,計画機関,作業機関,自至時期
北海道,"白糠町,",道路計画,基準点,3級,1point,"釧路開発建設部釧路道路事務所
助言H19.6.25A0167","太平洋総合コンサルタント
(株)","H19.6.25
H19.7.31"
北海道,"士別市,",道路計画,"基準点,基準点","１級,,3級","1point,2point","北海道旭川土木現業所
助言H19.7.5A0168",北海道キング設計(株),"H19.7.2
H19.7.31"
北海道,"遠軽町,",道路計画,"基準点,基準点","3級,,4級","5point,9point","北海道網走支庁
助言H19.6.26A0169",楼井測量設計(株),"H19.6.21
H19.9.20"
北海道,"広尾町,",道路計画,"基準点,基準点","１級,,3級","1point,5point","北海道十勝支庁
助言H19.6.26A0170",北海道土木設計(株),"H19.6.21
H19.10.1"
北海道,"帯広市,幕別町,音更町,豊頃町,",河川計画,"カラー撮影,写測修正","10000,,2500","72.9KM2,45.6KM2","帯広開発建設部
助言H19.6.28A0171",(株)シン技術コンサル,"H19.5.31
H19.11.15"
北海道,"北見市,",河川計画,"基準点,基準点","１級,,3級","3point,4point","北海道網走支庁
助言H19.7.2A0173",(株)カワムラ,"H19.6.19
H19.12.21"
北海道,"鵡川町,",道路計画,基準点,2級,2point,"むかわ町
助言H19.6.27A0175",ダイシン設計(株),"H19.6.23
H19.8.31"
北海道,"佐呂間町,",土地改良,基準点,3級,1point,"北海道網走支庁
助言H19.6.27A0176",(株)アラソフトウェア,"H19.6.21
H19.8.20"
北海道,"東川町,",道路計画,"基準点,基準点","3級,,4級","2point,5point","東川町
助言H19.6.27A0177",(株)アサヒ建設コンサルタント,"H19.5.24
H20.2.20"
北海道,"長万部町,",道路計画,基準点,3級,3point,"函館開発建設部ハ雲道路事務所
助言H19.6.27A0178",(株)構造技研,"H19.6.1
H19.11.21"
北海道,"幕別町,",土地改良,基準点,3級,7point,"北海道十勝支庁
助言H19.6.27A0179",北王コンサルタント(株),"H19.6.23
H20.2.20"
北海道,"新篠津村,",土地改良,"基準点,基準点","3級,,4級","26point,110point","北海道石狩支庁
助言H19.6.27A0180",(株)香島コンサルタント,"H19.6.22
H20.3.7"
北海道,"浜中町,",道路用地,基準点,3級,4point,"北海道釧路支庁
助言H19.6.27A0181",北海道土木設計(株),"H19.6.21
H19.8.30"
北海道,"黒松内町,長万部町,豊浦町,",道路計画,"カラー撮影,数値図化,空三,水準","8000,,1000,,8000,,簡級","38.6KM2,2.0KM2,31M,18.8km","室蘭開発建設部
助言H19.7.2A0182",(株)シン技術コンサル,"H19.6.21
H19.9.14"
北海道,"厚真町,",土地改良,基準点,3級,26point,"北海道胆振支庁
助言H19.6.29A0183",前田測量(株),"H19.6.25
H19.10.10"
北海道,"音更町,",土地改良,基準点,3級,3point,"帯広開発建設部
助言H19.6.29A0184",(株)アルファ技研,"H19.7.1
H19.11.30"
北海道,"根室市,",道路計画,基準点,4級,19point,"釧路開発建設部
助言H19.7.2A0185",(株)郡土木コンサルタント,"H19.6.8
H19.10.29"
北海道,"浜頓別町,",河川用地,基準点,3級,7point,"稚内開発建設部
助言H19.7.2A0186",(株)ズコーシャ,"H19.6.8
H19.10.30"
北海道,"音更町,",宅地開発,基準点,3級,3point,"音更町
助言H19.7.2A0187",(株)富士雄設計コンサルタント,"H19.6.1
H19.12.20"
北海道,"新十津川町,",土地改良,基準点,3級,10point,"札幌開発建設部
助言H19.7.2A0188",(株)三祐コンサルタンツ,"H19.6.23
H20.1.18"
北海道,"豊富町,",道路計画,"基準点,基準点","2級,,3級","2point,2point","北海道宗谷支庁
助言H19.7.2A0189",(株)構造技研,"H19.6.8
H19.12.20"
北海道,"旭川市,",道路用地,基準点,3級,1point,"北海道旭川土木現業所
助言H19.7.2A0190",明成コンサルタント(株),"H19.6.27
H19.10.10"
北海道,"えりも町,",道路計画,"基準点,基準点","１級,,3級","2point,14point","室蘭開発建設部
助言H19.7.9A0192","北海道測量事業協同組合
(株)タナカコンサルタント","H19.5.17
H19.12.5"
北海道,"興部町,",河川管理,基準点,3級,3point,"北海道網走土木現業所
助言H19.7.2A0193",(株)シン技術コンサル,"H19.7.1
H19.7.31"
北海道,"北広島市,",道路計画,基準点,3級,1point,"北広島市
助言H19.7.2A0194",(株)シン技術コンサル,"H19.6.11
H19.7.20"
北海道,"音更町,",土地改良,基準点,3級,13point,"北海道十勝支庁
助言H19.7.5A0195",北王コンサルタント(株),"H19.6.27
H20.2.20"
北海道,"訓子府町,",土地改良,基準点,3級,2point,"北海道網走支庁
助言H19.7.5A0196",アラタ設計(株),"H19.6.28
H19.8.20"
北海道,"更別村,",土地改良,基準点,１級,6point,"帯広開発建設部
助言H19.7.10A0197",(株)フロンティア技研,"H19.6.28
H19.10.31"
北海道,"更別村,",土地改良,基準点,１級,6point,"帯広開発建設部
助言H19.7.10A0198",太陽コンサルタンツ(株),"H19.6.28
H19.11.7"
北海道,"千歳市,",土地区画整理,"基準点,水準","4級,,3級","38point,2point","千歳市あずさ土地区画整理組
合設立準備委員会
助言H19.7.5A0199",和光技研(株),"
H19.5.29

H19.8.31"
北海道,"別海町,",道路計画,基準点,3級,9point,"別海町
助言H19.7.5A0200",(株)アイネス,"H19.6.29
H19.11.30"
北海道,"別海町,",道路計画,基準点,3級,10point,"別海町
助言H19.7.5A0201","内外エンジニアリング北海
道(株)","H19.7.1
H20.1.30"
北海道,"旭川市,",河川用地,基準点,3級,1point,"北海道旭川土木現業所
助言H19.7.5A0202",(株)イズム･グリーン,"H19.6.29
H19.11.21"
北海道,"鹿追町,",土地改良,基準点,１級,4point,"帯広開発建設部
助言H19.7.5A0203",サンスイコンサルタント(株),"H19.6.28
H19.10.26"
北海道,"別海町,",河川計画,基準点,2級,8point,"釧路開発建設部
助言H19.7.10A0204",北王コンサルタント(株),"H19.7.1
H19.10.12"
北海道,"真狩村,",河川計画,基準点,2級,7point,"北海道後志支庁
助言H19.7.10A0205",ダイシン設計(株),"H19.7.3
H19.10.31"
北海道,"斜里町,小清水町,大空町,",道路計画,"基準点,基準点","3級,,4級","5point,14point","網走開発建設部
助言H19.7.10A0206",(株)アークス山上,"H19.6.7
H19.10.24"
北海道,"栗山町,",土地改良,基準点,3級,53point,"北海道空知支庁
助言H19.7.10A0207",岩見沢測量設計(株),"H19.7.9
H20.2.28"
北海道,"陸別町,",道路用地,基準点,2級,2point,"帯広開発建設部
助言H19.7.10A0208",北王コンサルタント(株),"H19.7.4
H19.8.20"
北海道,"名寄市,下川町,",河川管理,基準点,3級,16point,"旭川開発建設部
助言H19.7.11A0210",スミセキ･ジオテクノ(株),"H19.5.24
H19.10.1"
北海道,"千歳市,",道路台帳,基準点,3級,2point,"札幌開発建設部
助言H19.7.10A0211",北海道測量事業協同組合,"H19.7.2
H19.9.27"
北海道,"富良野市,",砂防計画,"カラー撮影,数値図化","8000,,1000","9.5KM2,2.0KM2","北海道旭川土木現業所
助言H19.7.10A0212",(株)シン技術コンサル,"H19.7.3
H19.12.20"
北海道,"幌加内町,",土地改良,基準点,3級,8point,"北海道空知支庁
助言H19.7.10A0213",明成コンサルタント(株),"H19.7.4
H20.2.20"
北海道,"室蘭市,",道路計画,基準点,2級,2point,"室蘭開発建設部
助言H19.7.10A0214",(株)タナカコンサルタント,"H19.7.4
H20.2.15"
北海道,"日高町,",道路台帳,基準点,2級,7point,"室蘭開発建設部
助言H19.7.10A0215",(株)ドボク管理,"H19.7.6
H19.10.24"
北海道,"森町,",砂防計画,基準点,3級,4point,"北海道渡島支庁
助言H19.7.10A0216",(株)ツカサ技研,"H19.7.9
H19.10.30"
北海道,"新十津川町,浦臼町,",土地改良,基準点,3級,4point,"札幌開発建設部
助言H19.7.11A0217","北海道農業土木コンサル
タント(株)","H19.7.5
H20.2.19"
北海道,"枝幸町,",農道計画,基準点,3級,7point,"北海道宗谷支庁
助言H19.7.11A0218",(株)よしだ設計コンサルタント,"H19.7.7
H19.11.30"
北海道,"新篠津村,",ほ場整備,基準点,3級,33point,"北海道石狩支庁
助言H19.7.12A0219","(株)北海道農業建設コン
サルタント","H19.7.7
H19.12.6"
北海道,"別海町,",道路台帳,基準点,3級,6point,"釧路開発建設部
助言H19.7.12A0220","東邦コンサルタント(株)
北海道測量事業協同組合","H19.7.7
H19.11.19"
北海道,"浜中町,",海岸保全,基準点,3級,2point,"北海道釧路支庁
助言H19.7.12A0221",(有)金子設計事務所,"H19.7.7
H19.8.30"
北海道,"赤井川村,",土地改良,"基準点,基準点,基準点","2級,,3級,,4級","2point,2point,6point","北海道後志支庁
助言H19.7.12A0222",(有)大野測量,"H19.6.27
H19.10.5"
北海道,"美瑛町,",道路計画,"基準点,基準点,路線","3級,,4級,,","1point,24point,1.3km","旭川開発建設部
助言H19.7.12A0223",(株)アークス山上,"H19.6.13
H20.1.18"
北海道,"七飯町,森町,厚沢部町,上ノ国町,木古内町,",道路計画,"カラー撮影,数値図化,既成図数値化","15000,,5000,,5000","85.8KM2,56.5KM2,34.5KM2","函館開発建設部
助言H19.7.12A0224",(株)パスコ,"H19.7.10
H19.12.12"
北海道,"厚沢部町,",道路用地,基準点,2級,4point,"函館開発建設部
助言H19.7.19A0225",北海道測量事業協同組合,"H19.7.10
H19.11.16"
北海道,"福島町,",道路用地,基準点,2級,5point,"函館開発建設部
助言H19.7.19A0226",北海道測量事業協同組合,"H19.7.10
H19.11.16"
北海道,"旭川市,",河川用地,基準点,2級,1point,"北海道上川支庁
助言H19.7.19A0227",(株)イズム･グリーン,"H19.7.11
H19.11.21"
北海道,"北斗市,",道路用地,基準点,１級,3point,"北海道渡島支庁
助言H19.7.19A0228",日鉄鉱コンサルタント(株),"H19.7.11
H19.10.10"
北海道,"厚真町,",土地改良,"基準点,基準点,成果改算","3級,,4級,,2級","70point,208point,13point","北海道胆振支庁
助言H19.7.19A0229",(株)伸栄コンサル,"H19.7.17
H20.3.19"
北海道,"厚岸町,",道路用地,基準点,3級,3point,"北海道釧路支庁
助言H19.7.19A0230",(株)津村測量設計,"H19.7.11
H19.10.10"
北海道,"更別村,",土地改良,基準点,１級,4point,"帯広開発建設部
助言H19.7.19A0232",(株)イーェス総合研究所,"H19.7.5
H19.9.28"
北海道,"忠類村,",土地改良,基準点,１級,2point,"帯広開発建設部
助言H19.7.19A0233",(株)三祐コンサルタンツ,"H19.7.11
H19.11.14"
北海道,"更別村,",土地改良,基準点,１級,3point,"帯広開発建設部
助言H19.7.19A0234","内外エンジニアリング北海
道(株)","H19.7.11
H19.10.20"
北海道,"更別村,",土地改良,基準点,１級,4point,"帯広開発建設部
助言H19.7.19A0235",(株)ズコーシャ,"H19.7.12
H19.11.7"
北海道,"浜中町,",土地改良,基準点,3級,2point,"釧路開発建設部
助言H19.7.19A0236",(株)アルト技研,"H19.6.28
H19.9.28"
北海道,"喜茂別町,",河川計画,"基準点,基準点","１級,,3級","1point,16point","北海道後志支庁
助言H19.7.18A0237",和光技研(株),"H19.7.2
H19.12.10"
北海道,"仁木町,",土地改良,基準点,3級,2point,"北海道後志支庁
助言H19.7.18A0238",オオハシコンサルタント(株),"H19.6.27
H19.9.18"
北海道,"浜中町,",海岸保全,基準点,3級,9point,"北海道釧路支庁
助言H19.7.18A0239",山下コンサルタント(株),"H19.7.11
H19.9.28"
北海道,"遠軽町,",道路用地,"基準点,基準点","１級,,3級","2point,12point","北海道網走支庁
助言H19.7.18A0240",(有)興測設計事務所,"H19.7.20
H19.12.25"
北海道,"興部町,",道路台帳,"基準点,基準点","１級,,2級","2point,6point","網走開発建設部
助言H19.7.18A0241",平田技術コンサルタント(株),"H19.8.1
H19.11.7"
北海道,"帯広市,",土地改良,"基準点,座標変換,座標変換","3級,,2級,,2級","6point,7point,7point","北海道十勝支庁
助言H19.7.25A0242",北王コンサルタント(株),"H19.7.12
H20.2.20"
北海道,"標茶町,",道路計画,基準点,3級,21point,"標茶町
助言H19.7.19A0243",東邦コンサルタント(株),"H19.7.12
H19.10.15"
北海道,"共和町,",土地改良,基準点,3級,5point,"北海道後志支庁
助言H19.7.19A0244",(株)帝国設計事務所,"H19.7.23
H19.11.30"
北海道,"根室市,",道路用地,"基準点,基準点","1級,,3級","2point,1point","釧路開発建設部
助言H19.7.19A0245",益村測量設計(株),"H19.7.13
H19.9.25"
北海道,"新十津川町,",道路用地,"基準点,基準点","１級,,3級","2point,2point","札幌開発建設部
助言H19.7.19A0246",(株)ユニオン･コンサルタント,"H19.7.18
H19.8.28"
北海道,"浦臼町,",道路台帳,基準点,2級,4point,"札幌開発建設部
助言H19.7.19A0247",北海道測量事業協同組合,"H19.7.17
H19.10.9"
北海道,"美瑛町,",道路計画,基準点,2級,1point,"美瑛町
助言H19.7.24A0248",五大建設コンサルタント(株),"H19.7.14
H19.11.30"
北海道,"深川市,",土地改良,基準点,3級,22point,"北海道空知支庁
助言H19.7.24A0249",パブリックコンサルタント(株),"H19.7.12
H19.10.30"
北海道,"当別町,",道路用地,基準点,3級,5point,"北海道石狩支庁
助言H19.7.24A0250",(株)構研エンジニアリング,"H19.7.25
H19.9.10"
北海道,"美唄市,",河川管理,基準点,2級,2point,"石狩川開発建設部
助言H19.7.24A0251",北海道測量事業協同組合,"H19.7.5
H20.2.29"
北海道,"岩見沢市,美唄市,三笠市,恵庭市,南富良野町,",河川管理,"カラー撮影,数値図化","12500,,2500","300.0KM2,50.0KM2","石狩川開発建設部
助言H19.7.24A0252",(株)シン技術コンサル,"H19.7.14
H20.1.11"
北海道,"天塩町,",道路用地,基準点,3級,4point,"留萌開発建設部
助言H19.7.24A0253",北海道測量事業協同組合,"H19.7.20
H19.10.31"
北海道,"奥尻町,",道路用地,"基準点,座標変換","2級,,3級","2point,3point","北海道渡島支庁
助言H19.7.24A0254",(株)測土開発,"H19.7.20
H19.9.28"
北海道,"乙部町,",道路用地,基準点,2級,4point,"函館開発建設部
助言H19.7.24A0255",北海道測量事業協同組合,"H19.7.14
H19.12.20"
北海道,"せたな町,",道路用地,基準点,3級,3point,"函館開発建設部
助言H19.7.24A0256",(株)測土開発,"H19.7.18
H19.9.3"
北海道,"千歳市,",道路計画,"基準点,基準点,基準点","2級,,3級,,4級","2point,7point,8point","千歳市
助言H19.7.24A0257",(有)富山測量設計,"H19.7.11
H19.10.5"
北海道,"江別市,",道路用地,基準点,3級,2point,"北海道石狩支庁
助言H19.7.24A0258",(株)ケイジー技研,"H19.7.18
H19.10.30"
北海道,"和寒町,剣淵町,",道路台帳,基準点,2級,4point,"旭川開発建設部
助言H19.7.24A0259",パブリックコンサルタント(株),"H19.7.24
H19.11.13"
北海道,"妹背牛町,",土地改良,基準点,3級,8point,"北海道空知支庁
助言H19.7.25A0260",(株)帝国設計事務所,"H19.7.14
H20.1.30"
北海道,"深川市,",土地改良,基準点,3級,19point,"北海道空知支庁
助言H19.7.25A0261",北日本技研(株),"H19.6.19
H20.3.17"
北海道,"余市町,",河川用地,基準点,3級,4point,"北海道後志支庁
助言H19.7.25A0262",東和コンサルタント(株),"H19.7.6
H19.10.1"
北海道,"日高町,",道路台帳,基準点,2級,2point,"室蘭開発建設部
助言H19.7.26A0263",スミセキ･ジオテクノ(株),"H19.8.3
H19.11.7"
北海道,"広尾町,",道路管理,"基準点,基準点","１級,,2級","3point,2point","帯広開発建設部広尾道路事務所
助言H19.7.26A0264",(株)土木技術コンサルタント,"H19.7.23
H19.9.20"
北海道,"鹿追町,",河川管理,基準点,3級,2point,"北海道十勝支庁
助言H19.7.26A0265",大地コンサルタント(株),"H19.6.11
H19.8.20"
北海道,"千歳市,",道路計画,基準点,2級,1point,"北海道石狩支庁
助言H19.7.26A0266",(株)ドーコン,"H19.7.18
H20.3.19"
北海道,"豊浦町,",都市計画,基準点,3級,2point,"室蘭開発建設部
助言H19.7.26A0267","(株)メイセイ･エンジニアリ
ング","H19.8.1
H19.9.15"
北海道,"鹿追町,音更町,",土地改良,基準点,１級,5point,"帯広開発建設部
助言H19.7.26A0268",(株)田西設計コンサル,"H19.7.19
H19.11.22"
北海道,"芽室町,",土地改良,基準点,１級,3point,"帯広開発建設部
助言H19.7.26A0269",(株)三幸測量設計社,"H19.7.19
H19.12.14"
北海道,"更別村,",土地改良,基準点,１級,4point,"帯広開発建設部
助言H19.7.26A0270","北海道農業土木コンサル
タント(株)","H19.7.19
H19.11.21"
