都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,自至時期,
北海道,"芦別市,",道路計画,基準点,３級,2point,助言H21.4.14A0001北海道石狩支庁,ダイシン設計(株),"H21.4.11
H21.6.30",
北海道,"今金町,せたな町,",河川管理,基準点,３級,19point,助言H21.4.21A0002函館開発建設部,(株)ズコーシャ,"H21.4.8
H21.9.2",
北海道,"石狩市,当別町,江別市,北広島市,恵庭市,千歳市,長沼町,南幌町,由仁町,栗山町,",河川計画,"数値図化,数値撮影,水準","5000,,地上画素寸法19㎝,,簡級","77.5KM2,376.9KM2,38.4km",助言H21.4.21A0003石狩川開発建設部,(株)シン技術コンサル,"H21.4.7
H22.3.10",
北海道,"旭川市,",道路用地,基準点,３級,1point,助言H21.4.21A0004北海道上川支庁,(株)協和コンサルタント,"H21.4.11
H21.8.20",
北海道,"歌志内市,",地すべり対,基準点,３級,2point,助言H21.4.21A0005北海道石狩支庁,和光技研(株),"H21.4.20
H21.5.20",
北海道,"弟子屈町,",河川管理,"基準点,水準","３級,,３級","80point,16km",助言H21.4.21A0006釧路開発建設部,東邦コンサルタント(株),"H21.4.15
H21.11.17",
北海道,"標津町,中標津町,",河川管理,"撮影,数値図化","12500,,2500","60KM2,30.2KM2",助言H21.4.21A0007釧路開発建設部,日測技研(株),"H21.3.13
H21.11.17",
北海道,"黒松内町,",河川計画,"基準点,基準点","１級,,３級","1point,2point",助言H21.4.22A0008北海道後志支庁,(株)アイネス,"H21.3.13
H21.7.30",
北海道,"音威子府村,",河川管理,"基準点,基準点","１級,,２級","1point,3point",助言H21.4.22A0009旭川開発建設部,(株)タナカコンサルタント,"H21.3.5
H21.9.30",
北海道,"上川町,",道路用地,"基準点,基準点,路線","３級,,４級","4point,93point,3.6km",助言H21.4.24A0010旭川開発建設部,(株)イズム・グリーン,"H21.4.21
H21.6.16",
北海道,"日高町,平取町,",河川管理,基準点,２級,18point,助言H21.4.30A0011室蘭開発建設部,(株)渡辺測量,"H21.4.24
H21.12.21",
北海道,"豊頃町,本別町,芽室町,池田町,",河川管理,"基準点,基準点","１級,,２級","6point,2point",助言H21.4.30A0012帯広開発建設部,北海道測量事業協同組合,"H21.4.22
H21.11.11",
北海道,"美瑛町,",道路計画,基準点,３級,2point,助言H21.4.30A0013美瑛町,新栄コンサルタント(株),"H21.4.27
H21.7.30",
北海道,"美瑛町,",農道計画,基準点,３級,1point,助言H21.4.30A0014美瑛町,旭川設計測量(株),"H21.4.17
H21.8.10",
北海道,"帯広市,",砂防計画,"撮影,数値図化","12500,,2500","100KM2,53.8KM2",助言H21.4.30A0015帯広開発建設部,日測技研(株),"H21.4.1
H22.3.31",
北海道,"長万部町,",河川台帳,"数値撮影,ディジタルオルソ","地上画素寸法25㎝,,2500","310.8KM2,310.8KM2",助言H21.5.8A0016長万部町,(株)シン技術コンサル,"H21.4.25
H22.3.19",
北海道,"石狩市,",防雪実験,"基準点,路線","４級,,","27point,0.7km","助言H21.5.8A0017(独)土木研究所寒地土木研究
所","(株)タケカワ総合コンサルタ
ント","H21.4.21
H21.6.30",
北海道,"中川町,",河川管理,"基準点,基準点","１級,,２級","3point,5point",助言H21.5.19A0018旭川開発建設部,"北海道測量事業協同組合
(株)日興ジオテック","H21.5.18
H21.10.20",
北海道,"中標津町,",道路計画,"基準点,路線","３級,,","2point,0.3km",助言H21.5.19A0019中標津町,(有)サノ測量設計社,"H21.5.9
H21.7.23",
北海道,"中標津町,",墓地測量調査,基準点,３級,1point,助言H21.5.19A0020中標津町,(有)サノ測量設計社,"H21.5.9
H21.6.30",
北海道,"中標津町,",道路管理,基準点,３級,2point,助言H21.5.19A0021中標津町,(有)サノ測量設計社,"H21.5.9
H21.7.21",
北海道,"中標津町,",道路計画,"基準点,基準点,路線","１級,,３級,,","1point,4point,1.7km",助言H21.5.19A0022中標津町,(株)日建エンヂニアリング,"H21.5.9
H21.7.24",
北海道,"大空町,",空港管理,"基準点,基準点,水準","１級,,２級,,３級","3point,4point,14.8km",助言H21.5.19A0023北海道網走支庁,(株)北杜設計,"H21.4.28
H21.11.30",
北海道,"名寄市,",河川管理,基準点,２級,9point,助言H21.5.19A0024旭川開発建設部,(株)アサヒ建設コンサルタン,"H21.2.26
H21.12.11",
北海道,"浜頓別町,",道路計画,"基準点,基準点","１級,,２級","5point,4point",助言H21.5.20A0025稚内開発建設部,北陽測量設計(株),"H21.4.24
H21.10.30",
北海道,"留萌市,",河川管理,"カラー撮影,数値図化","12500,,2500","116KM2,44.3KM2",助言H21.5.20A0026留萌開発建設部,三和航測(株),"H21.3.4
H21.12.15",
北海道,"富良野市,",土地改良,基準点,３級,14point,助言H21.5.20A0027北海道上川支庁,(株)田西設計コンサル,"H21.5.11
H22.2.10",
北海道,"和寒町,",河川計画,"座標変換,標高補正","３級,,３級","14point,14point",助言H21.5.20A0028北海道上川支庁,"新栄コンサルタント(株)
(株)国策測量設計","H21.5.12
H21.8.20",
北海道,"七飯町,",河川計画,"基準点,基準点","１級,,３級","4point,9point",助言H21.5.20A0029北海道渡島支庁,(株)小林土木工業所,"H21.5.8
H21.8.19",
北海道,"共和町,",道路計画,基準点,３級,1point,助言H21.5.21A0030共和町,(株)帝国設計事務所,"H21.5.12
H21.8.20",
北海道,"富良野市,",土地改良,基準点,３級,7point,助言H21.5.21A0031北海道上川支庁,やまざきコンサルタント(株),"H21.5.12
H22.2.10",
北海道,"鷹栖町,",土地改良,基準点,３級,8point,助言H21.5.21A0032北海道上川支庁,藤井測量設計(株),"H21.5.18
H21.9.11",
北海道,"当麻町,",土地改良,基準点,２級,1point,助言H21.5.21A0033北海道上川支庁,大野測量設計(株),"H21.4.24
H21.7.30",
北海道,"剣淵町,",土地改良,基準点,３級,1point,助言H21.5.21A0034北海道上川支庁,(有)テーシーコンサル,"H21.5.11
H21.7.17",
北海道,"枝幸町,",道路計画,"基準点,基準点,路線","１級,,２級,,","2point,1point,0.8km",助言H21.5.21A0035北海道宗谷支庁,北裕建設コンサルタント(株),"H21.5.13
H21.9.30",
北海道,"帯広市,",土地改良,基準点,３級,9point,助言H21.5.25A0036北海道十勝支庁,(株)田中測量設計,"H21.5.9
H21.11.30",
北海道,"帯広市,",土地改良,基準点,３級,6point,助言H21.5.25A0037北海道十勝支庁,(有)旭東測量設計社,"H21.4.23
H21.12.18",
北海道,"富良野市,",土地改良,基準点,３級,19point,助言H21.5.25A0038北海道上川支庁,やまざきコンサルタント(株),"H21.5.13
H22.2.22",
北海道,"厚岸町,",町有地境界測量,基準点,２級,4point,助言H21.5.25A0039厚岸町,東邦コンサルタント(株),"H21.6.1
H21.8.13",
北海道,"斜里町,",土地改良,"基準点,基準点","３級,,４級","3point,10point",助言H21.5.25A0040北海道網走支庁,(有)藤原工産,"H21.5.14
H21.7.29",
北海道,"新篠津村,",土地改良,基準点,３級,49point,助言H21.5.27A0041北海道石狩支庁,(株)香島コンサルタント,"H21.5.15
H22.3.19",
北海道,"富良野市,",砂防計画,基準点,２級,2point,助言H21.5.27A0042北海道上川支庁,(株)アサヒ建設コンサルタン,"H21.5.25
H21.7.15",
北海道,"日高町,",道路計画,"基準点,基準点","１級,,３級","2point,1point",助言H21.5.27A0043室蘭開発建設部,(株)ズコーシャ,"H21.5.18
H21.6.22",
北海道,"富良野市,",土地改良,基準点,３級,3point,助言H21.5.27A0044北海道上川支庁,旭川設計測量(株),"H21.4.24
H21.11.20",
北海道,"別海町,",道路用地,基準点,３級,1point,助言H21.5.27A0045北海道釧路支庁,岩浅測量設計(有),"H21.5.15
H21.6.12",
北海道,"七飯町,",土地改良,基準点,２級,4point,助言H21.5.27A0046北海道渡島支庁,(株)竹田測量設計,"H21.5.15
H21.11.30",
北海道,"森町,",土地改良,基準点,３級,2point,助言H21.5.27A0047北海道渡島支庁,(株)薄田測量設計事務所,"H21.5.15
H21.7.17",
北海道,"弟子屈町,",農道計画,"基準点,水準","３級,,４級","14point,2.4km",助言H21.5.27A0048北海道釧路支庁,東邦コンサルタント(株),"H21.5.1
H21.12.10",
北海道,"別海町,",農道計画,基準点,２級,4point,助言H21.5.27A0049北海道根室支庁,小林技術コンサルタント(株),"H21.5.1
H21.10.30",
北海道,"旭川市,",基準点管理,基準点,２級,1point,助言H21.5.27A0050旭川市,(株)富士建設コンサル,"H21.6.1
H21.6.30",
北海道,"中標津町,",道路計画,"基準点,基準点","１級,,３級","2point,8point",助言H21.5.27A0051中標津町,(株)津村測量設計,"H21.5.14
H21.7.23",
北海道,"別海町,",農道計画,"基準点,基準点","２級,,３級","5point,8point",助言H21.5.27A0052北海道根室支庁,東邦コンサルタント(株),"H21.5.1
H21.10.30",
北海道,"幕別町,",農道計画,基準点,３級,2point,助言H21.5.27A0053北海道十勝支庁,丸菱測量設計(株),"H21.5.21
H22.2.10",
北海道,"新十津川町,",土地改良,基準点,３級,3point,助言H21.5.27A0054北海道空知支庁,(株)桜井測量,"H21.5.25
H22.1.20",
北海道,"八雲町,",土地改良,基準点,１級,1point,助言H21.5.27A0055北海道渡島支庁,(株)薄田測量設計事務所,"H21.4.23
H21.7.27",
北海道,"置戸町,大空町,",河川管理,"基準点,基準点","１級,,３級","23point,80point",助言H21.5.27A0056網走開発建設部,(株)ムラコシ,"H21.5.20
H21.11.30",
北海道,"広尾町,",道路計画,"基準点,基準点,基準点","１級,,２級,,３級","1point,1point,3point",助言H21.5.27A0057帯広開発建設部,(株)ズコーシャ,"H21.5.11
H21.12.4",
北海道,"浜中町,",道路用地,基準点,３級,1point,助言H21.6.2A0058北海道釧路支庁,(有)サノ測量設計社,"H21.5.19
H21.8.20",
北海道,"別海町,",道路用地,基準点,３級,2point,助言H21.6.2A0059北海道釧路支庁,(株)プラテック,"H21.5.19
H21.8.20",
北海道,"芦別市,",道路計画,"数値撮影,数値図化,水準","地上画素寸法10㎝,,1000,,簡級","8.2KM2,1.1KM2,5.7km",助言H21.6.2A0060北海道石狩支庁,(株)シン技術コンサル,"H21.4.24
H21.10.20",
北海道,"別海町,",農道計画,基準点,３級,2point,助言H21.5.29A0061北海道根室支庁,(株)津村測量設計,"H21.5.19
H21.12.10",
北海道,"別海町,",道路計画,基準点,４級,6point,助言H21.5.29A0062北海道根室支庁,(株)郡土木コンサルタント,"H21.5.1
H21.8.17",
北海道,"寿都町,",砂防計画,"基準点,数値図化","３級,,1000","3point,0.3KM2",助言H21.5.29A0063北海道後志支庁,北海航測(株),"H21.5.1
H21.8.31",
北海道,"下川町,",土地改良,基準点,３級,6point,助言H21.5.29A0064北海道上川支庁,(株)協和コンサルタント,"H21.5.14
H21.12.18",
北海道,"新得町,",土地改良,"基準点,路線","３級,,","18point,3.7km",助言H21.6.2A0065北海道十勝支庁,"(株)富士雄設計コンサルタ
ント","H21.5.22
H22.1.20",
北海道,"新得町,",土地改良,"基準点,基準点,水準,路線","３級,,４級,,４級,,","6point,15point,1km,1km",助言H21.6.2A0066北海道十勝支庁,(株)土木技術コンサルタント,"H21.5.25
H21.12.15",
北海道,"滝川市,",道路計画,"カラー撮影,数値図化","8000,,1000","21.8KM2,1.4KM2",助言H21.6.2A0067札幌開発建設部,三和航測(株),"H21.5.13
H21.8.31",
北海道,"奈井江町,",道路計画,"基準点,基準点","１級,,３級","2point,2point",助言H21.6.2A0068北海道石狩支庁,明治コンサルタント(株),"H21.5.23
H21.10.30",
北海道,"北見市,",土地改良,基準点,３級,7point,助言H21.6.2A0069北海道網走支庁,大起コンサルタント(株),"H21.5.21
H22.2.26",
北海道,"函館市,",道路防災,基準点,３級,3point,助言H21.6.3A0070北海道渡島支庁,(株)開発工営社,"H21.5.16
H21.8.31",
北海道,"美唄市,",道路計画,基準点,２級,1point,助言H21.6.3A0071北海道石狩支庁,北海道土木設計(株),"H21.5.23
H21.7.31",
北海道,"中富良野町,",土地改良,基準点,２級,18point,助言H21.6.3A0072旭川開発建設部,(株)三幸測量設計社,"H21.5.19
H21.10.16",
北海道,"釧路市,釧路町,弟子屈町,",河川計画,数値図化,2500,27.6KM2,助言H21.6.3A0073釧路開発建設部,北海航測(株),"H21.5.25
H21.11.5",
北海道,"由仁町,",土地改良,基準点,３級,9point,助言H21.6.3A0074北海道空知支庁,(株)カバト技研,"H21.6.2
H21.6.30",
北海道,"釧路市,",港湾計画,基準点,３級,2point,助言H21.6.3A0075釧路市,東邦コンサルタント(株),"H21.4.28
H21.8.10",
北海道,"島牧村,",道路計画,"基準点,基準点","１級,,３級","1point,1point",助言H21.6.3A0076北海道後志支庁,(株)ケイジー技研,"H21.5.15
H21.7.30",
北海道,"釧路市,釧路町,",河川管理,基準点,３級,40point,助言H21.6.3A0077釧路開発建設部,東邦コンサルタント(株),"H21.5.25
H21.12.11",
北海道,"釧路市,釧路町,弟子屈町,",河川管理,"カラー撮影,数値図化","12500,,2500","92.7KM2,36.2KM2",助言H21.6.3A0078釧路開発建設部,日測技研(株),"H21.5.25
H21.12.11",
北海道,"乙部町,",道路用地,基準点,３級,1point,助言H21.6.8A0079函館開発建設部,協友測量設計(株),"H21.5.27
H21.6.30",
北海道,"訓子府町,",道路計画,"基準点,基準点","１級,,３級","2point,4point",助言H21.6.8A0080北海道網走支庁,(株)カワムラ,"H21.5.27
H21.8.28",
北海道,"中標津町,",道路計画,"基準点,路線","３級,,","2point,0.1km",助言H21.6.8A0081中標津町,(株)津村測量設計,"H21.5.14
H21.8.25",
北海道,"寿都町,",河川管理,基準点,３級,3point,助言H21.6.8A0082北海道後志支庁,(株)開発調査研究所,"H21.5.13
H22.2.22",
北海道,"南幌町,",土地改良,基準点,３級,15point,助言H21.6.8A0083北海道空知支庁,扇コンサル(株),"H21.5.11
H22.1.29",
北海道,"旭川市,",河川管理,基準点,２級,1point,助言H21.6.12A0084旭川開発建設部,スミセキ・ジオテクノ(株),"H21.2.26
H22.1.8",
北海道,"上富良野町,",ほ場整備,"基準点,路線","３級,,","17point,3.7km",助言H21.6.8A0085北海道上川支庁,(株)みずほ栄設計,"H21.5.28
H22.3.10",
北海道,"新得町,",農道計画,"基準点,基準点","２級,,３級","1point,8point",助言H21.6.8A0086北海道十勝支庁,(株)アース設計事務所,"H21.5.26
H22.3.19",
北海道,"弟子屈町,",道路計画,"基準点,水準,路線","３級,,４級,,","4point,0.5km,0.5km",助言H21.6.8A0087北海道釧路支庁,(株)郡土木コンサルタント,"H21.5.27
H21.12.22",
北海道,"長沼町,",土地改良,基準点,３級,13point,助言H21.6.8A0088北海道空知支庁,北海道調査補償(株),"H21.4.23
H22.2.24",
北海道,"小清水町,",農道計画,基準点,３級,1point,助言H21.6.23A0089北海道網走支庁,(株)中神土木設計事務所,"H21.5.27
H21.11.20   ",
北海道,"壮瞥町,",土地改良,基準点,３級,7point,助言H21.6.9A0090北海道胆振支庁,シバタ技術コンサルタンツ,"H21.4.30
H21.9.30",
北海道,"増毛町,",道路防災,"基準点,基準点","１級,,３級","4point,17point",助言H21.6.9A0091留萌開発建設部,小杉測量設計(株),"H21.4.23
H21.11.18",
北海道,"岩見沢市,",土地改良,基準点,３級,26point,助言H21.6.9A0092北海道空知支庁,嵯峨測量設計(株),"H21.5.29
H22.2.19",
北海道,"岩見沢市,",土地改良,基準点,３級,32point,助言H21.6.9A0093北海道空知支庁,"(株)北海道農業建設コンサ
ルタント","H21.5.29
H21.10.30",
北海道,"栗山町,",ほ場整備,"基準点,水準,数値図化","３級,,３級,,1000","44point,8.1km,3.1KM2",助言H21.6.11A0094北海道空知支庁,アジア航測(株),"H21.5.28
H21.9.30",
北海道,"名寄市,",土地改良,基準点,３級,67point,助言H21.6.12A0095北海道上川支庁,(株)ランドプランニング,"H21.6.3
H21.8.28",
北海道,"赤井川村,",河川計画,基準点,３級,5point,助言H21.6.12A0096北海道後志支庁,オオハシコンサルタント(株),"H21.6.8
H21.9.30",
北海道,"古平町,",砂防計画,"基準点,基準点","１級,,３級","1point,3point",助言H21.6.19A0097北海道後志支庁,島口測量設計(株),"H21.5.22
H21.9.30",
北海道,"浜中町,",道路用地,基準点,３級,1point,助言H21.6.12A0098北海道釧路支庁,(有)渋谷測量社,"H21.5.30
H21.8.20",
北海道,"南幌町,",ほ場整備,"基準点,基準点","２級,,３級","1point,8point",助言H21.6.12A0099北海道空知支庁,(株)東亜エンジニアリング,"H21.6.1
H22.1.29",
北海道,"江別市,当別町,月形町,新篠津村,",土地改良,"カラー撮影,水準,空三,数値図化","8000,,簡級,,,,1000","56KM2,44.1km,44Ｍ,9.4KM2",助言H21.6.12A0100北海道石狩支庁,北海航測(株),"H21.4.24
H21.10.30",
北海道,"札幌市,",都市計画,基準点,１級,2point,助言H21.6.12A0101札幌市,(株)武田測量設計事務所,"H21.5.22
H22.3.19",
北海道,"由仁町,",土地改良,基準点,３級,2point,助言H21.6.12A0102北海道空知支庁,(株)三共技術コンサルタント,"H21.6.5
H21.8.21",
北海道,"富良野市,",道路計画,"基準点,基準点","１級,,２級","3point,2point",助言H21.6.15A0103旭川開発建設部,(株)構研エンジニアリング,"H21.6.15
H22.1.25",
北海道,"旭川市,鷹栖町,",河川計画,"基準点,水準","２級,,２級","2point,1.9km",助言H21.6.15A0104旭川開発建設部,荒木測量設計(株),"H21.3.5
H21.11.27",
北海道,"小清水町,",土地改良,基準点,３級,4point,助言H21.6.15A0105帯広開発建設部,サンスイコンサルタント(株),"H21.5.30
H21.7.30",
北海道,"訓子府町,",道路計画,"基準点,路線",４級,"17point,6.5km",助言H21.6.15A0106網走開発建設部,(株)山腰測量設計事務所,"H21.5.26
H21.12.8",
北海道,"長沼町,",道路用地,基準点,２級,2point,助言H21.6.15A0107北海道石狩支庁,(株)モリ技術コンサル,"H21.6.8
H21.8.31",
北海道,"佐呂間町,",砂防計画,"基準点,水準,路線","２級,,３級,,","1point,2.8km,1.5km",助言H21.6.15A0108北海道網走支庁,(株)シビテック,"H21.6.2
H21.12.21",
北海道,"北竜町,",道路用地,"基準点,基準点","１級,,３級","1point,1point",助言H21.6.15A0109北海道石狩支庁,(株)篠田測量事務所,"H21.6.3
H21.9.30",
北海道,"釧路市,",道路用地,基準点,３級,2point,助言H21.6.15A0110北海道釧路支庁,(有)金子設計事務所,"H21.6.3
H21.6.30",
北海道,"せたな町,",道路計画,基準点,３級,1point,助言H21.6.15A0111北海道檜山支庁,ダイシン設計(株),"H21.6.5
H21.7.31",
北海道,"月形町,",土地改良,基準点,３級,22point,助言H21.6.15A0112北海道空知支庁,"内外エンジニアリング北海
道(株)","H21.6.10
H21.8.20",
北海道,"別海町,",農道計画,"基準点,基準点","２級,,３級","4point,7point",助言H21.6.15A0113北海道根室支庁,東邦コンサルタント(株),"H21.5.1
H21.12.10",
北海道,"新ひだか町,",河川計画,基準点,２級,4point,助言H21.6.15A0114北海道胆振支庁,新和測量(株),"H21.6.3
H21.8.28",
北海道,"浦幌町,",土地改良,基準点,３級,86point,助言H21.6.15A0115北海道十勝支庁,"(株)北海道農業建設コンサ
ルタント","H21.6.3
H22.3.19",
北海道,"音更町,",土地改良,基準点,３級,203point,助言H21.6.15A0116北海道十勝支庁,(株)ズコーシャ,"H21.6.4
H22.3.19",
北海道,"厚真町,平取町,むかわ町,日高町,新冠町,新ひだか町,浦河町,浜頓別町,中頓別町,幌延町,中川町,枝幸町,音威子府村,",森林計画,撮影,20000,3775KM2,助言H21.6.19A0117北海道,"(株)八州
北海航測(株)","H21.6.5
H21.11.20",
北海道,"新篠津村,",土地改良,基準点,３級,49point,助言H21.6.19A0118北海道石狩支庁,(株)空知コンサルタント,"H21.6.10
H22.3.19",
北海道,"更別村,",道路計画,基準点,３級,9point,助言H21.6.19A0119北海道十勝支庁,(株)安井測量設計事務所,"H21.6.10
H21.11.20",
北海道,"島牧村,",道路台帳,"基準点,基準点","１級,,３級","2point,6point",助言H21.6.19A0120小樽開発建設部,北海道測量事業協同組合,"H21.5.27
H21.10.8",
北海道,"天塩町,",道路台帳,基準点,３級,7point,助言H21.6.19A0121留萌開発建設部,小杉測量設計(株),"H21.5.21
H21.9.17",
北海道,"森町,",都市計画,数値図化,2500,22KM2,助言H21.6.23A0122森町,(株)北海道朝日航洋,"H21.3.24
H21.11.30",
北海道,"岩見沢市,",ほ場整備,基準点,３級,31point,助言H21.6.18A0123北海道空知支庁,(株)ルーラルエンジニア,"H21.6.4
H22.1.20",
北海道,"岩見沢市,",ほ場整備,基準点,３級,21point,助言H21.6.18A0124北海道空知支庁,(株)みずほ栄設計,"H21.6.4
H22.1.20",
北海道,"岩見沢市,",土地改良,基準点,３級,33point,助言H21.6.18A0125北海道空知支庁,パブリックコンサルタント,"H21.6.5
H22.2.10",
北海道,"岩見沢市,",土地改良,"基準点,平板","３級,,1000","38point,0.2KM2",助言H21.6.18A0126北海道空知支庁,技研測量設計(株),"H21.6.5
H22.1.29",
北海道,"中標津町,",道路用地,基準点,２級,1point,助言H21.6.18A0127中標津町,(株)日建エンヂニアリング,"H21.6.4
H21.8.24",
北海道,"新冠町,",土地改良,"基準点,基準点","２級,,３級","6point,10point",助言H21.6.18A0128北海道日高支庁,(株)日高測量,"H21.6.8
H21.10.14",
北海道,"滝川市,",土地改良,基準点,３級,15point,助言H21.6.18A0129北海道空知支庁,(株)ランドプランニング,"H21.6.2
H22.3.10",
北海道,"滝川市,",土地改良,"基準点,路線","３級,,","10point,3.4km",助言H21.6.18A0130北海道空知支庁,(株)アース設計事務所,"H21.6.2
H22.3.10",
北海道,"美瑛町,",農道計画,基準点,３級,3point,助言H21.6.23A0131美瑛町,(株)アサヒ建設コンサルタン,"H21.6.3
H21.12.10",
北海道,"美瑛町,",道路計画,基準点,３級,2point,助言H21.6.23A0132美瑛町,五大建設コンサルタント(株),"H21.6.3
H21.12.10",
北海道,"遠軽町,",砂防計画,"基準点,基準点","１級,,３級","2point,3point",助言H21.6.23A0133北海道網走支庁,北武コンサルタント(株),"H21.6.12
H21.10.30",
北海道,"豊富町,",土地改良,基準点,２級,4point,助言H21.6.23A0134稚内開発建設部,アルスマエヤ(株),"H21.5.16
H21.10.30   ",
北海道,"深川市,",土地改良,基準点,３級,5point,助言H21.6.23A0135北海道空知支庁,(株)ルーラルエンジニア,"H21.6.6
H22.3.10",
北海道,"岩見沢市,",土地改良,基準点,３級,20point,助言H21.6.23A0136北海道空知支庁,(株)創生コンサルタント,"H21.6.6
H22.1.20",
北海道,"別海町,",土地改良,"基準点,基準点","２級,,３級","6point,10point",助言H21.6.23A0137北海道根室支庁,(有)高橋測量事務所,"H21.6.5
H21.9.30",
北海道,"美幌町,",道路計画,基準点,３級,5point,助言H21.6.23A0138北海道網走支庁,ダイシン設計(株),"H21.6.6
H21.7.31",
北海道,"弟子屈町,",都市計画,"数値撮影,数値図化","16000,,2500","48.6KM2,20.7KM2",助言H21.6.23A0139弟子屈町,(株)北海道朝日航洋,"H21.5.1
H21.12.15",
北海道,"登別市,伊達市,",道路計画,基準点,３級,7point,助言H21.6.23A0140室蘭開発建設部,(株)渡辺測量,"H21.6.10
H21.9.30",
北海道,"安平町,",土地改良,"基準点,基準点,基準点","１級,,２級,,３級","2point,2point,12point",助言H21.6.23A0141室蘭開発建設部,サンスイコンサルタント(株),"H21.6.4
H21.12.9",
北海道,"千歳市,",道路管理,基準点,３級,14point,助言H21.6.23A0142千歳市,(株)池田測量設計,"H21.6.11
H21.12.15",
北海道,"江別市,",都市計画,"数値撮影,数値図修正,ディジタルオルソ,数値図修正","地上画素寸法25㎝,,2500,,2500,,5000","276KM2,83KM2,83KM2,104.6KM2",助言H21.6.23A0143江別市,(株)シン技術コンサル,"H21.6.20
H22.2.26",
北海道,"岩見沢市,",土地区画整理,基準点,３級,5point,助言H21.6.23A0144岩見沢市,(株)本山測量設計,"H21.6.1
H21.7.30",
北海道,"共和町,",土地改良,"基準点,基準点","１級,,３級","2point,5point",助言H21.6.23A0145北海道後志支庁,(株)ルーラルエンジニア,"H21.6.12
H21.11.10",
北海道,"月形町,",土地改良,基準点,３級,29point,助言H21.6.23A0146北海道空知支庁,パブリックコンサルタント,"H21.6.10
H22.2.22",
北海道,"長沼町,",土地改良,"基準点,基準点","３級,,４級","31point,92point",助言H21.6.23A0147北海道空知支庁,(株)伊藤測量事務所,"H21.6.20
H22.3.2",
北海道,"上川町,",道路用地,基準点,３級,4point,助言H21.6.23A0148旭川開発建設部,(株)ダイイチプラニング,"H21.6.11
H21.7.22",
北海道,"雨竜町,",土地改良,基準点,３級,22point,助言H21.6.23A0149北海道空知支庁,ダイシン設計(株),"H21.6.12
H21.9.30",
北海道,"羅臼町,",道路台帳,"基準点,基準点","１級,,３級","3point,8point",助言H21.6.23A0150釧路開発建設部,"太平洋総合コンサルタント
(株)","H21.6.12
H21.11.25",
北海道,"更別村,",土地改良,基準点,３級,2point,助言H21.6.25A0151北海道十勝支庁,(有)新東測量設計社,"H21.6.12
H21.10.30",
北海道,"函館市,松前町,福島町,木古内町,",道路計画,"カラー撮影,数値図化,数値図化,既成図数値化","8000,,1000,,2500,,2500","24.4KM2,3.8KM2,3.7KM2,3.1KM2",助言H21.6.25A0152函館開発建設部,(株)パスコ,"H21.6.9
H21.12.9",
北海道,"別海町,",農道計画,"基準点,路線",３級,"11point,2.4km",助言H21.6.25A0153北海道根室支庁,(株)松木測量設計,"H21.6.13
H21.11.30",
北海道,"北斗市,",道路用地,"基準点,基準点","１級,,３級","2point,1point",助言H21.6.25A0154北海道渡島支庁,道南測量設計(株),"H21.6.13
H21.9.30",
北海道,"月形町,",土地改良,基準点,３級,42point,助言H21.6.25A0155北海道空知支庁,ダイシン設計(株),"H21.6.10
H21.7.10",
北海道,"小平町,",道路計画,基準点,３級,6point,助言H21.6.24A0156北海道留萌支庁,ダイシン設計(株),"H21.6.20
H21.7.20",
北海道,"釧路市,",道路用地,基準点,３級,4point,助言H21.6.24A0157北海道釧路支庁,(株)日東測量設計社,"H21.6.9
H21.9.30",
北海道,"名寄市,",都市計画,基準点,街区多角点,1point,助言H21.6.24A0158名寄市,グローバルプラネット(有),"H21.6.19
H21.8.27",
北海道,"釧路市,",河川計画,基準点,３級,5point,助言H21.6.30A0159北海道釧路支庁,共和コンサルタント(株),"H21.5.28
H21.12.21",
北海道,"中標津町,",都市計画,"数値撮影,数値図化","地上画素寸法20㎝,,2500","74.5KM2,52KM2",助言H21.6.30A0160中標津町,(株)北海道朝日航洋,"H21.5.1
H21.12.4",
北海道,"洞爺湖町,",道路計画,"基準点,基準点","２級,,３級","1point,3point",助言H21.6.30A0161北海道胆振支庁,北海道キング設計(株),"H21.6.22
H21.11.30",
北海道,"函館市,",都市計画,数値図化,2500,167KM2,助言H21.6.30A0162函館市,(株)GIS北海道,"H21.6.9
H22.3.19",
北海道,"南富良野町,",道路計画,"基準点,基準点","１級,,３級","2point,2point",助言H21.6.30A0163旭川開発建設部,(株)富士建設コンサル,"H21.5.22
H21.12.4",
北海道,"陸別町,",道路計画,"基準点,路線","３級,,","21point,4.8km",助言H21.6.30A0164北海道十勝支庁,"内外エンジニアリング北海
道(株)","H21.4.30
H22.2.19",
北海道,"士別市,",ダム管理,"カラー撮影,空三","12500,,","51KM2,18Ｍ",助言H21.6.29A0165旭川開発建設部,(株)建設維持管理センター,"H21.6.11
H22.3.18",
北海道,"上ノ国町,",土地改良,基準点,３級,8point,助言H21.6.29A0166北海道檜山支庁,道南測量設計(株),"H21.6.2
H21.12.21",
北海道,"斜里町,",河川計画,"基準点,基準点,水準","１級,,３級,,３級","2point,10point,9km",助言H21.6.29A0167北海道網走支庁,北武コンサルタント(株),"H21.6.22
H22.1.29",
北海道,"雨竜町,",土地改良,基準点,３級,30point,助言H21.6.29A0168北海道空知支庁,(株)帝国設計事務所,"H21.6.13
H22.2.26",
