都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,自至時期,
静岡県,"焼津市,吉田町,藤枝市,島田市,",河川管理,"水準,縦横断","３級,,３級","5km,24.4km","助言H21.12.15E0271中部地方整備局静岡河川事
務所",(株)パスコ,"H21.8.12
H22.3.19",
静岡県,"静岡市,",砂防管理,基準点,３級,2point,"助言H21.12.21E0279中部地方整備局静岡河川事
務所",(株)パスコ,"H21.10.1
H22.2.19",
静岡県,"袋井市,",土地区画整理,基準点,３級,4point,"助言H22.1.13E0310袋井市田原田園土地区画整
理組合",昭和設計(株),"H22.1.12
H22.2.26",
静岡県,"静岡市,",土地改良,"基準点,基準点","２級,,３級","3point,4point",助言H22.1.26E0323静岡県中部農林事務所,"静岡県土地改良事業団体
連合会","H21.7.15
H22.3.16",
静岡県,"静岡市,",森林計画,編集,5000,336KM2,助言H22.2.3E0326静岡県,(株)パスコ,"H21.12.4
H22.3.1",
静岡県,"静岡市,焼津市,藤枝市,島田市,",河川管理,"水準,縦横断","３級,,横断","10km,100point","助言H22.2.4E0327中部地方整備局静岡河川事
務所","(株)環境アセスメントセン
ター","H21.12.18
H22.3.23",
静岡県,"御殿場市,",道路計画,"基準点,基準点,水準","２級,,３級,,３級","3point,2point,4km","助言H22.2.4E0331中日本高速道路（株）　東京支
社　沼津工事事務所",(株)三洋開発,"H22.1.25
H22.6.4",
静岡県,"静岡市,",道路台帳,"カラー撮影,数値図化","4000,,500","12.2KM2,1.2KM2","助言H22.2.8E0337中部地方整備局静岡国道事
務所",(株)中測技研,"H22.1.26
H22.3.24",
静岡県,"森町,",ダム管理,基準点,１級,4point,助言H22.2.18E0344静岡県太田川ダム建設事務所,中日本航空(株),"H22.1.13
H22.3.25",
静岡県,"静岡市,",地すべり対,航空レーザ,1000,5.9KM2,助言H22.2.26E0351静岡県静岡土木事務所,アジア航測(株),"H22.2.2
H22.3.25",
静岡県,"島田市,",道路計画,"基準点,基準点,基準点","２級,,３級,,４級","2point,6point,0.8KM2",助言H22.2.26E0352静岡県島田土木事務所,大鐘測量設計(株),"H22.2.26
H22.4.30",
静岡県,"富士市,",地盤変動調査,水準,１級,30km,助言H22.3.3E0355静岡県民部環境局,(株)日豊,"H22.2.10
H22.3.18",
静岡県,"牧之原市,",河川管理,基準点,３級,2point,助言H22.3.5E0358静岡県島田土木事務所,大鐘測量設計(株),"H22.3.3
H22.3.25",
静岡県,"三島市,長泉町,沼津市,",道路台帳,"数値撮影,数値図化","地上画素寸法 6㎝,,500","14.4KM2,1.6KM2","助言H22.3.5E0360中部地方整備局沼津河川国
道事務所",(株)パスコ,"H21.12.14
H22.3.24",
静岡県,"焼津市,",固定資産,"数値撮影,ディジタルオルソ","地上画素寸法 12㎝,,1000","70.6KM2,70.6KM2",助言H22.3.10E0366静岡県　　焼津市,国際航業(株),"H21.12.7
H22.3.30",
静岡県,"浜松市,沼津市,伊東市,伊豆市,伊豆の国市,小山町,",砂防計画,数値図化,2500,31KM2,助言H22.3.16E0367静岡県,"三和航測(株)
中日本航空(株)
(株)フジヤマ   ","H21.5.29
H22.3.25",
愛知県,"名古屋市,東海市,",河川管理,数値図化,1000,3KM2,助言H21.4.7E0001愛知県　尾張建設事務所,中日本航空(株),"H21.3.13
H21.4.30",
愛知県,"名古屋市,",都市計画,基準点,２級,1point,助言H21.4.8E0002愛知県　　名古屋市,(株)神田設計,"H21.4.3
H21.5.29",
愛知県,"阿久比町,",土地区画整理,"基準点,基準点,基準点,地上数値法,地上数値法","２級,,３級,,４級,,500,,1000","4point,4point,58point,0.3KM2,0.3KM2",助言H21.4.15E0004名古屋鉄道株式会社,(株)オオバ,"H21.4.7
H21.6.30",
愛知県,"豊田市,",土地区画整理,"基準点,基準点","２級,,３級","1point,4point","助言H21.4.17E0005豊田浄水特定土地区画整理
組合",(株)オオバ,"H21.4.6
H21.9.30",
愛知県,"日進市,",固定資産評価資料,"数値撮影,同時調整",地上画素寸法 8㎝,"34.9KM2,34.9KM2",助言H21.5.21E0013愛知県　　日進市,(株)パスコ,"H21.4.1
H22.3.31",
愛知県,"名古屋市,",都市計画,基準点,２級,1point,助言H21.5.15E0016名古屋市,（株）ＧＩＳ東海,"H21.5.13
H21.5.31",
愛知県,"豊橋市,小坂井町,",河川管理,"基準点,基準点","２級,,３級","10point,82point","助言H21.5.15E0018中部地方整備局豊橋河川事
務所",(株)東三設計,"H21.5.18
H21.6.30",
愛知県,"碧南市,岡崎市,",河川管理,"基準点,基準点,基準点","１級,,２級,,３級","3point,9point,67point","助言H21.5.19E0019中部地方整備局豊橋河川事
務所",(株)中測技研,"H21.5.18
H21.7.31",
愛知県,"幡豆町,",都市計画,"数値撮影,数値図化","地上画素寸法 12㎝,,2500","26.1KM2,26.1KM2",助言H21.5.21E0021愛知県　　幡豆町,(株)パスコ,"H21.4.30
H22.3.25",
愛知県,"武豊町,",都市計画,編集,2500,25.8KM2,助言H21.5.21E0022愛知県　　武豊町,中日本航空測量(株),"H21.5.20
H22.3.10",
愛知県,"豊田市,",砂防計画,数値図化,2500,4KM2,助言H21.5.29E0027愛知県豊田加茂建設事務所,朝日航洋(株),"H21.5.28
H21.6.30",
愛知県,"名古屋市,",道路台帳,地上数値法,500,0.3KM2,助言H21.5.29E0028愛知県　　名古屋市,"東栄測量設計(株)
(株)協同コンサルタント
(株)新日","H21.6.10
H21.12.10",
愛知県,"大口町,",河川管理,基準点,３級,1point,助言H21.6.11E0033愛知県一宮建設事務所,尾関測量,"H21.6.10
H21.7.31",
愛知県,"一宮市,",総合計画,基準点,３級,1point,助言H21.6.11E0034一宮市,(株)三愛設計,"H21.5.9
H21.7.7",
愛知県,"一宮市,",総合計画,基準点,２級,1point,助言H21.6.11E0035一宮市,(株)三愛設計,"H21.5.9
H21.7.7",
愛知県,"阿久比町,",土地区画整理,"基準点,基準点,基準点","２級,,３級,,４級","1point,2point,38point",助言H21.6.15E0036阿久比町,玉野総合コンサルタント(株),"H21.5.15
H22.3.25",
愛知県,"小牧市,",道路台帳,数値図修正,500,27.3km,助言H21.6.22E0038愛知県　　小牧市,アジア航測(株),"H21.6.2
H22.3.26",
愛知県,"尾張旭市,",都市計画,数値図修正,2500,21KM2,助言H21.6.22E0039愛知県　　尾張旭市,(株)パスコ,"H21.6.1
H22.3.25",
愛知県,"一色町,",工業用地基盤整備,"基準点,基準点","３級,,４級","2point,23point",助言H21.6.23E0042一色町,中央コンサルタンツ(株),"H21.6.22
H21.12.25",
愛知県,"美和町,",道路計画,基準点,４級,21point,助言H21.6.25E0043美和町,中央コンサルタンツ(株),"H21.6.22
H21.7.31",
愛知県,"清須市,春日町,",都市計画,"数値撮影,ディジタルオルソ","地上画素寸法 12㎝,,1000","17.3KM2,17.3KM2",助言H21.6.25E0044愛知県　　清須市,玉野総合コンサルタント(株),"H21.6.8
H21.10.30",
愛知県,"幸田町,",土地区画整理,"基準点,基準点","２級,,３級","1point,3point",助言H21.7.7E0055幸田町,リード測量設計（有）,"H21.7.10
H21.10.30",
愛知県,"大府市,",造成事業,"基準点,基準点,基準点,水準","２級,,３級,,４級,,３級","1point,2point,77point,4km",助言H21.7.7E0060愛知県衣浦港工事事務所,ナカシャクリエイテブ(株),"H21.6.30
H21.8.21",
愛知県,"飛島村,",防災対策,水準,３級,40km,助言H21.7.13E0061飛島村,玉野総合コンサルタント(株),"H21.5.28
H21.9.28",
愛知県,"豊田市,",道路台帳,数値図化,500,0.7KM2,"助言H21.7.17E0063中部地方整備局名四国道事
務所",(株)中測技研,"H21.6.12
H22.1.29",
愛知県,"名古屋市,",法第14条第1項地図作成,基準点,４級,190point,助言H21.7.17E0073法務省名古屋法務局,"（株）中部測量登記サービ
ス","H21.5.1
H22.3.31",
愛知県,"犬山市,",道路台帳,平板・修正,1000,0.4KM2,助言H21.7.23E0074愛知県　　犬山市,アジア航測(株),"H21.6.26
H22.3.19",
愛知県,"知立市,",都市計画,"カラー撮影,数値図修正,数値図修正,編集","10000,,1000,,2500,,2500","45.3KM2,9.2KM2,7.1KM2,9.2KM2",助言H21.7.23E0075愛知県　　知立市,中日本航空測量(株),"H21.6.25
H22.3.17",
愛知県,"豊田市,",道路計画,地上数値法,500,0.3KM2,"助言H21.7.23E0076中部地方整備局名四国道事
務所",内外エンジニアリング(株),"H21.7.27
H22.2.26",
愛知県,"蒲郡市,豊川市,",道路計画,路線,,5.6km,"助言H21.8.3E0078中部地方整備局名四国道事
務所",(株)東海コンサルタンツ,"H21.6.12
H21.12.18",
愛知県,"武豊町,",土地区画整理,"基準点,基準点","３級,,４級","3point,55point",助言H21.8.3E0079武豊祠峯土地区画整理組合,玉野総合コンサルタント(株),"H21.6.25
H22.3.23",
愛知県,"小牧市,",土地区画整理,"基準点,基準点","３級,,４級","15point,0.6KM2",助言H21.8.3E0081小牧市,"(株)石田技術コンサルタン
ツ","H21.7.7
H22.3.18",
愛知県,"名古屋市,",土地区画整理,基準点,４級,31point,"助言H21.8.3E0082名古屋市土原土地区画整理
組合",中部地域整備(株),"H21.8.1
H26.3.31",
愛知県,"北名古屋市,",土地区画整理,基準点,４級,9point,"助言H21.8.3E0083西春鍜冶ケ一色土地区画整理
組合",中央コンサルタンツ(株),"H21.8.1
H22.3.12",
愛知県,"長久手町,",土地区画整理,"基準点,基準点,基準点","２級,,３級,,４級","2point,20point,341point",助言H21.7.30E0085長湫南部土地区画整理組合,玉野総合コンサルタント(株),"H21.6.19
H22.3.31",
愛知県,"田原市,",農業集落排水事業,"基準点,基準点,基準点","２級,,３級,,４級","4point,21point,328point",助言H21.8.3E0086田原市,"愛知県土地改良事業団体
連合会","H21.8.3
H22.2.26",
愛知県,"豊橋市,田原市,豊川市,蒲郡市,",土地改良,"基準点,基準点,基準点,水準","１級,,２級,,３級,,３級","2point,12point,19point,39.5km","助言H21.8.6E0088独立行政法人水資源機構　豊
川用水総合事業部","(株)大建コンサルタント
(株)協和コンサルタンツ
(株)三祐コンサルタンツ
玉野総合コンサルタント(株)","H21.8.3
H22.3.4",
愛知県,"日進市,",河川管理,"基準点,縦横断","４級,,３級","27point,5.2km",助言H21.8.5E0092日進市,(株)パスコ,"H21.7.2
H22.2.26",
愛知県,"日進市,",総合計画,基準点,１級,1point,助言H21.8.6E0093日進市,(株)パスコ,"H21.7.29
H21.8.31",
愛知県,"東海市,",道路計画,基準点,４級,9point,助言H21.8.11E0096愛知県知多建設事務所,東洋技研コンサルタント(株),"H21.8.10
H21.10.30",
愛知県,"空白,",地盤変動調査,水準,１級,382km,助言H21.8.11E0100愛知県,(株)新日,"H21.8.17
H22.2.26   ",
愛知県,"西尾市,",土地改良,基準点,２級,4point,"助言H21.8.12E0101愛知県西三河農林水産事務
所","愛知県土地改良事業団体
連合会","H21.8.25
H22.3.10",
愛知県,"犬山市,",道路計画,基準点,２級,1point,助言H21.8.14E0102犬山市,新栄測量設計（株）,"H21.7.23
H21.8.31",
愛知県,"東郷町,",道路台帳,"地上数値法,座標変換,既成図数値化","500,,500,,1000","0.1KM2,18KM2,18KM2",助言H21.8.21E0106愛知県　　東郷町,中日本航空測量(株),"H21.7.23
H22.2.15",
愛知県,"日進市,",土地区画整理,"基準点,水準,地上数値法","４級,,４級,,500","43point,2km,0.1KM2",助言H21.8.24E0110日進市,中部地域整備(株),"H21.8.17
H22.3.19",
愛知県,"東海市,",土地区画整理,"基準点,基準点","３級,,４級","5point,176point","助言H21.8.27E0112東海荒尾第二特定土地区画
整理組合",玉野総合コンサルタント(株),"H21.8.11
H22.3.31",
愛知県,"田原市,",地震対策,"カラー撮影,数値図化,基準点,水準","5000,,500,,３級,,３級","1.9KM2,0.7KM2,6point,5.7km","助言H21.8.27E0113独立行政法人水資源機構豊
川用水総合事業部",アジア航測(株),"H21.7.7
H21.11.18",
愛知県,"三好町,",固定資産,"数値撮影,同時調整",地上画素寸法 16㎝,"32.1KM2,32.1KM2",助言H21.8.27E0114愛知県　　三好町,(株)パスコ,"H21.8.18
H22.3.26",
愛知県,"田原市,",都市計画,"数値撮影,同時調整",地上画素寸法 16㎝,"188.8KM2,188.8KM2",助言H21.8.27E0115愛知県　　田原市,(株)パスコ,"H21.8.19
H22.2.26",
愛知県,"津島市,",道路計画（改良工事）,"基準点,基準点","３級,,４級","2point,8point",助言H21.8.27E0117愛知県海部建設事務所,(株)ユニオン,"H21.8.25
H21.12.20",
愛知県,"豊橋市,",都市計画,基準点,４級,3point,助言H21.8.27E0118豊橋市,(株)豊橋コンサルタント,"H21.7.29
H22.2.28",
愛知県,"津島市,",道路計画,"基準点,基準点","２級,,３級","1point,3point",助言H21.8.28E0119愛知県海部建設事務所,(株)梶川土木コンサルタント,"H21.8.18
H22.1.12",
愛知県,"飛島村,",都市計画,"数値撮影,数値図修正,編集,数値図修正","地上画素寸法 12㎝,,1000,,2500,,2500","22.5KM2,11.8KM2,11.8KM2,7.7KM2",助言H21.9.4E0125愛知県　　飛島村,玉野総合コンサルタント(株),"H21.8.3
H22.3.25",
愛知県,"愛西市,",道路台帳,数値図修正,1000,0.5KM2,助言H21.9.9E0126愛知県　　愛西市,朝日航洋(株),"H21.7.24
H22.3.20",
愛知県,"吉良町,",道路台帳,"平板・修正,既成図数値化,数値図修正","1000,,1000,,1000","5.5KM2,0.8KM2,0.3KM2",助言H21.9.9E0127愛知県　　吉良町,中日本航空測量(株),"H21.8.7
H22.3.19",
愛知県,"北名古屋市,",道路台帳,"座標変換,座標変換,既成図数値化,既成図数値化","500,,1000,,500,,1000","5KM2,4.8KM2,5KM2,4.8KM2",助言H21.9.9E0128愛知県　　北名古屋市,玉野総合コンサルタント(株),"H21.7.25
H22.3.11",
愛知県,"大府市,",都市計画,数値図修正,2500,33.7KM2,助言H21.9.9E0129愛知県　　大府市,アジア航測(株),"H21.7.9
H22.3.25",
愛知県,"新城市,",土地改良,基準点,１級,3point,"助言H21.9.14E0137愛知県新城設楽農林水産事
務所","愛知県土地改良事業団体
連合会","H21.9.10
H22.2.10",
愛知県,"碧南市,",道路計画,基準点,３級,3point,助言H21.9.14E0138碧南市,中央コンサルタンツ(株),"H21.9.15
H21.12.18",
愛知県,"豊根村,",固定資産,"カラー撮影,数値図化,座標変換,ディジタルオルソ","10000,,2500,,2500,,2500","155.9KM2,1.7KM2,22.5KM2,155.9KM2",助言H21.9.17E0142愛知県　　豊根村,(株)中測技研,"H21.9.3
H22.3.25",
愛知県,"日進市,",河川管理,"基準点,縦横断","４級,,３級","42point,8.3km",助言H21.9.16E0143日進市,(株)パスコ,"H21.9.3
H22.3.23",
愛知県,"名古屋市,",都市計画,基準点,２級,1point,助言H21.9.16E0145名古屋市,(株)神田設計,"H21.9.17
H21.9.30",
愛知県,"半田市,",道路台帳,"既成図数値化,平板・修正","500,,500","2.3KM2,47.2KM2",助言H21.9.25E0150愛知県　　半田市,玉野総合コンサルタント(株),"H21.7.25
H22.3.11",
愛知県,"扶桑町,",道路台帳,"既成図数値化,座標変換","1000,,1000","11.2KM2,11.2KM2",助言H21.9.25E0151愛知県　　扶桑町,玉野総合コンサルタント(株),"H21.8.7
H22.3.15",
愛知県,"阿久比町,",土地区画整理,"基準点,基準点,地上数値法","３級,,４級,,500","5point,125point,0.3KM2",助言H21.10.2E0152名古屋鉄道株式会社,(株)オオバ,"H21.9.17
H22.3.31",
愛知県,"一宮市,",都市計画,数値図修正,2500,113.9KM2,助言H21.9.30E0154愛知県　　一宮市,アジア航測(株),"H21.4.17
H22.3.23",
愛知県,"長久手町,",総合計画,基準点,２級,7point,助言H21.10.1E0155長久手町,(株)中測技研,"H21.7.24
H21.11.30",
愛知県,"名古屋市,小牧市,春日井市,瀬戸市,日進市,長久手町,",砂防計画,数値図化,2500,6.1KM2,助言H21.10.5E0157愛知県尾張建設事務所,中日本航空(株),"H21.7.3
H22.6.30",
愛知県,"犬山市,",砂防計画,数値図化,2500,0.2KM2,助言H21.10.5E0158愛知県一宮建設事務所,中日本航空(株),"H21.9.1
H22.1.31",
愛知県,"七宝町,",道路計画,水準,３級,2.4km,助言H21.10.8E0159愛知県海部建設事務所,"中日本建設コンサルタント
(株)","H21.8.17
H22.2.19",
愛知県,"豊田市,",道路計画,"基準点,基準点","１級,,３級","3point,6point",助言H21.10.8E0161愛知県豊田加茂建設事務所,"中日本建設コンサルタント
(株)","H21.6.8
H22.2.19",
愛知県,"豊田市,",その他（道路管理）,"基準点,基準点,基準点,水準","１級,,３級,,４級,,３級","1point,8point,12point,5.2km","助言H21.10.9E0166中部地方整備局名四国道事
務所",(株)中測技研,"H21.10.13
H22.1.29",
愛知県,"美浜町,",道路台帳,数値図修正,1000,63km,助言H21.10.13E0167愛知県　　美浜町,中日本航空測量(株),"H21.10.1
H22.2.28",
愛知県,"田原市,",河川計画,"基準点,基準点,基準点,カラー撮影,数値図化","２級,,３級,,４級,,4000,,500","7point,13point,79point,4KM2,0.9KM2","助言H21.10.13E0169独立行政法人水資源機構豊
川用水総合事業部",三和航測(株),"H21.10.1
H21.12.9",
愛知県,"小牧市,",都市計画,数値図修正,2500,50.2KM2,助言H21.10.13E0170愛知県　　小牧市,アジア航測(株),"H21.7.9
H22.3.19",
愛知県,"名古屋市,瀬戸市,春日井市,",河川管理（定期縦断測量）,水準,３級,30km,"助言H21.10.9E0172中部地方整備局庄内川河川
事務所",中部復建(株),"H21.10.8
H22.3.19",
愛知県,"刈谷市,",固定資産,数値撮影,地上画素寸法8.4㎝,50.5KM2,助言H21.10.16E0173愛知県　　刈谷市,朝日航洋(株),"H21.11.1
H22.3.21",
愛知県,"名古屋市,瀬戸市,",砂防計画,数値図化,2500,0.4KM2,助言H21.10.16E0174愛知県尾張建設事務所,(株)日建技術コンサルタント,"H21.7.24
H22.6.30",
愛知県,"名古屋市,一宮市,春日井市,碧南市,豊田市,安城市,蒲郡市,犬山市,江南市,小牧市,新城市,岩倉市,北名古屋市,弥富市,豊山町,大口町,扶桑町,飛島村,三好町,設楽町,",水土里情報利活用促進事業,"数値撮影,ディジタルオルソ   ","地上画素寸法 20㎝,,2500","1584KM2,1998KM2","助言H21.10.16E0175愛知県土地改良事業団体連
合会",(株)パスコ,"H21.9.28
H22.2.10",
愛知県,"名古屋市,",地盤変動調査,"水準,縦横断","１級,,３級","16.1km,20.8km","助言H21.10.20E0177中部地方整備局庄内川河川
事務所",(株)大増コンサルタンツ,"H21.10.1
H22.3.19",
愛知県,"東海市,",その他（道路管理）,基準点,３級,1point,"助言H21.10.20E0178中部地方整備局名古屋国道
事務所名古屋国道維持第三
出張所",（有）イースト,"H21.10.9
H21.12.20",
愛知県,"豊田市,",道路計画,"数値撮影,航空レーザ,数値図化,数値図修正","地上画素寸法 6.1㎝,,0.4ｍグリッド,,500,,500","5.3KM2,2.9KM2,1.2KM2,1KM2",助言H21.10.21E0181中部地方整備局名古屋国道,中日本航空(株),"H21.9.29
H22.2.12",
愛知県,"名古屋市,",都市計画,基準点,２級,1point,助言H21.10.23E0184名古屋市,(株)神田設計,"H21.10.19
H21.10.30",
愛知県,"名古屋市,",都市計画,基準点,２級,2point,助言H21.10.23E0185名古屋市,"(株)サンキ
ニチイコンサルタント(株)","H21.10.16
H21.12.30",
愛知県,"豊川市,",道路計画,路線,TS,2.1km,"助言H21.10.23E0186中部地方整備局名四国道事
務所",大同コンサルタンツ(株),"H21.9.15
H21.12.18",
愛知県,"田原市,",土地改良,"基準点,基準点,基準点","１級,,２級,,３級","2point,15point,38point","助言H21.10.23E0187愛知県東三河農林水産事務
所",協和調査設計(株),"H21.8.22
H22.2.26",
愛知県,"小坂井町,",道路台帳,"既成図数値化,座標変換","1000,,1000","9.9KM2,9.9KM2",助言H21.10.23E0188愛知県　　小坂井町,玉野総合コンサルタント(株),"H21.8.3
H22.1.15",
愛知県,"新城市,",都市計画,"数値撮影,数値図化","地上画素寸法 10㎝,,2500","3.4KM2,3.4KM2",助言H21.10.23E0190愛知県　　新城市,アジア航測(株),"H21.10.7
H22.3.12",
愛知県,"犬山市,",砂防計画,基準点,３級,3point,助言H21.10.23E0194愛知県一宮建設事務所,(株)梶川土木コンサルタント,"H21.10.26
H22.2.26",
愛知県,"阿久比町,",道路台帳,"既成図数値化,地上数値法,座標変換","500,,500,,500","2.4KM2,0.1KM2,23.9KM2",助言H21.11.2E0197愛知県　　阿久比町,中日本航空測量(株),"H21.10.28
H22.3.10",
愛知県,"三好町,",道路台帳,"既成図数値化,平板・修正","500,,500","0.9KM2,0.9KM2",助言H21.11.2E0198愛知県　　三好町,アジア航測(株),"H21.10.9
H22.3.8",
愛知県,"常滑市,知多市,東海市,",道路計画,"数値図化,編集","1000,,1000","7.7KM2,3KM2",助言H21.11.2E0205愛知県知多建設事務所,アジア航測(株),"H21.9.1
H21.12.18",
愛知県,"弥富市,飛島村,名古屋市,東海市,知多市,",地盤変動調査,水準,１級,105km,助言H21.11.5E0207名古屋港管理組合,(株)中部テック,"H21.10.13
H22.3.5",
愛知県,"名古屋市,",地盤変動調査,水準,１級,240km,助言H21.11.5E0208名古屋市,玉野総合コンサルタント(株),"H21.10.30
H22.3.5",
愛知県,"日進市,",総合計画,基準点,３級,1point,助言H21.11.5E0209日進市,(株)パスコ,"H21.10.26
H21.11.5",
愛知県,"豊橋市,",道路計画,"基準点,基準点","２級,,３級","3point,4point",助言H21.11.5E0210豊橋市,(株)葵設計事務所,"H21.11.2
H22.2.26",
愛知県,"津島市,",総合計画,基準点,２級,1point,助言H21.11.5E0211津島市,玉野総合コンサルタント(株),"H21.11.4
H22.1.25",
愛知県,"春日井市,",道路台帳,"座標変換,既成図数値化","1000,,1000","1187km,1187km",助言H21.11.6E0220愛知県　　春日井市,玉野総合コンサルタント(株),"H21.9.10
H22.3.31",
愛知県,"高浜市,",固定資産,"数値撮影,同時調整",地上画素寸法 16㎝,"13KM2,13KM2",助言H21.11.17E0222愛知県　　高浜市,(株)パスコ,"H21.11.10
H22.3.25",
愛知県,"甚目寺町,",道路台帳,"既成図数値化,平板・修正","1000,,1000","1.7KM2,0.1KM2",助言H21.11.17E0226愛知県　　甚目寺町,アジア航測(株),"H21.10.8
H22.2.28",
愛知県,"大府市,",道路台帳,平板・修正,1000,0.1KM2,助言H21.11.17E0227愛知県　　大府市,アジア航測(株),"H21.10.28
H22.3.25",
愛知県,"江南市,",道路台帳,"既成図数値化,平板・修正","1000,,1000","7.9KM2,0.4KM2",助言H21.11.19E0229愛知県　　江南市,アジア航測(株),"H21.10.22
H22.3.17",
愛知県,"豊橋市,",総合計画,"基準点,基準点","２級,,３級","1point,8point",助言H21.11.27E0232豊橋市,(有)スズキ測量設計,"H21.11.19
H22.3.19",
愛知県,"豊橋市,",土地改良,"基準点,基準点","２級,,３級","2point,2point","助言H21.11.27E0233独立行政法人水資源機構　豊
川用水総合事業部","(株)エイト日本技術開発
内外エンジニアリング(株)","H21.11.19
H22.3.26",
愛知県,"豊田市,",道路計画・河川計画,"基準点,基準点","３級,,４級","8point,60point","助言H21.11.27E0238中部地方整備局名四国道事
務所",大日コンサルタント(株),"H21.9.30
H21.12.18",
愛知県,"一宮市,",土地区画整理,"基準点,基準点,基準点,基準点","１級,,２級,,３級,,４級","2point,3point,22point,0.3KM2","助言H21.11.27E0239一宮伝法寺土地区画整理組
合",玉野総合コンサルタント(株),"H21.10.26
H22.3.19",
愛知県,"一宮市,",現況測量,"基準点,基準点,基準点,水準,水準,地上数値法","２級,,３級,,４級,,３級,,４級,,500","1point,3point,71point,3.4km,71point,0.2KM2",助言H21.11.27E0241一宮市,(株)日研コンサル,"H21.9.30
H22.1.15",
愛知県,"常滑市,東海市,半田市,知多市,阿久比町,南知多町,美浜町,",砂防計画,数値図化,2500,1.7KM2,助言H21.12.7E0248愛知県知多建設事務所,朝日航洋(株),"H21.12.9
H22.2.26",
愛知県,"岡崎市,",固定資産,カラー撮影,8000,387.2KM2,助言H21.12.7E0250愛知県　　岡崎市,アジア航測(株),"H21.12.1
H22.3.10",
愛知県,"日進市,",土地区画整理,"基準点,基準点","３級,,４級","4point,90point","助言H21.12.7E0254日進米野木駅前特定土地区
画整理組合",中央コンサルタンツ(株),"H21.12.1
H22.3.26",
愛知県,"武豊町,",道路台帳,数値図修正,1000,6.6km,助言H21.12.7E0256愛知県　　武豊町,玉野総合コンサルタント(株),"H21.10.29
H22.3.23",
愛知県,"南知多町,",道路台帳,"平板・修正,既成図数値化","1000,,1000","0.7km,0.5KM2",助言H21.12.11E0259愛知県　　南知多町,中日本航空測量(株),"H21.12.1
H22.3.19",
愛知県,"東浦町,",道路台帳,数値図修正,1000,0.1KM2,助言H21.12.11E0260愛知県　　東浦町,アジア航測(株),"H21.11.19
H22.3.16",
愛知県,"豊田市,",砂防計画,数値図化,2500,3KM2,助言H21.12.11E0265愛知県豊田加茂建設事務所,(株)アスコ,"H21.12.7
H22.3.19",
愛知県,"刈谷市,",都市計画,基準点,３級,1point,助言H21.12.11E0267刈谷市,司開発(株),"H21.12.9
H22.2.28",
愛知県,"刈谷市,",都市計画,基準点,３級,1point,助言H21.12.11E0268刈谷市,司開発(株),"H21.12.15
H22.2.28",
愛知県,"名古屋市,",道路台帳,地上数値法,500,1KM2,助言H21.12.15E0270愛知県　　名古屋市,"東栄測量設計(株)
太栄コンサルタンツ(株)
(株)大屋測量設計
東洋測量設計(株)
(株)大日調査設計
柴山コンサルタント(株)","H21.12.15
H22.3.19   ",
愛知県,"豊田市,",土地区画整理,"基準点,基準点,基準点","２級,,３級,,４級","1point,11point,200point",助言H21.12.15E0273豊田市,玉野総合コンサルタント(株),"H21.10.31
H22.3.19",
愛知県,"安城市,",総合計画,"数値撮影,ディジタルオルソ","地上画素寸法 10㎝,,2500","86KM2,86KM2",助言H21.12.17E0274愛知県　　安城市,アジア航測(株),"H21.12.20
H22.3.19",
愛知県,"碧南市,",総合計画,"数値撮影,同時調整",地上画素寸法 10㎝,"35.9KM2,35.9KM2",助言H21.12.17E0275愛知県　　碧南市,アジア航測(株),"H21.12.20
H22.3.31",
愛知県,"東海市,",総合計画,"数値撮影,同時調整",地上画素寸法 12㎝,"43.4KM2,43.4KM2",助言H21.12.17E0276愛知県　　東海市,アジア航測(株),"H21.12.20
H22.3.25",
愛知県,"西尾市,",都市計画,"基準点,基準点","２級,,３級","1point,4point",助言H21.12.15E0277西尾市,中央コンサルタンツ(株),"H21.12.17
H22.3.11",
愛知県,"瀬戸市,",総合計画,"数値撮影,同時調整",地上画素寸法 18㎝,"111.6KM2,111.6KM2",助言H21.12.21E0280愛知県　　瀬戸市,アジア航測(株),"H21.12.25
H22.3.19",
愛知県,"豊田市,",砂防計画,数値図化,2500,2.8KM2,助言H21.12.24E0282愛知県豊田加茂建設事務所,朝日航洋(株),"H21.7.10
H22.3.19",
愛知県,"豊田市,",砂防計画,数値図化,2500,3.7KM2,助言H21.12.24E0283愛知県豊田加茂建設事務所,アジア航測(株),"H21.6.19
H22.2.26",
愛知県,"日進市,",総合計画,基準点,３級,1point,助言H21.12.24E0284日進市,(株)パスコ,"H21.12.21
H22.2.5",
愛知県,"知多市,",道路台帳,数値図修正,1000,0.1KM2,助言H21.12.24E0285愛知県　　知多市,アジア航測(株),"H21.11.13
H22.3.25",
愛知県,"瀬戸市,",道路台帳,平板・修正,500,0.3KM2,助言H21.12.24E0286愛知県　　瀬戸市,アジア航測(株),"H21.12.11
H22.3.19",
愛知県,"刈谷市,",都市計画,数値図修正,2500,0.2KM2,助言H21.12.24E0287愛知県　　刈谷市,アジア航測(株),"H21.10.27
H22.3.19",
愛知県,"碧南市,",総合計画,既成図数値化,1000,2.6KM2,助言H21.12.24E0288愛知県　　碧南市,アジア航測(株),"H21.10.15
H22.3.26",
