都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,自至時期
北海道,"留萌市,",河川管理,基準点,３級,20point,助言H20.10.9A0469北海道留萌支庁,和光技研(株),"H20.10.1
H20.12.1"
北海道,"幌延町,",土地改良,"基準点,基準点","１級,,３級","4point,34point",助言H20.10.10A0470北海道留萌支庁,(株)ルーラルエンジニア,"H20.10.4
H21.3.10"
北海道,"小平町,",道路防災,基準点,３級,2point,助言H20.10.10A0471北海道留萌土木現業所,明治コンサルタント(株),"H20.9.1
H21.1.30"
北海道,"札幌市,",基準点管理,基準点,２級,5point,助言H20.10.10A0472札幌市,(株)中田測量,"H20.10.15
H21.2.10"
北海道,"枝幸町,",道路用地,基準点,３級,2point,助言H20.10.10A0473北海道宗谷支庁,(株)道測テクニス,"H20.10.7
H20.10.20"
北海道,"標津町,",道路計画,基準点,２級,2point,助言H20.10.14A0474北海道釧路支庁,(株)アクアソーケン,"H20.8.14
H21.1.10"
北海道,"えりも町,",道路防災,基準点,３級,3point,助言H20.10.14A0475北海道胆振支庁,(株)桜井測量,"H20.10.6
H20.11.28"
北海道,"島牧村,",海岸保全,基準点,３級,4point,助言H20.10.14A0476北海道後志支庁,北山測量設計(株),"H20.9.30
H20.10.30"
北海道,"岩見沢市,江別市,",河川管理,基準点,２級,3point,助言H20.10.14A0477石狩川開発建設部,北海道測量事業協同組合,"H20.9.4
H21.2.27"
北海道,"富良野市,",道路管理,"基準点,基準点","１級,,３級","2point,1point",助言H20.10.14A0478北海道上川支庁,旭川設計測量(株),"H20.10.8
H21.1.30"
北海道,"苫前町,",河川計画,"基準点,水準","３級,,２級","3point,1.7km",助言H20.10.16A0479北海道留萌支庁,藤井測量設計(株),"H20.10.10
H20.11.20"
北海道,"浦幌町,",道路計画,"基準点,基準点","１級,,２級","2point,1point",助言H20.10.16A0480帯広開発建設部,太平洋総合コンサルタント(株),"H20.10.7
H21.1.30"
北海道,"深川市,",ほ場整備,基準点,３級,21point,助言H20.10.16A0481北海道空知支庁,北海道調査補償(株),"H20.10.14
H21.3.19"
北海道,"鶴居村,",道路計画,基準点,３級,7point,助言H20.10.16A0482北海道釧路支庁,北海道キング設計(株),"H20.11.14
H21.3.23"
北海道,"天塩町,",道路台帳,基準点,３級,3point,助言H20.10.16A0483留萌開発建設部,(株)測図社,"H20.10.17
H20.11.25"
北海道,"北見市,",道路計画,基準点,３級,3point,助言H20.10.16A0484北海道網走支庁,(株)よしだ設計コンサルタント,"H20.10.9
H20.10.30"
北海道,"新ひだか町,浦河町,",道路計画,"カラー撮影,空三","8000,,","58.7KM2,52M",助言H20.10.17A0485室蘭開発建設部,国際航業(株),"H20.10.1
H21.1.13"
北海道,"別海町,",道路用地,基準点,３級,6point,助言H20.10.16A0486北海道釧路支庁,(株)小出コンサルタント,"H20.10.9
H20.12.22"
北海道,"釧路市,",道路計画,基準点,３級,2point,助言H20.10.16A0487釧路市,(株)郡土木コンサルタント,"H20.10.8
H20.12.19"
北海道,"日高町,",道路計画,基準点,３級,3point,助言H20.10.16A0488室蘭開発建設部,(株)菅原測量設計,"H20.10.11
H20.11.25"
北海道,"赤井川村,",道路計画,"基準点,基準点","１級,,３級","2point,1point",助言H20.10.17A0489赤井川村,(株)シー・イー・サービス,"H20.10.20
H20.12.10"
北海道,"美唄市,",土地改良,基準点,３級,13point,助言H20.10.17A0490北海道空知支庁,ダイシン設計(株),"H20.10.11
H21.3.10"
北海道,"札幌市,",水道水質保全,基準点,３級,7point,助言H20.10.20A0491札幌市水道局,(株)佐川測量社,"H20.10.15
H21.1.14"
北海道,"釧路市,",道路管理,基準点,３級,2point,助言H20.10.20A0492北海道釧路支庁,東邦コンサルタント(株),"H20.10.8
H21.2.20"
北海道,"鶴居村,",道路計画,"基準点,路線","３級,,","4point,1.3km",助言H20.10.20A0493北海道釧路支庁,(株)シビテック,"H20.10.11
H21.3.23"
北海道,"京極町,",道路計画,"基準点,基準点","１級,,３級","2point,4point",助言H20.10.21A0494北海道後志支庁,島口測量設計(株),"H20.10.1
H20.12.22"
北海道,"雨竜町,",道路管理,基準点,３級,3point,助言H20.10.21A0495札幌開発建設部,パブリックコンサルタント(株),"H20.10.15
H20.12.8"
北海道,"滝上町,",道路防災,基準点,１級,1point,助言H20.10.21A0496北海道網走支庁,北海道キング設計(株),"H20.11.20
H21.3.19"
北海道,"士別市,",地質調査,基準点,３級,2point,助言H20.10.22A0497北海道上川支庁,明治コンサルタント(株),"H20.10.27
H20.11.30"
北海道,"士別市,",道路計画,基準点,３級,4point,助言H20.10.22A0498北海道上川支庁,大地コンサルタント(株),"H20.10.27
H20.12.25"
北海道,"浦河町,",土地改良,基準点,３級,4point,助言H20.10.22A0499北海道日高支庁,大開技術コンサルタント(株),"H20.10.6
H21.1.30"
北海道,"豊富町,",土地改良,基準点,２級,7point,助言H20.10.24A0500稚内開発建設部稚内農業事務所,(株)ズコーシャ,"H20.10.20
H21.2.27"
北海道,"松前町,",道路用地,"基準点,基準点","１級,,３級","1point,2point",助言H20.10.24A0501函館開発建設部,(株)南木測量設計事務所   ,"H20.10.21
H20.12.11"
北海道,"帯広市,中札内村,",土地改良,基準点,１級,5point,助言H20.10.24A0502帯広開発建設部,北王コンサルタント(株),"H20.10.17
H21.3.6"
北海道,"増毛町,",海岸保全,基準点,３級,4point,助言H20.10.23A0503北海道留萌支庁,留萌測量設計(株),"H20.10.18
H20.11.18"
北海道,"士別市,",ダム管理,"カラー撮影,空三","12500,,","69KM2,20M",助言H20.10.23A0504旭川開発建設部,(株)建設維持管理センター,"H20.10.1
H21.3.6"
北海道,"函館市,",道路用地,基準点,３級,2point,助言H20.10.23A0505函館開発建設部,(株)測土開発,"H20.10.17
H20.11.25"
北海道,"標津町,",文化財調査,基準点,３級,9point,助言H20.10.24A0506標津町,(株)津村測量設計,"H20.10.17
H21.2.10"
北海道,"浜中町,",土地改良,基準点,３級,10point,助言H20.10.24A0507釧路開発建設部,NTCコンサルタンツ(株),"H20.6.4
H20.11.10"
北海道,"東川町,",土地改良,基準点,３級,24point,助言H20.10.24A0508北海道上川支庁,新栄コンサルタント(株),"H20.10.18
H21.3.19"
北海道,"新ひだか町,",道路台帳,"基準点,基準点","１級,,３級","3point,8point",助言H20.10.27A0509北海道胆振支庁,(株)細道コンサルタント,"H20.10.21
H21.2.27"
北海道,"下川町,",ダム計画,基準点,３級,3point,助言H20.10.27A0510旭川開発建設部,(株)ダイイチプラニング,"H20.10.16
H20.11.25"
北海道,"えりも町,",道路台帳,基準点,３級,5point,助言H20.10.27A0511北海道胆振支庁,(株)日高測量,"H20.10.14
H20.12.10"
北海道,"新ひだか町,",道路台帳,基準点,３級,17point,助言H20.10.27A0512北海道胆振支庁,新和測量(株),"H20.10.25
H21.2.27"
北海道,"足寄町,",環境調査,"基準点,基準点","１級,,３級","3point,4point","助言H20.10.28A0513独立行政法人森林総合研究所森
林農地整備センター",(株)サッコウ測地,"H20.10.17
H21.3.20"
北海道,"幌延町,",道路用地,基準点,３級,2point,助言H20.10.28A0514北海道留萌支庁,北盟測量(株),"H20.10.30
H20.11.28"
北海道,"別海町,",公共施設工事,基準点,３級,3point,助言H20.10.28A0515別海町,岩浅測量設計(有),"H20.10.2
H21.3.10"
北海道,"札幌市,",道路台帳,基準点,１級,1point,助言H20.10.31A0516札幌市,(株)エル技術コンサルタント,"H20.10.22
H21.2.12"
北海道,"剣淵町,",道路用地,基準点,３級,3point,助言H20.10.31A0517北海道旭川土木現業所,(有)テーシーコンサル,"H20.10.17
H21.2.10"
北海道,"旭川市,",道路用地,"基準点,基準点","１級,,２級","2point,2point",助言H20.10.31A0518北海道上川支庁,(株)イズム・グリーン,"H20.10.22
H21.1.21"
北海道,"札幌市,",砂防計画,数値図化,2500,106.2KM2,助言H20.10.31A0519石狩川開発建設部,日測技研(株),"H20.10.9
H21.3.31"
北海道,"砂川市,",道路計画,基準点,３級,6point,助言H20.11.5A0520北海道石狩支庁,ダイシン設計(株),"H20.10.30
H20.11.30"
北海道,"倶知安町,京極町,",河川管理,"撮影,数値図化,空三,水準","8000,,1000,,,,簡級","24KM2,2.1KM2,20M,16.4km",助言H20.10.31A0521北海道小樽土木現業所,(株)シン技術コンサル,"H20.10.24
H21.2.20"
北海道,"深川市,",地積測量,基準点,３級,2point,助言H20.11.5A0522北海道企業局,協立測量設計(株),"H20.10.14
H21.2.6"
北海道,"深川市,",農地開発,基準点,３級,4point,助言H20.11.5A0523札幌開発建設部,アルスマエヤ(株),"H20.10.27
H21.2.27"
北海道,"別海町,",開拓財産測量調査,"基準点,基準点","２級,,３級","6point,10point",助言H20.11.5A0524北海道根室支庁,(有)高橋測量事務所,"H20.10.25
H21.3.12"
北海道,"鶴居村,",道路計画,"基準点,基準点","２級,,３級","3point,3point",助言H20.11.5A0525北海道釧路支庁,日本データーサービス(株),"H20.10.25
H21.3.20"
北海道,"妹背牛町,",農地開発,基準点,１級,7point,助言H20.11.5A0526札幌開発建設部,(株)アルト技研,"H20.10.25
H21.1.30"
北海道,"妹背牛町,",土地改良,基準点,１級,5point,助言H20.11.5A0527札幌開発建設部,サン技術コンサルタント(株),"H20.10.25
H21.1.30"
北海道,"妹背牛町,",土地改良,基準点,１級,8point,助言H20.11.5A0528札幌開発建設部,(株)ランドプランニング,"H20.10.28
H21.1.30"
北海道,"寿都町,島牧村,",道路計画,数値図化,1000,6KM2,助言H20.11.6A0529小樽開発建設部岩内道路事務所,(株)八州,"H20.10.16
H21.2.12"
北海道,"士別市,",電源開発,基準点,１級,3point,助言H20.11.6A0530北海道企業局,旭川設計測量(株),"H20.10.18
H21.2.6"
北海道,"厚岸町,",道路用地,基準点,３級,4point,助言H20.11.6A0531北海道釧路支庁,(株)プラテック,"H20.10.25
H21.2.27"
北海道,"利尻富士町,",砂防計画,基準点,３級,8point,助言H20.11.6A0532北海道宗谷支庁,(株)国策測量設計,"H20.10.28
H20.12.1"
北海道,"北見市,",道路用地,座標変換,３級,11point,助言H20.11.17A0533北海道網走支庁,大起コンサルタント(株),"H20.10.8
H21.3.25"
北海道,"積丹町,",道路用地,基準点,３級,2point,助言H20.11.6A0534小樽開発建設部,東武計画(株),"H20.11.6
H20.12.17"
北海道,"赤井川村,",道路用地,"基準点,基準点","１級,,３級","3point,7point",助言H20.11.7A0535小樽開発建設部,北海道測量事業協同組合,"H20.10.15
H21.1.22"
北海道,"厚岸町,",道路用地,基準点,３級,4point,助言H20.11.7A0536北海道釧路支庁,小林技術コンサルタント(株),"H20.11.17
H21.2.27"
北海道,"東川町,",土地改良,基準点,３級,9point,助言H20.11.7A0537北海道上川支庁,(株)協和コンサルタント,"H20.10.31
H21.3.19"
北海道,"遠別町,",道路用地,基準点,３級,3point,助言H20.11.7A0538北海道留萌支庁,(株)構研エンジニアリング,"H20.11.4
H21.3.25"
北海道,"北見市,",地籍調査,基準点,境界杭,90point,助言H20.11.12A0539北見市,(株)シン技術コンサル,"H20.10.25
H21.1.20"
北海道,"砂川市,",河川管理,基準点,１級,2point,助言H20.11.14A0540北海道札幌土木現業所,扇コンサル(株),"H20.10.10
H21.3.2"
北海道,"旭川市,",道路計画,基準点,２級,2point,助言H20.11.12A0541北海道上川支庁,(株)フジ土木設計,"H20.10.24
H21.3.23"
北海道,"上川町,",道路計画,"基準点,基準点","１級,,３級","1point,1point",助言H20.11.12A0542北海道上川支庁,北海道土木設計(株),"H20.11.6
H21.1.30"
北海道,"北広島市,",その他,"基準点,路線","３級,,","4point,0.8km",助言H20.11.12A0543北広島市,サン技術コンサルタント(株),"H20.9.25
H20.12.12"
北海道,"新ひだか町,",海岸保全,基準点,１級,3point,助言H20.11.12A0544北海道胆振支庁,(株)細道コンサルタント,"H20.11.6
H21.1.30"
北海道,"旭川市,愛別町,",道路計画,基準点,３級,4point,助言H20.11.12A0545北海道上川支庁,(株)構研エンジニアリング,"H20.11.10
H21.3.23"
北海道,"浜中町,",土地改良,基準点,３級,4point,助言H20.11.12A0546釧路開発建設部,(株)農土コンサル,"H20.11.7
H21.2.20"
北海道,"浜中町,",土地改良,基準点,３級,4point,助言H20.11.12A0547釧路開発建設部,(株)農土コンサル,"H20.11.7
H21.2.20   "
北海道,"幕別町,",道路計画,基準点,３級,6point,助言H20.11.12A0548北海道十勝支庁,(株)開発調査研究所,"H20.11.6
H21.3.19"
北海道,"留寿都村,",道路用地,"基準点,基準点","１級,,３級","4point,9point",助言H20.11.12A0549北海道後志支庁,北山測量設計(株),"H20.11.10
H20.12.10"
北海道,"木古内町,",河川用地,"基準点,基準点","１級,,３級","2point,6point",助言H20.11.20A0550北海道渡島支庁,(株)竹田測量設計,"H20.11.7
H21.3.10"
北海道,"美瑛町,",道路用地,白地図等,1000,0.2KM2,助言H20.11.14A0551美瑛町,(株)アサヒ建設コンサルタント,"H20.9.16
H20.12.20"
北海道,"由仁町,夕張市,",河川用地,"基準点,基準点,基準点","１級,,２級,,３級","10point,4point,3point",助言H20.11.14A0552北海道企業局,(株)東亜エンジニアリング,"H20.11.8
H21.1.22"
北海道,"別海町,",土地改良,"基準点,基準点","２級,,３級","4point,6point",助言H20.11.14A0553北海道根室支庁,岩浅測量設計(有),"H20.11.6
H21.2.20"
北海道,"旭川市,東川町,東神楽町,当麻町,愛別町,上川町,",河川管理,"カラー撮影,数値図化,水準,空三","12500,,2500,,簡級,,","182KM2,63.9KM2,66km,55M",助言H20.11.17A0554旭川開発建設部,(株)北海道朝日航洋,"H20.10.29
H21.3.17"
北海道,"共和町,倶知安町,",道路計画,"カラー撮影,空三,数値図化","8000,,,,1000","36KM2,26M,8.8KM2",助言H20.11.17A0555小樽開発建設部,(株)八州,"H20.10.31
H21.2.13"
北海道,"広尾町,",道路用地,"基準点,基準点","１級,,３級","4point,4point",助言H20.12.2A0556帯広開発建設部,パブリックコンサルタント(株),"H20.11.7
H21.1.15"
北海道,"旭川市,",道路計画,"基準点,基準点","１級,,２級","1point,4point",助言H20.11.17A0557北海道上川支庁,(株)イズム・グリーン,"H20.11.8
H21.3.23"
北海道,"小平町,",道路用地,基準点,３級,2point,助言H20.11.17A0558北海道留萌支庁,丸善設計興業(株),"H20.11.11
H20.12.19"
北海道,"中標津町,",道路計画,"基準点,基準点","１級,,３級","3point,7point",助言H20.11.17A0559北海道釧路支庁,北武コンサルタント(株),"H20.11.4
H20.11.28"
北海道,"芦別市,",河川用地,基準点,１級,2point,助言H20.11.17A0560北海道札幌土木現業所,扇コンサル(株),"H20.10.24
H21.3.10"
北海道,"富良野市,中富良野町,",農地開発,基準点,２級,34point,助言H20.11.17A0561旭川開発建設部,(株)ドボク管理,"H20.11.6
H21.3.13"
北海道,"新ひだか町,",海岸保全,"基準点,水準","１級,,３級","2point,0.9km",助言H20.11.20A0562北海道胆振支庁,新和測量(株),"H20.11.5
H21.1.30"
北海道,"木古内町,",道路用地,"基準点,基準点","１級,,３級","1point,4point",助言H20.11.20A0563北海道渡島支庁,協友測量設計(株),"H20.11.11
H21.2.27"
北海道,"旭川市,",地籍調査,基準点,２級,1point,助言H20.11.20A0564旭川市,アトラス・サーベイ(株),"H20.11.17
H21.1.30"
北海道,"森町,",砂防計画,"基準点,基準点","１級,,３級","2point,3point",助言H20.11.20A0565北海道渡島支庁,エイコー技研(株),"H20.11.10
H20.12.20"
北海道,"帯広市,",土地改良,基準点,１級,4point,助言H20.11.20A0566帯広開発建設部,(株)アルト技研,"H20.11.5
H21.3.17"
北海道,"旭川市,美瑛町,",河川計画,"基準点,水準","２級,,２級","5point,5point",助言H20.11.20A0567旭川開発建設部,(株)及川土木設計,"H20.10.2
H21.3.23"
北海道,"湧別町,",道路台帳,"基準点,基準点","１級,,３級","4point,5point",助言H20.11.20A0568北海道網走支庁,(株)エクサ設計,"H20.11.13
H21.3.25"
北海道,"木古内町,",河川用地,"基準点,基準点","１級,,３級","2point,3point",助言H20.11.20A0569北海道渡島支庁,"月館測量設計(株)
協友測量設計(株)","H20.11.11
H21.2.27"
北海道,"北斗市,",道路用地,基準点,３級,5point,助言H20.11.21A0570函館開発建設部,日鉄鉱コンサルタント(株),"H20.11.12
H21.3.9"
北海道,"北竜町,",道路用地,基準点,３級,4point,助言H20.11.21A0571札幌開発建設部,スミセキ・ジオテクノ(株),"H20.11.19
H21.1.28"
北海道,"函館市,北斗市,七飯町,",河川用地,基準点,１級,19point,助言H20.11.21A0572北海道渡島支庁,(株)小林土木工業所,"H20.11.11
H21.2.20"
北海道,"函館市,",道路用地,"基準点,基準点","１級,,３級","3point,2point",助言H20.11.21A0573北海道渡島支庁,北栄測量設計(株),"H20.12.1
H21.2.27"
北海道,"網走市,",道路管理,航空レーザ,1000,6KM2,助言H20.11.21A0574網走開発建設部,国際航業(株),"H20.11.14
H21.2.20"
北海道,"滝川市,",河川用地,基準点,３級,1point,助言H20.11.21A0575北海道札幌土木現業所,扇コンサル(株),"H20.11.7
H21.3.10"
北海道,"下川町,",道路計画,"基準点,基準点,路線","３級,,４級,,","4point,9point,0.9km",助言H20.11.21A0576旭川開発建設部士別道路事務所,(株)土木技術コンサルタント,"H20.11.20
H20.12.25"
